CAN Message; 0x1d3:00004865cd2e03b4
1739209809.1375024;-33.981070128970906
1739209809.137511;-38.13080360867914
1739209809.1375196;-35.57807855764607
1739209809.1375282;-26.991370085610722
1739209809.1375368;-21.522148828640407
1739209809.137545;-27.8777449560314
1739209809.1375537;-28.21854285175415
1739209809.1375623;-28.21854285175415
1739209809.1375709;-45.120503652039325
1739209809.1375794;-45.120503652039325
1739209809.137588;-45.120503652039325
1739209809.1375964;-45.120503652039325
1739209809.137605;-38.13080360867914
1739209809.1376135;-45.120503652039325
1739209809.137622;-32.816014438256545
1739209809.1376307;-25.252786309376837
1739209809.137639;-25.826314394896357
1739209809.1376476;-27.267205301931607
1739209809.1376562;-45.120503652039325
1739209809.1376648;-31.141103565318915
1739209809.1376734;-27.267205301931607
1739209809.137682;-45.120503652039325
1739209809.1376903;-38.13080360867914
1739209809.137699;-38.13080360867914
1739209809.1377075;-38.13080360867914
1739209809.137716;-32.816014438256545
1739209809.1377246;-28.992665084841942
1739209809.137733;-31.141103565318943
1739209809.1377416;-25.826314394896357
1739209809.1377501;-24.746238672633048
1739209809.1377587;-31.141103565318943
1739209809.1377673;-31.141103565318915
1739209809.137776;-31.141103565318915
1739209809.1377842;-31.14110356531892
1739209809.1377928;-45.120503652039325
1739209809.1378014;-35.57807855764607
1739209809.13781;-31.141103565318943
1739209809.1378186;-38.13080360867914
1739209809.1378272;-38.13080360867914
1739209809.1378355;-28.992665084841942
1739209809.137844;-25.62660358559016
1739209809.1378527;-27.877744956031417
1739209809.1378613;-31.141103565318893
1739209809.1378698;-38.13080360867914
1739209809.1378782;-35.57807855764607
1739209809.1378868;-38.13080360867914
1739209809.1378953;-45.120503652039325
1739209809.137904;-45.120503652039325
1739209809.1379125;-45.120503652039325
1739209809.137921;-38.13080360867914
1739209809.1379294;-32.816014438256545
1739209809.137938;-38.13080360867914
1739209809.1379466;-38.13080360867914
1739209809.1379552;-38.13080360867914
1739209809.1379638;-45.120503652039325
1739209809.137972;-45.120503652039325
1739209809.1379807;-35.57807855764607
1739209809.1379893;-38.13080360867914
1739209809.1379979;-45.120503652039325
1739209809.1380064;-38.13080360867914
1739209809.138015;-38.13080360867914
1739209809.1380234;-45.120503652039325
1739209809.138032;-33.981070128970906
1739209809.1380405;-38.13080360867914
1739209809.1380491;-45.120503652039325
1739209809.1380577;-38.13080360867914
1739209809.138066;-38.13080360867914
1739209809.1380746;-45.120503652039325
1739209809.1380832;-32.816014438256545
1739209809.1380918;-35.57807855764607
1739209809.1381004;-45.120503652039325
1739209809.138109;-38.13080360867914
1739209809.1381173;-38.13080360867914
1739209809.138126;-45.120503652039325
1739209809.1381345;-45.120503652039325
1739209809.138143;-45.120503652039325
1739209809.1381516;-45.120503652039325
1739209809.13816;-45.120503652039325
1739209809.1381686;-38.13080360867914
1739209809.1381772;-38.13080360867914
1739209809.1381857;-38.13080360867914
1739209809.1381943;-31.141103565318915
1739209809.138203;-45.120503652039325
1739209809.1382113;-45.120503652039325
1739209809.1382198;-32.816014438256545
1739209809.1382284;-38.13080360867914
1739209809.138237;-45.120503652039325
1739209809.1382456;-45.120503652039325
1739209809.138254;-38.13080360867914
1739209809.1382625;-45.120503652039325
1739209809.138271;-45.120503652039325
1739209809.1382797;-45.120503652039325
1739209809.1382883;-35.57807855764607
1739209809.1382968;-45.120503652039325
1739209809.1383052;-45.120503652039325
1739209809.1383138;-45.120503652039325
1739209809.1383224;-35.57807855764607
1739209809.138331;-38.13080360867914
1739209809.1383395;-38.13080360867914
1739209809.1383479;-35.57807855764607
1739209809.1383564;-38.13080360867914
1739209809.138365;-31.141103565318915
1739209809.1383736;-38.13080360867914
1739209809.1383822;-45.120503652039325
1739209809.1383908;-45.120503652039325
1739209809.1383991;-45.120503652039325
1739209809.1384077;-38.13080360867914
1739209809.1384163;-45.120503652039325
1739209809.1384249;-45.120503652039325
1739209809.1384335;-38.13080360867914
1739209809.1384418;-45.120503652039325
1739209809.1384504;-33.981070128970906
1739209809.138459;-38.13080360867914
1739209809.1384676;-33.981070128970906
1739209809.1384761;-33.981070128970906
1739209809.1384847;-45.120503652039325
1739209809.138493;-38.13080360867914
1739209809.1385016;-45.120503652039325
1739209809.1385102;-35.57807855764607
1739209809.1385188;-35.57807855764607
1739209809.1385274;-45.120503652039325
1739209809.138536;-33.981070128970906
1739209809.1385443;-38.13080360867914
1739209809.138553;-33.981070128970906
1739209809.1385615;-45.120503652039325
1739209809.13857;-38.13080360867914
1739209809.1385787;-35.57807855764607
1739209809.138587;-32.816014438256545
1739209809.1385956;-45.120503652039325
1739209809.1386042;-38.13080360867914
1739209809.1386127;-38.13080360867914
1739209809.1386213;-45.120503652039325
1739209809.13863;-28.992665084841942
1739209809.1386383;-25.25278630937684
1739209809.1386468;-33.981070128970906
1739209809.1386554;-27.8777449560314
1739209809.138664;-31.141103565318915
1739209809.1386726;-28.992665084841942
1739209809.138681;-23.75329798047522
1739209809.1386895;-33.981070128970906
1739209809.138698;-45.120503652039325
1739209809.1387067;-23.38864096791655
1739209809.1387153;-28.992665084841942
1739209809.1387239;-33.981070128970906
1739209809.1387322;-35.57807855764607
1739209809.1387408;-32.816014438256545
1739209809.1387494;-33.981070128970956
1739209809.138758;-28.58837851428586
1739209809.1387665;-38.13080360867914
1739209809.1387749;-30.49652367304973
1739209809.1387835;-45.120503652039325
1739209809.138792;-32.816014438256545
1739209809.1388006;-28.58837851428586
1739209809.1388092;-25.826314394896357
1739209809.1388178;-32.81601443825658
1739209809.1388261;-32.816014438256545
1739209809.1388347;-24.15140352195873
1739209809.1388433;-38.13080360867914
1739209809.138852;-31.141103565318943
1739209809.1388605;-38.13080360867914
1739209809.1388688;-31.141103565318893
1739209809.1388774;-45.120503652039325
1739209809.138886;-28.992665084841942
1739209809.1388946;-28.218542851754165
1739209809.1389031;-38.13080360867914
1739209809.1389117;-22.84163660590256
1739209809.13892;-28.58837851428586
1739209809.1389287;-31.141103565318915
1739209809.1389372;-29.438486411369347
1739209809.1389458;-30.49652367304976
1739209809.1389544;-28.992665084841942
1739209809.1389627;-33.981070128970906
1739209809.1389713;-38.13080360867914
1739209809.13898;-25.826314394896357
1739209809.1389885;-26.991370085610747
1739209809.138997;-33.981070128970956
1739209809.1390057;-32.816014438256545
1739209809.139014;-30.49652367304973
1739209809.1390226;-31.141103565318915
1739209809.1390312;-35.57807855764607
1739209809.1390398;-35.57807855764607
1739209809.1390483;-31.141103565318943
1739209809.1390567;-26.991370085610747
1739209809.1390653;-35.57807855764607
1739209809.1390738;-26.487275050834715
1739209809.1390824;-26.03565346325281
1739209809.139091;-31.141103565318915
1739209809.1390996;-28.21854285175415
1739209809.139108;-31.141103565318915
1739209809.1391165;-38.13080360867914
1739209809.139125;-23.38864096791655
1739209809.1391337;-29.438486411369333
1739209809.1391423;-27.877744956031414
1739209809.1391509;-28.588378514285886
1739209809.1391592;-24.746238672633048
1739209809.1391678;-28.992665084841942
1739209809.1391764;-27.267205301931607
1739209809.139185;-28.58837851428586
1739209809.1391935;-28.21854285175415
1739209809.1392019;-25.62660358559016
1739209809.1392105;-33.981070128970956
1739209809.139219;-33.981070128970906
1739209809.1392276;-45.120503652039325
1739209809.1392362;-35.57807855764607
1739209809.1392448;-38.13080360867914
1739209809.1392531;-24.438645034577675
1739209809.1392617;-38.13080360867914
1739209809.1392703;-28.992665084841942
1739209809.139279;-38.13080360867914
1739209809.1392875;-35.57807855764607
1739209809.1392958;-45.120503652039325
1739209809.1393044;-38.13080360867914
1739209809.139313;-26.991370085610736
1739209809.1393216;-30.49652367304973
1739209809.1393301;-35.57807855764607
1739209809.1393387;-33.981070128970906
1739209809.139347;-31.141103565318943
1739209809.1393557;-23.16150712794695
1739209809.1393642;-25.07728991421287
1739209809.1393728;-26.487275050834725
1739209809.1393814;-25.826314394896357
1739209809.1393898;-30.49652367304973
1739209809.1393983;-45.120503652039325
1739209809.139407;-38.13080360867914
1739209809.1394155;-29.438486411369333
1739209809.139424;-25.826314394896354
1739209809.1394327;-28.992665084841942
1739209809.139441;-38.13080360867914
1739209809.1394496;-28.992665084841942
1739209809.1394582;-28.992665084841967
1739209809.1394668;-30.49652367304973
1739209809.1394753;-25.077289914212862
1739209809.1394837;-38.13080360867914
1739209809.1394923;-33.981070128970906
1739209809.1395009;-30.49652367304973
1739209809.1395094;-38.13080360867914
1739209809.139518;-26.991370085610722
1739209809.1395266;-25.252786309376837
1739209809.139535;-33.981070128970956
1739209809.1395435;-29.438486411369354
1739209809.139552;-28.992665084841942
1739209809.1395607;-31.141103565318893
1739209809.1395693;-45.120503652039325
1739209809.1395776;-31.141103565318893
1739209809.1395862;-45.120503652039325
1739209809.1395948;-38.13080360867914
1739209809.1396034;-27.267205301931607
1739209809.139612;-33.981070128970906
1739209809.1396205;-38.13080360867914
1739209809.139629;-45.120503652039325
1739209809.1396375;-28.21854285175415
1739209809.139646;-29.438486411369333
1739209809.1396546;-26.991370085610722
1739209809.1396632;-35.57807855764607
1739209809.1396716;-24.15140352195872
1739209809.1396801;-26.991370085610722
1739209809.1396887;-33.981070128970956
1739209809.1396973;-45.120503652039325
1739209809.139706;-32.816014438256545
1739209809.1397145;-26.487275050834715
1739209809.1397228;-35.57807855764607
1739209809.1397314;-27.8777449560314
1739209809.13974;-28.992665084841967
1739209809.1397486;-30.49652367304976
1739209809.1397572;-31.14110356531892
1739209809.1397655;-33.981070128970906
1739209809.139774;-29.438486411369333
1739209809.1397827;-31.141103565318943
1739209809.1397913;-38.13080360867914
1739209809.1397998;-29.438486411369354
1739209809.1398084;-38.13080360867914
1739209809.1398168;-25.62660358559016
1739209809.1398253;-30.49652367304973
1739209809.139834;-33.981070128970906
1739209809.1398425;-31.141103565318915
1739209809.139851;-45.120503652039325
1739209809.1398597;-38.13080360867914
1739209809.139868;-38.13080360867914
1739209809.1398766;-45.120503652039325
1739209809.1398852;-26.991370085610722
1739209809.1398938;-45.120503652039325
1739209809.1399024;-31.141103565318943
1739209809.1399107;-25.826314394896357
1739209809.1399193;-32.816014438256545
1739209809.1399279;-33.981070128970906
1739209809.1399364;-32.816014438256545
1739209809.139945;-32.816014438256545
1739209809.1399536;-26.991370085610736
1739209809.139962;-38.13080360867914
1739209809.1399705;-31.141103565318915
1739209809.1399791;-45.120503652039325
1739209809.1399877;-30.49652367304973
1739209809.1399963;-28.992665084841942
1739209809.1400046;-31.141103565318915
1739209809.1400132;-38.13080360867914
1739209809.1400218;-45.120503652039325
1739209809.1400304;-35.57807855764607
1739209809.140039;-45.120503652039325
1739209809.1400476;-35.57807855764607
1739209809.140056;-32.816014438256545
1739209809.1400645;-45.120503652039325
1739209809.140073;-35.57807855764607
1739209809.1400816;-45.120503652039325
1739209809.1400902;-31.14110356531892
1739209809.1400986;-35.57807855764607
1739209809.1401072;-35.57807855764607
1739209809.1401157;-29.438486411369333
1739209809.1401243;-32.816014438256545
1739209809.140133;-33.981070128970906
1739209809.1401415;-31.141103565318893
1739209809.1401498;-45.120503652039325
1739209809.1401584;-33.981070128970906
1739209809.140167;-38.13080360867914
1739209809.1401756;-31.141103565318893
1739209809.1401842;-28.992665084841942
1739209809.1401925;-33.981070128970906
1739209809.140201;-25.826314394896354
1739209809.1402097;-38.13080360867914
1739209809.1402183;-31.141103565318915
1739209809.1402268;-24.151403521958727
1739209809.1402354;-22.44878636800916
1739209809.1402438;-38.13080360867914
1739209809.1402524;-28.58837851428586
1739209809.140261;-26.991370085610736
1739209809.1402695;-45.120503652039325
1739209809.140278;-35.57807855764607
1739209809.1402864;-31.141103565318915
1739209809.140295;-33.981070128970906
1739209809.1403036;-31.141103565318915
1739209809.1403122;-26.487275050834715
1739209809.1403208;-32.816014438256545
1739209809.1403294;-45.120503652039325
1739209809.1403377;-38.13080360867914
1739209809.1403463;-30.49652367304973
1739209809.1403549;-30.49652367304973
1739209809.1403635;-30.49652367304973
1739209809.140372;-28.992665084841942
1739209809.1403804;-25.826314394896357
1739209809.140389;-28.992665084841967
1739209809.1403975;-30.49652367304973
1739209809.1404061;-30.49652367304973
1739209809.1404147;-38.13080360867914
1739209809.1404233;-27.8777449560314
1739209809.1404316;-28.218542851754165
1739209809.1404402;-33.981070128970906
1739209809.1404488;-45.120503652039325
1739209809.1404574;-30.49652367304976
1739209809.140466;-27.8777449560314
1739209809.1404743;-33.981070128970906
1739209809.140483;-38.13080360867914
1739209809.1404915;-38.13080360867914
1739209809.1405;-45.120503652039325
1739209809.1405087;-45.120503652039325
1739209809.1405172;-45.120503652039325
1739209809.1405256;-45.120503652039325
1739209809.1405342;-38.13080360867914
1739209809.1405427;-25.826314394896357
1739209809.1405513;-28.992665084841967
1739209809.14056;-35.57807855764607
1739209809.1405685;-45.120503652039325
1739209809.1405768;-31.141103565318893
1739209809.1405854;-38.13080360867914
1739209809.140594;-32.81601443825658
1739209809.1406026;-38.13080360867914
1739209809.1406112;-35.57807855764607
1739209809.1406195;-32.816014438256545
1739209809.140628;-32.81601443825658
1739209809.1406367;-27.267205301931607
1739209809.1406453;-32.816014438256545
1739209809.1406538;-45.120503652039325
1739209809.1406624;-28.58837851428586
1739209809.1406708;-25.077289914212862
1739209809.1406794;-28.992665084841942
1739209809.140688;-33.981070128970906
1739209809.1406965;-45.120503652039325
1739209809.140705;-38.13080360867914
1739209809.1407135;-31.141103565318915
1739209809.140722;-38.13080360867914
1739209809.1407306;-38.13080360867914
1739209809.1407392;-35.57807855764607
1739209809.1407478;-32.81601443825658
1739209809.1407564;-27.877744956031414
1739209809.1407647;-25.826314394896354
1739209809.1407733;-38.13080360867914
1739209809.1407819;-45.120503652039325
1739209809.1407905;-28.992665084841942
1739209809.140799;-28.992665084841942
1739209809.1408074;-33.981070128970906
1739209809.140816;-45.120503652039325
1739209809.1408246;-45.120503652039325
1739209809.1408331;-32.816014438256545
1739209809.1408417;-45.120503652039325
1739209809.1408503;-45.120503652039325
1739209809.1408587;-45.120503652039325
1739209809.1408672;-45.120503652039325
1739209809.1408758;-45.120503652039325
1739209809.1408844;-32.816014438256545
1739209809.140893;-38.13080360867914
1739209809.1409013;-38.13080360867914
1739209809.14091;-35.57807855764607
1739209809.1409185;-45.120503652039325
1739209809.140927;-45.120503652039325
1739209809.1409357;-38.13080360867914
1739209809.1409442;-38.13080360867914
1739209809.1409526;-45.120503652039325
1739209809.1409612;-45.120503652039325
1739209809.1409698;-45.120503652039325
1739209809.1409783;-38.13080360867914
1739209809.140987;-45.120503652039325
1739209809.1409953;-45.120503652039325
1739209809.1410038;-38.13080360867914
1739209809.1410124;-38.13080360867914
1739209809.141021;-38.13080360867914
1739209809.1410296;-38.13080360867914
1739209809.1410382;-38.13080360867914
1739209809.1410465;-45.120503652039325
1739209809.141055;-29.438486411369333
1739209809.1410637;-32.816014438256545
1739209809.1410723;-45.120503652039325
1739209809.1410809;-45.120503652039325
1739209809.1410892;-35.57807855764607
1739209809.1410978;-32.816014438256545
1739209809.1411064;-45.120503652039325
1739209809.141115;-33.981070128970906
1739209809.1411235;-45.120503652039325
1739209809.141132;-45.120503652039325
1739209809.1411405;-38.13080360867914
1739209809.141149;-38.13080360867914
1739209809.1411576;-38.13080360867914
1739209809.1411662;-38.13080360867914
1739209809.1411748;-45.120503652039325
1739209809.1411834;-45.120503652039325
1739209809.1411917;-31.141103565318893
1739209809.1412003;-32.816014438256545
1739209809.141209;-45.120503652039325
1739209809.1412175;-38.13080360867914
1739209809.141226;-35.57807855764607
1739209809.1412344;-32.816014438256545
1739209809.141243;-45.120503652039325
1739209809.1412516;-45.120503652039325
1739209809.1412601;-38.13080360867914
1739209809.1412687;-38.13080360867914
1739209809.1412773;-45.120503652039325
1739209809.1412857;-38.13080360867914
1739209809.1412942;-35.57807855764607
1739209809.1413028;-35.57807855764607
1739209809.1413114;-45.120503652039325
1739209809.14132;-38.13080360867914
1739209809.1413283;-45.120503652039325
1739209809.141337;-45.120503652039325
1739209809.1413455;-33.981070128970906
1739209809.141354;-38.13080360867914
1739209809.1413627;-38.13080360867914
1739209809.1413713;-45.120503652039325
1739209809.1413796;-38.13080360867914
1739209809.1413882;-38.13080360867914
1739209809.1413968;-32.816014438256545
1739209809.1414053;-30.49652367304973
1739209809.141414;-35.57807855764607
1739209809.1414223;-35.57807855764607
1739209809.1414309;-45.120503652039325
1739209809.1414394;-35.57807855764607
1739209809.141448;-38.13080360867914
1739209809.1414566;-45.120503652039325
1739209809.1414652;-45.120503652039325
1739209809.1414735;-38.13080360867914
1739209809.141482;-35.57807855764607
1739209809.1414907;-35.57807855764607
1739209809.1414993;-45.120503652039325
1739209809.1415079;-38.13080360867914
1739209809.1415162;-45.120503652039325
1739209809.1415248;-45.120503652039325
1739209809.1415334;-45.120503652039325
1739209809.141542;-45.120503652039325
1739209809.1415505;-45.120503652039325
1739209809.1415591;-45.120503652039325
1739209809.1415675;-45.120503652039325
1739209809.141576;-45.120503652039325
1739209809.1415846;-38.13080360867914
1739209809.1415932;-38.13080360867914
1739209809.1416018;-35.57807855764607
1739209809.1416101;-33.981070128970906
1739209809.1416187;-45.120503652039325
1739209809.1416273;-45.120503652039325
1739209809.141636;-35.57807855764607
1739209809.1416445;-35.57807855764607
1739209809.141653;-38.13080360867914
1739209809.1416614;-35.57807855764607
1739209809.14167;-33.981070128970906
1739209809.1416786;-45.120503652039325
1739209809.1416872;-45.120503652039325
1739209809.1416957;-45.120503652039325
1739209809.141704;-38.13080360867914
1739209809.1417127;-38.13080360867914
1739209809.1417212;-45.120503652039325
1739209809.1417298;-45.120503652039325
1739209809.1417384;-32.816014438256545
1739209809.141747;-31.141103565318915
1739209809.1417553;-38.13080360867914
1739209809.141764;-38.13080360867914
1739209809.1417725;-38.13080360867914
1739209809.141781;-45.120503652039325
1739209809.1417897;-45.120503652039325
1739209809.141798;-38.13080360867914
1739209809.1418066;-32.816014438256545
1739209809.1418152;-35.57807855764607
1739209809.1418238;-38.13080360867914
1739209809.1418324;-45.120503652039325
1739209809.141841;-38.13080360867914
1739209809.1418493;-33.981070128970906
1739209809.1418579;-38.13080360867914
1739209809.1418664;-45.120503652039325
1739209809.141875;-35.57807855764607
1739209809.1418836;-38.13080360867914
1739209809.1418922;-38.13080360867914
1739209809.1419005;-38.13080360867914
1739209809.1419091;-38.13080360867914
1739209809.1419177;-45.120503652039325
1739209809.1419263;-38.13080360867914
1739209809.1419349;-35.57807855764607
1739209809.1419432;-45.120503652039325
1739209809.1419518;-33.981070128970906
1739209809.1419604;-31.141103565318915
1739209809.141969;-38.13080360867914
1739209809.1419775;-45.120503652039325
1739209809.1419861;-38.13080360867914
1739209809.1419945;-33.981070128970906
1739209809.142003;-45.120503652039325
1739209809.1420116;-45.120503652039325
1739209809.1420202;-45.120503652039325
1739209809.1420288;-38.13080360867914
1739209809.1420372;-38.13080360867914
1739209809.1420457;-45.120503652039325
1739209809.1420543;-45.120503652039325
1739209809.142063;-38.13080360867914
1739209809.1420715;-38.13080360867914
1739209809.14208;-45.120503652039325
1739209809.1420884;-45.120503652039325
1739209809.142097;-45.120503652039325
1739209809.1421056;-45.120503652039325
1739209809.1421142;-45.120503652039325
1739209809.1421227;-38.13080360867914
1739209809.142131;-33.981070128970906
1739209809.1421397;-38.13080360867914
1739209809.1421483;-38.13080360867914
1739209809.1421568;-38.13080360867914
1739209809.1421654;-31.141103565318915
1739209809.142174;-38.13080360867914
1739209809.1421824;-38.13080360867914
1739209809.142191;-33.981070128970906
1739209809.1421995;-45.120503652039325
1739209809.142208;-45.120503652039325
1739209809.1422167;-38.13080360867914
1739209809.142225;-38.13080360867914
1739209809.1422336;-33.981070128970956
1739209809.1422422;-45.120503652039325
1739209809.1422508;-33.981070128970906
1739209809.1422594;-38.13080360867914
1739209809.142268;-45.120503652039325
1739209809.1422763;-38.13080360867914
1739209809.1422849;-38.13080360867914
1739209809.1422935;-38.13080360867914
1739209809.142302;-31.141103565318915
1739209809.1423106;-45.120503652039325
1739209809.142319;-45.120503652039325
1739209809.1423275;-45.120503652039325
1739209809.1423361;-33.981070128970906
1739209809.1423447;-45.120503652039325
1739209809.1423533;-35.57807855764607
1739209809.1423619;-38.13080360867914
1739209809.1423702;-45.120503652039325
1739209809.1423788;-38.13080360867914
1739209809.1423874;-33.981070128970906
1739209809.142396;-38.13080360867914
1739209809.1424046;-45.120503652039325
1739209809.142413;-45.120503652039325
1739209809.1424215;-35.57807855764607
1739209809.14243;-45.120503652039325
1739209809.1424387;-45.120503652039325
1739209809.1424472;-38.13080360867914
1739209809.1424558;-35.57807855764607
1739209809.1424642;-35.57807855764607
1739209809.1424727;-45.120503652039325
1739209809.1424813;-35.57807855764607
1739209809.14249;-38.13080360867914
1739209809.1424985;-45.120503652039325
1739209809.142507;-26.487275050834715
1739209809.1425154;-35.57807855764607
1739209809.142524;-45.120503652039325
1739209809.1425326;-38.13080360867914
1739209809.1425412;-38.13080360867914
1739209809.1425498;-45.120503652039325
1739209809.142558;-38.13080360867914
1739209809.1425667;-38.13080360867914
1739209809.1425753;-38.13080360867914
1739209809.1425838;-45.120503652039325
1739209809.1425924;-45.120503652039325
1739209809.142601;-45.120503652039325
1739209809.1426094;-45.120503652039325
1739209809.142618;-38.13080360867914
1739209809.1426265;-45.120503652039325
1739209809.142635;-45.120503652039325
1739209809.1426437;-45.120503652039325
1739209809.142652;-45.120503652039325
1739209809.1426606;-45.120503652039325
1739209809.1426692;-45.120503652039325
1739209809.1426778;-45.120503652039325
1739209809.1426864;-33.981070128970906
1739209809.142695;-38.13080360867914
1739209809.1427033;-35.57807855764607
1739209809.1427119;-30.49652367304973
1739209809.1427205;-45.120503652039325
1739209809.142729;-45.120503652039325
1739209809.1427376;-45.120503652039325
1739209809.142746;-38.13080360867914
1739209809.1427546;-45.120503652039325
1739209809.1427631;-38.13080360867914
1739209809.1427717;-45.120503652039325
1739209809.1427803;-38.13080360867914
1739209809.142789;-45.120503652039325
1739209809.1427972;-35.57807855764607
