CAN Message; 0x1a7:00001b6978115ca1
1739209788.1510742;-45.120503652039325
1739209788.1510782;-45.120503652039325
1739209788.1510825;-35.57807855764607
1739209788.1510866;-33.981070128970906
1739209788.1510909;-35.57807855764607
1739209788.151095;-38.13080360867914
1739209788.1510992;-45.120503652039325
1739209788.1511033;-45.120503652039325
1739209788.1511075;-32.816014438256545
1739209788.1511116;-45.120503652039325
1739209788.151116;-45.120503652039325
1739209788.15112;-38.13080360867914
1739209788.1511242;-38.13080360867914
1739209788.1511283;-45.120503652039325
1739209788.1511326;-38.13080360867914
1739209788.1511366;-45.120503652039325
1739209788.151141;-38.13080360867914
1739209788.151145;-38.13080360867914
1739209788.1511493;-45.120503652039325
1739209788.1511533;-45.120503652039325
1739209788.1511576;-45.120503652039325
1739209788.1511617;-38.13080360867914
1739209788.151166;-38.13080360867914
1739209788.15117;-45.120503652039325
1739209788.1511743;-45.120503652039325
1739209788.1511784;-45.120503652039325
1739209788.1511827;-45.120503652039325
1739209788.1511867;-38.13080360867914
1739209788.151191;-33.981070128970906
1739209788.151195;-38.13080360867914
1739209788.1511993;-45.120503652039325
1739209788.1512034;-38.13080360867914
1739209788.1512077;-35.57807855764607
1739209788.151212;-45.120503652039325
1739209788.151216;-45.120503652039325
1739209788.1512203;-45.120503652039325
1739209788.1512244;-38.13080360867914
1739209788.1512287;-38.13080360867914
1739209788.1512327;-45.120503652039325
1739209788.151237;-45.120503652039325
1739209788.151241;-45.120503652039325
1739209788.1512454;-38.13080360867914
1739209788.1512494;-45.120503652039325
1739209788.1512537;-35.57807855764607
1739209788.1512578;-38.13080360867914
1739209788.151262;-38.13080360867914
1739209788.151266;-38.13080360867914
1739209788.1512704;-38.13080360867914
1739209788.1512744;-38.13080360867914
1739209788.1512787;-45.120503652039325
1739209788.1512828;-38.13080360867914
1739209788.151287;-35.57807855764607
1739209788.1512911;-32.816014438256545
1739209788.1512954;-38.13080360867914
1739209788.1512995;-45.120503652039325
1739209788.1513038;-45.120503652039325
1739209788.1513078;-45.120503652039325
1739209788.151312;-45.120503652039325
1739209788.1513162;-45.120503652039325
1739209788.1513205;-38.13080360867914
1739209788.1513245;-31.141103565318943
1739209788.1513288;-45.120503652039325
1739209788.1513329;-35.57807855764607
1739209788.1513371;-35.57807855764607
1739209788.1513412;-45.120503652039325
1739209788.1513455;-45.120503652039325
1739209788.1513495;-45.120503652039325
1739209788.1513538;-38.13080360867914
1739209788.151358;-27.8777449560314
1739209788.1513622;-45.120503652039325
1739209788.1513662;-38.13080360867914
1739209788.1513705;-38.13080360867914
1739209788.1513746;-45.120503652039325
1739209788.1513789;-38.13080360867914
1739209788.151383;-38.13080360867914
1739209788.1513872;-38.13080360867914
1739209788.1513913;-38.13080360867914
1739209788.1513956;-38.13080360867914
1739209788.1513996;-38.13080360867914
1739209788.151404;-38.13080360867914
1739209788.151408;-45.120503652039325
1739209788.1514122;-45.120503652039325
1739209788.1514163;-38.13080360867914
1739209788.1514206;-38.13080360867914
1739209788.151425;-45.120503652039325
1739209788.151429;-45.120503652039325
1739209788.1514332;-38.13080360867914
1739209788.1514373;-45.120503652039325
1739209788.1514416;-45.120503652039325
1739209788.1514456;-38.13080360867914
1739209788.15145;-38.13080360867914
1739209788.151454;-38.13080360867914
1739209788.1514583;-26.487275050834715
1739209788.1514623;-32.816014438256545
1739209788.1514666;-31.141103565318893
1739209788.1514707;-31.141103565318893
1739209788.151475;-38.13080360867914
1739209788.151479;-38.13080360867914
1739209788.1514833;-35.57807855764607
1739209788.1514874;-38.13080360867914
1739209788.1514916;-45.120503652039325
1739209788.1514957;-45.120503652039325
1739209788.1515;-38.13080360867914
1739209788.151504;-45.120503652039325
1739209788.1515083;-38.13080360867914
1739209788.1515124;-38.13080360867914
1739209788.1515167;-33.981070128970906
1739209788.1515207;-45.120503652039325
1739209788.151525;-45.120503652039325
1739209788.151529;-38.13080360867914
1739209788.1515334;-38.13080360867914
1739209788.1515374;-38.13080360867914
1739209788.1515417;-45.120503652039325
1739209788.1515458;-45.120503652039325
1739209788.15155;-45.120503652039325
1739209788.151554;-45.120503652039325
1739209788.1515584;-33.981070128970906
1739209788.1515625;-35.57807855764607
1739209788.1515667;-45.120503652039325
1739209788.1515708;-38.13080360867914
1739209788.151575;-38.13080360867914
1739209788.1515791;-38.13080360867914
1739209788.1515834;-45.120503652039325
1739209788.1515875;-32.816014438256545
1739209788.1515918;-38.13080360867914
1739209788.1515958;-45.120503652039325
1739209788.1516001;-38.13080360867914
1739209788.1516042;-38.13080360867914
1739209788.1516085;-45.120503652039325
1739209788.1516125;-45.120503652039325
1739209788.1516168;-38.13080360867914
1739209788.1516209;-38.13080360867914
1739209788.1516252;-45.120503652039325
1739209788.1516292;-38.13080360867914
1739209788.1516335;-38.13080360867914
1739209788.1516378;-33.981070128970906
1739209788.1516418;-45.120503652039325
1739209788.1516461;-45.120503652039325
1739209788.1516502;-38.13080360867914
1739209788.1516545;-45.120503652039325
1739209788.1516585;-45.120503652039325
1739209788.1516628;-38.13080360867914
1739209788.1516669;-35.57807855764607
1739209788.1516712;-38.13080360867914
1739209788.1516752;-38.13080360867914
1739209788.1516795;-38.13080360867914
1739209788.1516836;-45.120503652039325
1739209788.1516879;-38.13080360867914
1739209788.151692;-38.13080360867914
1739209788.1516962;-33.981070128970906
1739209788.1517003;-38.13080360867914
1739209788.1517045;-38.13080360867914
1739209788.1517086;-38.13080360867914
1739209788.151713;-33.981070128970906
1739209788.151717;-45.120503652039325
1739209788.1517212;-38.13080360867914
1739209788.1517253;-38.13080360867914
1739209788.1517296;-45.120503652039325
1739209788.1517336;-45.120503652039325
1739209788.151738;-45.120503652039325
1739209788.151742;-45.120503652039325
1739209788.1517463;-38.13080360867914
1739209788.1517503;-45.120503652039325
1739209788.1517546;-38.13080360867914
1739209788.1517587;-35.57807855764607
1739209788.151763;-38.13080360867914
1739209788.151767;-45.120503652039325
1739209788.1517713;-38.13080360867914
1739209788.1517754;-35.57807855764607
1739209788.1517797;-38.13080360867914
1739209788.1517837;-35.57807855764607
1739209788.151788;-35.57807855764607
1739209788.151792;-38.13080360867914
1739209788.1517963;-33.981070128970906
1739209788.1518004;-33.981070128970906
1739209788.1518047;-38.13080360867914
1739209788.1518087;-38.13080360867914
1739209788.151813;-45.120503652039325
1739209788.151817;-35.57807855764607
1739209788.1518214;-38.13080360867914
1739209788.1518254;-45.120503652039325
1739209788.1518297;-28.992665084841942
1739209788.1518338;-31.141103565318915
1739209788.151838;-38.13080360867914
1739209788.151842;-38.13080360867914
1739209788.1518464;-33.981070128970906
1739209788.1518507;-38.13080360867914
1739209788.1518548;-45.120503652039325
1739209788.151859;-35.57807855764607
1739209788.151863;-33.981070128970906
1739209788.1518674;-38.13080360867914
1739209788.1518714;-38.13080360867914
1739209788.1518757;-35.57807855764607
1739209788.1518798;-38.13080360867914
1739209788.151884;-38.13080360867914
1739209788.1518881;-38.13080360867914
1739209788.1518924;-45.120503652039325
1739209788.1518965;-38.13080360867914
1739209788.1519008;-45.120503652039325
1739209788.1519048;-38.13080360867914
1739209788.151909;-38.13080360867914
1739209788.1519132;-45.120503652039325
1739209788.1519175;-38.13080360867914
1739209788.1519215;-35.57807855764607
1739209788.1519258;-45.120503652039325
1739209788.1519299;-33.981070128970906
1739209788.1519341;-31.141103565318915
1739209788.1519382;-45.120503652039325
1739209788.1519425;-45.120503652039325
1739209788.1519465;-38.13080360867914
1739209788.1519508;-38.13080360867914
1739209788.151955;-45.120503652039325
1739209788.1519592;-45.120503652039325
1739209788.1519632;-45.120503652039325
1739209788.1519675;-38.13080360867914
1739209788.1519716;-33.981070128970906
1739209788.1519759;-38.13080360867914
1739209788.15198;-38.13080360867914
1739209788.1519842;-35.57807855764607
1739209788.1519883;-38.13080360867914
1739209788.1519926;-38.13080360867914
1739209788.1519966;-38.13080360867914
1739209788.152001;-38.13080360867914
1739209788.152005;-38.13080360867914
1739209788.1520092;-45.120503652039325
1739209788.1520133;-38.13080360867914
1739209788.1520176;-35.57807855764607
1739209788.1520216;-38.13080360867914
1739209788.152026;-38.13080360867914
1739209788.15203;-45.120503652039325
1739209788.1520343;-38.13080360867914
1739209788.1520383;-38.13080360867914
1739209788.1520426;-45.120503652039325
1739209788.1520467;-38.13080360867914
1739209788.152051;-38.13080360867914
1739209788.152055;-38.13080360867914
1739209788.1520593;-45.120503652039325
1739209788.1520634;-38.13080360867914
1739209788.1520677;-38.13080360867914
1739209788.152072;-38.13080360867914
1739209788.152076;-45.120503652039325
1739209788.1520803;-45.120503652039325
1739209788.1520844;-38.13080360867914
1739209788.1520886;-32.816014438256545
1739209788.1520927;-45.120503652039325
1739209788.152097;-38.13080360867914
1739209788.152101;-33.981070128970906
1739209788.1521053;-45.120503652039325
1739209788.1521094;-45.120503652039325
1739209788.1521137;-38.13080360867914
1739209788.1521177;-38.13080360867914
1739209788.152122;-45.120503652039325
1739209788.152126;-45.120503652039325
1739209788.1521304;-33.981070128970906
1739209788.1521344;-45.120503652039325
1739209788.1521387;-38.13080360867914
1739209788.1521428;-38.13080360867914
1739209788.152147;-45.120503652039325
1739209788.152151;-38.13080360867914
1739209788.1521554;-38.13080360867914
1739209788.1521595;-45.120503652039325
1739209788.1521637;-45.120503652039325
1739209788.1521678;-38.13080360867914
1739209788.152172;-38.13080360867914
1739209788.1521761;-38.13080360867914
1739209788.1521804;-45.120503652039325
1739209788.1521845;-45.120503652039325
1739209788.1521888;-38.13080360867914
1739209788.1521928;-38.13080360867914
1739209788.1521971;-33.981070128970906
1739209788.1522012;-45.120503652039325
1739209788.1522055;-38.13080360867914
1739209788.1522095;-33.981070128970906
1739209788.1522138;-45.120503652039325
1739209788.1522179;-32.816014438256545
1739209788.1522222;-38.13080360867914
1739209788.1522262;-35.57807855764607
1739209788.1522305;-45.120503652039325
1739209788.1522346;-35.57807855764607
1739209788.1522388;-32.816014438256545
1739209788.152243;-35.57807855764607
1739209788.1522472;-38.13080360867914
1739209788.1522512;-32.816014438256545
1739209788.1522555;-32.816014438256545
1739209788.1522596;-45.120503652039325
1739209788.1522639;-38.13080360867914
1739209788.152268;-45.120503652039325
1739209788.1522722;-45.120503652039325
1739209788.1522763;-45.120503652039325
1739209788.1522806;-38.13080360867914
1739209788.1522849;-38.13080360867914
1739209788.152289;-38.13080360867914
1739209788.1522932;-45.120503652039325
1739209788.1522973;-45.120503652039325
1739209788.1523015;-45.120503652039325
1739209788.1523056;-45.120503652039325
1739209788.15231;-45.120503652039325
1739209788.152314;-38.13080360867914
1739209788.1523182;-35.57807855764607
1739209788.1523223;-38.13080360867914
1739209788.1523266;-45.120503652039325
1739209788.1523306;-45.120503652039325
1739209788.152335;-38.13080360867914
1739209788.152339;-28.992665084841942
1739209788.1523433;-45.120503652039325
1739209788.1523473;-38.13080360867914
1739209788.1523516;-45.120503652039325
1739209788.1523557;-35.57807855764607
1739209788.15236;-33.981070128970906
1739209788.152364;-45.120503652039325
1739209788.1523683;-38.13080360867914
1739209788.1523724;-38.13080360867914
1739209788.1523767;-38.13080360867914
1739209788.1523807;-45.120503652039325
1739209788.152385;-45.120503652039325
1739209788.152389;-45.120503652039325
1739209788.1523933;-33.981070128970906
1739209788.1523974;-45.120503652039325
1739209788.1524017;-45.120503652039325
1739209788.1524057;-38.13080360867914
1739209788.15241;-45.120503652039325
1739209788.152414;-45.120503652039325
1739209788.1524184;-45.120503652039325
1739209788.1524224;-45.120503652039325
1739209788.1524267;-30.49652367304973
1739209788.1524308;-32.816014438256545
1739209788.152435;-35.57807855764607
1739209788.152439;-27.267205301931607
1739209788.1524434;-38.13080360867914
1739209788.1524475;-38.13080360867914
1739209788.1524518;-45.120503652039325
1739209788.1524558;-35.57807855764607
1739209788.15246;-33.981070128970906
1739209788.1524642;-45.120503652039325
1739209788.1524684;-45.120503652039325
1739209788.1524725;-29.438486411369347
1739209788.1524768;-38.13080360867914
1739209788.1524808;-45.120503652039325
1739209788.1524851;-45.120503652039325
1739209788.1524892;-45.120503652039325
1739209788.1524935;-35.57807855764607
1739209788.1524978;-45.120503652039325
1739209788.1525018;-45.120503652039325
1739209788.152506;-31.141103565318915
1739209788.1525102;-38.13080360867914
1739209788.1525145;-33.981070128970906
1739209788.1525185;-45.120503652039325
1739209788.1525228;-38.13080360867914
1739209788.1525269;-35.57807855764607
1739209788.1525311;-38.13080360867914
1739209788.1525352;-45.120503652039325
1739209788.1525395;-45.120503652039325
1739209788.1525435;-35.57807855764607
1739209788.1525478;-45.120503652039325
1739209788.152552;-45.120503652039325
1739209788.1525562;-38.13080360867914
1739209788.1525602;-32.816014438256545
1739209788.1525645;-38.13080360867914
1739209788.1525686;-45.120503652039325
1739209788.1525729;-35.57807855764607
1739209788.152577;-38.13080360867914
1739209788.1525812;-45.120503652039325
1739209788.1525853;-35.57807855764607
1739209788.1525896;-38.13080360867914
1739209788.1525936;-38.13080360867914
1739209788.152598;-38.13080360867914
1739209788.152602;-45.120503652039325
1739209788.1526062;-33.981070128970906
1739209788.1526103;-45.120503652039325
1739209788.1526146;-45.120503652039325
1739209788.1526186;-45.120503652039325
1739209788.152623;-45.120503652039325
1739209788.152627;-33.981070128970906
1739209788.1526313;-38.13080360867914
1739209788.1526353;-38.13080360867914
1739209788.1526396;-45.120503652039325
1739209788.1526437;-38.13080360867914
1739209788.152648;-45.120503652039325
1739209788.152652;-45.120503652039325
1739209788.1526563;-33.981070128970906
1739209788.1526604;-38.13080360867914
1739209788.1526647;-45.120503652039325
1739209788.1526687;-38.13080360867914
1739209788.152673;-38.13080360867914
1739209788.152677;-45.120503652039325
1739209788.1526814;-45.120503652039325
1739209788.1526854;-45.120503652039325
1739209788.1526897;-45.120503652039325
1739209788.1526937;-45.120503652039325
1739209788.152698;-45.120503652039325
1739209788.152702;-35.57807855764607
1739209788.1527064;-31.141103565318915
1739209788.1527107;-33.981070128970906
1739209788.1527147;-45.120503652039325
1739209788.152719;-38.13080360867914
1739209788.152723;-38.13080360867914
1739209788.1527274;-38.13080360867914
1739209788.1527314;-38.13080360867914
1739209788.1527357;-38.13080360867914
1739209788.1527398;-38.13080360867914
1739209788.152744;-38.13080360867914
1739209788.152748;-38.13080360867914
1739209788.1527524;-35.57807855764607
1739209788.1527565;-35.57807855764607
1739209788.1527607;-45.120503652039325
1739209788.1527648;-38.13080360867914
1739209788.152769;-31.141103565318893
1739209788.1527731;-31.141103565318915
1739209788.1527774;-31.141103565318893
1739209788.1527815;-38.13080360867914
1739209788.1527858;-38.13080360867914
1739209788.1527898;-33.981070128970906
1739209788.1527941;-35.57807855764607
1739209788.1527982;-45.120503652039325
1739209788.1528025;-45.120503652039325
1739209788.1528065;-38.13080360867914
1739209788.1528108;-45.120503652039325
1739209788.1528149;-38.13080360867914
1739209788.1528192;-45.120503652039325
1739209788.1528232;-45.120503652039325
1739209788.1528275;-45.120503652039325
1739209788.1528316;-45.120503652039325
1739209788.1528358;-35.57807855764607
1739209788.15284;-38.13080360867914
1739209788.1528442;-45.120503652039325
1739209788.1528482;-38.13080360867914
1739209788.1528525;-38.13080360867914
1739209788.1528566;-33.981070128970906
1739209788.1528609;-33.981070128970906
1739209788.152865;-33.981070128970906
1739209788.1528692;-45.120503652039325
1739209788.1528733;-45.120503652039325
1739209788.1528776;-28.21854285175415
1739209788.1528816;-31.141103565318915
1739209788.152886;-38.13080360867914
1739209788.15289;-38.13080360867914
1739209788.1528943;-35.57807855764607
1739209788.1528983;-38.13080360867914
1739209788.1529026;-45.120503652039325
1739209788.1529067;-38.13080360867914
1739209788.152911;-45.120503652039325
1739209788.152915;-45.120503652039325
1739209788.1529193;-38.13080360867914
1739209788.1529236;-45.120503652039325
1739209788.1529276;-45.120503652039325
1739209788.152932;-38.13080360867914
1739209788.152936;-45.120503652039325
1739209788.1529403;-45.120503652039325
1739209788.1529443;-31.141103565318893
1739209788.1529486;-38.13080360867914
1739209788.1529527;-45.120503652039325
1739209788.152957;-38.13080360867914
1739209788.152961;-30.49652367304973
1739209788.1529653;-38.13080360867914
1739209788.1529694;-38.13080360867914
1739209788.1529737;-35.57807855764607
1739209788.1529777;-38.13080360867914
1739209788.152982;-33.981070128970906
1739209788.152986;-45.120503652039325
1739209788.1529903;-45.120503652039325
1739209788.1529944;-45.120503652039325
1739209788.1529987;-38.13080360867914
1739209788.1530027;-33.981070128970906
1739209788.153007;-35.57807855764607
1739209788.153011;-45.120503652039325
1739209788.1530154;-38.13080360867914
1739209788.1530194;-32.816014438256545
1739209788.1530237;-33.981070128970906
1739209788.1530278;-45.120503652039325
1739209788.153032;-45.120503652039325
1739209788.153036;-35.57807855764607
1739209788.1530404;-38.13080360867914
1739209788.1530445;-33.981070128970906
1739209788.1530488;-32.816014438256545
1739209788.1530528;-45.120503652039325
1739209788.153057;-38.13080360867914
1739209788.1530612;-38.13080360867914
1739209788.1530654;-38.13080360867914
1739209788.1530695;-35.57807855764607
1739209788.1530738;-31.141103565318915
1739209788.1530778;-45.120503652039325
1739209788.1530821;-38.13080360867914
1739209788.1530862;-35.57807855764607
1739209788.1530905;-38.13080360867914
1739209788.1530945;-38.13080360867914
1739209788.1530988;-38.13080360867914
1739209788.1531029;-38.13080360867914
1739209788.1531072;-45.120503652039325
1739209788.1531112;-45.120503652039325
1739209788.1531155;-45.120503652039325
1739209788.1531196;-35.57807855764607
1739209788.1531239;-38.13080360867914
1739209788.153128;-45.120503652039325
1739209788.1531322;-45.120503652039325
1739209788.1531365;-38.13080360867914
1739209788.1531405;-45.120503652039325
1739209788.1531448;-38.13080360867914
1739209788.153149;-38.13080360867914
1739209788.1531532;-45.120503652039325
1739209788.1531572;-45.120503652039325
1739209788.1531615;-38.13080360867914
1739209788.1531656;-35.57807855764607
1739209788.1531699;-45.120503652039325
1739209788.153174;-45.120503652039325
1739209788.1531782;-45.120503652039325
1739209788.1531823;-45.120503652039325
1739209788.1531866;-38.13080360867914
1739209788.1531906;-38.13080360867914
1739209788.153195;-33.981070128970906
1739209788.153199;-33.981070128970906
1739209788.1532032;-38.13080360867914
1739209788.1532073;-33.981070128970906
1739209788.1532116;-45.120503652039325
1739209788.1532156;-38.13080360867914
1739209788.15322;-45.120503652039325
1739209788.153224;-45.120503652039325
1739209788.1532283;-33.981070128970906
1739209788.1532323;-38.13080360867914
1739209788.1532366;-38.13080360867914
1739209788.1532407;-38.13080360867914
1739209788.153245;-35.57807855764607
1739209788.153249;-35.57807855764607
1739209788.1532533;-45.120503652039325
1739209788.1532574;-38.13080360867914
1739209788.1532617;-35.57807855764607
1739209788.1532657;-38.13080360867914
1739209788.15327;-45.120503652039325
1739209788.153274;-45.120503652039325
1739209788.1532784;-33.981070128970906
1739209788.1532824;-38.13080360867914
1739209788.1532867;-38.13080360867914
1739209788.1532907;-45.120503652039325
1739209788.153295;-38.13080360867914
1739209788.153299;-38.13080360867914
1739209788.1533034;-45.120503652039325
1739209788.1533074;-45.120503652039325
1739209788.1533117;-38.13080360867914
1739209788.1533158;-33.981070128970906
1739209788.15332;-32.816014438256545
1739209788.1533241;-33.981070128970906
1739209788.1533284;-45.120503652039325
1739209788.1533325;-38.13080360867914
1739209788.1533368;-45.120503652039325
1739209788.1533408;-38.13080360867914
1739209788.153345;-38.13080360867914
1739209788.1533494;-38.13080360867914
1739209788.1533535;-32.816014438256545
1739209788.1533577;-38.13080360867914
1739209788.1533618;-45.120503652039325
1739209788.153366;-33.981070128970906
1739209788.1533701;-45.120503652039325
1739209788.1533744;-38.13080360867914
1739209788.1533785;-45.120503652039325
1739209788.1533828;-45.120503652039325
1739209788.1533868;-38.13080360867914
1739209788.1533911;-45.120503652039325
1739209788.1533952;-45.120503652039325
1739209788.1533995;-45.120503652039325
1739209788.1534035;-38.13080360867914
1739209788.1534078;-33.981070128970906
1739209788.1534119;-45.120503652039325
1739209788.1534162;-31.141103565318915
1739209788.1534202;-28.992665084841942
1739209788.1534245;-45.120503652039325
1739209788.1534286;-45.120503652039325
1739209788.1534328;-33.981070128970906
1739209788.153437;-33.981070128970906
1739209788.1534412;-33.981070128970906
1739209788.1534452;-38.13080360867914
1739209788.1534495;-38.13080360867914
1739209788.1534536;-38.13080360867914
1739209788.1534579;-38.13080360867914
1739209788.153462;-45.120503652039325
1739209788.1534662;-45.120503652039325
1739209788.1534703;-35.57807855764607
1739209788.1534746;-38.13080360867914
1739209788.1534786;-38.13080360867914
1739209788.153483;-35.57807855764607
1739209788.153487;-32.816014438256545
1739209788.1534913;-38.13080360867914
1739209788.1534953;-45.120503652039325
1739209788.1534996;-38.13080360867914
1739209788.1535037;-33.981070128970906
1739209788.153508;-38.13080360867914
1739209788.153512;-38.13080360867914
1739209788.1535163;-38.13080360867914
1739209788.1535203;-38.13080360867914
1739209788.1535246;-45.120503652039325
1739209788.1535287;-45.120503652039325
1739209788.153533;-45.120503652039325
1739209788.153537;-45.120503652039325
1739209788.1535413;-45.120503652039325
1739209788.1535454;-38.13080360867914
1739209788.1535497;-45.120503652039325
1739209788.1535537;-38.13080360867914
1739209788.153558;-33.981070128970906
1739209788.1535623;-45.120503652039325
1739209788.1535664;-45.120503652039325
1739209788.1535707;-45.120503652039325
1739209788.1535747;-38.13080360867914
1739209788.153579;-45.120503652039325
1739209788.153583;-38.13080360867914
1739209788.1535873;-30.49652367304973
1739209788.1535914;-38.13080360867914
1739209788.1535957;-45.120503652039325
1739209788.1535997;-45.120503652039325
1739209788.153604;-45.120503652039325
1739209788.153608;-45.120503652039325
1739209788.1536124;-45.120503652039325
1739209788.1536164;-45.120503652039325
1739209788.1536207;-33.981070128970956
1739209788.1536248;-45.120503652039325
1739209788.153629;-38.13080360867914
1739209788.153633;-45.120503652039325
1739209788.1536374;-45.120503652039325
1739209788.1536415;-38.13080360867914
1739209788.1536458;-45.120503652039325
1739209788.1536498;-38.13080360867914
1739209788.153654;-45.120503652039325
1739209788.1536582;-45.120503652039325
1739209788.1536624;-35.57807855764607
1739209788.1536665;-38.13080360867914
1739209788.1536708;-45.120503652039325
1739209788.1536748;-38.13080360867914
1739209788.1536791;-35.57807855764607
1739209788.1536832;-38.13080360867914
1739209788.1536875;-32.816014438256545
1739209788.1536915;-45.120503652039325
1739209788.1536958;-38.13080360867914
1739209788.1536999;-28.992665084841942
1739209788.1537042;-38.13080360867914
1739209788.1537082;-45.120503652039325
1739209788.1537125;-45.120503652039325
1739209788.1537166;-45.120503652039325
1739209788.1537209;-45.120503652039325
1739209788.153725;-33.981070128970906
1739209788.1537292;-45.120503652039325
1739209788.1537333;-45.120503652039325
1739209788.1537375;-35.57807855764607
1739209788.1537416;-31.141103565318915
1739209788.153746;-45.120503652039325
1739209788.15375;-38.13080360867914
1739209788.1537542;-30.49652367304973
1739209788.1537583;-38.13080360867914
1739209788.1537626;-38.13080360867914
1739209788.1537666;-38.13080360867914
1739209788.153771;-45.120503652039325
1739209788.1537752;-45.120503652039325
1739209788.1537793;-45.120503652039325
1739209788.1537836;-45.120503652039325
1739209788.1537876;-38.13080360867914
1739209788.153792;-38.13080360867914
1739209788.153796;-38.13080360867914
1739209788.1538002;-38.13080360867914
1739209788.1538043;-31.141103565318893
1739209788.1538086;-35.57807855764607
1739209788.1538126;-38.13080360867914
1739209788.153817;-35.57807855764607
1739209788.153821;-38.13080360867914
1739209788.1538253;-31.141103565318915
1739209788.1538293;-45.120503652039325
1739209788.1538336;-45.120503652039325
1739209788.1538377;-45.120503652039325
1739209788.153842;-33.981070128970906
1739209788.153846;-45.120503652039325
1739209788.1538503;-45.120503652039325
1739209788.1538544;-45.120503652039325
1739209788.1538587;-45.120503652039325
1739209788.1538627;-38.13080360867914
1739209788.153867;-38.13080360867914
1739209788.153871;-38.13080360867914
1739209788.1538754;-45.120503652039325
1739209788.1538794;-38.13080360867914
1739209788.1538837;-38.13080360867914
1739209788.1538877;-35.57807855764607
1739209788.153892;-31.141103565318915
1739209788.153896;-38.13080360867914
1739209788.1539004;-38.13080360867914
1739209788.1539044;-38.13080360867914
1739209788.1539087;-33.981070128970906
1739209788.1539128;-45.120503652039325
1739209788.153917;-45.120503652039325
1739209788.1539211;-38.13080360867914
1739209788.1539254;-33.981070128970906
1739209788.1539295;-38.13080360867914
1739209788.1539338;-45.120503652039325
1739209788.1539378;-45.120503652039325
1739209788.153942;-45.120503652039325
1739209788.1539462;-32.816014438256545
1739209788.1539505;-33.981070128970906
1739209788.1539545;-45.120503652039325
1739209788.1539588;-29.438486411369347
1739209788.1539629;-38.13080360867914
1739209788.1539671;-45.120503652039325
1739209788.1539712;-45.120503652039325
1739209788.1539755;-45.120503652039325
1739209788.1539795;-45.120503652039325
1739209788.1539838;-45.120503652039325
1739209788.153988;-38.13080360867914
1739209788.1539922;-27.267205301931607
1739209788.1539965;-38.13080360867914
1739209788.1540005;-38.13080360867914
1739209788.1540048;-38.13080360867914
1739209788.1540089;-33.981070128970906
1739209788.1540132;-45.120503652039325
1739209788.1540172;-38.13080360867914
1739209788.1540215;-45.120503652039325
1739209788.1540256;-29.438486411369347
1739209788.1540298;-38.13080360867914
1739209788.154034;-45.120503652039325
1739209788.1540382;-45.120503652039325
1739209788.1540422;-38.13080360867914
1739209788.1540465;-45.120503652039325
1739209788.1540506;-45.120503652039325
1739209788.1540549;-45.120503652039325
