CAN Message; 0x62:08283102ba24ced3
Timestamp;Amplitude
1739209821.8179395;-45.120503652039325
1739209821.8179493;-33.981070128970956
1739209821.817959;-33.981070128970906
1739209821.8179686;-38.13080360867914
1739209821.8179784;-30.49652367304976
1739209821.8179882;-22.002965041481755
1739209821.817998;-23.50682362968953
1739209821.8180077;-26.991370085610722
1739209821.8180175;-30.49652367304973
1739209821.8180273;-38.13080360867914
1739209821.8180368;-38.13080360867914
1739209821.8180466;-28.992665084841942
1739209821.8180563;-45.120503652039325
1739209821.8180661;-38.13080360867914
1739209821.818076;-38.13080360867914
1739209821.8180857;-31.141103565318943
1739209821.8180954;-28.992665084841942
1739209821.818105;-23.506823629689542
1739209821.8181148;-22.54371790334745
1739209821.8181245;-33.981070128970906
1739209821.8181343;-32.816014438256545
1739209821.818144;-25.62660358559016
1739209821.8181539;-33.981070128970906
1739209821.8181636;-35.57807855764607
1739209821.8181732;-30.49652367304973
1739209821.818183;-45.120503652039325
1739209821.8181927;-33.981070128970906
1739209821.8182025;-31.141103565318915
1739209821.8182123;-45.120503652039325
1739209821.818222;-25.826314394896364
1739209821.8182318;-21.522148828640407
1739209821.8182416;-26.487275050834725
1739209821.8182511;-28.992665084841942
1739209821.818261;-24.438645034577675
1739209821.8182707;-30.49652367304973
1739209821.8182805;-45.120503652039325
1739209821.8182902;-38.13080360867914
1739209821.8183;-38.13080360867914
1739209821.8183098;-38.13080360867914
1739209821.8183193;-45.120503652039325
1739209821.818329;-38.13080360867914
1739209821.8183389;-38.13080360867914
1739209821.8183486;-38.13080360867914
1739209821.8183584;-38.13080360867914
1739209821.8183682;-38.13080360867914
1739209821.818378;-35.57807855764607
1739209821.8183875;-33.981070128970906
1739209821.8183973;-38.13080360867914
1739209821.818407;-45.120503652039325
1739209821.8184168;-45.120503652039325
1739209821.8184266;-33.981070128970906
1739209821.8184364;-35.57807855764607
1739209821.8184462;-32.816014438256545
1739209821.8184557;-45.120503652039325
1739209821.8184655;-38.13080360867914
1739209821.8184752;-38.13080360867914
1739209821.818485;-45.120503652039325
1739209821.8184948;-38.13080360867914
1739209821.8185046;-38.13080360867914
1739209821.8185143;-33.981070128970906
1739209821.818524;-38.13080360867914
1739209821.8185337;-38.13080360867914
1739209821.8185434;-38.13080360867914
1739209821.8185532;-38.13080360867914
1739209821.818563;-38.13080360867914
1739209821.8185728;-38.13080360867914
1739209821.8185825;-32.816014438256545
1739209821.818592;-35.57807855764607
1739209821.8186018;-38.13080360867914
1739209821.8186116;-38.13080360867914
1739209821.8186214;-38.13080360867914
1739209821.8186312;-38.13080360867914
1739209821.818641;-45.120503652039325
1739209821.8186507;-30.49652367304973
1739209821.8186603;-38.13080360867914
1739209821.81867;-38.13080360867914
1739209821.8186798;-45.120503652039325
1739209821.8186896;-45.120503652039325
1739209821.8186994;-45.120503652039325
1739209821.8187091;-45.120503652039325
1739209821.818719;-45.120503652039325
1739209821.8187284;-45.120503652039325
1739209821.8187382;-45.120503652039325
1739209821.818748;-45.120503652039325
1739209821.8187578;-45.120503652039325
1739209821.8187675;-32.816014438256545
1739209821.8187773;-31.141103565318893
1739209821.818787;-45.120503652039325
1739209821.8187966;-45.120503652039325
1739209821.8188064;-45.120503652039325
1739209821.8188162;-31.141103565318915
1739209821.818826;-33.981070128970906
1739209821.8188357;-45.120503652039325
1739209821.8188455;-32.816014438256545
1739209821.8188553;-38.13080360867914
1739209821.8188648;-38.13080360867914
1739209821.8188746;-38.13080360867914
1739209821.8188844;-38.13080360867914
1739209821.8188941;-38.13080360867914
1739209821.818904;-38.13080360867914
1739209821.8189137;-45.120503652039325
1739209821.8189235;-45.120503652039325
1739209821.8189332;-38.13080360867914
1739209821.8189428;-33.981070128970906
1739209821.8189526;-35.57807855764607
1739209821.8189623;-38.13080360867914
1739209821.818972;-31.141103565318915
1739209821.818982;-33.981070128970906
1739209821.8189917;-45.120503652039325
1739209821.8190014;-38.13080360867914
1739209821.819011;-45.120503652039325
1739209821.8190207;-35.57807855764607
1739209821.8190305;-35.57807855764607
1739209821.8190403;-33.981070128970906
1739209821.81905;-35.57807855764607
1739209821.8190598;-33.981070128970906
1739209821.8190696;-45.120503652039325
1739209821.8190792;-45.120503652039325
1739209821.819089;-45.120503652039325
1739209821.8190987;-45.120503652039325
1739209821.8191085;-32.816014438256545
1739209821.8191183;-35.57807855764607
1739209821.819128;-38.13080360867914
1739209821.8191378;-32.816014438256545
1739209821.8191473;-38.13080360867914
1739209821.8191571;-35.57807855764607
1739209821.819167;-29.438486411369347
1739209821.8191767;-29.438486411369375
1739209821.8191864;-31.141103565318943
1739209821.8191962;-35.57807855764607
1739209821.819206;-45.120503652039325
1739209821.8192155;-31.141103565318915
1739209821.8192253;-45.120503652039325
1739209821.819235;-32.816014438256545
1739209821.8192449;-45.120503652039325
1739209821.8192546;-33.981070128970906
1739209821.8192644;-45.120503652039325
1739209821.8192742;-27.267205301931607
1739209821.8192837;-29.438486411369333
1739209821.8192935;-27.267205301931607
1739209821.8193033;-38.13080360867914
1739209821.819313;-45.120503652039325
1739209821.8193228;-38.13080360867914
1739209821.8193326;-27.877744956031414
1739209821.8193424;-27.8777449560314
1739209821.819352;-33.981070128970906
1739209821.8193617;-22.44878636800916
1739209821.8193715;-26.487275050834715
1739209821.8193812;-30.49652367304973
1739209821.819391;-28.58837851428586
1739209821.8194008;-31.141103565318893
1739209821.8194106;-27.267205301931607
1739209821.81942;-45.120503652039325
1739209821.8194299;-32.816014438256545
1739209821.8194396;-31.141103565318915
1739209821.8194494;-29.438486411369347
1739209821.8194592;-30.49652367304976
1739209821.819469;-30.49652367304976
1739209821.8194788;-24.589719217205094
1739209821.8194885;-24.438645034577675
1739209821.819498;-31.141103565318893
1739209821.8195078;-45.120503652039325
1739209821.8195176;-38.13080360867914
1739209821.8195274;-28.992665084841942
1739209821.8195372;-30.49652367304973
1739209821.819547;-38.13080360867914
1739209821.8195567;-29.438486411369333
1739209821.8195662;-45.120503652039325
1739209821.819576;-30.49652367304973
1739209821.8195858;-35.57807855764607
1739209821.8195956;-30.49652367304973
1739209821.8196054;-22.84163660590256
1739209821.8196151;-38.13080360867914
1739209821.819625;-35.57807855764607
1739209821.8196344;-33.981070128970956
1739209821.8196442;-28.58837851428586
1739209821.819654;-38.13080360867914
1739209821.8196638;-38.13080360867914
1739209821.8196735;-27.8777449560314
1739209821.8196833;-38.13080360867914
1739209821.819693;-28.992665084841942
1739209821.8197026;-28.992665084841942
1739209821.8197124;-25.826314394896354
1739209821.8197222;-24.589719217205094
1739209821.819732;-38.13080360867914
1739209821.8197417;-26.991370085610736
1739209821.8197515;-27.267205301931607
1739209821.8197613;-33.981070128970956
1739209821.8197708;-26.487275050834725
1739209821.8197806;-22.002965041481744
1739209821.8197904;-25.826314394896354
1739209821.8198001;-33.981070128970906
1739209821.81981;-38.13080360867914
1739209821.8198197;-31.141103565318915
1739209821.8198295;-28.58837851428586
1739209821.819839;-38.13080360867914
1739209821.8198488;-28.58837851428586
1739209821.8198586;-32.816014438256545
1739209821.8198683;-45.120503652039325
1739209821.819878;-38.13080360867914
1739209821.8198879;-30.49652367304973
1739209821.8198977;-30.49652367304973
1739209821.8199072;-28.992665084841942
1739209821.819917;-45.120503652039325
1739209821.8199267;-27.87774495603143
1739209821.8199365;-26.991370085610722
1739209821.8199463;-26.991370085610722
1739209821.819956;-35.57807855764607
1739209821.8199658;-28.992665084841942
1739209821.8199754;-24.589719217205094
1739209821.8199852;-33.981070128970906
1739209821.819995;-29.438486411369333
1739209821.8200047;-30.49652367304973
1739209821.8200145;-45.120503652039325
1739209821.8200243;-45.120503652039325
1739209821.820034;-45.120503652039325
1739209821.8200436;-28.58837851428586
1739209821.8200533;-45.120503652039325
1739209821.820063;-31.141103565318915
1739209821.820073;-28.992665084841942
1739209821.8200827;-33.981070128970956
1739209821.8200924;-35.57807855764607
1739209821.8201022;-31.141103565318915
1739209821.8201118;-33.981070128970956
1739209821.8201215;-45.120503652039325
1739209821.8201313;-35.57807855764607
1739209821.820141;-25.62660358559016
1739209821.8201509;-38.13080360867914
1739209821.8201606;-27.267205301931607
1739209821.8201704;-38.13080360867914
1739209821.8201802;-38.13080360867914
1739209821.8201897;-32.816014438256545
1739209821.8201995;-31.141103565318915
1739209821.8202093;-45.120503652039325
1739209821.820219;-31.141103565318915
1739209821.8202288;-26.991370085610754
1739209821.8202386;-24.15140352195872
1739209821.8202484;-32.816014438256545
1739209821.820258;-31.141103565318915
1739209821.8202677;-45.120503652039325
1739209821.8202775;-45.120503652039325
1739209821.8202872;-28.992665084841967
1739209821.820297;-31.141103565318915
1739209821.8203068;-45.120503652039325
1739209821.8203166;-26.487275050834715
1739209821.820326;-23.273589343863303
1739209821.8203359;-28.21854285175415
1739209821.8203456;-32.816014438256545
1739209821.8203554;-38.13080360867914
1739209821.8203652;-26.991370085610722
1739209821.820375;-32.816014438256545
1739209821.8203847;-33.981070128970906
1739209821.8203943;-26.991370085610736
1739209821.820404;-25.826314394896357
1739209821.8204138;-38.13080360867914
1739209821.8204236;-32.816014438256545
1739209821.8204334;-24.438645034577675
1739209821.8204432;-25.077289914212862
1739209821.820453;-38.13080360867914
1739209821.8204625;-33.981070128970906
1739209821.8204722;-32.816014438256545
1739209821.820482;-29.438486411369354
1739209821.8204918;-31.141103565318915
1739209821.8205016;-38.13080360867914
1739209821.8205113;-33.981070128970906
1739209821.820521;-45.120503652039325
1739209821.8205307;-45.120503652039325
1739209821.8205404;-45.120503652039325
1739209821.8205502;-38.13080360867914
1739209821.82056;-45.120503652039325
1739209821.8205698;-33.981070128970906
1739209821.8205795;-38.13080360867914
1739209821.8205893;-38.13080360867914
1739209821.8205988;-38.13080360867914
1739209821.8206086;-38.13080360867914
1739209821.8206184;-45.120503652039325
1739209821.8206282;-38.13080360867914
1739209821.820638;-38.13080360867914
1739209821.8206477;-45.120503652039325
1739209821.8206575;-45.120503652039325
1739209821.820667;-38.13080360867914
1739209821.8206768;-38.13080360867914
1739209821.8206866;-38.13080360867914
1739209821.8206964;-38.13080360867914
1739209821.8207061;-38.13080360867914
1739209821.820716;-35.57807855764607
1739209821.8207257;-45.120503652039325
1739209821.8207355;-45.120503652039325
1739209821.820745;-38.13080360867914
1739209821.8207548;-35.57807855764607
1739209821.8207645;-38.13080360867914
1739209821.8207743;-38.13080360867914
1739209821.820784;-38.13080360867914
1739209821.8207939;-45.120503652039325
1739209821.8208036;-33.981070128970906
1739209821.8208132;-45.120503652039325
1739209821.820823;-45.120503652039325
1739209821.8208327;-45.120503652039325
1739209821.8208425;-45.120503652039325
1739209821.8208523;-45.120503652039325
1739209821.820862;-38.13080360867914
1739209821.8208718;-35.57807855764607
1739209821.8208814;-38.13080360867914
1739209821.8208911;-45.120503652039325
1739209821.820901;-38.13080360867914
1739209821.8209107;-33.981070128970906
1739209821.8209205;-35.57807855764607
1739209821.8209302;-38.13080360867914
1739209821.82094;-45.120503652039325
1739209821.8209496;-45.120503652039325
1739209821.8209593;-45.120503652039325
1739209821.820969;-38.13080360867914
1739209821.8209789;-45.120503652039325
1739209821.8209887;-35.57807855764607
1739209821.8209984;-45.120503652039325
1739209821.8210082;-38.13080360867914
1739209821.8210177;-38.13080360867914
1739209821.8210275;-45.120503652039325
1739209821.8210373;-45.120503652039325
1739209821.821047;-38.13080360867914
1739209821.8210568;-45.120503652039325
1739209821.8210666;-45.120503652039325
1739209821.8210764;-45.120503652039325
1739209821.821086;-38.13080360867914
1739209821.8210957;-35.57807855764607
1739209821.8211055;-31.141103565318915
1739209821.8211153;-45.120503652039325
1739209821.821125;-38.13080360867914
1739209821.8211348;-45.120503652039325
1739209821.8211446;-38.13080360867914
1739209821.821154;-45.120503652039325
1739209821.821164;-45.120503652039325
1739209821.8211737;-38.13080360867914
1739209821.8211834;-38.13080360867914
1739209821.8211932;-45.120503652039325
1739209821.821203;-38.13080360867914
1739209821.8212128;-38.13080360867914
1739209821.8212223;-38.13080360867914
1739209821.821232;-45.120503652039325
1739209821.8212419;-38.13080360867914
1739209821.8212516;-35.57807855764607
1739209821.8212614;-45.120503652039325
1739209821.8212712;-45.120503652039325
1739209821.821281;-38.13080360867914
1739209821.8212905;-38.13080360867914
1739209821.8213003;-33.981070128970906
1739209821.82131;-38.13080360867914
1739209821.8213198;-45.120503652039325
1739209821.8213296;-45.120503652039325
1739209821.8213394;-26.991370085610722
1739209821.8213491;-35.57807855764607
1739209821.8213587;-45.120503652039325
1739209821.8213685;-38.13080360867914
1739209821.8213782;-30.49652367304973
1739209821.821388;-35.57807855764607
1739209821.8213978;-45.120503652039325
1739209821.8214076;-45.120503652039325
1739209821.8214173;-45.120503652039325
1739209821.821427;-45.120503652039325
1739209821.8214366;-45.120503652039325
1739209821.8214464;-45.120503652039325
1739209821.8214562;-45.120503652039325
1739209821.821466;-38.13080360867914
1739209821.8214757;-45.120503652039325
1739209821.8214855;-38.13080360867914
1739209821.8214953;-45.120503652039325
1739209821.8215048;-45.120503652039325
1739209821.8215146;-45.120503652039325
1739209821.8215244;-45.120503652039325
1739209821.8215342;-45.120503652039325
1739209821.821544;-45.120503652039325
1739209821.8215537;-45.120503652039325
1739209821.8215635;-45.120503652039325
1739209821.821573;-29.438486411369333
1739209821.8215828;-32.816014438256545
1739209821.8215926;-38.13080360867914
1739209821.8216023;-38.13080360867914
1739209821.8216121;-38.13080360867914
1739209821.821622;-38.13080360867914
1739209821.8216317;-45.120503652039325
1739209821.8216412;-38.13080360867914
1739209821.821651;-38.13080360867914
1739209821.8216608;-45.120503652039325
1739209821.8216705;-45.120503652039325
1739209821.8216803;-38.13080360867914
1739209821.82169;-45.120503652039325
1739209821.8216999;-45.120503652039325
1739209821.8217094;-38.13080360867914
1739209821.8217192;-45.120503652039325
1739209821.821729;-29.438486411369333
1739209821.8217387;-32.816014438256545
1739209821.8217485;-38.13080360867914
1739209821.8217583;-38.13080360867914
1739209821.821768;-35.57807855764607
1739209821.8217776;-38.13080360867914
1739209821.8217874;-38.13080360867914
1739209821.8217971;-38.13080360867914
1739209821.821807;-45.120503652039325
1739209821.8218167;-45.120503652039325
1739209821.8218265;-45.120503652039325
1739209821.8218362;-38.13080360867914
1739209821.8218458;-38.13080360867914
1739209821.8218555;-33.981070128970906
1739209821.8218653;-45.120503652039325
1739209821.821875;-38.13080360867914
1739209821.8218849;-38.13080360867914
1739209821.8218946;-45.120503652039325
1739209821.8219044;-38.13080360867914
1739209821.821914;-45.120503652039325
1739209821.8219237;-45.120503652039325
1739209821.8219335;-38.13080360867914
1739209821.8219433;-32.816014438256545
1739209821.821953;-35.57807855764607
1739209821.8219628;-32.816014438256545
1739209821.8219726;-32.816014438256545
1739209821.8219824;-38.13080360867914
1739209821.821992;-38.13080360867914
1739209821.8220017;-38.13080360867914
1739209821.8220115;-38.13080360867914
1739209821.8220212;-45.120503652039325
1739209821.822031;-45.120503652039325
1739209821.8220408;-45.120503652039325
1739209821.8220506;-45.120503652039325
1739209821.82206;-35.57807855764607
1739209821.82207;-38.13080360867914
1739209821.8220797;-45.120503652039325
1739209821.8220894;-33.981070128970906
1739209821.8220992;-45.120503652039325
1739209821.822109;-45.120503652039325
1739209821.8221188;-38.13080360867914
1739209821.8221283;-38.13080360867914
1739209821.822138;-38.13080360867914
1739209821.8221478;-35.57807855764607
1739209821.8221576;-38.13080360867914
1739209821.8221674;-38.13080360867914
1739209821.8221772;-38.13080360867914
1739209821.822187;-45.120503652039325
1739209821.8221965;-38.13080360867914
1739209821.8222063;-38.13080360867914
1739209821.822216;-45.120503652039325
1739209821.8222258;-45.120503652039325
1739209821.8222356;-38.13080360867914
1739209821.8222454;-32.816014438256545
1739209821.8222551;-45.120503652039325
1739209821.8222647;-45.120503652039325
1739209821.8222744;-38.13080360867914
1739209821.8222842;-31.141103565318915
1739209821.822294;-38.13080360867914
1739209821.8223038;-45.120503652039325
1739209821.8223135;-45.120503652039325
1739209821.8223233;-45.120503652039325
1739209821.8223329;-33.981070128970906
1739209821.8223426;-38.13080360867914
1739209821.8223524;-35.57807855764607
1739209821.8223622;-33.981070128970906
1739209821.822372;-38.13080360867914
1739209821.8223817;-45.120503652039325
1739209821.8223915;-45.120503652039325
1739209821.822401;-38.13080360867914
1739209821.8224108;-45.120503652039325
1739209821.8224206;-38.13080360867914
1739209821.8224304;-38.13080360867914
1739209821.8224401;-38.13080360867914
1739209821.82245;-38.13080360867914
1739209821.8224597;-35.57807855764607
1739209821.8224692;-45.120503652039325
1739209821.822479;-38.13080360867914
1739209821.8224888;-35.57807855764607
1739209821.8224986;-38.13080360867914
1739209821.8225083;-45.120503652039325
1739209821.822518;-45.120503652039325
1739209821.822528;-35.57807855764607
1739209821.8225374;-35.57807855764607
1739209821.8225472;-45.120503652039325
1739209821.822557;-38.13080360867914
1739209821.8225667;-38.13080360867914
1739209821.8225765;-38.13080360867914
1739209821.8225863;-38.13080360867914
1739209821.822596;-33.981070128970906
1739209821.8226056;-33.981070128970906
1739209821.8226154;-33.981070128970906
1739209821.8226252;-38.13080360867914
1739209821.822635;-45.120503652039325
1739209821.8226447;-38.13080360867914
1739209821.8226545;-38.13080360867914
1739209821.8226643;-45.120503652039325
1739209821.822674;-45.120503652039325
1739209821.8226836;-33.981070128970906
1739209821.8226933;-35.57807855764607
1739209821.8227031;-38.13080360867914
1739209821.822713;-45.120503652039325
1739209821.8227227;-38.13080360867914
1739209821.8227324;-35.57807855764607
1739209821.8227422;-38.13080360867914
1739209821.8227518;-38.13080360867914
1739209821.8227615;-31.141103565318915
1739209821.8227713;-45.120503652039325
1739209821.822781;-45.120503652039325
1739209821.8227909;-45.120503652039325
