CAN Message; 0x98:000074d0e0cc6c8e
1739209601.2325342;-38.13080360867914
1739209601.2325447;-35.57807855764607
1739209601.232555;-38.13080360867914
1739209601.2325652;-45.120503652039325
1739209601.2325754;-38.13080360867914
1739209601.2325857;-45.120503652039325
1739209601.2325962;-38.13080360867914
1739209601.2326064;-38.13080360867914
1739209601.2326167;-45.120503652039325
1739209601.232627;-45.120503652039325
1739209601.2326372;-38.13080360867914
1739209601.2326477;-45.120503652039325
1739209601.232658;-45.120503652039325
1739209601.2326682;-33.981070128970906
1739209601.2326784;-32.816014438256545
1739209601.232689;-45.120503652039325
1739209601.2326992;-45.120503652039325
1739209601.2327094;-45.120503652039325
1739209601.2327197;-38.13080360867914
1739209601.23273;-45.120503652039325
1739209601.2327404;-45.120503652039325
1739209601.2327507;-38.13080360867914
1739209601.232761;-38.13080360867914
1739209601.2327712;-45.120503652039325
1739209601.2327814;-38.13080360867914
1739209601.232792;-35.57807855764607
1739209601.2328022;-38.13080360867914
1739209601.2328124;-45.120503652039325
1739209601.2328227;-35.57807855764607
1739209601.232833;-45.120503652039325
1739209601.2328434;-45.120503652039325
1739209601.2328537;-45.120503652039325
1739209601.232864;-38.13080360867914
1739209601.2328742;-45.120503652039325
1739209601.2328844;-38.13080360867914
1739209601.232895;-38.13080360867914
1739209601.2329051;-45.120503652039325
1739209601.2329154;-45.120503652039325
1739209601.2329257;-32.816014438256545
1739209601.232936;-45.120503652039325
1739209601.2329464;-45.120503652039325
1739209601.2329566;-38.13080360867914
1739209601.232967;-38.13080360867914
1739209601.2329772;-33.981070128970956
1739209601.2329874;-38.13080360867914
1739209601.232998;-33.981070128970906
1739209601.2330081;-45.120503652039325
1739209601.2330184;-38.13080360867914
1739209601.2330287;-35.57807855764607
1739209601.233039;-45.120503652039325
1739209601.2330494;-33.981070128970906
1739209601.2330596;-33.981070128970906
1739209601.23307;-45.120503652039325
1739209601.2330801;-35.57807855764607
1739209601.2330904;-38.13080360867914
1739209601.233101;-45.120503652039325
1739209601.2331111;-38.13080360867914
1739209601.2331214;-45.120503652039325
1739209601.2331316;-45.120503652039325
1739209601.2331421;-45.120503652039325
1739209601.2331524;-45.120503652039325
1739209601.2331626;-45.120503652039325
1739209601.233173;-45.120503652039325
1739209601.2331831;-45.120503652039325
1739209601.2331936;-45.120503652039325
1739209601.233204;-45.120503652039325
1739209601.2332141;-33.981070128970906
1739209601.2332244;-38.13080360867914
1739209601.2332346;-45.120503652039325
1739209601.2332451;-38.13080360867914
1739209601.2332554;-38.13080360867914
1739209601.2332656;-38.13080360867914
1739209601.233276;-38.13080360867914
1739209601.2332861;-38.13080360867914
1739209601.2332966;-45.120503652039325
1739209601.233307;-45.120503652039325
1739209601.2333171;-38.13080360867914
1739209601.2333274;-38.13080360867914
1739209601.2333376;-38.13080360867914
1739209601.2333481;-33.981070128970906
1739209601.2333584;-35.57807855764607
1739209601.2333686;-45.120503652039325
1739209601.233379;-35.57807855764607
1739209601.2333891;-38.13080360867914
1739209601.2333996;-45.120503652039325
1739209601.23341;-38.13080360867914
1739209601.2334201;-38.13080360867914
1739209601.2334304;-31.141103565318915
1739209601.2334406;-45.120503652039325
1739209601.2334511;-38.13080360867914
1739209601.2334614;-38.13080360867914
1739209601.2334716;-38.13080360867914
1739209601.233482;-45.120503652039325
1739209601.2334921;-38.13080360867914
1739209601.2335026;-35.57807855764607
1739209601.2335129;-38.13080360867914
1739209601.2335231;-45.120503652039325
1739209601.2335334;-45.120503652039325
1739209601.2335439;-45.120503652039325
1739209601.2335541;-33.981070128970906
1739209601.2335644;-45.120503652039325
1739209601.2335746;-45.120503652039325
1739209601.233585;-45.120503652039325
1739209601.2335954;-38.13080360867914
1739209601.2336056;-35.57807855764607
1739209601.2336159;-45.120503652039325
1739209601.2336261;-45.120503652039325
1739209601.2336364;-38.13080360867914
1739209601.2336469;-35.57807855764607
1739209601.2336571;-38.13080360867914
1739209601.2336674;-35.57807855764607
1739209601.2336776;-45.120503652039325
1739209601.2336879;-45.120503652039325
1739209601.2336984;-35.57807855764607
1739209601.2337086;-35.57807855764607
1739209601.2337189;-38.13080360867914
1739209601.2337291;-45.120503652039325
1739209601.2337394;-33.981070128970906
1739209601.2337499;-32.816014438256545
1739209601.23376;-38.13080360867914
1739209601.2337704;-45.120503652039325
1739209601.2337806;-38.13080360867914
1739209601.2337909;-38.13080360867914
1739209601.2338014;-38.13080360867914
1739209601.2338116;-33.981070128970906
1739209601.2338219;-38.13080360867914
1739209601.2338321;-45.120503652039325
1739209601.2338424;-38.13080360867914
1739209601.2338529;-45.120503652039325
1739209601.233863;-38.13080360867914
1739209601.2338734;-38.13080360867914
1739209601.2338836;-38.13080360867914
1739209601.2338939;-45.120503652039325
1739209601.2339044;-45.120503652039325
1739209601.2339146;-38.13080360867914
1739209601.2339249;-31.141103565318915
1739209601.233935;-38.13080360867914
1739209601.2339456;-45.120503652039325
1739209601.2339559;-38.13080360867914
1739209601.233966;-35.57807855764607
1739209601.2339764;-45.120503652039325
1739209601.2339866;-45.120503652039325
1739209601.233997;-38.13080360867914
1739209601.2340074;-29.438486411369354
1739209601.2340176;-38.13080360867914
1739209601.2340279;-33.981070128970906
1739209601.234038;-45.120503652039325
1739209601.2340486;-35.57807855764607
1739209601.2340589;-32.816014438256545
1739209601.234069;-38.13080360867914
1739209601.2340794;-38.13080360867914
1739209601.2340896;-33.981070128970906
1739209601.2341;-38.13080360867914
1739209601.2341104;-45.120503652039325
1739209601.2341206;-38.13080360867914
1739209601.2341309;-35.57807855764607
1739209601.234141;-38.13080360867914
1739209601.2341516;-45.120503652039325
1739209601.2341619;-38.13080360867914
1739209601.234172;-38.13080360867914
1739209601.2341824;-45.120503652039325
1739209601.2341926;-45.120503652039325
1739209601.234203;-35.57807855764607
1739209601.2342134;-38.13080360867914
1739209601.2342236;-45.120503652039325
1739209601.2342339;-45.120503652039325
1739209601.234244;-38.13080360867914
1739209601.2342546;-45.120503652039325
1739209601.2342649;-45.120503652039325
1739209601.234275;-45.120503652039325
1739209601.2342854;-45.120503652039325
1739209601.2342956;-45.120503652039325
1739209601.234306;-45.120503652039325
1739209601.2343163;-38.13080360867914
1739209601.2343266;-45.120503652039325
1739209601.2343369;-32.816014438256545
1739209601.2343473;-33.981070128970906
1739209601.2343576;-45.120503652039325
1739209601.2343678;-45.120503652039325
1739209601.234378;-31.141103565318915
1739209601.2343884;-33.981070128970906
1739209601.2343988;-45.120503652039325
1739209601.234409;-38.13080360867914
1739209601.2344193;-45.120503652039325
1739209601.2344296;-38.13080360867914
1739209601.2344398;-38.13080360867914
1739209601.2344503;-35.57807855764607
1739209601.2344606;-38.13080360867914
1739209601.2344708;-45.120503652039325
1739209601.234481;-38.13080360867914
1739209601.2344913;-45.120503652039325
1739209601.2345018;-32.816014438256545
1739209601.234512;-30.49652367304973
1739209601.2345223;-45.120503652039325
1739209601.2345326;-45.120503652039325
1739209601.2345428;-45.120503652039325
1739209601.2345533;-45.120503652039325
1739209601.2345636;-45.120503652039325
1739209601.2345738;-45.120503652039325
1739209601.234584;-45.120503652039325
1739209601.2345943;-45.120503652039325
1739209601.2346048;-45.120503652039325
1739209601.234615;-45.120503652039325
1739209601.2346253;-35.57807855764607
1739209601.2346356;-35.57807855764607
1739209601.2346458;-45.120503652039325
1739209601.2346563;-45.120503652039325
1739209601.2346666;-45.120503652039325
1739209601.2346768;-45.120503652039325
1739209601.234687;-35.57807855764607
1739209601.2346973;-35.57807855764607
1739209601.2347078;-45.120503652039325
1739209601.234718;-45.120503652039325
1739209601.2347283;-33.981070128970906
1739209601.2347386;-32.816014438256545
1739209601.234749;-33.981070128970906
1739209601.2347593;-35.57807855764607
1739209601.2347696;-45.120503652039325
1739209601.2347798;-38.13080360867914
1739209601.23479;-38.13080360867914
1739209601.2348006;-45.120503652039325
1739209601.2348108;-45.120503652039325
1739209601.234821;-38.13080360867914
1739209601.2348313;-38.13080360867914
1739209601.2348416;-45.120503652039325
1739209601.234852;-38.13080360867914
1739209601.2348623;-45.120503652039325
1739209601.2348726;-45.120503652039325
1739209601.2348828;-38.13080360867914
1739209601.234893;-33.981070128970906
1739209601.2349036;-45.120503652039325
1739209601.2349138;-45.120503652039325
1739209601.234924;-32.816014438256545
1739209601.2349343;-38.13080360867914
1739209601.2349446;-35.57807855764607
1739209601.234955;-38.13080360867914
1739209601.2349653;-45.120503652039325
1739209601.2349756;-38.13080360867914
1739209601.2349858;-35.57807855764607
1739209601.234996;-38.13080360867914
1739209601.2350066;-45.120503652039325
1739209601.2350168;-45.120503652039325
1739209601.235027;-45.120503652039325
1739209601.2350373;-38.13080360867914
1739209601.2350476;-38.13080360867914
1739209601.235058;-31.141103565318915
1739209601.2350683;-45.120503652039325
1739209601.2350786;-38.13080360867914
1739209601.2350888;-32.816014438256545
1739209601.235099;-45.120503652039325
1739209601.2351096;-45.120503652039325
1739209601.2351198;-35.57807855764607
1739209601.23513;-38.13080360867914
1739209601.2351403;-38.13080360867914
1739209601.2351508;-35.57807855764607
1739209601.235161;-38.13080360867914
1739209601.2351713;-45.120503652039325
1739209601.2351816;-38.13080360867914
1739209601.2351918;-35.57807855764607
1739209601.2352023;-45.120503652039325
1739209601.2352126;-38.13080360867914
1739209601.2352228;-38.13080360867914
1739209601.235233;-45.120503652039325
1739209601.2352433;-38.13080360867914
1739209601.2352538;-45.120503652039325
1739209601.235264;-45.120503652039325
1739209601.2352743;-38.13080360867914
1739209601.2352846;-45.120503652039325
1739209601.2352948;-45.120503652039325
1739209601.2353053;-45.120503652039325
1739209601.2353156;-38.13080360867914
1739209601.2353258;-45.120503652039325
1739209601.235336;-38.13080360867914
1739209601.2353463;-38.13080360867914
1739209601.2353568;-35.57807855764607
1739209601.235367;-38.13080360867914
1739209601.2353773;-38.13080360867914
1739209601.2353876;-38.13080360867914
1739209601.2353978;-38.13080360867914
1739209601.2354083;-35.57807855764607
1739209601.2354186;-45.120503652039325
1739209601.2354288;-33.981070128970906
1739209601.235439;-35.57807855764607
1739209601.2354493;-45.120503652039325
1739209601.2354598;-45.120503652039325
1739209601.23547;-45.120503652039325
1739209601.2354803;-35.57807855764607
1739209601.2354906;-38.13080360867914
1739209601.2355008;-45.120503652039325
1739209601.2355113;-33.981070128970906
1739209601.2355216;-38.13080360867914
1739209601.2355318;-38.13080360867914
1739209601.235542;-45.120503652039325
1739209601.2355525;-33.981070128970906
1739209601.2355628;-38.13080360867914
1739209601.235573;-38.13080360867914
1739209601.2355833;-38.13080360867914
1739209601.2355936;-38.13080360867914
1739209601.235604;-45.120503652039325
1739209601.2356143;-38.13080360867914
1739209601.2356246;-38.13080360867914
1739209601.2356348;-38.13080360867914
1739209601.235645;-45.120503652039325
1739209601.2356555;-38.13080360867914
1739209601.2356658;-38.13080360867914
1739209601.235676;-30.49652367304973
1739209601.2356863;-38.13080360867914
1739209601.2356966;-38.13080360867914
1739209601.235707;-45.120503652039325
1739209601.2357173;-45.120503652039325
1739209601.2357275;-45.120503652039325
1739209601.2357378;-45.120503652039325
1739209601.235748;-45.120503652039325
1739209601.2357585;-28.992665084841942
1739209601.2357688;-38.13080360867914
1739209601.235779;-38.13080360867914
1739209601.2357893;-45.120503652039325
1739209601.2357996;-38.13080360867914
1739209601.23581;-45.120503652039325
1739209601.2358203;-38.13080360867914
1739209601.2358305;-38.13080360867914
1739209601.2358408;-38.13080360867914
1739209601.235851;-45.120503652039325
1739209601.2358615;-38.13080360867914
1739209601.2358718;-38.13080360867914
1739209601.235882;-45.120503652039325
1739209601.2358923;-45.120503652039325
1739209601.2359025;-38.13080360867914
1739209601.235913;-38.13080360867914
1739209601.2359233;-38.13080360867914
1739209601.2359335;-38.13080360867914
1739209601.2359438;-45.120503652039325
1739209601.2359543;-45.120503652039325
1739209601.2359645;-45.120503652039325
1739209601.2359748;-38.13080360867914
1739209601.235985;-45.120503652039325
1739209601.2359953;-45.120503652039325
1739209601.2360058;-38.13080360867914
1739209601.236016;-35.57807855764607
1739209601.2360263;-45.120503652039325
1739209601.2360365;-45.120503652039325
1739209601.2360468;-45.120503652039325
1739209601.2360573;-38.13080360867914
1739209601.2360675;-45.120503652039325
1739209601.2360778;-45.120503652039325
1739209601.236088;-45.120503652039325
1739209601.2360983;-32.816014438256545
1739209601.2361088;-38.13080360867914
1739209601.236119;-45.120503652039325
1739209601.2361293;-45.120503652039325
1739209601.2361395;-38.13080360867914
1739209601.2361498;-35.57807855764607
1739209601.2361603;-45.120503652039325
1739209601.2361705;-31.141103565318915
1739209601.2361808;-33.981070128970906
1739209601.236191;-45.120503652039325
1739209601.2362013;-45.120503652039325
1739209601.2362118;-35.57807855764607
1739209601.236222;-38.13080360867914
1739209601.2362323;-45.120503652039325
1739209601.2362425;-31.141103565318893
1739209601.2362528;-38.13080360867914
1739209601.2362633;-38.13080360867914
1739209601.2362735;-35.57807855764607
1739209601.2362838;-45.120503652039325
1739209601.236294;-45.120503652039325
1739209601.2363043;-38.13080360867914
1739209601.2363148;-38.13080360867914
1739209601.236325;-45.120503652039325
1739209601.2363353;-28.992665084841942
1739209601.2363455;-27.8777449560314
1739209601.236356;-45.120503652039325
1739209601.2363663;-45.120503652039325
1739209601.2363765;-33.981070128970906
1739209601.2363868;-38.13080360867914
1739209601.236397;-38.13080360867914
1739209601.2364075;-45.120503652039325
1739209601.2364178;-45.120503652039325
1739209601.236428;-38.13080360867914
1739209601.2364383;-33.981070128970906
1739209601.2364485;-45.120503652039325
1739209601.236459;-45.120503652039325
1739209601.2364693;-38.13080360867914
1739209601.2364795;-38.13080360867914
1739209601.2364898;-38.13080360867914
1739209601.2365;-32.816014438256545
1739209601.2365105;-30.49652367304973
1739209601.2365208;-45.120503652039325
1739209601.236531;-38.13080360867914
1739209601.2365413;-35.57807855764607
1739209601.2365515;-38.13080360867914
1739209601.236562;-38.13080360867914
1739209601.2365723;-45.120503652039325
1739209601.2365825;-45.120503652039325
1739209601.2365928;-45.120503652039325
1739209601.236603;-45.120503652039325
1739209601.2366135;-45.120503652039325
1739209601.2366238;-38.13080360867914
1739209601.236634;-35.57807855764607
1739209601.2366443;-38.13080360867914
1739209601.2366545;-45.120503652039325
1739209601.236665;-38.13080360867914
1739209601.2366753;-33.981070128970906
1739209601.2366855;-38.13080360867914
1739209601.2366958;-38.13080360867914
1739209601.236706;-38.13080360867914
1739209601.2367165;-45.120503652039325
1739209601.2367268;-38.13080360867914
1739209601.236737;-35.57807855764607
1739209601.2367473;-38.13080360867914
1739209601.2367578;-45.120503652039325
1739209601.236768;-45.120503652039325
1739209601.2367783;-45.120503652039325
1739209601.2367885;-38.13080360867914
1739209601.2367988;-38.13080360867914
1739209601.2368093;-45.120503652039325
1739209601.2368195;-45.120503652039325
1739209601.2368298;-38.13080360867914
1739209601.23684;-45.120503652039325
1739209601.2368503;-45.120503652039325
1739209601.2368608;-38.13080360867914
1739209601.236871;-38.13080360867914
1739209601.2368813;-45.120503652039325
1739209601.2368915;-32.816014438256545
1739209601.2369018;-38.13080360867914
1739209601.2369123;-45.120503652039325
1739209601.2369225;-31.141103565318893
1739209601.2369328;-45.120503652039325
1739209601.236943;-38.13080360867914
1739209601.2369533;-38.13080360867914
1739209601.2369637;-33.981070128970906
1739209601.236974;-45.120503652039325
1739209601.2369843;-33.981070128970906
1739209601.2369945;-38.13080360867914
1739209601.2370048;-45.120503652039325
1739209601.2370152;-45.120503652039325
1739209601.2370255;-45.120503652039325
1739209601.2370358;-45.120503652039325
1739209601.237046;-38.13080360867914
1739209601.2370563;-38.13080360867914
1739209601.2370667;-45.120503652039325
1739209601.237077;-38.13080360867914
1739209601.2370872;-35.57807855764607
1739209601.2370975;-38.13080360867914
1739209601.2371078;-45.120503652039325
1739209601.2371182;-38.13080360867914
1739209601.2371285;-38.13080360867914
1739209601.2371387;-45.120503652039325
1739209601.237149;-45.120503652039325
1739209601.2371595;-38.13080360867914
1739209601.2371697;-35.57807855764607
1739209601.23718;-38.13080360867914
1739209601.2371902;-38.13080360867914
1739209601.2372005;-45.120503652039325
1739209601.237211;-38.13080360867914
1739209601.2372212;-38.13080360867914
1739209601.2372315;-45.120503652039325
1739209601.2372417;-45.120503652039325
1739209601.237252;-38.13080360867914
1739209601.2372625;-33.981070128970906
1739209601.2372727;-45.120503652039325
1739209601.237283;-38.13080360867914
1739209601.2372932;-45.120503652039325
1739209601.2373035;-45.120503652039325
1739209601.237314;-45.120503652039325
1739209601.2373242;-38.13080360867914
1739209601.2373345;-35.57807855764607
1739209601.2373447;-38.13080360867914
1739209601.237355;-45.120503652039325
1739209601.2373655;-45.120503652039325
1739209601.2373757;-35.57807855764607
1739209601.237386;-45.120503652039325
1739209601.2373962;-45.120503652039325
1739209601.2374065;-38.13080360867914
1739209601.237417;-38.13080360867914
1739209601.2374272;-33.981070128970906
1739209601.2374375;-38.13080360867914
1739209601.2374477;-38.13080360867914
1739209601.237458;-45.120503652039325
1739209601.2374685;-38.13080360867914
1739209601.2374787;-35.57807855764607
1739209601.237489;-38.13080360867914
1739209601.2374992;-45.120503652039325
1739209601.2375095;-45.120503652039325
1739209601.23752;-38.13080360867914
1739209601.2375302;-45.120503652039325
1739209601.2375405;-38.13080360867914
1739209601.2375507;-38.13080360867914
1739209601.2375612;-45.120503652039325
1739209601.2375715;-38.13080360867914
1739209601.2375817;-38.13080360867914
1739209601.237592;-33.981070128970906
1739209601.2376022;-38.13080360867914
1739209601.2376127;-38.13080360867914
1739209601.237623;-35.57807855764607
1739209601.2376332;-38.13080360867914
1739209601.2376435;-45.120503652039325
1739209601.2376537;-45.120503652039325
1739209601.2376642;-38.13080360867914
1739209601.2376745;-32.816014438256545
1739209601.2376847;-45.120503652039325
1739209601.237695;-45.120503652039325
1739209601.2377052;-45.120503652039325
1739209601.2377157;-38.13080360867914
1739209601.237726;-45.120503652039325
1739209601.2377362;-45.120503652039325
1739209601.2377465;-38.13080360867914
1739209601.2377567;-28.992665084841942
1739209601.2377672;-38.13080360867914
1739209601.2377775;-45.120503652039325
1739209601.2377877;-45.120503652039325
1739209601.237798;-45.120503652039325
1739209601.2378082;-45.120503652039325
1739209601.2378187;-38.13080360867914
1739209601.237829;-45.120503652039325
1739209601.2378392;-32.81601443825658
1739209601.2378495;-38.13080360867914
1739209601.2378597;-35.57807855764607
1739209601.2378702;-35.57807855764607
1739209601.2378805;-38.13080360867914
1739209601.2378907;-45.120503652039325
1739209601.237901;-38.13080360867914
1739209601.2379112;-38.13080360867914
1739209601.2379217;-31.141103565318915
1739209601.237932;-38.13080360867914
1739209601.2379422;-38.13080360867914
1739209601.2379525;-35.57807855764607
1739209601.2379627;-38.13080360867914
1739209601.2379732;-35.57807855764607
1739209601.2379835;-38.13080360867914
1739209601.2379937;-45.120503652039325
1739209601.238004;-38.13080360867914
1739209601.2380145;-45.120503652039325
1739209601.2380247;-33.981070128970906
1739209601.238035;-38.13080360867914
1739209601.2380452;-45.120503652039325
1739209601.2380555;-45.120503652039325
1739209601.238066;-45.120503652039325
1739209601.2380762;-38.13080360867914
1739209601.2380865;-38.13080360867914
1739209601.2380967;-45.120503652039325
1739209601.238107;-38.13080360867914
1739209601.2381175;-35.57807855764607
1739209601.2381277;-38.13080360867914
