CAN Message; 0x1d3:00004848b926c864
Timestamp;Amplitude
1739209888.626846;-38.13080360867914
1739209888.6268487;-45.120503652039325
1739209888.6268513;-45.120503652039325
1739209888.626854;-38.13080360867914
1739209888.6268566;-38.13080360867914
1739209888.6268594;-45.120503652039325
1739209888.626862;-45.120503652039325
1739209888.6268647;-33.981070128970906
1739209888.6268673;-38.13080360867914
1739209888.62687;-45.120503652039325
1739209888.6268725;-45.120503652039325
1739209888.6268752;-38.13080360867914
1739209888.6268778;-45.120503652039325
1739209888.6268804;-38.13080360867914
1739209888.626883;-33.981070128970906
1739209888.626886;-45.120503652039325
1739209888.6268885;-45.120503652039325
1739209888.6268911;-38.13080360867914
1739209888.6268938;-33.981070128970906
1739209888.6268964;-45.120503652039325
1739209888.626899;-45.120503652039325
1739209888.6269016;-45.120503652039325
1739209888.6269042;-45.120503652039325
1739209888.6269069;-45.120503652039325
1739209888.6269095;-45.120503652039325
1739209888.6269124;-35.57807855764607
1739209888.626915;-35.57807855764607
1739209888.6269176;-45.120503652039325
1739209888.6269202;-45.120503652039325
1739209888.6269228;-45.120503652039325
1739209888.6269255;-45.120503652039325
1739209888.626928;-45.120503652039325
1739209888.6269307;-45.120503652039325
1739209888.6269333;-38.13080360867914
1739209888.626936;-27.267205301931607
1739209888.6269388;-38.13080360867914
1739209888.6269414;-38.13080360867914
1739209888.626944;-38.13080360867914
1739209888.6269467;-38.13080360867914
1739209888.6269493;-35.57807855764607
1739209888.626952;-35.57807855764607
1739209888.6269546;-38.13080360867914
1739209888.6269572;-38.13080360867914
1739209888.6269598;-45.120503652039325
1739209888.6269624;-38.13080360867914
1739209888.6269653;-45.120503652039325
1739209888.626968;-45.120503652039325
1739209888.6269705;-33.981070128970906
1739209888.6269732;-38.13080360867914
1739209888.6269758;-38.13080360867914
1739209888.6269784;-45.120503652039325
1739209888.626981;-38.13080360867914
1739209888.6269836;-38.13080360867914
1739209888.6269863;-38.13080360867914
1739209888.626989;-38.13080360867914
1739209888.6269917;-38.13080360867914
1739209888.6269944;-45.120503652039325
1739209888.626997;-45.120503652039325
1739209888.6269996;-33.981070128970906
1739209888.6270022;-38.13080360867914
1739209888.6270049;-38.13080360867914
1739209888.6270075;-35.57807855764607
1739209888.62701;-38.13080360867914
1739209888.6270127;-38.13080360867914
1739209888.6270154;-38.13080360867914
1739209888.6270182;-35.57807855764607
1739209888.6270208;-33.981070128970906
1739209888.6270235;-33.981070128970906
1739209888.627026;-38.13080360867914
1739209888.6270287;-38.13080360867914
1739209888.6270313;-38.13080360867914
1739209888.627034;-45.120503652039325
1739209888.6270366;-38.13080360867914
1739209888.6270392;-38.13080360867914
1739209888.6270418;-33.981070128970906
1739209888.6270447;-33.981070128970906
1739209888.6270473;-45.120503652039325
1739209888.62705;-38.13080360867914
1739209888.6270525;-38.13080360867914
1739209888.6270552;-35.57807855764607
1739209888.6270578;-35.57807855764607
1739209888.6270604;-38.13080360867914
1739209888.627063;-33.981070128970906
1739209888.6270657;-31.141103565318915
1739209888.6270683;-33.981070128970906
1739209888.6270711;-45.120503652039325
1739209888.6270738;-45.120503652039325
1739209888.6270764;-38.13080360867914
1739209888.627079;-38.13080360867914
1739209888.6270816;-45.120503652039325
1739209888.6270843;-38.13080360867914
1739209888.6270869;-38.13080360867914
1739209888.6270895;-45.120503652039325
1739209888.6270921;-45.120503652039325
1739209888.6270947;-45.120503652039325
1739209888.6270976;-38.13080360867914
1739209888.6271002;-45.120503652039325
1739209888.6271029;-45.120503652039325
1739209888.6271055;-45.120503652039325
1739209888.627108;-38.13080360867914
1739209888.6271107;-32.816014438256545
1739209888.6271133;-45.120503652039325
1739209888.627116;-45.120503652039325
1739209888.6271186;-32.816014438256545
1739209888.6271212;-35.57807855764607
1739209888.627124;-45.120503652039325
1739209888.6271267;-38.13080360867914
1739209888.6271293;-33.981070128970906
1739209888.627132;-45.120503652039325
1739209888.6271346;-38.13080360867914
1739209888.6271372;-38.13080360867914
1739209888.6271398;-38.13080360867914
1739209888.6271424;-38.13080360867914
1739209888.627145;-45.120503652039325
1739209888.6271477;-45.120503652039325
1739209888.6271505;-38.13080360867914
1739209888.6271532;-38.13080360867914
1739209888.6271558;-45.120503652039325
1739209888.6271584;-45.120503652039325
1739209888.627161;-32.816014438256545
1739209888.6271636;-38.13080360867914
1739209888.6271663;-35.57807855764607
1739209888.627169;-38.13080360867914
1739209888.6271715;-32.816014438256545
1739209888.6271741;-35.57807855764607
1739209888.627177;-45.120503652039325
1739209888.6271796;-38.13080360867914
1739209888.6271822;-38.13080360867914
1739209888.6271849;-38.13080360867914
1739209888.6271875;-45.120503652039325
1739209888.62719;-38.13080360867914
1739209888.6271927;-45.120503652039325
1739209888.6271954;-45.120503652039325
1739209888.627198;-45.120503652039325
1739209888.6272006;-38.13080360867914
1739209888.6272035;-33.981070128970906
1739209888.627206;-45.120503652039325
1739209888.6272087;-45.120503652039325
1739209888.6272113;-45.120503652039325
1739209888.627214;-32.816014438256545
1739209888.6272166;-35.57807855764607
1739209888.6272192;-45.120503652039325
1739209888.6272218;-45.120503652039325
1739209888.6272244;-32.816014438256545
1739209888.627227;-32.816014438256545
1739209888.62723;-45.120503652039325
1739209888.6272326;-45.120503652039325
1739209888.6272352;-38.13080360867914
1739209888.6272378;-35.57807855764607
1739209888.6272404;-45.120503652039325
1739209888.627243;-45.120503652039325
1739209888.6272457;-45.120503652039325
1739209888.6272483;-45.120503652039325
1739209888.627251;-38.13080360867914
1739209888.6272535;-32.816014438256545
1739209888.6272564;-45.120503652039325
1739209888.627259;-45.120503652039325
1739209888.6272616;-45.120503652039325
1739209888.6272643;-45.120503652039325
1739209888.627267;-38.13080360867914
1739209888.6272695;-45.120503652039325
1739209888.6272721;-38.13080360867914
1739209888.6272748;-45.120503652039325
1739209888.6272774;-31.141103565318893
1739209888.62728;-27.8777449560314
1739209888.6272829;-38.13080360867914
1739209888.6272855;-38.13080360867914
1739209888.627288;-38.13080360867914
1739209888.6272907;-38.13080360867914
1739209888.6272933;-38.13080360867914
1739209888.627296;-32.816014438256545
1739209888.6272986;-45.120503652039325
1739209888.6273012;-45.120503652039325
1739209888.6273038;-45.120503652039325
1739209888.6273065;-45.120503652039325
1739209888.6273093;-45.120503652039325
1739209888.627312;-45.120503652039325
1739209888.6273146;-32.816014438256545
1739209888.6273172;-45.120503652039325
1739209888.6273198;-35.57807855764607
1739209888.6273224;-35.57807855764607
1739209888.627325;-38.13080360867914
1739209888.6273277;-33.981070128970906
1739209888.6273303;-38.13080360867914
1739209888.627333;-38.13080360867914
1739209888.6273358;-32.816014438256545
1739209888.6273384;-38.13080360867914
1739209888.627341;-38.13080360867914
1739209888.6273437;-32.816014438256545
1739209888.6273463;-33.981070128970906
1739209888.627349;-38.13080360867914
1739209888.6273515;-38.13080360867914
1739209888.6273541;-35.57807855764607
1739209888.6273568;-38.13080360867914
1739209888.6273594;-32.816014438256545
1739209888.6273623;-45.120503652039325
1739209888.6273649;-33.981070128970956
1739209888.6273675;-38.13080360867914
1739209888.62737;-45.120503652039325
1739209888.6273727;-45.120503652039325
1739209888.6273754;-45.120503652039325
1739209888.627378;-45.120503652039325
1739209888.6273806;-45.120503652039325
1739209888.6273832;-38.13080360867914
1739209888.6273859;-27.267205301931607
1739209888.6273887;-38.13080360867914
1739209888.6273913;-45.120503652039325
1739209888.627394;-35.57807855764607
1739209888.6273966;-35.57807855764607
1739209888.6273992;-38.13080360867914
1739209888.6274018;-38.13080360867914
1739209888.6274045;-38.13080360867914
1739209888.627407;-38.13080360867914
1739209888.6274097;-38.13080360867914
1739209888.6274123;-45.120503652039325
1739209888.6274152;-33.981070128970906
1739209888.6274178;-33.981070128970906
1739209888.6274204;-38.13080360867914
1739209888.627423;-45.120503652039325
1739209888.6274257;-45.120503652039325
1739209888.6274283;-38.13080360867914
1739209888.627431;-38.13080360867914
1739209888.6274335;-38.13080360867914
1739209888.6274362;-38.13080360867914
1739209888.6274388;-45.120503652039325
1739209888.6274416;-45.120503652039325
1739209888.6274443;-38.13080360867914
1739209888.627447;-45.120503652039325
1739209888.6274495;-33.981070128970906
1739209888.6274521;-38.13080360867914
1739209888.6274548;-45.120503652039325
1739209888.6274574;-45.120503652039325
1739209888.62746;-35.57807855764607
1739209888.6274626;-38.13080360867914
1739209888.6274652;-45.120503652039325
1739209888.627468;-38.13080360867914
1739209888.6274707;-38.13080360867914
1739209888.6274734;-38.13080360867914
1739209888.627476;-33.981070128970906
1739209888.6274786;-45.120503652039325
1739209888.6274812;-45.120503652039325
1739209888.6274838;-38.13080360867914
1739209888.6274865;-38.13080360867914
1739209888.627489;-38.13080360867914
1739209888.6274917;-38.13080360867914
1739209888.6274946;-35.57807855764607
1739209888.6274972;-35.57807855764607
1739209888.6274998;-45.120503652039325
1739209888.6275024;-38.13080360867914
1739209888.627505;-31.141103565318915
1739209888.6275077;-38.13080360867914
1739209888.6275103;-45.120503652039325
1739209888.627513;-45.120503652039325
1739209888.6275156;-38.13080360867914
1739209888.6275182;-33.981070128970906
1739209888.627521;-45.120503652039325
1739209888.6275237;-38.13080360867914
1739209888.6275263;-45.120503652039325
1739209888.627529;-38.13080360867914
1739209888.6275315;-35.57807855764607
1739209888.6275342;-38.13080360867914
1739209888.6275368;-45.120503652039325
1739209888.6275394;-38.13080360867914
1739209888.627542;-45.120503652039325
1739209888.6275446;-38.13080360867914
1739209888.6275473;-33.981070128970906
