CAN Message; 0x1b8:0100f25db1a0e0dc
1739209767.0614889;-31.14110356531892
1739209767.0614896;-33.981070128970906
1739209767.06149;-33.981070128970906
1739209767.0614908;-28.58837851428586
1739209767.0614913;-28.992665084841942
1739209767.061492;-45.120503652039325
1739209767.0614924;-25.077289914212862
1739209767.0614932;-33.981070128970906
1739209767.0614936;-33.981070128970956
1739209767.0614944;-45.120503652039325
1739209767.061495;-38.13080360867914
1739209767.0614955;-28.992665084841942
1739209767.0614963;-33.981070128970906
1739209767.0614967;-31.141103565318915
1739209767.0614974;-29.438486411369333
1739209767.061498;-38.13080360867914
1739209767.0614986;-38.13080360867914
1739209767.061499;-32.816014438256545
1739209767.0614998;-31.141103565318893
1739209767.0615003;-38.13080360867914
1739209767.061501;-45.120503652039325
1739209767.0615015;-45.120503652039325
1739209767.0615022;-31.141103565318915
1739209767.0615027;-33.981070128970906
1739209767.0615034;-31.141103565318893
1739209767.061504;-26.991370085610722
1739209767.0615046;-38.13080360867914
1739209767.061505;-38.13080360867914
1739209767.0615058;-45.120503652039325
1739209767.0615063;-31.141103565318893
1739209767.061507;-28.58837851428586
1739209767.0615075;-38.13080360867914
1739209767.0615082;-27.8777449560314
1739209767.0615087;-31.141103565318915
1739209767.0615094;-30.49652367304973
1739209767.0615098;-27.267205301931607
1739209767.0615106;-26.991370085610754
1739209767.061511;-28.21854285175415
1739209767.0615118;-28.992665084841967
1739209767.0615122;-38.13080360867914
1739209767.061513;-31.141103565318915
1739209767.0615134;-29.438486411369354
1739209767.0615141;-35.57807855764607
1739209767.0615146;-28.58837851428586
1739209767.0615153;-38.13080360867914
1739209767.061516;-35.57807855764607
1739209767.0615165;-35.57807855764607
1739209767.0615172;-35.57807855764607
1739209767.0615177;-45.120503652039325
1739209767.0615184;-28.992665084841942
1739209767.061519;-45.120503652039325
1739209767.0615196;-38.13080360867914
1739209767.06152;-38.13080360867914
1739209767.0615208;-31.141103565318915
1739209767.0615213;-33.981070128970956
1739209767.061522;-38.13080360867914
1739209767.0615225;-26.991370085610736
1739209767.0615232;-33.981070128970956
1739209767.0615237;-33.981070128970956
1739209767.0615244;-27.267205301931607
1739209767.0615249;-33.981070128970956
1739209767.0615256;-27.267205301931607
1739209767.061526;-27.267205301931607
1739209767.0615268;-33.981070128970956
1739209767.0615273;-31.141103565318915
1739209767.061528;-28.58837851428586
1739209767.0615284;-30.49652367304976
1739209767.0615292;-35.57807855764607
1739209767.0615296;-38.13080360867914
1739209767.0615304;-35.57807855764607
1739209767.0615308;-45.120503652039325
1739209767.0615315;-32.81601443825658
1739209767.061532;-27.267205301931607
1739209767.0615327;-24.15140352195872
1739209767.0615332;-30.49652367304973
1739209767.061534;-32.816014438256545
1739209767.0615344;-28.992665084841942
1739209767.0615351;-32.816014438256545
1739209767.0615356;-29.438486411369333
1739209767.0615363;-27.267205301931607
1739209767.061537;-31.141103565318915
1739209767.0615375;-33.981070128970956
1739209767.0615382;-32.816014438256545
1739209767.0615387;-29.438486411369333
1739209767.0615394;-33.981070128970906
1739209767.06154;-45.120503652039325
1739209767.0615406;-45.120503652039325
1739209767.061541;-45.120503652039325
1739209767.0615418;-26.991370085610736
1739209767.0615423;-27.877744956031414
1739209767.061543;-38.13080360867914
1739209767.0615435;-33.981070128970956
1739209767.0615442;-28.58837851428586
1739209767.0615447;-30.49652367304973
1739209767.0615454;-31.141103565318915
1739209767.0615458;-28.58837851428586
1739209767.0615466;-38.13080360867914
1739209767.061547;-26.035653463252796
1739209767.0615478;-23.38864096791655
1739209767.0615482;-31.141103565318915
1739209767.061549;-31.141103565318915
1739209767.0615494;-45.120503652039325
1739209767.0615501;-24.151403521958727
1739209767.0615506;-31.141103565318943
1739209767.0615513;-31.141103565318915
1739209767.0615518;-30.49652367304973
1739209767.0615525;-31.141103565318943
1739209767.061553;-45.120503652039325
1739209767.0615537;-38.13080360867914
1739209767.0615542;-32.81601443825658
1739209767.061555;-28.58837851428586
1739209767.0615554;-33.981070128970906
1739209767.061556;-28.58837851428586
1739209767.0615568;-28.992665084841942
1739209767.0615573;-33.981070128970906
1739209767.061558;-38.13080360867914
1739209767.0615585;-45.120503652039325
1739209767.0615592;-32.816014438256545
1739209767.0615597;-45.120503652039325
1739209767.0615604;-32.816014438256545
1739209767.0615609;-27.8777449560314
1739209767.0615616;-33.981070128970956
1739209767.061562;-30.49652367304973
1739209767.0615628;-32.816014438256545
1739209767.0615633;-35.57807855764607
1739209767.061564;-45.120503652039325
1739209767.0615644;-30.49652367304973
1739209767.0615652;-33.981070128970906
1739209767.0615656;-45.120503652039325
1739209767.0615664;-28.992665084841942
1739209767.0615668;-33.981070128970956
1739209767.0615675;-31.14110356531892
1739209767.061568;-35.57807855764607
1739209767.0615687;-31.141103565318915
1739209767.0615692;-29.438486411369333
1739209767.06157;-38.13080360867914
1739209767.0615704;-38.13080360867914
1739209767.0615711;-45.120503652039325
1739209767.0615716;-29.438486411369333
1739209767.0615723;-31.141103565318915
1739209767.0615728;-33.981070128970906
1739209767.0615735;-45.120503652039325
1739209767.061574;-45.120503652039325
1739209767.0615747;-32.816014438256545
1739209767.0615752;-33.981070128970906
1739209767.061576;-45.120503652039325
1739209767.0615764;-45.120503652039325
1739209767.061577;-31.141103565318915
1739209767.0615778;-29.438486411369347
1739209767.0615783;-33.981070128970956
1739209767.061579;-28.58837851428586
1739209767.0615795;-45.120503652039325
1739209767.0615802;-45.120503652039325
1739209767.0615807;-45.120503652039325
1739209767.0615814;-33.981070128970906
1739209767.0615819;-28.992665084841942
1739209767.0615826;-38.13080360867914
1739209767.061583;-27.267205301931607
1739209767.0615838;-32.816014438256545
1739209767.0615842;-33.981070128970956
1739209767.061585;-35.57807855764607
1739209767.0615854;-30.49652367304976
1739209767.0615861;-28.992665084841942
1739209767.0615866;-26.487275050834725
1739209767.0615873;-29.438486411369333
1739209767.0615878;-28.58837851428586
1739209767.0615885;-35.57807855764607
1739209767.061589;-32.816014438256545
1739209767.0615897;-28.992665084841942
1739209767.0615902;-28.588378514285886
1739209767.061591;-35.57807855764607
1739209767.0615914;-33.981070128970906
1739209767.061592;-32.81601443825658
1739209767.0615926;-35.57807855764607
1739209767.0615933;-30.49652367304976
1739209767.0615938;-27.8777449560314
1739209767.0615945;-28.588378514285886
1739209767.061595;-45.120503652039325
1739209767.0615957;-35.57807855764607
1739209767.0615962;-28.58837851428586
1739209767.0615969;-28.992665084841942
1739209767.0615976;-38.13080360867914
1739209767.061598;-32.81601443825658
1739209767.0615988;-31.141103565318943
1739209767.0615993;-26.991370085610722
1739209767.0616;-28.992665084841942
1739209767.0616004;-38.13080360867914
1739209767.0616012;-31.141103565318915
1739209767.0616016;-32.816014438256545
1739209767.0616024;-31.141103565318943
1739209767.0616028;-33.981070128970906
1739209767.0616035;-31.141103565318915
1739209767.061604;-38.13080360867914
1739209767.0616047;-28.58837851428586
1739209767.0616052;-33.981070128970906
1739209767.061606;-32.816014438256545
1739209767.0616064;-30.49652367304976
1739209767.0616071;-26.991370085610722
1739209767.0616076;-32.816014438256545
1739209767.0616083;-45.120503652039325
1739209767.0616088;-27.267205301931607
1739209767.0616095;-25.826314394896354
1739209767.06161;-27.877744956031414
1739209767.0616107;-33.981070128970906
1739209767.0616112;-28.992665084841942
1739209767.061612;-33.981070128970956
1739209767.0616124;-28.58837851428586
1739209767.061613;-33.981070128970906
1739209767.0616136;-45.120503652039325
1739209767.0616143;-45.120503652039325
1739209767.0616148;-38.13080360867914
1739209767.0616155;-28.58837851428586
1739209767.061616;-30.49652367304973
1739209767.0616167;-31.141103565318915
1739209767.0616171;-31.141103565318915
1739209767.0616179;-45.120503652039325
1739209767.0616186;-45.120503652039325
1739209767.061619;-38.13080360867914
1739209767.0616198;-26.991370085610722
1739209767.0616202;-27.267205301931607
1739209767.061621;-33.981070128970906
1739209767.0616214;-31.141103565318893
1739209767.0616221;-31.141103565318915
1739209767.0616226;-32.81601443825658
1739209767.0616233;-38.13080360867914
1739209767.0616238;-30.49652367304973
1739209767.0616245;-33.981070128970906
1739209767.061625;-27.267205301931607
1739209767.0616257;-29.438486411369347
1739209767.0616262;-32.81601443825658
1739209767.061627;-33.981070128970906
1739209767.0616274;-38.13080360867914
1739209767.061628;-33.981070128970906
1739209767.0616286;-38.13080360867914
1739209767.0616293;-38.13080360867914
1739209767.0616298;-30.49652367304973
1739209767.0616305;-33.981070128970906
1739209767.061631;-31.141103565318915
1739209767.0616317;-32.816014438256545
1739209767.0616322;-28.992665084841967
1739209767.0616329;-25.62660358559016
1739209767.0616333;-38.13080360867914
1739209767.061634;-31.141103565318915
1739209767.0616345;-33.981070128970906
1739209767.0616353;-33.981070128970906
1739209767.0616357;-32.816014438256545
1739209767.0616364;-30.49652367304973
1739209767.061637;-31.141103565318943
1739209767.0616376;-23.75329798047523
1739209767.0616384;-27.8777449560314
1739209767.0616388;-33.981070128970906
1739209767.0616395;-30.49652367304973
1739209767.06164;-28.992665084841942
1739209767.0616407;-24.292649948874775
1739209767.0616412;-35.57807855764607
1739209767.061642;-25.826314394896357
1739209767.0616424;-32.816014438256545
1739209767.0616431;-45.120503652039325
1739209767.0616436;-30.49652367304973
1739209767.0616443;-25.25278630937684
1739209767.0616448;-32.816014438256545
1739209767.0616455;-31.141103565318893
1739209767.061646;-32.816014438256545
1739209767.0616467;-25.252786309376837
1739209767.0616472;-45.120503652039325
1739209767.061648;-33.981070128970956
1739209767.0616484;-27.877744956031414
1739209767.061649;-24.589719217205094
1739209767.0616496;-32.81601443825658
1739209767.0616503;-31.141103565318915
1739209767.0616508;-45.120503652039325
1739209767.0616515;-27.267205301931607
1739209767.061652;-38.13080360867914
1739209767.0616527;-45.120503652039325
1739209767.0616531;-31.141103565318915
1739209767.0616539;-32.816014438256545
1739209767.0616543;-38.13080360867914
1739209767.061655;-25.826314394896357
1739209767.0616555;-29.438486411369347
1739209767.0616562;-33.981070128970956
1739209767.0616567;-32.81601443825658
1739209767.0616574;-27.8777449560314
1739209767.061658;-28.992665084841942
1739209767.0616586;-38.13080360867914
1739209767.0616593;-25.826314394896357
1739209767.0616598;-25.826314394896357
1739209767.0616605;-45.120503652039325
1739209767.061661;-31.141103565318915
1739209767.0616617;-31.141103565318915
1739209767.0616622;-31.14110356531892
1739209767.061663;-45.120503652039325
1739209767.0616634;-35.57807855764607
1739209767.061664;-45.120503652039325
1739209767.0616646;-45.120503652039325
1739209767.0616653;-28.992665084841942
1739209767.0616658;-31.141103565318915
1739209767.0616665;-31.141103565318915
1739209767.061667;-38.13080360867914
1739209767.0616677;-30.49652367304976
1739209767.0616682;-27.267205301931607
1739209767.0616689;-28.58837851428586
1739209767.0616693;-32.816014438256545
1739209767.06167;-45.120503652039325
1739209767.0616705;-28.992665084841942
1739209767.0616713;-35.57807855764607
1739209767.0616717;-30.49652367304973
1739209767.0616724;-28.21854285175415
1739209767.061673;-26.487275050834715
1739209767.0616736;-26.991370085610722
1739209767.061674;-30.49652367304976
1739209767.0616748;-35.57807855764607
1739209767.0616753;-31.141103565318915
1739209767.061676;-30.49652367304973
1739209767.0616765;-30.49652367304976
1739209767.0616772;-28.992665084841967
1739209767.0616777;-26.991370085610736
1739209767.0616784;-31.141103565318915
1739209767.061679;-29.438486411369347
1739209767.0616796;-38.13080360867914
1739209767.0616803;-31.141103565318915
1739209767.0616808;-29.438486411369333
1739209767.0616815;-45.120503652039325
1739209767.061682;-38.13080360867914
1739209767.0616827;-28.992665084841942
1739209767.0616832;-33.981070128970906
1739209767.061684;-32.816014438256545
1739209767.0616844;-33.981070128970906
1739209767.061685;-38.13080360867914
1739209767.0616856;-28.58837851428586
1739209767.0616863;-31.141103565318915
1739209767.0616868;-32.81601443825658
1739209767.0616875;-24.15140352195872
1739209767.061688;-33.981070128970906
1739209767.0616887;-35.57807855764607
1739209767.0616891;-27.8777449560314
1739209767.0616899;-35.57807855764607
1739209767.0616903;-26.991370085610722
1739209767.061691;-27.267205301931607
1739209767.0616915;-30.49652367304976
1739209767.0616922;-33.981070128970906
1739209767.0616927;-30.49652367304973
1739209767.0616934;-27.267205301931607
1739209767.061694;-45.120503652039325
1739209767.0616946;-33.981070128970906
1739209767.061695;-28.58837851428586
1739209767.0616958;-28.992665084841942
1739209767.0616963;-31.141103565318943
1739209767.061697;-45.120503652039325
1739209767.0616975;-30.49652367304973
1739209767.0616982;-28.992665084841942
1739209767.0616987;-45.120503652039325
1739209767.0616994;-33.981070128970906
1739209767.0617;-38.13080360867914
1739209767.0617006;-31.141103565318915
1739209767.0617013;-32.81601443825658
1739209767.0617018;-45.120503652039325
1739209767.0617025;-32.816014438256545
1739209767.061703;-33.981070128970906
1739209767.0617037;-35.57807855764607
1739209767.0617042;-33.981070128970906
1739209767.0617049;-28.58837851428586
1739209767.0617054;-33.981070128970906
1739209767.061706;-45.120503652039325
1739209767.0617065;-38.13080360867914
1739209767.0617073;-26.991370085610747
1739209767.0617077;-26.991370085610736
1739209767.0617085;-33.981070128970906
1739209767.061709;-32.816014438256545
1739209767.0617096;-35.57807855764607
1739209767.0617101;-33.981070128970906
1739209767.0617108;-31.141103565318915
1739209767.0617113;-28.58837851428586
1739209767.061712;-29.438486411369347
1739209767.0617125;-31.14110356531892
1739209767.0617132;-45.120503652039325
1739209767.0617137;-32.816014438256545
1739209767.0617144;-45.120503652039325
1739209767.061715;-45.120503652039325
1739209767.0617156;-27.267205301931607
1739209767.061716;-27.267205301931607
1739209767.0617168;-30.49652367304973
1739209767.0617173;-33.981070128970956
1739209767.061718;-27.267205301931607
1739209767.0617185;-35.57807855764607
1739209767.0617192;-45.120503652039325
1739209767.0617197;-45.120503652039325
1739209767.0617204;-25.826314394896357
1739209767.061721;-25.62660358559016
1739209767.0617216;-33.981070128970956
1739209767.0617223;-26.487275050834715
1739209767.0617228;-26.487275050834715
1739209767.0617235;-33.981070128970906
1739209767.061724;-45.120503652039325
1739209767.0617247;-38.13080360867914
1739209767.0617251;-38.13080360867914
1739209767.0617259;-31.141103565318915
1739209767.0617263;-33.981070128970906
1739209767.061727;-45.120503652039325
1739209767.0617275;-45.120503652039325
1739209767.0617282;-27.877744956031414
1739209767.0617287;-30.49652367304973
1739209767.0617294;-28.992665084841942
1739209767.06173;-31.141103565318915
1739209767.0617306;-38.13080360867914
1739209767.061731;-38.13080360867914
1739209767.0617318;-31.141103565318943
1739209767.0617323;-25.62660358559016
1739209767.061733;-30.49652367304973
1739209767.0617335;-31.141103565318943
1739209767.0617342;-27.267205301931607
1739209767.0617347;-45.120503652039325
1739209767.0617354;-32.816014438256545
1739209767.0617359;-38.13080360867914
1739209767.0617366;-45.120503652039325
1739209767.061737;-31.141103565318915
1739209767.0617378;-33.981070128970906
1739209767.0617383;-45.120503652039325
1739209767.061739;-38.13080360867914
1739209767.0617394;-45.120503652039325
1739209767.0617402;-30.49652367304973
1739209767.0617409;-33.981070128970956
1739209767.0617414;-38.13080360867914
1739209767.061742;-31.141103565318943
1739209767.0617425;-33.981070128970906
1739209767.0617433;-45.120503652039325
1739209767.0617437;-31.141103565318915
1739209767.0617445;-31.141103565318943
1739209767.061745;-25.826314394896354
1739209767.0617456;-33.981070128970906
1739209767.0617461;-27.267205301931607
1739209767.0617468;-23.506823629689542
1739209767.0617473;-27.267205301931607
1739209767.061748;-38.13080360867914
1739209767.0617485;-45.120503652039325
1739209767.0617492;-33.981070128970906
1739209767.0617497;-38.13080360867914
1739209767.0617504;-38.13080360867914
1739209767.061751;-33.981070128970956
1739209767.0617516;-25.826314394896364
1739209767.061752;-24.15140352195872
1739209767.0617528;-33.981070128970906
1739209767.0617533;-33.981070128970906
1739209767.061754;-45.120503652039325
1739209767.0617545;-31.141103565318915
1739209767.0617552;-21.67658091518819
1739209767.0617557;-27.267205301931607
1739209767.0617564;-28.588378514285886
1739209767.0617568;-33.981070128970906
1739209767.0617576;-38.13080360867914
1739209767.061758;-45.120503652039325
1739209767.0617588;-38.13080360867914
1739209767.0617592;-27.8777449560314
1739209767.06176;-26.487275050834725
1739209767.0617604;-31.141103565318943
1739209767.0617611;-33.981070128970906
1739209767.0617619;-38.13080360867914
1739209767.0617623;-38.13080360867914
1739209767.061763;-38.13080360867914
1739209767.0617635;-35.57807855764607
1739209767.0617642;-27.8777449560314
1739209767.0617647;-31.141103565318915
1739209767.0617654;-26.487275050834725
1739209767.061766;-45.120503652039325
1739209767.0617666;-32.816014438256545
1739209767.061767;-38.13080360867914
1739209767.0617678;-38.13080360867914
1739209767.0617683;-38.13080360867914
1739209767.061769;-35.57807855764607
1739209767.0617695;-45.120503652039325
1739209767.0617702;-30.49652367304973
1739209767.0617707;-35.57807855764607
1739209767.0617714;-31.141103565318893
1739209767.0617719;-30.49652367304973
1739209767.0617726;-31.141103565318915
1739209767.061773;-32.816014438256545
1739209767.0617738;-38.13080360867914
1739209767.0617743;-28.58837851428586
1739209767.061775;-27.8777449560314
1739209767.0617754;-38.13080360867914
1739209767.0617762;-31.141103565318915
1739209767.0617766;-27.8777449560314
1739209767.0617774;-29.438486411369347
1739209767.0617778;-45.120503652039325
1739209767.0617785;-33.981070128970906
1739209767.061779;-33.981070128970956
1739209767.0617797;-38.13080360867914
1739209767.0617802;-33.981070128970906
1739209767.061781;-30.49652367304973
1739209767.0617816;-33.981070128970906
1739209767.0617821;-30.49652367304973
1739209767.0617828;-29.438486411369333
1739209767.0617833;-35.57807855764607
1739209767.061784;-33.981070128970956
1739209767.0617845;-45.120503652039325
1739209767.0617852;-28.992665084841942
1739209767.0617857;-28.58837851428586
1739209767.0617864;-32.81601443825658
1739209767.061787;-38.13080360867914
1739209767.0617876;-28.992665084841942
1739209767.061788;-38.13080360867914
1739209767.0617888;-33.981070128970956
1739209767.0617893;-25.62660358559016
1739209767.06179;-27.267205301931607
1739209767.0617905;-33.981070128970956
1739209767.0617912;-38.13080360867914
1739209767.0617917;-45.120503652039325
1739209767.0617924;-32.816014438256545
1739209767.0617929;-28.992665084841942
1739209767.0617936;-38.13080360867914
1739209767.061794;-28.992665084841942
1739209767.0617948;-25.077289914212862
1739209767.0617952;-27.877744956031417
1739209767.061796;-24.589719217205094
1739209767.0617964;-33.981070128970906
1739209767.0617971;-33.981070128970906
1739209767.0617976;-26.991370085610722
1739209767.0617983;-33.981070128970956
1739209767.0617988;-33.981070128970956
1739209767.0617995;-28.992665084841942
1739209767.0618;-30.49652367304973
1739209767.0618007;-33.981070128970956
1739209767.0618012;-38.13080360867914
1739209767.061802;-38.13080360867914
1739209767.0618026;-30.49652367304973
1739209767.061803;-38.13080360867914
1739209767.0618038;-28.992665084841942
1739209767.0618043;-30.49652367304973
1739209767.061805;-45.120503652039325
1739209767.0618055;-32.816014438256545
1739209767.0618062;-33.981070128970956
1739209767.0618067;-31.141103565318893
1739209767.0618074;-38.13080360867914
1739209767.0618079;-30.49652367304973
1739209767.0618086;-25.826314394896357
1739209767.061809;-33.981070128970956
1739209767.0618098;-25.826314394896357
1739209767.0618103;-28.992665084841942
1739209767.061811;-45.120503652039325
1739209767.0618114;-38.13080360867914
1739209767.0618122;-45.120503652039325
1739209767.0618126;-23.75329798047522
1739209767.0618134;-35.57807855764607
1739209767.0618138;-26.991370085610736
1739209767.0618145;-32.816014438256545
1739209767.061815;-45.120503652039325
1739209767.0618157;-45.120503652039325
1739209767.0618162;-32.816014438256545
1739209767.061817;-31.14110356531892
1739209767.0618174;-31.141103565318943
1739209767.0618181;-29.438486411369347
1739209767.0618186;-27.267205301931607
1739209767.0618193;-31.141103565318915
1739209767.0618198;-38.13080360867914
1739209767.0618205;-27.8777449560314
1739209767.061821;-33.981070128970906
1739209767.0618217;-31.141103565318915
1739209767.0618224;-31.141103565318915
1739209767.061823;-45.120503652039325
1739209767.0618236;-45.120503652039325
1739209767.061824;-38.13080360867914
1739209767.0618248;-32.816014438256545
1739209767.0618253;-33.981070128970956
1739209767.061826;-33.981070128970956
1739209767.0618265;-28.21854285175415
1739209767.0618272;-27.267205301931607
1739209767.0618277;-45.120503652039325
1739209767.0618284;-33.981070128970906
1739209767.0618289;-22.44878636800916
1739209767.0618296;-45.120503652039325
1739209767.06183;-26.487275050834725
1739209767.0618308;-38.13080360867914
1739209767.0618312;-27.267205301931607
1739209767.061832;-31.141103565318893
1739209767.0618324;-33.981070128970906
1739209767.0618331;-32.81601443825658
1739209767.0618336;-27.267205301931607
1739209767.0618343;-32.816014438256545
1739209767.0618348;-45.120503652039325
1739209767.0618355;-31.141103565318915
1739209767.061836;-26.991370085610722
1739209767.0618367;-31.141103565318915
1739209767.0618372;-38.13080360867914
1739209767.061838;-38.13080360867914
1739209767.0618384;-38.13080360867914
1739209767.061839;-45.120503652039325
1739209767.0618396;-35.57807855764607
1739209767.0618403;-31.141103565318915
1739209767.0618408;-45.120503652039325
1739209767.0618415;-33.981070128970906
1739209767.061842;-27.8777449560314
1739209767.0618427;-38.13080360867914
1739209767.0618434;-31.141103565318915
1739209767.0618439;-45.120503652039325
1739209767.0618446;-31.141103565318915
1739209767.061845;-38.13080360867914
1739209767.0618458;-45.120503652039325
1739209767.0618463;-38.13080360867914
1739209767.061847;-33.981070128970906
1739209767.0618474;-38.13080360867914
1739209767.0618482;-29.438486411369354
1739209767.0618486;-25.826314394896357
1739209767.0618494;-38.13080360867914
1739209767.0618498;-45.120503652039325
1739209767.0618505;-29.438486411369354
1739209767.061851;-35.57807855764607
1739209767.0618517;-33.981070128970906
1739209767.0618522;-38.13080360867914
1739209767.061853;-38.13080360867914
1739209767.0618534;-32.816014438256545
1739209767.0618541;-33.981070128970906
1739209767.0618546;-26.991370085610722
1739209767.0618553;-38.13080360867914
1739209767.0618558;-32.816014438256545
1739209767.0618565;-29.438486411369354
1739209767.061857;-33.981070128970906
1739209767.0618577;-33.981070128970906
1739209767.0618582;-33.981070128970956
1739209767.061859;-38.13080360867914
1739209767.0618594;-33.981070128970956
1739209767.06186;-31.141103565318915
1739209767.0618606;-38.13080360867914
1739209767.0618613;-28.58837851428586
1739209767.0618618;-25.07728991421287
1739209767.0618625;-26.487275050834725
1739209767.061863;-26.991370085610722
1739209767.0618637;-28.58837851428586
1739209767.0618644;-29.438486411369333
1739209767.0618649;-45.120503652039325
1739209767.0618656;-31.141103565318915
1739209767.061866;-31.141103565318893
1739209767.0618668;-35.57807855764607
1739209767.0618672;-27.877744956031414
1739209767.061868;-28.588378514285886
1739209767.0618684;-33.981070128970906
1739209767.0618691;-45.120503652039325
1739209767.0618696;-32.816014438256545
1739209767.0618703;-45.120503652039325
1739209767.0618708;-38.13080360867914
1739209767.0618715;-38.13080360867914
1739209767.061872;-32.816014438256545
1739209767.0618727;-38.13080360867914
1739209767.0618732;-28.992665084841942
1739209767.061874;-29.438486411369347
1739209767.0618744;-33.981070128970956
1739209767.061875;-32.816014438256545
1739209767.0618756;-27.267205301931607
1739209767.0618763;-28.992665084841967
1739209767.0618768;-27.267205301931607
1739209767.0618775;-38.13080360867914
1739209767.061878;-31.141103565318915
1739209767.0618787;-45.120503652039325
1739209767.0618792;-31.14110356531892
1739209767.0618799;-25.826314394896357
1739209767.0618804;-25.62660358559016
1739209767.061881;-45.120503652039325
1739209767.0618815;-25.252786309376837
1739209767.0618823;-26.991370085610722
1739209767.0618827;-45.120503652039325
1739209767.0618834;-32.816014438256545
1739209767.0618842;-45.120503652039325
1739209767.0618846;-45.120503652039325
1739209767.0618854;-45.120503652039325
1739209767.0618858;-32.816014438256545
1739209767.0618865;-45.120503652039325
1739209767.061887;-35.57807855764607
1739209767.0618877;-38.13080360867914
1739209767.0618882;-38.13080360867914
1739209767.061889;-33.981070128970906
1739209767.0618894;-33.981070128970906
1739209767.0618901;-45.120503652039325
1739209767.0618906;-45.120503652039325
1739209767.0618913;-38.13080360867914
1739209767.0618918;-35.57807855764607
1739209767.0618925;-45.120503652039325
1739209767.061893;-33.981070128970956
1739209767.0618937;-38.13080360867914
1739209767.0618942;-35.57807855764607
1739209767.061895;-38.13080360867914
1739209767.0618954;-38.13080360867914
1739209767.061896;-38.13080360867914
1739209767.0618966;-32.816014438256545
1739209767.0618973;-38.13080360867914
1739209767.0618978;-27.8777449560314
1739209767.0618985;-38.13080360867914
1739209767.061899;-45.120503652039325
1739209767.0618997;-45.120503652039325
1739209767.0619001;-38.13080360867914
1739209767.0619009;-38.13080360867914
1739209767.0619013;-38.13080360867914
1739209767.061902;-38.13080360867914
1739209767.0619025;-38.13080360867914
1739209767.0619032;-38.13080360867914
1739209767.0619037;-38.13080360867914
1739209767.0619044;-38.13080360867914
1739209767.0619051;-45.120503652039325
1739209767.0619056;-45.120503652039325
1739209767.0619063;-45.120503652039325
1739209767.0619068;-38.13080360867914
1739209767.0619075;-45.120503652039325
1739209767.061908;-45.120503652039325
1739209767.0619087;-35.57807855764607
1739209767.0619092;-45.120503652039325
1739209767.06191;-45.120503652039325
1739209767.0619104;-38.13080360867914
1739209767.061911;-38.13080360867914
1739209767.0619116;-45.120503652039325
1739209767.0619123;-27.8777449560314
1739209767.0619128;-33.981070128970906
1739209767.0619135;-45.120503652039325
1739209767.061914;-45.120503652039325
1739209767.0619147;-38.13080360867914
1739209767.0619152;-33.981070128970906
1739209767.0619159;-38.13080360867914
1739209767.0619164;-33.981070128970906
1739209767.061917;-32.81601443825658
1739209767.0619175;-38.13080360867914
1739209767.0619183;-35.57807855764607
1739209767.0619187;-45.120503652039325
1739209767.0619195;-45.120503652039325
1739209767.06192;-45.120503652039325
1739209767.0619206;-38.13080360867914
1739209767.0619211;-45.120503652039325
1739209767.0619218;-31.141103565318915
1739209767.0619223;-31.141103565318915
1739209767.061923;-33.981070128970906
1739209767.0619235;-45.120503652039325
1739209767.0619242;-38.13080360867914
1739209767.061925;-33.981070128970906
1739209767.0619254;-38.13080360867914
1739209767.0619261;-38.13080360867914
1739209767.0619266;-45.120503652039325
1739209767.0619273;-38.13080360867914
1739209767.0619278;-38.13080360867914
1739209767.0619285;-38.13080360867914
1739209767.061929;-35.57807855764607
1739209767.0619297;-38.13080360867914
1739209767.0619302;-45.120503652039325
1739209767.061931;-38.13080360867914
1739209767.0619314;-38.13080360867914
1739209767.061932;-38.13080360867914
1739209767.0619326;-45.120503652039325
1739209767.0619333;-45.120503652039325
1739209767.0619338;-38.13080360867914
1739209767.0619345;-38.13080360867914
1739209767.061935;-45.120503652039325
1739209767.0619357;-45.120503652039325
1739209767.0619361;-38.13080360867914
1739209767.0619369;-35.57807855764607
1739209767.0619373;-38.13080360867914
1739209767.061938;-45.120503652039325
1739209767.0619385;-38.13080360867914
1739209767.0619392;-33.981070128970906
1739209767.0619397;-38.13080360867914
1739209767.0619404;-38.13080360867914
1739209767.061941;-45.120503652039325
1739209767.0619416;-38.13080360867914
1739209767.061942;-32.816014438256545
1739209767.0619428;-38.13080360867914
1739209767.0619433;-45.120503652039325
1739209767.061944;-45.120503652039325
1739209767.0619445;-38.13080360867914
1739209767.0619452;-45.120503652039325
1739209767.061946;-45.120503652039325
1739209767.0619464;-35.57807855764607
1739209767.061947;-38.13080360867914
1739209767.0619476;-45.120503652039325
1739209767.0619483;-45.120503652039325
1739209767.0619488;-45.120503652039325
1739209767.0619495;-38.13080360867914
1739209767.06195;-38.13080360867914
1739209767.0619507;-35.57807855764607
1739209767.0619512;-35.57807855764607
1739209767.0619519;-38.13080360867914
1739209767.0619524;-45.120503652039325
1739209767.061953;-38.13080360867914
1739209767.0619535;-38.13080360867914
1739209767.0619543;-45.120503652039325
1739209767.0619547;-38.13080360867914
1739209767.0619555;-35.57807855764607
1739209767.061956;-38.13080360867914
1739209767.0619566;-45.120503652039325
1739209767.0619571;-38.13080360867914
1739209767.0619578;-45.120503652039325
1739209767.0619583;-45.120503652039325
1739209767.061959;-45.120503652039325
1739209767.0619595;-33.981070128970906
