CAN Message; 0x1a7:00003bbbe51a6676
1739209687.8669033;-45.120503652039325
1739209687.866909;-45.120503652039325
1739209687.866915;-45.120503652039325
1739209687.8669207;-33.981070128970906
1739209687.8669264;-38.13080360867914
1739209687.8669322;-45.120503652039325
1739209687.866938;-45.120503652039325
1739209687.8669438;-45.120503652039325
1739209687.8669496;-45.120503652039325
1739209687.8669553;-38.13080360867914
1739209687.8669612;-35.57807855764607
1739209687.866967;-45.120503652039325
1739209687.8669727;-38.13080360867914
1739209687.8669784;-45.120503652039325
1739209687.8669844;-32.816014438256545
1739209687.86699;-26.487275050834715
1739209687.8669958;-45.120503652039325
1739209687.8670018;-45.120503652039325
1739209687.8670075;-32.816014438256545
1739209687.8670132;-32.816014438256545
1739209687.867019;-45.120503652039325
1739209687.867025;-45.120503652039325
1739209687.8670306;-32.816014438256545
1739209687.8670363;-33.981070128970906
1739209687.867042;-45.120503652039325
1739209687.867048;-45.120503652039325
1739209687.8670537;-45.120503652039325
1739209687.8670595;-45.120503652039325
1739209687.8670654;-38.13080360867914
1739209687.8670712;-38.13080360867914
1739209687.8670769;-33.981070128970906
1739209687.8670826;-30.49652367304973
1739209687.8670886;-45.120503652039325
1739209687.8670943;-45.120503652039325
1739209687.8671;-33.981070128970906
1739209687.8671057;-35.57807855764607
1739209687.8671117;-45.120503652039325
1739209687.8671174;-38.13080360867914
1739209687.8671231;-33.981070128970906
1739209687.867129;-38.13080360867914
1739209687.8671348;-45.120503652039325
1739209687.8671405;-45.120503652039325
1739209687.8671463;-38.13080360867914
1739209687.8671522;-38.13080360867914
1739209687.867158;-38.13080360867914
1739209687.8671637;-45.120503652039325
1739209687.8671694;-45.120503652039325
1739209687.8671753;-31.141103565318915
1739209687.867181;-38.13080360867914
1739209687.8671868;-45.120503652039325
1739209687.8671927;-35.57807855764607
1739209687.8671985;-35.57807855764607
1739209687.8672042;-45.120503652039325
1739209687.86721;-45.120503652039325
1739209687.8672159;-38.13080360867914
1739209687.8672216;-38.13080360867914
1739209687.8672273;-45.120503652039325
1739209687.867233;-38.13080360867914
1739209687.867239;-45.120503652039325
1739209687.8672447;-38.13080360867914
1739209687.8672504;-38.13080360867914
1739209687.8672564;-45.120503652039325
1739209687.8672621;-38.13080360867914
1739209687.8672678;-35.57807855764607
1739209687.8672736;-45.120503652039325
1739209687.8672795;-45.120503652039325
1739209687.8672853;-45.120503652039325
1739209687.867291;-38.13080360867914
1739209687.8672967;-45.120503652039325
1739209687.8673027;-38.13080360867914
1739209687.8673084;-38.13080360867914
1739209687.867314;-33.981070128970906
1739209687.86732;-38.13080360867914
1739209687.8673258;-45.120503652039325
1739209687.8673315;-38.13080360867914
1739209687.8673372;-33.981070128970906
1739209687.8673432;-35.57807855764607
1739209687.867349;-45.120503652039325
1739209687.8673546;-38.13080360867914
1739209687.8673604;-35.57807855764607
1739209687.8673663;-45.120503652039325
1739209687.867372;-45.120503652039325
1739209687.8673778;-38.13080360867914
1739209687.8673837;-45.120503652039325
1739209687.8673894;-38.13080360867914
1739209687.8673952;-38.13080360867914
1739209687.867401;-33.981070128970906
1739209687.8674068;-31.141103565318915
1739209687.8674126;-33.981070128970906
1739209687.8674183;-45.120503652039325
1739209687.867424;-45.120503652039325
1739209687.86743;-45.120503652039325
1739209687.8674357;-45.120503652039325
1739209687.8674414;-45.120503652039325
1739209687.8674474;-38.13080360867914
1739209687.867453;-32.816014438256545
1739209687.8674588;-38.13080360867914
1739209687.8674645;-45.120503652039325
1739209687.8674705;-35.57807855764607
1739209687.8674762;-35.57807855764607
1739209687.867482;-45.120503652039325
1739209687.8674877;-45.120503652039325
1739209687.8674936;-45.120503652039325
1739209687.8674994;-45.120503652039325
1739209687.867505;-45.120503652039325
1739209687.867511;-45.120503652039325
1739209687.8675168;-38.13080360867914
1739209687.8675225;-38.13080360867914
1739209687.8675282;-38.13080360867914
1739209687.8675342;-38.13080360867914
1739209687.86754;-45.120503652039325
1739209687.8675456;-45.120503652039325
1739209687.8675513;-30.49652367304973
1739209687.8675573;-38.13080360867914
1739209687.867563;-45.120503652039325
1739209687.8675687;-45.120503652039325
1739209687.8675747;-38.13080360867914
1739209687.8675804;-35.57807855764607
1739209687.8675861;-45.120503652039325
1739209687.8675919;-38.13080360867914
1739209687.8675978;-45.120503652039325
1739209687.8676035;-45.120503652039325
1739209687.8676093;-45.120503652039325
1739209687.867615;-45.120503652039325
1739209687.867621;-45.120503652039325
1739209687.8676267;-45.120503652039325
1739209687.8676324;-45.120503652039325
1739209687.8676383;-38.13080360867914
1739209687.867644;-33.981070128970906
1739209687.8676498;-35.57807855764607
1739209687.8676555;-38.13080360867914
1739209687.8676615;-35.57807855764607
1739209687.8676672;-32.816014438256545
1739209687.867673;-38.13080360867914
1739209687.8676786;-38.13080360867914
1739209687.8676846;-45.120503652039325
1739209687.8676903;-35.57807855764607
1739209687.867696;-35.57807855764607
1739209687.867702;-45.120503652039325
1739209687.8677077;-45.120503652039325
1739209687.8677135;-45.120503652039325
1739209687.8677192;-45.120503652039325
1739209687.8677251;-38.13080360867914
1739209687.8677309;-45.120503652039325
1739209687.8677366;-45.120503652039325
1739209687.8677423;-45.120503652039325
1739209687.8677483;-35.57807855764607
1739209687.867754;-38.13080360867914
1739209687.8677597;-35.57807855764607
1739209687.8677657;-35.57807855764607
1739209687.8677714;-45.120503652039325
1739209687.867777;-45.120503652039325
1739209687.8677828;-29.438486411369333
1739209687.8677888;-32.816014438256545
1739209687.8677945;-45.120503652039325
1739209687.8678002;-38.13080360867914
1739209687.867806;-38.13080360867914
1739209687.867812;-33.981070128970906
1739209687.8678176;-45.120503652039325
1739209687.8678234;-38.13080360867914
1739209687.8678293;-38.13080360867914
1739209687.867835;-38.13080360867914
1739209687.8678408;-38.13080360867914
1739209687.8678465;-35.57807855764607
1739209687.8678524;-45.120503652039325
1739209687.8678582;-45.120503652039325
1739209687.867864;-32.816014438256545
1739209687.8678696;-38.13080360867914
1739209687.8678756;-31.141103565318893
1739209687.8678813;-29.438486411369333
1739209687.867887;-38.13080360867914
1739209687.867893;-38.13080360867914
1739209687.8678987;-38.13080360867914
1739209687.8679044;-35.57807855764607
1739209687.8679101;-45.120503652039325
1739209687.867916;-35.57807855764607
1739209687.8679218;-45.120503652039325
1739209687.8679276;-45.120503652039325
1739209687.8679333;-35.57807855764607
1739209687.8679392;-35.57807855764607
1739209687.867945;-45.120503652039325
1739209687.8679507;-45.120503652039325
1739209687.8679566;-45.120503652039325
1739209687.8679624;-45.120503652039325
1739209687.867968;-45.120503652039325
1739209687.8679738;-45.120503652039325
1739209687.8679798;-38.13080360867914
1739209687.8679855;-35.57807855764607
1739209687.8679912;-38.13080360867914
1739209687.867997;-45.120503652039325
1739209687.868003;-38.13080360867914
1739209687.8680086;-45.120503652039325
1739209687.8680143;-38.13080360867914
1739209687.8680203;-28.58837851428586
1739209687.868026;-45.120503652039325
1739209687.8680317;-38.13080360867914
1739209687.8680375;-35.57807855764607
1739209687.8680434;-35.57807855764607
1739209687.8680491;-38.13080360867914
1739209687.8680549;-32.816014438256545
1739209687.8680606;-45.120503652039325
1739209687.8680665;-33.981070128970956
1739209687.8680723;-45.120503652039325
1739209687.868078;-38.13080360867914
1739209687.868084;-45.120503652039325
1739209687.8680897;-45.120503652039325
1739209687.8680954;-38.13080360867914
1739209687.8681011;-38.13080360867914
1739209687.868107;-38.13080360867914
1739209687.8681128;-33.981070128970906
1739209687.8681185;-45.120503652039325
1739209687.8681242;-45.120503652039325
1739209687.8681302;-45.120503652039325
1739209687.868136;-45.120503652039325
1739209687.8681417;-38.13080360867914
1739209687.8681476;-38.13080360867914
1739209687.8681533;-45.120503652039325
1739209687.868159;-38.13080360867914
1739209687.8681648;-38.13080360867914
1739209687.8681707;-45.120503652039325
1739209687.8681765;-45.120503652039325
1739209687.8681822;-38.13080360867914
1739209687.868188;-38.13080360867914
1739209687.8681939;-33.981070128970906
1739209687.8681996;-38.13080360867914
1739209687.8682053;-38.13080360867914
1739209687.8682113;-38.13080360867914
1739209687.868217;-38.13080360867914
1739209687.8682227;-45.120503652039325
1739209687.8682284;-45.120503652039325
1739209687.8682344;-35.57807855764607
1739209687.86824;-35.57807855764607
1739209687.8682458;-38.13080360867914
1739209687.8682516;-38.13080360867914
1739209687.8682575;-38.13080360867914
1739209687.8682632;-45.120503652039325
1739209687.868269;-38.13080360867914
1739209687.868275;-35.57807855764607
1739209687.8682806;-31.141103565318915
1739209687.8682864;-35.57807855764607
1739209687.868292;-38.13080360867914
1739209687.868298;-38.13080360867914
1739209687.8683038;-38.13080360867914
1739209687.8683095;-38.13080360867914
1739209687.8683152;-38.13080360867914
1739209687.8683212;-45.120503652039325
1739209687.868327;-38.13080360867914
1739209687.8683326;-32.816014438256545
1739209687.8683386;-45.120503652039325
1739209687.8683443;-38.13080360867914
1739209687.86835;-33.981070128970906
1739209687.8683558;-35.57807855764607
1739209687.8683617;-38.13080360867914
1739209687.8683674;-35.57807855764607
1739209687.8683732;-31.141103565318915
1739209687.8683789;-45.120503652039325
1739209687.8683848;-45.120503652039325
1739209687.8683906;-38.13080360867914
1739209687.8683963;-38.13080360867914
1739209687.8684022;-45.120503652039325
1739209687.868408;-45.120503652039325
1739209687.8684137;-45.120503652039325
1739209687.8684194;-38.13080360867914
1739209687.8684254;-35.57807855764607
1739209687.868431;-45.120503652039325
1739209687.8684368;-38.13080360867914
1739209687.8684425;-38.13080360867914
1739209687.8684485;-38.13080360867914
1739209687.8684542;-38.13080360867914
1739209687.86846;-38.13080360867914
1739209687.868466;-35.57807855764607
1739209687.8684716;-35.57807855764607
1739209687.8684773;-45.120503652039325
1739209687.868483;-38.13080360867914
1739209687.868489;-33.981070128970906
1739209687.8684947;-38.13080360867914
1739209687.8685005;-45.120503652039325
1739209687.8685062;-45.120503652039325
1739209687.8685122;-38.13080360867914
1739209687.8685179;-38.13080360867914
1739209687.8685236;-38.13080360867914
1739209687.8685296;-45.120503652039325
1739209687.8685353;-45.120503652039325
1739209687.868541;-45.120503652039325
1739209687.8685467;-45.120503652039325
1739209687.8685527;-38.13080360867914
1739209687.8685584;-45.120503652039325
1739209687.8685641;-45.120503652039325
1739209687.8685699;-38.13080360867914
1739209687.8685758;-38.13080360867914
1739209687.8685815;-33.981070128970906
1739209687.8685873;-38.13080360867914
1739209687.8685932;-38.13080360867914
1739209687.868599;-45.120503652039325
1739209687.8686047;-38.13080360867914
1739209687.8686104;-38.13080360867914
1739209687.8686163;-45.120503652039325
1739209687.868622;-45.120503652039325
1739209687.8686278;-38.13080360867914
1739209687.8686335;-38.13080360867914
1739209687.8686395;-38.13080360867914
1739209687.8686452;-45.120503652039325
1739209687.868651;-45.120503652039325
1739209687.8686569;-38.13080360867914
1739209687.8686626;-38.13080360867914
1739209687.8686683;-38.13080360867914
1739209687.868674;-35.57807855764607
1739209687.86868;-35.57807855764607
1739209687.8686857;-45.120503652039325
1739209687.8686914;-38.13080360867914
1739209687.8686972;-33.981070128970906
1739209687.8687031;-45.120503652039325
1739209687.8687088;-45.120503652039325
1739209687.8687146;-45.120503652039325
1739209687.8687205;-35.57807855764607
1739209687.8687263;-35.57807855764607
1739209687.868732;-45.120503652039325
1739209687.8687377;-38.13080360867914
1739209687.8687437;-38.13080360867914
1739209687.8687494;-35.57807855764607
1739209687.868755;-45.120503652039325
1739209687.8687608;-38.13080360867914
1739209687.8687668;-38.13080360867914
1739209687.8687725;-45.120503652039325
1739209687.8687782;-38.13080360867914
1739209687.8687842;-35.57807855764607
1739209687.86879;-45.120503652039325
1739209687.8687956;-45.120503652039325
1739209687.8688014;-33.981070128970906
1739209687.8688073;-45.120503652039325
1739209687.868813;-27.8777449560314
1739209687.8688188;-30.49652367304973
1739209687.8688245;-38.13080360867914
1739209687.8688304;-38.13080360867914
1739209687.8688362;-45.120503652039325
1739209687.868842;-45.120503652039325
1739209687.8688478;-45.120503652039325
1739209687.8688536;-38.13080360867914
1739209687.8688593;-45.120503652039325
1739209687.868865;-45.120503652039325
1739209687.868871;-38.13080360867914
1739209687.8688767;-38.13080360867914
1739209687.8688824;-38.13080360867914
1739209687.8688881;-45.120503652039325
1739209687.868894;-35.57807855764607
1739209687.8688998;-35.57807855764607
1739209687.8689055;-45.120503652039325
1739209687.8689113;-45.120503652039325
1739209687.8689172;-38.13080360867914
1739209687.868923;-45.120503652039325
1739209687.8689287;-45.120503652039325
1739209687.8689346;-45.120503652039325
1739209687.8689404;-38.13080360867914
1739209687.868946;-45.120503652039325
1739209687.8689518;-29.438486411369333
1739209687.8689578;-31.141103565318893
1739209687.8689635;-45.120503652039325
1739209687.8689692;-45.120503652039325
1739209687.868975;-35.57807855764607
1739209687.868981;-33.981070128970906
1739209687.8689866;-45.120503652039325
1739209687.8689923;-38.13080360867914
1739209687.8689983;-45.120503652039325
1739209687.869004;-45.120503652039325
1739209687.8690097;-38.13080360867914
1739209687.8690155;-45.120503652039325
1739209687.8690214;-45.120503652039325
1739209687.8690271;-38.13080360867914
1739209687.8690329;-38.13080360867914
1739209687.8690386;-45.120503652039325
1739209687.8690445;-35.57807855764607
1739209687.8690503;-30.49652367304973
1739209687.869056;-38.13080360867914
1739209687.869062;-38.13080360867914
1739209687.8690677;-32.816014438256545
1739209687.8690734;-38.13080360867914
1739209687.869079;-45.120503652039325
1739209687.869085;-32.816014438256545
1739209687.8690908;-45.120503652039325
1739209687.8690965;-38.13080360867914
1739209687.8691022;-35.57807855764607
1739209687.8691082;-38.13080360867914
1739209687.869114;-38.13080360867914
1739209687.8691196;-38.13080360867914
1739209687.8691256;-35.57807855764607
1739209687.8691313;-45.120503652039325
1739209687.869137;-35.57807855764607
1739209687.8691428;-38.13080360867914
1739209687.8691487;-45.120503652039325
1739209687.8691545;-35.57807855764607
1739209687.8691602;-38.13080360867914
1739209687.869166;-38.13080360867914
1739209687.8691719;-45.120503652039325
1739209687.8691776;-45.120503652039325
1739209687.8691833;-45.120503652039325
1739209687.8691893;-45.120503652039325
1739209687.869195;-38.13080360867914
1739209687.8692007;-45.120503652039325
1739209687.8692064;-45.120503652039325
1739209687.8692124;-45.120503652039325
1739209687.869218;-32.816014438256545
1739209687.8692238;-38.13080360867914
1739209687.8692296;-38.13080360867914
1739209687.8692355;-45.120503652039325
1739209687.8692412;-38.13080360867914
1739209687.869247;-45.120503652039325
1739209687.869253;-45.120503652039325
1739209687.8692586;-45.120503652039325
1739209687.8692644;-35.57807855764607
1739209687.86927;-35.57807855764607
1739209687.869276;-45.120503652039325
1739209687.8692818;-32.816014438256545
1739209687.8692875;-38.13080360867914
1739209687.8692932;-45.120503652039325
1739209687.8692992;-45.120503652039325
1739209687.869305;-38.13080360867914
1739209687.8693106;-38.13080360867914
1739209687.8693166;-45.120503652039325
1739209687.8693223;-45.120503652039325
1739209687.869328;-38.13080360867914
1739209687.8693337;-45.120503652039325
1739209687.8693397;-45.120503652039325
1739209687.8693454;-38.13080360867914
1739209687.8693511;-45.120503652039325
1739209687.8693569;-38.13080360867914
1739209687.8693628;-38.13080360867914
1739209687.8693686;-38.13080360867914
1739209687.8693743;-45.120503652039325
1739209687.8693802;-38.13080360867914
1739209687.869386;-38.13080360867914
1739209687.8693917;-45.120503652039325
1739209687.8693974;-38.13080360867914
1739209687.8694034;-38.13080360867914
1739209687.869409;-45.120503652039325
1739209687.8694148;-45.120503652039325
1739209687.8694205;-35.57807855764607
1739209687.8694265;-38.13080360867914
1739209687.8694322;-45.120503652039325
1739209687.869438;-38.13080360867914
1739209687.869444;-38.13080360867914
1739209687.8694496;-45.120503652039325
1739209687.8694553;-45.120503652039325
1739209687.869461;-35.57807855764607
1739209687.869467;-45.120503652039325
1739209687.8694727;-38.13080360867914
1739209687.8694785;-45.120503652039325
1739209687.8694842;-38.13080360867914
1739209687.8694901;-38.13080360867914
1739209687.8694959;-45.120503652039325
1739209687.8695016;-45.120503652039325
1739209687.8695076;-45.120503652039325
1739209687.8695133;-35.57807855764607
1739209687.869519;-38.13080360867914
1739209687.8695247;-45.120503652039325
1739209687.8695307;-45.120503652039325
1739209687.8695364;-38.13080360867914
1739209687.8695421;-35.57807855764607
1739209687.8695478;-45.120503652039325
1739209687.8695538;-38.13080360867914
1739209687.8695595;-38.13080360867914
1739209687.8695652;-38.13080360867914
1739209687.8695712;-45.120503652039325
1739209687.869577;-38.13080360867914
1739209687.8695827;-38.13080360867914
1739209687.8695884;-45.120503652039325
1739209687.8695943;-45.120503652039325
1739209687.8696;-38.13080360867914
1739209687.8696058;-35.57807855764607
1739209687.8696115;-38.13080360867914
1739209687.8696175;-45.120503652039325
1739209687.8696232;-38.13080360867914
1739209687.869629;-38.13080360867914
1739209687.8696349;-33.981070128970906
1739209687.8696406;-38.13080360867914
1739209687.8696463;-38.13080360867914
1739209687.869652;-45.120503652039325
1739209687.869658;-35.57807855764607
1739209687.8696637;-38.13080360867914
1739209687.8696694;-38.13080360867914
1739209687.8696752;-38.13080360867914
1739209687.8696811;-38.13080360867914
1739209687.8696868;-45.120503652039325
1739209687.8696926;-38.13080360867914
1739209687.8696985;-38.13080360867914
1739209687.8697042;-45.120503652039325
1739209687.86971;-45.120503652039325
1739209687.8697157;-38.13080360867914
1739209687.8697217;-38.13080360867914
1739209687.8697274;-38.13080360867914
1739209687.869733;-45.120503652039325
1739209687.8697388;-33.981070128970906
1739209687.8697448;-38.13080360867914
1739209687.8697505;-35.57807855764607
1739209687.8697562;-38.13080360867914
1739209687.8697622;-38.13080360867914
1739209687.869768;-45.120503652039325
1739209687.8697736;-38.13080360867914
1739209687.8697793;-45.120503652039325
1739209687.8697853;-38.13080360867914
1739209687.869791;-32.816014438256545
1739209687.8697968;-45.120503652039325
1739209687.8698025;-45.120503652039325
1739209687.8698084;-38.13080360867914
1739209687.8698142;-33.981070128970906
1739209687.8698199;-38.13080360867914
1739209687.8698258;-45.120503652039325
1739209687.8698316;-38.13080360867914
1739209687.8698373;-38.13080360867914
1739209687.869843;-32.816014438256545
1739209687.869849;-38.13080360867914
1739209687.8698547;-38.13080360867914
1739209687.8698604;-33.981070128970906
1739209687.8698661;-45.120503652039325
1739209687.869872;-45.120503652039325
1739209687.8698778;-38.13080360867914
1739209687.8698835;-31.141103565318893
1739209687.8698895;-31.141103565318943
1739209687.8698952;-45.120503652039325
1739209687.869901;-33.981070128970906
1739209687.8699067;-38.13080360867914
1739209687.8699126;-45.120503652039325
1739209687.8699183;-45.120503652039325
1739209687.869924;-35.57807855764607
1739209687.8699298;-45.120503652039325
1739209687.8699358;-29.438486411369333
1739209687.8699415;-29.438486411369333
1739209687.8699472;-45.120503652039325
1739209687.8699532;-38.13080360867914
1739209687.8699589;-45.120503652039325
1739209687.8699646;-38.13080360867914
1739209687.8699703;-35.57807855764607
1739209687.8699763;-35.57807855764607
1739209687.869982;-45.120503652039325
1739209687.8699877;-45.120503652039325
1739209687.8699934;-38.13080360867914
1739209687.8699994;-45.120503652039325
1739209687.8700051;-38.13080360867914
1739209687.8700109;-45.120503652039325
1739209687.8700168;-33.981070128970906
1739209687.8700225;-45.120503652039325
1739209687.8700283;-32.816014438256545
1739209687.870034;-29.438486411369333
1739209687.87004;-38.13080360867914
1739209687.8700457;-32.816014438256545
1739209687.8700514;-38.13080360867914
1739209687.870057;-35.57807855764607
1739209687.870063;-38.13080360867914
1739209687.8700688;-31.141103565318893
1739209687.8700745;-45.120503652039325
1739209687.8700805;-33.981070128970956
1739209687.8700862;-35.57807855764607
1739209687.870092;-38.13080360867914
1739209687.8700976;-45.120503652039325
1739209687.8701036;-45.120503652039325
1739209687.8701093;-33.981070128970906
1739209687.870115;-38.13080360867914
1739209687.8701208;-38.13080360867914
1739209687.8701267;-32.816014438256545
1739209687.8701324;-38.13080360867914
1739209687.8701382;-38.13080360867914
1739209687.8701441;-45.120503652039325
1739209687.8701499;-38.13080360867914
1739209687.8701556;-38.13080360867914
1739209687.8701613;-38.13080360867914
1739209687.8701673;-45.120503652039325
1739209687.870173;-45.120503652039325
1739209687.8701787;-33.981070128970906
1739209687.8701844;-38.13080360867914
1739209687.8701904;-45.120503652039325
1739209687.870196;-45.120503652039325
1739209687.8702018;-38.13080360867914
1739209687.8702078;-38.13080360867914
1739209687.8702135;-45.120503652039325
1739209687.8702192;-33.981070128970956
1739209687.870225;-45.120503652039325
1739209687.870231;-38.13080360867914
1739209687.8702366;-38.13080360867914
1739209687.8702424;-45.120503652039325
1739209687.870248;-38.13080360867914
1739209687.870254;-45.120503652039325
1739209687.8702598;-38.13080360867914
1739209687.8702655;-26.991370085610722
1739209687.8702714;-35.57807855764607
1739209687.8702772;-38.13080360867914
1739209687.870283;-45.120503652039325
1739209687.8702886;-38.13080360867914
1739209687.8702946;-35.57807855764607
1739209687.8703003;-38.13080360867914
1739209687.870306;-45.120503652039325
1739209687.8703117;-33.981070128970956
1739209687.8703177;-45.120503652039325
1739209687.8703234;-45.120503652039325
1739209687.8703291;-45.120503652039325
1739209687.870335;-45.120503652039325
1739209687.8703408;-38.13080360867914
1739209687.8703465;-38.13080360867914
1739209687.8703523;-45.120503652039325
1739209687.8703582;-31.141103565318915
1739209687.870364;-38.13080360867914
1739209687.8703697;-45.120503652039325
1739209687.8703754;-38.13080360867914
1739209687.8703814;-45.120503652039325
1739209687.870387;-38.13080360867914
1739209687.8703928;-38.13080360867914
1739209687.8703988;-33.981070128970906
1739209687.8704045;-45.120503652039325
1739209687.8704102;-45.120503652039325
1739209687.870416;-38.13080360867914
1739209687.870422;-45.120503652039325
1739209687.8704276;-38.13080360867914
1739209687.8704333;-38.13080360867914
1739209687.870439;-38.13080360867914
1739209687.870445;-38.13080360867914
1739209687.8704507;-45.120503652039325
1739209687.8704565;-45.120503652039325
1739209687.8704624;-45.120503652039325
1739209687.8704681;-38.13080360867914
1739209687.8704739;-45.120503652039325
1739209687.8704796;-45.120503652039325
1739209687.8704855;-45.120503652039325
