CAN Message; 0x1b8:03005cedd3f8fc9d
1739209689.8824036;-45.120503652039325
1739209689.8824134;-45.120503652039325
1739209689.8824232;-45.120503652039325
1739209689.882433;-38.13080360867914
1739209689.8824427;-45.120503652039325
1739209689.8824525;-28.992665084841942
1739209689.8824623;-35.57807855764607
1739209689.882472;-35.57807855764607
1739209689.8824818;-35.57807855764607
1739209689.8824916;-38.13080360867914
1739209689.8825014;-45.120503652039325
1739209689.8904173;-45.120503652039325
1739209689.8904176;-38.13080360867914
1739209689.890418;-38.13080360867914
1739209689.8904183;-38.13080360867914
1739209689.8904185;-35.57807855764607
1739209689.8904188;-38.13080360867914
1739209689.890419;-38.13080360867914
1739209689.8904192;-31.141103565318893
1739209689.8904197;-38.13080360867914
1739209689.89042;-45.120503652039325
1739209689.8904202;-45.120503652039325
1739209689.8904204;-45.120503652039325
1739209689.8904207;-45.120503652039325
1739209689.890421;-45.120503652039325
1739209689.8904214;-45.120503652039325
1739209689.8904216;-45.120503652039325
1739209689.8904219;-38.13080360867914
1739209689.890422;-38.13080360867914
1739209689.8904223;-33.981070128970906
1739209689.8904226;-45.120503652039325
1739209689.890423;-38.13080360867914
1739209689.8904233;-38.13080360867914
1739209689.8904235;-45.120503652039325
1739209689.8904238;-45.120503652039325
1739209689.890424;-38.13080360867914
1739209689.8904243;-35.57807855764607
1739209689.8904247;-38.13080360867914
1739209689.890425;-28.58837851428586
1739209689.8904252;-31.141103565318915
1739209689.8904254;-45.120503652039325
1739209689.8904257;-45.120503652039325
1739209689.8904262;-38.13080360867914
1739209689.8904264;-35.57807855764607
1739209689.8904266;-38.13080360867914
1739209689.8904269;-38.13080360867914
1739209689.890427;-38.13080360867914
1739209689.8904274;-38.13080360867914
1739209689.8904278;-35.57807855764607
1739209689.890428;-38.13080360867914
1739209689.8904283;-38.13080360867914
1739209689.8904285;-38.13080360867914
1739209689.8904288;-35.57807855764607
1739209689.890429;-38.13080360867914
1739209689.8904295;-31.141103565318915
1739209689.8904297;-31.141103565318915
1739209689.89043;-45.120503652039325
1739209689.8904302;-45.120503652039325
1739209689.8904305;-32.816014438256545
1739209689.8904307;-45.120503652039325
1739209689.8904312;-45.120503652039325
1739209689.8904314;-33.981070128970906
1739209689.8904316;-35.57807855764607
1739209689.890432;-33.981070128970906
1739209689.8904321;-45.120503652039325
1739209689.8904326;-45.120503652039325
1739209689.8904328;-38.13080360867914
1739209689.890433;-45.120503652039325
1739209689.8904333;-35.57807855764607
1739209689.8904335;-38.13080360867914
1739209689.8904338;-38.13080360867914
1739209689.8904343;-38.13080360867914
1739209689.8904345;-45.120503652039325
1739209689.8904347;-45.120503652039325
1739209689.890435;-38.13080360867914
1739209689.8904352;-45.120503652039325
1739209689.8904355;-45.120503652039325
1739209689.890436;-45.120503652039325
1739209689.8904362;-38.13080360867914
1739209689.8904364;-31.141103565318915
1739209689.8904366;-38.13080360867914
1739209689.890437;-38.13080360867914
1739209689.8904371;-45.120503652039325
1739209689.8904376;-38.13080360867914
1739209689.8904378;-45.120503652039325
1739209689.890438;-45.120503652039325
1739209689.8904383;-38.13080360867914
1739209689.8904386;-33.981070128970906
1739209689.8904388;-45.120503652039325
1739209689.8904393;-45.120503652039325
1739209689.8904395;-38.13080360867914
1739209689.8904397;-38.13080360867914
1739209689.89044;-38.13080360867914
1739209689.8904402;-38.13080360867914
1739209689.8904407;-38.13080360867914
1739209689.890441;-28.58837851428586
1739209689.8904412;-45.120503652039325
1739209689.8904414;-38.13080360867914
1739209689.8904417;-38.13080360867914
1739209689.890442;-38.13080360867914
1739209689.8904424;-35.57807855764607
1739209689.8904426;-35.57807855764607
1739209689.8904428;-38.13080360867914
1739209689.890443;-33.981070128970906
1739209689.8904433;-35.57807855764607
1739209689.8904436;-38.13080360867914
1739209689.890444;-38.13080360867914
1739209689.8904443;-45.120503652039325
1739209689.8904445;-45.120503652039325
1739209689.8904448;-45.120503652039325
1739209689.890445;-38.13080360867914
1739209689.8904452;-38.13080360867914
1739209689.8904457;-45.120503652039325
1739209689.890446;-45.120503652039325
1739209689.8904462;-38.13080360867914
1739209689.8904464;-38.13080360867914
1739209689.8904467;-45.120503652039325
1739209689.890447;-38.13080360867914
1739209689.8904474;-38.13080360867914
1739209689.8904476;-45.120503652039325
1739209689.8904479;-45.120503652039325
1739209689.890448;-45.120503652039325
1739209689.8904483;-45.120503652039325
1739209689.8904488;-38.13080360867914
1739209689.890449;-38.13080360867914
1739209689.8904493;-38.13080360867914
1739209689.8904495;-45.120503652039325
1739209689.8904498;-33.981070128970906
1739209689.89045;-45.120503652039325
1739209689.8904505;-38.13080360867914
1739209689.8904507;-35.57807855764607
1739209689.890451;-45.120503652039325
1739209689.8904512;-45.120503652039325
1739209689.8904514;-45.120503652039325
1739209689.8904517;-45.120503652039325
1739209689.8904521;-38.13080360867914
1739209689.8904524;-45.120503652039325
1739209689.8904526;-38.13080360867914
1739209689.8904529;-45.120503652039325
1739209689.890453;-38.13080360867914
1739209689.8904533;-35.57807855764607
1739209689.8904538;-45.120503652039325
1739209689.890454;-38.13080360867914
1739209689.8904543;-35.57807855764607
1739209689.8904545;-45.120503652039325
1739209689.8904548;-38.13080360867914
1739209689.8904552;-45.120503652039325
1739209689.8904555;-38.13080360867914
1739209689.8904557;-45.120503652039325
1739209689.890456;-45.120503652039325
1739209689.8904562;-45.120503652039325
1739209689.8904564;-45.120503652039325
1739209689.890457;-38.13080360867914
1739209689.8904572;-45.120503652039325
1739209689.8904574;-45.120503652039325
1739209689.8904576;-38.13080360867914
1739209689.8904579;-45.120503652039325
1739209689.890458;-45.120503652039325
1739209689.8904586;-35.57807855764607
1739209689.8904588;-38.13080360867914
1739209689.890459;-35.57807855764607
1739209689.8904593;-45.120503652039325
1739209689.8904595;-38.13080360867914
1739209689.8904598;-45.120503652039325
1739209689.8904603;-38.13080360867914
1739209689.8904605;-38.13080360867914
1739209689.8904607;-35.57807855764607
1739209689.890461;-38.13080360867914
1739209689.8904612;-45.120503652039325
1739209689.8904614;-38.13080360867914
1739209689.890462;-35.57807855764607
1739209689.8904622;-35.57807855764607
1739209689.8904624;-38.13080360867914
1739209689.8904626;-45.120503652039325
1739209689.8904629;-45.120503652039325
1739209689.8904634;-38.13080360867914
1739209689.8904636;-32.816014438256545
1739209689.8904638;-38.13080360867914
1739209689.890464;-38.13080360867914
1739209689.8904643;-45.120503652039325
1739209689.8904645;-45.120503652039325
1739209689.890465;-33.981070128970906
1739209689.8904653;-38.13080360867914
1739209689.8904655;-45.120503652039325
1739209689.8904657;-45.120503652039325
1739209689.890466;-38.13080360867914
1739209689.8904662;-38.13080360867914
1739209689.8904667;-45.120503652039325
1739209689.890467;-45.120503652039325
1739209689.8904672;-38.13080360867914
1739209689.8904674;-38.13080360867914
1739209689.8904676;-38.13080360867914
1739209689.890468;-45.120503652039325
1739209689.8904684;-45.120503652039325
1739209689.8904686;-45.120503652039325
1739209689.8904688;-38.13080360867914
1739209689.890469;-35.57807855764607
1739209689.8904693;-38.13080360867914
1739209689.8904696;-38.13080360867914
1739209689.89047;-45.120503652039325
1739209689.8904703;-32.816014438256545
1739209689.8904705;-35.57807855764607
1739209689.8904707;-38.13080360867914
1739209689.890471;-45.120503652039325
1739209689.8904715;-38.13080360867914
1739209689.8904717;-35.57807855764607
1739209689.890472;-38.13080360867914
1739209689.8904722;-38.13080360867914
1739209689.8904724;-38.13080360867914
1739209689.8904727;-45.120503652039325
1739209689.8904731;-38.13080360867914
1739209689.8904734;-38.13080360867914
1739209689.8904736;-45.120503652039325
1739209689.8904738;-38.13080360867914
1739209689.890474;-45.120503652039325
1739209689.8904743;-45.120503652039325
1739209689.8904748;-28.992665084841942
1739209689.890475;-33.981070128970906
1739209689.8904753;-45.120503652039325
1739209689.8904755;-38.13080360867914
1739209689.8904757;-38.13080360867914
1739209689.890476;-38.13080360867914
1739209689.8904765;-45.120503652039325
1739209689.8904767;-38.13080360867914
1739209689.890477;-33.981070128970956
1739209689.8825111;-45.120503652039325
1739209689.882521;-38.13080360867914
1739209689.8825307;-31.141103565318915
1739209689.8825405;-45.120503652039325
1739209689.8825502;-38.13080360867914
1739209689.88256;-45.120503652039325
1739209689.8825698;-38.13080360867914
1739209689.8825796;-45.120503652039325
1739209689.8825893;-45.120503652039325
1739209689.882599;-38.13080360867914
1739209689.882609;-45.120503652039325
1739209689.8826187;-45.120503652039325
1739209689.8826284;-45.120503652039325
1739209689.8826382;-45.120503652039325
1739209689.882648;-45.120503652039325
1739209689.8826578;-45.120503652039325
1739209689.8826675;-33.981070128970906
1739209689.8826773;-35.57807855764607
1739209689.8826869;-32.816014438256545
1739209689.8826966;-38.13080360867914
1739209689.8827064;-38.13080360867914
1739209689.8827162;-38.13080360867914
1739209689.882726;-38.13080360867914
1739209689.8827357;-45.120503652039325
1739209689.8827455;-38.13080360867914
1739209689.8827553;-35.57807855764607
1739209689.882765;-32.816014438256545
1739209689.8827748;-38.13080360867914
1739209689.8827846;-38.13080360867914
1739209689.8827944;-45.120503652039325
1739209689.8828042;-38.13080360867914
1739209689.882814;-35.57807855764607
1739209689.8828237;-38.13080360867914
1739209689.8828335;-38.13080360867914
1739209689.8828433;-38.13080360867914
1739209689.882853;-45.120503652039325
1739209689.8828628;-38.13080360867914
1739209689.8828726;-38.13080360867914
1739209689.8828824;-38.13080360867914
1739209689.8828921;-45.120503652039325
1739209689.882902;-38.13080360867914
1739209689.8829117;-45.120503652039325
1739209689.8829215;-35.57807855764607
1739209689.8829312;-38.13080360867914
1739209689.882941;-45.120503652039325
1739209689.8829508;-38.13080360867914
1739209689.8829606;-32.816014438256545
1739209689.8829703;-45.120503652039325
1739209689.88298;-45.120503652039325
1739209689.88299;-45.120503652039325
1739209689.8829997;-38.13080360867914
1739209689.8830094;-45.120503652039325
1739209689.8830192;-45.120503652039325
1739209689.883029;-38.13080360867914
1739209689.8830388;-45.120503652039325
1739209689.8830485;-35.57807855764607
1739209689.8830583;-38.13080360867914
1739209689.883068;-38.13080360867914
1739209689.8830779;-35.57807855764607
1739209689.8830876;-33.981070128970906
1739209689.8830974;-38.13080360867914
1739209689.8831072;-35.57807855764607
1739209689.883117;-35.57807855764607
1739209689.8831267;-45.120503652039325
1739209689.8831365;-38.13080360867914
1739209689.8831463;-38.13080360867914
1739209689.883156;-38.13080360867914
1739209689.8831658;-45.120503652039325
1739209689.8831756;-45.120503652039325
1739209689.8831854;-45.120503652039325
1739209689.8831952;-38.13080360867914
1739209689.883205;-45.120503652039325
1739209689.8832147;-45.120503652039325
1739209689.8832245;-35.57807855764607
1739209689.8832343;-38.13080360867914
1739209689.883244;-32.816014438256545
1739209689.8832538;-38.13080360867914
1739209689.8832636;-45.120503652039325
1739209689.8832734;-38.13080360867914
1739209689.8832831;-38.13080360867914
1739209689.883293;-38.13080360867914
1739209689.8833027;-45.120503652039325
1739209689.8833125;-45.120503652039325
1739209689.8833222;-45.120503652039325
1739209689.883332;-45.120503652039325
1739209689.8833418;-45.120503652039325
1739209689.8833516;-45.120503652039325
1739209689.8833613;-45.120503652039325
1739209689.883371;-45.120503652039325
1739209689.883381;-38.13080360867914
1739209689.8833907;-35.57807855764607
1739209689.8834004;-45.120503652039325
1739209689.8834102;-45.120503652039325
1739209689.88342;-38.13080360867914
1739209689.8834298;-38.13080360867914
1739209689.8834395;-35.57807855764607
1739209689.8834493;-38.13080360867914
1739209689.883459;-45.120503652039325
1739209689.8834689;-38.13080360867914
1739209689.8834786;-27.8777449560314
1739209689.8834884;-35.57807855764607
1739209689.8834982;-45.120503652039325
1739209689.883508;-38.13080360867914
1739209689.8835177;-32.816014438256545
1739209689.8835275;-35.57807855764607
1739209689.8835373;-45.120503652039325
1739209689.883547;-38.13080360867914
1739209689.8835568;-38.13080360867914
1739209689.8835666;-45.120503652039325
1739209689.8835764;-38.13080360867914
1739209689.8835862;-38.13080360867914
1739209689.8835957;-38.13080360867914
1739209689.8836055;-38.13080360867914
1739209689.8836153;-38.13080360867914
1739209689.883625;-33.981070128970906
1739209689.8836348;-45.120503652039325
1739209689.8836446;-45.120503652039325
1739209689.8836544;-45.120503652039325
1739209689.8836641;-38.13080360867914
1739209689.883674;-38.13080360867914
1739209689.8836837;-38.13080360867914
1739209689.8836935;-45.120503652039325
1739209689.8837032;-38.13080360867914
1739209689.883713;-27.8777449560314
1739209689.8837228;-33.981070128970906
1739209689.8837326;-45.120503652039325
1739209689.8837423;-38.13080360867914
1739209689.883752;-35.57807855764607
1739209689.883762;-38.13080360867914
1739209689.8837717;-45.120503652039325
1739209689.8837814;-35.57807855764607
1739209689.8837912;-45.120503652039325
1739209689.883801;-38.13080360867914
1739209689.8838108;-45.120503652039325
1739209689.8838205;-38.13080360867914
1739209689.8838303;-45.120503652039325
1739209689.88384;-38.13080360867914
1739209689.8838499;-45.120503652039325
1739209689.8838596;-38.13080360867914
1739209689.8838694;-38.13080360867914
1739209689.8838792;-45.120503652039325
1739209689.883889;-45.120503652039325
1739209689.8838987;-38.13080360867914
1739209689.8839085;-38.13080360867914
1739209689.8839183;-38.13080360867914
1739209689.883928;-38.13080360867914
1739209689.8839378;-38.13080360867914
1739209689.8839476;-35.57807855764607
1739209689.8839574;-35.57807855764607
1739209689.8839672;-45.120503652039325
1739209689.883977;-45.120503652039325
1739209689.8839867;-45.120503652039325
1739209689.8839965;-33.981070128970906
1739209689.8840063;-45.120503652039325
1739209689.884016;-38.13080360867914
1739209689.8840258;-35.57807855764607
1739209689.8840356;-38.13080360867914
1739209689.8840454;-45.120503652039325
1739209689.8840551;-38.13080360867914
1739209689.884065;-30.49652367304973
1739209689.8840747;-33.981070128970906
1739209689.8840845;-45.120503652039325
1739209689.8840942;-45.120503652039325
1739209689.884104;-45.120503652039325
1739209689.8841138;-33.981070128970906
1739209689.8841236;-38.13080360867914
1739209689.8841333;-38.13080360867914
1739209689.884143;-38.13080360867914
1739209689.884153;-45.120503652039325
1739209689.8841627;-45.120503652039325
1739209689.8841724;-45.120503652039325
1739209689.8841822;-38.13080360867914
1739209689.884192;-33.981070128970906
1739209689.8842018;-38.13080360867914
1739209689.8842115;-38.13080360867914
1739209689.8842213;-33.981070128970906
1739209689.884231;-38.13080360867914
1739209689.8842409;-38.13080360867914
1739209689.8842506;-38.13080360867914
1739209689.8842604;-45.120503652039325
1739209689.8842702;-38.13080360867914
1739209689.88428;-38.13080360867914
1739209689.8842897;-38.13080360867914
1739209689.8842995;-45.120503652039325
1739209689.8843093;-38.13080360867914
1739209689.884319;-38.13080360867914
1739209689.8843288;-38.13080360867914
1739209689.8843386;-45.120503652039325
1739209689.8843484;-45.120503652039325
1739209689.8843582;-33.981070128970906
1739209689.884368;-33.981070128970906
1739209689.8843777;-45.120503652039325
1739209689.8843875;-38.13080360867914
1739209689.8843973;-35.57807855764607
1739209689.884407;-45.120503652039325
1739209689.8844168;-45.120503652039325
1739209689.8844266;-27.267205301931607
1739209689.8844364;-33.981070128970906
1739209689.8844461;-45.120503652039325
1739209689.884456;-45.120503652039325
1739209689.8844657;-38.13080360867914
1739209689.8844755;-38.13080360867914
1739209689.8844852;-38.13080360867914
1739209689.884495;-38.13080360867914
1739209689.8845046;-38.13080360867914
1739209689.8845143;-45.120503652039325
1739209689.884524;-38.13080360867914
1739209689.884534;-45.120503652039325
1739209689.8845437;-38.13080360867914
1739209689.8845534;-35.57807855764607
1739209689.8845632;-45.120503652039325
1739209689.884573;-38.13080360867914
1739209689.8845828;-38.13080360867914
1739209689.8845925;-45.120503652039325
1739209689.8846023;-33.981070128970906
1739209689.884612;-38.13080360867914
1739209689.8846219;-45.120503652039325
1739209689.8846316;-45.120503652039325
1739209689.8846414;-38.13080360867914
1739209689.8846512;-45.120503652039325
1739209689.884661;-31.141103565318915
1739209689.8846707;-32.816014438256545
1739209689.8846805;-38.13080360867914
1739209689.8846903;-45.120503652039325
1739209689.8847;-38.13080360867914
1739209689.8847098;-38.13080360867914
1739209689.8847196;-38.13080360867914
1739209689.8847294;-45.120503652039325
1739209689.8847392;-45.120503652039325
1739209689.884749;-38.13080360867914
1739209689.8847587;-38.13080360867914
1739209689.8847685;-45.120503652039325
1739209689.8847783;-45.120503652039325
1739209689.884788;-35.57807855764607
1739209689.8847978;-38.13080360867914
1739209689.8848076;-38.13080360867914
1739209689.8848174;-45.120503652039325
1739209689.8848271;-45.120503652039325
1739209689.884837;-45.120503652039325
1739209689.8848467;-45.120503652039325
1739209689.8848565;-38.13080360867914
1739209689.8848662;-45.120503652039325
1739209689.884876;-45.120503652039325
1739209689.8848858;-45.120503652039325
1739209689.8848956;-33.981070128970906
1739209689.8849053;-31.141103565318915
1739209689.884915;-45.120503652039325
1739209689.884925;-45.120503652039325
1739209689.8849347;-38.13080360867914
1739209689.8849444;-38.13080360867914
1739209689.8849542;-45.120503652039325
1739209689.884964;-45.120503652039325
1739209689.8849738;-45.120503652039325
1739209689.8849835;-38.13080360867914
1739209689.8849933;-45.120503652039325
1739209689.885003;-45.120503652039325
1739209689.8850129;-38.13080360867914
1739209689.8850226;-38.13080360867914
1739209689.8850324;-38.13080360867914
1739209689.8850422;-45.120503652039325
1739209689.885052;-45.120503652039325
1739209689.8850617;-45.120503652039325
1739209689.8850715;-45.120503652039325
1739209689.8850813;-45.120503652039325
1739209689.885091;-45.120503652039325
1739209689.8851008;-45.120503652039325
1739209689.8851106;-38.13080360867914
1739209689.8851204;-38.13080360867914
1739209689.8851302;-33.981070128970906
1739209689.88514;-45.120503652039325
1739209689.8851497;-45.120503652039325
1739209689.8851595;-45.120503652039325
1739209689.8851693;-45.120503652039325
1739209689.885179;-45.120503652039325
1739209689.8851888;-45.120503652039325
1739209689.8851986;-38.13080360867914
1739209689.8852084;-38.13080360867914
1739209689.8852181;-35.57807855764607
1739209689.885228;-35.57807855764607
1739209689.8852377;-45.120503652039325
1739209689.8852475;-38.13080360867914
1739209689.8852572;-38.13080360867914
1739209689.885267;-45.120503652039325
1739209689.8852768;-45.120503652039325
1739209689.8852866;-38.13080360867914
1739209689.8852963;-38.13080360867914
1739209689.8853061;-35.57807855764607
1739209689.885316;-35.57807855764607
1739209689.8853257;-38.13080360867914
1739209689.8853354;-45.120503652039325
1739209689.8853452;-38.13080360867914
1739209689.885355;-45.120503652039325
1739209689.8853648;-38.13080360867914
1739209689.8853745;-45.120503652039325
1739209689.8853843;-38.13080360867914
1739209689.885394;-32.816014438256545
1739209689.8854039;-45.120503652039325
1739209689.8854136;-45.120503652039325
1739209689.8854232;-45.120503652039325
1739209689.885433;-45.120503652039325
1739209689.8854427;-38.13080360867914
1739209689.8854525;-33.981070128970906
1739209689.8854623;-38.13080360867914
1739209689.885472;-32.816014438256545
1739209689.8854818;-38.13080360867914
1739209689.8854916;-45.120503652039325
1739209689.8855014;-38.13080360867914
1739209689.8855112;-38.13080360867914
1739209689.885521;-38.13080360867914
1739209689.8855307;-45.120503652039325
1739209689.8855405;-38.13080360867914
1739209689.8855503;-38.13080360867914
1739209689.88556;-45.120503652039325
1739209689.8855698;-45.120503652039325
1739209689.8855796;-38.13080360867914
1739209689.8855894;-38.13080360867914
1739209689.8855991;-45.120503652039325
1739209689.885609;-45.120503652039325
1739209689.8856187;-35.57807855764607
1739209689.8856285;-38.13080360867914
1739209689.8856382;-38.13080360867914
1739209689.885648;-45.120503652039325
1739209689.8856578;-38.13080360867914
1739209689.8856676;-35.57807855764607
1739209689.8856773;-45.120503652039325
1739209689.885687;-31.141103565318915
1739209689.885697;-28.992665084841942
1739209689.8857067;-38.13080360867914
1739209689.8857164;-38.13080360867914
1739209689.8857262;-45.120503652039325
1739209689.885736;-33.981070128970906
1739209689.8857458;-38.13080360867914
1739209689.8857555;-45.120503652039325
1739209689.8857653;-45.120503652039325
1739209689.885775;-38.13080360867914
1739209689.8857849;-35.57807855764607
1739209689.8857946;-38.13080360867914
1739209689.8858044;-45.120503652039325
1739209689.8858142;-35.57807855764607
1739209689.885824;-38.13080360867914
1739209689.8858337;-38.13080360867914
1739209689.8858435;-45.120503652039325
1739209689.8858533;-38.13080360867914
1739209689.885863;-35.57807855764607
1739209689.8858728;-45.120503652039325
1739209689.8858826;-38.13080360867914
1739209689.8858924;-45.120503652039325
1739209689.8859022;-45.120503652039325
1739209689.885912;-38.13080360867914
1739209689.8859217;-45.120503652039325
1739209689.8859315;-35.57807855764607
1739209689.8859413;-38.13080360867914
1739209689.885951;-38.13080360867914
1739209689.8859608;-38.13080360867914
1739209689.8859706;-38.13080360867914
1739209689.8859804;-45.120503652039325
