CAN Message; 0x98:0000f7527e09010c
Timestamp;Amplitude
1739209797.7216907;-38.13080360867914
1739209797.7216995;-45.120503652039325
1739209797.7217085;-45.120503652039325
1739209797.7217174;-45.120503652039325
1739209797.7217262;-33.981070128970906
1739209797.7217352;-45.120503652039325
1739209797.721744;-45.120503652039325
1739209797.7217531;-45.120503652039325
1739209797.721762;-45.120503652039325
1739209797.721771;-33.981070128970906
1739209797.7217798;-45.120503652039325
1739209797.721789;-45.120503652039325
1739209797.7217977;-45.120503652039325
1739209797.7218068;-45.120503652039325
1739209797.7218156;-38.13080360867914
1739209797.7218246;-45.120503652039325
1739209797.7218335;-45.120503652039325
1739209797.7218425;-45.120503652039325
1739209797.7218513;-33.981070128970906
1739209797.7218604;-38.13080360867914
1739209797.7218692;-38.13080360867914
1739209797.721878;-45.120503652039325
1739209797.721887;-45.120503652039325
1739209797.721896;-45.120503652039325
1739209797.721905;-45.120503652039325
1739209797.7219138;-45.120503652039325
1739209797.7219229;-33.981070128970956
1739209797.7219317;-45.120503652039325
1739209797.7219408;-45.120503652039325
1739209797.7219496;-45.120503652039325
1739209797.7219586;-45.120503652039325
1739209797.7219675;-45.120503652039325
1739209797.7219765;-45.120503652039325
1739209797.7219853;-45.120503652039325
1739209797.7219944;-33.981070128970906
1739209797.7220032;-38.13080360867914
1739209797.7220123;-45.120503652039325
1739209797.722021;-38.13080360867914
1739209797.72203;-35.57807855764607
1739209797.722039;-45.120503652039325
1739209797.7220478;-45.120503652039325
1739209797.7220569;-33.981070128970906
1739209797.7220657;-45.120503652039325
1739209797.7220747;-38.13080360867914
1739209797.7220836;-38.13080360867914
1739209797.7220926;-38.13080360867914
1739209797.7221014;-38.13080360867914
1739209797.7221105;-38.13080360867914
1739209797.7221193;-45.120503652039325
1739209797.7221284;-35.57807855764607
1739209797.7221372;-38.13080360867914
1739209797.7221463;-45.120503652039325
1739209797.722155;-45.120503652039325
1739209797.7221642;-38.13080360867914
1739209797.722173;-38.13080360867914
1739209797.7221818;-38.13080360867914
1739209797.7221909;-45.120503652039325
1739209797.7221997;-38.13080360867914
1739209797.7222087;-27.267205301931607
1739209797.7222176;-28.992665084841942
1739209797.7222266;-38.13080360867914
1739209797.7222354;-38.13080360867914
1739209797.7222445;-31.141103565318893
1739209797.7222533;-38.13080360867914
1739209797.7222624;-45.120503652039325
1739209797.7222712;-38.13080360867914
1739209797.7222803;-38.13080360867914
1739209797.722289;-45.120503652039325
1739209797.7222981;-45.120503652039325
1739209797.722307;-45.120503652039325
1739209797.7223158;-38.13080360867914
1739209797.7223248;-35.57807855764607
1739209797.7223337;-38.13080360867914
1739209797.7223427;-45.120503652039325
1739209797.7223516;-45.120503652039325
1739209797.7223606;-45.120503652039325
1739209797.7223694;-38.13080360867914
1739209797.7223785;-38.13080360867914
1739209797.7223873;-38.13080360867914
1739209797.7223964;-45.120503652039325
1739209797.7224052;-38.13080360867914
1739209797.7224143;-45.120503652039325
1739209797.722423;-45.120503652039325
1739209797.7224321;-32.816014438256545
1739209797.722441;-35.57807855764607
1739209797.72245;-45.120503652039325
1739209797.7224588;-38.13080360867914
1739209797.7224677;-38.13080360867914
1739209797.7224767;-35.57807855764607
1739209797.7224855;-38.13080360867914
1739209797.7224946;-45.120503652039325
1739209797.7225034;-35.57807855764607
1739209797.7225125;-35.57807855764607
1739209797.7225213;-45.120503652039325
1739209797.7225304;-45.120503652039325
1739209797.7225392;-45.120503652039325
1739209797.7225482;-38.13080360867914
1739209797.722557;-38.13080360867914
1739209797.7225661;-45.120503652039325
1739209797.722575;-45.120503652039325
1739209797.722584;-45.120503652039325
1739209797.7225928;-45.120503652039325
1739209797.722602;-38.13080360867914
1739209797.7226107;-38.13080360867914
1739209797.7226195;-38.13080360867914
1739209797.7226286;-45.120503652039325
1739209797.7226374;-45.120503652039325
1739209797.7226465;-31.141103565318915
1739209797.7226553;-33.981070128970906
1739209797.7226644;-45.120503652039325
1739209797.7226732;-45.120503652039325
1739209797.7226822;-33.981070128970906
1739209797.722691;-38.13080360867914
1739209797.7227;-38.13080360867914
1739209797.722709;-45.120503652039325
1739209797.722718;-45.120503652039325
1739209797.7227268;-38.13080360867914
1739209797.722736;-45.120503652039325
1739209797.7227447;-38.13080360867914
1739209797.7227538;-38.13080360867914
1739209797.7227626;-45.120503652039325
1739209797.7227714;-45.120503652039325
1739209797.7227805;-45.120503652039325
1739209797.7227893;-45.120503652039325
1739209797.7227983;-45.120503652039325
1739209797.7228072;-38.13080360867914
1739209797.7228162;-38.13080360867914
1739209797.722825;-45.120503652039325
1739209797.722834;-45.120503652039325
1739209797.722843;-38.13080360867914
1739209797.722852;-38.13080360867914
1739209797.7228608;-28.58837851428586
1739209797.7228699;-30.49652367304973
1739209797.7228787;-45.120503652039325
1739209797.7228878;-35.57807855764607
1739209797.7228966;-38.13080360867914
1739209797.7229054;-45.120503652039325
1739209797.7229145;-45.120503652039325
1739209797.7229233;-38.13080360867914
1739209797.7229323;-45.120503652039325
1739209797.7229412;-45.120503652039325
1739209797.7229502;-38.13080360867914
1739209797.722959;-45.120503652039325
1739209797.722968;-45.120503652039325
1739209797.722977;-38.13080360867914
1739209797.722986;-38.13080360867914
1739209797.7229948;-35.57807855764607
1739209797.7230039;-45.120503652039325
1739209797.7230127;-38.13080360867914
1739209797.7230217;-38.13080360867914
1739209797.7230306;-38.13080360867914
1739209797.7230396;-35.57807855764607
1739209797.7230484;-45.120503652039325
1739209797.7230573;-45.120503652039325
1739209797.7230663;-45.120503652039325
1739209797.7230752;-32.816014438256545
1739209797.7230842;-31.141103565318915
1739209797.723093;-45.120503652039325
1739209797.723102;-35.57807855764607
1739209797.723111;-45.120503652039325
1739209797.72312;-45.120503652039325
1739209797.7231288;-45.120503652039325
1739209797.7231379;-45.120503652039325
1739209797.7231467;-45.120503652039325
1739209797.7231557;-38.13080360867914
1739209797.7231646;-45.120503652039325
1739209797.7231736;-45.120503652039325
1739209797.7231824;-45.120503652039325
1739209797.7231915;-45.120503652039325
1739209797.7232003;-45.120503652039325
1739209797.7232091;-45.120503652039325
1739209797.7232182;-35.57807855764607
1739209797.723227;-26.991370085610736
1739209797.723236;-45.120503652039325
1739209797.723245;-45.120503652039325
1739209797.723254;-38.13080360867914
1739209797.7232628;-38.13080360867914
1739209797.7232718;-45.120503652039325
1739209797.7232807;-35.57807855764607
1739209797.7232897;-38.13080360867914
1739209797.7232985;-45.120503652039325
1739209797.7233076;-45.120503652039325
1739209797.7233164;-45.120503652039325
1739209797.7233255;-38.13080360867914
1739209797.7233343;-35.57807855764607
1739209797.7233434;-38.13080360867914
1739209797.7233522;-38.13080360867914
1739209797.723361;-45.120503652039325
1739209797.72337;-45.120503652039325
1739209797.723379;-38.13080360867914
1739209797.723388;-45.120503652039325
1739209797.7233968;-45.120503652039325
1739209797.7234058;-45.120503652039325
1739209797.7234147;-35.57807855764607
1739209797.7234237;-38.13080360867914
1739209797.7234325;-38.13080360867914
1739209797.7234416;-31.141103565318893
1739209797.7234504;-38.13080360867914
1739209797.7234595;-45.120503652039325
1739209797.7234683;-38.13080360867914
1739209797.7234774;-33.981070128970906
1739209797.7234862;-38.13080360867914
1739209797.723495;-45.120503652039325
1739209797.723504;-45.120503652039325
1739209797.723513;-45.120503652039325
1739209797.723522;-45.120503652039325
1739209797.7235308;-45.120503652039325
1739209797.7235398;-45.120503652039325
1739209797.7235487;-35.57807855764607
1739209797.7235577;-35.57807855764607
1739209797.7235665;-38.13080360867914
1739209797.7235756;-45.120503652039325
1739209797.7235844;-45.120503652039325
1739209797.7235935;-45.120503652039325
1739209797.7236023;-35.57807855764607
1739209797.7236114;-45.120503652039325
1739209797.7236202;-45.120503652039325
1739209797.7236292;-38.13080360867914
1739209797.723638;-45.120503652039325
1739209797.7236469;-38.13080360867914
1739209797.723656;-45.120503652039325
1739209797.7236648;-38.13080360867914
1739209797.7236738;-45.120503652039325
1739209797.7236826;-35.57807855764607
1739209797.7236917;-32.816014438256545
1739209797.7237005;-33.981070128970906
1739209797.7237096;-45.120503652039325
1739209797.7237184;-38.13080360867914
1739209797.7237275;-38.13080360867914
1739209797.7237363;-38.13080360867914
1739209797.7237453;-45.120503652039325
1739209797.7237542;-45.120503652039325
1739209797.7237632;-31.141103565318915
1739209797.723772;-33.981070128970906
1739209797.723781;-45.120503652039325
1739209797.72379;-45.120503652039325
1739209797.7237988;-45.120503652039325
1739209797.7238078;-45.120503652039325
1739209797.7238166;-45.120503652039325
1739209797.7238257;-38.13080360867914
1739209797.7238345;-45.120503652039325
1739209797.7238436;-45.120503652039325
1739209797.7238524;-45.120503652039325
1739209797.7238615;-38.13080360867914
1739209797.7238703;-35.57807855764607
1739209797.7238793;-38.13080360867914
1739209797.7238882;-45.120503652039325
1739209797.7238972;-45.120503652039325
1739209797.723906;-38.13080360867914
1739209797.723915;-38.13080360867914
1739209797.723924;-45.120503652039325
1739209797.723933;-38.13080360867914
1739209797.7239418;-33.981070128970906
1739209797.7239506;-27.877744956031414
1739209797.7239597;-45.120503652039325
1739209797.7239685;-38.13080360867914
1739209797.7239776;-38.13080360867914
1739209797.7239864;-33.981070128970906
1739209797.7239954;-45.120503652039325
1739209797.7240043;-38.13080360867914
1739209797.7240133;-38.13080360867914
1739209797.7240222;-33.981070128970906
1739209797.7240312;-35.57807855764607
1739209797.72404;-38.13080360867914
1739209797.724049;-35.57807855764607
1739209797.724058;-38.13080360867914
1739209797.724067;-45.120503652039325
1739209797.7240758;-45.120503652039325
1739209797.7240849;-38.13080360867914
1739209797.7240937;-45.120503652039325
1739209797.7241025;-45.120503652039325
1739209797.7241116;-38.13080360867914
1739209797.7241204;-45.120503652039325
1739209797.7241294;-38.13080360867914
1739209797.7241383;-38.13080360867914
1739209797.7241473;-38.13080360867914
1739209797.7241561;-38.13080360867914
1739209797.7241652;-29.438486411369347
1739209797.724174;-38.13080360867914
1739209797.724183;-38.13080360867914
1739209797.724192;-45.120503652039325
1739209797.724201;-45.120503652039325
1739209797.7242098;-35.57807855764607
1739209797.7242188;-35.57807855764607
1739209797.7242277;-45.120503652039325
1739209797.7242365;-31.141103565318915
1739209797.7242455;-38.13080360867914
1739209797.7242544;-38.13080360867914
1739209797.7242634;-38.13080360867914
1739209797.7242723;-38.13080360867914
1739209797.7242813;-38.13080360867914
1739209797.7242901;-35.57807855764607
1739209797.7242992;-45.120503652039325
1739209797.724308;-45.120503652039325
1739209797.724317;-45.120503652039325
1739209797.724326;-45.120503652039325
1739209797.724335;-45.120503652039325
1739209797.7243438;-38.13080360867914
1739209797.7243528;-35.57807855764607
1739209797.7243617;-35.57807855764607
1739209797.7243707;-38.13080360867914
1739209797.7243795;-45.120503652039325
1739209797.7243884;-38.13080360867914
1739209797.7243974;-38.13080360867914
1739209797.7244062;-45.120503652039325
1739209797.7244153;-38.13080360867914
1739209797.7244241;-38.13080360867914
1739209797.7244332;-45.120503652039325
1739209797.724442;-45.120503652039325
1739209797.724451;-31.141103565318915
1739209797.72446;-38.13080360867914
1739209797.724469;-45.120503652039325
1739209797.7244778;-45.120503652039325
1739209797.7244868;-38.13080360867914
1739209797.7244956;-45.120503652039325
1739209797.7245047;-38.13080360867914
1739209797.7245135;-38.13080360867914
1739209797.7245226;-38.13080360867914
1739209797.7245314;-45.120503652039325
1739209797.7245402;-45.120503652039325
1739209797.7245493;-38.13080360867914
1739209797.724558;-45.120503652039325
1739209797.7245672;-45.120503652039325
1739209797.724576;-45.120503652039325
1739209797.724585;-38.13080360867914
1739209797.7245939;-38.13080360867914
1739209797.724603;-45.120503652039325
1739209797.7246118;-35.57807855764607
1739209797.7246208;-38.13080360867914
1739209797.7246296;-45.120503652039325
1739209797.7246387;-38.13080360867914
1739209797.7246475;-35.57807855764607
1739209797.7246566;-38.13080360867914
1739209797.7246654;-45.120503652039325
1739209797.7246745;-45.120503652039325
1739209797.7246833;-45.120503652039325
1739209797.724692;-45.120503652039325
1739209797.7247012;-38.13080360867914
1739209797.72471;-38.13080360867914
1739209797.724719;-45.120503652039325
1739209797.7247279;-38.13080360867914
1739209797.724737;-33.981070128970906
1739209797.7247458;-32.816014438256545
1739209797.7247548;-45.120503652039325
1739209797.7247636;-45.120503652039325
1739209797.7247727;-45.120503652039325
1739209797.7247815;-32.816014438256545
1739209797.7247906;-38.13080360867914
1739209797.7247994;-38.13080360867914
1739209797.7248085;-45.120503652039325
1739209797.7248173;-45.120503652039325
1739209797.724826;-38.13080360867914
1739209797.7248352;-45.120503652039325
1739209797.724844;-45.120503652039325
1739209797.724853;-45.120503652039325
1739209797.7248619;-45.120503652039325
1739209797.724871;-45.120503652039325
1739209797.7248797;-38.13080360867914
1739209797.7248888;-38.13080360867914
1739209797.7248976;-45.120503652039325
1739209797.7249067;-45.120503652039325
1739209797.7249155;-35.57807855764607
1739209797.7249246;-32.816014438256545
1739209797.7249334;-45.120503652039325
1739209797.7249424;-45.120503652039325
1739209797.7249513;-38.13080360867914
1739209797.7249603;-32.816014438256545
1739209797.7249691;-38.13080360867914
1739209797.724978;-38.13080360867914
1739209797.724987;-45.120503652039325
1739209797.7249959;-45.120503652039325
1739209797.725005;-38.13080360867914
1739209797.7250137;-38.13080360867914
1739209797.7250228;-45.120503652039325
1739209797.7250316;-38.13080360867914
1739209797.7250407;-38.13080360867914
1739209797.7250495;-38.13080360867914
1739209797.7250586;-45.120503652039325
1739209797.7250674;-38.13080360867914
1739209797.7250764;-45.120503652039325
1739209797.7250853;-45.120503652039325
1739209797.7250943;-38.13080360867914
1739209797.7251031;-26.991370085610722
1739209797.7251122;-32.816014438256545
1739209797.725121;-45.120503652039325
1739209797.7251298;-32.816014438256545
1739209797.725139;-35.57807855764607
1739209797.7251477;-38.13080360867914
1739209797.7251568;-38.13080360867914
1739209797.7251656;-45.120503652039325
1739209797.7251747;-33.981070128970956
1739209797.7251835;-33.981070128970906
1739209797.7251925;-38.13080360867914
1739209797.7252014;-45.120503652039325
1739209797.7252104;-45.120503652039325
1739209797.7252192;-38.13080360867914
1739209797.7252283;-35.57807855764607
1739209797.7252371;-45.120503652039325
1739209797.7252462;-38.13080360867914
1739209797.725255;-38.13080360867914
1739209797.725264;-38.13080360867914
1739209797.725273;-33.981070128970906
1739209797.7252817;-45.120503652039325
1739209797.7252908;-38.13080360867914
1739209797.7252996;-32.816014438256545
1739209797.7253087;-38.13080360867914
1739209797.7253175;-33.981070128970906
1739209797.7253265;-33.981070128970906
1739209797.7253354;-45.120503652039325
1739209797.7253444;-45.120503652039325
1739209797.7253532;-33.981070128970906
1739209797.7253623;-45.120503652039325
1739209797.7253711;-45.120503652039325
1739209797.7253802;-38.13080360867914
1739209797.725389;-35.57807855764607
1739209797.725398;-38.13080360867914
1739209797.725407;-45.120503652039325
1739209797.7254157;-45.120503652039325
1739209797.7254248;-45.120503652039325
1739209797.7254336;-45.120503652039325
1739209797.7254426;-45.120503652039325
1739209797.7254515;-45.120503652039325
1739209797.7254605;-33.981070128970906
1739209797.7254694;-28.992665084841942
1739209797.7254784;-45.120503652039325
1739209797.7254872;-45.120503652039325
1739209797.7254963;-32.816014438256545
1739209797.725505;-45.120503652039325
1739209797.7255142;-45.120503652039325
1739209797.725523;-38.13080360867914
1739209797.725532;-38.13080360867914
1739209797.7255409;-38.13080360867914
1739209797.72555;-45.120503652039325
1739209797.7255588;-33.981070128970906
1739209797.7255676;-38.13080360867914
1739209797.7255766;-33.981070128970906
1739209797.7255855;-45.120503652039325
1739209797.7255945;-45.120503652039325
1739209797.7256033;-33.981070128970906
1739209797.7256124;-45.120503652039325
1739209797.7256212;-45.120503652039325
1739209797.7256303;-38.13080360867914
1739209797.725639;-38.13080360867914
1739209797.7256482;-45.120503652039325
1739209797.725657;-38.13080360867914
1739209797.725666;-45.120503652039325
1739209797.7256749;-38.13080360867914
1739209797.725684;-31.141103565318915
1739209797.7256927;-35.57807855764607
1739209797.7257018;-38.13080360867914
1739209797.7257106;-32.816014438256545
1739209797.7257195;-31.141103565318915
1739209797.7257285;-45.120503652039325
1739209797.7257373;-45.120503652039325
1739209797.7257464;-38.13080360867914
1739209797.7257552;-45.120503652039325
1739209797.7257643;-45.120503652039325
1739209797.725773;-38.13080360867914
1739209797.7257822;-35.57807855764607
1739209797.725791;-45.120503652039325
1739209797.7258;-45.120503652039325
1739209797.7258089;-35.57807855764607
1739209797.725818;-35.57807855764607
1739209797.7258267;-33.981070128970906
1739209797.7258358;-45.120503652039325
1739209797.7258446;-38.13080360867914
1739209797.7258537;-38.13080360867914
1739209797.7258625;-38.13080360867914
1739209797.7258713;-45.120503652039325
1739209797.7258804;-45.120503652039325
1739209797.7258892;-38.13080360867914
1739209797.7258983;-38.13080360867914
1739209797.725907;-33.981070128970906
1739209797.7259161;-38.13080360867914
1739209797.725925;-45.120503652039325
1739209797.725934;-45.120503652039325
1739209797.7259429;-45.120503652039325
1739209797.725952;-45.120503652039325
1739209797.7259607;-45.120503652039325
1739209797.7259698;-45.120503652039325
1739209797.7259786;-45.120503652039325
1739209797.7259877;-38.13080360867914
1739209797.7259965;-45.120503652039325
1739209797.7260053;-38.13080360867914
1739209797.7260144;-38.13080360867914
1739209797.7260232;-38.13080360867914
1739209797.7260323;-45.120503652039325
1739209797.726041;-33.981070128970906
1739209797.7260501;-33.981070128970906
1739209797.726059;-38.13080360867914
1739209797.726068;-38.13080360867914
1739209797.7260768;-35.57807855764607
1739209797.726086;-32.816014438256545
1739209797.7260947;-33.981070128970906
1739209797.7261038;-38.13080360867914
1739209797.7261126;-45.120503652039325
1739209797.7261217;-45.120503652039325
1739209797.7261305;-45.120503652039325
1739209797.7261395;-45.120503652039325
1739209797.7261484;-45.120503652039325
1739209797.7261572;-45.120503652039325
1739209797.7261662;-38.13080360867914
1739209797.726175;-45.120503652039325
1739209797.7261841;-35.57807855764607
1739209797.726193;-38.13080360867914
1739209797.726202;-38.13080360867914
1739209797.7262108;-45.120503652039325
1739209797.72622;-38.13080360867914
1739209797.7262287;-35.57807855764607
1739209797.7262378;-38.13080360867914
1739209797.7262466;-45.120503652039325
1739209797.7262557;-35.57807855764607
1739209797.7262645;-32.816014438256545
1739209797.7262735;-38.13080360867914
1739209797.7262824;-35.57807855764607
1739209797.7262914;-45.120503652039325
1739209797.7263002;-38.13080360867914
1739209797.726309;-38.13080360867914
1739209797.7263181;-33.981070128970906
1739209797.726327;-45.120503652039325
1739209797.726336;-38.13080360867914
1739209797.7263448;-38.13080360867914
1739209797.726354;-38.13080360867914
1739209797.7263627;-38.13080360867914
1739209797.7263718;-45.120503652039325
1739209797.7263806;-38.13080360867914
1739209797.7263896;-45.120503652039325
1739209797.7263985;-35.57807855764607
1739209797.7264075;-30.49652367304973
1739209797.7264163;-45.120503652039325
1739209797.7264254;-45.120503652039325
1739209797.7264342;-38.13080360867914
1739209797.7264433;-35.57807855764607
1739209797.726452;-38.13080360867914
1739209797.726461;-45.120503652039325
1739209797.72647;-45.120503652039325
1739209797.7264788;-45.120503652039325
1739209797.7264879;-33.981070128970906
1739209797.7264967;-35.57807855764607
1739209797.7265058;-45.120503652039325
1739209797.7265146;-45.120503652039325
