CAN Message; 0x98:0000a06e7ebe017e
1739209698.9877634;-45.120503652039325
1739209698.9877672;-45.120503652039325
1739209698.9877708;-45.120503652039325
1739209698.9877746;-38.13080360867914
1739209698.9877784;-45.120503652039325
1739209698.987782;-38.13080360867914
1739209698.9877858;-45.120503652039325
1739209698.9877894;-38.13080360867914
1739209698.9877932;-45.120503652039325
1739209698.9877968;-38.13080360867914
1739209698.9878006;-32.816014438256545
1739209698.9878042;-45.120503652039325
1739209698.987808;-45.120503652039325
1739209698.9878118;-35.57807855764607
1739209698.9878154;-35.57807855764607
1739209698.9878192;-45.120503652039325
1739209698.9878228;-38.13080360867914
1739209698.9878266;-38.13080360867914
1739209698.9878302;-38.13080360867914
1739209698.987834;-45.120503652039325
1739209698.9878376;-38.13080360867914
1739209698.9878414;-38.13080360867914
1739209698.9878452;-38.13080360867914
1739209698.9878488;-45.120503652039325
1739209698.9878526;-45.120503652039325
1739209698.9878561;-45.120503652039325
1739209698.98786;-38.13080360867914
1739209698.9878635;-45.120503652039325
1739209698.9878674;-38.13080360867914
1739209698.987871;-45.120503652039325
1739209698.9878747;-45.120503652039325
1739209698.9878786;-45.120503652039325
1739209698.9878821;-45.120503652039325
1739209698.987886;-45.120503652039325
1739209698.9878895;-31.141103565318915
1739209698.9878933;-35.57807855764607
1739209698.987897;-38.13080360867914
1739209698.9879007;-38.13080360867914
1739209698.9879043;-38.13080360867914
1739209698.9879081;-33.981070128970906
1739209698.987912;-38.13080360867914
1739209698.9879155;-45.120503652039325
1739209698.9879193;-35.57807855764607
1739209698.987923;-33.981070128970906
1739209698.9879267;-38.13080360867914
1739209698.9879303;-45.120503652039325
1739209698.987934;-45.120503652039325
1739209698.9879377;-35.57807855764607
1739209698.9879415;-38.13080360867914
1739209698.9879453;-45.120503652039325
1739209698.987949;-38.13080360867914
1739209698.9879527;-35.57807855764607
1739209698.9879563;-38.13080360867914
1739209698.98796;-45.120503652039325
1739209698.9879637;-45.120503652039325
1739209698.9879675;-45.120503652039325
1739209698.987971;-45.120503652039325
1739209698.987975;-45.120503652039325
1739209698.9879787;-31.141103565318915
1739209698.9879823;-45.120503652039325
1739209698.987986;-45.120503652039325
1739209698.9879897;-38.13080360867914
1739209698.9879935;-35.57807855764607
1739209698.987997;-38.13080360867914
1739209698.9880009;-45.120503652039325
1739209698.9880044;-45.120503652039325
1739209698.9880083;-38.13080360867914
1739209698.988012;-45.120503652039325
1739209698.9880157;-45.120503652039325
1739209698.9880195;-33.981070128970906
1739209698.988023;-45.120503652039325
1739209698.9880269;-38.13080360867914
1739209698.9880304;-38.13080360867914
1739209698.9880342;-38.13080360867914
1739209698.9880378;-38.13080360867914
1739209698.9880416;-38.13080360867914
1739209698.9880455;-45.120503652039325
1739209698.988049;-45.120503652039325
1739209698.9880528;-33.981070128970906
1739209698.9880564;-35.57807855764607
1739209698.9880602;-45.120503652039325
1739209698.9880638;-38.13080360867914
1739209698.9880676;-38.13080360867914
1739209698.9880714;-45.120503652039325
1739209698.988075;-45.120503652039325
1739209698.9880788;-33.981070128970906
1739209698.9880824;-45.120503652039325
1739209698.9880862;-38.13080360867914
1739209698.9880898;-38.13080360867914
1739209698.9880936;-45.120503652039325
1739209698.9880972;-45.120503652039325
1739209698.988101;-38.13080360867914
1739209698.9881048;-38.13080360867914
1739209698.9881084;-45.120503652039325
1739209698.9881122;-38.13080360867914
1739209698.9881158;-38.13080360867914
1739209698.9881196;-33.981070128970906
1739209698.9881232;-45.120503652039325
1739209698.988127;-38.13080360867914
1739209698.9881306;-28.58837851428586
1739209698.9881344;-33.981070128970906
1739209698.9881382;-45.120503652039325
1739209698.9881418;-45.120503652039325
1739209698.9881456;-29.438486411369333
1739209698.9881492;-35.57807855764607
1739209698.988153;-38.13080360867914
1739209698.9881566;-45.120503652039325
1739209698.9881604;-38.13080360867914
1739209698.988164;-38.13080360867914
1739209698.9881678;-45.120503652039325
1739209698.9881716;-38.13080360867914
1739209698.9881752;-45.120503652039325
1739209698.988179;-33.981070128970906
1739209698.9881825;-45.120503652039325
1739209698.9881864;-45.120503652039325
1739209698.98819;-30.49652367304973
1739209698.9881938;-35.57807855764607
1739209698.9881973;-45.120503652039325
1739209698.9882011;-45.120503652039325
1739209698.988205;-32.816014438256545
1739209698.9882085;-38.13080360867914
1739209698.9882123;-45.120503652039325
1739209698.988216;-45.120503652039325
1739209698.9882197;-45.120503652039325
1739209698.9882233;-33.981070128970906
1739209698.9882271;-45.120503652039325
1739209698.9882307;-45.120503652039325
1739209698.9882345;-45.120503652039325
1739209698.9882383;-45.120503652039325
1739209698.988242;-45.120503652039325
1739209698.9882457;-45.120503652039325
1739209698.9882493;-45.120503652039325
1739209698.988253;-35.57807855764607
1739209698.9882567;-38.13080360867914
1739209698.9882605;-38.13080360867914
1739209698.988264;-33.981070128970906
1739209698.988268;-38.13080360867914
1739209698.9882717;-35.57807855764607
1739209698.9882753;-38.13080360867914
1739209698.988279;-32.816014438256545
1739209698.9882827;-35.57807855764607
1739209698.9882865;-38.13080360867914
1739209698.98829;-38.13080360867914
1739209698.988294;-38.13080360867914
1739209698.9882975;-38.13080360867914
1739209698.9883013;-35.57807855764607
1739209698.988305;-32.816014438256545
1739209698.9883087;-38.13080360867914
1739209698.9883125;-45.120503652039325
1739209698.988316;-38.13080360867914
1739209698.9883199;-38.13080360867914
1739209698.9883235;-45.120503652039325
1739209698.9883273;-45.120503652039325
1739209698.9883308;-38.13080360867914
1739209698.9883347;-38.13080360867914
1739209698.9883385;-29.438486411369333
1739209698.988342;-31.141103565318893
1739209698.9883459;-45.120503652039325
1739209698.9883494;-45.120503652039325
1739209698.9883533;-45.120503652039325
1739209698.9883568;-45.120503652039325
1739209698.9883606;-45.120503652039325
1739209698.9883642;-45.120503652039325
1739209698.988368;-38.13080360867914
1739209698.9883718;-38.13080360867914
1739209698.9883754;-38.13080360867914
1739209698.9883792;-38.13080360867914
1739209698.9883828;-38.13080360867914
1739209698.9883866;-45.120503652039325
1739209698.9883902;-45.120503652039325
1739209698.988394;-45.120503652039325
1739209698.9883976;-29.438486411369333
1739209698.9884014;-29.438486411369333
1739209698.9884052;-45.120503652039325
1739209698.9884088;-45.120503652039325
1739209698.9884126;-32.816014438256545
1739209698.9884162;-35.57807855764607
1739209698.98842;-45.120503652039325
1739209698.9884236;-38.13080360867914
1739209698.9884274;-45.120503652039325
1739209698.988431;-45.120503652039325
1739209698.9884348;-38.13080360867914
1739209698.9884386;-38.13080360867914
1739209698.9884422;-38.13080360867914
1739209698.988446;-45.120503652039325
1739209698.9884496;-45.120503652039325
1739209698.9884534;-45.120503652039325
1739209698.988457;-38.13080360867914
1739209698.9884608;-38.13080360867914
1739209698.9884646;-38.13080360867914
1739209698.9884682;-38.13080360867914
1739209698.988472;-38.13080360867914
1739209698.9884756;-38.13080360867914
1739209698.9884794;-45.120503652039325
1739209698.988483;-45.120503652039325
1739209698.9884868;-35.57807855764607
1739209698.9884903;-30.49652367304973
1739209698.9884942;-38.13080360867914
1739209698.988498;-45.120503652039325
1739209698.9885015;-38.13080360867914
1739209698.9885054;-32.816014438256545
1739209698.988509;-45.120503652039325
1739209698.9885128;-45.120503652039325
1739209698.9885163;-45.120503652039325
1739209698.9885201;-45.120503652039325
1739209698.9885237;-45.120503652039325
1739209698.9885275;-45.120503652039325
1739209698.9885314;-33.981070128970906
1739209698.988535;-45.120503652039325
1739209698.9885387;-38.13080360867914
1739209698.9885423;-45.120503652039325
1739209698.9885461;-38.13080360867914
1739209698.9885497;-26.991370085610722
1739209698.9885535;-45.120503652039325
1739209698.988557;-45.120503652039325
1739209698.988561;-38.13080360867914
1739209698.9885647;-35.57807855764607
1739209698.9885683;-45.120503652039325
1739209698.9885721;-33.981070128970906
1739209698.9885757;-45.120503652039325
1739209698.9885795;-33.981070128970956
1739209698.988583;-45.120503652039325
1739209698.988587;-45.120503652039325
1739209698.9885905;-45.120503652039325
1739209698.9885943;-45.120503652039325
1739209698.988598;-38.13080360867914
1739209698.9886017;-38.13080360867914
1739209698.9886055;-45.120503652039325
1739209698.988609;-38.13080360867914
1739209698.988613;-45.120503652039325
1739209698.9886165;-38.13080360867914
1739209698.9886203;-45.120503652039325
1739209698.9886239;-38.13080360867914
1739209698.9886277;-33.981070128970906
1739209698.9886315;-45.120503652039325
1739209698.988635;-45.120503652039325
1739209698.9886389;-45.120503652039325
1739209698.9886425;-38.13080360867914
1739209698.9886463;-45.120503652039325
1739209698.9886498;-38.13080360867914
1739209698.9886537;-38.13080360867914
1739209698.9886572;-45.120503652039325
1739209698.988661;-38.13080360867914
1739209698.9886649;-45.120503652039325
1739209698.9886684;-45.120503652039325
1739209698.9886723;-45.120503652039325
1739209698.9886758;-45.120503652039325
1739209698.9886796;-33.981070128970906
1739209698.9886832;-45.120503652039325
1739209698.988687;-38.13080360867914
1739209698.9886906;-38.13080360867914
1739209698.9886944;-35.57807855764607
1739209698.9886982;-33.981070128970906
1739209698.9887018;-45.120503652039325
1739209698.9887056;-45.120503652039325
1739209698.9887092;-45.120503652039325
1739209698.988713;-38.13080360867914
1739209698.9887166;-38.13080360867914
1739209698.9887204;-45.120503652039325
1739209698.988724;-35.57807855764607
1739209698.9887278;-33.981070128970906
1739209698.9887316;-45.120503652039325
1739209698.9887352;-45.120503652039325
1739209698.988739;-35.57807855764607
1739209698.9887426;-38.13080360867914
1739209698.9887464;-45.120503652039325
1739209698.98875;-45.120503652039325
1739209698.9887538;-33.981070128970906
1739209698.9887574;-33.981070128970906
1739209698.9887612;-38.13080360867914
1739209698.988765;-45.120503652039325
1739209698.9887686;-38.13080360867914
1739209698.9887724;-35.57807855764607
1739209698.988776;-45.120503652039325
1739209698.9887798;-38.13080360867914
1739209698.9887834;-38.13080360867914
1739209698.9887872;-45.120503652039325
1739209698.9887908;-45.120503652039325
1739209698.9887946;-38.13080360867914
1739209698.9887984;-45.120503652039325
1739209698.988802;-45.120503652039325
1739209698.9888058;-45.120503652039325
1739209698.9888093;-45.120503652039325
1739209698.9888132;-45.120503652039325
1739209698.9888167;-45.120503652039325
1739209698.9888206;-45.120503652039325
1739209698.9888244;-45.120503652039325
1739209698.988828;-45.120503652039325
1739209698.9888318;-38.13080360867914
1739209698.9888353;-33.981070128970906
1739209698.9888391;-33.981070128970906
1739209698.9888427;-45.120503652039325
1739209698.9888465;-35.57807855764607
1739209698.98885;-31.141103565318915
1739209698.988854;-45.120503652039325
1739209698.9888577;-45.120503652039325
1739209698.9888613;-38.13080360867914
1739209698.9888651;-32.816014438256545
1739209698.9888687;-45.120503652039325
1739209698.9888725;-38.13080360867914
1739209698.988876;-38.13080360867914
1739209698.98888;-45.120503652039325
1739209698.9888835;-45.120503652039325
1739209698.9888873;-32.816014438256545
1739209698.9888911;-35.57807855764607
1739209698.9888947;-45.120503652039325
1739209698.9888985;-45.120503652039325
1739209698.988902;-38.13080360867914
1739209698.988906;-45.120503652039325
1739209698.9889095;-31.141103565318893
1739209698.9889133;-38.13080360867914
1739209698.9889169;-35.57807855764607
1739209698.9889207;-38.13080360867914
1739209698.9889245;-38.13080360867914
1739209698.988928;-38.13080360867914
1739209698.988932;-38.13080360867914
1739209698.9889355;-38.13080360867914
1739209698.9889393;-38.13080360867914
1739209698.9889429;-45.120503652039325
1739209698.9889467;-38.13080360867914
1739209698.9889503;-38.13080360867914
1739209698.988954;-45.120503652039325
1739209698.988958;-45.120503652039325
1739209698.9889615;-38.13080360867914
1739209698.9889653;-45.120503652039325
1739209698.9889688;-45.120503652039325
1739209698.9889727;-38.13080360867914
1739209698.9889762;-45.120503652039325
1739209698.98898;-38.13080360867914
1739209698.9889836;-33.981070128970906
1739209698.9889874;-38.13080360867914
1739209698.9889913;-38.13080360867914
1739209698.9889948;-45.120503652039325
1739209698.9889987;-38.13080360867914
1739209698.9890022;-38.13080360867914
1739209698.989006;-38.13080360867914
1739209698.9890096;-38.13080360867914
1739209698.9890134;-45.120503652039325
1739209698.989017;-45.120503652039325
1739209698.9890208;-45.120503652039325
1739209698.9890246;-38.13080360867914
1739209698.9890282;-45.120503652039325
1739209698.989032;-45.120503652039325
1739209698.9890356;-38.13080360867914
1739209698.9890394;-45.120503652039325
1739209698.989043;-32.816014438256545
1739209698.9890468;-38.13080360867914
1739209698.9890504;-45.120503652039325
1739209698.9890542;-45.120503652039325
1739209698.989058;-29.438486411369333
1739209698.9890616;-32.816014438256545
1739209698.9890654;-45.120503652039325
1739209698.989069;-38.13080360867914
1739209698.9890728;-45.120503652039325
1739209698.9890764;-38.13080360867914
1739209698.9890802;-38.13080360867914
1739209698.9890838;-38.13080360867914
1739209698.9890876;-45.120503652039325
1739209698.9890914;-45.120503652039325
1739209698.989095;-45.120503652039325
1739209698.9890988;-45.120503652039325
1739209698.9891024;-32.816014438256545
1739209698.9891062;-38.13080360867914
1739209698.9891098;-38.13080360867914
1739209698.9891136;-45.120503652039325
1739209698.9891171;-31.141103565318893
1739209698.989121;-29.438486411369333
1739209698.9891248;-38.13080360867914
1739209698.9891284;-38.13080360867914
1739209698.9891322;-45.120503652039325
1739209698.9891357;-45.120503652039325
1739209698.9891396;-45.120503652039325
1739209698.9891431;-45.120503652039325
1739209698.989147;-45.120503652039325
1739209698.9891505;-38.13080360867914
1739209698.9891543;-45.120503652039325
1739209698.9891582;-38.13080360867914
1739209698.9891617;-45.120503652039325
1739209698.9891655;-38.13080360867914
1739209698.9891691;-35.57807855764607
1739209698.989173;-38.13080360867914
1739209698.9891765;-38.13080360867914
1739209698.9891803;-38.13080360867914
1739209698.989184;-45.120503652039325
1739209698.9891877;-33.981070128970906
1739209698.9891915;-45.120503652039325
1739209698.989195;-45.120503652039325
1739209698.989199;-38.13080360867914
1739209698.9892025;-38.13080360867914
1739209698.9892063;-45.120503652039325
1739209698.98921;-38.13080360867914
1739209698.9892137;-38.13080360867914
1739209698.9892175;-45.120503652039325
1739209698.989221;-45.120503652039325
1739209698.989225;-45.120503652039325
1739209698.9892285;-45.120503652039325
1739209698.9892323;-45.120503652039325
1739209698.9892359;-45.120503652039325
1739209698.9892397;-45.120503652039325
1739209698.9892433;-38.13080360867914
1739209698.989247;-38.13080360867914
1739209698.989251;-45.120503652039325
1739209698.9892545;-45.120503652039325
1739209698.9892583;-35.57807855764607
1739209698.9892619;-35.57807855764607
1739209698.9892657;-45.120503652039325
1739209698.9892693;-38.13080360867914
1739209698.989273;-35.57807855764607
1739209698.9892766;-38.13080360867914
1739209698.9892805;-38.13080360867914
1739209698.9892843;-38.13080360867914
1739209698.9892879;-38.13080360867914
1739209698.9892917;-38.13080360867914
1739209698.9892952;-38.13080360867914
1739209698.989299;-38.13080360867914
1739209698.9893026;-45.120503652039325
1739209698.9893064;-38.13080360867914
1739209698.98931;-45.120503652039325
1739209698.9893138;-45.120503652039325
1739209698.9893177;-38.13080360867914
1739209698.9893212;-45.120503652039325
1739209698.989325;-45.120503652039325
1739209698.9893286;-28.992665084841942
1739209698.9893324;-38.13080360867914
1739209698.989336;-45.120503652039325
1739209698.9893398;-38.13080360867914
1739209698.9893434;-33.981070128970906
1739209698.9893472;-45.120503652039325
1739209698.989351;-38.13080360867914
1739209698.9893546;-45.120503652039325
1739209698.9893584;-31.14110356531892
1739209698.989362;-38.13080360867914
1739209698.9893658;-38.13080360867914
1739209698.9893694;-45.120503652039325
1739209698.9893732;-45.120503652039325
1739209698.9893768;-45.120503652039325
1739209698.9893806;-45.120503652039325
1739209698.9893844;-32.816014438256545
1739209698.989388;-28.992665084841942
1739209698.9893918;-33.981070128970906
1739209698.9893954;-45.120503652039325
1739209698.9893992;-38.13080360867914
1739209698.9894028;-35.57807855764607
1739209698.9894066;-38.13080360867914
1739209698.9894102;-45.120503652039325
1739209698.989414;-45.120503652039325
1739209698.9894178;-38.13080360867914
1739209698.9894214;-38.13080360867914
1739209698.9894252;-45.120503652039325
1739209698.9894288;-45.120503652039325
1739209698.9894326;-38.13080360867914
1739209698.9894361;-38.13080360867914
1739209698.98944;-38.13080360867914
1739209698.9894435;-45.120503652039325
1739209698.9894474;-45.120503652039325
1739209698.9894512;-45.120503652039325
1739209698.9894547;-45.120503652039325
1739209698.9894586;-45.120503652039325
1739209698.9894621;-45.120503652039325
1739209698.989466;-45.120503652039325
1739209698.9894695;-45.120503652039325
1739209698.9894733;-45.120503652039325
1739209698.989477;-38.13080360867914
1739209698.9894807;-35.57807855764607
1739209698.9894845;-38.13080360867914
1739209698.9894881;-45.120503652039325
1739209698.989492;-38.13080360867914
1739209698.9894955;-35.57807855764607
1739209698.9894993;-38.13080360867914
1739209698.989503;-38.13080360867914
1739209698.9895067;-38.13080360867914
1739209698.9895103;-33.981070128970906
1739209698.989514;-45.120503652039325
1739209698.989518;-45.120503652039325
1739209698.9895215;-38.13080360867914
1739209698.9895253;-45.120503652039325
1739209698.989529;-33.981070128970906
1739209698.9895327;-45.120503652039325
1739209698.9895363;-45.120503652039325
1739209698.98954;-38.13080360867914
1739209698.9895437;-38.13080360867914
1739209698.9895475;-45.120503652039325
1739209698.9895513;-45.120503652039325
1739209698.989555;-31.141103565318893
1739209698.9895587;-32.816014438256545
1739209698.9895623;-45.120503652039325
1739209698.989566;-45.120503652039325
1739209698.9895697;-38.13080360867914
1739209698.9895735;-38.13080360867914
1739209698.9895773;-38.13080360867914
1739209698.9895809;-38.13080360867914
1739209698.9895847;-45.120503652039325
1739209698.9895883;-45.120503652039325
1739209698.989592;-38.13080360867914
1739209698.9895957;-38.13080360867914
1739209698.9895995;-38.13080360867914
1739209698.989603;-38.13080360867914
1739209698.9896069;-45.120503652039325
1739209698.9896107;-38.13080360867914
1739209698.9896142;-45.120503652039325
1739209698.989618;-45.120503652039325
1739209698.9896216;-33.981070128970906
1739209698.9896255;-45.120503652039325
1739209698.989629;-35.57807855764607
1739209698.9896328;-38.13080360867914
1739209698.9896364;-45.120503652039325
1739209698.9896402;-38.13080360867914
1739209698.989644;-38.13080360867914
1739209698.9896476;-38.13080360867914
1739209698.9896514;-38.13080360867914
1739209698.989655;-32.816014438256545
1739209698.9896588;-45.120503652039325
1739209698.9896624;-45.120503652039325
1739209698.9896662;-38.13080360867914
1739209698.9896698;-35.57807855764607
1739209698.9896736;-38.13080360867914
1739209698.9896774;-45.120503652039325
1739209698.989681;-38.13080360867914
1739209698.9896848;-45.120503652039325
1739209698.9896884;-31.141103565318893
1739209698.9896922;-30.49652367304973
1739209698.9896958;-45.120503652039325
1739209698.9896996;-45.120503652039325
1739209698.9897032;-38.13080360867914
1739209698.989707;-32.816014438256545
1739209698.9897108;-45.120503652039325
1739209698.9897144;-38.13080360867914
1739209698.9897182;-38.13080360867914
1739209698.9897218;-45.120503652039325
1739209698.9897256;-45.120503652039325
1739209698.9897292;-38.13080360867914
1739209698.989733;-45.120503652039325
1739209698.9897366;-45.120503652039325
1739209698.9897404;-45.120503652039325
1739209698.9897442;-45.120503652039325
1739209698.9897478;-35.57807855764607
1739209698.9897516;-35.57807855764607
1739209698.9897552;-45.120503652039325
1739209698.989759;-45.120503652039325
1739209698.9897625;-30.49652367304973
1739209698.9897664;-32.816014438256545
1739209698.98977;-38.13080360867914
1739209698.9897738;-38.13080360867914
1739209698.9897776;-32.816014438256545
1739209698.9897811;-32.816014438256545
1739209698.989785;-45.120503652039325
1739209698.9897885;-45.120503652039325
1739209698.9897923;-45.120503652039325
1739209698.989796;-38.13080360867914
1739209698.9897997;-45.120503652039325
1739209698.9898033;-45.120503652039325
1739209698.9898071;-45.120503652039325
1739209698.989811;-45.120503652039325
1739209698.9898145;-38.13080360867914
1739209698.9898183;-45.120503652039325
1739209698.989822;-45.120503652039325
1739209698.9898257;-45.120503652039325
1739209698.9898293;-38.13080360867914
1739209698.989833;-45.120503652039325
1739209698.9898367;-32.816014438256545
1739209698.9898405;-29.438486411369333
1739209698.9898443;-45.120503652039325
1739209698.989848;-38.13080360867914
1739209698.9898517;-38.13080360867914
1739209698.9898553;-38.13080360867914
1739209698.989859;-45.120503652039325
1739209698.9898627;-45.120503652039325
1739209698.9898665;-45.120503652039325
1739209698.98987;-45.120503652039325
1739209698.989874;-45.120503652039325
1739209698.9898777;-38.13080360867914
1739209698.9898813;-45.120503652039325
1739209698.989885;-45.120503652039325
1739209698.9898887;-45.120503652039325
1739209698.9898925;-38.13080360867914
1739209698.989896;-38.13080360867914
1739209698.9898999;-45.120503652039325
1739209698.9899035;-38.13080360867914
1739209698.9899073;-33.981070128970906
1739209698.989911;-38.13080360867914
1739209698.9899147;-45.120503652039325
1739209698.9899185;-38.13080360867914
1739209698.989922;-45.120503652039325
1739209698.9899259;-38.13080360867914
1739209698.9899294;-28.58837851428586
1739209698.9899333;-35.57807855764607
1739209698.9899368;-35.57807855764607
1739209698.9899406;-45.120503652039325
1739209698.9899445;-35.57807855764607
1739209698.989948;-45.120503652039325
1739209698.9899518;-45.120503652039325
1739209698.9899554;-45.120503652039325
1739209698.9899592;-32.81601443825658
1739209698.9899628;-38.13080360867914
1739209698.9899666;-45.120503652039325
1739209698.9899704;-38.13080360867914
1739209698.989974;-38.13080360867914
1739209698.9899778;-38.13080360867914
1739209698.9899814;-45.120503652039325
1739209698.9899852;-35.57807855764607
1739209698.9899888;-38.13080360867914
1739209698.9899926;-45.120503652039325
1739209698.9899962;-38.13080360867914
1739209698.99;-33.981070128970906
1739209698.9900038;-45.120503652039325
1739209698.9900074;-38.13080360867914
1739209698.9900112;-45.120503652039325
1739209698.9900148;-35.57807855764607
1739209698.9900186;-33.981070128970906
1739209698.9900222;-45.120503652039325
1739209698.990026;-45.120503652039325
1739209698.9900296;-38.13080360867914
1739209698.9900334;-33.981070128970906
1739209698.9900372;-45.120503652039325
1739209698.9900408;-45.120503652039325
1739209698.9900446;-38.13080360867914
1739209698.9900482;-38.13080360867914
1739209698.990052;-45.120503652039325
1739209698.9900556;-45.120503652039325
1739209698.9900594;-38.13080360867914
1739209698.990063;-45.120503652039325
1739209698.9900668;-45.120503652039325
1739209698.9900706;-45.120503652039325
1739209698.9900742;-45.120503652039325
1739209698.990078;-33.981070128970906
1739209698.9900815;-35.57807855764607
1739209698.9900854;-38.13080360867914
1739209698.990089;-45.120503652039325
1739209698.9900928;-45.120503652039325
1739209698.9900963;-45.120503652039325
1739209698.9901001;-38.13080360867914
1739209698.990104;-45.120503652039325
1739209698.9901075;-45.120503652039325
1739209698.9901114;-45.120503652039325
1739209698.990115;-38.13080360867914
1739209698.9901187;-38.13080360867914
1739209698.9901223;-45.120503652039325
1739209698.9901261;-45.120503652039325
1739209698.9901297;-45.120503652039325
1739209698.9901335;-45.120503652039325
1739209698.9901373;-45.120503652039325
1739209698.990141;-35.57807855764607
1739209698.9901447;-35.57807855764607
1739209698.9901483;-45.120503652039325
1739209698.9901521;-33.981070128970906
1739209698.9901557;-45.120503652039325
1739209698.9901595;-45.120503652039325
1739209698.990163;-45.120503652039325
1739209698.990167;-38.13080360867914
1739209698.9901707;-33.981070128970906
1739209698.9901743;-38.13080360867914
1739209698.990178;-45.120503652039325
1739209698.9901817;-38.13080360867914
1739209698.9901855;-45.120503652039325
1739209698.990189;-38.13080360867914
1739209698.990193;-45.120503652039325
1739209698.9901965;-45.120503652039325
1739209698.9902003;-38.13080360867914
1739209698.990204;-45.120503652039325
1739209698.9902077;-32.816014438256545
1739209698.9902115;-33.981070128970906
1739209698.990215;-38.13080360867914
1739209698.9902189;-38.13080360867914
1739209698.9902225;-38.13080360867914
1739209698.9902263;-33.981070128970906
1739209698.9902298;-45.120503652039325
1739209698.9902337;-38.13080360867914
1739209698.9902375;-38.13080360867914
1739209698.990241;-38.13080360867914
1739209698.9902449;-38.13080360867914
1739209698.9902484;-45.120503652039325
1739209698.9902523;-38.13080360867914
1739209698.9902558;-35.57807855764607
1739209698.9902596;-28.58837851428586
1739209698.9902632;-38.13080360867914
1739209698.990267;-38.13080360867914
1739209698.9902709;-38.13080360867914
1739209698.9902744;-35.57807855764607
1739209698.9902782;-45.120503652039325
1739209698.9902818;-45.120503652039325
1739209698.9902856;-38.13080360867914
1739209698.9902892;-31.141103565318943
1739209698.990293;-45.120503652039325
1739209698.9902966;-45.120503652039325
1739209698.9903004;-45.120503652039325
1739209698.9903042;-45.120503652039325
1739209698.9903078;-45.120503652039325
1739209698.9903116;-45.120503652039325
1739209698.9903152;-45.120503652039325
1739209698.990319;-26.991370085610722
1739209698.9903226;-38.13080360867914
1739209698.9903264;-45.120503652039325
1739209698.9903302;-38.13080360867914
1739209698.9903338;-32.816014438256545
1739209698.9903376;-38.13080360867914
1739209698.9903412;-45.120503652039325
1739209698.990345;-45.120503652039325
1739209698.9903486;-45.120503652039325
1739209698.9903524;-45.120503652039325
1739209698.990356;-45.120503652039325
1739209698.9903598;-45.120503652039325
1739209698.9903636;-45.120503652039325
1739209698.9903672;-38.13080360867914
1739209698.990371;-38.13080360867914
1739209698.9903746;-38.13080360867914
1739209698.9903784;-45.120503652039325
1739209698.990382;-45.120503652039325
1739209698.9903858;-45.120503652039325
1739209698.9903893;-38.13080360867914
