CAN Message; 0x24:0029e7ecdffd14ed
Timestamp;Amplitude
1739209746.152031;-38.13080360867914
1739209746.1520383;-38.13080360867914
1739209746.152046;-38.13080360867914
1739209746.1520536;-38.13080360867914
1739209746.152061;-38.13080360867914
1739209746.1520686;-35.57807855764607
1739209746.152076;-38.13080360867914
1739209746.1520836;-32.816014438256545
1739209746.1520913;-45.120503652039325
1739209746.1520987;-38.13080360867914
1739209746.1521063;-35.57807855764607
1739209746.152114;-38.13080360867914
1739209746.1521213;-45.120503652039325
1739209746.152129;-45.120503652039325
1739209746.1521366;-35.57807855764607
1739209746.152144;-38.13080360867914
1739209746.1521516;-45.120503652039325
1739209746.1521592;-45.120503652039325
1739209746.1521666;-45.120503652039325
1739209746.1521742;-45.120503652039325
1739209746.1521816;-38.13080360867914
1739209746.1521893;-38.13080360867914
1739209746.152197;-38.13080360867914
1739209746.1522043;-45.120503652039325
1739209746.152212;-35.57807855764607
1739209746.1522195;-28.58837851428586
1739209746.152227;-35.57807855764607
1739209746.1522346;-35.57807855764607
1739209746.1522422;-45.120503652039325
1739209746.1522496;-33.981070128970906
1739209746.1522572;-45.120503652039325
1739209746.1522648;-38.13080360867914
1739209746.1522722;-45.120503652039325
1739209746.1522799;-33.981070128970956
1739209746.1522872;-45.120503652039325
1739209746.1522949;-45.120503652039325
1739209746.1523025;-38.13080360867914
1739209746.15231;-45.120503652039325
1739209746.1523175;-45.120503652039325
1739209746.1523252;-45.120503652039325
1739209746.1523325;-32.816014438256545
1739209746.1523402;-31.141103565318915
1739209746.1523478;-45.120503652039325
1739209746.1523552;-38.13080360867914
1739209746.1523628;-38.13080360867914
1739209746.1523705;-38.13080360867914
1739209746.1523778;-45.120503652039325
1739209746.1523855;-45.120503652039325
1739209746.1523929;-35.57807855764607
1739209746.1524005;-31.141103565318915
1739209746.1524081;-45.120503652039325
1739209746.1524155;-38.13080360867914
1739209746.1524231;-45.120503652039325
1739209746.1524308;-33.981070128970906
1739209746.1524382;-45.120503652039325
1739209746.1524458;-45.120503652039325
1739209746.1524534;-33.981070128970906
1739209746.1524608;-38.13080360867914
1739209746.1524684;-45.120503652039325
1739209746.152476;-45.120503652039325
1739209746.1524835;-38.13080360867914
1739209746.152491;-45.120503652039325
1739209746.1524985;-38.13080360867914
1739209746.152506;-45.120503652039325
1739209746.1525137;-38.13080360867914
1739209746.1525211;-27.267205301931607
1739209746.1525288;-45.120503652039325
1739209746.1525364;-45.120503652039325
1739209746.1525438;-35.57807855764607
1739209746.1525514;-33.981070128970906
1739209746.152559;-45.120503652039325
1739209746.1525664;-38.13080360867914
1739209746.152574;-45.120503652039325
1739209746.1525817;-45.120503652039325
1739209746.152589;-45.120503652039325
1739209746.1525967;-38.13080360867914
1739209746.152604;-38.13080360867914
1739209746.1526117;-38.13080360867914
1739209746.1526194;-45.120503652039325
1739209746.1526268;-45.120503652039325
1739209746.1526344;-45.120503652039325
1739209746.152642;-45.120503652039325
1739209746.1526494;-45.120503652039325
1739209746.152657;-38.13080360867914
1739209746.1526647;-45.120503652039325
1739209746.152672;-45.120503652039325
1739209746.1526797;-45.120503652039325
1739209746.1526873;-38.13080360867914
1739209746.1526947;-45.120503652039325
1739209746.1527023;-38.13080360867914
1739209746.1527097;-35.57807855764607
1739209746.1527174;-38.13080360867914
1739209746.152725;-45.120503652039325
1739209746.1527324;-33.981070128970906
1739209746.15274;-38.13080360867914
1739209746.1527476;-45.120503652039325
1739209746.152755;-38.13080360867914
1739209746.1527627;-38.13080360867914
1739209746.1527703;-45.120503652039325
1739209746.1527777;-45.120503652039325
1739209746.1527853;-35.57807855764607
1739209746.152793;-38.13080360867914
1739209746.1528003;-45.120503652039325
1739209746.152808;-45.120503652039325
1739209746.1528153;-45.120503652039325
1739209746.152823;-33.981070128970906
1739209746.1528306;-45.120503652039325
1739209746.152838;-45.120503652039325
1739209746.1528456;-32.816014438256545
1739209746.1528533;-35.57807855764607
1739209746.1528606;-32.816014438256545
1739209746.1528683;-38.13080360867914
1739209746.152876;-38.13080360867914
1739209746.1528833;-35.57807855764607
1739209746.152891;-45.120503652039325
1739209746.1528986;-38.13080360867914
1739209746.152906;-38.13080360867914
1739209746.1529136;-38.13080360867914
1739209746.152921;-45.120503652039325
1739209746.1529286;-45.120503652039325
1739209746.1529362;-35.57807855764607
1739209746.1529436;-33.981070128970906
1739209746.1529512;-38.13080360867914
1739209746.1529589;-38.13080360867914
1739209746.1529663;-35.57807855764607
1739209746.152974;-35.57807855764607
1739209746.1529815;-45.120503652039325
1739209746.152989;-38.13080360867914
1739209746.1529965;-38.13080360867914
1739209746.1530042;-33.981070128970906
1739209746.1530116;-38.13080360867914
1739209746.1530192;-45.120503652039325
1739209746.1530266;-33.981070128970906
1739209746.1530342;-38.13080360867914
1739209746.1530418;-38.13080360867914
1739209746.1530492;-45.120503652039325
1739209746.1530569;-45.120503652039325
1739209746.1530645;-35.57807855764607
1739209746.1530719;-38.13080360867914
1739209746.1530795;-45.120503652039325
1739209746.1530871;-45.120503652039325
1739209746.1530945;-45.120503652039325
1739209746.1531022;-45.120503652039325
1739209746.1531098;-45.120503652039325
1739209746.1531172;-45.120503652039325
1739209746.1531248;-38.13080360867914
1739209746.1531322;-38.13080360867914
1739209746.1531398;-38.13080360867914
1739209746.1531475;-45.120503652039325
1739209746.1531549;-38.13080360867914
1739209746.1531625;-33.981070128970906
1739209746.15317;-45.120503652039325
1739209746.1531775;-45.120503652039325
1739209746.1531851;-45.120503652039325
1739209746.1531928;-45.120503652039325
1739209746.1532001;-45.120503652039325
1739209746.1532078;-45.120503652039325
1739209746.1532154;-45.120503652039325
1739209746.1532228;-45.120503652039325
1739209746.1532304;-45.120503652039325
1739209746.1532378;-45.120503652039325
1739209746.1532454;-45.120503652039325
1739209746.153253;-45.120503652039325
1739209746.1532605;-38.13080360867914
1739209746.153268;-45.120503652039325
1739209746.1532757;-38.13080360867914
1739209746.153283;-38.13080360867914
1739209746.1532907;-45.120503652039325
1739209746.1532984;-45.120503652039325
1739209746.1533058;-45.120503652039325
1739209746.1533134;-28.21854285175415
1739209746.153321;-31.141103565318893
1739209746.1533284;-45.120503652039325
1739209746.153336;-38.13080360867914
1739209746.1533434;-45.120503652039325
1739209746.153351;-38.13080360867914
1739209746.1533587;-45.120503652039325
1739209746.153366;-38.13080360867914
1739209746.1533737;-30.49652367304976
1739209746.1533813;-45.120503652039325
1739209746.1533887;-35.57807855764607
1739209746.1533964;-45.120503652039325
1739209746.153404;-45.120503652039325
1739209746.1534114;-45.120503652039325
1739209746.153419;-32.816014438256545
1739209746.1534266;-45.120503652039325
1739209746.153434;-33.981070128970906
1739209746.1534417;-38.13080360867914
1739209746.153449;-38.13080360867914
1739209746.1534567;-38.13080360867914
1739209746.1534643;-45.120503652039325
1739209746.1534717;-38.13080360867914
1739209746.1534793;-33.981070128970906
1739209746.153487;-45.120503652039325
1739209746.1534944;-30.49652367304973
1739209746.153502;-32.816014438256545
1739209746.1535096;-45.120503652039325
1739209746.153517;-38.13080360867914
1739209746.1535246;-38.13080360867914
1739209746.1535323;-45.120503652039325
1739209746.1535397;-45.120503652039325
1739209746.1535473;-33.981070128970906
1739209746.1535547;-45.120503652039325
1739209746.1535623;-38.13080360867914
1739209746.15357;-38.13080360867914
1739209746.1535773;-45.120503652039325
1739209746.153585;-45.120503652039325
1739209746.1535926;-45.120503652039325
1739209746.1536;-45.120503652039325
1739209746.1536076;-45.120503652039325
1739209746.1536152;-31.141103565318893
1739209746.1536226;-27.8777449560314
1739209746.1536303;-45.120503652039325
1739209746.153638;-45.120503652039325
1739209746.1536453;-35.57807855764607
1739209746.153653;-33.981070128970906
1739209746.1536603;-45.120503652039325
1739209746.153668;-45.120503652039325
1739209746.1536756;-45.120503652039325
1739209746.153683;-45.120503652039325
1739209746.1536906;-45.120503652039325
1739209746.1536982;-45.120503652039325
1739209746.1537056;-35.57807855764607
1739209746.1537132;-33.981070128970906
1739209746.1537209;-45.120503652039325
1739209746.1537282;-45.120503652039325
1739209746.1537359;-38.13080360867914
1739209746.1537435;-38.13080360867914
1739209746.153751;-38.13080360867914
1739209746.1537585;-38.13080360867914
1739209746.153766;-38.13080360867914
1739209746.1537735;-38.13080360867914
1739209746.1537812;-38.13080360867914
1739209746.1537886;-45.120503652039325
1739209746.1537962;-35.57807855764607
1739209746.1538038;-31.141103565318915
1739209746.1538112;-45.120503652039325
1739209746.1538188;-38.13080360867914
1739209746.1538265;-45.120503652039325
1739209746.1538339;-38.13080360867914
1739209746.1538415;-33.981070128970906
1739209746.1538491;-38.13080360867914
1739209746.1538565;-38.13080360867914
1739209746.1538641;-45.120503652039325
1739209746.1538715;-35.57807855764607
1739209746.1538792;-35.57807855764607
1739209746.1538868;-38.13080360867914
1739209746.1538942;-45.120503652039325
1739209746.1539018;-35.57807855764607
1739209746.1539094;-35.57807855764607
1739209746.1539168;-45.120503652039325
1739209746.1539245;-45.120503652039325
1739209746.153932;-38.13080360867914
1739209746.1539395;-33.981070128970906
1739209746.153947;-45.120503652039325
1739209746.1539545;-38.13080360867914
1739209746.1539621;-35.57807855764607
1739209746.1539698;-35.57807855764607
1739209746.1539772;-45.120503652039325
1739209746.1539848;-38.13080360867914
1739209746.1539924;-31.141103565318915
1739209746.1539998;-35.57807855764607
1739209746.1540074;-45.120503652039325
1739209746.154015;-35.57807855764607
1739209746.1540225;-33.981070128970906
1739209746.15403;-33.981070128970906
1739209746.1540377;-45.120503652039325
1739209746.154045;-45.120503652039325
1739209746.1540527;-38.13080360867914
1739209746.1540601;-38.13080360867914
1739209746.1540678;-38.13080360867914
1739209746.1540754;-45.120503652039325
1739209746.1540828;-45.120503652039325
1739209746.1540904;-45.120503652039325
1739209746.154098;-45.120503652039325
1739209746.1541054;-38.13080360867914
1739209746.154113;-38.13080360867914
1739209746.1541207;-45.120503652039325
1739209746.154128;-38.13080360867914
1739209746.1541357;-38.13080360867914
1739209746.1541433;-38.13080360867914
1739209746.1541507;-45.120503652039325
1739209746.1541584;-45.120503652039325
1739209746.1541657;-33.981070128970906
1739209746.1541734;-45.120503652039325
1739209746.154181;-45.120503652039325
1739209746.1541884;-38.13080360867914
1739209746.154196;-33.981070128970906
1739209746.1542037;-38.13080360867914
1739209746.154211;-45.120503652039325
1739209746.1542187;-35.57807855764607
1739209746.1542263;-33.981070128970906
1739209746.1542337;-38.13080360867914
1739209746.1542413;-33.981070128970906
1739209746.154249;-38.13080360867914
1739209746.1542563;-45.120503652039325
1739209746.154264;-35.57807855764607
1739209746.1542714;-33.981070128970906
1739209746.154279;-45.120503652039325
1739209746.1542866;-33.981070128970906
1739209746.154294;-28.992665084841942
1739209746.1543016;-38.13080360867914
1739209746.1543093;-38.13080360867914
1739209746.1543167;-38.13080360867914
1739209746.1543243;-33.981070128970906
1739209746.154332;-45.120503652039325
1739209746.1543393;-45.120503652039325
1739209746.154347;-45.120503652039325
1739209746.1543546;-38.13080360867914
1739209746.154362;-38.13080360867914
1739209746.1543696;-45.120503652039325
1739209746.154377;-38.13080360867914
1739209746.1543846;-33.981070128970906
1739209746.1543922;-33.981070128970906
1739209746.1543996;-38.13080360867914
1739209746.1544073;-38.13080360867914
