CAN Message; 0x62:00f60edec783d781
Timestamp;Amplitude
1739209817.471276;-45.120503652039325
1739209817.471285;-30.49652367304973
1739209817.4712944;-32.816014438256545
1739209817.4713035;-45.120503652039325
1739209817.4713125;-45.120503652039325
1739209817.4713216;-38.13080360867914
1739209817.471331;-38.13080360867914
1739209817.47134;-45.120503652039325
1739209817.471349;-45.120503652039325
1739209817.471358;-38.13080360867914
1739209817.4713674;-35.57807855764607
1739209817.4713764;-45.120503652039325
1739209817.4713855;-45.120503652039325
1739209817.4713945;-45.120503652039325
1739209817.4714038;-38.13080360867914
1739209817.471413;-38.13080360867914
1739209817.471422;-35.57807855764607
1739209817.471431;-38.13080360867914
1739209817.4714403;-38.13080360867914
1739209817.4714494;-33.981070128970906
1739209817.4714584;-38.13080360867914
1739209817.4714675;-45.120503652039325
1739209817.4714768;-45.120503652039325
1739209817.4714859;-33.981070128970906
1739209817.471495;-33.981070128970906
1739209817.471504;-30.49652367304973
1739209817.4715133;-30.49652367304973
1739209817.4715223;-45.120503652039325
1739209817.4715314;-38.13080360867914
1739209817.4715405;-35.57807855764607
1739209817.4715497;-38.13080360867914
1739209817.4715588;-45.120503652039325
1739209817.4715679;-35.57807855764607
1739209817.471577;-45.120503652039325
1739209817.4715862;-45.120503652039325
1739209817.4715953;-45.120503652039325
1739209817.4716043;-45.120503652039325
1739209817.4716134;-45.120503652039325
1739209817.4716227;-45.120503652039325
1739209817.4716318;-45.120503652039325
1739209817.4716408;-45.120503652039325
1739209817.47165;-45.120503652039325
1739209817.4716592;-45.120503652039325
1739209817.4716682;-38.13080360867914
1739209817.4716773;-45.120503652039325
1739209817.4716864;-45.120503652039325
1739209817.4716957;-33.981070128970906
1739209817.4717047;-33.981070128970906
1739209817.4717138;-45.120503652039325
1739209817.4717228;-32.816014438256545
1739209817.4717321;-28.21854285175415
1739209817.4717412;-38.13080360867914
1739209817.4717503;-45.120503652039325
1739209817.4717593;-32.816014438256545
1739209817.4717684;-35.57807855764607
1739209817.4717777;-45.120503652039325
1739209817.4717867;-45.120503652039325
1739209817.4717958;-45.120503652039325
1739209817.4718049;-45.120503652039325
1739209817.4718142;-45.120503652039325
1739209817.4718232;-45.120503652039325
1739209817.4718323;-45.120503652039325
1739209817.4718413;-38.13080360867914
1739209817.4718506;-38.13080360867914
1739209817.4718597;-45.120503652039325
1739209817.4718688;-33.981070128970906
1739209817.4718778;-31.141103565318893
1739209817.471887;-38.13080360867914
1739209817.4718962;-45.120503652039325
1739209817.4719052;-38.13080360867914
1739209817.4719143;-38.13080360867914
1739209817.4719236;-45.120503652039325
1739209817.4719326;-38.13080360867914
1739209817.4719417;-38.13080360867914
1739209817.4719508;-38.13080360867914
1739209817.47196;-38.13080360867914
1739209817.4719691;-38.13080360867914
1739209817.4719782;-38.13080360867914
1739209817.4719872;-33.981070128970906
1739209817.4719965;-38.13080360867914
1739209817.4720056;-38.13080360867914
1739209817.4720147;-45.120503652039325
1739209817.4720237;-45.120503652039325
1739209817.472033;-45.120503652039325
1739209817.472042;-33.981070128970906
1739209817.4720511;-38.13080360867914
1739209817.4720602;-45.120503652039325
1739209817.4720695;-38.13080360867914
1739209817.4720786;-45.120503652039325
1739209817.4720876;-38.13080360867914
1739209817.4720967;-35.57807855764607
1739209817.472106;-45.120503652039325
1739209817.472115;-45.120503652039325
1739209817.472124;-45.120503652039325
1739209817.4721332;-45.120503652039325
1739209817.4721425;-38.13080360867914
1739209817.4721515;-45.120503652039325
1739209817.4721606;-38.13080360867914
1739209817.4721696;-45.120503652039325
1739209817.472179;-38.13080360867914
1739209817.472188;-45.120503652039325
1739209817.472197;-38.13080360867914
1739209817.472206;-32.816014438256545
1739209817.4722152;-38.13080360867914
1739209817.4722245;-45.120503652039325
1739209817.4722335;-38.13080360867914
1739209817.4722426;-33.981070128970906
1739209817.4722517;-38.13080360867914
1739209817.472261;-45.120503652039325
1739209817.47227;-38.13080360867914
1739209817.472279;-45.120503652039325
1739209817.4722881;-38.13080360867914
1739209817.4722974;-45.120503652039325
1739209817.4723065;-38.13080360867914
1739209817.4723155;-38.13080360867914
1739209817.4723246;-45.120503652039325
1739209817.472334;-45.120503652039325
1739209817.472343;-38.13080360867914
1739209817.472352;-38.13080360867914
1739209817.472361;-45.120503652039325
1739209817.4723704;-45.120503652039325
1739209817.4723794;-45.120503652039325
1739209817.4723885;-35.57807855764607
1739209817.4723976;-38.13080360867914
1739209817.4724069;-45.120503652039325
1739209817.472416;-45.120503652039325
1739209817.472425;-33.981070128970906
1739209817.472434;-38.13080360867914
1739209817.4724433;-45.120503652039325
1739209817.4724524;-38.13080360867914
1739209817.4724615;-31.141103565318915
1739209817.4724705;-27.877744956031414
1739209817.4724798;-45.120503652039325
1739209817.4724889;-45.120503652039325
1739209817.472498;-45.120503652039325
1739209817.472507;-38.13080360867914
1739209817.4725163;-45.120503652039325
1739209817.4725254;-38.13080360867914
1739209817.4725344;-38.13080360867914
1739209817.4725435;-33.981070128970906
1739209817.4725528;-45.120503652039325
1739209817.4725618;-45.120503652039325
1739209817.472571;-38.13080360867914
1739209817.47258;-38.13080360867914
1739209817.4725893;-38.13080360867914
1739209817.4725983;-35.57807855764607
1739209817.4726074;-35.57807855764607
1739209817.4726164;-45.120503652039325
1739209817.4726257;-45.120503652039325
1739209817.4726348;-45.120503652039325
1739209817.4726439;-45.120503652039325
1739209817.472653;-38.13080360867914
1739209817.4726622;-45.120503652039325
1739209817.4726713;-45.120503652039325
1739209817.4726803;-45.120503652039325
1739209817.4726894;-33.981070128970906
1739209817.4726985;-35.57807855764607
1739209817.4727077;-38.13080360867914
1739209817.4727168;-45.120503652039325
1739209817.4727259;-35.57807855764607
1739209817.472735;-38.13080360867914
1739209817.4727442;-38.13080360867914
1739209817.4727533;-38.13080360867914
1739209817.4727623;-27.267205301931607
1739209817.4727714;-32.816014438256545
1739209817.4727807;-38.13080360867914
1739209817.4727898;-38.13080360867914
1739209817.4727988;-38.13080360867914
1739209817.472808;-45.120503652039325
1739209817.4728172;-45.120503652039325
1739209817.4728262;-38.13080360867914
1739209817.4728353;-38.13080360867914
1739209817.4728444;-45.120503652039325
1739209817.4728537;-38.13080360867914
1739209817.4728627;-38.13080360867914
1739209817.4728718;-45.120503652039325
1739209817.4728808;-45.120503652039325
1739209817.4728901;-45.120503652039325
1739209817.4728992;-45.120503652039325
1739209817.4729083;-45.120503652039325
1739209817.4729173;-45.120503652039325
1739209817.4729266;-33.981070128970906
1739209817.4729357;-38.13080360867914
1739209817.4729447;-38.13080360867914
1739209817.4729538;-38.13080360867914
1739209817.472963;-38.13080360867914
1739209817.4729722;-32.816014438256545
1739209817.4729812;-38.13080360867914
1739209817.4729903;-45.120503652039325
1739209817.4729996;-38.13080360867914
1739209817.4730086;-35.57807855764607
1739209817.4730177;-45.120503652039325
1739209817.4730268;-45.120503652039325
1739209817.473036;-38.13080360867914
1739209817.473045;-38.13080360867914
1739209817.4730542;-33.981070128970906
1739209817.4730632;-45.120503652039325
1739209817.4730725;-45.120503652039325
1739209817.4730816;-45.120503652039325
1739209817.4730906;-38.13080360867914
1739209817.4730997;-38.13080360867914
1739209817.473109;-45.120503652039325
1739209817.473118;-45.120503652039325
1739209817.4731271;-35.57807855764607
1739209817.4731362;-35.57807855764607
1739209817.4731452;-38.13080360867914
1739209817.4731545;-45.120503652039325
1739209817.4731636;-38.13080360867914
1739209817.4731727;-32.816014438256545
1739209817.4731817;-45.120503652039325
1739209817.473191;-38.13080360867914
1739209817.4732;-38.13080360867914
1739209817.4732091;-45.120503652039325
1739209817.4732182;-33.981070128970906
1739209817.4732275;-45.120503652039325
1739209817.4732366;-33.981070128970906
1739209817.4732456;-38.13080360867914
1739209817.4732547;-38.13080360867914
1739209817.473264;-45.120503652039325
1739209817.473273;-45.120503652039325
1739209817.473282;-38.13080360867914
1739209817.4732912;-38.13080360867914
1739209817.4733005;-45.120503652039325
1739209817.4733095;-33.981070128970906
1739209817.4733186;-32.816014438256545
1739209817.4733276;-45.120503652039325
1739209817.473337;-45.120503652039325
1739209817.473346;-38.13080360867914
1739209817.473355;-45.120503652039325
1739209817.473364;-45.120503652039325
1739209817.4733734;-35.57807855764607
1739209817.4733825;-45.120503652039325
1739209817.4733915;-45.120503652039325
1739209817.4734006;-38.13080360867914
1739209817.47341;-45.120503652039325
1739209817.473419;-45.120503652039325
1739209817.473428;-45.120503652039325
1739209817.473437;-45.120503652039325
1739209817.4734464;-38.13080360867914
1739209817.4734554;-45.120503652039325
1739209817.4734645;-45.120503652039325
1739209817.4734735;-45.120503652039325
1739209817.4734828;-45.120503652039325
1739209817.473492;-38.13080360867914
1739209817.473501;-28.58837851428586
1739209817.47351;-33.981070128970906
1739209817.4735193;-38.13080360867914
1739209817.4735284;-38.13080360867914
1739209817.4735374;-45.120503652039325
1739209817.4735465;-38.13080360867914
1739209817.4735558;-32.816014438256545
1739209817.4735649;-45.120503652039325
1739209817.473574;-31.141103565318943
1739209817.473583;-38.13080360867914
1739209817.4735923;-33.981070128970906
1739209817.4736013;-45.120503652039325
1739209817.4736104;-45.120503652039325
1739209817.4736195;-38.13080360867914
1739209817.4736285;-38.13080360867914
1739209817.4736378;-38.13080360867914
1739209817.4736469;-45.120503652039325
1739209817.473656;-38.13080360867914
1739209817.473665;-45.120503652039325
1739209817.4736743;-33.981070128970906
1739209817.4736834;-45.120503652039325
1739209817.4736924;-35.57807855764607
1739209817.4737015;-29.438486411369333
1739209817.4737108;-45.120503652039325
1739209817.4737198;-25.62660358559016
1739209817.473729;-33.981070128970906
1739209817.473738;-45.120503652039325
1739209817.4737473;-38.13080360867914
1739209817.4737563;-35.57807855764607
1739209817.4737654;-38.13080360867914
1739209817.4737744;-45.120503652039325
1739209817.4737837;-45.120503652039325
1739209817.4737928;-38.13080360867914
1739209817.4738019;-45.120503652039325
1739209817.473811;-45.120503652039325
1739209817.4738202;-45.120503652039325
1739209817.4738293;-45.120503652039325
1739209817.4738383;-45.120503652039325
1739209817.4738474;-45.120503652039325
1739209817.4738567;-45.120503652039325
1739209817.4738657;-45.120503652039325
1739209817.4738748;-45.120503652039325
1739209817.4738839;-38.13080360867914
1739209817.4738932;-38.13080360867914
1739209817.4739022;-45.120503652039325
1739209817.4739113;-45.120503652039325
1739209817.4739203;-45.120503652039325
1739209817.4739296;-45.120503652039325
1739209817.4739387;-38.13080360867914
1739209817.4739478;-35.57807855764607
1739209817.4739568;-35.57807855764607
1739209817.4739661;-45.120503652039325
1739209817.4739752;-45.120503652039325
1739209817.4739842;-38.13080360867914
1739209817.4739933;-38.13080360867914
1739209817.4740026;-38.13080360867914
1739209817.4740117;-45.120503652039325
1739209817.4740207;-45.120503652039325
1739209817.4740298;-33.981070128970906
1739209817.474039;-38.13080360867914
1739209817.4740481;-45.120503652039325
1739209817.4740572;-38.13080360867914
1739209817.4740663;-38.13080360867914
1739209817.4740753;-38.13080360867914
1739209817.4740846;-45.120503652039325
1739209817.4740937;-38.13080360867914
1739209817.4741027;-38.13080360867914
1739209817.4741118;-38.13080360867914
1739209817.474121;-38.13080360867914
1739209817.4741302;-45.120503652039325
1739209817.4741392;-45.120503652039325
1739209817.4741483;-45.120503652039325
1739209817.4741576;-45.120503652039325
1739209817.4741666;-33.981070128970906
1739209817.4741757;-35.57807855764607
1739209817.4741848;-38.13080360867914
1739209817.474194;-33.981070128970906
1739209817.474203;-32.816014438256545
1739209817.4742122;-38.13080360867914
1739209817.4742212;-38.13080360867914
1739209817.4742305;-38.13080360867914
1739209817.4742396;-38.13080360867914
1739209817.4742486;-38.13080360867914
1739209817.4742577;-38.13080360867914
1739209817.474267;-45.120503652039325
1739209817.474276;-45.120503652039325
1739209817.4742851;-38.13080360867914
1739209817.4742942;-38.13080360867914
1739209817.4743035;-45.120503652039325
1739209817.4743125;-31.141103565318915
1739209817.4743216;-35.57807855764607
1739209817.4743307;-45.120503652039325
1739209817.47434;-35.57807855764607
1739209817.474349;-38.13080360867914
1739209817.474358;-45.120503652039325
1739209817.4743671;-38.13080360867914
1739209817.4743764;-35.57807855764607
1739209817.4743855;-38.13080360867914
1739209817.4743946;-38.13080360867914
1739209817.4744036;-38.13080360867914
1739209817.474413;-38.13080360867914
1739209817.474422;-38.13080360867914
1739209817.474431;-45.120503652039325
1739209817.47444;-45.120503652039325
1739209817.4744494;-35.57807855764607
1739209817.4744585;-35.57807855764607
1739209817.4744675;-45.120503652039325
1739209817.4744766;-38.13080360867914
1739209817.4744859;-45.120503652039325
1739209817.474495;-45.120503652039325
1739209817.474504;-38.13080360867914
1739209817.474513;-38.13080360867914
1739209817.4745224;-45.120503652039325
1739209817.4745314;-28.992665084841942
1739209817.4745405;-38.13080360867914
1739209817.4745495;-38.13080360867914
1739209817.4745586;-38.13080360867914
1739209817.474568;-33.981070128970906
1739209817.474577;-38.13080360867914
1739209817.474586;-38.13080360867914
1739209817.474595;-38.13080360867914
1739209817.4746044;-45.120503652039325
1739209817.4746134;-45.120503652039325
1739209817.4746225;-31.141103565318915
1739209817.4746315;-38.13080360867914
1739209817.4746408;-38.13080360867914
1739209817.47465;-45.120503652039325
1739209817.474659;-38.13080360867914
1739209817.474668;-38.13080360867914
1739209817.4746773;-45.120503652039325
1739209817.4746864;-45.120503652039325
1739209817.4746954;-38.13080360867914
1739209817.4747045;-38.13080360867914
1739209817.4747138;-45.120503652039325
1739209817.4747229;-38.13080360867914
1739209817.474732;-35.57807855764607
1739209817.474741;-45.120503652039325
1739209817.4747503;-28.992665084841942
1739209817.4747593;-32.816014438256545
1739209817.4747684;-45.120503652039325
1739209817.4747775;-45.120503652039325
1739209817.4747868;-33.981070128970906
1739209817.4747958;-35.57807855764607
1739209817.4748049;-38.13080360867914
1739209817.474814;-38.13080360867914
1739209817.4748232;-38.13080360867914
1739209817.4748323;-45.120503652039325
1739209817.4748414;-35.57807855764607
1739209817.4748504;-45.120503652039325
1739209817.4748597;-33.981070128970906
1739209817.4748688;-32.816014438256545
1739209817.4748778;-38.13080360867914
1739209817.474887;-45.120503652039325
1739209817.4748962;-33.981070128970906
1739209817.4749053;-32.816014438256545
1739209817.4749143;-45.120503652039325
1739209817.4749234;-45.120503652039325
1739209817.4749327;-45.120503652039325
1739209817.4749417;-38.13080360867914
1739209817.4749508;-38.13080360867914
1739209817.4749599;-45.120503652039325
1739209817.4749691;-38.13080360867914
1739209817.4749782;-35.57807855764607
1739209817.4749873;-38.13080360867914
1739209817.4749963;-45.120503652039325
1739209817.4750054;-33.981070128970906
1739209817.4750147;-38.13080360867914
1739209817.4750237;-38.13080360867914
1739209817.4750328;-38.13080360867914
1739209817.4750419;-45.120503652039325
1739209817.4750512;-38.13080360867914
1739209817.4750602;-35.57807855764607
1739209817.4750693;-38.13080360867914
1739209817.4750783;-45.120503652039325
1739209817.4750876;-38.13080360867914
1739209817.4750967;-35.57807855764607
1739209817.4751058;-38.13080360867914
1739209817.4751148;-38.13080360867914
1739209817.4751241;-35.57807855764607
1739209817.4751332;-38.13080360867914
1739209817.4751422;-38.13080360867914
1739209817.4751513;-45.120503652039325
1739209817.4751606;-45.120503652039325
1739209817.4751697;-38.13080360867914
1739209817.4751787;-45.120503652039325
1739209817.4751878;-38.13080360867914
1739209817.475197;-45.120503652039325
1739209817.4752061;-38.13080360867914
1739209817.4752152;-38.13080360867914
1739209817.4752243;-38.13080360867914
1739209817.4752336;-38.13080360867914
1739209817.4752426;-45.120503652039325
1739209817.4752517;-45.120503652039325
1739209817.4752607;-38.13080360867914
1739209817.47527;-32.816014438256545
1739209817.475279;-38.13080360867914
1739209817.4752882;-45.120503652039325
1739209817.4752972;-45.120503652039325
1739209817.4753065;-33.981070128970906
1739209817.4753156;-38.13080360867914
1739209817.4753246;-45.120503652039325
1739209817.4753337;-38.13080360867914
1739209817.475343;-45.120503652039325
1739209817.475352;-45.120503652039325
1739209817.475361;-45.120503652039325
1739209817.4753702;-38.13080360867914
1739209817.4753795;-45.120503652039325
1739209817.4753885;-45.120503652039325
1739209817.4753976;-45.120503652039325
1739209817.4754066;-38.13080360867914
1739209817.475416;-35.57807855764607
1739209817.475425;-38.13080360867914
1739209817.475434;-45.120503652039325
1739209817.4754431;-38.13080360867914
1739209817.4754524;-32.816014438256545
1739209817.4754615;-38.13080360867914
1739209817.4754705;-45.120503652039325
1739209817.4754796;-33.981070128970906
1739209817.4754887;-28.992665084841942
1739209817.475498;-31.141103565318915
1739209817.475507;-45.120503652039325
1739209817.475516;-38.13080360867914
1739209817.4755251;-35.57807855764607
1739209817.4755344;-38.13080360867914
1739209817.4755435;-38.13080360867914
1739209817.4755526;-45.120503652039325
1739209817.4755616;-38.13080360867914
1739209817.475571;-38.13080360867914
1739209817.47558;-33.981070128970906
1739209817.475589;-38.13080360867914
1739209817.475598;-45.120503652039325
1739209817.4756074;-45.120503652039325
1739209817.4756165;-45.120503652039325
1739209817.4756255;-45.120503652039325
1739209817.4756346;-31.141103565318915
1739209817.4756439;-33.981070128970906
1739209817.475653;-35.57807855764607
1739209817.475662;-38.13080360867914
1739209817.475671;-45.120503652039325
1739209817.4756804;-35.57807855764607
1739209817.4756894;-38.13080360867914
1739209817.4756985;-45.120503652039325
1739209817.4757075;-45.120503652039325
1739209817.4757168;-31.141103565318915
1739209817.475726;-32.816014438256545
1739209817.475735;-45.120503652039325
1739209817.475744;-45.120503652039325
1739209817.4757533;-38.13080360867914
1739209817.4757624;-32.816014438256545
1739209817.4757714;-38.13080360867914
1739209817.4757805;-38.13080360867914
1739209817.4757898;-38.13080360867914
1739209817.4757988;-38.13080360867914
1739209817.475808;-45.120503652039325
1739209817.475817;-38.13080360867914
1739209817.4758263;-38.13080360867914
1739209817.4758353;-38.13080360867914
1739209817.4758444;-38.13080360867914
1739209817.4758534;-38.13080360867914
1739209817.4758627;-31.141103565318915
1739209817.4758718;-35.57807855764607
1739209817.4758809;-38.13080360867914
1739209817.47589;-38.13080360867914
1739209817.4758992;-33.981070128970906
1739209817.4759083;-38.13080360867914
1739209817.4759173;-45.120503652039325
1739209817.4759264;-38.13080360867914
1739209817.4759355;-33.981070128970906
1739209817.4759448;-45.120503652039325
1739209817.4759538;-38.13080360867914
1739209817.4759629;-38.13080360867914
1739209817.475972;-45.120503652039325
1739209817.4759812;-45.120503652039325
1739209817.4759903;-33.981070128970906
1739209817.4759994;-35.57807855764607
1739209817.4760084;-38.13080360867914
1739209817.4760177;-45.120503652039325
1739209817.4760268;-33.981070128970906
1739209817.4760358;-38.13080360867914
1739209817.476045;-38.13080360867914
1739209817.4760542;-45.120503652039325
1739209817.4760633;-33.981070128970906
1739209817.4760723;-38.13080360867914
1739209817.4760814;-38.13080360867914
1739209817.4760907;-45.120503652039325
1739209817.4760997;-38.13080360867914
1739209817.4761088;-38.13080360867914
1739209817.4761178;-38.13080360867914
1739209817.4761271;-38.13080360867914
1739209817.4761362;-45.120503652039325
1739209817.4761453;-38.13080360867914
1739209817.4761543;-33.981070128970906
1739209817.4761636;-45.120503652039325
1739209817.4761727;-38.13080360867914
1739209817.4761817;-38.13080360867914
1739209817.4761908;-38.13080360867914
1739209817.4762;-45.120503652039325
1739209817.4762092;-45.120503652039325
1739209817.4762182;-45.120503652039325
1739209817.4762273;-45.120503652039325
1739209817.4762366;-38.13080360867914
1739209817.4762456;-38.13080360867914
1739209817.4762547;-45.120503652039325
1739209817.4762638;-45.120503652039325
1739209817.476273;-32.816014438256545
1739209817.4762821;-45.120503652039325
1739209817.4762912;-45.120503652039325
1739209817.4763002;-33.981070128970906
1739209817.4763095;-35.57807855764607
1739209817.4763186;-38.13080360867914
1739209817.4763277;-38.13080360867914
1739209817.4763367;-45.120503652039325
1739209817.476346;-45.120503652039325
1739209817.476355;-38.13080360867914
1739209817.4763641;-45.120503652039325
1739209817.4763732;-45.120503652039325
1739209817.4763825;-38.13080360867914
1739209817.4763916;-45.120503652039325
1739209817.4764006;-45.120503652039325
1739209817.4764097;-38.13080360867914
1739209817.4764187;-38.13080360867914
1739209817.476428;-38.13080360867914
1739209817.476437;-35.57807855764607
1739209817.4764462;-38.13080360867914
1739209817.4764552;-45.120503652039325
1739209817.4764645;-45.120503652039325
1739209817.4764736;-45.120503652039325
1739209817.4764826;-35.57807855764607
1739209817.4764917;-38.13080360867914
1739209817.476501;-38.13080360867914
1739209817.47651;-38.13080360867914
1739209817.476519;-38.13080360867914
1739209817.4765282;-38.13080360867914
1739209817.4765375;-33.981070128970906
1739209817.4765465;-29.438486411369333
1739209817.4765556;-45.120503652039325
1739209817.4765646;-45.120503652039325
1739209817.476574;-38.13080360867914
1739209817.476583;-35.57807855764607
1739209817.476592;-38.13080360867914
1739209817.4766011;-45.120503652039325
1739209817.4766104;-33.981070128970906
1739209817.4766195;-38.13080360867914
1739209817.4766285;-35.57807855764607
1739209817.4766376;-35.57807855764607
1739209817.476647;-38.13080360867914
1739209817.476656;-38.13080360867914
1739209817.476665;-38.13080360867914
1739209817.476674;-31.141103565318893
1739209817.4766834;-45.120503652039325
1739209817.4766924;-38.13080360867914
1739209817.4767015;-38.13080360867914
1739209817.4767106;-33.981070128970906
1739209817.4767199;-45.120503652039325
1739209817.476729;-45.120503652039325
1739209817.476738;-45.120503652039325
1739209817.476747;-38.13080360867914
1739209817.4767563;-38.13080360867914
1739209817.4767654;-38.13080360867914
1739209817.4767745;-45.120503652039325
1739209817.4767835;-45.120503652039325
1739209817.4767928;-45.120503652039325
1739209817.4768019;-45.120503652039325
1739209817.476811;-32.816014438256545
1739209817.47682;-27.8777449560314
1739209817.4768293;-38.13080360867914
1739209817.4768384;-45.120503652039325
1739209817.4768474;-35.57807855764607
1739209817.4768565;-32.816014438256545
1739209817.4768658;-45.120503652039325
1739209817.4768748;-38.13080360867914
1739209817.476884;-38.13080360867914
1739209817.476893;-45.120503652039325
1739209817.476902;-38.13080360867914
1739209817.4769113;-45.120503652039325
1739209817.4769204;-35.57807855764607
1739209817.4769294;-35.57807855764607
1739209817.4769385;-45.120503652039325
1739209817.4769478;-38.13080360867914
1739209817.4769568;-38.13080360867914
1739209817.476966;-33.981070128970956
