CAN Message; 0x1a7:000044f0c767f027
Timestamp;Amplitude
1739209893.6247675;-38.13080360867914
1739209893.624775;-45.120503652039325
1739209893.6247823;-38.13080360867914
1739209893.62479;-38.13080360867914
1739209893.6247973;-38.13080360867914
1739209893.6248047;-45.120503652039325
1739209893.6248121;-45.120503652039325
1739209893.6248195;-45.120503652039325
1739209893.624827;-38.13080360867914
1739209893.6248343;-38.13080360867914
1739209893.6248417;-38.13080360867914
1739209893.6248493;-38.13080360867914
1739209893.6248567;-38.13080360867914
1739209893.624864;-35.57807855764607
1739209893.6248715;-45.120503652039325
1739209893.624879;-33.981070128970906
1739209893.6248863;-38.13080360867914
1739209893.6248937;-38.13080360867914
1739209893.624901;-45.120503652039325
1739209893.6249087;-33.981070128970906
1739209893.624916;-32.816014438256545
1739209893.6249235;-45.120503652039325
1739209893.6249309;-38.13080360867914
1739209893.6249382;-38.13080360867914
1739209893.6249456;-38.13080360867914
1739209893.624953;-38.13080360867914
1739209893.6249604;-38.13080360867914
1739209893.624968;-38.13080360867914
1739209893.6249754;-38.13080360867914
1739209893.6249828;-35.57807855764607
1739209893.6249902;-38.13080360867914
1739209893.6249976;-32.816014438256545
1739209893.625005;-38.13080360867914
1739209893.6250124;-45.120503652039325
1739209893.6250198;-45.120503652039325
1739209893.6250274;-33.981070128970906
1739209893.6250348;-38.13080360867914
1739209893.6250422;-38.13080360867914
1739209893.6250496;-45.120503652039325
1739209893.625057;-45.120503652039325
1739209893.6250644;-38.13080360867914
1739209893.6250718;-45.120503652039325
1739209893.6250792;-45.120503652039325
1739209893.6250868;-38.13080360867914
1739209893.6250942;-38.13080360867914
1739209893.6251016;-38.13080360867914
1739209893.625109;-45.120503652039325
1739209893.6251163;-32.816014438256545
1739209893.6251237;-38.13080360867914
1739209893.6251311;-31.141103565318893
1739209893.6251385;-35.57807855764607
1739209893.6251462;-38.13080360867914
1739209893.6251535;-45.120503652039325
1739209893.625161;-38.13080360867914
1739209893.6251683;-35.57807855764607
1739209893.6251757;-38.13080360867914
1739209893.625183;-45.120503652039325
1739209893.6251905;-45.120503652039325
1739209893.625198;-45.120503652039325
1739209893.6252055;-35.57807855764607
1739209893.625213;-33.981070128970906
1739209893.6252203;-45.120503652039325
1739209893.6252277;-45.120503652039325
1739209893.625235;-38.13080360867914
1739209893.6252425;-45.120503652039325
1739209893.6252499;-35.57807855764607
1739209893.6252573;-35.57807855764607
1739209893.625265;-45.120503652039325
1739209893.6252723;-38.13080360867914
1739209893.6252797;-38.13080360867914
1739209893.625287;-38.13080360867914
1739209893.6252944;-35.57807855764607
1739209893.6253018;-35.57807855764607
1739209893.6253092;-38.13080360867914
1739209893.6253166;-45.120503652039325
1739209893.6253242;-38.13080360867914
1739209893.6253316;-38.13080360867914
1739209893.625339;-45.120503652039325
1739209893.6253464;-45.120503652039325
1739209893.6253538;-38.13080360867914
1739209893.6253612;-35.57807855764607
1739209893.6253686;-45.120503652039325
1739209893.625376;-45.120503652039325
1739209893.6253836;-38.13080360867914
1739209893.625391;-45.120503652039325
1739209893.6253984;-45.120503652039325
1739209893.6254058;-45.120503652039325
1739209893.6254132;-31.141103565318893
1739209893.6254206;-38.13080360867914
1739209893.625428;-32.816014438256545
1739209893.6254354;-29.438486411369333
1739209893.625443;-45.120503652039325
1739209893.6254504;-38.13080360867914
1739209893.6254578;-45.120503652039325
1739209893.6254652;-38.13080360867914
1739209893.6254725;-38.13080360867914
1739209893.62548;-38.13080360867914
1739209893.6254873;-45.120503652039325
1739209893.6254947;-38.13080360867914
1739209893.6255023;-33.981070128970906
1739209893.6255097;-35.57807855764607
1739209893.6255171;-45.120503652039325
1739209893.6255245;-45.120503652039325
1739209893.625532;-45.120503652039325
1739209893.6255393;-45.120503652039325
1739209893.6255467;-33.981070128970906
1739209893.625554;-30.49652367304973
1739209893.6255617;-45.120503652039325
1739209893.625569;-38.13080360867914
1739209893.6255765;-33.981070128970906
1739209893.625584;-38.13080360867914
1739209893.6255913;-38.13080360867914
1739209893.6255987;-32.816014438256545
1739209893.625606;-38.13080360867914
1739209893.6256135;-45.120503652039325
1739209893.625621;-45.120503652039325
1739209893.6256285;-38.13080360867914
1739209893.6256359;-45.120503652039325
1739209893.6256433;-38.13080360867914
1739209893.6256506;-35.57807855764607
1739209893.625658;-38.13080360867914
1739209893.6256654;-45.120503652039325
1739209893.6256728;-45.120503652039325
1739209893.6256804;-38.13080360867914
1739209893.6256878;-45.120503652039325
1739209893.6256952;-45.120503652039325
1739209893.6257026;-45.120503652039325
1739209893.62571;-38.13080360867914
1739209893.6257174;-33.981070128970906
1739209893.6257248;-33.981070128970906
1739209893.6257324;-26.991370085610722
1739209893.6257398;-38.13080360867914
1739209893.6257472;-38.13080360867914
1739209893.6257546;-45.120503652039325
1739209893.625762;-45.120503652039325
1739209893.6257694;-33.981070128970906
1739209893.6257768;-33.981070128970906
1739209893.6257842;-45.120503652039325
1739209893.6257918;-32.81601443825658
1739209893.6257992;-45.120503652039325
1739209893.6258066;-35.57807855764607
1739209893.625814;-45.120503652039325
1739209893.6258214;-45.120503652039325
1739209893.6258287;-35.57807855764607
1739209893.6258361;-38.13080360867914
1739209893.6258435;-45.120503652039325
1739209893.6258512;-31.141103565318915
1739209893.6258585;-38.13080360867914
1739209893.625866;-38.13080360867914
1739209893.6258733;-45.120503652039325
1739209893.6258807;-38.13080360867914
1739209893.625888;-38.13080360867914
1739209893.6258955;-38.13080360867914
1739209893.625903;-45.120503652039325
1739209893.6259105;-45.120503652039325
1739209893.625918;-38.13080360867914
1739209893.6259253;-38.13080360867914
1739209893.6259327;-45.120503652039325
1739209893.62594;-45.120503652039325
1739209893.6259475;-38.13080360867914
1739209893.6259549;-38.13080360867914
1739209893.6259623;-38.13080360867914
1739209893.62597;-35.57807855764607
1739209893.6259773;-45.120503652039325
1739209893.6259847;-45.120503652039325
1739209893.625992;-45.120503652039325
1739209893.6259995;-38.13080360867914
1739209893.6260068;-45.120503652039325
1739209893.6260142;-33.981070128970906
1739209893.6260216;-45.120503652039325
1739209893.6260293;-38.13080360867914
1739209893.6260366;-35.57807855764607
1739209893.626044;-38.13080360867914
1739209893.6260514;-45.120503652039325
1739209893.6260588;-38.13080360867914
1739209893.6260662;-33.981070128970906
1739209893.6260736;-38.13080360867914
1739209893.626081;-45.120503652039325
1739209893.6260886;-38.13080360867914
1739209893.626096;-45.120503652039325
1739209893.6261034;-35.57807855764607
1739209893.6261108;-38.13080360867914
1739209893.6261182;-45.120503652039325
1739209893.6261256;-45.120503652039325
1739209893.626133;-45.120503652039325
1739209893.6261404;-45.120503652039325
1739209893.626148;-38.13080360867914
1739209893.6261554;-38.13080360867914
1739209893.6261628;-45.120503652039325
1739209893.6261702;-35.57807855764607
1739209893.6261775;-35.57807855764607
1739209893.626185;-35.57807855764607
1739209893.6261923;-38.13080360867914
1739209893.6261997;-45.120503652039325
1739209893.6262074;-38.13080360867914
1739209893.6262147;-45.120503652039325
1739209893.6262221;-38.13080360867914
1739209893.6262295;-38.13080360867914
1739209893.626237;-33.981070128970906
1739209893.6262443;-33.981070128970906
1739209893.6262517;-38.13080360867914
1739209893.626259;-38.13080360867914
1739209893.6262667;-38.13080360867914
1739209893.626274;-45.120503652039325
1739209893.6262815;-45.120503652039325
1739209893.626289;-45.120503652039325
1739209893.6262963;-38.13080360867914
1739209893.6263037;-45.120503652039325
1739209893.626311;-38.13080360867914
1739209893.6263185;-38.13080360867914
1739209893.626326;-35.57807855764607
1739209893.6263335;-30.49652367304973
1739209893.6263409;-35.57807855764607
1739209893.6263483;-38.13080360867914
1739209893.6263556;-38.13080360867914
1739209893.626363;-35.57807855764607
1739209893.6263704;-45.120503652039325
1739209893.6263778;-38.13080360867914
1739209893.6263855;-38.13080360867914
1739209893.6263928;-38.13080360867914
1739209893.6264002;-38.13080360867914
1739209893.6264076;-35.57807855764607
1739209893.626415;-45.120503652039325
1739209893.6264224;-38.13080360867914
1739209893.6264298;-45.120503652039325
1739209893.6264372;-35.57807855764607
1739209893.6264448;-38.13080360867914
1739209893.6264522;-45.120503652039325
1739209893.6264596;-38.13080360867914
1739209893.626467;-38.13080360867914
1739209893.6264744;-35.57807855764607
1739209893.6264818;-38.13080360867914
1739209893.6264892;-38.13080360867914
1739209893.6264966;-38.13080360867914
1739209893.6265042;-38.13080360867914
1739209893.6265116;-38.13080360867914
1739209893.626519;-38.13080360867914
1739209893.6265264;-38.13080360867914
1739209893.6265337;-33.981070128970906
1739209893.6265411;-38.13080360867914
1739209893.6265485;-38.13080360867914
1739209893.626556;-35.57807855764607
1739209893.6265635;-33.981070128970906
1739209893.626571;-38.13080360867914
1739209893.6265783;-45.120503652039325
1739209893.6265857;-38.13080360867914
1739209893.626593;-38.13080360867914
1739209893.6266005;-45.120503652039325
1739209893.626608;-45.120503652039325
1739209893.6266153;-38.13080360867914
1739209893.626623;-38.13080360867914
1739209893.6266303;-27.8777449560314
1739209893.6266377;-32.816014438256545
1739209893.626645;-38.13080360867914
1739209893.6266525;-45.120503652039325
1739209893.6266599;-45.120503652039325
1739209893.6266673;-45.120503652039325
1739209893.626675;-45.120503652039325
1739209893.6266823;-32.816014438256545
1739209893.6266897;-38.13080360867914
1739209893.626697;-45.120503652039325
1739209893.6267045;-32.816014438256545
1739209893.6267118;-35.57807855764607
1739209893.6267192;-45.120503652039325
1739209893.6267266;-45.120503652039325
1739209893.6267343;-38.13080360867914
1739209893.6267416;-45.120503652039325
1739209893.626749;-33.981070128970906
1739209893.6267564;-45.120503652039325
1739209893.6267638;-35.57807855764607
1739209893.6267712;-35.57807855764607
1739209893.6267786;-45.120503652039325
1739209893.626786;-45.120503652039325
1739209893.6267936;-45.120503652039325
1739209893.626801;-45.120503652039325
1739209893.6268084;-35.57807855764607
1739209893.6268158;-38.13080360867914
1739209893.6268232;-38.13080360867914
1739209893.6268306;-33.981070128970906
1739209893.626838;-35.57807855764607
1739209893.6268454;-35.57807855764607
1739209893.626853;-38.13080360867914
1739209893.6268604;-32.816014438256545
1739209893.6268678;-45.120503652039325
1739209893.6268752;-33.981070128970956
1739209893.6268826;-45.120503652039325
1739209893.62689;-45.120503652039325
1739209893.6268973;-45.120503652039325
1739209893.6269047;-45.120503652039325
1739209893.6269124;-35.57807855764607
1739209893.6269197;-45.120503652039325
1739209893.6269271;-31.141103565318893
1739209893.6269345;-29.438486411369333
1739209893.626942;-33.981070128970906
1739209893.6269493;-38.13080360867914
1739209893.6269567;-45.120503652039325
1739209893.626964;-45.120503652039325
1739209893.6269717;-35.57807855764607
1739209893.626979;-31.141103565318915
1739209893.6269865;-45.120503652039325
1739209893.626994;-45.120503652039325
1739209893.6270013;-35.57807855764607
1739209893.6270087;-38.13080360867914
1739209893.627016;-38.13080360867914
1739209893.6270235;-38.13080360867914
1739209893.627031;-38.13080360867914
1739209893.6270385;-45.120503652039325
1739209893.6270459;-45.120503652039325
1739209893.6270533;-45.120503652039325
1739209893.6270607;-38.13080360867914
1739209893.627068;-35.57807855764607
1739209893.6270754;-38.13080360867914
1739209893.6270828;-45.120503652039325
1739209893.6270905;-35.57807855764607
1739209893.6270978;-35.57807855764607
1739209893.6271052;-45.120503652039325
1739209893.6271126;-38.13080360867914
1739209893.62712;-38.13080360867914
1739209893.6271274;-38.13080360867914
1739209893.6271348;-38.13080360867914
1739209893.6271422;-33.981070128970906
1739209893.6271498;-38.13080360867914
1739209893.6271572;-32.816014438256545
1739209893.6271646;-38.13080360867914
1739209893.627172;-45.120503652039325
1739209893.6271794;-45.120503652039325
1739209893.6271868;-33.981070128970906
1739209893.6271942;-45.120503652039325
1739209893.6272016;-45.120503652039325
1739209893.6272092;-35.57807855764607
1739209893.6272166;-35.57807855764607
1739209893.627224;-38.13080360867914
1739209893.6272314;-35.57807855764607
1739209893.6272388;-33.981070128970906
1739209893.6272461;-38.13080360867914
1739209893.6272535;-45.120503652039325
1739209893.627261;-38.13080360867914
1739209893.6272686;-38.13080360867914
1739209893.627276;-38.13080360867914
1739209893.6272833;-45.120503652039325
1739209893.6272907;-38.13080360867914
1739209893.627298;-38.13080360867914
1739209893.6273055;-45.120503652039325
1739209893.627313;-45.120503652039325
1739209893.6273203;-45.120503652039325
1739209893.627328;-45.120503652039325
1739209893.6273353;-45.120503652039325
1739209893.6273427;-45.120503652039325
1739209893.62735;-45.120503652039325
1739209893.6273575;-35.57807855764607
1739209893.6273649;-38.13080360867914
1739209893.6273723;-45.120503652039325
1739209893.6273797;-38.13080360867914
1739209893.6273873;-38.13080360867914
1739209893.6273947;-38.13080360867914
1739209893.627402;-45.120503652039325
1739209893.6274095;-38.13080360867914
1739209893.6274168;-30.49652367304973
1739209893.6274242;-33.981070128970906
1739209893.6274316;-45.120503652039325
1739209893.627439;-38.13080360867914
1739209893.6274467;-33.981070128970906
1739209893.627454;-38.13080360867914
1739209893.6274614;-45.120503652039325
1739209893.6274688;-45.120503652039325
1739209893.6274762;-45.120503652039325
1739209893.6274836;-45.120503652039325
1739209893.627491;-45.120503652039325
1739209893.6274984;-45.120503652039325
1739209893.627506;-38.13080360867914
1739209893.6275134;-35.57807855764607
