CAN Message; 0x1bb:00009c01fca6d02a
1739209843.708767;-32.81601443825658
1739209843.7087746;-38.13080360867914
1739209843.7087824;-35.57807855764607
1739209843.7087903;-45.120503652039325
1739209843.7087982;-45.120503652039325
1739209843.708806;-33.981070128970906
1739209843.7088137;-45.120503652039325
1739209843.7088215;-38.13080360867914
1739209843.7088294;-29.438486411369333
1739209843.7088373;-38.13080360867914
1739209843.7088451;-38.13080360867914
1739209843.708853;-38.13080360867914
1739209843.7088606;-35.57807855764607
1739209843.7088685;-35.57807855764607
1739209843.7088764;-38.13080360867914
1739209843.7088842;-45.120503652039325
1739209843.708892;-45.120503652039325
1739209843.7089;-38.13080360867914
1739209843.7089076;-35.57807855764607
1739209843.7089155;-38.13080360867914
1739209843.7089233;-45.120503652039325
1739209843.7089312;-38.13080360867914
1739209843.708939;-38.13080360867914
1739209843.708947;-35.57807855764607
1739209843.7089546;-45.120503652039325
1739209843.7089624;-38.13080360867914
1739209843.7089703;-45.120503652039325
1739209843.7089782;-38.13080360867914
1739209843.708986;-45.120503652039325
1739209843.708994;-45.120503652039325
1739209843.7090015;-45.120503652039325
1739209843.7090094;-38.13080360867914
1739209843.7090173;-27.8777449560314
1739209843.7090251;-33.981070128970906
1739209843.709033;-38.13080360867914
1739209843.7090406;-38.13080360867914
1739209843.7090485;-31.141103565318893
1739209843.7090564;-38.13080360867914
1739209843.7090642;-45.120503652039325
1739209843.709072;-45.120503652039325
1739209843.70908;-45.120503652039325
1739209843.7090876;-45.120503652039325
1739209843.7090955;-45.120503652039325
1739209843.7091033;-38.13080360867914
1739209843.7091112;-38.13080360867914
1739209843.709119;-33.981070128970906
1739209843.709127;-38.13080360867914
1739209843.7091346;-38.13080360867914
1739209843.7091424;-45.120503652039325
1739209843.7091503;-35.57807855764607
1739209843.7091582;-45.120503652039325
1739209843.709166;-38.13080360867914
1739209843.709174;-38.13080360867914
1739209843.7091815;-45.120503652039325
1739209843.7091894;-38.13080360867914
1739209843.7091973;-45.120503652039325
1739209843.7092052;-32.816014438256545
1739209843.709213;-35.57807855764607
1739209843.709221;-45.120503652039325
1739209843.7092285;-45.120503652039325
1739209843.7092364;-32.816014438256545
1739209843.7092443;-33.981070128970906
1739209843.709252;-45.120503652039325
1739209843.70926;-45.120503652039325
1739209843.7092676;-45.120503652039325
1739209843.7092755;-45.120503652039325
1739209843.7092834;-35.57807855764607
1739209843.7092912;-45.120503652039325
1739209843.709299;-38.13080360867914
1739209843.709307;-35.57807855764607
1739209843.7093146;-35.57807855764607
1739209843.7093225;-38.13080360867914
1739209843.7093303;-45.120503652039325
1739209843.7093382;-35.57807855764607
1739209843.709346;-38.13080360867914
1739209843.709354;-45.120503652039325
1739209843.7093616;-38.13080360867914
1739209843.7093694;-45.120503652039325
1739209843.7093773;-45.120503652039325
1739209843.7093852;-38.13080360867914
1739209843.709393;-38.13080360867914
1739209843.709401;-38.13080360867914
1739209843.7094085;-45.120503652039325
1739209843.7094164;-38.13080360867914
1739209843.7094243;-35.57807855764607
1739209843.7094321;-38.13080360867914
1739209843.70944;-45.120503652039325
1739209843.7094476;-38.13080360867914
1739209843.7094555;-35.57807855764607
1739209843.7094634;-31.141103565318915
1739209843.7094712;-38.13080360867914
1739209843.709479;-38.13080360867914
1739209843.709487;-45.120503652039325
1739209843.7094946;-38.13080360867914
1739209843.7095025;-45.120503652039325
1739209843.7095103;-38.13080360867914
1739209843.7095182;-33.981070128970906
1739209843.709526;-33.981070128970906
1739209843.709534;-45.120503652039325
1739209843.7095416;-45.120503652039325
1739209843.7095494;-45.120503652039325
1739209843.7095573;-45.120503652039325
1739209843.7095652;-45.120503652039325
1739209843.709573;-38.13080360867914
1739209843.709581;-38.13080360867914
1739209843.7095885;-38.13080360867914
1739209843.7095964;-45.120503652039325
1739209843.7096043;-38.13080360867914
1739209843.7096121;-35.57807855764607
1739209843.70962;-33.981070128970906
1739209843.7096279;-38.13080360867914
1739209843.7096355;-33.981070128970906
1739209843.7096434;-32.816014438256545
1739209843.7096512;-31.141103565318915
1739209843.709659;-45.120503652039325
1739209843.709667;-45.120503652039325
1739209843.7096746;-35.57807855764607
1739209843.7096825;-38.13080360867914
1739209843.7096903;-38.13080360867914
1739209843.7096982;-38.13080360867914
1739209843.709706;-45.120503652039325
1739209843.709714;-28.58837851428586
1739209843.7097216;-32.816014438256545
1739209843.7097294;-38.13080360867914
1739209843.7097373;-45.120503652039325
1739209843.7097452;-33.981070128970906
1739209843.709753;-35.57807855764607
1739209843.709761;-38.13080360867914
1739209843.7097685;-45.120503652039325
1739209843.7097764;-38.13080360867914
1739209843.7097843;-38.13080360867914
1739209843.7097921;-45.120503652039325
1739209843.7098;-45.120503652039325
1739209843.7098079;-38.13080360867914
1739209843.7098155;-35.57807855764607
1739209843.7098234;-38.13080360867914
1739209843.7098312;-45.120503652039325
1739209843.709839;-45.120503652039325
1739209843.709847;-38.13080360867914
1739209843.7098546;-45.120503652039325
1739209843.7098625;-38.13080360867914
1739209843.7098703;-38.13080360867914
1739209843.7098782;-38.13080360867914
1739209843.709886;-35.57807855764607
1739209843.709894;-45.120503652039325
1739209843.7099016;-31.141103565318915
1739209843.7099094;-33.981070128970906
1739209843.7099173;-45.120503652039325
1739209843.7099252;-45.120503652039325
1739209843.709933;-38.13080360867914
1739209843.709941;-35.57807855764607
1739209843.7099485;-45.120503652039325
1739209843.7099564;-38.13080360867914
1739209843.7099643;-31.14110356531892
1739209843.7099721;-45.120503652039325
1739209843.70998;-38.13080360867914
1739209843.7099879;-45.120503652039325
1739209843.7099955;-45.120503652039325
1739209843.7100034;-45.120503652039325
1739209843.7100112;-45.120503652039325
1739209843.710019;-45.120503652039325
1739209843.710027;-38.13080360867914
1739209843.7100348;-45.120503652039325
1739209843.7100425;-38.13080360867914
1739209843.7100503;-35.57807855764607
1739209843.7100582;-38.13080360867914
1739209843.710066;-38.13080360867914
1739209843.710074;-33.981070128970906
1739209843.7100816;-38.13080360867914
1739209843.7100894;-35.57807855764607
1739209843.7100973;-38.13080360867914
1739209843.7101052;-38.13080360867914
1739209843.710113;-35.57807855764607
1739209843.710121;-33.981070128970906
1739209843.7101285;-45.120503652039325
1739209843.7101364;-45.120503652039325
1739209843.7101443;-38.13080360867914
1739209843.7101521;-45.120503652039325
1739209843.71016;-32.816014438256545
1739209843.710168;-38.13080360867914
1739209843.7101755;-38.13080360867914
1739209843.7101834;-35.57807855764607
1739209843.7101912;-35.57807855764607
1739209843.710199;-45.120503652039325
1739209843.710207;-45.120503652039325
1739209843.7102149;-45.120503652039325
1739209843.7102225;-35.57807855764607
1739209843.7102304;-45.120503652039325
1739209843.7102382;-45.120503652039325
1739209843.710246;-38.13080360867914
1739209843.710254;-32.816014438256545
1739209843.7102618;-38.13080360867914
1739209843.7102695;-38.13080360867914
1739209843.7102773;-35.57807855764607
1739209843.7102852;-45.120503652039325
1739209843.710293;-45.120503652039325
1739209843.710301;-45.120503652039325
1739209843.7103086;-38.13080360867914
1739209843.7103164;-38.13080360867914
1739209843.7103243;-45.120503652039325
1739209843.7103322;-45.120503652039325
1739209843.71034;-45.120503652039325
1739209843.710348;-26.991370085610736
1739209843.7103555;-35.57807855764607
1739209843.7103634;-45.120503652039325
1739209843.7103713;-38.13080360867914
1739209843.7103791;-45.120503652039325
1739209843.710387;-38.13080360867914
1739209843.7103949;-45.120503652039325
1739209843.7104025;-35.57807855764607
1739209843.7104104;-38.13080360867914
1739209843.7104182;-45.120503652039325
1739209843.710426;-38.13080360867914
1739209843.710434;-38.13080360867914
1739209843.7104418;-45.120503652039325
1739209843.7104495;-45.120503652039325
1739209843.7104573;-45.120503652039325
1739209843.7104652;-38.13080360867914
1739209843.710473;-35.57807855764607
1739209843.710481;-38.13080360867914
1739209843.7104886;-45.120503652039325
1739209843.7104964;-45.120503652039325
1739209843.7105043;-32.816014438256545
1739209843.7105122;-33.981070128970906
1739209843.71052;-45.120503652039325
1739209843.710528;-45.120503652039325
1739209843.7105355;-33.981070128970906
1739209843.7105434;-38.13080360867914
1739209843.7105513;-45.120503652039325
1739209843.7105591;-38.13080360867914
1739209843.710567;-38.13080360867914
1739209843.7105749;-45.120503652039325
1739209843.7105825;-45.120503652039325
1739209843.7105904;-35.57807855764607
1739209843.7105982;-45.120503652039325
1739209843.710606;-45.120503652039325
1739209843.710614;-38.13080360867914
1739209843.7106218;-38.13080360867914
1739209843.7106295;-45.120503652039325
1739209843.7106373;-45.120503652039325
1739209843.7106452;-45.120503652039325
1739209843.710653;-45.120503652039325
1739209843.710661;-28.992665084841942
1739209843.7106688;-31.141103565318915
1739209843.7106764;-45.120503652039325
1739209843.7106843;-38.13080360867914
1739209843.7106922;-38.13080360867914
1739209843.7107;-35.57807855764607
1739209843.710708;-38.13080360867914
1739209843.7107155;-35.57807855764607
1739209843.7107234;-45.120503652039325
1739209843.7107313;-45.120503652039325
1739209843.7107391;-38.13080360867914
1739209843.710747;-45.120503652039325
1739209843.7107549;-45.120503652039325
1739209843.7107625;-38.13080360867914
1739209843.7107704;-35.57807855764607
1739209843.7107782;-33.981070128970906
1739209843.710786;-45.120503652039325
1739209843.710794;-45.120503652039325
1739209843.7108018;-32.816014438256545
1739209843.7108095;-38.13080360867914
1739209843.7108173;-45.120503652039325
1739209843.7108252;-33.981070128970906
1739209843.710833;-32.816014438256545
1739209843.710841;-38.13080360867914
1739209843.7108488;-33.981070128970906
1739209843.7108564;-31.141103565318915
1739209843.7108643;-45.120503652039325
1739209843.7108722;-45.120503652039325
1739209843.71088;-38.13080360867914
1739209843.710888;-35.57807855764607
1739209843.7108958;-38.13080360867914
1739209843.7109034;-45.120503652039325
1739209843.7109113;-45.120503652039325
1739209843.7109191;-35.57807855764607
1739209843.710927;-32.816014438256545
1739209843.7109349;-38.13080360867914
1739209843.7109425;-45.120503652039325
1739209843.7109504;-38.13080360867914
1739209843.7109582;-35.57807855764607
1739209843.710966;-45.120503652039325
1739209843.710974;-45.120503652039325
1739209843.7109818;-33.981070128970906
1739209843.7109895;-45.120503652039325
1739209843.7109973;-45.120503652039325
1739209843.7110052;-45.120503652039325
1739209843.711013;-45.120503652039325
1739209843.711021;-45.120503652039325
1739209843.7110288;-45.120503652039325
1739209843.7110364;-45.120503652039325
1739209843.7110443;-38.13080360867914
1739209843.7110522;-35.57807855764607
1739209843.71106;-38.13080360867914
1739209843.711068;-45.120503652039325
1739209843.7110758;-33.981070128970906
1739209843.7110834;-38.13080360867914
1739209843.7110913;-45.120503652039325
1739209843.7110991;-38.13080360867914
1739209843.711107;-38.13080360867914
1739209843.711115;-35.57807855764607
1739209843.7111225;-38.13080360867914
1739209843.7111304;-38.13080360867914
1739209843.7111382;-45.120503652039325
1739209843.711146;-45.120503652039325
1739209843.711154;-45.120503652039325
1739209843.7111619;-38.13080360867914
1739209843.7111695;-33.981070128970906
1739209843.7111773;-45.120503652039325
1739209843.7111852;-45.120503652039325
1739209843.711193;-33.981070128970906
1739209843.711201;-33.981070128970906
1739209843.7112088;-31.141103565318893
1739209843.7112164;-35.57807855764607
1739209843.7112243;-45.120503652039325
1739209843.7112322;-45.120503652039325
1739209843.71124;-38.13080360867914
1739209843.711248;-45.120503652039325
1739209843.7112558;-45.120503652039325
1739209843.7112634;-33.981070128970906
1739209843.7112713;-45.120503652039325
1739209843.7112792;-45.120503652039325
1739209843.711287;-32.816014438256545
1739209843.711295;-45.120503652039325
1739209843.7113028;-45.120503652039325
1739209843.7113104;-38.13080360867914
1739209843.7113183;-45.120503652039325
1739209843.7113261;-38.13080360867914
1739209843.711334;-45.120503652039325
1739209843.7113419;-45.120503652039325
1739209843.7113495;-38.13080360867914
1739209843.7113574;-32.816014438256545
1739209843.7113652;-32.816014438256545
1739209843.711373;-38.13080360867914
1739209843.711381;-45.120503652039325
1739209843.7113888;-45.120503652039325
1739209843.7113965;-33.981070128970906
1739209843.7114043;-45.120503652039325
1739209843.7114122;-45.120503652039325
1739209843.71142;-45.120503652039325
1739209843.711428;-45.120503652039325
1739209843.7114358;-45.120503652039325
1739209843.7114434;-45.120503652039325
1739209843.7114513;-45.120503652039325
1739209843.7114592;-45.120503652039325
1739209843.711467;-45.120503652039325
1739209843.711475;-38.13080360867914
1739209843.7114828;-38.13080360867914
1739209843.7114904;-45.120503652039325
1739209843.7114983;-45.120503652039325
1739209843.7115061;-45.120503652039325
1739209843.711514;-38.13080360867914
1739209843.7115219;-35.57807855764607
1739209843.7115297;-38.13080360867914
1739209843.7115374;-45.120503652039325
1739209843.7115452;-35.57807855764607
1739209843.711553;-27.8777449560314
1739209843.711561;-45.120503652039325
1739209843.7115688;-38.13080360867914
1739209843.7115765;-38.13080360867914
1739209843.7115843;-45.120503652039325
1739209843.7115922;-45.120503652039325
1739209843.7116;-35.57807855764607
1739209843.711608;-38.13080360867914
1739209843.7116158;-38.13080360867914
1739209843.7116234;-38.13080360867914
1739209843.7116313;-38.13080360867914
1739209843.7116392;-45.120503652039325
1739209843.711647;-45.120503652039325
1739209843.711655;-38.13080360867914
1739209843.7116628;-45.120503652039325
1739209843.7116704;-35.57807855764607
1739209843.7116783;-26.991370085610736
1739209843.7116861;-38.13080360867914
1739209843.711694;-38.13080360867914
1739209843.7117019;-35.57807855764607
1739209843.7117097;-32.816014438256545
1739209843.7117174;-45.120503652039325
1739209843.7117252;-38.13080360867914
1739209843.711733;-38.13080360867914
1739209843.711741;-45.120503652039325
1739209843.7117488;-33.981070128970906
1739209843.7117565;-35.57807855764607
1739209843.7117643;-38.13080360867914
1739209843.7117722;-38.13080360867914
1739209843.71178;-35.57807855764607
1739209843.711788;-38.13080360867914
1739209843.7117958;-45.120503652039325
1739209843.7118034;-35.57807855764607
1739209843.7118113;-38.13080360867914
1739209843.7118192;-35.57807855764607
1739209843.711827;-45.120503652039325
1739209843.711835;-45.120503652039325
1739209843.7118428;-33.981070128970906
1739209843.7118504;-45.120503652039325
1739209843.7118583;-38.13080360867914
1739209843.7118661;-26.991370085610736
1739209843.711874;-38.13080360867914
1739209843.7118819;-45.120503652039325
1739209843.7118897;-38.13080360867914
1739209843.7118974;-33.981070128970906
1739209843.7119052;-45.120503652039325
1739209843.711913;-45.120503652039325
1739209843.711921;-38.13080360867914
1739209843.7119288;-45.120503652039325
1739209843.7119367;-45.120503652039325
1739209843.7119443;-45.120503652039325
1739209843.7119522;-33.981070128970906
1739209843.71196;-35.57807855764607
1739209843.711968;-38.13080360867914
1739209843.7119758;-45.120503652039325
1739209843.7119834;-33.981070128970906
