CAN Message; 0x1bb:00009c01fca6d02a
Timestamp;Amplitude
1739209843.7058554;-35.57807855764607
1739209843.7058632;-38.13080360867914
1739209843.7058709;-45.120503652039325
1739209843.7058787;-38.13080360867914
1739209843.7058866;-35.57807855764607
1739209843.7058945;-38.13080360867914
1739209843.7059023;-45.120503652039325
1739209843.7059102;-35.57807855764607
1739209843.7059178;-27.8777449560314
1739209843.7059257;-45.120503652039325
1739209843.7059336;-45.120503652039325
1739209843.7059414;-38.13080360867914
1739209843.7059493;-38.13080360867914
1739209843.7059572;-38.13080360867914
1739209843.7059648;-38.13080360867914
1739209843.7059727;-45.120503652039325
1739209843.7059805;-45.120503652039325
1739209843.7059884;-38.13080360867914
1739209843.7059963;-38.13080360867914
1739209843.7060041;-45.120503652039325
1739209843.7060118;-45.120503652039325
1739209843.7060196;-38.13080360867914
1739209843.7060275;-45.120503652039325
1739209843.7060354;-35.57807855764607
1739209843.7060432;-27.8777449560314
1739209843.706051;-38.13080360867914
1739209843.7060587;-35.57807855764607
1739209843.7060666;-38.13080360867914
1739209843.7060745;-38.13080360867914
1739209843.7060823;-38.13080360867914
1739209843.7060902;-38.13080360867914
1739209843.7060978;-38.13080360867914
1739209843.7061057;-45.120503652039325
1739209843.7061136;-38.13080360867914
1739209843.7061214;-45.120503652039325
1739209843.7061293;-45.120503652039325
1739209843.7061372;-38.13080360867914
1739209843.7061448;-38.13080360867914
1739209843.7061527;-35.57807855764607
1739209843.7061605;-45.120503652039325
1739209843.7061684;-45.120503652039325
1739209843.7061763;-38.13080360867914
1739209843.7061841;-45.120503652039325
1739209843.7061918;-45.120503652039325
1739209843.7061996;-38.13080360867914
1739209843.7062075;-33.981070128970906
1739209843.7062154;-35.57807855764607
1739209843.7062232;-38.13080360867914
1739209843.706231;-32.816014438256545
1739209843.7062387;-45.120503652039325
1739209843.7062466;-45.120503652039325
1739209843.7062545;-45.120503652039325
1739209843.7062624;-35.57807855764607
1739209843.7062702;-45.120503652039325
1739209843.7062778;-45.120503652039325
1739209843.7062857;-38.13080360867914
1739209843.7062936;-45.120503652039325
1739209843.7063015;-33.981070128970906
1739209843.7063093;-45.120503652039325
1739209843.7063172;-45.120503652039325
1739209843.7063248;-38.13080360867914
1739209843.7063327;-38.13080360867914
1739209843.7063406;-45.120503652039325
1739209843.7063484;-38.13080360867914
1739209843.7063563;-32.816014438256545
1739209843.7063642;-38.13080360867914
1739209843.7063718;-45.120503652039325
1739209843.7063797;-38.13080360867914
1739209843.7063875;-45.120503652039325
1739209843.7063954;-38.13080360867914
1739209843.7064033;-38.13080360867914
1739209843.7064111;-38.13080360867914
1739209843.7064188;-45.120503652039325
1739209843.7064266;-38.13080360867914
1739209843.7064345;-35.57807855764607
1739209843.7064424;-45.120503652039325
1739209843.7064502;-38.13080360867914
1739209843.706458;-38.13080360867914
1739209843.7064657;-45.120503652039325
1739209843.7064736;-45.120503652039325
1739209843.7064815;-45.120503652039325
1739209843.7064893;-33.981070128970906
1739209843.7064972;-45.120503652039325
1739209843.7065048;-45.120503652039325
1739209843.7065127;-38.13080360867914
1739209843.7065206;-45.120503652039325
1739209843.7065284;-45.120503652039325
1739209843.7065363;-32.816014438256545
1739209843.7065442;-38.13080360867914
1739209843.7065518;-45.120503652039325
1739209843.7065597;-45.120503652039325
1739209843.7065675;-45.120503652039325
1739209843.7065754;-45.120503652039325
1739209843.7065833;-45.120503652039325
1739209843.7065911;-38.13080360867914
1739209843.7065988;-33.981070128970906
1739209843.7066066;-38.13080360867914
1739209843.7066145;-33.981070128970906
1739209843.7066224;-45.120503652039325
1739209843.7066302;-45.120503652039325
1739209843.706638;-38.13080360867914
1739209843.7066457;-38.13080360867914
1739209843.7066536;-45.120503652039325
1739209843.7066615;-45.120503652039325
1739209843.7066693;-38.13080360867914
1739209843.7066772;-31.141103565318915
1739209843.706685;-45.120503652039325
1739209843.7066927;-38.13080360867914
1739209843.7067006;-32.816014438256545
1739209843.7067084;-33.981070128970906
1739209843.7067163;-38.13080360867914
1739209843.7067242;-38.13080360867914
1739209843.7067318;-45.120503652039325
1739209843.7067397;-38.13080360867914
1739209843.7067475;-45.120503652039325
1739209843.7067554;-45.120503652039325
1739209843.7067633;-45.120503652039325
1739209843.7067711;-45.120503652039325
1739209843.7067788;-45.120503652039325
1739209843.7067866;-38.13080360867914
1739209843.7067945;-45.120503652039325
1739209843.7068024;-38.13080360867914
1739209843.7068102;-45.120503652039325
1739209843.706818;-38.13080360867914
1739209843.7068257;-35.57807855764607
1739209843.7068336;-45.120503652039325
1739209843.7068415;-45.120503652039325
1739209843.7068493;-38.13080360867914
1739209843.7068572;-32.816014438256545
1739209843.706865;-27.877744956031414
1739209843.7068727;-45.120503652039325
1739209843.7068806;-38.13080360867914
1739209843.7068884;-38.13080360867914
1739209843.7068963;-33.981070128970906
1739209843.7069042;-38.13080360867914
1739209843.7069118;-38.13080360867914
1739209843.7069197;-38.13080360867914
1739209843.7069275;-28.992665084841942
1739209843.7069354;-38.13080360867914
1739209843.7069433;-45.120503652039325
1739209843.7069511;-35.57807855764607
1739209843.7069588;-38.13080360867914
1739209843.7069666;-45.120503652039325
1739209843.7069745;-38.13080360867914
1739209843.7069824;-35.57807855764607
1739209843.7069902;-33.981070128970906
1739209843.706998;-45.120503652039325
1739209843.7070057;-38.13080360867914
1739209843.7070136;-38.13080360867914
1739209843.7070215;-35.57807855764607
1739209843.7070293;-38.13080360867914
1739209843.7070372;-31.141103565318915
1739209843.707045;-38.13080360867914
1739209843.7070527;-45.120503652039325
1739209843.7070606;-45.120503652039325
1739209843.7070684;-38.13080360867914
1739209843.7070763;-45.120503652039325
1739209843.7070842;-38.13080360867914
1739209843.707092;-38.13080360867914
1739209843.7070997;-45.120503652039325
1739209843.7071075;-38.13080360867914
1739209843.7071154;-38.13080360867914
1739209843.7071233;-35.57807855764607
1739209843.7071311;-45.120503652039325
1739209843.7071388;-45.120503652039325
1739209843.7071466;-33.981070128970906
1739209843.7071545;-45.120503652039325
1739209843.7071624;-38.13080360867914
1739209843.7071702;-38.13080360867914
1739209843.707178;-45.120503652039325
1739209843.7071857;-33.981070128970906
1739209843.7071936;-38.13080360867914
1739209843.7072015;-45.120503652039325
1739209843.7072093;-38.13080360867914
1739209843.7072172;-31.141103565318893
1739209843.707225;-45.120503652039325
1739209843.7072327;-38.13080360867914
1739209843.7072406;-38.13080360867914
1739209843.7072484;-45.120503652039325
1739209843.7072563;-45.120503652039325
1739209843.7072642;-38.13080360867914
1739209843.707272;-45.120503652039325
1739209843.7072797;-45.120503652039325
1739209843.7072875;-38.13080360867914
1739209843.7072954;-45.120503652039325
1739209843.7073033;-45.120503652039325
1739209843.7073112;-45.120503652039325
1739209843.707319;-45.120503652039325
1739209843.7073267;-38.13080360867914
1739209843.7073345;-38.13080360867914
1739209843.7073424;-45.120503652039325
1739209843.7073503;-38.13080360867914
1739209843.7073581;-35.57807855764607
1739209843.7073658;-45.120503652039325
1739209843.7073736;-33.981070128970906
1739209843.7073815;-38.13080360867914
1739209843.7073894;-35.57807855764607
1739209843.7073972;-38.13080360867914
1739209843.707405;-38.13080360867914
1739209843.7074127;-38.13080360867914
1739209843.7074206;-38.13080360867914
1739209843.7074285;-35.57807855764607
1739209843.7074363;-45.120503652039325
1739209843.7074442;-38.13080360867914
1739209843.707452;-38.13080360867914
1739209843.7074597;-45.120503652039325
1739209843.7074676;-45.120503652039325
1739209843.7074754;-38.13080360867914
1739209843.7074833;-35.57807855764607
1739209843.7074912;-38.13080360867914
1739209843.707499;-32.816014438256545
1739209843.7075067;-35.57807855764607
1739209843.7075145;-38.13080360867914
1739209843.7075224;-45.120503652039325
1739209843.7075303;-38.13080360867914
1739209843.7075381;-45.120503652039325
1739209843.7075458;-45.120503652039325
1739209843.7075536;-45.120503652039325
1739209843.7075615;-45.120503652039325
1739209843.7075694;-45.120503652039325
1739209843.7075772;-35.57807855764607
1739209843.707585;-38.13080360867914
1739209843.7075927;-45.120503652039325
1739209843.7076006;-45.120503652039325
1739209843.7076085;-45.120503652039325
1739209843.7076163;-45.120503652039325
1739209843.7076242;-45.120503652039325
1739209843.707632;-45.120503652039325
1739209843.7076397;-45.120503652039325
1739209843.7076476;-38.13080360867914
1739209843.7076554;-35.57807855764607
1739209843.7076633;-38.13080360867914
1739209843.7076712;-38.13080360867914
1739209843.707679;-45.120503652039325
1739209843.7076867;-27.8777449560314
1739209843.7076945;-31.141103565318915
1739209843.7077024;-45.120503652039325
1739209843.7077103;-45.120503652039325
1739209843.7077181;-38.13080360867914
1739209843.707726;-38.13080360867914
1739209843.7077336;-45.120503652039325
1739209843.7077415;-35.57807855764607
1739209843.7077494;-35.57807855764607
1739209843.7077572;-45.120503652039325
1739209843.707765;-45.120503652039325
1739209843.7077727;-38.13080360867914
1739209843.7077806;-45.120503652039325
1739209843.7077885;-45.120503652039325
1739209843.7077963;-35.57807855764607
1739209843.7078042;-45.120503652039325
1739209843.707812;-35.57807855764607
1739209843.7078197;-38.13080360867914
1739209843.7078276;-45.120503652039325
1739209843.7078354;-38.13080360867914
1739209843.7078433;-35.57807855764607
1739209843.7078512;-45.120503652039325
1739209843.707859;-38.13080360867914
1739209843.7078667;-33.981070128970906
1739209843.7078745;-35.57807855764607
1739209843.7078824;-38.13080360867914
1739209843.7078903;-45.120503652039325
1739209843.7078981;-45.120503652039325
1739209843.707906;-33.981070128970906
1739209843.7079136;-33.981070128970906
1739209843.7079215;-33.981070128970906
1739209843.7079294;-33.981070128970906
1739209843.7079372;-45.120503652039325
1739209843.707945;-32.816014438256545
1739209843.707953;-35.57807855764607
1739209843.7079606;-38.13080360867914
1739209843.7079685;-45.120503652039325
1739209843.7079763;-45.120503652039325
1739209843.7079842;-38.13080360867914
1739209843.707992;-38.13080360867914
1739209843.7079997;-31.141103565318915
1739209843.7080076;-28.992665084841942
1739209843.7080154;-38.13080360867914
1739209843.7080233;-45.120503652039325
1739209843.7080312;-45.120503652039325
1739209843.708039;-35.57807855764607
1739209843.7080467;-35.57807855764607
1739209843.7080545;-38.13080360867914
1739209843.7080624;-45.120503652039325
1739209843.7080703;-38.13080360867914
1739209843.7080781;-45.120503652039325
1739209843.708086;-45.120503652039325
1739209843.7080936;-45.120503652039325
1739209843.7081015;-45.120503652039325
1739209843.7081094;-45.120503652039325
1739209843.7081172;-45.120503652039325
1739209843.708125;-38.13080360867914
1739209843.708133;-38.13080360867914
1739209843.7081406;-45.120503652039325
1739209843.7081485;-38.13080360867914
1739209843.7081563;-38.13080360867914
1739209843.7081642;-45.120503652039325
1739209843.708172;-38.13080360867914
1739209843.7081797;-45.120503652039325
1739209843.7081876;-33.981070128970906
1739209843.7081954;-31.141103565318915
1739209843.7082033;-45.120503652039325
1739209843.7082112;-38.13080360867914
1739209843.708219;-32.816014438256545
1739209843.7082267;-33.981070128970906
1739209843.7082345;-45.120503652039325
1739209843.7082424;-38.13080360867914
1739209843.7082503;-35.57807855764607
1739209843.7082582;-45.120503652039325
1739209843.708266;-45.120503652039325
1739209843.7082736;-38.13080360867914
1739209843.7082815;-35.57807855764607
1739209843.7082894;-38.13080360867914
1739209843.7082973;-45.120503652039325
1739209843.7083051;-45.120503652039325
1739209843.708313;-38.13080360867914
1739209843.7083206;-38.13080360867914
1739209843.7083285;-45.120503652039325
1739209843.7083364;-38.13080360867914
1739209843.7083442;-38.13080360867914
1739209843.708352;-38.13080360867914
1739209843.70836;-38.13080360867914
1739209843.7083676;-45.120503652039325
1739209843.7083755;-38.13080360867914
1739209843.7083833;-33.981070128970906
1739209843.7083912;-38.13080360867914
1739209843.708399;-45.120503652039325
1739209843.7084067;-45.120503652039325
1739209843.7084146;-45.120503652039325
1739209843.7084224;-35.57807855764607
1739209843.7084303;-38.13080360867914
1739209843.7084382;-45.120503652039325
1739209843.708446;-45.120503652039325
1739209843.7084537;-45.120503652039325
1739209843.7084615;-45.120503652039325
1739209843.7084694;-45.120503652039325
1739209843.7084773;-45.120503652039325
1739209843.7084851;-38.13080360867914
1739209843.708493;-38.13080360867914
1739209843.7085006;-45.120503652039325
1739209843.7085085;-31.141103565318915
1739209843.7085164;-32.816014438256545
1739209843.7085242;-33.981070128970906
1739209843.708532;-45.120503652039325
1739209843.70854;-38.13080360867914
1739209843.7085476;-32.816014438256545
1739209843.7085555;-38.13080360867914
1739209843.7085633;-45.120503652039325
1739209843.7085712;-38.13080360867914
1739209843.708579;-35.57807855764607
1739209843.708587;-45.120503652039325
1739209843.7085946;-38.13080360867914
1739209843.7086024;-38.13080360867914
1739209843.7086103;-38.13080360867914
1739209843.7086182;-38.13080360867914
1739209843.708626;-38.13080360867914
1739209843.7086337;-45.120503652039325
1739209843.7086415;-45.120503652039325
1739209843.7086494;-38.13080360867914
1739209843.7086573;-45.120503652039325
1739209843.7086651;-33.981070128970906
1739209843.708673;-38.13080360867914
1739209843.7086806;-38.13080360867914
1739209843.7086885;-45.120503652039325
1739209843.7086964;-32.816014438256545
1739209843.7087042;-30.49652367304973
1739209843.708712;-45.120503652039325
1739209843.70872;-45.120503652039325
1739209843.7087276;-45.120503652039325
1739209843.7087355;-45.120503652039325
1739209843.7087433;-38.13080360867914
1739209843.7087512;-35.57807855764607
1739209843.708759;-45.120503652039325
