CAN Message; 0x98:000097903c1c4cd4
1739209898.3519201;-45.120503652039325
1739209898.3519251;-38.13080360867914
1739209898.3519304;-35.57807855764607
1739209898.3519356;-38.13080360867914
1739209898.3519406;-45.120503652039325
1739209898.3519459;-38.13080360867914
1739209898.3519511;-38.13080360867914
1739209898.3519561;-38.13080360867914
1739209898.3519614;-45.120503652039325
1739209898.3519666;-45.120503652039325
1739209898.3519716;-38.13080360867914
1739209898.3519769;-38.13080360867914
1739209898.351982;-45.120503652039325
1739209898.3519871;-45.120503652039325
1739209898.3519924;-35.57807855764607
1739209898.3519976;-38.13080360867914
1739209898.3520026;-45.120503652039325
1739209898.3520079;-38.13080360867914
1739209898.352013;-35.57807855764607
1739209898.352018;-45.120503652039325
1739209898.3520234;-45.120503652039325
1739209898.3520286;-38.13080360867914
1739209898.3520336;-38.13080360867914
1739209898.3520389;-31.141103565318915
1739209898.352044;-45.120503652039325
1739209898.3520494;-38.13080360867914
1739209898.3520544;-35.57807855764607
1739209898.3520596;-33.981070128970906
1739209898.3520648;-45.120503652039325
1739209898.3520699;-35.57807855764607
1739209898.352075;-35.57807855764607
1739209898.3520803;-35.57807855764607
1739209898.3520854;-45.120503652039325
1739209898.3520906;-38.13080360867914
1739209898.3520958;-38.13080360867914
1739209898.3521008;-38.13080360867914
1739209898.352106;-38.13080360867914
1739209898.3521113;-38.13080360867914
1739209898.3521163;-45.120503652039325
1739209898.3521216;-45.120503652039325
1739209898.3521268;-45.120503652039325
1739209898.3521318;-35.57807855764607
1739209898.352137;-38.13080360867914
1739209898.3521423;-45.120503652039325
1739209898.3521473;-45.120503652039325
1739209898.3521526;-45.120503652039325
1739209898.3521578;-45.120503652039325
1739209898.3521628;-28.992665084841942
1739209898.352168;-35.57807855764607
1739209898.3521733;-38.13080360867914
1739209898.3521786;-38.13080360867914
1739209898.3521836;-38.13080360867914
1739209898.3521888;-45.120503652039325
1739209898.352194;-45.120503652039325
1739209898.352199;-38.13080360867914
1739209898.3522043;-38.13080360867914
1739209898.3522096;-45.120503652039325
1739209898.3522146;-38.13080360867914
1739209898.3522198;-45.120503652039325
1739209898.352225;-45.120503652039325
1739209898.35223;-45.120503652039325
1739209898.3522353;-38.13080360867914
1739209898.3522406;-38.13080360867914
1739209898.3522456;-45.120503652039325
1739209898.3522508;-38.13080360867914
1739209898.352256;-38.13080360867914
1739209898.352261;-38.13080360867914
1739209898.3522663;-45.120503652039325
1739209898.3522716;-45.120503652039325
1739209898.3522766;-38.13080360867914
1739209898.3522818;-45.120503652039325
1739209898.352287;-32.816014438256545
1739209898.352292;-45.120503652039325
1739209898.3522973;-45.120503652039325
1739209898.3523026;-32.816014438256545
1739209898.3523078;-35.57807855764607
1739209898.3523128;-45.120503652039325
1739209898.352318;-38.13080360867914
1739209898.3523233;-32.816014438256545
1739209898.3523283;-45.120503652039325
1739209898.3523335;-45.120503652039325
1739209898.3523388;-45.120503652039325
1739209898.3523438;-45.120503652039325
1739209898.352349;-45.120503652039325
1739209898.3523543;-38.13080360867914
1739209898.3523593;-38.13080360867914
1739209898.3523645;-38.13080360867914
1739209898.3523698;-38.13080360867914
1739209898.3523748;-38.13080360867914
1739209898.35238;-38.13080360867914
1739209898.3523853;-35.57807855764607
1739209898.3523903;-45.120503652039325
1739209898.3523955;-45.120503652039325
1739209898.3524008;-45.120503652039325
1739209898.3524058;-45.120503652039325
1739209898.352411;-45.120503652039325
1739209898.3524163;-45.120503652039325
1739209898.3524213;-45.120503652039325
1739209898.3524265;-38.13080360867914
1739209898.3524318;-35.57807855764607
1739209898.352437;-38.13080360867914
1739209898.352442;-45.120503652039325
1739209898.3524473;-38.13080360867914
1739209898.3524525;-38.13080360867914
1739209898.3524575;-28.992665084841942
1739209898.3524628;-38.13080360867914
1739209898.352468;-38.13080360867914
1739209898.352473;-38.13080360867914
1739209898.3524783;-38.13080360867914
1739209898.3524835;-45.120503652039325
1739209898.3524885;-45.120503652039325
1739209898.3524938;-38.13080360867914
1739209898.352499;-38.13080360867914
1739209898.352504;-38.13080360867914
1739209898.3525093;-45.120503652039325
1739209898.3525145;-45.120503652039325
1739209898.3525195;-45.120503652039325
1739209898.3525248;-45.120503652039325
1739209898.35253;-45.120503652039325
1739209898.352535;-38.13080360867914
1739209898.3525403;-45.120503652039325
1739209898.3525455;-45.120503652039325
1739209898.3525505;-45.120503652039325
1739209898.3525558;-38.13080360867914
1739209898.352561;-35.57807855764607
1739209898.352566;-38.13080360867914
1739209898.3525712;-45.120503652039325
1739209898.3525765;-38.13080360867914
1739209898.3525817;-30.49652367304973
1739209898.3525867;-38.13080360867914
1739209898.352592;-45.120503652039325
1739209898.3525972;-45.120503652039325
1739209898.3526022;-45.120503652039325
1739209898.3526075;-45.120503652039325
1739209898.3526127;-45.120503652039325
1739209898.3526177;-45.120503652039325
1739209898.352623;-32.81601443825658
1739209898.3526282;-38.13080360867914
1739209898.3526332;-38.13080360867914
1739209898.3526385;-38.13080360867914
1739209898.3526437;-38.13080360867914
1739209898.3526487;-45.120503652039325
1739209898.352654;-38.13080360867914
1739209898.3526592;-45.120503652039325
1739209898.3526642;-27.267205301931607
1739209898.3526695;-33.981070128970906
1739209898.3526747;-38.13080360867914
1739209898.3526797;-38.13080360867914
1739209898.352685;-38.13080360867914
1739209898.3526902;-35.57807855764607
1739209898.3526952;-32.816014438256545
1739209898.3527005;-38.13080360867914
1739209898.3527057;-35.57807855764607
1739209898.352711;-38.13080360867914
1739209898.352716;-35.57807855764607
1739209898.3527212;-38.13080360867914
1739209898.3527265;-38.13080360867914
1739209898.3527315;-38.13080360867914
1739209898.3527367;-45.120503652039325
1739209898.352742;-38.13080360867914
1739209898.352747;-31.141103565318915
1739209898.3527522;-33.981070128970906
1739209898.3527575;-45.120503652039325
1739209898.3527625;-38.13080360867914
1739209898.3527677;-38.13080360867914
1739209898.352773;-38.13080360867914
1739209898.352778;-45.120503652039325
1739209898.3527832;-45.120503652039325
1739209898.3527884;-45.120503652039325
1739209898.3527935;-45.120503652039325
1739209898.3527987;-45.120503652039325
1739209898.352804;-38.13080360867914
1739209898.352809;-38.13080360867914
1739209898.3528142;-45.120503652039325
1739209898.3528194;-45.120503652039325
1739209898.3528244;-38.13080360867914
1739209898.3528297;-33.981070128970906
1739209898.352835;-38.13080360867914
1739209898.3528402;-45.120503652039325
1739209898.3528452;-35.57807855764607
1739209898.3528504;-33.981070128970906
1739209898.3528557;-45.120503652039325
1739209898.3528607;-45.120503652039325
1739209898.352866;-45.120503652039325
1739209898.3528712;-33.981070128970906
1739209898.3528762;-33.981070128970906
1739209898.3528814;-45.120503652039325
1739209898.3528867;-38.13080360867914
1739209898.3528917;-38.13080360867914
1739209898.352897;-32.816014438256545
1739209898.3529022;-38.13080360867914
1739209898.3529072;-35.57807855764607
1739209898.3529124;-38.13080360867914
1739209898.3529177;-38.13080360867914
1739209898.3529227;-45.120503652039325
1739209898.352928;-45.120503652039325
1739209898.3529332;-38.13080360867914
1739209898.3529382;-45.120503652039325
1739209898.3529434;-38.13080360867914
1739209898.3529487;-45.120503652039325
1739209898.3529537;-30.49652367304973
1739209898.352959;-38.13080360867914
1739209898.3529642;-45.120503652039325
1739209898.3529694;-45.120503652039325
1739209898.3529744;-38.13080360867914
1739209898.3529797;-38.13080360867914
1739209898.352985;-38.13080360867914
1739209898.35299;-33.981070128970906
1739209898.3529952;-33.981070128970906
1739209898.3530004;-33.981070128970906
1739209898.3530054;-45.120503652039325
1739209898.3530107;-45.120503652039325
1739209898.353016;-38.13080360867914
1739209898.353021;-33.981070128970906
1739209898.3530262;-38.13080360867914
1739209898.3530314;-38.13080360867914
1739209898.3530364;-38.13080360867914
1739209898.3530416;-38.13080360867914
1739209898.353047;-45.120503652039325
1739209898.353052;-45.120503652039325
1739209898.3530571;-45.120503652039325
1739209898.3530624;-45.120503652039325
1739209898.3530674;-45.120503652039325
1739209898.3530726;-38.13080360867914
1739209898.353078;-38.13080360867914
1739209898.353083;-38.13080360867914
1739209898.3530881;-45.120503652039325
1739209898.3530934;-45.120503652039325
1739209898.3530984;-38.13080360867914
1739209898.3531036;-35.57807855764607
1739209898.353109;-38.13080360867914
1739209898.3531141;-45.120503652039325
1739209898.3531191;-38.13080360867914
1739209898.3531244;-38.13080360867914
1739209898.3531296;-45.120503652039325
1739209898.3531346;-38.13080360867914
1739209898.3531399;-38.13080360867914
1739209898.3531451;-38.13080360867914
1739209898.3531501;-38.13080360867914
1739209898.3531554;-33.981070128970906
1739209898.3531606;-35.57807855764607
1739209898.3531656;-45.120503652039325
1739209898.3531709;-45.120503652039325
1739209898.353176;-33.981070128970906
1739209898.3531811;-38.13080360867914
1739209898.3531864;-38.13080360867914
1739209898.3531916;-45.120503652039325
1739209898.3531966;-45.120503652039325
1739209898.3532019;-45.120503652039325
1739209898.353207;-35.57807855764607
1739209898.353212;-35.57807855764607
1739209898.3532174;-38.13080360867914
1739209898.3532226;-38.13080360867914
1739209898.3532276;-38.13080360867914
1739209898.3532329;-38.13080360867914
1739209898.353238;-38.13080360867914
1739209898.3532434;-45.120503652039325
1739209898.3532484;-45.120503652039325
1739209898.3532536;-45.120503652039325
1739209898.3532588;-38.13080360867914
1739209898.3532639;-38.13080360867914
1739209898.353269;-38.13080360867914
1739209898.3532743;-45.120503652039325
1739209898.3532794;-38.13080360867914
1739209898.3532846;-45.120503652039325
1739209898.3532898;-45.120503652039325
1739209898.3532948;-45.120503652039325
1739209898.3533;-45.120503652039325
1739209898.3533053;-38.13080360867914
1739209898.3533103;-35.57807855764607
1739209898.3533156;-38.13080360867914
1739209898.3533208;-38.13080360867914
1739209898.3533258;-38.13080360867914
1739209898.353331;-38.13080360867914
1739209898.3533363;-35.57807855764607
1739209898.3533413;-38.13080360867914
1739209898.3533466;-32.816014438256545
1739209898.3533518;-45.120503652039325
1739209898.3533568;-45.120503652039325
1739209898.353362;-45.120503652039325
1739209898.3533673;-38.13080360867914
1739209898.3533726;-45.120503652039325
1739209898.3533776;-38.13080360867914
1739209898.3533828;-38.13080360867914
1739209898.353388;-45.120503652039325
1739209898.353393;-45.120503652039325
1739209898.3533983;-45.120503652039325
1739209898.3534036;-45.120503652039325
1739209898.3534086;-38.13080360867914
1739209898.3534138;-38.13080360867914
1739209898.353419;-29.438486411369333
1739209898.353424;-38.13080360867914
1739209898.3534293;-45.120503652039325
1739209898.3534346;-45.120503652039325
1739209898.3534396;-35.57807855764607
1739209898.3534448;-45.120503652039325
1739209898.35345;-35.57807855764607
1739209898.353455;-45.120503652039325
1739209898.3534603;-38.13080360867914
1739209898.3534656;-38.13080360867914
1739209898.3534706;-38.13080360867914
1739209898.3534758;-38.13080360867914
1739209898.353481;-45.120503652039325
1739209898.353486;-35.57807855764607
1739209898.3534913;-38.13080360867914
1739209898.3534966;-38.13080360867914
1739209898.3535018;-35.57807855764607
1739209898.3535068;-38.13080360867914
1739209898.353512;-38.13080360867914
1739209898.3535173;-38.13080360867914
1739209898.3535223;-45.120503652039325
1739209898.3535275;-45.120503652039325
1739209898.3535328;-45.120503652039325
1739209898.3535378;-38.13080360867914
1739209898.353543;-31.141103565318915
1739209898.3535483;-45.120503652039325
1739209898.3535533;-38.13080360867914
1739209898.3535585;-45.120503652039325
1739209898.3535638;-35.57807855764607
1739209898.3535688;-45.120503652039325
1739209898.353574;-45.120503652039325
1739209898.3535793;-45.120503652039325
1739209898.3535843;-33.981070128970956
1739209898.3535895;-45.120503652039325
1739209898.3535948;-45.120503652039325
1739209898.3535998;-45.120503652039325
1739209898.353605;-45.120503652039325
1739209898.3536103;-38.13080360867914
1739209898.3536153;-38.13080360867914
1739209898.3536205;-38.13080360867914
1739209898.3536258;-25.62660358559016
1739209898.353631;-33.981070128970906
1739209898.353636;-45.120503652039325
1739209898.3536413;-38.13080360867914
1739209898.3536465;-45.120503652039325
1739209898.3536515;-33.981070128970906
1739209898.3536568;-45.120503652039325
1739209898.353662;-33.981070128970906
1739209898.353667;-45.120503652039325
1739209898.3536723;-38.13080360867914
1739209898.3536775;-32.816014438256545
1739209898.3536825;-45.120503652039325
1739209898.3536878;-45.120503652039325
1739209898.353693;-45.120503652039325
1739209898.353698;-35.57807855764607
1739209898.3537033;-38.13080360867914
1739209898.3537085;-45.120503652039325
1739209898.3537135;-45.120503652039325
1739209898.3537188;-45.120503652039325
1739209898.353724;-45.120503652039325
1739209898.353729;-45.120503652039325
1739209898.3537343;-45.120503652039325
1739209898.3537395;-38.13080360867914
1739209898.3537445;-45.120503652039325
1739209898.3537498;-38.13080360867914
1739209898.353755;-38.13080360867914
1739209898.3537602;-45.120503652039325
1739209898.3537652;-38.13080360867914
1739209898.3537705;-35.57807855764607
1739209898.3537757;-38.13080360867914
1739209898.3537807;-45.120503652039325
1739209898.353786;-38.13080360867914
1739209898.3537912;-45.120503652039325
1739209898.3537962;-45.120503652039325
1739209898.3538015;-45.120503652039325
1739209898.3538067;-45.120503652039325
1739209898.3538117;-45.120503652039325
1739209898.353817;-35.57807855764607
1739209898.3538222;-35.57807855764607
1739209898.3538272;-45.120503652039325
1739209898.3538325;-45.120503652039325
1739209898.3538377;-35.57807855764607
1739209898.3538427;-38.13080360867914
1739209898.353848;-45.120503652039325
1739209898.3538532;-38.13080360867914
1739209898.3538582;-33.981070128970906
1739209898.3538635;-45.120503652039325
1739209898.3538687;-45.120503652039325
1739209898.3538737;-45.120503652039325
1739209898.353879;-38.13080360867914
1739209898.3538842;-38.13080360867914
1739209898.3538892;-38.13080360867914
1739209898.3538945;-45.120503652039325
1739209898.3538997;-35.57807855764607
1739209898.353905;-35.57807855764607
1739209898.35391;-38.13080360867914
1739209898.3539152;-38.13080360867914
1739209898.3539205;-45.120503652039325
1739209898.3539255;-45.120503652039325
1739209898.3539307;-38.13080360867914
1739209898.353936;-45.120503652039325
1739209898.353941;-45.120503652039325
1739209898.3539462;-38.13080360867914
1739209898.3539515;-38.13080360867914
1739209898.3539565;-38.13080360867914
1739209898.3539617;-32.816014438256545
1739209898.353967;-35.57807855764607
1739209898.353972;-38.13080360867914
1739209898.3539772;-45.120503652039325
1739209898.3539824;-38.13080360867914
1739209898.3539875;-35.57807855764607
1739209898.3539927;-38.13080360867914
1739209898.353998;-45.120503652039325
1739209898.354003;-38.13080360867914
1739209898.3540082;-38.13080360867914
1739209898.3540134;-32.816014438256545
1739209898.3540184;-45.120503652039325
1739209898.3540237;-45.120503652039325
1739209898.354029;-45.120503652039325
1739209898.3540342;-45.120503652039325
1739209898.3540392;-45.120503652039325
1739209898.3540444;-35.57807855764607
1739209898.3540497;-35.57807855764607
1739209898.3540547;-45.120503652039325
1739209898.35406;-38.13080360867914
1739209898.3540652;-32.816014438256545
1739209898.3540702;-38.13080360867914
1739209898.3540754;-45.120503652039325
1739209898.3540807;-38.13080360867914
1739209898.3540857;-38.13080360867914
1739209898.354091;-45.120503652039325
1739209898.3540962;-38.13080360867914
1739209898.3541012;-38.13080360867914
1739209898.3541064;-45.120503652039325
1739209898.3541117;-38.13080360867914
1739209898.3541167;-38.13080360867914
1739209898.354122;-38.13080360867914
1739209898.3541272;-45.120503652039325
1739209898.3541322;-45.120503652039325
1739209898.3541374;-38.13080360867914
1739209898.3541427;-45.120503652039325
1739209898.3541477;-38.13080360867914
1739209898.354153;-45.120503652039325
1739209898.3541582;-38.13080360867914
1739209898.3541634;-38.13080360867914
1739209898.3541684;-35.57807855764607
1739209898.3541737;-35.57807855764607
1739209898.354179;-38.13080360867914
1739209898.354184;-38.13080360867914
1739209898.3541892;-38.13080360867914
1739209898.3541944;-35.57807855764607
1739209898.3541994;-38.13080360867914
1739209898.3542047;-32.816014438256545
1739209898.35421;-45.120503652039325
1739209898.354215;-45.120503652039325
1739209898.3542202;-38.13080360867914
1739209898.3542254;-45.120503652039325
1739209898.3542304;-35.57807855764607
1739209898.3542356;-38.13080360867914
1739209898.354241;-35.57807855764607
1739209898.354246;-38.13080360867914
1739209898.3542511;-32.816014438256545
1739209898.3542564;-27.8777449560314
1739209898.3542614;-45.120503652039325
1739209898.3542666;-45.120503652039325
1739209898.354272;-38.13080360867914
1739209898.354277;-35.57807855764607
1739209898.3542821;-38.13080360867914
1739209898.3542874;-32.816014438256545
1739209898.3542926;-38.13080360867914
1739209898.3542976;-38.13080360867914
1739209898.354303;-38.13080360867914
1739209898.3543081;-38.13080360867914
1739209898.3543131;-45.120503652039325
1739209898.3543184;-45.120503652039325
1739209898.3543236;-38.13080360867914
1739209898.3543286;-45.120503652039325
1739209898.3543339;-35.57807855764607
1739209898.3543391;-29.438486411369333
1739209898.3543441;-45.120503652039325
1739209898.3543494;-45.120503652039325
1739209898.3543546;-38.13080360867914
1739209898.3543596;-35.57807855764607
1739209898.3543649;-45.120503652039325
1739209898.35437;-38.13080360867914
1739209898.3543751;-38.13080360867914
1739209898.3543804;-45.120503652039325
1739209898.3543856;-38.13080360867914
1739209898.3543906;-38.13080360867914
1739209898.3543959;-45.120503652039325
1739209898.354401;-45.120503652039325
1739209898.354406;-45.120503652039325
1739209898.3544114;-38.13080360867914
1739209898.3544166;-45.120503652039325
1739209898.3544216;-45.120503652039325
1739209898.3544269;-45.120503652039325
1739209898.354432;-38.13080360867914
1739209898.3544374;-45.120503652039325
1739209898.3544424;-45.120503652039325
1739209898.3544476;-35.57807855764607
1739209898.3544528;-38.13080360867914
1739209898.3544579;-38.13080360867914
1739209898.354463;-30.49652367304973
1739209898.3544683;-45.120503652039325
1739209898.3544734;-38.13080360867914
1739209898.3544786;-38.13080360867914
1739209898.3544838;-45.120503652039325
1739209898.3544888;-38.13080360867914
1739209898.354494;-45.120503652039325
1739209898.3544993;-45.120503652039325
1739209898.3545043;-38.13080360867914
1739209898.3545096;-38.13080360867914
1739209898.3545148;-45.120503652039325
1739209898.3545198;-45.120503652039325
1739209898.354525;-45.120503652039325
1739209898.3545303;-38.13080360867914
1739209898.3545353;-35.57807855764607
1739209898.3545406;-45.120503652039325
1739209898.3545458;-28.992665084841942
1739209898.3545508;-33.981070128970906
1739209898.354556;-45.120503652039325
1739209898.3545613;-38.13080360867914
1739209898.3545666;-31.141103565318915
1739209898.3545716;-33.981070128970906
1739209898.3545768;-38.13080360867914
1739209898.354582;-38.13080360867914
1739209898.354587;-45.120503652039325
1739209898.3545923;-45.120503652039325
1739209898.3545976;-45.120503652039325
1739209898.3546026;-45.120503652039325
1739209898.3546078;-38.13080360867914
1739209898.354613;-38.13080360867914
1739209898.354618;-45.120503652039325
1739209898.3546233;-45.120503652039325
1739209898.3546286;-33.981070128970906
1739209898.3546336;-38.13080360867914
1739209898.3546388;-45.120503652039325
1739209898.354644;-38.13080360867914
1739209898.354649;-38.13080360867914
1739209898.3546543;-45.120503652039325
1739209898.3546596;-45.120503652039325
1739209898.3546646;-45.120503652039325
1739209898.3546698;-33.981070128970906
1739209898.354675;-38.13080360867914
1739209898.35468;-38.13080360867914
1739209898.3546853;-45.120503652039325
1739209898.3546906;-38.13080360867914
1739209898.3546958;-45.120503652039325
1739209898.3547008;-38.13080360867914
1739209898.354706;-38.13080360867914
1739209898.3547113;-45.120503652039325
1739209898.3547163;-45.120503652039325
1739209898.3547215;-45.120503652039325
1739209898.3547268;-38.13080360867914
1739209898.3547318;-38.13080360867914
1739209898.354737;-38.13080360867914
1739209898.3547423;-38.13080360867914
1739209898.3547473;-45.120503652039325
1739209898.3547525;-38.13080360867914
1739209898.3547578;-38.13080360867914
1739209898.3547628;-45.120503652039325
1739209898.354768;-45.120503652039325
1739209898.3547733;-45.120503652039325
1739209898.3547783;-38.13080360867914
1739209898.3547835;-32.816014438256545
1739209898.3547888;-38.13080360867914
1739209898.3547938;-45.120503652039325
1739209898.354799;-33.981070128970906
1739209898.3548043;-38.13080360867914
1739209898.3548093;-38.13080360867914
1739209898.3548145;-45.120503652039325
1739209898.3548198;-33.981070128970906
1739209898.354825;-35.57807855764607
1739209898.35483;-45.120503652039325
1739209898.3548353;-45.120503652039325
1739209898.3548405;-38.13080360867914
1739209898.3548455;-35.57807855764607
1739209898.3548508;-38.13080360867914
1739209898.354856;-38.13080360867914
1739209898.354861;-45.120503652039325
1739209898.3548663;-38.13080360867914
1739209898.3548715;-45.120503652039325
1739209898.3548765;-45.120503652039325
1739209898.3548818;-28.992665084841942
1739209898.354887;-38.13080360867914
1739209898.354892;-45.120503652039325
1739209898.3548973;-38.13080360867914
1739209898.3549025;-35.57807855764607
1739209898.3549075;-38.13080360867914
1739209898.3549128;-45.120503652039325
1739209898.354918;-45.120503652039325
1739209898.354923;-45.120503652039325
1739209898.3549283;-38.13080360867914
1739209898.3549335;-38.13080360867914
1739209898.3549385;-45.120503652039325
1739209898.3549438;-45.120503652039325
1739209898.354949;-38.13080360867914
1739209898.3549542;-38.13080360867914
1739209898.3549592;-45.120503652039325
1739209898.3549645;-45.120503652039325
1739209898.3549697;-38.13080360867914
1739209898.3549747;-38.13080360867914
1739209898.35498;-45.120503652039325
1739209898.3549852;-31.141103565318915
1739209898.3549902;-35.57807855764607
1739209898.3549955;-45.120503652039325
1739209898.3550007;-38.13080360867914
1739209898.3550057;-31.141103565318915
1739209898.355011;-38.13080360867914
1739209898.3550162;-45.120503652039325
1739209898.3550212;-45.120503652039325
1739209898.3550265;-33.981070128970906
1739209898.3550317;-45.120503652039325
1739209898.3550367;-38.13080360867914
1739209898.355042;-38.13080360867914
1739209898.3550472;-38.13080360867914
1739209898.3550522;-38.13080360867914
1739209898.3550575;-38.13080360867914
1739209898.3550627;-45.120503652039325
1739209898.3550677;-38.13080360867914
1739209898.355073;-38.13080360867914
1739209898.3550782;-38.13080360867914
1739209898.3550835;-45.120503652039325
1739209898.3550885;-38.13080360867914
1739209898.3550937;-32.816014438256545
1739209898.355099;-38.13080360867914
1739209898.355104;-45.120503652039325
1739209898.3551092;-31.141103565318915
1739209898.3551145;-38.13080360867914
1739209898.3551195;-45.120503652039325
1739209898.3551247;-45.120503652039325
1739209898.35513;-32.816014438256545
1739209898.355135;-32.816014438256545
1739209898.3551402;-45.120503652039325
1739209898.3551455;-45.120503652039325
1739209898.3551505;-33.981070128970906
1739209898.3551557;-35.57807855764607
1739209898.355161;-38.13080360867914
1739209898.355166;-38.13080360867914
1739209898.3551712;-45.120503652039325
1739209898.3551764;-45.120503652039325
1739209898.3551815;-38.13080360867914
1739209898.3551867;-45.120503652039325
1739209898.355192;-45.120503652039325
1739209898.355197;-33.981070128970906
1739209898.3552022;-38.13080360867914
1739209898.3552074;-45.120503652039325
1739209898.3552125;-32.816014438256545
1739209898.3552177;-32.816014438256545
1739209898.355223;-38.13080360867914
1739209898.3552282;-45.120503652039325
1739209898.3552332;-38.13080360867914
1739209898.3552384;-38.13080360867914
1739209898.3552437;-33.981070128970906
1739209898.3552487;-45.120503652039325
1739209898.355254;-45.120503652039325
1739209898.3552592;-35.57807855764607
1739209898.3552642;-45.120503652039325
1739209898.3552694;-45.120503652039325
1739209898.3552747;-35.57807855764607
1739209898.3552797;-35.57807855764607
1739209898.355285;-45.120503652039325
1739209898.3552902;-45.120503652039325
1739209898.3552952;-45.120503652039325
1739209898.3553004;-45.120503652039325
1739209898.3553057;-38.13080360867914
1739209898.3553107;-45.120503652039325
1739209898.355316;-45.120503652039325
1739209898.3553212;-38.13080360867914
1739209898.3553262;-38.13080360867914
1739209898.3553314;-45.120503652039325
1739209898.3553367;-35.57807855764607
1739209898.3553417;-31.141103565318893
1739209898.355347;-45.120503652039325
1739209898.3553522;-45.120503652039325
1739209898.3553574;-38.13080360867914
1739209898.3553624;-38.13080360867914
1739209898.3553677;-45.120503652039325
1739209898.355373;-45.120503652039325
1739209898.355378;-45.120503652039325
1739209898.3553832;-45.120503652039325
1739209898.3553884;-45.120503652039325
1739209898.3553934;-45.120503652039325
1739209898.3553987;-38.13080360867914
1739209898.355404;-33.981070128970906
1739209898.355409;-38.13080360867914
1739209898.3554142;-38.13080360867914
1739209898.3554194;-38.13080360867914
1739209898.3554244;-38.13080360867914
1739209898.3554296;-38.13080360867914
1739209898.355435;-45.120503652039325
1739209898.35544;-38.13080360867914
1739209898.3554451;-38.13080360867914
1739209898.3554504;-38.13080360867914
1739209898.3554554;-45.120503652039325
1739209898.3554606;-45.120503652039325
1739209898.355466;-38.13080360867914
1739209898.355471;-45.120503652039325
1739209898.3554761;-45.120503652039325
1739209898.3554814;-45.120503652039325
1739209898.3554866;-32.816014438256545
1739209898.3554916;-45.120503652039325
1739209898.355497;-45.120503652039325
1739209898.3555021;-33.981070128970906
