CAN Message; 0x1a7:000013da8d7a3030
1739209631.496479;-38.13080360867914
1739209631.4964867;-38.13080360867914
1739209631.4964945;-45.120503652039325
1739209631.4965024;-45.120503652039325
1739209631.49651;-45.120503652039325
1739209631.496518;-32.816014438256545
1739209631.4965258;-45.120503652039325
1739209631.4965334;-33.981070128970906
1739209631.4965413;-31.141103565318915
1739209631.4965491;-45.120503652039325
1739209631.4965568;-45.120503652039325
1739209631.4965646;-38.13080360867914
1739209631.4965725;-35.57807855764607
1739209631.4965801;-38.13080360867914
1739209631.496588;-33.981070128970906
1739209631.4965959;-45.120503652039325
1739209631.4966035;-45.120503652039325
1739209631.4966114;-45.120503652039325
1739209631.4966192;-38.13080360867914
1739209631.4966269;-38.13080360867914
1739209631.4966347;-45.120503652039325
1739209631.4966426;-45.120503652039325
1739209631.4966502;-45.120503652039325
1739209631.496658;-45.120503652039325
1739209631.496666;-45.120503652039325
1739209631.4966736;-38.13080360867914
1739209631.4966815;-45.120503652039325
1739209631.4966893;-38.13080360867914
1739209631.496697;-33.981070128970906
1739209631.4967048;-45.120503652039325
1739209631.4967127;-38.13080360867914
1739209631.4967203;-35.57807855764607
1739209631.4967282;-31.141103565318915
1739209631.496736;-45.120503652039325
1739209631.4967437;-45.120503652039325
1739209631.4967515;-45.120503652039325
1739209631.4967594;-45.120503652039325
1739209631.496767;-38.13080360867914
1739209631.496775;-38.13080360867914
1739209631.4967828;-45.120503652039325
1739209631.4967904;-31.14110356531892
1739209631.4967983;-32.816014438256545
1739209631.4968061;-38.13080360867914
1739209631.4968138;-45.120503652039325
1739209631.4968216;-45.120503652039325
1739209631.4968295;-45.120503652039325
1739209631.4968371;-45.120503652039325
1739209631.496845;-38.13080360867914
1739209631.4968529;-28.992665084841942
1739209631.4968605;-45.120503652039325
1739209631.4968684;-38.13080360867914
1739209631.4968762;-38.13080360867914
1739209631.4968839;-38.13080360867914
1739209631.4968917;-45.120503652039325
1739209631.4968996;-45.120503652039325
1739209631.4969072;-45.120503652039325
1739209631.496915;-45.120503652039325
1739209631.496923;-45.120503652039325
1739209631.4969306;-45.120503652039325
1739209631.4969385;-45.120503652039325
1739209631.4969463;-38.13080360867914
1739209631.496954;-38.13080360867914
1739209631.4969618;-38.13080360867914
1739209631.4969697;-45.120503652039325
1739209631.4969773;-32.816014438256545
1739209631.4969852;-45.120503652039325
1739209631.496993;-38.13080360867914
1739209631.4970007;-45.120503652039325
1739209631.4970086;-38.13080360867914
1739209631.4970164;-35.57807855764607
1739209631.497024;-33.981070128970906
1739209631.497032;-38.13080360867914
1739209631.4970398;-33.981070128970906
1739209631.4970474;-35.57807855764607
1739209631.4970553;-38.13080360867914
1739209631.4970632;-45.120503652039325
1739209631.4970708;-38.13080360867914
1739209631.4970787;-38.13080360867914
1739209631.4970865;-45.120503652039325
1739209631.4970942;-38.13080360867914
1739209631.497102;-31.141103565318915
1739209631.49711;-38.13080360867914
1739209631.4971175;-33.981070128970906
1739209631.4971254;-45.120503652039325
1739209631.4971333;-45.120503652039325
1739209631.497141;-45.120503652039325
1739209631.4971488;-38.13080360867914
1739209631.4971566;-38.13080360867914
1739209631.4971642;-33.981070128970906
1739209631.497172;-38.13080360867914
1739209631.49718;-38.13080360867914
1739209631.4971876;-45.120503652039325
1739209631.4971955;-38.13080360867914
1739209631.4972034;-35.57807855764607
1739209631.497211;-35.57807855764607
1739209631.4972188;-45.120503652039325
1739209631.4972267;-33.981070128970906
1739209631.4972343;-32.816014438256545
1739209631.4972422;-38.13080360867914
1739209631.4972498;-45.120503652039325
1739209631.4972577;-45.120503652039325
1739209631.4972656;-38.13080360867914
1739209631.4972732;-38.13080360867914
1739209631.497281;-45.120503652039325
1739209631.497289;-45.120503652039325
1739209631.4972966;-45.120503652039325
1739209631.4973044;-38.13080360867914
1739209631.4973123;-45.120503652039325
1739209631.49732;-38.13080360867914
1739209631.4973278;-38.13080360867914
1739209631.4973357;-38.13080360867914
1739209631.4973433;-45.120503652039325
1739209631.4973512;-45.120503652039325
1739209631.497359;-38.13080360867914
1739209631.4973667;-38.13080360867914
1739209631.4973745;-45.120503652039325
1739209631.4973824;-45.120503652039325
1739209631.49739;-31.141103565318893
1739209631.497398;-35.57807855764607
1739209631.4974058;-45.120503652039325
1739209631.4974134;-33.981070128970906
1739209631.4974213;-30.49652367304973
1739209631.4974291;-38.13080360867914
1739209631.4974368;-45.120503652039325
1739209631.4974446;-45.120503652039325
1739209631.4974525;-45.120503652039325
1739209631.4974601;-45.120503652039325
1739209631.497468;-45.120503652039325
1739209631.4974759;-45.120503652039325
1739209631.4974835;-38.13080360867914
1739209631.4974914;-38.13080360867914
1739209631.4974992;-45.120503652039325
1739209631.4975069;-45.120503652039325
1739209631.4975147;-32.816014438256545
1739209631.4975226;-35.57807855764607
1739209631.4975302;-45.120503652039325
1739209631.497538;-38.13080360867914
1739209631.497546;-45.120503652039325
1739209631.4975536;-35.57807855764607
1739209631.4975615;-38.13080360867914
1739209631.4975693;-38.13080360867914
1739209631.497577;-45.120503652039325
1739209631.4975848;-45.120503652039325
1739209631.4975927;-45.120503652039325
1739209631.4976003;-45.120503652039325
1739209631.4976082;-45.120503652039325
1739209631.497616;-45.120503652039325
1739209631.4976237;-38.13080360867914
1739209631.4976315;-33.981070128970906
1739209631.4976394;-38.13080360867914
1739209631.497647;-38.13080360867914
1739209631.497655;-35.57807855764607
1739209631.4976628;-45.120503652039325
1739209631.4976704;-32.816014438256545
1739209631.4976783;-38.13080360867914
1739209631.4976861;-45.120503652039325
1739209631.4976938;-45.120503652039325
1739209631.4977016;-38.13080360867914
1739209631.4977095;-38.13080360867914
1739209631.4977171;-45.120503652039325
1739209631.497725;-38.13080360867914
1739209631.4977329;-38.13080360867914
1739209631.4977405;-45.120503652039325
1739209631.4977484;-45.120503652039325
1739209631.4977562;-38.13080360867914
1739209631.4977639;-38.13080360867914
1739209631.4977717;-45.120503652039325
1739209631.4977796;-45.120503652039325
1739209631.4977872;-38.13080360867914
1739209631.497795;-35.57807855764607
1739209631.497803;-33.981070128970906
1739209631.4978106;-45.120503652039325
1739209631.4978185;-38.13080360867914
1739209631.4978263;-45.120503652039325
1739209631.497834;-45.120503652039325
1739209631.4978418;-38.13080360867914
1739209631.4978497;-38.13080360867914
1739209631.4978573;-30.49652367304973
1739209631.4978652;-45.120503652039325
1739209631.497873;-45.120503652039325
1739209631.4978807;-38.13080360867914
1739209631.4978886;-45.120503652039325
1739209631.4978964;-45.120503652039325
1739209631.497904;-45.120503652039325
1739209631.497912;-45.120503652039325
1739209631.4979198;-45.120503652039325
1739209631.4979274;-45.120503652039325
1739209631.4979353;-45.120503652039325
1739209631.4979432;-45.120503652039325
1739209631.4979508;-35.57807855764607
1739209631.4979587;-45.120503652039325
1739209631.4979665;-45.120503652039325
1739209631.4979742;-45.120503652039325
1739209631.497982;-31.141103565318915
1739209631.49799;-32.816014438256545
1739209631.4979975;-45.120503652039325
1739209631.4980054;-38.13080360867914
1739209631.4980133;-45.120503652039325
1739209631.498021;-35.57807855764607
1739209631.4980288;-38.13080360867914
1739209631.4980366;-38.13080360867914
1739209631.4980443;-45.120503652039325
1739209631.4980521;-38.13080360867914
1739209631.49806;-45.120503652039325
1739209631.4980676;-38.13080360867914
1739209631.4980755;-38.13080360867914
1739209631.4980834;-45.120503652039325
1739209631.498091;-45.120503652039325
1739209631.4980989;-45.120503652039325
1739209631.4981067;-33.981070128970906
1739209631.4981143;-31.141103565318915
1739209631.4981222;-45.120503652039325
1739209631.49813;-45.120503652039325
1739209631.4981377;-38.13080360867914
1739209631.4981456;-38.13080360867914
1739209631.4981534;-38.13080360867914
1739209631.498161;-38.13080360867914
1739209631.498169;-45.120503652039325
1739209631.4981768;-35.57807855764607
1739209631.4981844;-35.57807855764607
1739209631.4981923;-38.13080360867914
1739209631.4982002;-45.120503652039325
1739209631.4982078;-38.13080360867914
1739209631.4982157;-45.120503652039325
1739209631.4982235;-38.13080360867914
1739209631.4982312;-45.120503652039325
1739209631.498239;-35.57807855764607
1739209631.498247;-38.13080360867914
1739209631.4982545;-45.120503652039325
1739209631.4982624;-45.120503652039325
1739209631.4982703;-38.13080360867914
1739209631.498278;-35.57807855764607
1739209631.4982858;-45.120503652039325
1739209631.4982936;-38.13080360867914
1739209631.4983013;-31.141103565318915
1739209631.4983091;-38.13080360867914
1739209631.498317;-45.120503652039325
1739209631.4983246;-38.13080360867914
1739209631.4983325;-35.57807855764607
1739209631.4983404;-38.13080360867914
1739209631.498348;-38.13080360867914
1739209631.4983559;-45.120503652039325
1739209631.4983637;-31.14110356531892
1739209631.4983714;-38.13080360867914
1739209631.4983792;-38.13080360867914
1739209631.498387;-45.120503652039325
1739209631.4983947;-38.13080360867914
1739209631.4984026;-35.57807855764607
1739209631.4984105;-45.120503652039325
1739209631.498418;-45.120503652039325
1739209631.498426;-31.141103565318915
1739209631.4984338;-38.13080360867914
1739209631.4984415;-38.13080360867914
1739209631.4984493;-45.120503652039325
1739209631.4984572;-38.13080360867914
1739209631.4984648;-38.13080360867914
1739209631.4984727;-45.120503652039325
1739209631.4984806;-45.120503652039325
1739209631.4984882;-35.57807855764607
1739209631.498496;-35.57807855764607
1739209631.498504;-38.13080360867914
1739209631.4985116;-45.120503652039325
1739209631.4985194;-45.120503652039325
1739209631.4985273;-35.57807855764607
1739209631.498535;-45.120503652039325
1739209631.4985428;-45.120503652039325
1739209631.4985507;-45.120503652039325
1739209631.4985583;-45.120503652039325
1739209631.4985662;-38.13080360867914
1739209631.498574;-38.13080360867914
1739209631.4985816;-38.13080360867914
1739209631.4985895;-38.13080360867914
1739209631.4985974;-38.13080360867914
1739209631.498605;-45.120503652039325
1739209631.4986129;-38.13080360867914
1739209631.4986207;-38.13080360867914
1739209631.4986284;-45.120503652039325
1739209631.4986362;-38.13080360867914
1739209631.498644;-38.13080360867914
1739209631.4986517;-35.57807855764607
1739209631.4986596;-38.13080360867914
1739209631.4986675;-45.120503652039325
1739209631.498675;-38.13080360867914
1739209631.498683;-45.120503652039325
1739209631.4986908;-38.13080360867914
1739209631.4986985;-38.13080360867914
1739209631.4987063;-45.120503652039325
1739209631.4987142;-45.120503652039325
1739209631.4987218;-45.120503652039325
1739209631.4987297;-45.120503652039325
1739209631.4987376;-38.13080360867914
1739209631.4987452;-38.13080360867914
1739209631.498753;-45.120503652039325
1739209631.498761;-45.120503652039325
1739209631.4987686;-38.13080360867914
1739209631.4987764;-45.120503652039325
1739209631.4987843;-38.13080360867914
1739209631.498792;-38.13080360867914
1739209631.4987998;-38.13080360867914
1739209631.4988077;-45.120503652039325
1739209631.4988153;-38.13080360867914
1739209631.4988232;-35.57807855764607
1739209631.498831;-45.120503652039325
1739209631.4988387;-45.120503652039325
1739209631.4988465;-38.13080360867914
1739209631.4988544;-33.981070128970906
1739209631.498862;-45.120503652039325
1739209631.49887;-45.120503652039325
1739209631.4988778;-33.981070128970906
1739209631.4988854;-32.816014438256545
1739209631.4988933;-38.13080360867914
1739209631.4989011;-38.13080360867914
1739209631.4989088;-38.13080360867914
1739209631.4989166;-35.57807855764607
1739209631.4989245;-38.13080360867914
1739209631.4989321;-45.120503652039325
1739209631.49894;-45.120503652039325
1739209631.4989479;-38.13080360867914
1739209631.4989555;-38.13080360867914
1739209631.4989634;-45.120503652039325
1739209631.4989712;-38.13080360867914
1739209631.4989789;-35.57807855764607
1739209631.4989867;-38.13080360867914
1739209631.4989946;-45.120503652039325
1739209631.4990022;-38.13080360867914
1739209631.49901;-38.13080360867914
1739209631.499018;-38.13080360867914
1739209631.4990256;-45.120503652039325
1739209631.4990335;-45.120503652039325
1739209631.4990413;-45.120503652039325
1739209631.499049;-38.13080360867914
1739209631.4990568;-30.49652367304973
1739209631.4990647;-35.57807855764607
1739209631.4990723;-45.120503652039325
1739209631.4990802;-45.120503652039325
1739209631.499088;-33.981070128970906
1739209631.4990957;-33.981070128970906
1739209631.4991035;-45.120503652039325
1739209631.4991114;-45.120503652039325
1739209631.499119;-45.120503652039325
1739209631.499127;-45.120503652039325
1739209631.4991348;-45.120503652039325
1739209631.4991424;-45.120503652039325
1739209631.4991503;-45.120503652039325
1739209631.4991581;-38.13080360867914
1739209631.4991658;-35.57807855764607
1739209631.4991736;-45.120503652039325
1739209631.4991815;-35.57807855764607
1739209631.4991891;-38.13080360867914
1739209631.499197;-45.120503652039325
1739209631.4992049;-38.13080360867914
1739209631.4992125;-32.816014438256545
1739209631.4992204;-45.120503652039325
1739209631.4992282;-45.120503652039325
1739209631.4992359;-45.120503652039325
1739209631.4992437;-38.13080360867914
1739209631.4992516;-38.13080360867914
1739209631.4992592;-35.57807855764607
1739209631.499267;-38.13080360867914
1739209631.499275;-45.120503652039325
1739209631.4992826;-45.120503652039325
1739209631.4992905;-45.120503652039325
1739209631.4992983;-45.120503652039325
1739209631.499306;-45.120503652039325
1739209631.4993138;-45.120503652039325
1739209631.4993217;-45.120503652039325
1739209631.4993293;-45.120503652039325
1739209631.4993372;-32.816014438256545
1739209631.499345;-45.120503652039325
1739209631.4993527;-45.120503652039325
1739209631.4993606;-38.13080360867914
1739209631.4993684;-31.141103565318893
1739209631.499376;-30.49652367304973
1739209631.499384;-38.13080360867914
1739209631.4993918;-38.13080360867914
1739209631.4993994;-32.816014438256545
1739209631.4994073;-35.57807855764607
1739209631.4994152;-45.120503652039325
1739209631.4994228;-45.120503652039325
1739209631.4994307;-38.13080360867914
1739209631.4994385;-45.120503652039325
1739209631.4994462;-45.120503652039325
1739209631.499454;-45.120503652039325
1739209631.499462;-38.13080360867914
1739209631.4994695;-45.120503652039325
1739209631.4994774;-38.13080360867914
1739209631.4994853;-38.13080360867914
1739209631.499493;-29.438486411369333
1739209631.4995008;-28.992665084841942
1739209631.4995086;-45.120503652039325
1739209631.4995162;-45.120503652039325
1739209631.499524;-30.49652367304973
1739209631.499532;-32.816014438256545
1739209631.4995396;-45.120503652039325
1739209631.4995475;-45.120503652039325
1739209631.4995553;-45.120503652039325
1739209631.499563;-45.120503652039325
1739209631.4995708;-38.13080360867914
1739209631.4995787;-38.13080360867914
1739209631.4995863;-38.13080360867914
1739209631.4995942;-45.120503652039325
1739209631.499602;-45.120503652039325
1739209631.4996097;-38.13080360867914
1739209631.4996176;-31.141103565318893
1739209631.4996254;-33.981070128970906
1739209631.499633;-45.120503652039325
1739209631.499641;-38.13080360867914
1739209631.4996488;-38.13080360867914
1739209631.4996564;-38.13080360867914
1739209631.4996643;-45.120503652039325
1739209631.4996722;-45.120503652039325
1739209631.4996798;-38.13080360867914
1739209631.4996877;-32.816014438256545
1739209631.4996955;-38.13080360867914
1739209631.4997032;-45.120503652039325
1739209631.499711;-35.57807855764607
1739209631.499719;-38.13080360867914
1739209631.4997265;-45.120503652039325
1739209631.4997344;-45.120503652039325
1739209631.4997423;-38.13080360867914
1739209631.49975;-45.120503652039325
1739209631.4997578;-45.120503652039325
1739209631.4997656;-45.120503652039325
1739209631.4997733;-33.981070128970906
1739209631.4997811;-45.120503652039325
1739209631.499789;-45.120503652039325
1739209631.4997966;-33.981070128970906
1739209631.4998045;-38.13080360867914
1739209631.4998124;-28.992665084841942
1739209631.49982;-45.120503652039325
1739209631.4998279;-38.13080360867914
1739209631.4998357;-38.13080360867914
1739209631.4998434;-35.57807855764607
1739209631.4998512;-45.120503652039325
1739209631.499859;-45.120503652039325
1739209631.4998667;-38.13080360867914
1739209631.4998746;-38.13080360867914
1739209631.4998825;-38.13080360867914
1739209631.49989;-45.120503652039325
1739209631.499898;-38.13080360867914
1739209631.4999058;-31.141103565318915
1739209631.4999135;-45.120503652039325
1739209631.4999213;-38.13080360867914
1739209631.4999292;-35.57807855764607
1739209631.4999368;-45.120503652039325
1739209631.4999447;-45.120503652039325
1739209631.4999526;-38.13080360867914
1739209631.4999602;-38.13080360867914
1739209631.499968;-45.120503652039325
1739209631.499976;-45.120503652039325
1739209631.4999835;-33.981070128970906
1739209631.4999914;-38.13080360867914
1739209631.4999993;-33.981070128970906
1739209631.500007;-38.13080360867914
1739209631.5000148;-45.120503652039325
1739209631.5000226;-45.120503652039325
1739209631.5000303;-38.13080360867914
1739209631.5000381;-38.13080360867914
1739209631.500046;-45.120503652039325
1739209631.5000536;-45.120503652039325
1739209631.5000615;-38.13080360867914
1739209631.5000694;-45.120503652039325
1739209631.500077;-45.120503652039325
1739209631.5000849;-38.13080360867914
1739209631.5000927;-45.120503652039325
1739209631.5001004;-45.120503652039325
1739209631.5001082;-45.120503652039325
1739209631.500116;-45.120503652039325
1739209631.5001237;-38.13080360867914
1739209631.5001316;-38.13080360867914
1739209631.5001395;-38.13080360867914
1739209631.500147;-45.120503652039325
1739209631.500155;-38.13080360867914
1739209631.5001628;-38.13080360867914
1739209631.5001705;-45.120503652039325
1739209631.5001783;-35.57807855764607
1739209631.5001862;-38.13080360867914
1739209631.5001938;-38.13080360867914
1739209631.5002017;-35.57807855764607
1739209631.5002096;-38.13080360867914
1739209631.5002172;-45.120503652039325
1739209631.500225;-45.120503652039325
1739209631.500233;-45.120503652039325
1739209631.5002406;-45.120503652039325
1739209631.5002484;-45.120503652039325
1739209631.5002563;-38.13080360867914
1739209631.500264;-38.13080360867914
1739209631.5002718;-45.120503652039325
1739209631.5002797;-38.13080360867914
1739209631.5002873;-45.120503652039325
1739209631.5002952;-45.120503652039325
1739209631.500303;-45.120503652039325
1739209631.5003107;-38.13080360867914
1739209631.5003185;-29.438486411369333
1739209631.5003264;-38.13080360867914
1739209631.500334;-38.13080360867914
1739209631.500342;-38.13080360867914
1739209631.5003498;-33.981070128970906
1739209631.5003574;-38.13080360867914
1739209631.5003653;-38.13080360867914
1739209631.5003731;-38.13080360867914
1739209631.5003808;-45.120503652039325
1739209631.5003886;-45.120503652039325
1739209631.5003965;-45.120503652039325
1739209631.5004041;-38.13080360867914
1739209631.500412;-45.120503652039325
1739209631.5004199;-45.120503652039325
1739209631.5004275;-45.120503652039325
1739209631.5004354;-38.13080360867914
1739209631.5004432;-31.141103565318893
1739209631.5004508;-33.981070128970906
1739209631.5004587;-45.120503652039325
1739209631.5004666;-45.120503652039325
1739209631.5004742;-35.57807855764607
1739209631.500482;-38.13080360867914
1739209631.50049;-45.120503652039325
1739209631.5004976;-45.120503652039325
1739209631.5005054;-45.120503652039325
1739209631.5005133;-45.120503652039325
1739209631.500521;-45.120503652039325
1739209631.5005288;-45.120503652039325
1739209631.5005367;-38.13080360867914
1739209631.5005443;-38.13080360867914
1739209631.5005522;-38.13080360867914
1739209631.50056;-38.13080360867914
1739209631.5005677;-45.120503652039325
1739209631.5005755;-45.120503652039325
1739209631.5005834;-45.120503652039325
1739209631.500591;-38.13080360867914
1739209631.500599;-33.981070128970906
1739209631.5006068;-45.120503652039325
1739209631.5006144;-38.13080360867914
1739209631.5006223;-45.120503652039325
1739209631.5006301;-35.57807855764607
1739209631.5006378;-45.120503652039325
1739209631.5006456;-45.120503652039325
1739209631.5006535;-38.13080360867914
1739209631.5006611;-45.120503652039325
1739209631.500669;-45.120503652039325
1739209631.5006769;-45.120503652039325
1739209631.5006845;-33.981070128970906
1739209631.5006924;-32.81601443825658
1739209631.5007002;-45.120503652039325
1739209631.5007079;-35.57807855764607
1739209631.5007157;-38.13080360867914
1739209631.5007236;-38.13080360867914
1739209631.5007312;-38.13080360867914
1739209631.500739;-35.57807855764607
1739209631.500747;-38.13080360867914
1739209631.5007546;-26.991370085610736
1739209631.5007625;-32.816014438256545
1739209631.5007703;-32.816014438256545
1739209631.500778;-33.981070128970906
1739209631.5007858;-38.13080360867914
1739209631.5007937;-38.13080360867914
1739209631.5008013;-35.57807855764607
1739209631.5008092;-30.49652367304973
1739209631.500817;-38.13080360867914
1739209631.5008247;-45.120503652039325
1739209631.5008326;-35.57807855764607
1739209631.5008404;-38.13080360867914
1739209631.500848;-45.120503652039325
1739209631.500856;-45.120503652039325
1739209631.5008638;-35.57807855764607
1739209631.5008714;-45.120503652039325
1739209631.5008793;-32.816014438256545
1739209631.5008872;-35.57807855764607
1739209631.5008948;-38.13080360867914
1739209631.5009027;-38.13080360867914
1739209631.5009105;-45.120503652039325
1739209631.5009181;-38.13080360867914
1739209631.500926;-35.57807855764607
1739209631.500934;-38.13080360867914
1739209631.5009415;-45.120503652039325
1739209631.5009494;-45.120503652039325
1739209631.5009573;-32.816014438256545
1739209631.5009649;-45.120503652039325
1739209631.5009727;-45.120503652039325
1739209631.5009806;-38.13080360867914
1739209631.5009882;-38.13080360867914
1739209631.500996;-38.13080360867914
1739209631.501004;-45.120503652039325
1739209631.5010116;-38.13080360867914
1739209631.5010195;-45.120503652039325
1739209631.5010273;-38.13080360867914
1739209631.501035;-45.120503652039325
1739209631.5010428;-45.120503652039325
1739209631.5010507;-32.816014438256545
1739209631.5010583;-45.120503652039325
1739209631.5010662;-33.981070128970906
1739209631.501074;-32.816014438256545
1739209631.5010817;-38.13080360867914
1739209631.5010896;-38.13080360867914
1739209631.5010974;-45.120503652039325
1739209631.501105;-38.13080360867914
1739209631.501113;-35.57807855764607
1739209631.5011208;-38.13080360867914
1739209631.5011284;-45.120503652039325
1739209631.5011363;-33.981070128970956
1739209631.5011442;-35.57807855764607
1739209631.5011518;-35.57807855764607
1739209631.5011597;-45.120503652039325
1739209631.5011675;-45.120503652039325
1739209631.5011752;-45.120503652039325
1739209631.501183;-38.13080360867914
1739209631.501191;-33.981070128970906
1739209631.5011985;-33.981070128970906
1739209631.5012064;-45.120503652039325
1739209631.501214;-38.13080360867914
1739209631.501222;-38.13080360867914
1739209631.5012298;-35.57807855764607
1739209631.5012374;-38.13080360867914
1739209631.5012453;-38.13080360867914
1739209631.5012531;-45.120503652039325
1739209631.5012608;-38.13080360867914
1739209631.5012686;-38.13080360867914
1739209631.5012765;-38.13080360867914
1739209631.5012841;-45.120503652039325
1739209631.501292;-38.13080360867914
1739209631.5012999;-45.120503652039325
1739209631.5013075;-45.120503652039325
1739209631.5013154;-45.120503652039325
1739209631.5013232;-38.13080360867914
1739209631.5013309;-45.120503652039325
1739209631.5013387;-38.13080360867914
