CAN Message; 0x62:0a8fa0856d6d6764
1739209621.8934865;-35.57807855764607
1739209621.893487;-45.120503652039325
1739209621.8934877;-38.13080360867914
1739209621.8934884;-45.120503652039325
1739209621.893489;-45.120503652039325
1739209621.8934896;-38.13080360867914
1739209621.8934903;-45.120503652039325
1739209621.8934908;-45.120503652039325
1739209621.8934915;-45.120503652039325
1739209621.893492;-38.13080360867914
1739209621.8934927;-38.13080360867914
1739209621.8934934;-45.120503652039325
1739209621.893494;-38.13080360867914
1739209621.8934946;-38.13080360867914
1739209621.8934953;-38.13080360867914
1739209621.8934958;-38.13080360867914
1739209621.8934965;-38.13080360867914
1739209621.8934972;-38.13080360867914
1739209621.8934977;-38.13080360867914
1739209621.8934984;-38.13080360867914
1739209621.8934991;-32.816014438256545
1739209621.8934996;-45.120503652039325
1739209621.8935003;-35.57807855764607
1739209621.893501;-32.816014438256545
1739209621.8935015;-33.981070128970906
1739209621.8935022;-45.120503652039325
1739209621.893503;-45.120503652039325
1739209621.8935034;-45.120503652039325
1739209621.8935041;-38.13080360867914
1739209621.8935049;-38.13080360867914
1739209621.8935053;-33.981070128970906
1739209621.893506;-32.816014438256545
1739209621.8935068;-45.120503652039325
1739209621.8935072;-45.120503652039325
1739209621.893508;-33.981070128970906
1739209621.8935087;-35.57807855764607
1739209621.8935091;-35.57807855764607
1739209621.8935099;-38.13080360867914
1739209621.8935103;-45.120503652039325
1739209621.893511;-45.120503652039325
1739209621.8935118;-38.13080360867914
1739209621.8935122;-45.120503652039325
1739209621.893513;-45.120503652039325
1739209621.8935137;-32.816014438256545
1739209621.8935142;-38.13080360867914
1739209621.8935149;-45.120503652039325
1739209621.8935156;-45.120503652039325
1739209621.893516;-38.13080360867914
1739209621.8935168;-38.13080360867914
1739209621.8935175;-45.120503652039325
1739209621.893518;-38.13080360867914
1739209621.8935187;-35.57807855764607
1739209621.8935194;-38.13080360867914
1739209621.8935199;-45.120503652039325
1739209621.8935206;-45.120503652039325
1739209621.8935213;-38.13080360867914
1739209621.8935218;-38.13080360867914
1739209621.8935225;-45.120503652039325
1739209621.8935232;-45.120503652039325
1739209621.8935237;-45.120503652039325
1739209621.8935244;-35.57807855764607
1739209621.8935251;-32.816014438256545
1739209621.8935256;-45.120503652039325
1739209621.8935263;-38.13080360867914
1739209621.893527;-38.13080360867914
1739209621.8935275;-45.120503652039325
1739209621.8935282;-38.13080360867914
1739209621.893529;-45.120503652039325
1739209621.8935294;-45.120503652039325
1739209621.8935301;-33.981070128970956
1739209621.8935308;-38.13080360867914
1739209621.8935313;-38.13080360867914
1739209621.893532;-45.120503652039325
1739209621.8935325;-45.120503652039325
1739209621.8935332;-38.13080360867914
1739209621.893534;-45.120503652039325
1739209621.8935344;-32.816014438256545
1739209621.8935351;-27.8777449560314
1739209621.8935359;-38.13080360867914
1739209621.8935363;-45.120503652039325
1739209621.893537;-33.981070128970906
1739209621.8935378;-33.981070128970906
1739209621.8935382;-45.120503652039325
1739209621.893539;-45.120503652039325
1739209621.8935397;-45.120503652039325
1739209621.8935401;-45.120503652039325
1739209621.8935409;-45.120503652039325
1739209621.8935416;-45.120503652039325
1739209621.893542;-45.120503652039325
1739209621.8935428;-45.120503652039325
1739209621.8935435;-38.13080360867914
1739209621.893544;-45.120503652039325
1739209621.8935447;-45.120503652039325
1739209621.8935454;-45.120503652039325
1739209621.8935459;-38.13080360867914
1739209621.8935466;-38.13080360867914
1739209621.8935473;-45.120503652039325
1739209621.8935478;-45.120503652039325
1739209621.8935485;-38.13080360867914
1739209621.8935492;-38.13080360867914
1739209621.8935497;-38.13080360867914
1739209621.8935504;-27.8777449560314
1739209621.8935509;-45.120503652039325
1739209621.8935516;-45.120503652039325
1739209621.8935523;-38.13080360867914
1739209621.8935528;-35.57807855764607
1739209621.8935535;-45.120503652039325
1739209621.8935542;-45.120503652039325
1739209621.8935547;-45.120503652039325
1739209621.8935554;-38.13080360867914
1739209621.893556;-38.13080360867914
1739209621.8935566;-35.57807855764607
1739209621.8935573;-38.13080360867914
1739209621.893558;-45.120503652039325
1739209621.8935585;-38.13080360867914
1739209621.8935592;-38.13080360867914
1739209621.89356;-38.13080360867914
1739209621.8935604;-31.141103565318893
1739209621.8935611;-38.13080360867914
1739209621.8935618;-38.13080360867914
1739209621.8935623;-45.120503652039325
1739209621.893563;-38.13080360867914
1739209621.8935637;-45.120503652039325
1739209621.8935642;-38.13080360867914
1739209621.893565;-38.13080360867914
1739209621.8935657;-45.120503652039325
1739209621.8935661;-38.13080360867914
1739209621.8935668;-38.13080360867914
1739209621.8935676;-45.120503652039325
1739209621.893568;-33.981070128970906
1739209621.8935688;-45.120503652039325
1739209621.8935695;-38.13080360867914
1739209621.89357;-38.13080360867914
1739209621.8935707;-35.57807855764607
1739209621.8935714;-35.57807855764607
1739209621.8935719;-45.120503652039325
1739209621.8935726;-45.120503652039325
1739209621.893573;-45.120503652039325
1739209621.8935738;-38.13080360867914
1739209621.8935745;-35.57807855764607
1739209621.893575;-38.13080360867914
1739209621.8935757;-38.13080360867914
1739209621.8935764;-45.120503652039325
1739209621.8935769;-38.13080360867914
1739209621.8935776;-38.13080360867914
1739209621.8935783;-35.57807855764607
1739209621.8935788;-38.13080360867914
1739209621.8935795;-45.120503652039325
1739209621.8935802;-38.13080360867914
1739209621.8935807;-45.120503652039325
1739209621.8935814;-38.13080360867914
1739209621.893582;-45.120503652039325
1739209621.8935826;-38.13080360867914
1739209621.8935833;-45.120503652039325
1739209621.893584;-38.13080360867914
1739209621.8935845;-38.13080360867914
1739209621.8935852;-45.120503652039325
1739209621.893586;-32.816014438256545
1739209621.8935864;-33.981070128970906
1739209621.893587;-45.120503652039325
1739209621.8935878;-38.13080360867914
1739209621.8935883;-35.57807855764607
1739209621.893589;-38.13080360867914
1739209621.8935897;-45.120503652039325
1739209621.8935902;-45.120503652039325
1739209621.893591;-35.57807855764607
1739209621.8935914;-38.13080360867914
1739209621.8935921;-45.120503652039325
1739209621.8935928;-38.13080360867914
1739209621.8935933;-45.120503652039325
1739209621.893594;-38.13080360867914
1739209621.8935947;-45.120503652039325
1739209621.8935952;-38.13080360867914
1739209621.893596;-45.120503652039325
1739209621.8935966;-38.13080360867914
1739209621.8935971;-45.120503652039325
1739209621.8935978;-45.120503652039325
1739209621.8935986;-45.120503652039325
1739209621.893599;-38.13080360867914
1739209621.8935997;-38.13080360867914
1739209621.8936005;-45.120503652039325
1739209621.893601;-45.120503652039325
1739209621.8936017;-38.13080360867914
1739209621.8936024;-38.13080360867914
1739209621.8936028;-45.120503652039325
1739209621.8936036;-32.816014438256545
1739209621.8936043;-38.13080360867914
1739209621.8936048;-45.120503652039325
1739209621.8936055;-45.120503652039325
1739209621.8936062;-45.120503652039325
1739209621.8936067;-38.13080360867914
1739209621.8936074;-35.57807855764607
1739209621.893608;-38.13080360867914
1739209621.8936086;-45.120503652039325
1739209621.8936093;-45.120503652039325
1739209621.89361;-38.13080360867914
1739209621.8936105;-45.120503652039325
1739209621.8936112;-45.120503652039325
1739209621.893612;-33.981070128970906
1739209621.8936124;-38.13080360867914
1739209621.893613;-45.120503652039325
1739209621.8936136;-45.120503652039325
1739209621.8936143;-35.57807855764607
1739209621.893615;-38.13080360867914
1739209621.8936155;-38.13080360867914
1739209621.8936162;-38.13080360867914
1739209621.893617;-38.13080360867914
1739209621.8936174;-38.13080360867914
1739209621.893618;-38.13080360867914
1739209621.8936188;-45.120503652039325
1739209621.8936193;-38.13080360867914
1739209621.89362;-45.120503652039325
1739209621.8936207;-45.120503652039325
1739209621.8936212;-35.57807855764607
1739209621.893622;-45.120503652039325
1739209621.8936226;-45.120503652039325
1739209621.893623;-45.120503652039325
1739209621.8936238;-45.120503652039325
1739209621.8936245;-45.120503652039325
1739209621.893625;-45.120503652039325
1739209621.8936257;-38.13080360867914
1739209621.8936265;-32.816014438256545
1739209621.893627;-35.57807855764607
1739209621.8936276;-45.120503652039325
1739209621.8936284;-38.13080360867914
1739209621.8936288;-35.57807855764607
1739209621.8936296;-33.981070128970906
1739209621.8936303;-38.13080360867914
1739209621.8936307;-45.120503652039325
1739209621.8936315;-45.120503652039325
1739209621.893632;-38.13080360867914
1739209621.8936327;-35.57807855764607
1739209621.8936334;-38.13080360867914
1739209621.8936338;-45.120503652039325
1739209621.8936346;-45.120503652039325
1739209621.8936353;-45.120503652039325
1739209621.8936357;-38.13080360867914
1739209621.8936365;-45.120503652039325
1739209621.8936372;-31.141103565318915
1739209621.8936377;-31.141103565318915
1739209621.8936384;-45.120503652039325
1739209621.893639;-45.120503652039325
1739209621.8936396;-38.13080360867914
1739209621.8936403;-45.120503652039325
1739209621.893641;-45.120503652039325
1739209621.8936415;-35.57807855764607
1739209621.8936422;-38.13080360867914
1739209621.893643;-45.120503652039325
1739209621.8936434;-38.13080360867914
1739209621.893644;-45.120503652039325
1739209621.8936448;-45.120503652039325
1739209621.8936453;-45.120503652039325
1739209621.893646;-45.120503652039325
1739209621.8936467;-45.120503652039325
1739209621.8936472;-38.13080360867914
1739209621.893648;-35.57807855764607
1739209621.8936486;-38.13080360867914
1739209621.893649;-45.120503652039325
1739209621.8936498;-38.13080360867914
1739209621.8936505;-45.120503652039325
1739209621.893651;-38.13080360867914
1739209621.8936517;-45.120503652039325
1739209621.8936524;-31.141103565318915
1739209621.893653;-30.49652367304973
1739209621.8936536;-38.13080360867914
1739209621.893654;-38.13080360867914
1739209621.8936548;-38.13080360867914
1739209621.8936555;-38.13080360867914
1739209621.893656;-45.120503652039325
1739209621.8936567;-45.120503652039325
1739209621.8936574;-45.120503652039325
1739209621.893658;-38.13080360867914
1739209621.8936586;-38.13080360867914
1739209621.8936594;-38.13080360867914
1739209621.8936598;-38.13080360867914
1739209621.8936605;-35.57807855764607
1739209621.8936613;-35.57807855764607
1739209621.8936617;-45.120503652039325
1739209621.8936625;-33.981070128970906
1739209621.8936632;-38.13080360867914
1739209621.8936636;-38.13080360867914
1739209621.8936644;-32.816014438256545
1739209621.893665;-38.13080360867914
1739209621.8936656;-45.120503652039325
1739209621.8936663;-38.13080360867914
1739209621.893667;-35.57807855764607
1739209621.8936675;-38.13080360867914
1739209621.8936682;-45.120503652039325
1739209621.893669;-33.981070128970906
1739209621.8936694;-32.816014438256545
1739209621.89367;-38.13080360867914
1739209621.8936708;-38.13080360867914
1739209621.8936713;-38.13080360867914
1739209621.893672;-32.816014438256545
1739209621.8936725;-38.13080360867914
1739209621.8936732;-45.120503652039325
1739209621.893674;-45.120503652039325
1739209621.8936744;-38.13080360867914
1739209621.893675;-45.120503652039325
1739209621.8936758;-38.13080360867914
1739209621.8936763;-38.13080360867914
1739209621.893677;-45.120503652039325
1739209621.8936777;-38.13080360867914
1739209621.8936782;-35.57807855764607
1739209621.893679;-45.120503652039325
1739209621.8936796;-45.120503652039325
1739209621.89368;-38.13080360867914
1739209621.8936808;-38.13080360867914
1739209621.8936815;-45.120503652039325
1739209621.893682;-38.13080360867914
1739209621.8936827;-35.57807855764607
1739209621.8936834;-45.120503652039325
1739209621.893684;-45.120503652039325
1739209621.8936846;-35.57807855764607
1739209621.8936853;-38.13080360867914
1739209621.8936858;-45.120503652039325
1739209621.8936865;-35.57807855764607
1739209621.8936872;-35.57807855764607
1739209621.8936877;-45.120503652039325
1739209621.8936884;-35.57807855764607
1739209621.8936892;-38.13080360867914
1739209621.8936896;-45.120503652039325
1739209621.8936903;-33.981070128970906
1739209621.893691;-38.13080360867914
1739209621.8936915;-45.120503652039325
1739209621.8936923;-38.13080360867914
1739209621.893693;-38.13080360867914
1739209621.8936934;-45.120503652039325
1739209621.8936942;-45.120503652039325
1739209621.8936946;-32.816014438256545
1739209621.8936954;-38.13080360867914
1739209621.893696;-38.13080360867914
1739209621.8936965;-38.13080360867914
1739209621.8936973;-45.120503652039325
1739209621.893698;-38.13080360867914
1739209621.8936985;-38.13080360867914
1739209621.8936992;-38.13080360867914
1739209621.8937;-38.13080360867914
1739209621.8937004;-45.120503652039325
1739209621.893701;-45.120503652039325
1739209621.8937018;-38.13080360867914
1739209621.8937023;-35.57807855764607
1739209621.893703;-35.57807855764607
1739209621.8937037;-45.120503652039325
1739209621.8937042;-45.120503652039325
1739209621.893705;-38.13080360867914
1739209621.8937056;-38.13080360867914
1739209621.893706;-38.13080360867914
1739209621.8937068;-38.13080360867914
1739209621.8937075;-45.120503652039325
1739209621.893708;-45.120503652039325
1739209621.8937087;-45.120503652039325
1739209621.8937094;-38.13080360867914
1739209621.89371;-45.120503652039325
1739209621.8937106;-45.120503652039325
1739209621.8937113;-45.120503652039325
1739209621.8937118;-45.120503652039325
1739209621.8937125;-45.120503652039325
1739209621.893713;-45.120503652039325
1739209621.8937137;-35.57807855764607
1739209621.8937144;-38.13080360867914
1739209621.893715;-38.13080360867914
1739209621.8937156;-38.13080360867914
1739209621.8937163;-38.13080360867914
1739209621.8937168;-33.981070128970906
1739209621.8937175;-45.120503652039325
1739209621.8937182;-35.57807855764607
1739209621.8937187;-35.57807855764607
1739209621.8937194;-33.981070128970906
1739209621.8937201;-45.120503652039325
1739209621.8937206;-38.13080360867914
1739209621.8937213;-38.13080360867914
1739209621.893722;-45.120503652039325
1739209621.8937225;-38.13080360867914
1739209621.8937232;-33.981070128970906
1739209621.893724;-35.57807855764607
1739209621.8937244;-38.13080360867914
1739209621.8937252;-45.120503652039325
1739209621.8937259;-45.120503652039325
1739209621.8937263;-35.57807855764607
1739209621.893727;-38.13080360867914
1739209621.8937278;-45.120503652039325
1739209621.8937283;-33.981070128970906
1739209621.893729;-38.13080360867914
1739209621.8937297;-33.981070128970906
1739209621.8937302;-45.120503652039325
1739209621.8937309;-38.13080360867914
1739209621.8937316;-32.816014438256545
1739209621.893732;-38.13080360867914
1739209621.8937328;-45.120503652039325
1739209621.8937335;-33.981070128970906
1739209621.893734;-35.57807855764607
1739209621.8937347;-38.13080360867914
1739209621.8937352;-38.13080360867914
1739209621.893736;-38.13080360867914
1739209621.8937366;-38.13080360867914
1739209621.893737;-38.13080360867914
1739209621.8937378;-45.120503652039325
1739209621.8937385;-45.120503652039325
1739209621.893739;-32.816014438256545
1739209621.8937397;-38.13080360867914
1739209621.8937404;-45.120503652039325
1739209621.893741;-45.120503652039325
1739209621.8937416;-45.120503652039325
1739209621.8937423;-38.13080360867914
1739209621.8937428;-38.13080360867914
1739209621.8937435;-38.13080360867914
1739209621.8937442;-45.120503652039325
1739209621.8937447;-38.13080360867914
1739209621.8937454;-38.13080360867914
1739209621.8937461;-38.13080360867914
1739209621.8937466;-45.120503652039325
1739209621.8937473;-38.13080360867914
1739209621.893748;-45.120503652039325
1739209621.8937485;-38.13080360867914
1739209621.8937492;-45.120503652039325
1739209621.89375;-33.981070128970906
1739209621.8937504;-31.141103565318915
1739209621.8937511;-38.13080360867914
1739209621.8937519;-35.57807855764607
1739209621.8937523;-33.981070128970906
1739209621.893753;-45.120503652039325
1739209621.8937535;-45.120503652039325
1739209621.8937542;-33.981070128970906
1739209621.893755;-38.13080360867914
1739209621.8937554;-38.13080360867914
1739209621.8937562;-38.13080360867914
1739209621.8937569;-38.13080360867914
1739209621.8937573;-45.120503652039325
1739209621.893758;-38.13080360867914
1739209621.8937588;-45.120503652039325
1739209621.8937593;-45.120503652039325
1739209621.89376;-33.981070128970906
1739209621.8937607;-38.13080360867914
1739209621.8937612;-38.13080360867914
1739209621.8937619;-38.13080360867914
1739209621.8937626;-45.120503652039325
1739209621.893763;-45.120503652039325
1739209621.8937638;-45.120503652039325
1739209621.8937645;-38.13080360867914
1739209621.893765;-38.13080360867914
1739209621.8937657;-45.120503652039325
1739209621.8937664;-45.120503652039325
1739209621.8937669;-45.120503652039325
1739209621.8937676;-38.13080360867914
1739209621.8937683;-35.57807855764607
1739209621.8937688;-38.13080360867914
1739209621.8937695;-45.120503652039325
1739209621.8937702;-45.120503652039325
1739209621.8937707;-38.13080360867914
1739209621.8937714;-32.816014438256545
1739209621.8937721;-38.13080360867914
1739209621.8937726;-45.120503652039325
1739209621.8937733;-45.120503652039325
1739209621.893774;-33.981070128970906
1739209621.8937745;-45.120503652039325
1739209621.8937752;-31.141103565318915
1739209621.8937757;-28.58837851428586
1739209621.8937764;-38.13080360867914
1739209621.8937771;-38.13080360867914
1739209621.8937776;-45.120503652039325
1739209621.8937783;-33.981070128970906
1739209621.893779;-45.120503652039325
1739209621.8937795;-45.120503652039325
1739209621.8937802;-45.120503652039325
1739209621.893781;-38.13080360867914
1739209621.8937814;-45.120503652039325
1739209621.8937821;-38.13080360867914
1739209621.8937829;-45.120503652039325
1739209621.8937833;-38.13080360867914
1739209621.893784;-35.57807855764607
1739209621.8937848;-38.13080360867914
1739209621.8937852;-45.120503652039325
1739209621.893786;-45.120503652039325
1739209621.8937867;-45.120503652039325
1739209621.8937871;-35.57807855764607
1739209621.8937879;-45.120503652039325
1739209621.8937886;-38.13080360867914
1739209621.893789;-33.981070128970906
1739209621.8937898;-45.120503652039325
1739209621.8937905;-38.13080360867914
1739209621.893791;-29.438486411369333
1739209621.8937917;-45.120503652039325
1739209621.8937924;-45.120503652039325
1739209621.8937929;-38.13080360867914
1739209621.8937936;-32.816014438256545
1739209621.893794;-45.120503652039325
1739209621.8937948;-45.120503652039325
1739209621.8937955;-45.120503652039325
1739209621.893796;-45.120503652039325
1739209621.8937967;-38.13080360867914
1739209621.8937974;-45.120503652039325
1739209621.8937979;-45.120503652039325
1739209621.8937986;-38.13080360867914
1739209621.8937993;-33.981070128970906
1739209621.8937998;-45.120503652039325
1739209621.8938005;-38.13080360867914
1739209621.8938012;-32.816014438256545
1739209621.8938017;-38.13080360867914
1739209621.8938024;-45.120503652039325
1739209621.8938031;-38.13080360867914
1739209621.8938036;-38.13080360867914
1739209621.8938043;-38.13080360867914
1739209621.893805;-45.120503652039325
1739209621.8938055;-45.120503652039325
1739209621.8938062;-38.13080360867914
1739209621.893807;-45.120503652039325
1739209621.8938074;-38.13080360867914
1739209621.8938081;-38.13080360867914
1739209621.8938088;-35.57807855764607
1739209621.8938093;-38.13080360867914
1739209621.89381;-45.120503652039325
1739209621.8938107;-45.120503652039325
1739209621.8938112;-45.120503652039325
1739209621.893812;-38.13080360867914
1739209621.8938127;-45.120503652039325
1739209621.8938131;-38.13080360867914
1739209621.8938138;-45.120503652039325
1739209621.8938146;-33.981070128970906
1739209621.893815;-45.120503652039325
1739209621.8938158;-45.120503652039325
1739209621.8938162;-38.13080360867914
1739209621.893817;-38.13080360867914
1739209621.8938177;-45.120503652039325
1739209621.8938181;-45.120503652039325
1739209621.8938189;-38.13080360867914
1739209621.8938196;-38.13080360867914
1739209621.89382;-45.120503652039325
1739209621.8938208;-38.13080360867914
1739209621.8938215;-45.120503652039325
1739209621.893822;-38.13080360867914
1739209621.8938227;-45.120503652039325
1739209621.8938234;-45.120503652039325
1739209621.8938239;-38.13080360867914
1739209621.8938246;-33.981070128970906
1739209621.8938253;-35.57807855764607
1739209621.8938258;-45.120503652039325
1739209621.8938265;-32.816014438256545
1739209621.8938272;-33.981070128970906
1739209621.8938277;-45.120503652039325
1739209621.8938284;-45.120503652039325
1739209621.893829;-45.120503652039325
1739209621.8938296;-45.120503652039325
1739209621.8938303;-45.120503652039325
1739209621.893831;-45.120503652039325
1739209621.8938315;-38.13080360867914
1739209621.8938322;-38.13080360867914
1739209621.893833;-38.13080360867914
1739209621.8938334;-38.13080360867914
1739209621.893834;-35.57807855764607
1739209621.8938346;-33.981070128970906
1739209621.8938353;-45.120503652039325
1739209621.893836;-38.13080360867914
1739209621.8938365;-33.981070128970906
1739209621.8938372;-26.991370085610722
1739209621.893838;-45.120503652039325
1739209621.8938384;-38.13080360867914
1739209621.8938391;-35.57807855764607
1739209621.8938398;-33.981070128970906
1739209621.8938403;-38.13080360867914
1739209621.893841;-38.13080360867914
1739209621.8938417;-45.120503652039325
1739209621.8938422;-33.981070128970906
1739209621.893843;-45.120503652039325
1739209621.8938437;-45.120503652039325
1739209621.8938441;-38.13080360867914
1739209621.8938448;-45.120503652039325
1739209621.8938456;-45.120503652039325
1739209621.893846;-45.120503652039325
1739209621.8938468;-45.120503652039325
1739209621.8938475;-31.141103565318915
1739209621.893848;-45.120503652039325
1739209621.8938487;-38.13080360867914
1739209621.8938494;-45.120503652039325
1739209621.8938498;-45.120503652039325
1739209621.8938506;-45.120503652039325
1739209621.8938513;-45.120503652039325
1739209621.8938518;-45.120503652039325
1739209621.8938525;-28.58837851428586
1739209621.8938532;-45.120503652039325
1739209621.8938537;-38.13080360867914
1739209621.8938544;-38.13080360867914
1739209621.893855;-38.13080360867914
1739209621.8938556;-45.120503652039325
1739209621.8938563;-38.13080360867914
1739209621.8938568;-38.13080360867914
1739209621.8938575;-38.13080360867914
1739209621.8938582;-35.57807855764607
1739209621.8938587;-38.13080360867914
1739209621.8938594;-33.981070128970906
1739209621.89386;-38.13080360867914
1739209621.8938606;-45.120503652039325
1739209621.8938613;-38.13080360867914
1739209621.893862;-38.13080360867914
1739209621.8938625;-45.120503652039325
1739209621.8938632;-45.120503652039325
1739209621.893864;-38.13080360867914
1739209621.8938644;-38.13080360867914
1739209621.893865;-38.13080360867914
1739209621.8938658;-45.120503652039325
1739209621.8938663;-45.120503652039325
1739209621.893867;-38.13080360867914
1739209621.8938677;-38.13080360867914
1739209621.8938682;-38.13080360867914
1739209621.893869;-38.13080360867914
1739209621.8938696;-38.13080360867914
1739209621.89387;-38.13080360867914
1739209621.8938708;-35.57807855764607
1739209621.8938715;-45.120503652039325
1739209621.893872;-45.120503652039325
1739209621.8938727;-33.981070128970906
1739209621.8938735;-38.13080360867914
1739209621.893874;-45.120503652039325
1739209621.8938746;-45.120503652039325
1739209621.8938751;-33.981070128970906
1739209621.8938758;-45.120503652039325
1739209621.8938766;-45.120503652039325
1739209621.893877;-45.120503652039325
1739209621.8938777;-45.120503652039325
1739209621.8938785;-38.13080360867914
1739209621.893879;-38.13080360867914
1739209621.8938797;-45.120503652039325
1739209621.8938804;-38.13080360867914
1739209621.8938808;-32.816014438256545
1739209621.8938816;-45.120503652039325
1739209621.8938823;-45.120503652039325
1739209621.8938828;-38.13080360867914
1739209621.8938835;-38.13080360867914
1739209621.8938842;-45.120503652039325
1739209621.8938847;-45.120503652039325
1739209621.8938854;-45.120503652039325
1739209621.893886;-45.120503652039325
1739209621.8938866;-45.120503652039325
1739209621.8938873;-45.120503652039325
1739209621.893888;-38.13080360867914
1739209621.8938885;-35.57807855764607
1739209621.8938892;-38.13080360867914
1739209621.89389;-32.816014438256545
1739209621.8938904;-32.816014438256545
1739209621.893891;-38.13080360867914
1739209621.8938918;-45.120503652039325
1739209621.8938923;-32.816014438256545
1739209621.893893;-45.120503652039325
1739209621.8938937;-35.57807855764607
1739209621.8938942;-35.57807855764607
1739209621.893895;-45.120503652039325
1739209621.8938956;-38.13080360867914
1739209621.893896;-45.120503652039325
1739209621.8938968;-45.120503652039325
1739209621.8938973;-45.120503652039325
1739209621.893898;-45.120503652039325
1739209621.8938987;-45.120503652039325
1739209621.8938992;-38.13080360867914
1739209621.8939;-38.13080360867914
1739209621.8939006;-45.120503652039325
1739209621.893901;-38.13080360867914
1739209621.8939018;-45.120503652039325
1739209621.8939025;-45.120503652039325
1739209621.893903;-45.120503652039325
1739209621.8939037;-32.816014438256545
1739209621.8939044;-35.57807855764607
1739209621.893905;-45.120503652039325
1739209621.8939056;-45.120503652039325
1739209621.8939064;-38.13080360867914
1739209621.8939068;-38.13080360867914
1739209621.8939075;-45.120503652039325
1739209621.8939083;-38.13080360867914
1739209621.8939087;-45.120503652039325
1739209621.8939095;-45.120503652039325
1739209621.8939102;-45.120503652039325
1739209621.8939106;-38.13080360867914
1739209621.8939114;-45.120503652039325
1739209621.893912;-45.120503652039325
1739209621.8939126;-45.120503652039325
1739209621.8939133;-45.120503652039325
1739209621.893914;-32.816014438256545
1739209621.8939145;-35.57807855764607
1739209621.8939152;-45.120503652039325
1739209621.8939157;-38.13080360867914
1739209621.8939164;-32.816014438256545
1739209621.893917;-38.13080360867914
1739209621.8939176;-35.57807855764607
1739209621.8939183;-38.13080360867914
1739209621.893919;-38.13080360867914
1739209621.8939195;-38.13080360867914
1739209621.8939202;-45.120503652039325
1739209621.893921;-45.120503652039325
1739209621.8939214;-45.120503652039325
1739209621.893922;-45.120503652039325
1739209621.8939228;-45.120503652039325
1739209621.8939233;-45.120503652039325
1739209621.893924;-45.120503652039325
1739209621.8939247;-45.120503652039325
1739209621.8939252;-45.120503652039325
1739209621.893926;-45.120503652039325
1739209621.8939266;-32.816014438256545
1739209621.893927;-38.13080360867914
1739209621.8939278;-45.120503652039325
1739209621.8939285;-38.13080360867914
1739209621.893929;-27.8777449560314
1739209621.8939297;-28.992665084841942
1739209621.8939304;-45.120503652039325
1739209621.893931;-38.13080360867914
1739209621.8939316;-35.57807855764607
1739209621.8939323;-38.13080360867914
1739209621.8939328;-45.120503652039325
1739209621.8939335;-35.57807855764607
1739209621.8939342;-38.13080360867914
1739209621.8939347;-45.120503652039325
1739209621.8939354;-45.120503652039325
1739209621.8939362;-45.120503652039325
