CAN Message; 0x150:0300508667fd2aaa
Timestamp;Amplitude
1739209617.5335782;-45.120503652039325
1739209617.533584;-38.13080360867914
1739209617.53359;-38.13080360867914
1739209617.533596;-38.13080360867914
1739209617.533602;-38.13080360867914
1739209617.533608;-45.120503652039325
1739209617.533614;-38.13080360867914
1739209617.5336199;-33.981070128970906
1739209617.5336258;-45.120503652039325
1739209617.5336318;-38.13080360867914
1739209617.5336378;-35.57807855764607
1739209617.5336437;-38.13080360867914
1739209617.5336497;-38.13080360867914
1739209617.5336556;-38.13080360867914
1739209617.5336616;-45.120503652039325
1739209617.5336676;-38.13080360867914
1739209617.5336733;-45.120503652039325
1739209617.5336792;-38.13080360867914
1739209617.5336852;-33.981070128970906
1739209617.5336912;-45.120503652039325
1739209617.5336971;-45.120503652039325
1739209617.533703;-38.13080360867914
1739209617.533709;-32.816014438256545
1739209617.533715;-38.13080360867914
1739209617.533721;-45.120503652039325
1739209617.533727;-45.120503652039325
1739209617.533733;-33.981070128970956
1739209617.5337389;-38.13080360867914
1739209617.5337448;-45.120503652039325
1739209617.5337508;-38.13080360867914
1739209617.5337567;-45.120503652039325
1739209617.5337627;-38.13080360867914
1739209617.5337687;-45.120503652039325
1739209617.5337746;-38.13080360867914
1739209617.5337806;-26.991370085610722
1739209617.5337865;-45.120503652039325
1739209617.5337925;-45.120503652039325
1739209617.5337985;-38.13080360867914
1739209617.5338044;-38.13080360867914
1739209617.5338104;-45.120503652039325
1739209617.5338163;-38.13080360867914
1739209617.5338223;-38.13080360867914
1739209617.5338283;-45.120503652039325
1739209617.5338342;-45.120503652039325
1739209617.5338402;-32.816014438256545
1739209617.5338461;-45.120503652039325
1739209617.533852;-38.13080360867914
1739209617.5338578;-35.57807855764607
1739209617.5338638;-38.13080360867914
1739209617.5338697;-45.120503652039325
1739209617.5338757;-45.120503652039325
1739209617.5338817;-38.13080360867914
1739209617.5338876;-38.13080360867914
1739209617.5338936;-45.120503652039325
1739209617.5338995;-45.120503652039325
1739209617.5339055;-38.13080360867914
1739209617.5339115;-38.13080360867914
1739209617.5339174;-38.13080360867914
1739209617.5339234;-45.120503652039325
1739209617.5339293;-38.13080360867914
1739209617.5339353;-38.13080360867914
1739209617.5339413;-45.120503652039325
1739209617.5339472;-38.13080360867914
1739209617.5339532;-45.120503652039325
1739209617.5339592;-45.120503652039325
1739209617.533965;-38.13080360867914
1739209617.533971;-45.120503652039325
1739209617.533977;-45.120503652039325
1739209617.533983;-38.13080360867914
1739209617.533989;-45.120503652039325
1739209617.533995;-45.120503652039325
1739209617.5340009;-33.981070128970906
1739209617.5340068;-35.57807855764607
1739209617.5340128;-35.57807855764607
1739209617.5340188;-35.57807855764607
1739209617.5340247;-38.13080360867914
1739209617.5340307;-33.981070128970906
1739209617.5340366;-45.120503652039325
1739209617.5340426;-45.120503652039325
1739209617.5340486;-38.13080360867914
1739209617.5340543;-35.57807855764607
1739209617.5340602;-38.13080360867914
1739209617.5340662;-45.120503652039325
1739209617.5340722;-45.120503652039325
1739209617.5340781;-38.13080360867914
1739209617.534084;-45.120503652039325
1739209617.53409;-38.13080360867914
1739209617.534096;-35.57807855764607
1739209617.534102;-32.816014438256545
1739209617.534108;-38.13080360867914
1739209617.534114;-38.13080360867914
1739209617.5341198;-45.120503652039325
1739209617.5341258;-45.120503652039325
1739209617.5341318;-35.57807855764607
1739209617.5341377;-38.13080360867914
1739209617.5341437;-38.13080360867914
1739209617.5341496;-35.57807855764607
1739209617.5341556;-38.13080360867914
1739209617.5341616;-45.120503652039325
1739209617.5341675;-45.120503652039325
1739209617.5341735;-45.120503652039325
1739209617.5341794;-45.120503652039325
1739209617.5341854;-35.57807855764607
1739209617.5341914;-33.981070128970906
1739209617.5341973;-45.120503652039325
1739209617.5342033;-45.120503652039325
1739209617.5342093;-45.120503652039325
1739209617.5342152;-38.13080360867914
1739209617.5342212;-45.120503652039325
1739209617.5342271;-45.120503652039325
1739209617.534233;-45.120503652039325
1739209617.5342388;-38.13080360867914
1739209617.5342448;-38.13080360867914
1739209617.5342507;-38.13080360867914
1739209617.5342567;-45.120503652039325
1739209617.5342627;-38.13080360867914
1739209617.5342686;-45.120503652039325
1739209617.5342746;-45.120503652039325
1739209617.5342805;-38.13080360867914
1739209617.5342865;-32.816014438256545
1739209617.5342925;-38.13080360867914
1739209617.5342984;-45.120503652039325
1739209617.5343044;-38.13080360867914
1739209617.5343103;-38.13080360867914
1739209617.5343163;-38.13080360867914
1739209617.5343223;-33.981070128970906
1739209617.5343282;-35.57807855764607
1739209617.5343342;-33.981070128970906
1739209617.5343401;-45.120503652039325
1739209617.534346;-45.120503652039325
1739209617.534352;-38.13080360867914
1739209617.534358;-35.57807855764607
1739209617.534364;-45.120503652039325
1739209617.53437;-45.120503652039325
1739209617.534376;-45.120503652039325
1739209617.5343819;-45.120503652039325
1739209617.5343878;-45.120503652039325
1739209617.5343938;-38.13080360867914
1739209617.5343997;-38.13080360867914
1739209617.5344057;-38.13080360867914
1739209617.5344117;-38.13080360867914
1739209617.5344176;-35.57807855764607
1739209617.5344236;-35.57807855764607
1739209617.5344296;-33.981070128970906
1739209617.5344353;-35.57807855764607
1739209617.5344412;-38.13080360867914
1739209617.5344472;-38.13080360867914
1739209617.5344532;-38.13080360867914
1739209617.534459;-38.13080360867914
1739209617.534465;-38.13080360867914
1739209617.534471;-45.120503652039325
1739209617.534477;-38.13080360867914
1739209617.534483;-38.13080360867914
1739209617.534489;-45.120503652039325
1739209617.5344949;-45.120503652039325
1739209617.5345008;-31.141103565318915
1739209617.5345068;-33.981070128970906
1739209617.5345128;-45.120503652039325
1739209617.5345187;-45.120503652039325
1739209617.5345247;-38.13080360867914
1739209617.5345306;-33.981070128970906
1739209617.5345366;-33.981070128970906
1739209617.5345426;-45.120503652039325
1739209617.5345485;-38.13080360867914
1739209617.5345545;-31.141103565318915
1739209617.5345604;-35.57807855764607
1739209617.5345664;-45.120503652039325
1739209617.5345724;-45.120503652039325
1739209617.5345783;-38.13080360867914
1739209617.5345843;-45.120503652039325
1739209617.5345902;-45.120503652039325
1739209617.5345962;-33.981070128970906
1739209617.5346022;-38.13080360867914
1739209617.5346081;-38.13080360867914
1739209617.534614;-45.120503652039325
1739209617.5346198;-45.120503652039325
1739209617.5346258;-45.120503652039325
1739209617.5346317;-38.13080360867914
1739209617.5346377;-38.13080360867914
1739209617.5346437;-45.120503652039325
1739209617.5346496;-32.816014438256545
1739209617.5346556;-38.13080360867914
1739209617.5346615;-45.120503652039325
1739209617.5346675;-38.13080360867914
1739209617.5346735;-38.13080360867914
1739209617.5346794;-45.120503652039325
1739209617.5346854;-45.120503652039325
1739209617.5346913;-45.120503652039325
1739209617.5346973;-38.13080360867914
1739209617.5347033;-35.57807855764607
1739209617.5347092;-45.120503652039325
1739209617.5347152;-45.120503652039325
1739209617.5347211;-35.57807855764607
1739209617.534727;-38.13080360867914
1739209617.534733;-38.13080360867914
1739209617.534739;-32.816014438256545
1739209617.534745;-31.141103565318915
1739209617.534751;-45.120503652039325
1739209617.534757;-45.120503652039325
1739209617.5347629;-35.57807855764607
1739209617.5347688;-38.13080360867914
1739209617.5347748;-45.120503652039325
1739209617.5347807;-32.816014438256545
1739209617.5347867;-38.13080360867914
1739209617.5347927;-33.981070128970956
1739209617.5347986;-38.13080360867914
1739209617.5348046;-38.13080360867914
1739209617.5348105;-45.120503652039325
1739209617.5348163;-38.13080360867914
1739209617.5348222;-38.13080360867914
1739209617.5348282;-45.120503652039325
1739209617.5348341;-38.13080360867914
1739209617.53484;-30.49652367304973
1739209617.534846;-38.13080360867914
1739209617.534852;-38.13080360867914
1739209617.534858;-38.13080360867914
1739209617.534864;-45.120503652039325
1739209617.53487;-45.120503652039325
1739209617.5348759;-32.816014438256545
1739209617.5348818;-38.13080360867914
1739209617.5348878;-45.120503652039325
1739209617.5348938;-45.120503652039325
1739209617.5348997;-45.120503652039325
1739209617.5349057;-45.120503652039325
1739209617.5349116;-45.120503652039325
1739209617.5349176;-38.13080360867914
1739209617.5349236;-35.57807855764607
1739209617.5349295;-38.13080360867914
1739209617.5349355;-45.120503652039325
1739209617.5349414;-45.120503652039325
1739209617.5349474;-45.120503652039325
1739209617.5349534;-45.120503652039325
1739209617.5349593;-45.120503652039325
1739209617.5349653;-38.13080360867914
1739209617.5349712;-45.120503652039325
1739209617.5349772;-45.120503652039325
1739209617.5349832;-32.816014438256545
1739209617.534989;-38.13080360867914
1739209617.534995;-45.120503652039325
1739209617.5350008;-38.13080360867914
1739209617.5350068;-38.13080360867914
1739209617.5350127;-45.120503652039325
1739209617.5350187;-38.13080360867914
1739209617.5350246;-45.120503652039325
1739209617.5350306;-45.120503652039325
1739209617.5350366;-45.120503652039325
1739209617.5350425;-45.120503652039325
1739209617.5350485;-45.120503652039325
1739209617.5350544;-38.13080360867914
1739209617.5350604;-38.13080360867914
1739209617.5350664;-45.120503652039325
1739209617.5350723;-38.13080360867914
1739209617.5350783;-38.13080360867914
1739209617.5350842;-38.13080360867914
1739209617.5350902;-45.120503652039325
1739209617.5350962;-45.120503652039325
1739209617.5351021;-38.13080360867914
1739209617.535108;-45.120503652039325
1739209617.535114;-45.120503652039325
1739209617.53512;-45.120503652039325
1739209617.535126;-45.120503652039325
1739209617.535132;-45.120503652039325
1739209617.535138;-45.120503652039325
1739209617.5351439;-45.120503652039325
1739209617.5351498;-32.816014438256545
1739209617.5351558;-35.57807855764607
1739209617.5351617;-45.120503652039325
1739209617.5351677;-38.13080360867914
1739209617.5351737;-35.57807855764607
1739209617.5351796;-38.13080360867914
1739209617.5351856;-45.120503652039325
1739209617.5351915;-38.13080360867914
1739209617.5351973;-45.120503652039325
1739209617.5352032;-38.13080360867914
1739209617.5352092;-35.57807855764607
1739209617.5352151;-45.120503652039325
1739209617.535221;-33.981070128970906
1739209617.535227;-33.981070128970906
1739209617.535233;-45.120503652039325
1739209617.535239;-45.120503652039325
1739209617.535245;-35.57807855764607
1739209617.535251;-38.13080360867914
1739209617.5352569;-45.120503652039325
1739209617.5352628;-45.120503652039325
1739209617.5352688;-45.120503652039325
1739209617.5352747;-31.141103565318915
1739209617.5352807;-45.120503652039325
1739209617.5352867;-38.13080360867914
1739209617.5352926;-38.13080360867914
1739209617.5352986;-38.13080360867914
1739209617.5353045;-45.120503652039325
1739209617.5353105;-45.120503652039325
1739209617.5353165;-45.120503652039325
1739209617.5353224;-38.13080360867914
1739209617.5353284;-45.120503652039325
1739209617.5353343;-45.120503652039325
1739209617.5353403;-35.57807855764607
1739209617.5353463;-38.13080360867914
1739209617.5353522;-45.120503652039325
1739209617.5353582;-45.120503652039325
1739209617.5353642;-45.120503652039325
1739209617.53537;-33.981070128970906
1739209617.535376;-45.120503652039325
1739209617.5353818;-45.120503652039325
1739209617.5353878;-38.13080360867914
1739209617.5353937;-38.13080360867914
1739209617.5353997;-38.13080360867914
1739209617.5354056;-38.13080360867914
1739209617.5354116;-45.120503652039325
1739209617.5354176;-38.13080360867914
1739209617.5354235;-35.57807855764607
1739209617.5354295;-38.13080360867914
1739209617.5354354;-38.13080360867914
1739209617.5354414;-38.13080360867914
1739209617.5354474;-38.13080360867914
1739209617.5354533;-45.120503652039325
1739209617.5354593;-45.120503652039325
1739209617.5354652;-38.13080360867914
1739209617.5354712;-35.57807855764607
1739209617.5354772;-45.120503652039325
1739209617.5354831;-45.120503652039325
1739209617.535489;-45.120503652039325
1739209617.535495;-35.57807855764607
1739209617.535501;-45.120503652039325
1739209617.535507;-45.120503652039325
1739209617.535513;-38.13080360867914
1739209617.535519;-35.57807855764607
1739209617.5355248;-38.13080360867914
1739209617.5355308;-45.120503652039325
1739209617.5355368;-38.13080360867914
1739209617.5355427;-38.13080360867914
1739209617.5355487;-38.13080360867914
1739209617.5355546;-45.120503652039325
1739209617.5355606;-38.13080360867914
1739209617.5355666;-38.13080360867914
1739209617.5355725;-45.120503652039325
1739209617.5355783;-45.120503652039325
1739209617.5355842;-38.13080360867914
1739209617.5355902;-45.120503652039325
1739209617.5355961;-45.120503652039325
1739209617.535602;-38.13080360867914
1739209617.535608;-33.981070128970906
1739209617.535614;-33.981070128970906
1739209617.53562;-45.120503652039325
1739209617.535626;-45.120503652039325
1739209617.535632;-38.13080360867914
1739209617.5356379;-38.13080360867914
1739209617.5356438;-38.13080360867914
1739209617.5356498;-38.13080360867914
1739209617.5356557;-28.992665084841942
1739209617.5356617;-33.981070128970906
1739209617.5356677;-45.120503652039325
