CAN Message; 0x1b8:0300716f44363d9e
1739209686.9537156;-35.57807855764607
1739209686.9537182;-38.13080360867914
1739209686.9537206;-38.13080360867914
1739209686.9537232;-38.13080360867914
1739209686.9537256;-32.816014438256545
1739209686.9537282;-38.13080360867914
1739209686.9537306;-45.120503652039325
1739209686.9537332;-45.120503652039325
1739209686.9537356;-38.13080360867914
1739209686.9537382;-38.13080360867914
1739209686.9537406;-29.438486411369333
1739209686.9537432;-38.13080360867914
1739209686.9537456;-35.57807855764607
1739209686.9537482;-38.13080360867914
1739209686.9537506;-35.57807855764607
1739209686.9537532;-45.120503652039325
1739209686.9537556;-38.13080360867914
1739209686.953758;-38.13080360867914
1739209686.9537606;-35.57807855764607
1739209686.953763;-45.120503652039325
1739209686.9537656;-45.120503652039325
1739209686.953768;-38.13080360867914
1739209686.9537706;-45.120503652039325
1739209686.953773;-38.13080360867914
1739209686.9537756;-45.120503652039325
1739209686.953778;-45.120503652039325
1739209686.9537807;-28.21854285175415
1739209686.953783;-38.13080360867914
1739209686.9537857;-45.120503652039325
1739209686.953788;-38.13080360867914
1739209686.9537907;-45.120503652039325
1739209686.953793;-38.13080360867914
1739209686.9537957;-38.13080360867914
1739209686.953798;-38.13080360867914
1739209686.9538007;-35.57807855764607
1739209686.953803;-45.120503652039325
1739209686.9538057;-45.120503652039325
1739209686.953808;-45.120503652039325
1739209686.9538107;-32.816014438256545
1739209686.953813;-35.57807855764607
1739209686.9538157;-45.120503652039325
1739209686.953818;-38.13080360867914
1739209686.9538207;-45.120503652039325
1739209686.953823;-38.13080360867914
1739209686.9538257;-45.120503652039325
1739209686.953828;-45.120503652039325
1739209686.9538307;-45.120503652039325
1739209686.953833;-38.13080360867914
1739209686.9538357;-35.57807855764607
1739209686.953838;-45.120503652039325
1739209686.9538407;-32.816014438256545
1739209686.953843;-38.13080360867914
1739209686.9538457;-45.120503652039325
1739209686.9538481;-38.13080360867914
1739209686.9538507;-35.57807855764607
1739209686.9538531;-28.992665084841942
1739209686.9538558;-45.120503652039325
1739209686.9538581;-38.13080360867914
1739209686.9538608;-45.120503652039325
1739209686.9538631;-45.120503652039325
1739209686.9538658;-45.120503652039325
1739209686.9538682;-45.120503652039325
1739209686.9538708;-45.120503652039325
1739209686.9538732;-38.13080360867914
1739209686.9538758;-38.13080360867914
1739209686.9538782;-45.120503652039325
1739209686.9538808;-38.13080360867914
1739209686.9538832;-38.13080360867914
1739209686.9538856;-38.13080360867914
1739209686.9538882;-38.13080360867914
1739209686.9538906;-45.120503652039325
1739209686.9538932;-38.13080360867914
1739209686.9538956;-35.57807855764607
1739209686.9538982;-38.13080360867914
1739209686.9539006;-45.120503652039325
1739209686.9539032;-45.120503652039325
1739209686.9539056;-45.120503652039325
1739209686.9539082;-45.120503652039325
1739209686.9539106;-38.13080360867914
1739209686.9539132;-38.13080360867914
1739209686.9539156;-45.120503652039325
1739209686.9539182;-45.120503652039325
1739209686.9539206;-45.120503652039325
1739209686.9539232;-45.120503652039325
1739209686.9539256;-45.120503652039325
1739209686.9539282;-38.13080360867914
1739209686.9539306;-33.981070128970906
1739209686.9539332;-45.120503652039325
1739209686.9539356;-33.981070128970906
1739209686.9539382;-38.13080360867914
1739209686.9539406;-45.120503652039325
1739209686.9539433;-33.981070128970906
1739209686.9539456;-45.120503652039325
1739209686.9539483;-38.13080360867914
1739209686.9539506;-38.13080360867914
1739209686.9539533;-38.13080360867914
1739209686.9539557;-38.13080360867914
1739209686.9539583;-38.13080360867914
1739209686.9539607;-45.120503652039325
1739209686.9539633;-33.981070128970906
1739209686.9539657;-45.120503652039325
1739209686.9539683;-45.120503652039325
1739209686.9539707;-45.120503652039325
1739209686.9539733;-45.120503652039325
1739209686.9539757;-35.57807855764607
1739209686.9539783;-45.120503652039325
1739209686.9539807;-45.120503652039325
1739209686.9539833;-38.13080360867914
1739209686.9539857;-38.13080360867914
1739209686.9539883;-38.13080360867914
1739209686.9539907;-45.120503652039325
1739209686.9539933;-33.981070128970906
1739209686.9539957;-38.13080360867914
1739209686.9539983;-45.120503652039325
1739209686.9540007;-45.120503652039325
1739209686.9540033;-38.13080360867914
1739209686.9540057;-38.13080360867914
1739209686.9540083;-45.120503652039325
1739209686.9540107;-45.120503652039325
1739209686.9540133;-38.13080360867914
1739209686.9540157;-35.57807855764607
1739209686.954018;-45.120503652039325
1739209686.9540207;-35.57807855764607
1739209686.9540231;-30.49652367304973
1739209686.9540257;-38.13080360867914
1739209686.9540281;-35.57807855764607
1739209686.9540308;-38.13080360867914
1739209686.9540331;-38.13080360867914
1739209686.9540358;-35.57807855764607
1739209686.9540381;-45.120503652039325
1739209686.9540408;-45.120503652039325
1739209686.9540431;-28.992665084841942
1739209686.9540458;-31.141103565318915
1739209686.9540482;-45.120503652039325
1739209686.9540508;-45.120503652039325
1739209686.9540532;-38.13080360867914
1739209686.9540558;-38.13080360867914
1739209686.9540582;-38.13080360867914
1739209686.9540608;-38.13080360867914
1739209686.9540632;-32.816014438256545
1739209686.9540658;-45.120503652039325
1739209686.9540682;-45.120503652039325
1739209686.9540708;-38.13080360867914
1739209686.9540732;-38.13080360867914
1739209686.9540758;-45.120503652039325
1739209686.9540782;-45.120503652039325
1739209686.9540808;-45.120503652039325
1739209686.9540832;-38.13080360867914
1739209686.9540858;-45.120503652039325
1739209686.9540882;-45.120503652039325
1739209686.9540908;-32.816014438256545
1739209686.9540932;-45.120503652039325
1739209686.9540958;-45.120503652039325
1739209686.9540982;-45.120503652039325
1739209686.9541008;-35.57807855764607
1739209686.9541032;-30.49652367304973
1739209686.9541059;-28.58837851428586
1739209686.9541082;-45.120503652039325
1739209686.9541109;-45.120503652039325
1739209686.9541132;-38.13080360867914
1739209686.9541159;-45.120503652039325
1739209686.9541183;-38.13080360867914
1739209686.9541209;-35.57807855764607
1739209686.9541233;-45.120503652039325
1739209686.954126;-33.981070128970956
1739209686.9541283;-35.57807855764607
1739209686.954131;-45.120503652039325
1739209686.9541333;-38.13080360867914
1739209686.954136;-45.120503652039325
1739209686.9541383;-33.981070128970906
1739209686.954141;-45.120503652039325
1739209686.9541433;-32.816014438256545
1739209686.9541457;-30.49652367304973
1739209686.9541483;-45.120503652039325
1739209686.9541507;-45.120503652039325
1739209686.9541533;-35.57807855764607
1739209686.9541557;-38.13080360867914
1739209686.9541583;-38.13080360867914
1739209686.9541607;-35.57807855764607
1739209686.9541633;-38.13080360867914
1739209686.9541657;-45.120503652039325
1739209686.9541683;-45.120503652039325
1739209686.9541707;-45.120503652039325
1739209686.9541733;-45.120503652039325
1739209686.9541757;-45.120503652039325
1739209686.9541783;-45.120503652039325
1739209686.9541807;-35.57807855764607
1739209686.9541833;-38.13080360867914
1739209686.9541857;-45.120503652039325
1739209686.9541883;-38.13080360867914
1739209686.9541907;-32.816014438256545
1739209686.9541934;-45.120503652039325
1739209686.9541957;-45.120503652039325
1739209686.9541984;-38.13080360867914
1739209686.9542007;-45.120503652039325
1739209686.9542034;-33.981070128970906
1739209686.9542058;-38.13080360867914
1739209686.9542084;-45.120503652039325
1739209686.9542108;-38.13080360867914
1739209686.9542134;-38.13080360867914
1739209686.9542158;-38.13080360867914
1739209686.9542184;-38.13080360867914
1739209686.9542208;-32.816014438256545
1739209686.9542234;-45.120503652039325
1739209686.9542258;-45.120503652039325
1739209686.9542284;-38.13080360867914
1739209686.9542308;-38.13080360867914
1739209686.9542334;-45.120503652039325
1739209686.9542358;-45.120503652039325
1739209686.9542384;-38.13080360867914
1739209686.9542408;-45.120503652039325
1739209686.9542434;-45.120503652039325
1739209686.9542458;-38.13080360867914
1739209686.9542484;-38.13080360867914
1739209686.9542508;-35.57807855764607
1739209686.9542534;-38.13080360867914
1739209686.9542558;-38.13080360867914
1739209686.9542584;-45.120503652039325
1739209686.9542608;-45.120503652039325
1739209686.9542634;-38.13080360867914
1739209686.9542658;-45.120503652039325
1739209686.9542685;-45.120503652039325
1739209686.9542708;-32.816014438256545
1739209686.9542732;-45.120503652039325
1739209686.9542758;-38.13080360867914
1739209686.9542782;-35.57807855764607
1739209686.9542809;-35.57807855764607
1739209686.9542832;-38.13080360867914
1739209686.9542859;-45.120503652039325
1739209686.9542882;-38.13080360867914
1739209686.9542909;-38.13080360867914
1739209686.9542933;-45.120503652039325
1739209686.9542959;-45.120503652039325
1739209686.9542983;-45.120503652039325
1739209686.9543009;-45.120503652039325
1739209686.9543033;-38.13080360867914
1739209686.954306;-45.120503652039325
1739209686.9543083;-38.13080360867914
1739209686.954311;-45.120503652039325
1739209686.9543133;-45.120503652039325
1739209686.954316;-32.816014438256545
1739209686.9543183;-38.13080360867914
1739209686.954321;-45.120503652039325
1739209686.9543233;-33.981070128970906
1739209686.954326;-35.57807855764607
1739209686.9543283;-31.141103565318915
1739209686.954331;-45.120503652039325
1739209686.9543333;-38.13080360867914
1739209686.954336;-38.13080360867914
1739209686.9543383;-33.981070128970906
1739209686.954341;-45.120503652039325
1739209686.9543433;-38.13080360867914
1739209686.954346;-32.816014438256545
1739209686.9543483;-45.120503652039325
1739209686.954351;-45.120503652039325
1739209686.9543533;-45.120503652039325
1739209686.954356;-45.120503652039325
1739209686.9543583;-45.120503652039325
1739209686.954361;-45.120503652039325
1739209686.9543633;-38.13080360867914
1739209686.954366;-38.13080360867914
1739209686.9543684;-38.13080360867914
1739209686.954371;-45.120503652039325
1739209686.9543734;-45.120503652039325
1739209686.954376;-38.13080360867914
1739209686.9543784;-38.13080360867914
1739209686.954381;-45.120503652039325
1739209686.9543834;-45.120503652039325
1739209686.954386;-35.57807855764607
1739209686.9543884;-31.141103565318915
1739209686.954391;-45.120503652039325
1739209686.9543934;-35.57807855764607
1739209686.954396;-38.13080360867914
1739209686.9543984;-38.13080360867914
1739209686.9544008;-35.57807855764607
1739209686.9544034;-38.13080360867914
1739209686.9544058;-45.120503652039325
1739209686.9544084;-33.981070128970906
1739209686.9544108;-45.120503652039325
1739209686.9544134;-45.120503652039325
1739209686.9544158;-45.120503652039325
1739209686.9544184;-33.981070128970906
1739209686.9544208;-35.57807855764607
1739209686.9544234;-38.13080360867914
1739209686.9544258;-45.120503652039325
1739209686.9544284;-33.981070128970906
1739209686.9544308;-45.120503652039325
1739209686.9544334;-38.13080360867914
1739209686.9544358;-45.120503652039325
1739209686.9544384;-45.120503652039325
1739209686.9544408;-45.120503652039325
1739209686.9544435;-45.120503652039325
1739209686.9544458;-38.13080360867914
1739209686.9544485;-38.13080360867914
1739209686.9544508;-45.120503652039325
1739209686.9544535;-45.120503652039325
1739209686.9544559;-45.120503652039325
1739209686.9544585;-45.120503652039325
1739209686.9544609;-38.13080360867914
1739209686.9544635;-38.13080360867914
1739209686.9544659;-38.13080360867914
1739209686.9544685;-31.141103565318915
1739209686.9544709;-38.13080360867914
1739209686.9544735;-45.120503652039325
1739209686.9544759;-35.57807855764607
1739209686.9544785;-38.13080360867914
1739209686.954481;-45.120503652039325
1739209686.9544835;-45.120503652039325
1739209686.954486;-38.13080360867914
1739209686.9544885;-30.49652367304973
1739209686.954491;-38.13080360867914
1739209686.9544935;-38.13080360867914
1739209686.954496;-32.816014438256545
1739209686.9544985;-33.981070128970906
1739209686.954501;-45.120503652039325
1739209686.9545035;-33.981070128970906
1739209686.954506;-35.57807855764607
1739209686.9545085;-33.981070128970906
1739209686.954511;-38.13080360867914
1739209686.9545135;-38.13080360867914
1739209686.954516;-32.816014438256545
1739209686.9545186;-38.13080360867914
1739209686.954521;-45.120503652039325
1739209686.9545236;-38.13080360867914
1739209686.954526;-38.13080360867914
1739209686.9545283;-45.120503652039325
1739209686.954531;-45.120503652039325
1739209686.9545333;-38.13080360867914
1739209686.954536;-38.13080360867914
1739209686.9545383;-38.13080360867914
1739209686.954541;-38.13080360867914
1739209686.9545434;-38.13080360867914
1739209686.954546;-32.816014438256545
1739209686.9545484;-45.120503652039325
1739209686.954551;-45.120503652039325
1739209686.9545534;-38.13080360867914
1739209686.954556;-35.57807855764607
1739209686.9545584;-38.13080360867914
1739209686.954561;-45.120503652039325
1739209686.9545634;-45.120503652039325
1739209686.954566;-38.13080360867914
1739209686.9545684;-45.120503652039325
1739209686.954571;-45.120503652039325
1739209686.9545734;-38.13080360867914
1739209686.954576;-35.57807855764607
1739209686.9545784;-35.57807855764607
1739209686.954581;-45.120503652039325
1739209686.9545834;-45.120503652039325
1739209686.954586;-32.816014438256545
1739209686.9545884;-38.13080360867914
1739209686.954591;-45.120503652039325
1739209686.9545934;-38.13080360867914
1739209686.954596;-38.13080360867914
1739209686.9545984;-38.13080360867914
1739209686.954601;-38.13080360867914
1739209686.9546034;-38.13080360867914
1739209686.954606;-38.13080360867914
1739209686.9546084;-33.981070128970906
1739209686.954611;-38.13080360867914
1739209686.9546134;-45.120503652039325
1739209686.954616;-45.120503652039325
1739209686.9546185;-38.13080360867914
1739209686.954621;-45.120503652039325
1739209686.9546235;-45.120503652039325
1739209686.954626;-38.13080360867914
1739209686.9546285;-38.13080360867914
1739209686.954631;-45.120503652039325
1739209686.9546335;-45.120503652039325
1739209686.954636;-38.13080360867914
1739209686.9546385;-45.120503652039325
1739209686.954641;-38.13080360867914
1739209686.9546435;-38.13080360867914
1739209686.954646;-32.816014438256545
1739209686.9546485;-32.816014438256545
1739209686.954651;-38.13080360867914
1739209686.9546535;-45.120503652039325
1739209686.960006;-45.120503652039325
1739209686.960008;-31.141103565318915
1739209686.9600098;-38.13080360867914
1739209686.9600117;-45.120503652039325
1739209686.9600136;-35.57807855764607
1739209686.9600155;-38.13080360867914
1739209686.9600174;-45.120503652039325
1739209686.9600196;-45.120503652039325
1739209686.9600215;-45.120503652039325
1739209686.9600234;-33.981070128970906
1739209686.9600253;-38.13080360867914
1739209686.9600272;-38.13080360867914
1739209686.9600291;-38.13080360867914
1739209686.960031;-38.13080360867914
1739209686.960033;-45.120503652039325
1739209686.9600348;-45.120503652039325
1739209686.9600368;-45.120503652039325
1739209686.9600387;-38.13080360867914
1739209686.9600406;-38.13080360867914
1739209686.9600425;-45.120503652039325
1739209686.9600444;-45.120503652039325
1739209686.9600463;-45.120503652039325
1739209686.9600484;-45.120503652039325
1739209686.9600503;-38.13080360867914
1739209686.9600523;-35.57807855764607
1739209686.9600542;-33.981070128970906
1739209686.960056;-38.13080360867914
1739209686.960058;-45.120503652039325
1739209686.96006;-38.13080360867914
1739209686.9600618;-30.49652367304973
1739209686.9600637;-33.981070128970906
1739209686.9600656;-38.13080360867914
1739209686.9600675;-38.13080360867914
1739209686.9600694;-45.120503652039325
1739209686.9600713;-45.120503652039325
1739209686.9600732;-38.13080360867914
1739209686.9600751;-38.13080360867914
1739209686.9600773;-38.13080360867914
1739209686.9600792;-38.13080360867914
1739209686.960081;-35.57807855764607
1739209686.960083;-38.13080360867914
1739209686.960085;-32.816014438256545
1739209686.9600868;-33.981070128970906
1739209686.9600887;-38.13080360867914
1739209686.9600906;-35.57807855764607
1739209686.9600925;-38.13080360867914
1739209686.9600945;-45.120503652039325
1739209686.9600964;-38.13080360867914
1739209686.9600983;-35.57807855764607
1739209686.9601002;-38.13080360867914
1739209686.960102;-45.120503652039325
1739209686.9601042;-45.120503652039325
1739209686.9601061;-38.13080360867914
1739209686.960108;-35.57807855764607
1739209686.96011;-45.120503652039325
1739209686.9601119;-45.120503652039325
1739209686.9601138;-35.57807855764607
1739209686.9601157;-38.13080360867914
1739209686.9601176;-45.120503652039325
1739209686.9601195;-38.13080360867914
1739209686.9601214;-35.57807855764607
1739209686.9601233;-38.13080360867914
1739209686.9601252;-38.13080360867914
1739209686.960127;-38.13080360867914
1739209686.960129;-45.120503652039325
1739209686.960131;-35.57807855764607
1739209686.960133;-38.13080360867914
1739209686.960135;-38.13080360867914
1739209686.960137;-38.13080360867914
1739209686.9601388;-38.13080360867914
1739209686.9601407;-45.120503652039325
1739209686.9601426;-45.120503652039325
1739209686.9601445;-35.57807855764607
1739209686.9601464;-38.13080360867914
1739209686.9601483;-45.120503652039325
1739209686.9601502;-38.13080360867914
1739209686.9601521;-38.13080360867914
1739209686.960154;-38.13080360867914
1739209686.960156;-38.13080360867914
1739209686.9601579;-38.13080360867914
1739209686.9601598;-35.57807855764607
1739209686.960162;-35.57807855764607
1739209686.9601638;-45.120503652039325
1739209686.9601657;-38.13080360867914
1739209686.9601676;-35.57807855764607
1739209686.9601696;-38.13080360867914
1739209686.9601715;-45.120503652039325
1739209686.9601734;-38.13080360867914
1739209686.9601753;-35.57807855764607
1739209686.9601772;-38.13080360867914
1739209686.960179;-45.120503652039325
1739209686.960181;-38.13080360867914
1739209686.960183;-45.120503652039325
1739209686.9601848;-45.120503652039325
1739209686.9601867;-35.57807855764607
1739209686.9601886;-38.13080360867914
1739209686.9601908;-35.57807855764607
1739209686.9601927;-38.13080360867914
1739209686.9601946;-38.13080360867914
1739209686.9601965;-35.57807855764607
1739209686.9601984;-38.13080360867914
1739209686.9602003;-45.120503652039325
1739209686.9602022;-45.120503652039325
1739209686.9602041;-38.13080360867914
1739209686.960206;-35.57807855764607
1739209686.960208;-45.120503652039325
1739209686.9602098;-45.120503652039325
1739209686.9602118;-45.120503652039325
1739209686.9602137;-38.13080360867914
1739209686.9602156;-45.120503652039325
1739209686.9602175;-45.120503652039325
1739209686.9602196;-45.120503652039325
1739209686.9602215;-45.120503652039325
1739209686.9602234;-38.13080360867914
1739209686.9602253;-35.57807855764607
1739209686.9602273;-45.120503652039325
1739209686.9602292;-45.120503652039325
1739209686.960231;-45.120503652039325
1739209686.960233;-32.816014438256545
1739209686.9602349;-35.57807855764607
1739209686.9602368;-35.57807855764607
1739209686.9602387;-45.120503652039325
1739209686.9602406;-33.981070128970906
1739209686.9602425;-31.141103565318915
1739209686.9602444;-45.120503652039325
1739209686.9602463;-38.13080360867914
1739209686.9602485;-38.13080360867914
1739209686.9602504;-38.13080360867914
1739209686.9602523;-45.120503652039325
1739209686.9602542;-33.981070128970906
1739209686.960256;-45.120503652039325
1739209686.960258;-45.120503652039325
1739209686.96026;-45.120503652039325
1739209686.9602618;-45.120503652039325
1739209686.9602637;-45.120503652039325
1739209686.9602656;-33.981070128970906
1739209686.9602675;-38.13080360867914
1739209686.9602695;-38.13080360867914
1739209686.9602714;-35.57807855764607
1739209686.9602733;-45.120503652039325
1739209686.9602754;-45.120503652039325
1739209686.9602773;-45.120503652039325
1739209686.9602792;-38.13080360867914
1739209686.9602811;-38.13080360867914
1739209686.960283;-45.120503652039325
1739209686.960285;-38.13080360867914
1739209686.9602869;-38.13080360867914
1739209686.9602888;-31.141103565318915
1739209686.9602907;-45.120503652039325
1739209686.9602926;-38.13080360867914
1739209686.9602945;-32.816014438256545
1739209686.9602964;-38.13080360867914
1739209686.9602983;-45.120503652039325
1739209686.9603002;-38.13080360867914
1739209686.960302;-38.13080360867914
1739209686.9603043;-35.57807855764607
1739209686.9603062;-45.120503652039325
1739209686.960308;-45.120503652039325
1739209686.96031;-45.120503652039325
1739209686.960312;-45.120503652039325
1739209686.9603138;-38.13080360867914
1739209686.9603157;-38.13080360867914
1739209686.9603176;-33.981070128970906
1739209686.9603195;-31.141103565318915
1739209686.9603214;-45.120503652039325
1739209686.9603233;-38.13080360867914
1739209686.9603252;-38.13080360867914
1739209686.9603271;-38.13080360867914
1739209686.960329;-45.120503652039325
1739209686.960331;-38.13080360867914
1739209686.960333;-35.57807855764607
1739209686.960335;-45.120503652039325
1739209686.960337;-45.120503652039325
1739209686.9603388;-45.120503652039325
1739209686.9603407;-35.57807855764607
1739209686.9603426;-33.981070128970906
1739209686.9603446;-38.13080360867914
1739209686.9603465;-38.13080360867914
1739209686.9603484;-31.141103565318893
1739209686.9603503;-38.13080360867914
1739209686.9603522;-45.120503652039325
1739209686.960354;-45.120503652039325
1739209686.960356;-38.13080360867914
1739209686.960358;-38.13080360867914
1739209686.9603598;-38.13080360867914
1739209686.960362;-38.13080360867914
1739209686.9603639;-38.13080360867914
1739209686.9603658;-33.981070128970906
1739209686.9603677;-45.120503652039325
1739209686.9603696;-45.120503652039325
1739209686.9603715;-45.120503652039325
1739209686.9603734;-33.981070128970906
1739209686.9603753;-38.13080360867914
1739209686.9603772;-45.120503652039325
1739209686.9603791;-38.13080360867914
1739209686.960381;-38.13080360867914
1739209686.960383;-45.120503652039325
1739209686.9603848;-38.13080360867914
1739209686.9603868;-38.13080360867914
1739209686.9603887;-45.120503652039325
1739209686.9603908;-38.13080360867914
1739209686.9603927;-33.981070128970906
1739209686.9603946;-45.120503652039325
1739209686.9603965;-38.13080360867914
1739209686.9603984;-45.120503652039325
1739209686.9604003;-38.13080360867914
1739209686.9604023;-45.120503652039325
1739209686.9604042;-38.13080360867914
1739209686.960406;-45.120503652039325
1739209686.960408;-45.120503652039325
1739209686.9604099;-45.120503652039325
1739209686.9604118;-35.57807855764607
1739209686.9604137;-32.816014438256545
1739209686.9604156;-38.13080360867914
1739209686.9546587;-32.816014438256545
1739209686.954664;-45.120503652039325
1739209686.9546692;-45.120503652039325
1739209686.9546745;-45.120503652039325
1739209686.9546797;-38.13080360867914
1739209686.9546847;-35.57807855764607
1739209686.95469;-45.120503652039325
1739209686.9546952;-38.13080360867914
1739209686.9547005;-35.57807855764607
1739209686.9547057;-38.13080360867914
1739209686.954711;-45.120503652039325
1739209686.9547162;-38.13080360867914
1739209686.9547215;-45.120503652039325
1739209686.9547267;-38.13080360867914
1739209686.954732;-38.13080360867914
1739209686.9547372;-38.13080360867914
1739209686.9547424;-38.13080360867914
1739209686.9547474;-38.13080360867914
1739209686.9547527;-45.120503652039325
1739209686.954758;-45.120503652039325
1739209686.9547632;-32.816014438256545
1739209686.9547684;-33.981070128970906
1739209686.9547737;-45.120503652039325
1739209686.954779;-45.120503652039325
1739209686.9547842;-45.120503652039325
1739209686.9547894;-45.120503652039325
1739209686.9547946;-45.120503652039325
1739209686.9548;-45.120503652039325
1739209686.9548051;-35.57807855764607
1739209686.9548101;-38.13080360867914
1739209686.9548154;-38.13080360867914
1739209686.9548206;-33.981070128970906
1739209686.9548259;-32.816014438256545
1739209686.9548311;-45.120503652039325
1739209686.9548364;-45.120503652039325
1739209686.9548416;-38.13080360867914
1739209686.9548469;-38.13080360867914
1739209686.954852;-38.13080360867914
1739209686.9548573;-38.13080360867914
1739209686.9548626;-45.120503652039325
1739209686.9548678;-35.57807855764607
1739209686.9548728;-38.13080360867914
1739209686.954878;-38.13080360867914
1739209686.9548833;-38.13080360867914
1739209686.9548886;-38.13080360867914
1739209686.9548938;-45.120503652039325
1739209686.954899;-45.120503652039325
1739209686.9549043;-32.816014438256545
1739209686.9549096;-35.57807855764607
1739209686.9549148;-45.120503652039325
1739209686.95492;-45.120503652039325
1739209686.9549253;-35.57807855764607
1739209686.9549305;-38.13080360867914
1739209686.9549356;-33.981070128970906
1739209686.9549408;-38.13080360867914
1739209686.954946;-35.57807855764607
1739209686.9549513;-35.57807855764607
1739209686.9549565;-45.120503652039325
1739209686.9549618;-45.120503652039325
1739209686.954967;-33.981070128970906
1739209686.9549723;-35.57807855764607
1739209686.9549775;-45.120503652039325
1739209686.9549828;-38.13080360867914
1739209686.954988;-38.13080360867914
1739209686.9549932;-45.120503652039325
1739209686.9549983;-38.13080360867914
1739209686.9550035;-38.13080360867914
1739209686.9550087;-33.981070128970906
1739209686.955014;-45.120503652039325
1739209686.9550192;-45.120503652039325
1739209686.9550245;-45.120503652039325
1739209686.9550297;-45.120503652039325
1739209686.955035;-45.120503652039325
1739209686.9550402;-45.120503652039325
1739209686.9550455;-45.120503652039325
1739209686.9550507;-33.981070128970906
1739209686.955056;-45.120503652039325
1739209686.955061;-38.13080360867914
1739209686.9550662;-38.13080360867914
1739209686.9550714;-32.816014438256545
1739209686.9550767;-45.120503652039325
1739209686.955082;-38.13080360867914
1739209686.9550872;-35.57807855764607
1739209686.9550924;-38.13080360867914
1739209686.9550977;-45.120503652039325
1739209686.955103;-38.13080360867914
1739209686.9551082;-32.816014438256545
1739209686.9551134;-26.487275050834725
1739209686.9551187;-38.13080360867914
1739209686.9551237;-38.13080360867914
1739209686.955129;-38.13080360867914
1739209686.9551342;-38.13080360867914
1739209686.9551394;-38.13080360867914
1739209686.9551446;-38.13080360867914
1739209686.95515;-45.120503652039325
1739209686.9551551;-38.13080360867914
1739209686.9551604;-33.981070128970906
1739209686.9551656;-45.120503652039325
1739209686.9551709;-45.120503652039325
1739209686.955176;-38.13080360867914
1739209686.9551814;-38.13080360867914
1739209686.9551864;-38.13080360867914
1739209686.9551916;-45.120503652039325
1739209686.9551969;-33.981070128970906
1739209686.955202;-35.57807855764607
1739209686.9552073;-45.120503652039325
1739209686.9552126;-45.120503652039325
1739209686.9552178;-38.13080360867914
1739209686.955223;-45.120503652039325
1739209686.9552283;-38.13080360867914
1739209686.9552336;-45.120503652039325
1739209686.9552388;-33.981070128970906
1739209686.955244;-38.13080360867914
1739209686.955249;-38.13080360867914
1739209686.9552543;-45.120503652039325
1739209686.9552596;-38.13080360867914
1739209686.9552648;-35.57807855764607
1739209686.95527;-45.120503652039325
1739209686.9552753;-45.120503652039325
1739209686.9552805;-31.141103565318915
1739209686.9552858;-33.981070128970906
1739209686.955291;-45.120503652039325
1739209686.9552963;-45.120503652039325
1739209686.9553015;-38.13080360867914
1739209686.9553068;-38.13080360867914
1739209686.9553118;-38.13080360867914
1739209686.955317;-45.120503652039325
1739209686.9553223;-45.120503652039325
1739209686.9553275;-38.13080360867914
1739209686.9553328;-38.13080360867914
1739209686.955338;-45.120503652039325
1739209686.9553432;-45.120503652039325
1739209686.9553485;-45.120503652039325
1739209686.9553537;-38.13080360867914
1739209686.955359;-45.120503652039325
1739209686.9553642;-45.120503652039325
1739209686.9553692;-35.57807855764607
1739209686.9553745;-38.13080360867914
1739209686.9553797;-45.120503652039325
1739209686.955385;-38.13080360867914
1739209686.9553902;-32.816014438256545
1739209686.9553955;-38.13080360867914
1739209686.9554007;-45.120503652039325
1739209686.955406;-33.981070128970906
1739209686.9554112;-38.13080360867914
1739209686.9554164;-45.120503652039325
1739209686.9554217;-45.120503652039325
1739209686.955427;-38.13080360867914
1739209686.955432;-45.120503652039325
1739209686.9554372;-45.120503652039325
1739209686.9554424;-45.120503652039325
1739209686.9554477;-45.120503652039325
1739209686.955453;-38.13080360867914
1739209686.9554582;-38.13080360867914
1739209686.9554634;-45.120503652039325
1739209686.9554687;-45.120503652039325
1739209686.955474;-32.816014438256545
1739209686.9554791;-38.13080360867914
1739209686.9554844;-45.120503652039325
1739209686.9554896;-33.981070128970906
1739209686.9554946;-35.57807855764607
1739209686.9555;-38.13080360867914
1739209686.9555051;-38.13080360867914
1739209686.9555104;-45.120503652039325
1739209686.9555156;-38.13080360867914
1739209686.9555209;-33.981070128970906
1739209686.955526;-45.120503652039325
1739209686.9555314;-45.120503652039325
1739209686.9555366;-45.120503652039325
1739209686.9555418;-38.13080360867914
1739209686.955547;-45.120503652039325
1739209686.9555523;-35.57807855764607
1739209686.9555573;-32.816014438256545
1739209686.9555626;-45.120503652039325
1739209686.9555678;-38.13080360867914
1739209686.955573;-45.120503652039325
1739209686.9555783;-33.981070128970906
1739209686.9555836;-35.57807855764607
1739209686.9555888;-45.120503652039325
1739209686.955594;-45.120503652039325
1739209686.9555993;-38.13080360867914
1739209686.9556046;-38.13080360867914
1739209686.9556098;-45.120503652039325
1739209686.955615;-33.981070128970906
1739209686.95562;-45.120503652039325
1739209686.9556253;-45.120503652039325
1739209686.9556305;-45.120503652039325
1739209686.9556358;-38.13080360867914
1739209686.955641;-32.816014438256545
1739209686.9556463;-45.120503652039325
1739209686.9556515;-38.13080360867914
1739209686.9556568;-45.120503652039325
1739209686.955662;-38.13080360867914
1739209686.9556673;-38.13080360867914
1739209686.9556725;-45.120503652039325
1739209686.9556777;-45.120503652039325
