CAN Message; 0x1a7:00001b0c22d0b5b9
Timestamp;Amplitude
1739209781.2116308;-38.13080360867914
1739209781.2116356;-45.120503652039325
1739209781.2116406;-45.120503652039325
1739209781.2116454;-45.120503652039325
1739209781.2116501;-38.13080360867914
1739209781.2116551;-32.816014438256545
1739209781.21166;-45.120503652039325
1739209781.2116647;-45.120503652039325
1739209781.2116697;-38.13080360867914
1739209781.2116745;-35.57807855764607
1739209781.2116792;-38.13080360867914
1739209781.2116842;-35.57807855764607
1739209781.211689;-32.816014438256545
1739209781.211694;-38.13080360867914
1739209781.2116988;-45.120503652039325
1739209781.2117035;-35.57807855764607
1739209781.2117085;-45.120503652039325
1739209781.2117133;-45.120503652039325
1739209781.211718;-35.57807855764607
1739209781.211723;-45.120503652039325
1739209781.2117279;-38.13080360867914
1739209781.2117326;-38.13080360867914
1739209781.2117376;-45.120503652039325
1739209781.2117424;-38.13080360867914
1739209781.2117472;-38.13080360867914
1739209781.2117522;-38.13080360867914
1739209781.211757;-38.13080360867914
1739209781.211762;-38.13080360867914
1739209781.2117667;-32.816014438256545
1739209781.2117715;-38.13080360867914
1739209781.2117765;-38.13080360867914
1739209781.2117813;-45.120503652039325
1739209781.211786;-45.120503652039325
1739209781.211791;-45.120503652039325
1739209781.2117958;-45.120503652039325
1739209781.2118006;-38.13080360867914
1739209781.2118056;-45.120503652039325
1739209781.2118104;-45.120503652039325
1739209781.211815;-35.57807855764607
1739209781.2118201;-45.120503652039325
1739209781.211825;-35.57807855764607
1739209781.21183;-35.57807855764607
1739209781.2118347;-35.57807855764607
1739209781.2118394;-38.13080360867914
1739209781.2118444;-45.120503652039325
1739209781.2118492;-38.13080360867914
1739209781.211854;-38.13080360867914
1739209781.211859;-38.13080360867914
1739209781.2118638;-45.120503652039325
1739209781.2118685;-45.120503652039325
1739209781.2118735;-45.120503652039325
1739209781.2118783;-38.13080360867914
1739209781.211883;-45.120503652039325
1739209781.211888;-38.13080360867914
1739209781.2118928;-35.57807855764607
1739209781.2118979;-38.13080360867914
1739209781.2119026;-31.141103565318893
1739209781.2119074;-33.981070128970906
1739209781.2119124;-38.13080360867914
1739209781.2119172;-38.13080360867914
1739209781.211922;-38.13080360867914
1739209781.211927;-33.981070128970906
1739209781.2119317;-45.120503652039325
1739209781.2119365;-38.13080360867914
1739209781.2119415;-45.120503652039325
1739209781.2119462;-38.13080360867914
1739209781.2119513;-45.120503652039325
1739209781.211956;-38.13080360867914
1739209781.2119608;-45.120503652039325
1739209781.2119658;-45.120503652039325
1739209781.2119706;-45.120503652039325
1739209781.2119753;-45.120503652039325
1739209781.2119803;-38.13080360867914
1739209781.211985;-38.13080360867914
1739209781.2119899;-45.120503652039325
1739209781.211995;-45.120503652039325
1739209781.2119997;-45.120503652039325
1739209781.2120044;-38.13080360867914
1739209781.2120094;-45.120503652039325
1739209781.2120142;-38.13080360867914
1739209781.2120192;-35.57807855764607
1739209781.212024;-33.981070128970906
1739209781.2120287;-45.120503652039325
1739209781.2120337;-45.120503652039325
1739209781.2120385;-45.120503652039325
1739209781.2120433;-38.13080360867914
1739209781.2120483;-45.120503652039325
1739209781.212053;-45.120503652039325
1739209781.2120578;-38.13080360867914
1739209781.2120628;-45.120503652039325
1739209781.2120676;-45.120503652039325
1739209781.2120724;-45.120503652039325
1739209781.2120774;-45.120503652039325
1739209781.2120821;-38.13080360867914
1739209781.2120872;-45.120503652039325
1739209781.212092;-38.13080360867914
1739209781.2120967;-35.57807855764607
1739209781.2121017;-38.13080360867914
1739209781.2121065;-45.120503652039325
1739209781.2121112;-38.13080360867914
1739209781.2121162;-33.981070128970906
1739209781.212121;-27.267205301931607
1739209781.2121258;-38.13080360867914
1739209781.2121308;-38.13080360867914
1739209781.2121356;-38.13080360867914
1739209781.2121403;-38.13080360867914
1739209781.2121453;-45.120503652039325
1739209781.21215;-38.13080360867914
1739209781.212155;-38.13080360867914
1739209781.2121599;-33.981070128970906
1739209781.2121646;-38.13080360867914
1739209781.2121696;-45.120503652039325
1739209781.2121744;-35.57807855764607
1739209781.2121792;-35.57807855764607
1739209781.2121842;-45.120503652039325
1739209781.212189;-45.120503652039325
1739209781.2121937;-33.981070128970906
1739209781.2121987;-31.141103565318915
1739209781.2122035;-35.57807855764607
1739209781.2122085;-38.13080360867914
1739209781.2122133;-38.13080360867914
1739209781.212218;-38.13080360867914
1739209781.212223;-45.120503652039325
1739209781.2122278;-38.13080360867914
1739209781.2122326;-38.13080360867914
1739209781.2122376;-31.141103565318915
1739209781.2122424;-33.981070128970906
1739209781.2122471;-45.120503652039325
1739209781.2122521;-45.120503652039325
1739209781.212257;-38.13080360867914
1739209781.2122617;-38.13080360867914
1739209781.2122667;-38.13080360867914
1739209781.2122715;-45.120503652039325
1739209781.2122765;-45.120503652039325
1739209781.2122812;-38.13080360867914
1739209781.212286;-38.13080360867914
1739209781.212291;-45.120503652039325
1739209781.2122958;-38.13080360867914
1739209781.2123005;-38.13080360867914
1739209781.2123055;-38.13080360867914
1739209781.2123103;-45.120503652039325
1739209781.212315;-45.120503652039325
1739209781.21232;-45.120503652039325
1739209781.2123249;-45.120503652039325
1739209781.2123296;-45.120503652039325
1739209781.2123346;-45.120503652039325
1739209781.2123394;-35.57807855764607
1739209781.2123444;-38.13080360867914
1739209781.2123492;-45.120503652039325
1739209781.212354;-31.141103565318915
1739209781.212359;-31.141103565318915
1739209781.2123637;-45.120503652039325
1739209781.2123685;-35.57807855764607
1739209781.2123735;-32.816014438256545
1739209781.2123783;-38.13080360867914
1739209781.212383;-45.120503652039325
1739209781.212388;-38.13080360867914
1739209781.2123928;-38.13080360867914
1739209781.2123976;-32.81601443825658
1739209781.2124026;-38.13080360867914
1739209781.2124074;-38.13080360867914
1739209781.2124124;-45.120503652039325
1739209781.2124171;-38.13080360867914
1739209781.212422;-33.981070128970906
1739209781.212427;-45.120503652039325
1739209781.2124317;-45.120503652039325
1739209781.2124364;-35.57807855764607
1739209781.2124414;-45.120503652039325
1739209781.2124462;-35.57807855764607
1739209781.212451;-38.13080360867914
1739209781.212456;-38.13080360867914
1739209781.2124608;-35.57807855764607
1739209781.2124658;-45.120503652039325
1739209781.2124705;-38.13080360867914
1739209781.2124753;-33.981070128970906
1739209781.2124803;-38.13080360867914
1739209781.212485;-38.13080360867914
1739209781.2124898;-35.57807855764607
1739209781.2124949;-38.13080360867914
1739209781.2124996;-45.120503652039325
1739209781.2125044;-38.13080360867914
1739209781.2125094;-45.120503652039325
1739209781.2125142;-38.13080360867914
1739209781.212519;-35.57807855764607
1739209781.212524;-45.120503652039325
1739209781.2125287;-45.120503652039325
1739209781.2125337;-38.13080360867914
1739209781.2125385;-38.13080360867914
1739209781.2125432;-38.13080360867914
1739209781.2125483;-33.981070128970906
1739209781.212553;-38.13080360867914
1739209781.2125578;-45.120503652039325
1739209781.2125628;-35.57807855764607
1739209781.2125676;-35.57807855764607
1739209781.2125723;-45.120503652039325
1739209781.2125773;-45.120503652039325
1739209781.212582;-45.120503652039325
1739209781.2125869;-38.13080360867914
1739209781.212592;-45.120503652039325
1739209781.2125967;-45.120503652039325
1739209781.2126017;-45.120503652039325
1739209781.2126064;-38.13080360867914
1739209781.2126112;-45.120503652039325
1739209781.2126162;-45.120503652039325
1739209781.212621;-32.816014438256545
1739209781.2126257;-38.13080360867914
1739209781.2126307;-38.13080360867914
1739209781.2126355;-45.120503652039325
1739209781.2126403;-45.120503652039325
1739209781.2126453;-38.13080360867914
1739209781.21265;-45.120503652039325
1739209781.2126548;-38.13080360867914
1739209781.2126598;-33.981070128970906
1739209781.2126646;-38.13080360867914
1739209781.2126696;-45.120503652039325
1739209781.2126744;-45.120503652039325
1739209781.2126791;-38.13080360867914
1739209781.2126842;-38.13080360867914
1739209781.212689;-35.57807855764607
1739209781.2126937;-45.120503652039325
1739209781.2126987;-35.57807855764607
1739209781.2127035;-38.13080360867914
1739209781.2127082;-38.13080360867914
1739209781.2127132;-38.13080360867914
1739209781.212718;-45.120503652039325
1739209781.212723;-38.13080360867914
1739209781.2127278;-38.13080360867914
1739209781.2127326;-38.13080360867914
1739209781.2127376;-38.13080360867914
1739209781.2127423;-45.120503652039325
1739209781.212747;-45.120503652039325
1739209781.212752;-45.120503652039325
1739209781.2127569;-35.57807855764607
1739209781.2127616;-38.13080360867914
1739209781.2127666;-45.120503652039325
1739209781.2127714;-45.120503652039325
1739209781.2127762;-45.120503652039325
1739209781.2127812;-38.13080360867914
1739209781.212786;-38.13080360867914
1739209781.212791;-33.981070128970906
1739209781.2127957;-45.120503652039325
1739209781.2128005;-38.13080360867914
1739209781.2128055;-38.13080360867914
1739209781.2128103;-38.13080360867914
1739209781.212815;-45.120503652039325
1739209781.21282;-45.120503652039325
1739209781.2128248;-45.120503652039325
1739209781.2128296;-45.120503652039325
1739209781.2128346;-38.13080360867914
1739209781.2128394;-38.13080360867914
1739209781.2128441;-45.120503652039325
1739209781.2128491;-45.120503652039325
1739209781.212854;-45.120503652039325
1739209781.212859;-45.120503652039325
1739209781.2128637;-38.13080360867914
1739209781.2128685;-38.13080360867914
1739209781.2128735;-45.120503652039325
1739209781.2128782;-45.120503652039325
1739209781.212883;-45.120503652039325
1739209781.212888;-33.981070128970906
1739209781.2128928;-38.13080360867914
1739209781.2128975;-38.13080360867914
1739209781.2129025;-35.57807855764607
1739209781.2129073;-38.13080360867914
1739209781.212912;-45.120503652039325
1739209781.212917;-38.13080360867914
1739209781.2129219;-31.141103565318915
1739209781.2129269;-45.120503652039325
1739209781.2129316;-45.120503652039325
1739209781.2129364;-38.13080360867914
1739209781.2129414;-38.13080360867914
1739209781.2129462;-45.120503652039325
1739209781.212951;-45.120503652039325
1739209781.212956;-38.13080360867914
1739209781.2129607;-35.57807855764607
1739209781.2129655;-38.13080360867914
1739209781.2129705;-45.120503652039325
1739209781.2129753;-45.120503652039325
1739209781.21298;-45.120503652039325
1739209781.212985;-33.981070128970906
1739209781.2129898;-38.13080360867914
1739209781.2129948;-45.120503652039325
1739209781.2129996;-45.120503652039325
1739209781.2130044;-45.120503652039325
1739209781.2130094;-45.120503652039325
1739209781.2130141;-45.120503652039325
1739209781.213019;-45.120503652039325
1739209781.213024;-32.816014438256545
1739209781.2130287;-38.13080360867914
1739209781.2130334;-38.13080360867914
1739209781.2130384;-38.13080360867914
1739209781.2130432;-38.13080360867914
1739209781.2130482;-45.120503652039325
1739209781.213053;-45.120503652039325
1739209781.2130578;-45.120503652039325
1739209781.2130628;-31.141103565318915
1739209781.2130675;-33.981070128970906
1739209781.2130723;-45.120503652039325
1739209781.2130773;-38.13080360867914
1739209781.213082;-38.13080360867914
1739209781.2130868;-45.120503652039325
1739209781.2130919;-38.13080360867914
1739209781.2130966;-38.13080360867914
1739209781.2131014;-33.981070128970906
1739209781.2131064;-31.141103565318915
1739209781.2131112;-45.120503652039325
1739209781.2131162;-45.120503652039325
1739209781.213121;-45.120503652039325
1739209781.2131257;-38.13080360867914
1739209781.2131307;-35.57807855764607
1739209781.2131355;-38.13080360867914
1739209781.2131402;-33.981070128970906
1739209781.2131453;-31.141103565318915
1739209781.21315;-38.13080360867914
1739209781.2131548;-45.120503652039325
1739209781.2131598;-38.13080360867914
1739209781.2131646;-45.120503652039325
1739209781.2131693;-38.13080360867914
1739209781.2131743;-45.120503652039325
1739209781.213179;-38.13080360867914
1739209781.213184;-33.981070128970906
1739209781.213189;-35.57807855764607
1739209781.2131937;-38.13080360867914
1739209781.2131987;-45.120503652039325
1739209781.2132034;-45.120503652039325
1739209781.2132082;-38.13080360867914
1739209781.2132132;-38.13080360867914
1739209781.213218;-33.981070128970906
1739209781.2132227;-28.992665084841942
1739209781.2132277;-38.13080360867914
1739209781.2132325;-45.120503652039325
1739209781.2132373;-38.13080360867914
1739209781.2132423;-38.13080360867914
1739209781.213247;-45.120503652039325
1739209781.213252;-38.13080360867914
1739209781.2132568;-38.13080360867914
1739209781.2132616;-38.13080360867914
1739209781.2132666;-38.13080360867914
1739209781.2132714;-38.13080360867914
1739209781.2132761;-38.13080360867914
1739209781.2132812;-38.13080360867914
1739209781.213286;-45.120503652039325
1739209781.2132907;-45.120503652039325
1739209781.2132957;-45.120503652039325
1739209781.2133005;-45.120503652039325
1739209781.2133055;-45.120503652039325
1739209781.2133102;-38.13080360867914
1739209781.213315;-38.13080360867914
1739209781.21332;-45.120503652039325
1739209781.2133248;-38.13080360867914
1739209781.2133296;-38.13080360867914
1739209781.2133346;-33.981070128970906
1739209781.2133393;-45.120503652039325
1739209781.213344;-45.120503652039325
1739209781.213349;-45.120503652039325
1739209781.2133539;-38.13080360867914
1739209781.2133586;-45.120503652039325
1739209781.2133636;-45.120503652039325
1739209781.2133684;-33.981070128970906
1739209781.2133734;-45.120503652039325
1739209781.2133782;-45.120503652039325
1739209781.213383;-45.120503652039325
1739209781.213388;-45.120503652039325
1739209781.2133927;-45.120503652039325
1739209781.2133975;-35.57807855764607
1739209781.2134025;-35.57807855764607
1739209781.2134073;-45.120503652039325
1739209781.213412;-38.13080360867914
1739209781.213417;-33.981070128970906
1739209781.2134218;-45.120503652039325
1739209781.2134266;-45.120503652039325
1739209781.2134316;-45.120503652039325
1739209781.2134364;-38.13080360867914
1739209781.2134414;-45.120503652039325
1739209781.2134461;-35.57807855764607
1739209781.213451;-45.120503652039325
1739209781.213456;-38.13080360867914
1739209781.2134607;-32.816014438256545
1739209781.2134655;-45.120503652039325
1739209781.2134705;-45.120503652039325
1739209781.2134752;-35.57807855764607
1739209781.21348;-35.57807855764607
1739209781.213485;-45.120503652039325
1739209781.2134898;-45.120503652039325
1739209781.2134945;-35.57807855764607
1739209781.2134995;-45.120503652039325
1739209781.2135043;-45.120503652039325
1739209781.2135093;-45.120503652039325
1739209781.213514;-45.120503652039325
1739209781.2135189;-38.13080360867914
1739209781.2135239;-45.120503652039325
1739209781.2135286;-38.13080360867914
1739209781.2135334;-45.120503652039325
1739209781.2135384;-45.120503652039325
1739209781.2135432;-45.120503652039325
1739209781.213548;-38.13080360867914
1739209781.213553;-33.981070128970906
1739209781.2135577;-45.120503652039325
1739209781.2135627;-38.13080360867914
1739209781.2135675;-45.120503652039325
1739209781.2135723;-38.13080360867914
1739209781.2135773;-30.49652367304973
1739209781.213582;-45.120503652039325
1739209781.2135868;-45.120503652039325
1739209781.2135918;-38.13080360867914
1739209781.2135966;-35.57807855764607
1739209781.2136014;-38.13080360867914
1739209781.2136064;-38.13080360867914
1739209781.2136111;-38.13080360867914
1739209781.213616;-45.120503652039325
1739209781.213621;-45.120503652039325
1739209781.2136257;-45.120503652039325
1739209781.2136307;-45.120503652039325
1739209781.2136354;-38.13080360867914
1739209781.2136402;-33.981070128970906
1739209781.2136452;-45.120503652039325
1739209781.21365;-45.120503652039325
1739209781.2136548;-45.120503652039325
1739209781.2136598;-45.120503652039325
1739209781.2136645;-45.120503652039325
1739209781.2136693;-38.13080360867914
1739209781.2136743;-38.13080360867914
1739209781.213679;-35.57807855764607
1739209781.2136838;-38.13080360867914
1739209781.2136889;-35.57807855764607
1739209781.2136936;-35.57807855764607
1739209781.2136986;-45.120503652039325
1739209781.2137034;-38.13080360867914
1739209781.2137082;-45.120503652039325
1739209781.2137132;-38.13080360867914
1739209781.213718;-38.13080360867914
1739209781.2137227;-38.13080360867914
1739209781.2137277;-45.120503652039325
1739209781.2137325;-33.981070128970956
1739209781.2137372;-45.120503652039325
1739209781.2137423;-38.13080360867914
1739209781.213747;-38.13080360867914
1739209781.2137518;-45.120503652039325
1739209781.2137568;-38.13080360867914
1739209781.2137616;-38.13080360867914
1739209781.2137666;-35.57807855764607
1739209781.2137713;-28.992665084841942
1739209781.213776;-45.120503652039325
1739209781.213781;-45.120503652039325
1739209781.213786;-35.57807855764607
1739209781.2137907;-32.816014438256545
1739209781.2137957;-45.120503652039325
1739209781.2138004;-45.120503652039325
1739209781.2138052;-38.13080360867914
1739209781.2138102;-38.13080360867914
1739209781.213815;-33.981070128970906
1739209781.21382;-38.13080360867914
1739209781.2138247;-45.120503652039325
1739209781.2138295;-38.13080360867914
1739209781.2138345;-33.981070128970906
1739209781.2138393;-38.13080360867914
1739209781.213844;-45.120503652039325
1739209781.213849;-32.81601443825658
1739209781.2138538;-45.120503652039325
1739209781.2138586;-38.13080360867914
1739209781.2138636;-45.120503652039325
1739209781.2138684;-38.13080360867914
1739209781.2138731;-35.57807855764607
1739209781.2138782;-38.13080360867914
1739209781.213883;-38.13080360867914
1739209781.213888;-27.267205301931607
1739209781.2138927;-38.13080360867914
1739209781.2138975;-45.120503652039325
1739209781.2139025;-45.120503652039325
1739209781.2139072;-38.13080360867914
1739209781.213912;-38.13080360867914
1739209781.213917;-45.120503652039325
1739209781.2139218;-38.13080360867914
1739209781.2139266;-38.13080360867914
1739209781.2139316;-38.13080360867914
1739209781.2139363;-45.120503652039325
1739209781.213941;-45.120503652039325
1739209781.213946;-45.120503652039325
1739209781.2139509;-45.120503652039325
1739209781.2139559;-45.120503652039325
1739209781.2139606;-35.57807855764607
1739209781.2139654;-38.13080360867914
1739209781.2139704;-38.13080360867914
1739209781.2139752;-45.120503652039325
1739209781.21398;-35.57807855764607
1739209781.213985;-38.13080360867914
1739209781.2139897;-45.120503652039325
1739209781.2139945;-45.120503652039325
1739209781.2139995;-38.13080360867914
1739209781.2140043;-33.981070128970906
1739209781.214009;-38.13080360867914
1739209781.214014;-45.120503652039325
1739209781.2140188;-38.13080360867914
1739209781.2140238;-31.141103565318915
1739209781.2140286;-35.57807855764607
1739209781.2140334;-38.13080360867914
1739209781.2140384;-35.57807855764607
1739209781.2140431;-38.13080360867914
1739209781.214048;-45.120503652039325
1739209781.214053;-45.120503652039325
1739209781.2140577;-32.816014438256545
1739209781.2140625;-38.13080360867914
1739209781.2140675;-38.13080360867914
1739209781.2140722;-38.13080360867914
1739209781.214077;-38.13080360867914
1739209781.214082;-45.120503652039325
1739209781.2140868;-38.13080360867914
1739209781.2140918;-38.13080360867914
1739209781.2140965;-38.13080360867914
1739209781.2141013;-38.13080360867914
1739209781.2141063;-45.120503652039325
1739209781.214111;-45.120503652039325
1739209781.2141159;-35.57807855764607
1739209781.2141209;-38.13080360867914
1739209781.2141256;-38.13080360867914
1739209781.2141304;-45.120503652039325
1739209781.2141354;-33.981070128970906
1739209781.2141402;-38.13080360867914
1739209781.2141452;-38.13080360867914
1739209781.21415;-45.120503652039325
1739209781.2141547;-45.120503652039325
1739209781.2141597;-45.120503652039325
1739209781.2141645;-45.120503652039325
1739209781.2141693;-45.120503652039325
1739209781.2141743;-45.120503652039325
1739209781.214179;-38.13080360867914
1739209781.2141838;-45.120503652039325
1739209781.2141888;-38.13080360867914
1739209781.2141936;-38.13080360867914
1739209781.2141984;-45.120503652039325
1739209781.2142034;-32.816014438256545
1739209781.2142081;-38.13080360867914
1739209781.2142131;-45.120503652039325
1739209781.214218;-45.120503652039325
1739209781.2142227;-35.57807855764607
1739209781.2142277;-38.13080360867914
1739209781.2142324;-45.120503652039325
1739209781.2142372;-45.120503652039325
1739209781.2142422;-38.13080360867914
1739209781.214247;-38.13080360867914
1739209781.2142518;-45.120503652039325
1739209781.2142568;-45.120503652039325
1739209781.2142615;-45.120503652039325
1739209781.2142663;-45.120503652039325
1739209781.2142713;-38.13080360867914
1739209781.214276;-45.120503652039325
1739209781.214281;-45.120503652039325
1739209781.2142859;-45.120503652039325
1739209781.2142906;-45.120503652039325
1739209781.2142956;-38.13080360867914
1739209781.2143004;-38.13080360867914
1739209781.2143052;-45.120503652039325
1739209781.2143102;-45.120503652039325
1739209781.214315;-45.120503652039325
1739209781.2143197;-27.8777449560314
1739209781.2143247;-35.57807855764607
1739209781.2143295;-45.120503652039325
1739209781.2143342;-38.13080360867914
1739209781.2143393;-38.13080360867914
1739209781.214344;-38.13080360867914
1739209781.214349;-45.120503652039325
1739209781.2143538;-45.120503652039325
1739209781.2143586;-38.13080360867914
1739209781.2143636;-45.120503652039325
1739209781.2143683;-45.120503652039325
1739209781.2143712;-38.13080360867914
1739209781.2143743;-45.120503652039325
1739209781.2143772;-45.120503652039325
1739209781.21438;-38.13080360867914
1739209781.2143831;-45.120503652039325
1739209781.214386;-35.57807855764607
1739209781.214389;-45.120503652039325
1739209781.214392;-38.13080360867914
1739209781.2143948;-33.981070128970906
1739209781.214398;-45.120503652039325
1739209781.2144008;-45.120503652039325
1739209781.2144036;-38.13080360867914
1739209781.2144067;-45.120503652039325
1739209781.2144096;-29.438486411369333
1739209781.2144127;-31.141103565318915
1739209781.2144156;-33.981070128970906
1739209781.2144184;-33.981070128970906
1739209781.2144215;-38.13080360867914
1739209781.2144244;-45.120503652039325
1739209781.2144272;-45.120503652039325
1739209781.2144303;-38.13080360867914
1739209781.2144332;-38.13080360867914
1739209781.2144363;-45.120503652039325
1739209781.2144392;-45.120503652039325
1739209781.214442;-45.120503652039325
1739209781.214445;-45.120503652039325
1739209781.214448;-45.120503652039325
1739209781.2144508;-38.13080360867914
1739209781.214454;-38.13080360867914
1739209781.2144568;-35.57807855764607
1739209781.21446;-35.57807855764607
1739209781.2144628;-38.13080360867914
1739209781.2144656;-38.13080360867914
1739209781.2144687;-45.120503652039325
1739209781.2144716;-45.120503652039325
1739209781.2144744;-35.57807855764607
1739209781.2144775;-38.13080360867914
1739209781.2144804;-38.13080360867914
1739209781.2144835;-38.13080360867914
1739209781.2144864;-38.13080360867914
1739209781.2144892;-45.120503652039325
1739209781.2144923;-35.57807855764607
1739209781.2144952;-38.13080360867914
1739209781.214498;-33.981070128970906
1739209781.2145011;-35.57807855764607
1739209781.214504;-45.120503652039325
1739209781.2145069;-45.120503652039325
1739209781.21451;-31.141103565318893
1739209781.2145128;-38.13080360867914
1739209781.214516;-45.120503652039325
1739209781.2145188;-45.120503652039325
1739209781.2145216;-35.57807855764607
1739209781.2145247;-45.120503652039325
1739209781.2145276;-35.57807855764607
1739209781.2145305;-35.57807855764607
1739209781.2145336;-35.57807855764607
1739209781.2145364;-35.57807855764607
1739209781.2145395;-45.120503652039325
1739209781.2145424;-38.13080360867914
1739209781.2145452;-38.13080360867914
1739209781.2145483;-35.57807855764607
1739209781.2145512;-45.120503652039325
1739209781.214554;-45.120503652039325
1739209781.2145572;-45.120503652039325
1739209781.21456;-45.120503652039325
1739209781.2145631;-45.120503652039325
1739209781.214566;-45.120503652039325
1739209781.2145689;-38.13080360867914
1739209781.214572;-45.120503652039325
1739209781.2145748;-38.13080360867914
1739209781.2145777;-38.13080360867914
1739209781.2145808;-45.120503652039325
1739209781.2145836;-38.13080360867914
1739209781.2145867;-38.13080360867914
1739209781.2145896;-38.13080360867914
1739209781.2145925;-38.13080360867914
1739209781.2145956;-45.120503652039325
1739209781.2145984;-32.816014438256545
1739209781.2146013;-38.13080360867914
1739209781.2146044;-38.13080360867914
1739209781.2146072;-45.120503652039325
1739209781.2146103;-38.13080360867914
1739209781.2146132;-35.57807855764607
1739209781.214616;-45.120503652039325
1739209781.2146192;-45.120503652039325
1739209781.214622;-45.120503652039325
1739209781.214625;-33.981070128970906
1739209781.214628;-38.13080360867914
1739209781.2146308;-45.120503652039325
1739209781.2146337;-45.120503652039325
1739209781.2146368;-45.120503652039325
1739209781.2146397;-38.13080360867914
1739209781.2146428;-45.120503652039325
1739209781.2146456;-38.13080360867914
1739209781.2146485;-38.13080360867914
1739209781.2146516;-38.13080360867914
1739209781.2146544;-45.120503652039325
1739209781.2146573;-38.13080360867914
1739209781.2146604;-38.13080360867914
1739209781.2146633;-38.13080360867914
1739209781.2146664;-38.13080360867914
1739209781.2146692;-45.120503652039325
1739209781.214672;-38.13080360867914
1739209781.2146752;-38.13080360867914
1739209781.214678;-45.120503652039325
1739209781.214681;-45.120503652039325
1739209781.214684;-38.13080360867914
1739209781.2146869;-38.13080360867914
1739209781.21469;-45.120503652039325
1739209781.2146928;-45.120503652039325
1739209781.2146957;-45.120503652039325
1739209781.2146988;-45.120503652039325
1739209781.2147017;-45.120503652039325
1739209781.2147045;-38.13080360867914
1739209781.2147076;-38.13080360867914
1739209781.2147105;-45.120503652039325
1739209781.2147136;-38.13080360867914
1739209781.2147164;-45.120503652039325
1739209781.2147193;-33.981070128970906
1739209781.2147224;-28.992665084841942
1739209781.2147253;-38.13080360867914
1739209781.214728;-38.13080360867914
1739209781.2147312;-31.141103565318915
1739209781.214734;-33.981070128970906
1739209781.2147372;-45.120503652039325
1739209781.21474;-32.816014438256545
1739209781.214743;-38.13080360867914
1739209781.214746;-45.120503652039325
1739209781.2147489;-45.120503652039325
1739209781.2147517;-45.120503652039325
1739209781.2147548;-45.120503652039325
1739209781.2147577;-35.57807855764607
1739209781.2147605;-38.13080360867914
1739209781.2147636;-45.120503652039325
1739209781.2147665;-38.13080360867914
1739209781.2147696;-38.13080360867914
1739209781.2147725;-38.13080360867914
1739209781.2147753;-45.120503652039325
1739209781.2147784;-45.120503652039325
1739209781.2147813;-38.13080360867914
1739209781.2147841;-38.13080360867914
1739209781.2147872;-45.120503652039325
1739209781.21479;-33.981070128970906
1739209781.2147932;-28.992665084841942
1739209781.214796;-33.981070128970906
1739209781.214799;-45.120503652039325
1739209781.214802;-38.13080360867914
1739209781.214805;-45.120503652039325
1739209781.2148077;-45.120503652039325
1739209781.2148108;-38.13080360867914
1739209781.2148137;-38.13080360867914
1739209781.2148168;-45.120503652039325
1739209781.2148197;-45.120503652039325
1739209781.2148225;-38.13080360867914
1739209781.2148256;-38.13080360867914
1739209781.2148285;-45.120503652039325
1739209781.2148314;-45.120503652039325
1739209781.2148345;-45.120503652039325
1739209781.2148373;-45.120503652039325
1739209781.2148404;-45.120503652039325
1739209781.2148433;-38.13080360867914
1739209781.2148461;-38.13080360867914
1739209781.2148492;-38.13080360867914
1739209781.214852;-38.13080360867914
1739209781.214855;-38.13080360867914
1739209781.214858;-38.13080360867914
1739209781.214861;-35.57807855764607
1739209781.214864;-33.981070128970906
1739209781.2148669;-45.120503652039325
1739209781.2148697;-35.57807855764607
1739209781.2148728;-35.57807855764607
1739209781.2148757;-45.120503652039325
1739209781.2148786;-45.120503652039325
1739209781.2148817;-45.120503652039325
1739209781.2148845;-45.120503652039325
1739209781.2148874;-45.120503652039325
1739209781.2148905;-45.120503652039325
1739209781.2148933;-45.120503652039325
1739209781.2148964;-45.120503652039325
1739209781.2148993;-33.981070128970906
1739209781.2149022;-45.120503652039325
1739209781.2149053;-45.120503652039325
1739209781.2149081;-45.120503652039325
1739209781.214911;-33.981070128970906
1739209781.214914;-32.816014438256545
1739209781.214917;-45.120503652039325
1739209781.21492;-45.120503652039325
1739209781.214923;-45.120503652039325
1739209781.2149258;-45.120503652039325
1739209781.2149289;-45.120503652039325
1739209781.2149317;-45.120503652039325
1739209781.2149346;-45.120503652039325
1739209781.2149377;-45.120503652039325
1739209781.2149405;-45.120503652039325
1739209781.2149436;-45.120503652039325
1739209781.2149465;-33.981070128970906
1739209781.2149494;-45.120503652039325
1739209781.2149525;-32.816014438256545
1739209781.2149553;-38.13080360867914
1739209781.2149582;-35.57807855764607
1739209781.2149613;-33.981070128970906
1739209781.2149642;-38.13080360867914
1739209781.2149673;-45.120503652039325
1739209781.21497;-35.57807855764607
1739209781.214973;-35.57807855764607
1739209781.214976;-45.120503652039325
1739209781.214979;-38.13080360867914
1739209781.2149818;-45.120503652039325
1739209781.214985;-45.120503652039325
1739209781.2149878;-45.120503652039325
1739209781.2149909;-45.120503652039325
1739209781.2149937;-45.120503652039325
1739209781.2149966;-45.120503652039325
1739209781.2149997;-45.120503652039325
1739209781.2150025;-45.120503652039325
1739209781.2150054;-45.120503652039325
1739209781.2150085;-45.120503652039325
1739209781.2150114;-45.120503652039325
1739209781.2150142;-45.120503652039325
1739209781.2150173;-32.816014438256545
1739209781.2150202;-32.816014438256545
