CAN Message; 0x1bb:00005988b0f4f2f1
1739209675.4015684;-38.13080360867914
1739209675.4015808;-45.120503652039325
1739209675.401593;-38.13080360867914
1739209675.4016054;-45.120503652039325
1739209675.4016175;-31.141103565318893
1739209675.40163;-28.58837851428586
1739209675.4016423;-45.120503652039325
1739209675.4016545;-38.13080360867914
1739209675.4016669;-35.57807855764607
1739209675.4016793;-31.141103565318915
1739209675.4016914;-45.120503652039325
1739209675.4017038;-38.13080360867914
1739209675.401716;-45.120503652039325
1739209675.4017284;-45.120503652039325
1739209675.4017408;-45.120503652039325
1739209675.401753;-45.120503652039325
1739209675.4017653;-45.120503652039325
1739209675.4017775;-45.120503652039325
1739209675.40179;-45.120503652039325
1739209675.4018023;-45.120503652039325
1739209675.4018145;-29.438486411369333
1739209675.4018269;-25.62660358559016
1739209675.401839;-45.120503652039325
1739209675.4018514;-38.13080360867914
1739209675.4018638;-38.13080360867914
1739209675.401876;-33.981070128970906
1739209675.4018884;-38.13080360867914
1739209675.4019008;-35.57807855764607
1739209675.401913;-45.120503652039325
1739209675.4019253;-38.13080360867914
1739209675.4019375;-45.120503652039325
1739209675.40195;-45.120503652039325
1739209675.4019623;-45.120503652039325
1739209675.4019744;-45.120503652039325
1739209675.4019868;-38.13080360867914
1739209675.401999;-38.13080360867914
1739209675.4020114;-35.57807855764607
1739209675.4020238;-28.992665084841942
1739209675.402036;-45.120503652039325
1739209675.4020483;-38.13080360867914
1739209675.4020607;-45.120503652039325
1739209675.402073;-33.981070128970906
1739209675.4020853;-38.13080360867914
1739209675.4020975;-35.57807855764607
1739209675.4021099;-38.13080360867914
1739209675.4021223;-45.120503652039325
1739209675.4021344;-45.120503652039325
1739209675.4021468;-45.120503652039325
1739209675.402159;-45.120503652039325
1739209675.4021714;-45.120503652039325
1739209675.4021838;-45.120503652039325
1739209675.402196;-45.120503652039325
1739209675.4022083;-38.13080360867914
1739209675.4022205;-31.141103565318915
1739209675.402233;-38.13080360867914
1739209675.4022453;-45.120503652039325
1739209675.4022574;-45.120503652039325
1739209675.4022698;-33.981070128970906
1739209675.4022822;-45.120503652039325
1739209675.4022944;-45.120503652039325
1739209675.4023068;-35.57807855764607
1739209675.402319;-33.981070128970906
1739209675.4023314;-45.120503652039325
1739209675.4023438;-45.120503652039325
1739209675.402356;-35.57807855764607
1739209675.4023683;-38.13080360867914
1739209675.4023805;-38.13080360867914
1739209675.4023929;-38.13080360867914
1739209675.4024053;-35.57807855764607
1739209675.4024174;-38.13080360867914
1739209675.4024298;-45.120503652039325
1739209675.402442;-45.120503652039325
1739209675.4024544;-38.13080360867914
1739209675.4024668;-33.981070128970906
1739209675.402479;-45.120503652039325
1739209675.4024913;-45.120503652039325
1739209675.4025037;-33.981070128970906
1739209675.402516;-31.141103565318915
1739209675.4025283;-45.120503652039325
1739209675.4025404;-38.13080360867914
1739209675.4025528;-45.120503652039325
1739209675.4025652;-38.13080360867914
1739209675.4025774;-38.13080360867914
1739209675.4025898;-45.120503652039325
1739209675.402602;-32.816014438256545
1739209675.4026144;-33.981070128970906
1739209675.4026268;-45.120503652039325
1739209675.402639;-45.120503652039325
1739209675.4026513;-38.13080360867914
1739209675.4026637;-38.13080360867914
1739209675.4026759;-45.120503652039325
1739209675.4026883;-45.120503652039325
1739209675.4027004;-38.13080360867914
1739209675.4027128;-31.141103565318915
1739209675.4027252;-33.981070128970906
1739209675.4027374;-38.13080360867914
1739209675.4027498;-45.120503652039325
1739209675.402762;-38.13080360867914
1739209675.4027743;-45.120503652039325
1739209675.4027867;-38.13080360867914
1739209675.402799;-35.57807855764607
1739209675.4028113;-31.141103565318915
1739209675.4028234;-31.141103565318915
1739209675.4028358;-45.120503652039325
1739209675.4028482;-45.120503652039325
1739209675.4028604;-38.13080360867914
1739209675.4028728;-38.13080360867914
1739209675.4028852;-38.13080360867914
1739209675.4028974;-45.120503652039325
1739209675.4029098;-38.13080360867914
1739209675.402922;-38.13080360867914
1739209675.4029343;-45.120503652039325
1739209675.4029467;-38.13080360867914
1739209675.4029589;-38.13080360867914
1739209675.4029713;-38.13080360867914
1739209675.4029834;-38.13080360867914
1739209675.4029958;-45.120503652039325
1739209675.4030082;-38.13080360867914
1739209675.4030204;-35.57807855764607
1739209675.4030328;-38.13080360867914
1739209675.403045;-45.120503652039325
1739209675.4030573;-45.120503652039325
1739209675.4030697;-45.120503652039325
1739209675.403082;-38.13080360867914
1739209675.4030943;-45.120503652039325
1739209675.4031067;-38.13080360867914
1739209675.4031188;-38.13080360867914
1739209675.4031312;-45.120503652039325
1739209675.4031434;-45.120503652039325
1739209675.4031558;-38.13080360867914
1739209675.4031682;-45.120503652039325
1739209675.4031804;-45.120503652039325
1739209675.4031928;-45.120503652039325
1739209675.403205;-45.120503652039325
1739209675.4032173;-38.13080360867914
1739209675.4032297;-38.13080360867914
1739209675.4032419;-45.120503652039325
1739209675.4032543;-45.120503652039325
1739209675.4032667;-29.438486411369333
1739209675.4032788;-35.57807855764607
1739209675.4032912;-45.120503652039325
1739209675.4033034;-38.13080360867914
1739209675.4033158;-38.13080360867914
1739209675.4033282;-38.13080360867914
1739209675.4033403;-38.13080360867914
1739209675.4033527;-45.120503652039325
1739209675.403365;-45.120503652039325
1739209675.4033773;-45.120503652039325
1739209675.4033897;-45.120503652039325
1739209675.4034019;-45.120503652039325
1739209675.4034142;-45.120503652039325
1739209675.4034264;-45.120503652039325
1739209675.4034388;-45.120503652039325
1739209675.4034512;-38.13080360867914
1739209675.4034634;-45.120503652039325
1739209675.4034758;-45.120503652039325
1739209675.4034882;-45.120503652039325
1739209675.4035003;-45.120503652039325
1739209675.4035127;-35.57807855764607
1739209675.4035249;-35.57807855764607
1739209675.4035373;-38.13080360867914
1739209675.4035497;-38.13080360867914
1739209675.4035618;-45.120503652039325
1739209675.4035742;-38.13080360867914
1739209675.4035864;-45.120503652039325
1739209675.4035988;-32.816014438256545
1739209675.4036112;-45.120503652039325
1739209675.4036233;-45.120503652039325
1739209675.4036357;-35.57807855764607
1739209675.403648;-38.13080360867914
1739209675.4036603;-38.13080360867914
1739209675.4036727;-45.120503652039325
1739209675.4036849;-45.120503652039325
1739209675.4036973;-38.13080360867914
1739209675.4037097;-38.13080360867914
1739209675.4037218;-35.57807855764607
1739209675.4037342;-38.13080360867914
1739209675.4037464;-33.981070128970906
1739209675.4037588;-38.13080360867914
1739209675.4037712;-35.57807855764607
1739209675.4037833;-45.120503652039325
1739209675.4037957;-33.981070128970906
1739209675.4038079;-45.120503652039325
1739209675.4038203;-45.120503652039325
1739209675.4038327;-32.816014438256545
1739209675.4038448;-45.120503652039325
1739209675.4038572;-45.120503652039325
1739209675.4038696;-45.120503652039325
1739209675.4038818;-38.13080360867914
1739209675.4038942;-38.13080360867914
1739209675.4039063;-38.13080360867914
1739209675.4039187;-35.57807855764607
1739209675.4039311;-45.120503652039325
1739209675.4039433;-35.57807855764607
1739209675.4039557;-38.13080360867914
1739209675.4039679;-38.13080360867914
1739209675.4039803;-45.120503652039325
1739209675.4039927;-38.13080360867914
1739209675.4040048;-45.120503652039325
1739209675.4040172;-45.120503652039325
1739209675.4040294;-38.13080360867914
1739209675.4040418;-38.13080360867914
1739209675.4040542;-45.120503652039325
1739209675.4040663;-45.120503652039325
1739209675.4040787;-38.13080360867914
1739209675.4040911;-38.13080360867914
1739209675.4041033;-45.120503652039325
1739209675.4041157;-38.13080360867914
1739209675.4041278;-38.13080360867914
1739209675.4041402;-38.13080360867914
1739209675.4041526;-38.13080360867914
1739209675.4041648;-38.13080360867914
1739209675.4041772;-38.13080360867914
1739209675.4041893;-45.120503652039325
1739209675.4042017;-35.57807855764607
1739209675.4042141;-31.141103565318915
1739209675.4042263;-45.120503652039325
1739209675.4042387;-38.13080360867914
1739209675.4042509;-45.120503652039325
1739209675.4042633;-45.120503652039325
1739209675.4042757;-38.13080360867914
1739209675.4042878;-38.13080360867914
1739209675.4043002;-45.120503652039325
1739209675.4043126;-33.981070128970956
1739209675.4043248;-45.120503652039325
1739209675.4043372;-38.13080360867914
1739209675.4043493;-35.57807855764607
1739209675.4043617;-38.13080360867914
1739209675.4043741;-38.13080360867914
1739209675.4043863;-38.13080360867914
1739209675.4043987;-35.57807855764607
1739209675.4044108;-25.826314394896357
1739209675.4044232;-38.13080360867914
1739209675.4044356;-38.13080360867914
1739209675.4044478;-45.120503652039325
1739209675.4044602;-33.981070128970906
1739209675.4044726;-45.120503652039325
1739209675.4044847;-38.13080360867914
1739209675.4044971;-45.120503652039325
1739209675.4045093;-32.81601443825658
1739209675.4045217;-38.13080360867914
1739209675.404534;-38.13080360867914
1739209675.4045463;-45.120503652039325
1739209675.4045587;-45.120503652039325
1739209675.4045708;-45.120503652039325
1739209675.4045832;-45.120503652039325
1739209675.4045956;-35.57807855764607
1739209675.4046078;-31.141103565318915
1739209675.4046202;-45.120503652039325
1739209675.4046323;-45.120503652039325
1739209675.4046447;-38.13080360867914
1739209675.4046571;-38.13080360867914
1739209675.4046693;-38.13080360867914
1739209675.4046817;-45.120503652039325
1739209675.404694;-45.120503652039325
1739209675.4047062;-45.120503652039325
1739209675.4047186;-38.13080360867914
1739209675.4047308;-38.13080360867914
1739209675.4047432;-38.13080360867914
1739209675.4047556;-45.120503652039325
1739209675.4047678;-38.13080360867914
1739209675.4047801;-38.13080360867914
1739209675.4047923;-38.13080360867914
1739209675.4048047;-33.981070128970906
1739209675.404817;-38.13080360867914
1739209675.4048293;-45.120503652039325
1739209675.4048417;-32.816014438256545
1739209675.4048538;-45.120503652039325
1739209675.4048662;-45.120503652039325
1739209675.4048786;-45.120503652039325
1739209675.4048908;-45.120503652039325
1739209675.4049032;-31.141103565318915
1739209675.4049156;-38.13080360867914
1739209675.4049277;-45.120503652039325
1739209675.4049401;-38.13080360867914
1739209675.4049523;-38.13080360867914
1739209675.4049647;-45.120503652039325
1739209675.404977;-45.120503652039325
1739209675.4049892;-38.13080360867914
1739209675.4050016;-33.981070128970906
1739209675.4050138;-38.13080360867914
1739209675.4050262;-45.120503652039325
1739209675.4050386;-35.57807855764607
1739209675.4050508;-38.13080360867914
1739209675.4050632;-31.141103565318893
1739209675.4050756;-35.57807855764607
1739209675.4050877;-38.13080360867914
1739209675.4051;-33.981070128970906
1739209675.4051123;-35.57807855764607
1739209675.4051247;-45.120503652039325
1739209675.405137;-38.13080360867914
1739209675.4051492;-38.13080360867914
1739209675.4051616;-45.120503652039325
1739209675.4051738;-45.120503652039325
1739209675.4051862;-38.13080360867914
1739209675.4051986;-38.13080360867914
1739209675.4052107;-33.981070128970906
1739209675.4052231;-38.13080360867914
1739209675.4052353;-35.57807855764607
1739209675.4052477;-38.13080360867914
1739209675.40526;-45.120503652039325
1739209675.4052722;-38.13080360867914
1739209675.4052846;-38.13080360867914
1739209675.405297;-45.120503652039325
1739209675.4053092;-38.13080360867914
1739209675.4053216;-38.13080360867914
1739209675.4053338;-35.57807855764607
1739209675.4053462;-38.13080360867914
1739209675.4053586;-45.120503652039325
1739209675.4053707;-38.13080360867914
1739209675.405383;-33.981070128970906
1739209675.4053953;-45.120503652039325
1739209675.4054077;-35.57807855764607
1739209675.40542;-35.57807855764607
1739209675.4054322;-45.120503652039325
1739209675.4054446;-38.13080360867914
1739209675.4054568;-38.13080360867914
1739209675.4054692;-45.120503652039325
1739209675.4054816;-45.120503652039325
1739209675.4054937;-38.13080360867914
1739209675.4055061;-38.13080360867914
1739209675.4055185;-38.13080360867914
1739209675.4055307;-45.120503652039325
1739209675.405543;-38.13080360867914
1739209675.4055552;-38.13080360867914
1739209675.4055676;-45.120503652039325
1739209675.40558;-45.120503652039325
1739209675.4055922;-45.120503652039325
1739209675.4056046;-45.120503652039325
1739209675.4056168;-38.13080360867914
1739209675.4056292;-38.13080360867914
1739209675.4056416;-45.120503652039325
1739209675.4056537;-38.13080360867914
1739209675.405666;-33.981070128970906
1739209675.4056785;-45.120503652039325
1739209675.4056907;-38.13080360867914
1739209675.405703;-33.981070128970906
1739209675.4057152;-38.13080360867914
1739209675.4057276;-38.13080360867914
1739209675.40574;-38.13080360867914
1739209675.4057522;-38.13080360867914
1739209675.4057646;-45.120503652039325
1739209675.4057767;-35.57807855764607
1739209675.4057891;-45.120503652039325
1739209675.4058015;-35.57807855764607
1739209675.4058137;-33.981070128970906
1739209675.405826;-45.120503652039325
1739209675.4058383;-38.13080360867914
1739209675.4058506;-33.981070128970906
1739209675.405863;-38.13080360867914
1739209675.4058752;-45.120503652039325
1739209675.4058876;-38.13080360867914
1739209675.4059;-35.57807855764607
1739209675.4059122;-33.981070128970906
1739209675.4059246;-45.120503652039325
1739209675.4059367;-45.120503652039325
1739209675.405949;-38.13080360867914
1739209675.4059615;-33.981070128970906
1739209675.4059737;-45.120503652039325
1739209675.405986;-45.120503652039325
1739209675.4059982;-38.13080360867914
1739209675.4060106;-45.120503652039325
1739209675.406023;-45.120503652039325
1739209675.4060352;-45.120503652039325
1739209675.4060476;-33.981070128970906
1739209675.4060597;-45.120503652039325
1739209675.4060721;-38.13080360867914
1739209675.4060845;-45.120503652039325
1739209675.4060967;-32.816014438256545
1739209675.406109;-33.981070128970906
1739209675.4061215;-45.120503652039325
1739209675.4061337;-38.13080360867914
1739209675.406146;-35.57807855764607
1739209675.4061582;-35.57807855764607
1739209675.4061706;-45.120503652039325
1739209675.406183;-38.13080360867914
1739209675.4061952;-33.981070128970906
1739209675.4062076;-45.120503652039325
1739209675.4062197;-45.120503652039325
1739209675.406232;-45.120503652039325
1739209675.4062445;-45.120503652039325
1739209675.4062567;-38.13080360867914
1739209675.406269;-45.120503652039325
1739209675.4062815;-45.120503652039325
1739209675.4062936;-35.57807855764607
1739209675.406306;-30.49652367304973
1739209675.4063182;-45.120503652039325
1739209675.4063306;-45.120503652039325
1739209675.406343;-45.120503652039325
1739209675.4063551;-38.13080360867914
1739209675.4063675;-38.13080360867914
1739209675.4063797;-35.57807855764607
1739209675.406392;-38.13080360867914
1739209675.4064045;-45.120503652039325
1739209675.4064167;-45.120503652039325
1739209675.406429;-38.13080360867914
1739209675.4064412;-38.13080360867914
1739209675.4064536;-45.120503652039325
1739209675.406466;-45.120503652039325
1739209675.4064782;-45.120503652039325
1739209675.4064906;-45.120503652039325
1739209675.406503;-45.120503652039325
1739209675.4065151;-38.13080360867914
1739209675.4065275;-45.120503652039325
1739209675.4065397;-35.57807855764607
1739209675.406552;-35.57807855764607
1739209675.4065645;-45.120503652039325
1739209675.4065766;-45.120503652039325
1739209675.406589;-45.120503652039325
1739209675.4066012;-31.141103565318915
1739209675.4066136;-38.13080360867914
1739209675.406626;-45.120503652039325
1739209675.4066381;-45.120503652039325
1739209675.4066505;-45.120503652039325
1739209675.406663;-38.13080360867914
1739209675.406675;-33.981070128970906
1739209675.4066875;-45.120503652039325
1739209675.4066997;-32.81601443825658
1739209675.406712;-38.13080360867914
1739209675.4067245;-38.13080360867914
1739209675.4067366;-38.13080360867914
1739209675.406749;-38.13080360867914
1739209675.4067612;-38.13080360867914
1739209675.4067736;-38.13080360867914
1739209675.406786;-38.13080360867914
1739209675.4067981;-27.267205301931607
1739209675.4068105;-38.13080360867914
1739209675.4068227;-35.57807855764607
1739209675.406835;-45.120503652039325
1739209675.4068475;-45.120503652039325
1739209675.4068596;-38.13080360867914
1739209675.406872;-38.13080360867914
1739209675.4068844;-45.120503652039325
1739209675.4068966;-31.14110356531892
1739209675.406909;-38.13080360867914
1739209675.4069211;-45.120503652039325
1739209675.4069335;-38.13080360867914
1739209675.406946;-45.120503652039325
1739209675.406958;-45.120503652039325
1739209675.4069705;-45.120503652039325
1739209675.4069827;-45.120503652039325
1739209675.406995;-31.141103565318915
1739209675.4070075;-38.13080360867914
1739209675.4070196;-38.13080360867914
1739209675.407032;-38.13080360867914
1739209675.4070442;-33.981070128970906
1739209675.4070566;-38.13080360867914
1739209675.407069;-38.13080360867914
1739209675.4070811;-38.13080360867914
1739209675.4070935;-45.120503652039325
1739209675.407106;-45.120503652039325
1739209675.407118;-45.120503652039325
1739209675.4071305;-45.120503652039325
1739209675.4071426;-45.120503652039325
1739209675.407155;-38.13080360867914
1739209675.4071674;-38.13080360867914
1739209675.4071796;-45.120503652039325
1739209675.407192;-33.981070128970906
1739209675.4072042;-45.120503652039325
1739209675.4072165;-45.120503652039325
1739209675.407229;-38.13080360867914
1739209675.407241;-38.13080360867914
1739209675.4072535;-45.120503652039325
1739209675.407266;-45.120503652039325
1739209675.407278;-33.981070128970906
1739209675.4072905;-30.49652367304973
1739209675.4073026;-38.13080360867914
1739209675.407315;-38.13080360867914
1739209675.4073274;-33.981070128970906
1739209675.4073396;-31.141103565318915
1739209675.407352;-38.13080360867914
1739209675.4073641;-45.120503652039325
1739209675.4073765;-35.57807855764607
1739209675.407389;-33.981070128970906
1739209675.407401;-38.13080360867914
1739209675.4074135;-38.13080360867914
1739209675.4074256;-45.120503652039325
1739209675.407438;-45.120503652039325
1739209675.4074504;-45.120503652039325
1739209675.4074626;-45.120503652039325
1739209675.407475;-35.57807855764607
1739209675.4074874;-38.13080360867914
1739209675.4074996;-45.120503652039325
1739209675.407512;-45.120503652039325
1739209675.407524;-38.13080360867914
1739209675.4075365;-38.13080360867914
1739209675.407549;-45.120503652039325
1739209675.407561;-45.120503652039325
1739209675.4075735;-29.438486411369333
1739209675.4075856;-32.816014438256545
1739209675.407598;-45.120503652039325
1739209675.4076104;-38.13080360867914
1739209675.4076226;-38.13080360867914
1739209675.407635;-38.13080360867914
1739209675.4076471;-38.13080360867914
1739209675.4123623;-38.13080360867914
1739209675.4123645;-45.120503652039325
1739209675.4123669;-45.120503652039325
1739209675.412369;-45.120503652039325
1739209675.4123712;-38.13080360867914
1739209675.4123733;-45.120503652039325
1739209675.4123757;-45.120503652039325
1739209675.4123778;-33.981070128970906
1739209675.41238;-35.57807855764607
1739209675.4123821;-35.57807855764607
1739209675.4123845;-45.120503652039325
1739209675.4123867;-38.13080360867914
1739209675.4123888;-45.120503652039325
1739209675.412391;-45.120503652039325
1739209675.4123933;-38.13080360867914
1739209675.4123955;-45.120503652039325
1739209675.4123976;-38.13080360867914
1739209675.4123998;-38.13080360867914
1739209675.4124022;-45.120503652039325
1739209675.4124043;-45.120503652039325
1739209675.4124064;-45.120503652039325
1739209675.4124086;-38.13080360867914
1739209675.412411;-45.120503652039325
1739209675.4124131;-33.981070128970906
1739209675.4124153;-38.13080360867914
1739209675.4124174;-45.120503652039325
1739209675.4124198;-38.13080360867914
1739209675.412422;-38.13080360867914
1739209675.412424;-38.13080360867914
1739209675.4124262;-45.120503652039325
1739209675.4124286;-45.120503652039325
1739209675.4124308;-38.13080360867914
1739209675.412433;-45.120503652039325
1739209675.412435;-45.120503652039325
1739209675.4124374;-45.120503652039325
1739209675.4124396;-38.13080360867914
1739209675.4124417;-38.13080360867914
1739209675.4124439;-38.13080360867914
1739209675.4124463;-45.120503652039325
1739209675.4124484;-45.120503652039325
1739209675.4124506;-38.13080360867914
1739209675.4124527;-38.13080360867914
1739209675.412455;-45.120503652039325
1739209675.4124572;-38.13080360867914
1739209675.4124594;-38.13080360867914
1739209675.4124615;-45.120503652039325
1739209675.412464;-45.120503652039325
1739209675.412466;-38.13080360867914
1739209675.4124682;-38.13080360867914
1739209675.4124703;-45.120503652039325
1739209675.4124727;-45.120503652039325
1739209675.4124749;-45.120503652039325
1739209675.412477;-45.120503652039325
1739209675.4124792;-45.120503652039325
1739209675.4124813;-45.120503652039325
1739209675.4124837;-38.13080360867914
1739209675.4124858;-35.57807855764607
1739209675.412488;-38.13080360867914
1739209675.4124901;-45.120503652039325
1739209675.4124925;-38.13080360867914
1739209675.4124947;-38.13080360867914
1739209675.4124968;-45.120503652039325
1739209675.412499;-45.120503652039325
1739209675.4125013;-38.13080360867914
1739209675.4125035;-45.120503652039325
1739209675.4125056;-45.120503652039325
1739209675.4125078;-38.13080360867914
1739209675.4125102;-38.13080360867914
1739209675.4125123;-45.120503652039325
1739209675.4125144;-45.120503652039325
1739209675.4125166;-45.120503652039325
1739209675.412519;-45.120503652039325
1739209675.4125211;-45.120503652039325
1739209675.4125233;-45.120503652039325
1739209675.4125254;-45.120503652039325
1739209675.4125278;-38.13080360867914
1739209675.41253;-35.57807855764607
1739209675.412532;-38.13080360867914
1739209675.4125342;-45.120503652039325
1739209675.4125366;-45.120503652039325
1739209675.4125388;-32.816014438256545
1739209675.412541;-38.13080360867914
1739209675.412543;-45.120503652039325
1739209675.4125454;-38.13080360867914
1739209675.4125476;-32.816014438256545
1739209675.4125497;-38.13080360867914
1739209675.4125519;-45.120503652039325
1739209675.4125543;-45.120503652039325
1739209675.4125564;-45.120503652039325
1739209675.4125586;-45.120503652039325
1739209675.4125607;-45.120503652039325
1739209675.412563;-38.13080360867914
1739209675.4125652;-38.13080360867914
1739209675.4125674;-45.120503652039325
1739209675.4125695;-45.120503652039325
1739209675.412572;-45.120503652039325
1739209675.412574;-35.57807855764607
1739209675.4125762;-38.13080360867914
1739209675.4125783;-45.120503652039325
1739209675.4125807;-45.120503652039325
1739209675.4125829;-38.13080360867914
1739209675.412585;-38.13080360867914
1739209675.4125872;-45.120503652039325
1739209675.4125893;-45.120503652039325
1739209675.4125917;-45.120503652039325
1739209675.4125938;-45.120503652039325
1739209675.412596;-45.120503652039325
1739209675.4125981;-38.13080360867914
1739209675.4126005;-38.13080360867914
1739209675.4126027;-45.120503652039325
1739209675.4126048;-38.13080360867914
1739209675.412607;-45.120503652039325
1739209675.4126093;-32.816014438256545
1739209675.4126115;-35.57807855764607
1739209675.4126136;-38.13080360867914
1739209675.4126158;-45.120503652039325
1739209675.4126182;-33.981070128970906
1739209675.4126203;-33.981070128970906
1739209675.4126225;-38.13080360867914
1739209675.4126246;-33.981070128970906
1739209675.412627;-45.120503652039325
1739209675.4126291;-45.120503652039325
1739209675.4126313;-35.57807855764607
1739209675.4126334;-35.57807855764607
1739209675.4126358;-38.13080360867914
1739209675.412638;-45.120503652039325
1739209675.41264;-35.57807855764607
1739209675.4126422;-38.13080360867914
1739209675.4126446;-38.13080360867914
1739209675.4126468;-38.13080360867914
1739209675.412649;-45.120503652039325
1739209675.412651;-45.120503652039325
1739209675.4126534;-38.13080360867914
1739209675.4126556;-35.57807855764607
1739209675.4126577;-45.120503652039325
1739209675.41266;-35.57807855764607
1739209675.4126623;-45.120503652039325
1739209675.4126644;-45.120503652039325
1739209675.4126666;-38.13080360867914
1739209675.4126687;-38.13080360867914
1739209675.412671;-45.120503652039325
1739209675.4126732;-45.120503652039325
1739209675.4126754;-45.120503652039325
