CAN Message; 0x62:087a19c518076b1e
1739209760.8675656;-38.13080360867914
1739209760.8675842;-38.13080360867914
1739209760.8676028;-45.120503652039325
1739209760.8676214;-38.13080360867914
1739209760.8676398;-35.57807855764607
1739209760.8676584;-45.120503652039325
1739209760.867677;-29.438486411369333
1739209760.8676956;-32.816014438256545
1739209760.8677142;-38.13080360867914
1739209760.8677328;-38.13080360867914
1739209760.8677511;-35.57807855764607
1739209760.8677697;-45.120503652039325
1739209760.8677883;-38.13080360867914
1739209760.867807;-38.13080360867914
1739209760.8678255;-45.120503652039325
1739209760.867844;-45.120503652039325
1739209760.8678625;-45.120503652039325
1739209760.867881;-45.120503652039325
1739209760.8678997;-45.120503652039325
1739209760.8679183;-38.13080360867914
1739209760.8679368;-45.120503652039325
1739209760.8679554;-45.120503652039325
1739209760.8679738;-45.120503652039325
1739209760.8679924;-38.13080360867914
1739209760.868011;-32.816014438256545
1739209760.8680296;-38.13080360867914
1739209760.8680482;-45.120503652039325
1739209760.8680668;-45.120503652039325
1739209760.8680851;-31.141103565318893
1739209760.8681037;-45.120503652039325
1739209760.8681223;-38.13080360867914
1739209760.868141;-35.57807855764607
1739209760.8681595;-45.120503652039325
1739209760.8681781;-45.120503652039325
1739209760.8681965;-33.981070128970906
1739209760.868215;-33.981070128970906
1739209760.8682337;-45.120503652039325
1739209760.8682523;-45.120503652039325
1739209760.8682709;-38.13080360867914
1739209760.8682895;-45.120503652039325
1739209760.8683078;-45.120503652039325
1739209760.8683264;-45.120503652039325
1739209760.868345;-38.13080360867914
1739209760.8683636;-38.13080360867914
1739209760.8683822;-45.120503652039325
1739209760.8684008;-45.120503652039325
1739209760.8684192;-38.13080360867914
1739209760.8684378;-38.13080360867914
1739209760.8684564;-45.120503652039325
1739209760.868475;-45.120503652039325
1739209760.8684936;-35.57807855764607
1739209760.8685122;-35.57807855764607
1739209760.8685308;-45.120503652039325
1739209760.868549;-45.120503652039325
1739209760.8685677;-38.13080360867914
1739209760.8685863;-38.13080360867914
1739209760.868605;-45.120503652039325
1739209760.8686235;-45.120503652039325
1739209760.868642;-45.120503652039325
1739209760.8686604;-33.981070128970906
1739209760.868679;-45.120503652039325
1739209760.8686976;-45.120503652039325
1739209760.8687162;-35.57807855764607
1739209760.8687348;-38.13080360867914
1739209760.8687534;-38.13080360867914
1739209760.8687718;-38.13080360867914
1739209760.8687904;-35.57807855764607
1739209760.868809;-45.120503652039325
1739209760.8688276;-45.120503652039325
1739209760.8688462;-45.120503652039325
1739209760.8688648;-38.13080360867914
1739209760.8688831;-35.57807855764607
1739209760.8689017;-38.13080360867914
1739209760.8689203;-45.120503652039325
1739209760.868939;-38.13080360867914
1739209760.8689575;-35.57807855764607
1739209760.868976;-45.120503652039325
1739209760.8689945;-45.120503652039325
1739209760.869013;-38.13080360867914
1739209760.8690317;-45.120503652039325
1739209760.8690503;-38.13080360867914
1739209760.8690689;-35.57807855764607
1739209760.8690875;-38.13080360867914
1739209760.8691058;-45.120503652039325
1739209760.8691244;-38.13080360867914
1739209760.869143;-45.120503652039325
1739209760.8691616;-45.120503652039325
1739209760.8691802;-38.13080360867914
1739209760.8691988;-38.13080360867914
1739209760.8692172;-38.13080360867914
1739209760.8692358;-45.120503652039325
1739209760.8692544;-38.13080360867914
1739209760.869273;-45.120503652039325
1739209760.8692915;-45.120503652039325
1739209760.8693101;-45.120503652039325
1739209760.8693285;-33.981070128970906
1739209760.869347;-31.141103565318915
1739209760.8693657;-38.13080360867914
1739209760.8693843;-38.13080360867914
1739209760.869403;-45.120503652039325
1739209760.8694215;-38.13080360867914
1739209760.8694398;-38.13080360867914
1739209760.8694584;-38.13080360867914
1739209760.869477;-33.981070128970906
1739209760.8694956;-35.57807855764607
1739209760.8695142;-33.981070128970906
1739209760.8695328;-38.13080360867914
1739209760.8695512;-45.120503652039325
1739209760.8695698;-38.13080360867914
1739209760.8695884;-33.981070128970906
1739209760.869607;-45.120503652039325
1739209760.8696256;-31.141103565318915
1739209760.8696442;-28.992665084841942
1739209760.8696628;-45.120503652039325
1739209760.8696811;-45.120503652039325
1739209760.8696997;-38.13080360867914
1739209760.8697183;-38.13080360867914
1739209760.869737;-38.13080360867914
1739209760.8697555;-45.120503652039325
1739209760.869774;-45.120503652039325
1739209760.8697925;-38.13080360867914
1739209760.869811;-38.13080360867914
1739209760.8698297;-45.120503652039325
1739209760.8698483;-45.120503652039325
1739209760.8698668;-45.120503652039325
1739209760.8698854;-33.981070128970906
1739209760.8699038;-38.13080360867914
1739209760.8699224;-45.120503652039325
1739209760.869941;-45.120503652039325
1739209760.8699596;-45.120503652039325
1739209760.8699782;-45.120503652039325
1739209760.8699968;-45.120503652039325
1739209760.8700151;-38.13080360867914
1739209760.8700337;-38.13080360867914
1739209760.8700523;-35.57807855764607
1739209760.870071;-35.57807855764607
1739209760.8700895;-28.58837851428586
1739209760.8701081;-45.120503652039325
1739209760.8701265;-45.120503652039325
1739209760.870145;-38.13080360867914
1739209760.8701637;-38.13080360867914
1739209760.8701823;-45.120503652039325
1739209760.8702009;-32.816014438256545
1739209760.8702195;-33.981070128970906
1739209760.8702378;-31.141103565318943
1739209760.8702564;-38.13080360867914
1739209760.870275;-32.816014438256545
1739209760.8702936;-45.120503652039325
1739209760.8703122;-45.120503652039325
1739209760.8703308;-38.13080360867914
1739209760.8703492;-38.13080360867914
1739209760.8703678;-35.57807855764607
1739209760.8703864;-27.8777449560314
1739209760.870405;-38.13080360867914
1739209760.8704236;-38.13080360867914
1739209760.8704422;-35.57807855764607
1739209760.8704605;-38.13080360867914
1739209760.870479;-38.13080360867914
1739209760.8704977;-35.57807855764607
1739209760.8705163;-38.13080360867914
1739209760.870535;-38.13080360867914
1739209760.8705535;-38.13080360867914
1739209760.8705719;-32.816014438256545
1739209760.8705904;-38.13080360867914
1739209760.870609;-38.13080360867914
1739209760.8706276;-38.13080360867914
1739209760.8706462;-45.120503652039325
1739209760.8706648;-38.13080360867914
1739209760.8706832;-35.57807855764607
1739209760.8707018;-38.13080360867914
1739209760.8707204;-45.120503652039325
1739209760.870739;-38.13080360867914
1739209760.8707576;-45.120503652039325
1739209760.8707762;-45.120503652039325
1739209760.8707948;-45.120503652039325
1739209760.8708131;-38.13080360867914
1739209760.8708317;-45.120503652039325
1739209760.8708503;-45.120503652039325
1739209760.870869;-45.120503652039325
1739209760.8708875;-45.120503652039325
1739209760.870906;-38.13080360867914
1739209760.8709245;-38.13080360867914
1739209760.870943;-38.13080360867914
1739209760.8709617;-45.120503652039325
1739209760.8709803;-45.120503652039325
1739209760.8709989;-45.120503652039325
1739209760.8710175;-38.13080360867914
1739209760.8710358;-38.13080360867914
1739209760.8710544;-45.120503652039325
1739209760.871073;-45.120503652039325
1739209760.8710916;-38.13080360867914
1739209760.8711102;-38.13080360867914
1739209760.8711288;-35.57807855764607
1739209760.8711472;-38.13080360867914
1739209760.8711658;-45.120503652039325
1739209760.8711843;-45.120503652039325
1739209760.871203;-35.57807855764607
1739209760.8712215;-38.13080360867914
1739209760.8712401;-38.13080360867914
1739209760.8712585;-38.13080360867914
1739209760.871277;-45.120503652039325
1739209760.8712957;-45.120503652039325
1739209760.8713143;-35.57807855764607
1739209760.871333;-33.981070128970906
1739209760.8713515;-45.120503652039325
1739209760.8713698;-33.981070128970906
1739209760.8713884;-45.120503652039325
1739209760.871407;-45.120503652039325
1739209760.8714256;-38.13080360867914
1739209760.8714442;-45.120503652039325
1739209760.8714628;-45.120503652039325
1739209760.8714812;-33.981070128970906
1739209760.8714998;-45.120503652039325
1739209760.8715184;-33.981070128970906
1739209760.871537;-38.13080360867914
1739209760.8715556;-33.981070128970906
1739209760.8715742;-45.120503652039325
1739209760.8715925;-45.120503652039325
1739209760.871611;-38.13080360867914
1739209760.8716297;-45.120503652039325
1739209760.8716483;-45.120503652039325
1739209760.871667;-45.120503652039325
1739209760.8716855;-45.120503652039325
1739209760.8717039;-45.120503652039325
1739209760.8717225;-33.981070128970906
1739209760.871741;-32.816014438256545
1739209760.8717597;-45.120503652039325
1739209760.8717782;-45.120503652039325
1739209760.8717968;-38.13080360867914
1739209760.8718152;-45.120503652039325
1739209760.8718338;-45.120503652039325
1739209760.8718524;-45.120503652039325
1739209760.871871;-38.13080360867914
1739209760.8718896;-38.13080360867914
1739209760.8719082;-45.120503652039325
1739209760.8719265;-38.13080360867914
1739209760.8719451;-35.57807855764607
1739209760.8719637;-35.57807855764607
1739209760.8719823;-45.120503652039325
1739209760.872001;-45.120503652039325
1739209760.8720195;-38.13080360867914
1739209760.8720381;-38.13080360867914
1739209760.8720565;-45.120503652039325
1739209760.872075;-38.13080360867914
1739209760.8720937;-38.13080360867914
1739209760.8721123;-45.120503652039325
1739209760.8721309;-38.13080360867914
1739209760.8721495;-38.13080360867914
1739209760.8721678;-38.13080360867914
1739209760.8721864;-38.13080360867914
1739209760.872205;-35.57807855764607
1739209760.8722236;-38.13080360867914
1739209760.8722422;-35.57807855764607
1739209760.8722608;-33.981070128970906
1739209760.8722792;-45.120503652039325
1739209760.8722978;-38.13080360867914
1739209760.8723164;-45.120503652039325
1739209760.872335;-38.13080360867914
1739209760.8723536;-38.13080360867914
1739209760.8723722;-45.120503652039325
1739209760.8723905;-45.120503652039325
1739209760.872409;-38.13080360867914
1739209760.8724277;-38.13080360867914
1739209760.8724463;-38.13080360867914
1739209760.872465;-38.13080360867914
1739209760.8724835;-38.13080360867914
1739209760.8725019;-45.120503652039325
1739209760.8725204;-38.13080360867914
1739209760.872539;-45.120503652039325
1739209760.8725576;-38.13080360867914
1739209760.8725762;-38.13080360867914
1739209760.8725948;-33.981070128970906
1739209760.8726132;-45.120503652039325
1739209760.8726318;-38.13080360867914
1739209760.8726504;-33.981070128970906
1739209760.872669;-45.120503652039325
1739209760.8726876;-45.120503652039325
1739209760.8727062;-38.13080360867914
1739209760.8727245;-35.57807855764607
1739209760.8727431;-33.981070128970906
1739209760.8727617;-45.120503652039325
1739209760.8727803;-38.13080360867914
1739209760.872799;-38.13080360867914
1739209760.8728175;-38.13080360867914
1739209760.8728359;-45.120503652039325
1739209760.8728545;-45.120503652039325
1739209760.872873;-45.120503652039325
1739209760.8728917;-38.13080360867914
1739209760.8729103;-45.120503652039325
1739209760.8729289;-31.141103565318915
1739209760.8729472;-28.992665084841942
1739209760.8729658;-45.120503652039325
1739209760.8729844;-45.120503652039325
1739209760.873003;-33.981070128970906
1739209760.8730216;-30.49652367304973
1739209760.8730402;-33.981070128970906
1739209760.8730586;-45.120503652039325
1739209760.8730772;-45.120503652039325
1739209760.8730958;-45.120503652039325
1739209760.8731143;-45.120503652039325
1739209760.873133;-35.57807855764607
1739209760.8731515;-38.13080360867914
1739209760.87317;-45.120503652039325
1739209760.8731885;-45.120503652039325
1739209760.873207;-45.120503652039325
1739209760.8732257;-33.981070128970906
1739209760.8732443;-33.981070128970906
1739209760.873263;-38.13080360867914
1739209760.8732815;-38.13080360867914
1739209760.8732998;-38.13080360867914
1739209760.8733184;-38.13080360867914
1739209760.873337;-38.13080360867914
1739209760.8733556;-38.13080360867914
1739209760.8733742;-38.13080360867914
1739209760.8733928;-38.13080360867914
1739209760.8734112;-38.13080360867914
1739209760.8734298;-45.120503652039325
1739209760.8734484;-45.120503652039325
1739209760.873467;-45.120503652039325
1739209760.8734856;-45.120503652039325
1739209760.8735042;-32.816014438256545
1739209760.8735225;-38.13080360867914
1739209760.873541;-33.981070128970956
1739209760.8735597;-38.13080360867914
1739209760.8735783;-35.57807855764607
1739209760.873597;-45.120503652039325
1739209760.8736155;-45.120503652039325
1739209760.8736339;-33.981070128970906
1739209760.8736525;-32.816014438256545
1739209760.873671;-32.816014438256545
1739209760.8736897;-28.58837851428586
1739209760.8737082;-38.13080360867914
1739209760.8737268;-38.13080360867914
1739209760.8737452;-35.57807855764607
1739209760.8737638;-38.13080360867914
1739209760.8737824;-45.120503652039325
1739209760.873801;-35.57807855764607
1739209760.8738196;-38.13080360867914
1739209760.8738382;-33.981070128970956
1739209760.8738565;-45.120503652039325
1739209760.8738751;-35.57807855764607
1739209760.8738937;-45.120503652039325
1739209760.8739123;-45.120503652039325
1739209760.873931;-35.57807855764607
1739209760.8739495;-38.13080360867914
1739209760.873968;-38.13080360867914
1739209760.8739865;-38.13080360867914
1739209760.874005;-45.120503652039325
1739209760.8740237;-45.120503652039325
1739209760.8740423;-45.120503652039325
1739209760.8740609;-38.13080360867914
1739209760.8740792;-35.57807855764607
1739209760.8740978;-45.120503652039325
1739209760.8741164;-45.120503652039325
1739209760.874135;-32.816014438256545
1739209760.8741536;-38.13080360867914
1739209760.8741722;-45.120503652039325
1739209760.8741906;-38.13080360867914
1739209760.8742092;-38.13080360867914
1739209760.8742278;-45.120503652039325
1739209760.8742464;-38.13080360867914
1739209760.874265;-45.120503652039325
1739209760.8742836;-45.120503652039325
1739209760.874302;-33.981070128970906
1739209760.8743205;-45.120503652039325
1739209760.874339;-45.120503652039325
1739209760.8743577;-35.57807855764607
1739209760.8743763;-32.816014438256545
1739209760.874395;-45.120503652039325
1739209760.8744135;-38.13080360867914
1739209760.8744318;-32.816014438256545
1739209760.8744504;-38.13080360867914
1739209760.874469;-45.120503652039325
1739209760.8744876;-38.13080360867914
1739209760.8745062;-38.13080360867914
1739209760.8745248;-45.120503652039325
1739209760.8745432;-45.120503652039325
1739209760.8745618;-45.120503652039325
1739209760.8745804;-45.120503652039325
1739209760.874599;-45.120503652039325
1739209760.8746176;-45.120503652039325
1739209760.8746362;-45.120503652039325
1739209760.8746545;-35.57807855764607
1739209760.8746731;-38.13080360867914
1739209760.8746917;-45.120503652039325
1739209760.8747103;-45.120503652039325
1739209760.874729;-38.13080360867914
1739209760.8747475;-31.141103565318915
1739209760.8747659;-45.120503652039325
1739209760.8747845;-45.120503652039325
1739209760.874803;-45.120503652039325
1739209760.8748217;-33.981070128970906
1739209760.8748403;-45.120503652039325
1739209760.8748589;-38.13080360867914
1739209760.8748772;-38.13080360867914
1739209760.8748958;-45.120503652039325
1739209760.8749144;-45.120503652039325
1739209760.874933;-38.13080360867914
1739209760.8749516;-38.13080360867914
1739209760.8749702;-45.120503652039325
1739209760.8749886;-45.120503652039325
1739209760.8750072;-38.13080360867914
1739209760.8750257;-45.120503652039325
1739209760.8750443;-38.13080360867914
1739209760.875063;-45.120503652039325
1739209760.8750815;-38.13080360867914
1739209760.8751;-38.13080360867914
1739209760.8751185;-32.816014438256545
1739209760.875137;-35.57807855764607
1739209760.8751557;-35.57807855764607
1739209760.8751743;-45.120503652039325
1739209760.8751929;-31.141103565318915
1739209760.8752112;-38.13080360867914
1739209760.8752298;-45.120503652039325
1739209760.8752484;-45.120503652039325
1739209760.875267;-45.120503652039325
1739209760.8752856;-45.120503652039325
1739209760.8753042;-45.120503652039325
1739209760.8753226;-45.120503652039325
1739209760.8753412;-32.816014438256545
1739209760.8753598;-33.981070128970906
1739209760.8753784;-38.13080360867914
1739209760.875397;-45.120503652039325
1739209760.8754156;-38.13080360867914
1739209760.875434;-32.816014438256545
1739209760.8754525;-45.120503652039325
1739209760.875471;-35.57807855764607
1739209760.8754897;-27.267205301931607
1739209760.8755083;-29.438486411369333
1739209760.875527;-35.57807855764607
1739209760.8755455;-45.120503652039325
1739209760.8755639;-38.13080360867914
1739209760.8755825;-38.13080360867914
1739209760.875601;-38.13080360867914
1739209760.8756196;-45.120503652039325
1739209760.8756382;-31.14110356531892
1739209760.8756568;-38.13080360867914
1739209760.8756752;-45.120503652039325
1739209760.8756938;-45.120503652039325
1739209760.8757124;-45.120503652039325
1739209760.875731;-45.120503652039325
1739209760.8757496;-45.120503652039325
1739209760.8757682;-38.13080360867914
1739209760.8757865;-33.981070128970906
1739209760.8758051;-45.120503652039325
1739209760.8758237;-45.120503652039325
1739209760.8758423;-38.13080360867914
1739209760.875861;-45.120503652039325
1739209760.8758795;-45.120503652039325
1739209760.875898;-45.120503652039325
1739209760.8759165;-45.120503652039325
1739209760.875935;-33.981070128970906
1739209760.8759537;-38.13080360867914
1739209760.8759723;-38.13080360867914
1739209760.8759909;-45.120503652039325
1739209760.8760092;-38.13080360867914
1739209760.8760278;-45.120503652039325
1739209760.8760464;-45.120503652039325
1739209760.876065;-38.13080360867914
1739209760.8760836;-31.141103565318915
1739209760.8761022;-33.981070128970906
1739209760.8761206;-45.120503652039325
1739209760.8761392;-35.57807855764607
1739209760.8761578;-38.13080360867914
1739209760.8761764;-45.120503652039325
1739209760.876195;-45.120503652039325
1739209760.8762136;-35.57807855764607
1739209760.876232;-31.141103565318915
1739209760.8762505;-38.13080360867914
1739209760.876269;-38.13080360867914
1739209760.8762877;-32.816014438256545
1739209760.8763063;-33.981070128970906
1739209760.876325;-45.120503652039325
1739209760.8763433;-45.120503652039325
1739209760.8763618;-35.57807855764607
1739209760.8763804;-38.13080360867914
1739209760.876399;-38.13080360867914
1739209760.8764176;-45.120503652039325
1739209760.8764362;-35.57807855764607
1739209760.8764546;-38.13080360867914
1739209760.8764732;-45.120503652039325
1739209760.8764918;-38.13080360867914
1739209760.8765104;-38.13080360867914
1739209760.876529;-38.13080360867914
1739209760.8765476;-45.120503652039325
1739209760.876566;-38.13080360867914
1739209760.8765845;-38.13080360867914
1739209760.8766031;-45.120503652039325
1739209760.8766217;-45.120503652039325
1739209760.8766403;-38.13080360867914
1739209760.876659;-35.57807855764607
1739209760.8766773;-33.981070128970906
1739209760.8766959;-45.120503652039325
1739209760.8767145;-38.13080360867914
1739209760.876733;-38.13080360867914
1739209760.8767517;-45.120503652039325
1739209760.8767703;-33.981070128970906
1739209760.8767889;-38.13080360867914
1739209760.8768072;-45.120503652039325
1739209760.8768258;-35.57807855764607
1739209760.8768444;-38.13080360867914
1739209760.876863;-45.120503652039325
1739209760.8768816;-45.120503652039325
1739209760.8769002;-35.57807855764607
1739209760.8769186;-45.120503652039325
1739209760.8769372;-45.120503652039325
1739209760.8769557;-45.120503652039325
1739209760.8769743;-45.120503652039325
1739209760.876993;-38.13080360867914
1739209760.8770115;-35.57807855764607
1739209760.87703;-45.120503652039325
1739209760.8770485;-45.120503652039325
1739209760.877067;-35.57807855764607
1739209760.8770857;-35.57807855764607
1739209760.8771043;-45.120503652039325
1739209760.8771229;-38.13080360867914
1739209760.8771412;-35.57807855764607
1739209760.8771598;-38.13080360867914
1739209760.8771784;-38.13080360867914
1739209760.877197;-45.120503652039325
1739209760.8772156;-35.57807855764607
1739209760.8772342;-35.57807855764607
1739209760.8772526;-45.120503652039325
1739209760.8772712;-45.120503652039325
1739209760.8772898;-45.120503652039325
1739209760.8773084;-45.120503652039325
1739209760.877327;-38.13080360867914
1739209760.8773456;-38.13080360867914
1739209760.877364;-38.13080360867914
1739209760.8773825;-45.120503652039325
1739209760.877401;-45.120503652039325
1739209760.8774197;-45.120503652039325
1739209760.8774383;-38.13080360867914
1739209760.877457;-38.13080360867914
1739209760.8774753;-45.120503652039325
1739209760.8774939;-38.13080360867914
1739209760.8775125;-38.13080360867914
1739209760.877531;-45.120503652039325
1739209760.8775496;-45.120503652039325
1739209760.8775682;-45.120503652039325
1739209760.8775866;-38.13080360867914
1739209760.8776052;-38.13080360867914
1739209760.8776238;-45.120503652039325
1739209760.8776424;-38.13080360867914
1739209760.877661;-45.120503652039325
1739209760.8776796;-45.120503652039325
1739209760.877698;-45.120503652039325
1739209760.8777165;-38.13080360867914
1739209760.8777351;-45.120503652039325
1739209760.8777537;-45.120503652039325
1739209760.8777723;-35.57807855764607
1739209760.877791;-38.13080360867914
1739209760.8778093;-35.57807855764607
1739209760.877828;-38.13080360867914
1739209760.8778465;-45.120503652039325
1739209760.877865;-45.120503652039325
1739209760.8778837;-33.981070128970906
1739209760.8779023;-33.981070128970906
1739209760.8779206;-45.120503652039325
1739209760.8779392;-45.120503652039325
1739209760.8779578;-45.120503652039325
1739209760.8779764;-38.13080360867914
1739209760.877995;-38.13080360867914
1739209760.8780136;-33.981070128970906
1739209760.8780322;-38.13080360867914
1739209760.8780506;-38.13080360867914
1739209760.8780692;-38.13080360867914
1739209760.8780878;-38.13080360867914
1739209760.8781064;-38.13080360867914
1739209760.878125;-38.13080360867914
1739209760.8781435;-35.57807855764607
1739209760.878162;-38.13080360867914
1739209760.8781805;-30.49652367304973
1739209760.878199;-30.49652367304973
1739209760.8782177;-35.57807855764607
1739209760.8782363;-35.57807855764607
1739209760.878255;-38.13080360867914
1739209760.8782732;-38.13080360867914
1739209760.8782918;-38.13080360867914
1739209760.8783104;-33.981070128970906
1739209760.878329;-45.120503652039325
1739209760.8783476;-33.981070128970956
1739209760.8783662;-45.120503652039325
1739209760.8783846;-45.120503652039325
1739209760.8784032;-45.120503652039325
1739209760.8784218;-45.120503652039325
1739209760.8784404;-45.120503652039325
1739209760.878459;-45.120503652039325
1739209760.8784776;-38.13080360867914
1739209760.878496;-33.981070128970906
1739209760.8785145;-45.120503652039325
1739209760.8785331;-45.120503652039325
1739209760.8785517;-38.13080360867914
1739209760.8785703;-45.120503652039325
1739209760.878589;-45.120503652039325
1739209760.8786073;-45.120503652039325
1739209760.8786259;-38.13080360867914
1739209760.8786445;-31.141103565318915
1739209760.878663;-45.120503652039325
1739209760.8786817;-38.13080360867914
1739209760.8787003;-38.13080360867914
1739209760.8787186;-38.13080360867914
1739209760.8787372;-35.57807855764607
1739209760.8787558;-38.13080360867914
1739209760.8787744;-38.13080360867914
1739209760.878793;-32.81601443825658
1739209760.8788116;-45.120503652039325
1739209760.87883;-38.13080360867914
1739209760.8788486;-45.120503652039325
1739209760.8788671;-45.120503652039325
1739209760.8788857;-45.120503652039325
1739209760.8789043;-45.120503652039325
1739209760.878923;-38.13080360867914
1739209760.8789413;-28.992665084841942
1739209760.87896;-45.120503652039325
1739209760.8789785;-45.120503652039325
1739209760.878997;-45.120503652039325
1739209760.8790157;-45.120503652039325
1739209760.8790343;-38.13080360867914
1739209760.8790526;-35.57807855764607
1739209760.8790712;-38.13080360867914
1739209760.8790898;-38.13080360867914
1739209760.8791084;-45.120503652039325
1739209760.879127;-45.120503652039325
1739209760.8791456;-45.120503652039325
1739209760.8791642;-33.981070128970906
1739209760.8791826;-45.120503652039325
1739209760.8792012;-38.13080360867914
1739209760.8792198;-35.57807855764607
1739209760.8792384;-38.13080360867914
1739209760.879257;-38.13080360867914
1739209760.8792756;-38.13080360867914
1739209760.879294;-35.57807855764607
1739209760.8793125;-45.120503652039325
1739209760.879331;-38.13080360867914
1739209760.8793497;-33.981070128970906
1739209760.8793683;-45.120503652039325
1739209760.879387;-33.981070128970906
1739209760.8794053;-35.57807855764607
