CAN Message; 0x98:0000ab2e9b14057e
Timestamp;Amplitude
1739209914.2256188;-35.57807855764607
1739209914.225621;-38.13080360867914
1739209914.225623;-38.13080360867914
1739209914.2256248;-45.120503652039325
1739209914.225627;-45.120503652039325
1739209914.2256289;-38.13080360867914
1739209914.2256308;-35.57807855764607
1739209914.225633;-45.120503652039325
1739209914.2256348;-45.120503652039325
1739209914.2256367;-45.120503652039325
1739209914.2256389;-45.120503652039325
1739209914.2256408;-38.13080360867914
1739209914.2256427;-45.120503652039325
1739209914.2256448;-33.981070128970906
1739209914.2256467;-33.981070128970906
1739209914.2256489;-38.13080360867914
1739209914.2256508;-38.13080360867914
1739209914.2256527;-38.13080360867914
1739209914.2256548;-38.13080360867914
1739209914.2256567;-38.13080360867914
1739209914.2256587;-35.57807855764607
1739209914.2256608;-38.13080360867914
1739209914.2256627;-38.13080360867914
1739209914.2256646;-35.57807855764607
1739209914.2256668;-38.13080360867914
1739209914.2256687;-38.13080360867914
1739209914.2256706;-35.57807855764607
1739209914.2256727;-38.13080360867914
1739209914.2256746;-38.13080360867914
1739209914.2256765;-38.13080360867914
1739209914.2256787;-38.13080360867914
1739209914.2256806;-38.13080360867914
1739209914.2256827;-45.120503652039325
1739209914.2256846;-38.13080360867914
1739209914.2256866;-38.13080360867914
1739209914.2256887;-45.120503652039325
1739209914.2256906;-45.120503652039325
1739209914.2256925;-33.981070128970906
1739209914.2256947;-35.57807855764607
1739209914.2256966;-38.13080360867914
1739209914.2256985;-38.13080360867914
1739209914.2257006;-45.120503652039325
1739209914.2257025;-35.57807855764607
1739209914.2257044;-38.13080360867914
1739209914.2257066;-38.13080360867914
1739209914.2257085;-33.981070128970906
1739209914.2257104;-35.57807855764607
1739209914.2257125;-38.13080360867914
1739209914.2257144;-45.120503652039325
1739209914.2257166;-38.13080360867914
1739209914.2257185;-33.981070128970906
1739209914.2257204;-38.13080360867914
1739209914.2257226;-45.120503652039325
1739209914.2257245;-38.13080360867914
1739209914.2257264;-38.13080360867914
1739209914.2257285;-38.13080360867914
1739209914.2257304;-38.13080360867914
1739209914.2257323;-45.120503652039325
1739209914.2257345;-38.13080360867914
1739209914.2257364;-38.13080360867914
1739209914.2257383;-35.57807855764607
1739209914.2257404;-38.13080360867914
1739209914.2257423;-45.120503652039325
1739209914.2257442;-45.120503652039325
1739209914.2257464;-35.57807855764607
1739209914.2257483;-45.120503652039325
1739209914.2257504;-38.13080360867914
1739209914.2257524;-45.120503652039325
1739209914.2257543;-45.120503652039325
1739209914.2257564;-45.120503652039325
1739209914.2257583;-38.13080360867914
1739209914.2257602;-38.13080360867914
1739209914.2257624;-45.120503652039325
1739209914.2257643;-45.120503652039325
1739209914.2257662;-38.13080360867914
1739209914.2257683;-38.13080360867914
1739209914.2257702;-45.120503652039325
1739209914.2257721;-45.120503652039325
1739209914.2257743;-45.120503652039325
1739209914.2257762;-38.13080360867914
1739209914.225778;-26.991370085610736
1739209914.2257802;-35.57807855764607
1739209914.2257822;-45.120503652039325
1739209914.2257843;-38.13080360867914
1739209914.2257862;-38.13080360867914
1739209914.225788;-45.120503652039325
1739209914.2257903;-45.120503652039325
1739209914.2257922;-45.120503652039325
1739209914.225794;-38.13080360867914
1739209914.2257962;-45.120503652039325
1739209914.2257981;-45.120503652039325
1739209914.2258;-33.981070128970906
1739209914.2258022;-45.120503652039325
1739209914.225804;-38.13080360867914
1739209914.225806;-38.13080360867914
1739209914.2258081;-45.120503652039325
1739209914.22581;-35.57807855764607
1739209914.2258122;-38.13080360867914
1739209914.225814;-38.13080360867914
1739209914.225816;-45.120503652039325
1739209914.2258182;-45.120503652039325
1739209914.22582;-45.120503652039325
1739209914.225822;-38.13080360867914
1739209914.225824;-45.120503652039325
1739209914.225826;-33.981070128970906
1739209914.225828;-38.13080360867914
1739209914.22583;-45.120503652039325
1739209914.225832;-45.120503652039325
1739209914.225834;-38.13080360867914
1739209914.225836;-35.57807855764607
1739209914.225838;-45.120503652039325
1739209914.2258399;-33.981070128970906
1739209914.225842;-38.13080360867914
1739209914.225844;-45.120503652039325
1739209914.225846;-38.13080360867914
1739209914.225848;-38.13080360867914
1739209914.2258499;-45.120503652039325
1739209914.225852;-45.120503652039325
1739209914.225854;-35.57807855764607
1739209914.2258558;-45.120503652039325
1739209914.225858;-30.49652367304973
1739209914.2258599;-31.141103565318915
1739209914.2258618;-38.13080360867914
1739209914.225864;-45.120503652039325
1739209914.2258658;-38.13080360867914
1739209914.2258677;-45.120503652039325
1739209914.22587;-45.120503652039325
1739209914.2258718;-38.13080360867914
1739209914.2258737;-45.120503652039325
1739209914.2258759;-45.120503652039325
1739209914.2258778;-45.120503652039325
1739209914.22588;-45.120503652039325
1739209914.2258818;-38.13080360867914
1739209914.2258837;-38.13080360867914
1739209914.2258859;-45.120503652039325
1739209914.2258878;-38.13080360867914
1739209914.2258897;-38.13080360867914
1739209914.2258918;-45.120503652039325
1739209914.2258937;-45.120503652039325
1739209914.2258956;-45.120503652039325
1739209914.2258978;-45.120503652039325
1739209914.2258997;-45.120503652039325
1739209914.2259016;-45.120503652039325
1739209914.2259037;-45.120503652039325
1739209914.2259057;-38.13080360867914
1739209914.2259076;-35.57807855764607
1739209914.2259097;-38.13080360867914
1739209914.2259116;-45.120503652039325
1739209914.2259138;-38.13080360867914
1739209914.2259157;-38.13080360867914
1739209914.2259176;-45.120503652039325
1739209914.2259197;-33.981070128970906
1739209914.2259216;-45.120503652039325
1739209914.2259235;-38.13080360867914
1739209914.2259257;-32.816014438256545
1739209914.2259276;-38.13080360867914
1739209914.2259295;-45.120503652039325
1739209914.2259316;-38.13080360867914
1739209914.2259336;-35.57807855764607
1739209914.2259355;-38.13080360867914
1739209914.2259376;-38.13080360867914
1739209914.2259395;-45.120503652039325
1739209914.2259414;-33.981070128970906
1739209914.2259436;-33.981070128970906
1739209914.2259455;-38.13080360867914
1739209914.2259476;-38.13080360867914
1739209914.2259495;-38.13080360867914
1739209914.2259514;-38.13080360867914
1739209914.2259536;-45.120503652039325
1739209914.2259555;-33.981070128970906
1739209914.2259574;-38.13080360867914
1739209914.2259595;-38.13080360867914
1739209914.2259614;-45.120503652039325
1739209914.2259634;-38.13080360867914
1739209914.2259655;-45.120503652039325
1739209914.2259674;-38.13080360867914
1739209914.2259693;-45.120503652039325
1739209914.2259715;-45.120503652039325
1739209914.2259734;-38.13080360867914
1739209914.2259753;-38.13080360867914
1739209914.2259774;-45.120503652039325
1739209914.2259793;-38.13080360867914
1739209914.2259815;-38.13080360867914
1739209914.2259834;-45.120503652039325
1739209914.2259853;-45.120503652039325
1739209914.2259874;-45.120503652039325
1739209914.2259893;-35.57807855764607
1739209914.2259912;-45.120503652039325
1739209914.2259934;-38.13080360867914
1739209914.2259953;-33.981070128970906
1739209914.2259972;-35.57807855764607
1739209914.2259994;-38.13080360867914
1739209914.2260013;-45.120503652039325
1739209914.2260032;-31.141103565318915
1739209914.2260053;-33.981070128970906
1739209914.2260072;-38.13080360867914
1739209914.2260094;-45.120503652039325
1739209914.2260113;-33.981070128970906
1739209914.2260132;-31.141103565318893
1739209914.2260153;-45.120503652039325
1739209914.2260172;-35.57807855764607
1739209914.2260191;-38.13080360867914
1739209914.2260213;-45.120503652039325
1739209914.2260232;-45.120503652039325
1739209914.226025;-45.120503652039325
1739209914.2260273;-45.120503652039325
1739209914.2260292;-45.120503652039325
1739209914.226031;-45.120503652039325
1739209914.2260332;-45.120503652039325
1739209914.226035;-33.981070128970906
1739209914.226037;-35.57807855764607
1739209914.2260392;-38.13080360867914
1739209914.226041;-45.120503652039325
1739209914.2260432;-38.13080360867914
1739209914.2260451;-35.57807855764607
1739209914.226047;-38.13080360867914
1739209914.2260492;-38.13080360867914
1739209914.226051;-35.57807855764607
1739209914.226053;-30.49652367304973
1739209914.2260551;-45.120503652039325
1739209914.226057;-45.120503652039325
1739209914.226059;-33.981070128970906
1739209914.226061;-33.981070128970906
1739209914.226063;-45.120503652039325
1739209914.226065;-38.13080360867914
1739209914.226067;-45.120503652039325
1739209914.226069;-35.57807855764607
1739209914.226071;-35.57807855764607
1739209914.226073;-38.13080360867914
1739209914.226075;-45.120503652039325
1739209914.226077;-38.13080360867914
1739209914.226079;-35.57807855764607
1739209914.226081;-38.13080360867914
1739209914.226083;-32.816014438256545
1739209914.226085;-29.438486411369333
1739209914.2260869;-38.13080360867914
1739209914.226089;-38.13080360867914
1739209914.226091;-38.13080360867914
1739209914.2260928;-38.13080360867914
1739209914.226095;-38.13080360867914
1739209914.2260969;-45.120503652039325
1739209914.2260988;-45.120503652039325
1739209914.226101;-45.120503652039325
1739209914.2261028;-45.120503652039325
1739209914.2261047;-45.120503652039325
1739209914.226107;-45.120503652039325
1739209914.2261088;-38.13080360867914
1739209914.226111;-38.13080360867914
1739209914.2261128;-45.120503652039325
1739209914.2261147;-38.13080360867914
1739209914.226117;-35.57807855764607
1739209914.2261188;-38.13080360867914
1739209914.2261207;-45.120503652039325
1739209914.2261229;-45.120503652039325
1739209914.2261248;-38.13080360867914
1739209914.2261267;-33.981070128970906
1739209914.2261288;-45.120503652039325
1739209914.2261307;-38.13080360867914
1739209914.2261326;-35.57807855764607
1739209914.2261348;-38.13080360867914
1739209914.2261367;-45.120503652039325
1739209914.2261386;-45.120503652039325
1739209914.2261407;-32.816014438256545
1739209914.2261426;-45.120503652039325
1739209914.2261448;-45.120503652039325
1739209914.2261467;-45.120503652039325
1739209914.2261486;-45.120503652039325
1739209914.2261508;-38.13080360867914
1739209914.2261527;-45.120503652039325
1739209914.2261546;-38.13080360867914
1739209914.2261567;-38.13080360867914
1739209914.2261586;-33.981070128970906
1739209914.2261605;-45.120503652039325
1739209914.2261627;-45.120503652039325
1739209914.2261646;-32.816014438256545
1739209914.2261665;-38.13080360867914
1739209914.2261686;-45.120503652039325
1739209914.2261705;-38.13080360867914
1739209914.2261724;-45.120503652039325
1739209914.2261746;-38.13080360867914
1739209914.2261765;-45.120503652039325
1739209914.2261786;-38.13080360867914
1739209914.2261806;-38.13080360867914
1739209914.2261825;-45.120503652039325
1739209914.2261846;-45.120503652039325
1739209914.2261865;-38.13080360867914
1739209914.2261884;-31.141103565318893
1739209914.2261906;-45.120503652039325
1739209914.2261925;-45.120503652039325
1739209914.2261944;-38.13080360867914
1739209914.2261965;-32.816014438256545
1739209914.2261984;-31.141103565318915
1739209914.2262003;-45.120503652039325
1739209914.2262025;-38.13080360867914
1739209914.2262044;-35.57807855764607
1739209914.2262065;-33.981070128970906
1739209914.2262084;-45.120503652039325
1739209914.2262104;-45.120503652039325
1739209914.2262125;-45.120503652039325
1739209914.2262144;-45.120503652039325
1739209914.2262163;-38.13080360867914
1739209914.2262185;-38.13080360867914
1739209914.2262204;-45.120503652039325
1739209914.2262223;-38.13080360867914
1739209914.2262244;-45.120503652039325
1739209914.2262263;-38.13080360867914
1739209914.2262282;-38.13080360867914
1739209914.2262304;-33.981070128970906
1739209914.2262323;-45.120503652039325
1739209914.2262342;-38.13080360867914
1739209914.2262363;-32.816014438256545
1739209914.2262383;-31.141103565318915
1739209914.2262404;-45.120503652039325
1739209914.2262423;-38.13080360867914
1739209914.2262442;-35.57807855764607
1739209914.2262464;-38.13080360867914
1739209914.2262483;-38.13080360867914
1739209914.2262502;-38.13080360867914
1739209914.2262523;-38.13080360867914
1739209914.2262542;-45.120503652039325
1739209914.2262561;-45.120503652039325
1739209914.2262583;-38.13080360867914
1739209914.2262602;-33.981070128970906
1739209914.226262;-33.981070128970906
1739209914.2262642;-35.57807855764607
1739209914.2262661;-38.13080360867914
1739209914.226268;-35.57807855764607
1739209914.2262702;-38.13080360867914
1739209914.226272;-45.120503652039325
1739209914.2262743;-38.13080360867914
1739209914.2262762;-38.13080360867914
1739209914.226278;-28.992665084841942
1739209914.2262802;-45.120503652039325
1739209914.2262821;-38.13080360867914
1739209914.226284;-35.57807855764607
1739209914.2262862;-33.981070128970906
1739209914.226288;-45.120503652039325
1739209914.22629;-45.120503652039325
1739209914.2262921;-38.13080360867914
1739209914.226294;-38.13080360867914
1739209914.226296;-45.120503652039325
1739209914.226298;-38.13080360867914
1739209914.2263;-38.13080360867914
1739209914.226302;-45.120503652039325
1739209914.226304;-45.120503652039325
1739209914.226306;-45.120503652039325
1739209914.226308;-33.981070128970906
1739209914.22631;-33.981070128970906
1739209914.226312;-45.120503652039325
1739209914.226314;-38.13080360867914
1739209914.226316;-38.13080360867914
1739209914.226318;-38.13080360867914
1739209914.22632;-45.120503652039325
1739209914.226322;-45.120503652039325
1739209914.2263238;-38.13080360867914
1739209914.226326;-33.981070128970906
1739209914.226328;-45.120503652039325
1739209914.2263298;-45.120503652039325
1739209914.226332;-38.13080360867914
1739209914.2263339;-33.981070128970906
1739209914.2263358;-45.120503652039325
1739209914.226338;-45.120503652039325
1739209914.2263398;-38.13080360867914
1739209914.226342;-28.992665084841942
1739209914.2263439;-38.13080360867914
1739209914.2263458;-45.120503652039325
1739209914.226348;-38.13080360867914
1739209914.2263498;-45.120503652039325
1739209914.2263517;-45.120503652039325
1739209914.226354;-38.13080360867914
1739209914.2263558;-35.57807855764607
1739209914.2263577;-31.14110356531892
1739209914.2263598;-45.120503652039325
1739209914.2263618;-45.120503652039325
1739209914.2263637;-38.13080360867914
1739209914.2263658;-33.981070128970906
1739209914.2263677;-45.120503652039325
1739209914.2263696;-45.120503652039325
1739209914.2263718;-38.13080360867914
1739209914.2263737;-45.120503652039325
1739209914.2263758;-45.120503652039325
1739209914.2263777;-38.13080360867914
1739209914.2263796;-35.57807855764607
1739209914.2263818;-38.13080360867914
1739209914.2263837;-45.120503652039325
1739209914.2263856;-38.13080360867914
1739209914.2263877;-35.57807855764607
1739209914.2263896;-38.13080360867914
1739209914.2263916;-45.120503652039325
1739209914.2263937;-45.120503652039325
1739209914.2263956;-45.120503652039325
1739209914.2263975;-38.13080360867914
1739209914.2263997;-45.120503652039325
1739209914.2264016;-38.13080360867914
1739209914.2264037;-35.57807855764607
1739209914.2264056;-38.13080360867914
1739209914.2264075;-45.120503652039325
1739209914.2264097;-38.13080360867914
1739209914.2264116;-35.57807855764607
1739209914.2264135;-38.13080360867914
1739209914.2264156;-45.120503652039325
1739209914.2264175;-38.13080360867914
1739209914.2264194;-35.57807855764607
1739209914.2264216;-38.13080360867914
1739209914.2264235;-35.57807855764607
1739209914.2264254;-38.13080360867914
1739209914.2264276;-35.57807855764607
1739209914.2264295;-45.120503652039325
1739209914.2264314;-45.120503652039325
1739209914.2264335;-38.13080360867914
1739209914.2264354;-35.57807855764607
1739209914.2264376;-38.13080360867914
1739209914.2264395;-45.120503652039325
1739209914.2264414;-38.13080360867914
1739209914.2264435;-38.13080360867914
1739209914.2264454;-35.57807855764607
1739209914.2264473;-45.120503652039325
1739209914.2264495;-38.13080360867914
1739209914.2264514;-32.816014438256545
1739209914.2264533;-38.13080360867914
1739209914.2264555;-31.141103565318893
1739209914.2264574;-38.13080360867914
1739209914.2264593;-38.13080360867914
1739209914.2264614;-38.13080360867914
1739209914.2264633;-35.57807855764607
1739209914.2264652;-38.13080360867914
1739209914.2264674;-45.120503652039325
1739209914.2264693;-45.120503652039325
1739209914.2264714;-45.120503652039325
1739209914.2264733;-45.120503652039325
1739209914.2264752;-35.57807855764607
1739209914.2264774;-45.120503652039325
1739209914.2264793;-45.120503652039325
1739209914.2264812;-38.13080360867914
1739209914.2264833;-35.57807855764607
1739209914.2264853;-38.13080360867914
1739209914.2264872;-38.13080360867914
1739209914.2264893;-35.57807855764607
1739209914.2264912;-38.13080360867914
1739209914.2264931;-35.57807855764607
1739209914.2264953;-35.57807855764607
1739209914.2264972;-45.120503652039325
1739209914.226499;-38.13080360867914
1739209914.2265012;-38.13080360867914
1739209914.2265031;-30.49652367304973
1739209914.2265053;-38.13080360867914
1739209914.2265072;-38.13080360867914
1739209914.226509;-45.120503652039325
1739209914.2265112;-38.13080360867914
1739209914.2265131;-38.13080360867914
1739209914.226515;-45.120503652039325
1739209914.2265172;-38.13080360867914
1739209914.226519;-33.981070128970956
1739209914.226521;-45.120503652039325
1739209914.2265232;-45.120503652039325
1739209914.226525;-45.120503652039325
1739209914.226527;-45.120503652039325
1739209914.2265291;-38.13080360867914
1739209914.226531;-38.13080360867914
1739209914.226533;-45.120503652039325
1739209914.226535;-35.57807855764607
1739209914.226537;-35.57807855764607
1739209914.2265391;-45.120503652039325
1739209914.226541;-45.120503652039325
1739209914.226543;-45.120503652039325
1739209914.226545;-38.13080360867914
1739209914.226547;-35.57807855764607
1739209914.226549;-38.13080360867914
1739209914.226551;-38.13080360867914
1739209914.226553;-35.57807855764607
1739209914.2265549;-32.816014438256545
1739209914.226557;-38.13080360867914
1739209914.226559;-45.120503652039325
1739209914.2265608;-38.13080360867914
1739209914.226563;-45.120503652039325
1739209914.226565;-33.981070128970906
1739209914.2265668;-38.13080360867914
1739209914.226569;-32.81601443825658
1739209914.2265708;-32.816014438256545
1739209914.226573;-38.13080360867914
1739209914.226575;-45.120503652039325
1739209914.2265768;-38.13080360867914
1739209914.226579;-29.438486411369333
1739209914.2265809;-45.120503652039325
1739209914.2265828;-30.49652367304973
1739209914.226585;-33.981070128970906
1739209914.2265868;-38.13080360867914
1739209914.2265887;-45.120503652039325
1739209914.2265909;-38.13080360867914
1739209914.2265928;-45.120503652039325
1739209914.2265947;-45.120503652039325
1739209914.2265968;-33.981070128970906
1739209914.2265987;-45.120503652039325
1739209914.2266006;-38.13080360867914
1739209914.2266028;-35.57807855764607
1739209914.2266047;-38.13080360867914
1739209914.2266068;-38.13080360867914
1739209914.2266088;-35.57807855764607
1739209914.2266107;-38.13080360867914
1739209914.2266128;-38.13080360867914
1739209914.2266147;-38.13080360867914
1739209914.2266166;-38.13080360867914
1739209914.2266188;-45.120503652039325
1739209914.2266207;-38.13080360867914
1739209914.2266226;-38.13080360867914
1739209914.2266247;-38.13080360867914
1739209914.2266266;-35.57807855764607
1739209914.2266285;-38.13080360867914
1739209914.2266307;-33.981070128970906
1739209914.2266326;-33.981070128970906
1739209914.2266347;-35.57807855764607
