CAN Message; 0x1bb:00004f3e76e1659a
Timestamp;Amplitude
1739209695.0119193;-45.120503652039325
1739209695.0119283;-45.120503652039325
1739209695.0119376;-38.13080360867914
1739209695.0119467;-38.13080360867914
1739209695.0119557;-32.816014438256545
1739209695.0119648;-38.13080360867914
1739209695.011974;-35.57807855764607
1739209695.0119832;-33.981070128970906
1739209695.0119922;-33.981070128970906
1739209695.0120013;-35.57807855764607
1739209695.0120106;-35.57807855764607
1739209695.0120196;-38.13080360867914
1739209695.0120287;-45.120503652039325
1739209695.0120378;-45.120503652039325
1739209695.012047;-38.13080360867914
1739209695.012056;-38.13080360867914
1739209695.0120652;-45.120503652039325
1739209695.0120742;-38.13080360867914
1739209695.0120835;-38.13080360867914
1739209695.0120926;-45.120503652039325
1739209695.0121017;-35.57807855764607
1739209695.0121107;-38.13080360867914
1739209695.01212;-45.120503652039325
1739209695.012129;-38.13080360867914
1739209695.0121381;-35.57807855764607
1739209695.0121472;-38.13080360867914
1739209695.0121565;-45.120503652039325
1739209695.0121655;-45.120503652039325
1739209695.0121746;-38.13080360867914
1739209695.0121837;-38.13080360867914
1739209695.012193;-45.120503652039325
1739209695.012202;-45.120503652039325
1739209695.012211;-45.120503652039325
1739209695.0122201;-45.120503652039325
1739209695.0122294;-45.120503652039325
1739209695.0122385;-38.13080360867914
1739209695.0122476;-45.120503652039325
1739209695.0122566;-45.120503652039325
1739209695.012266;-45.120503652039325
1739209695.012275;-33.981070128970906
1739209695.012284;-32.816014438256545
1739209695.012293;-38.13080360867914
1739209695.0123024;-45.120503652039325
1739209695.0123115;-33.981070128970906
1739209695.0123205;-28.21854285175415
1739209695.0123296;-33.981070128970906
1739209695.0123389;-45.120503652039325
1739209695.012348;-38.13080360867914
1739209695.012357;-38.13080360867914
1739209695.012366;-38.13080360867914
1739209695.0123754;-45.120503652039325
1739209695.0123844;-35.57807855764607
1739209695.0123935;-33.981070128970956
1739209695.0124025;-45.120503652039325
1739209695.0124118;-31.141103565318893
1739209695.012421;-38.13080360867914
1739209695.01243;-45.120503652039325
1739209695.012439;-45.120503652039325
1739209695.0124483;-38.13080360867914
1739209695.0124574;-45.120503652039325
1739209695.0124664;-33.981070128970906
1739209695.0124755;-38.13080360867914
1739209695.0124848;-45.120503652039325
1739209695.0124938;-45.120503652039325
1739209695.012503;-35.57807855764607
1739209695.012512;-35.57807855764607
1739209695.012521;-35.57807855764607
1739209695.0125303;-38.13080360867914
1739209695.0125394;-38.13080360867914
1739209695.0125484;-38.13080360867914
1739209695.0125575;-45.120503652039325
1739209695.0125668;-45.120503652039325
1739209695.0125759;-38.13080360867914
1739209695.012585;-38.13080360867914
1739209695.012594;-45.120503652039325
1739209695.0126033;-38.13080360867914
1739209695.0126123;-38.13080360867914
1739209695.0126214;-45.120503652039325
1739209695.0126305;-45.120503652039325
1739209695.0126398;-33.981070128970906
1739209695.0126488;-38.13080360867914
1739209695.0126579;-38.13080360867914
1739209695.012667;-38.13080360867914
1739209695.0126762;-38.13080360867914
1739209695.0126853;-31.141103565318915
1739209695.0126944;-27.267205301931607
1739209695.0127034;-38.13080360867914
1739209695.0127127;-38.13080360867914
1739209695.0127218;-32.816014438256545
1739209695.0127308;-35.57807855764607
1739209695.01274;-45.120503652039325
1739209695.0127492;-45.120503652039325
1739209695.0127583;-45.120503652039325
1739209695.0127673;-38.13080360867914
1739209695.0127764;-35.57807855764607
1739209695.0127857;-38.13080360867914
1739209695.0127947;-35.57807855764607
1739209695.0128038;-38.13080360867914
1739209695.0128129;-45.120503652039325
1739209695.0128222;-45.120503652039325
1739209695.0128312;-45.120503652039325
1739209695.0128403;-45.120503652039325
1739209695.0128493;-38.13080360867914
1739209695.0128586;-45.120503652039325
1739209695.0128677;-45.120503652039325
1739209695.0128767;-45.120503652039325
1739209695.0128858;-38.13080360867914
1739209695.012895;-38.13080360867914
1739209695.0129042;-38.13080360867914
1739209695.0129132;-35.57807855764607
1739209695.0129223;-35.57807855764607
1739209695.0129316;-38.13080360867914
1739209695.0129406;-45.120503652039325
1739209695.0129497;-35.57807855764607
1739209695.0129588;-38.13080360867914
1739209695.012968;-38.13080360867914
1739209695.0129771;-45.120503652039325
1739209695.0129862;-45.120503652039325
1739209695.0129952;-45.120503652039325
1739209695.0130045;-38.13080360867914
1739209695.0130136;-35.57807855764607
1739209695.0130227;-38.13080360867914
1739209695.0130317;-45.120503652039325
1739209695.013041;-38.13080360867914
1739209695.01305;-35.57807855764607
1739209695.0130591;-33.981070128970906
1739209695.0130682;-45.120503652039325
1739209695.0130773;-38.13080360867914
1739209695.0130866;-38.13080360867914
1739209695.0130956;-45.120503652039325
1739209695.0131047;-38.13080360867914
1739209695.0131137;-38.13080360867914
1739209695.013123;-45.120503652039325
1739209695.013132;-35.57807855764607
1739209695.0131412;-38.13080360867914
1739209695.0131502;-38.13080360867914
1739209695.0131595;-35.57807855764607
1739209695.0131686;-33.981070128970906
1739209695.0131776;-45.120503652039325
1739209695.0131867;-38.13080360867914
1739209695.013196;-38.13080360867914
1739209695.013205;-45.120503652039325
1739209695.013214;-45.120503652039325
1739209695.0132232;-38.13080360867914
1739209695.0132325;-38.13080360867914
1739209695.0132415;-45.120503652039325
1739209695.0132506;-38.13080360867914
1739209695.0132596;-38.13080360867914
1739209695.013269;-45.120503652039325
1739209695.013278;-38.13080360867914
1739209695.013287;-32.816014438256545
1739209695.0132961;-38.13080360867914
1739209695.0133054;-38.13080360867914
1739209695.0133145;-31.141103565318915
1739209695.0133235;-38.13080360867914
1739209695.0133326;-38.13080360867914
1739209695.013342;-45.120503652039325
1739209695.013351;-35.57807855764607
1739209695.01336;-35.57807855764607
1739209695.013369;-45.120503652039325
1739209695.0133784;-38.13080360867914
1739209695.0133874;-38.13080360867914
1739209695.0133965;-35.57807855764607
1739209695.0134056;-45.120503652039325
1739209695.0134149;-45.120503652039325
1739209695.013424;-38.13080360867914
1739209695.013433;-38.13080360867914
1739209695.013442;-33.981070128970906
1739209695.0134513;-35.57807855764607
1739209695.0134604;-38.13080360867914
1739209695.0134695;-45.120503652039325
1739209695.0134785;-33.981070128970906
1739209695.0134878;-38.13080360867914
1739209695.0134969;-31.141103565318915
1739209695.013506;-28.992665084841942
1739209695.013515;-45.120503652039325
1739209695.0135243;-38.13080360867914
1739209695.0135334;-38.13080360867914
1739209695.0135424;-45.120503652039325
1739209695.0135515;-45.120503652039325
1739209695.0135608;-35.57807855764607
1739209695.0135698;-45.120503652039325
1739209695.013579;-45.120503652039325
1739209695.013588;-45.120503652039325
1739209695.0135972;-35.57807855764607
1739209695.0136063;-38.13080360867914
1739209695.0136154;-45.120503652039325
1739209695.0136244;-45.120503652039325
1739209695.0136337;-45.120503652039325
1739209695.0136428;-45.120503652039325
1739209695.0136518;-45.120503652039325
1739209695.013661;-45.120503652039325
1739209695.01367;-45.120503652039325
1739209695.0136793;-45.120503652039325
1739209695.0136883;-45.120503652039325
1739209695.0136974;-45.120503652039325
1739209695.0137064;-45.120503652039325
1739209695.0137157;-35.57807855764607
1739209695.0137248;-25.826314394896354
1739209695.0137339;-38.13080360867914
1739209695.013743;-45.120503652039325
1739209695.0137522;-38.13080360867914
1739209695.0137613;-38.13080360867914
1739209695.0137703;-45.120503652039325
1739209695.0137794;-45.120503652039325
1739209695.0137887;-45.120503652039325
1739209695.0137978;-45.120503652039325
1739209695.0138068;-33.981070128970906
1739209695.0138159;-38.13080360867914
1739209695.0138252;-45.120503652039325
1739209695.0138342;-33.981070128970906
1739209695.0138433;-35.57807855764607
1739209695.0138524;-45.120503652039325
1739209695.0138617;-38.13080360867914
1739209695.0138707;-28.21854285175415
1739209695.0138798;-38.13080360867914
1739209695.0138888;-45.120503652039325
1739209695.0138981;-38.13080360867914
1739209695.0139072;-38.13080360867914
1739209695.0139163;-45.120503652039325
1739209695.0139253;-45.120503652039325
1739209695.0139346;-45.120503652039325
1739209695.0139437;-45.120503652039325
1739209695.0139527;-45.120503652039325
1739209695.0139618;-45.120503652039325
1739209695.013971;-38.13080360867914
1739209695.0139802;-38.13080360867914
1739209695.0139892;-45.120503652039325
1739209695.0139983;-38.13080360867914
1739209695.0140076;-38.13080360867914
1739209695.0140166;-45.120503652039325
1739209695.0140257;-45.120503652039325
1739209695.0140347;-38.13080360867914
1739209695.014044;-45.120503652039325
1739209695.014053;-45.120503652039325
1739209695.0140622;-35.57807855764607
1739209695.0140712;-33.981070128970906
1739209695.0140805;-38.13080360867914
1739209695.0140896;-35.57807855764607
1739209695.0140986;-38.13080360867914
1739209695.0141077;-45.120503652039325
1739209695.014117;-33.981070128970906
1739209695.014126;-45.120503652039325
1739209695.0141351;-33.981070128970906
1739209695.0141442;-45.120503652039325
1739209695.0141535;-38.13080360867914
1739209695.0141625;-45.120503652039325
1739209695.0141716;-38.13080360867914
1739209695.0141807;-45.120503652039325
1739209695.01419;-45.120503652039325
1739209695.014199;-38.13080360867914
1739209695.014208;-35.57807855764607
1739209695.0142171;-45.120503652039325
1739209695.0142264;-38.13080360867914
1739209695.0142355;-45.120503652039325
1739209695.0142446;-45.120503652039325
1739209695.0142536;-45.120503652039325
1739209695.0142627;-45.120503652039325
1739209695.014272;-38.13080360867914
1739209695.014281;-38.13080360867914
1739209695.01429;-45.120503652039325
1739209695.0142992;-45.120503652039325
1739209695.0143085;-45.120503652039325
1739209695.0143175;-45.120503652039325
1739209695.0143266;-45.120503652039325
1739209695.0143356;-38.13080360867914
1739209695.014345;-35.57807855764607
1739209695.014354;-33.981070128970906
1739209695.014363;-45.120503652039325
1739209695.014372;-38.13080360867914
1739209695.0143814;-35.57807855764607
1739209695.0143905;-33.981070128970906
1739209695.0143995;-45.120503652039325
1739209695.0144086;-45.120503652039325
1739209695.014418;-45.120503652039325
1739209695.014427;-38.13080360867914
1739209695.014436;-35.57807855764607
1739209695.014445;-38.13080360867914
1739209695.0144544;-45.120503652039325
1739209695.0144634;-45.120503652039325
1739209695.0144725;-45.120503652039325
1739209695.0144815;-45.120503652039325
1739209695.0144908;-45.120503652039325
1739209695.0145;-45.120503652039325
1739209695.014509;-38.13080360867914
1739209695.014518;-38.13080360867914
1739209695.0145273;-38.13080360867914
1739209695.0145364;-33.981070128970906
1739209695.0145454;-38.13080360867914
1739209695.0145545;-38.13080360867914
1739209695.0145638;-45.120503652039325
1739209695.0145729;-35.57807855764607
1739209695.014582;-35.57807855764607
1739209695.014591;-45.120503652039325
1739209695.0146003;-45.120503652039325
1739209695.0146093;-28.58837851428586
1739209695.0146184;-45.120503652039325
1739209695.0146275;-45.120503652039325
1739209695.0146368;-45.120503652039325
1739209695.0146458;-38.13080360867914
1739209695.0146549;-38.13080360867914
1739209695.014664;-38.13080360867914
1739209695.0146732;-45.120503652039325
1739209695.0146823;-30.49652367304973
1739209695.0146914;-38.13080360867914
1739209695.0147004;-38.13080360867914
1739209695.0147097;-45.120503652039325
1739209695.0147188;-38.13080360867914
1739209695.0147278;-38.13080360867914
1739209695.014737;-45.120503652039325
1739209695.0147462;-38.13080360867914
1739209695.0147552;-38.13080360867914
1739209695.0147643;-45.120503652039325
1739209695.0147734;-45.120503652039325
1739209695.0147827;-45.120503652039325
1739209695.0147917;-38.13080360867914
1739209695.0148008;-45.120503652039325
1739209695.0148098;-38.13080360867914
1739209695.0148191;-45.120503652039325
1739209695.0148282;-38.13080360867914
1739209695.0148373;-38.13080360867914
1739209695.0148463;-45.120503652039325
1739209695.0148554;-45.120503652039325
1739209695.0148647;-45.120503652039325
1739209695.0148737;-45.120503652039325
1739209695.0148828;-38.13080360867914
1739209695.0148919;-38.13080360867914
1739209695.0149012;-31.141103565318915
1739209695.0149102;-33.981070128970906
1739209695.0149193;-38.13080360867914
1739209695.0149283;-45.120503652039325
1739209695.0149376;-35.57807855764607
1739209695.0149467;-38.13080360867914
1739209695.0149558;-45.120503652039325
1739209695.0149648;-38.13080360867914
1739209695.014974;-35.57807855764607
1739209695.0149832;-33.981070128970906
1739209695.0149922;-38.13080360867914
1739209695.0150013;-45.120503652039325
1739209695.0150106;-45.120503652039325
1739209695.0150197;-35.57807855764607
1739209695.0150287;-38.13080360867914
1739209695.0150378;-45.120503652039325
1739209695.015047;-33.981070128970906
1739209695.0150561;-32.816014438256545
1739209695.0150652;-45.120503652039325
1739209695.0150743;-35.57807855764607
1739209695.0150836;-38.13080360867914
1739209695.0150926;-38.13080360867914
1739209695.0151017;-38.13080360867914
1739209695.0151107;-45.120503652039325
1739209695.01512;-38.13080360867914
1739209695.015129;-38.13080360867914
1739209695.0151381;-45.120503652039325
1739209695.0151472;-45.120503652039325
1739209695.0151565;-38.13080360867914
1739209695.0151656;-45.120503652039325
1739209695.0151746;-45.120503652039325
1739209695.0151837;-45.120503652039325
1739209695.015193;-45.120503652039325
1739209695.015202;-38.13080360867914
1739209695.015211;-38.13080360867914
1739209695.0152202;-35.57807855764607
1739209695.0152295;-45.120503652039325
1739209695.0152385;-45.120503652039325
1739209695.0152476;-38.13080360867914
1739209695.0152566;-45.120503652039325
1739209695.015266;-45.120503652039325
1739209695.015275;-45.120503652039325
1739209695.015284;-38.13080360867914
1739209695.0152931;-35.57807855764607
1739209695.0153024;-45.120503652039325
1739209695.0153115;-38.13080360867914
1739209695.0153205;-35.57807855764607
1739209695.0153296;-45.120503652039325
1739209695.015339;-38.13080360867914
1739209695.015348;-45.120503652039325
1739209695.015357;-38.13080360867914
1739209695.015366;-45.120503652039325
1739209695.0153754;-38.13080360867914
1739209695.0153844;-45.120503652039325
1739209695.0153935;-45.120503652039325
1739209695.0154026;-45.120503652039325
1739209695.0154119;-38.13080360867914
1739209695.015421;-29.438486411369333
1739209695.01543;-38.13080360867914
1739209695.015439;-45.120503652039325
1739209695.015448;-38.13080360867914
1739209695.0154574;-38.13080360867914
1739209695.0154665;-38.13080360867914
1739209695.0154755;-45.120503652039325
1739209695.0154846;-38.13080360867914
1739209695.0154939;-45.120503652039325
1739209695.015503;-45.120503652039325
1739209695.015512;-45.120503652039325
1739209695.015521;-45.120503652039325
1739209695.0155303;-45.120503652039325
1739209695.0155394;-45.120503652039325
1739209695.0155485;-45.120503652039325
1739209695.0155575;-38.13080360867914
1739209695.0155668;-30.49652367304973
1739209695.015576;-38.13080360867914
1739209695.015585;-45.120503652039325
1739209695.015594;-38.13080360867914
1739209695.0156033;-35.57807855764607
1739209695.0156124;-38.13080360867914
1739209695.0156214;-45.120503652039325
1739209695.0156305;-45.120503652039325
1739209695.0156398;-38.13080360867914
1739209695.0156488;-38.13080360867914
1739209695.015658;-38.13080360867914
1739209695.015667;-45.120503652039325
1739209695.0156763;-45.120503652039325
1739209695.0156853;-38.13080360867914
1739209695.0156944;-45.120503652039325
1739209695.0157034;-38.13080360867914
1739209695.0157127;-38.13080360867914
1739209695.0157218;-38.13080360867914
1739209695.0157309;-35.57807855764607
1739209695.01574;-38.13080360867914
1739209695.0157492;-38.13080360867914
1739209695.0157583;-45.120503652039325
1739209695.0157673;-35.57807855764607
1739209695.0157764;-45.120503652039325
1739209695.0157857;-28.58837851428586
1739209695.0157948;-32.816014438256545
1739209695.0158038;-45.120503652039325
1739209695.0158129;-35.57807855764607
1739209695.0158222;-45.120503652039325
1739209695.0158312;-38.13080360867914
1739209695.0158403;-45.120503652039325
