CAN Message; 0x1bb:00004f3e76e1659a
1739209695.0158494;-45.120503652039325
1739209695.0158587;-45.120503652039325
1739209695.0158677;-45.120503652039325
1739209695.0158768;-45.120503652039325
1739209695.0158858;-38.13080360867914
1739209695.0158951;-38.13080360867914
1739209695.0159042;-45.120503652039325
1739209695.0159132;-45.120503652039325
1739209695.0159223;-45.120503652039325
1739209695.0159316;-38.13080360867914
1739209695.0159407;-38.13080360867914
1739209695.0159497;-45.120503652039325
1739209695.0159588;-45.120503652039325
1739209695.015968;-38.13080360867914
1739209695.0159771;-38.13080360867914
1739209695.0159862;-45.120503652039325
1739209695.0159953;-38.13080360867914
1739209695.0160043;-33.981070128970906
1739209695.0160136;-28.992665084841942
1739209695.0160227;-45.120503652039325
1739209695.0160317;-38.13080360867914
1739209695.0160408;-35.57807855764607
1739209695.01605;-38.13080360867914
1739209695.0160592;-45.120503652039325
1739209695.0160682;-38.13080360867914
1739209695.0160773;-45.120503652039325
1739209695.0160866;-38.13080360867914
1739209695.0160956;-45.120503652039325
1739209695.0161047;-45.120503652039325
1739209695.0161138;-38.13080360867914
1739209695.016123;-38.13080360867914
1739209695.016132;-33.981070128970906
1739209695.0161412;-35.57807855764607
1739209695.0161502;-38.13080360867914
1739209695.0161595;-33.981070128970906
1739209695.0161686;-38.13080360867914
1739209695.0161777;-38.13080360867914
1739209695.0161867;-45.120503652039325
1739209695.016196;-38.13080360867914
1739209695.016205;-33.981070128970906
1739209695.0162141;-38.13080360867914
1739209695.0162232;-45.120503652039325
1739209695.0162325;-38.13080360867914
1739209695.0162416;-45.120503652039325
1739209695.0162506;-45.120503652039325
1739209695.0162597;-45.120503652039325
1739209695.016269;-38.13080360867914
1739209695.016278;-45.120503652039325
1739209695.016287;-38.13080360867914
1739209695.0162961;-38.13080360867914
1739209695.0163054;-38.13080360867914
1739209695.0163145;-35.57807855764607
1739209695.0163236;-38.13080360867914
1739209695.0163326;-38.13080360867914
1739209695.016342;-45.120503652039325
1739209695.016351;-38.13080360867914
1739209695.01636;-38.13080360867914
1739209695.016369;-32.816014438256545
1739209695.0163784;-31.141103565318915
1739209695.0163875;-45.120503652039325
1739209695.0163965;-38.13080360867914
1739209695.0164056;-32.816014438256545
1739209695.0164149;-35.57807855764607
1739209695.016424;-33.981070128970906
1739209695.016433;-35.57807855764607
1739209695.016442;-35.57807855764607
1739209695.0164514;-38.13080360867914
1739209695.0164604;-45.120503652039325
1739209695.0164695;-45.120503652039325
1739209695.0164785;-45.120503652039325
1739209695.0164878;-45.120503652039325
1739209695.016497;-45.120503652039325
1739209695.016506;-38.13080360867914
1739209695.016515;-35.57807855764607
1739209695.0165243;-38.13080360867914
1739209695.0165334;-45.120503652039325
1739209695.0165424;-45.120503652039325
1739209695.0165515;-45.120503652039325
1739209695.0165608;-38.13080360867914
1739209695.0165699;-45.120503652039325
1739209695.016579;-38.13080360867914
1739209695.016588;-38.13080360867914
1739209695.016597;-33.981070128970906
1739209695.0166063;-33.981070128970906
1739209695.0166154;-45.120503652039325
1739209695.0166245;-38.13080360867914
1739209695.0166335;-38.13080360867914
1739209695.0166428;-38.13080360867914
1739209695.0166519;-45.120503652039325
1739209695.016661;-45.120503652039325
1739209695.01667;-45.120503652039325
1739209695.0166793;-45.120503652039325
1739209695.0166883;-45.120503652039325
1739209695.0166974;-45.120503652039325
1739209695.0167065;-38.13080360867914
1739209695.0167158;-45.120503652039325
1739209695.0167248;-45.120503652039325
1739209695.016734;-45.120503652039325
1739209695.016743;-38.13080360867914
1739209695.0167522;-32.816014438256545
1739209695.0167613;-45.120503652039325
1739209695.0167704;-35.57807855764607
1739209695.0167794;-38.13080360867914
1739209695.0167887;-38.13080360867914
1739209695.0167978;-38.13080360867914
1739209695.0168068;-45.120503652039325
1739209695.016816;-45.120503652039325
1739209695.0168252;-45.120503652039325
1739209695.0168343;-45.120503652039325
1739209695.0168433;-38.13080360867914
1739209695.0168524;-45.120503652039325
1739209695.0168617;-45.120503652039325
1739209695.0168707;-45.120503652039325
1739209695.0168798;-45.120503652039325
1739209695.0168889;-45.120503652039325
1739209695.0168982;-45.120503652039325
1739209695.0169072;-45.120503652039325
1739209695.0169163;-45.120503652039325
1739209695.0169253;-35.57807855764607
1739209695.0169346;-38.13080360867914
1739209695.0169437;-38.13080360867914
1739209695.0169528;-38.13080360867914
1739209695.0169618;-38.13080360867914
1739209695.016971;-35.57807855764607
1739209695.0169802;-38.13080360867914
1739209695.0169892;-32.816014438256545
1739209695.0169983;-33.981070128970906
1739209695.0170076;-45.120503652039325
1739209695.0170166;-38.13080360867914
1739209695.0170257;-35.57807855764607
1739209695.0170348;-38.13080360867914
1739209695.017044;-31.141103565318943
1739209695.0170531;-38.13080360867914
1739209695.0170622;-35.57807855764607
1739209695.0170712;-38.13080360867914
1739209695.0170805;-38.13080360867914
1739209695.0170896;-45.120503652039325
1739209695.0170987;-38.13080360867914
1739209695.0171077;-35.57807855764607
1739209695.017117;-28.21854285175415
1739209695.017126;-38.13080360867914
1739209695.0171351;-45.120503652039325
1739209695.0171442;-45.120503652039325
1739209695.0171535;-31.141103565318893
1739209695.0171626;-45.120503652039325
1739209695.0171716;-45.120503652039325
1739209695.0171807;-38.13080360867914
1739209695.0171897;-45.120503652039325
1739209695.017199;-45.120503652039325
1739209695.017208;-45.120503652039325
1739209695.0172172;-45.120503652039325
1739209695.0172262;-45.120503652039325
1739209695.0172355;-45.120503652039325
1739209695.0172446;-45.120503652039325
1739209695.0172536;-38.13080360867914
1739209695.0172627;-38.13080360867914
1739209695.017272;-38.13080360867914
1739209695.017281;-45.120503652039325
1739209695.01729;-38.13080360867914
1739209695.0172992;-38.13080360867914
1739209695.0173085;-45.120503652039325
1739209695.0173175;-38.13080360867914
1739209695.0173266;-38.13080360867914
1739209695.0173357;-30.49652367304973
1739209695.017345;-35.57807855764607
1739209695.017354;-35.57807855764607
1739209695.017363;-33.981070128970906
1739209695.0173721;-38.13080360867914
1739209695.0173814;-38.13080360867914
1739209695.0173905;-38.13080360867914
1739209695.0173995;-38.13080360867914
1739209695.0174086;-33.981070128970956
1739209695.017418;-45.120503652039325
1739209695.017427;-35.57807855764607
1739209695.017436;-45.120503652039325
1739209695.017445;-45.120503652039325
1739209695.0174544;-38.13080360867914
1739209695.0174634;-35.57807855764607
1739209695.0174725;-45.120503652039325
1739209695.0174816;-31.141103565318893
1739209695.0174909;-38.13080360867914
1739209695.0175;-45.120503652039325
1739209695.017509;-45.120503652039325
1739209695.017518;-45.120503652039325
1739209695.0175273;-38.13080360867914
1739209695.0175364;-45.120503652039325
1739209695.0175455;-45.120503652039325
1739209695.0175545;-45.120503652039325
1739209695.0175638;-38.13080360867914
1739209695.0175729;-38.13080360867914
1739209695.017582;-45.120503652039325
1739209695.017591;-35.57807855764607
1739209695.0176003;-35.57807855764607
1739209695.0176094;-38.13080360867914
1739209695.0176184;-38.13080360867914
1739209695.0176275;-45.120503652039325
1739209695.0176368;-45.120503652039325
1739209695.0176458;-35.57807855764607
1739209695.017655;-38.13080360867914
1739209695.017664;-45.120503652039325
1739209695.0176733;-45.120503652039325
1739209695.0176823;-45.120503652039325
1739209695.0176914;-38.13080360867914
1739209695.0177004;-38.13080360867914
1739209695.0177097;-38.13080360867914
1739209695.0177188;-35.57807855764607
1739209695.0177279;-38.13080360867914
1739209695.017737;-38.13080360867914
1739209695.017746;-38.13080360867914
1739209695.0177553;-45.120503652039325
1739209695.0177643;-38.13080360867914
1739209695.0177734;-45.120503652039325
1739209695.0177824;-45.120503652039325
1739209695.0177917;-45.120503652039325
1739209695.0178008;-38.13080360867914
1739209695.0178099;-38.13080360867914
1739209695.017819;-38.13080360867914
1739209695.0178282;-35.57807855764607
1739209695.0178373;-38.13080360867914
1739209695.0178463;-38.13080360867914
1739209695.0178554;-38.13080360867914
1739209695.0178647;-45.120503652039325
1739209695.0178738;-45.120503652039325
1739209695.0178828;-45.120503652039325
1739209695.017892;-45.120503652039325
1739209695.0179012;-45.120503652039325
1739209695.0179102;-38.13080360867914
1739209695.0179193;-35.57807855764607
1739209695.0179284;-33.981070128970906
1739209695.0179377;-38.13080360867914
1739209695.0179467;-45.120503652039325
1739209695.0179558;-38.13080360867914
1739209695.0179648;-35.57807855764607
1739209695.0179741;-38.13080360867914
1739209695.0179832;-38.13080360867914
1739209695.0179923;-38.13080360867914
1739209695.0180013;-38.13080360867914
1739209695.0180106;-45.120503652039325
1739209695.0180197;-45.120503652039325
1739209695.0180287;-35.57807855764607
1739209695.0180378;-45.120503652039325
1739209695.018047;-45.120503652039325
1739209695.0180562;-45.120503652039325
1739209695.0180652;-31.141103565318893
1739209695.0180743;-31.141103565318915
1739209695.0180836;-33.981070128970906
1739209695.0180926;-45.120503652039325
1739209695.0181017;-45.120503652039325
1739209695.0181108;-38.13080360867914
1739209695.01812;-35.57807855764607
1739209695.018129;-38.13080360867914
1739209695.0181382;-45.120503652039325
1739209695.0181472;-38.13080360867914
1739209695.0181565;-35.57807855764607
1739209695.0181656;-45.120503652039325
1739209695.0181746;-45.120503652039325
1739209695.0181837;-45.120503652039325
1739209695.018193;-38.13080360867914
1739209695.018202;-45.120503652039325
1739209695.0182111;-45.120503652039325
1739209695.0182202;-45.120503652039325
1739209695.0182295;-32.816014438256545
1739209695.0182385;-35.57807855764607
1739209695.0182476;-45.120503652039325
1739209695.0182567;-31.141103565318915
1739209695.018266;-35.57807855764607
1739209695.018275;-38.13080360867914
1739209695.018284;-38.13080360867914
1739209695.0182931;-33.981070128970906
1739209695.0183024;-33.981070128970906
1739209695.0183115;-45.120503652039325
1739209695.0183206;-45.120503652039325
1739209695.0183296;-45.120503652039325
1739209695.0183387;-45.120503652039325
1739209695.018348;-38.13080360867914
1739209695.018357;-38.13080360867914
1739209695.018366;-45.120503652039325
1739209695.0183752;-45.120503652039325
1739209695.0183845;-38.13080360867914
1739209695.0183935;-32.816014438256545
1739209695.0184026;-45.120503652039325
1739209695.0184116;-45.120503652039325
1739209695.018421;-33.981070128970906
1739209695.01843;-38.13080360867914
1739209695.018439;-31.141103565318915
1739209695.018448;-31.141103565318915
1739209695.0184574;-45.120503652039325
1739209695.0184665;-35.57807855764607
1739209695.0184755;-38.13080360867914
1739209695.0184846;-38.13080360867914
1739209695.018494;-45.120503652039325
1739209695.018503;-38.13080360867914
1739209695.018512;-45.120503652039325
1739209695.018521;-45.120503652039325
1739209695.0185304;-38.13080360867914
1739209695.0185394;-45.120503652039325
1739209695.0185485;-45.120503652039325
1739209695.0185575;-45.120503652039325
1739209695.0185668;-45.120503652039325
1739209695.018576;-38.13080360867914
1739209695.018585;-38.13080360867914
1739209695.018594;-38.13080360867914
1739209695.0186033;-38.13080360867914
1739209695.0186124;-45.120503652039325
1739209695.0186214;-38.13080360867914
1739209695.0186305;-38.13080360867914
1739209695.0186398;-33.981070128970906
1739209695.0186489;-45.120503652039325
1739209695.018658;-33.981070128970906
1739209695.018667;-27.8777449560314
1739209695.0186763;-45.120503652039325
1739209695.0186853;-45.120503652039325
1739209695.0186944;-33.981070128970906
1739209695.0187035;-30.49652367304973
1739209695.0187128;-38.13080360867914
1739209695.0187218;-45.120503652039325
1739209695.0187309;-45.120503652039325
1739209695.01874;-45.120503652039325
1739209695.0187492;-38.13080360867914
1739209695.0187583;-45.120503652039325
1739209695.0187674;-45.120503652039325
1739209695.0187764;-38.13080360867914
1739209695.0187857;-38.13080360867914
1739209695.0187948;-45.120503652039325
1739209695.0188038;-38.13080360867914
1739209695.018813;-31.141103565318893
1739209695.0188222;-38.13080360867914
1739209695.0188313;-45.120503652039325
1739209695.0188403;-45.120503652039325
1739209695.0188494;-45.120503652039325
1739209695.0188587;-38.13080360867914
1739209695.0188677;-45.120503652039325
1739209695.0188768;-38.13080360867914
1739209695.0188859;-32.816014438256545
1739209695.0188951;-45.120503652039325
1739209695.0189042;-38.13080360867914
1739209695.0189133;-38.13080360867914
1739209695.0189223;-38.13080360867914
1739209695.0189314;-45.120503652039325
1739209695.0189407;-32.816014438256545
1739209695.0189497;-45.120503652039325
1739209695.0189588;-45.120503652039325
1739209695.0189679;-35.57807855764607
1739209695.0189772;-38.13080360867914
1739209695.0189862;-45.120503652039325
1739209695.0189953;-45.120503652039325
1739209695.0190043;-35.57807855764607
1739209695.0190136;-45.120503652039325
1739209695.0190227;-38.13080360867914
1739209695.0190318;-45.120503652039325
1739209695.0190408;-38.13080360867914
1739209695.0190501;-38.13080360867914
1739209695.0190592;-45.120503652039325
