CAN Message; 0x77:ec97d5bbb41a6888
1739209619.8746557;-38.13080360867914
1739209619.874664;-38.13080360867914
1739209619.8746722;-35.57807855764607
1739209619.8746805;-38.13080360867914
1739209619.8746889;-45.120503652039325
1739209619.8746972;-45.120503652039325
1739209619.8747056;-38.13080360867914
1739209619.874714;-38.13080360867914
1739209619.8747222;-45.120503652039325
1739209619.8747306;-38.13080360867914
1739209619.874739;-45.120503652039325
1739209619.874747;-45.120503652039325
1739209619.8747554;-45.120503652039325
1739209619.8747637;-45.120503652039325
1739209619.874772;-45.120503652039325
1739209619.8747804;-38.13080360867914
1739209619.8747888;-32.816014438256545
1739209619.874797;-45.120503652039325
1739209619.8748055;-45.120503652039325
1739209619.8748138;-38.13080360867914
1739209619.8748221;-38.13080360867914
1739209619.8748302;-38.13080360867914
1739209619.8748386;-38.13080360867914
1739209619.874847;-45.120503652039325
1739209619.8748553;-38.13080360867914
1739209619.8748636;-38.13080360867914
1739209619.874872;-45.120503652039325
1739209619.8748803;-38.13080360867914
1739209619.8748887;-33.981070128970906
1739209619.874897;-38.13080360867914
1739209619.874905;-45.120503652039325
1739209619.8749135;-33.981070128970906
1739209619.8749218;-45.120503652039325
1739209619.8749301;-38.13080360867914
1739209619.8749385;-45.120503652039325
1739209619.8749468;-38.13080360867914
1739209619.8749552;-32.816014438256545
1739209619.8749635;-45.120503652039325
1739209619.8749719;-45.120503652039325
1739209619.8749802;-45.120503652039325
1739209619.8749883;-38.13080360867914
1739209619.8749967;-45.120503652039325
1739209619.875005;-38.13080360867914
1739209619.8750134;-38.13080360867914
1739209619.8750217;-45.120503652039325
1739209619.87503;-45.120503652039325
1739209619.8750384;-45.120503652039325
1739209619.8750467;-45.120503652039325
1739209619.875055;-45.120503652039325
1739209619.8750632;-45.120503652039325
1739209619.8750715;-45.120503652039325
1739209619.8750799;-38.13080360867914
1739209619.8750882;-45.120503652039325
1739209619.8750966;-45.120503652039325
1739209619.875105;-45.120503652039325
1739209619.8751132;-38.13080360867914
1739209619.8751216;-35.57807855764607
1739209619.87513;-35.57807855764607
1739209619.875138;-38.13080360867914
1739209619.8751464;-38.13080360867914
1739209619.8751547;-27.8777449560314
1739209619.875163;-45.120503652039325
1739209619.8751714;-45.120503652039325
1739209619.8751798;-45.120503652039325
1739209619.875188;-38.13080360867914
1739209619.8751965;-38.13080360867914
1739209619.8752048;-45.120503652039325
1739209619.8752131;-32.816014438256545
1739209619.8752213;-33.981070128970956
1739209619.8752296;-45.120503652039325
1739209619.875238;-38.13080360867914
1739209619.8752463;-38.13080360867914
1739209619.8752546;-45.120503652039325
1739209619.875263;-33.981070128970906
1739209619.8752713;-38.13080360867914
1739209619.8752797;-35.57807855764607
1739209619.875288;-26.487275050834715
1739209619.875296;-38.13080360867914
1739209619.8753045;-45.120503652039325
1739209619.8753128;-38.13080360867914
1739209619.8753211;-30.49652367304973
1739209619.8753295;-38.13080360867914
1739209619.8753378;-45.120503652039325
1739209619.8753462;-45.120503652039325
1739209619.8753545;-45.120503652039325
1739209619.8753629;-45.120503652039325
1739209619.8753712;-45.120503652039325
1739209619.8753793;-45.120503652039325
1739209619.8753877;-38.13080360867914
1739209619.875396;-45.120503652039325
1739209619.8754044;-45.120503652039325
1739209619.8754127;-38.13080360867914
1739209619.875421;-38.13080360867914
1739209619.8754294;-38.13080360867914
1739209619.8754377;-38.13080360867914
1739209619.875446;-38.13080360867914
1739209619.8754542;-45.120503652039325
1739209619.8754625;-45.120503652039325
1739209619.8754709;-38.13080360867914
1739209619.8754792;-38.13080360867914
1739209619.8754876;-26.991370085610722
1739209619.875496;-32.816014438256545
1739209619.8755043;-45.120503652039325
1739209619.8755126;-45.120503652039325
1739209619.875521;-35.57807855764607
1739209619.875529;-45.120503652039325
1739209619.8755374;-45.120503652039325
1739209619.8755457;-32.816014438256545
1739209619.875554;-38.13080360867914
1739209619.8755624;-38.13080360867914
1739209619.8755708;-32.816014438256545
1739209619.875579;-45.120503652039325
1739209619.8755875;-45.120503652039325
1739209619.8755958;-38.13080360867914
1739209619.8756042;-32.816014438256545
1739209619.8756123;-45.120503652039325
1739209619.8756206;-38.13080360867914
1739209619.875629;-38.13080360867914
1739209619.8756373;-38.13080360867914
1739209619.8756456;-38.13080360867914
1739209619.875654;-45.120503652039325
1739209619.8756623;-45.120503652039325
1739209619.8756707;-45.120503652039325
1739209619.875679;-45.120503652039325
1739209619.8756871;-45.120503652039325
1739209619.8756955;-38.13080360867914
1739209619.8757038;-38.13080360867914
1739209619.8757122;-45.120503652039325
1739209619.8757205;-38.13080360867914
1739209619.8757288;-31.141103565318915
1739209619.8757372;-45.120503652039325
1739209619.8757455;-38.13080360867914
1739209619.8757539;-38.13080360867914
1739209619.875762;-38.13080360867914
1739209619.8757703;-38.13080360867914
1739209619.8757787;-45.120503652039325
1739209619.875787;-38.13080360867914
1739209619.8757954;-45.120503652039325
1739209619.8758037;-45.120503652039325
1739209619.875812;-45.120503652039325
1739209619.8758204;-33.981070128970906
1739209619.8758287;-33.981070128970906
1739209619.875837;-45.120503652039325
1739209619.8758452;-38.13080360867914
1739209619.8758535;-35.57807855764607
1739209619.875862;-35.57807855764607
1739209619.8758702;-45.120503652039325
1739209619.8758786;-45.120503652039325
1739209619.875887;-38.13080360867914
1739209619.8758953;-45.120503652039325
1739209619.8759036;-45.120503652039325
1739209619.875912;-38.13080360867914
1739209619.87592;-33.981070128970906
1739209619.8759284;-38.13080360867914
1739209619.8759367;-45.120503652039325
1739209619.875945;-38.13080360867914
1739209619.8759534;-38.13080360867914
1739209619.8759618;-45.120503652039325
1739209619.8759701;-45.120503652039325
1739209619.8759785;-38.13080360867914
1739209619.8759868;-38.13080360867914
1739209619.8759952;-45.120503652039325
1739209619.8760033;-45.120503652039325
1739209619.8760116;-45.120503652039325
1739209619.87602;-38.13080360867914
1739209619.8760283;-33.981070128970906
1739209619.8760366;-45.120503652039325
1739209619.876045;-45.120503652039325
1739209619.8760533;-38.13080360867914
1739209619.8760617;-33.981070128970906
1739209619.87607;-38.13080360867914
1739209619.8760781;-33.981070128970906
1739209619.8760865;-35.57807855764607
1739209619.8760948;-45.120503652039325
1739209619.8761032;-38.13080360867914
1739209619.8761115;-33.981070128970906
1739209619.8761199;-38.13080360867914
1739209619.8761282;-45.120503652039325
1739209619.8761365;-45.120503652039325
1739209619.876145;-45.120503652039325
1739209619.876153;-38.13080360867914
1739209619.8761613;-32.816014438256545
1739209619.8761697;-38.13080360867914
1739209619.876178;-45.120503652039325
1739209619.8761864;-45.120503652039325
1739209619.8761947;-38.13080360867914
1739209619.876203;-38.13080360867914
1739209619.8762114;-45.120503652039325
1739209619.8762197;-33.981070128970906
1739209619.876228;-38.13080360867914
1739209619.8762362;-38.13080360867914
1739209619.8762445;-38.13080360867914
1739209619.876253;-45.120503652039325
1739209619.8762612;-45.120503652039325
1739209619.8762696;-38.13080360867914
1739209619.876278;-45.120503652039325
1739209619.8762863;-45.120503652039325
1739209619.8762946;-38.13080360867914
1739209619.876303;-45.120503652039325
1739209619.876311;-45.120503652039325
1739209619.8763194;-45.120503652039325
1739209619.8763278;-33.981070128970906
1739209619.876336;-38.13080360867914
1739209619.8763444;-38.13080360867914
1739209619.8763528;-45.120503652039325
1739209619.8763611;-28.58837851428586
1739209619.8763695;-29.438486411369333
1739209619.8763778;-38.13080360867914
1739209619.8763862;-45.120503652039325
1739209619.8763943;-33.981070128970906
1739209619.8764026;-35.57807855764607
1739209619.876411;-45.120503652039325
1739209619.8764193;-38.13080360867914
1739209619.8764277;-38.13080360867914
1739209619.876436;-45.120503652039325
1739209619.8764443;-38.13080360867914
1739209619.8764527;-45.120503652039325
1739209619.876461;-38.13080360867914
1739209619.8764691;-38.13080360867914
1739209619.8764775;-38.13080360867914
1739209619.8764858;-45.120503652039325
1739209619.8764942;-31.141103565318915
1739209619.8765025;-29.438486411369333
1739209619.8765109;-45.120503652039325
1739209619.8765192;-45.120503652039325
1739209619.8765275;-35.57807855764607
1739209619.876536;-35.57807855764607
1739209619.876544;-45.120503652039325
1739209619.8765523;-35.57807855764607
1739209619.8765607;-45.120503652039325
1739209619.876569;-45.120503652039325
1739209619.8765774;-45.120503652039325
1739209619.8765857;-45.120503652039325
1739209619.876594;-45.120503652039325
1739209619.8766024;-45.120503652039325
1739209619.8766108;-45.120503652039325
1739209619.876619;-45.120503652039325
1739209619.8766272;-38.13080360867914
1739209619.8766356;-35.57807855764607
1739209619.876644;-45.120503652039325
1739209619.8766522;-45.120503652039325
1739209619.8766606;-45.120503652039325
1739209619.876669;-45.120503652039325
1739209619.8766773;-38.13080360867914
1739209619.8766856;-38.13080360867914
1739209619.876694;-38.13080360867914
1739209619.876702;-31.141103565318893
1739209619.8767104;-38.13080360867914
1739209619.8767188;-35.57807855764607
1739209619.876727;-38.13080360867914
1739209619.8767354;-38.13080360867914
1739209619.8767438;-38.13080360867914
1739209619.8767521;-38.13080360867914
1739209619.8767605;-45.120503652039325
1739209619.8767688;-33.981070128970956
1739209619.8767772;-33.981070128970906
1739209619.8767853;-38.13080360867914
1739209619.8767936;-45.120503652039325
1739209619.876802;-45.120503652039325
1739209619.8768103;-38.13080360867914
1739209619.8768187;-45.120503652039325
1739209619.876827;-38.13080360867914
1739209619.8768353;-30.49652367304973
1739209619.8768437;-38.13080360867914
1739209619.876852;-38.13080360867914
1739209619.8768601;-38.13080360867914
1739209619.8768685;-35.57807855764607
1739209619.8768768;-45.120503652039325
1739209619.8768852;-45.120503652039325
1739209619.8768935;-45.120503652039325
1739209619.8769019;-45.120503652039325
1739209619.8769102;-45.120503652039325
1739209619.8769186;-45.120503652039325
1739209619.876927;-33.981070128970906
1739209619.876935;-31.141103565318915
1739209619.8769433;-33.981070128970906
1739209619.8769517;-45.120503652039325
1739209619.87696;-35.57807855764607
1739209619.8769684;-30.49652367304973
1739209619.8769767;-38.13080360867914
1739209619.876985;-38.13080360867914
1739209619.8769934;-38.13080360867914
1739209619.8770018;-38.13080360867914
1739209619.87701;-45.120503652039325
1739209619.8770182;-45.120503652039325
1739209619.8770266;-38.13080360867914
1739209619.877035;-45.120503652039325
1739209619.8770432;-45.120503652039325
1739209619.8770516;-45.120503652039325
1739209619.87706;-45.120503652039325
1739209619.8770683;-38.13080360867914
1739209619.8770766;-35.57807855764607
1739209619.877085;-45.120503652039325
1739209619.877093;-38.13080360867914
1739209619.8771014;-38.13080360867914
1739209619.8771098;-45.120503652039325
1739209619.877118;-45.120503652039325
1739209619.8771265;-38.13080360867914
1739209619.8771348;-45.120503652039325
1739209619.8771431;-45.120503652039325
1739209619.8771515;-45.120503652039325
1739209619.8771598;-38.13080360867914
1739209619.8771682;-38.13080360867914
1739209619.8771763;-35.57807855764607
1739209619.8771846;-45.120503652039325
1739209619.877193;-45.120503652039325
1739209619.8772013;-32.816014438256545
1739209619.8772097;-38.13080360867914
1739209619.877218;-45.120503652039325
1739209619.8772264;-35.57807855764607
1739209619.8772347;-38.13080360867914
1739209619.877243;-45.120503652039325
1739209619.8772511;-45.120503652039325
1739209619.8772595;-33.981070128970906
1739209619.8772678;-45.120503652039325
1739209619.8772762;-45.120503652039325
1739209619.8772845;-35.57807855764607
1739209619.8772929;-45.120503652039325
1739209619.8773012;-45.120503652039325
1739209619.8773096;-38.13080360867914
1739209619.877318;-38.13080360867914
1739209619.877326;-38.13080360867914
1739209619.8773344;-35.57807855764607
1739209619.8773427;-38.13080360867914
1739209619.877351;-45.120503652039325
1739209619.8773594;-45.120503652039325
1739209619.8773677;-38.13080360867914
1739209619.877376;-35.57807855764607
1739209619.8773844;-38.13080360867914
1739209619.8773928;-38.13080360867914
1739209619.877401;-33.981070128970906
1739209619.8774092;-38.13080360867914
1739209619.8774176;-45.120503652039325
1739209619.877426;-38.13080360867914
1739209619.8774343;-35.57807855764607
1739209619.8774426;-38.13080360867914
1739209619.877451;-45.120503652039325
1739209619.8774593;-38.13080360867914
1739209619.8774676;-38.13080360867914
1739209619.877476;-45.120503652039325
1739209619.877484;-38.13080360867914
1739209619.8774924;-45.120503652039325
1739209619.8775008;-45.120503652039325
1739209619.877509;-33.981070128970906
1739209619.8775175;-38.13080360867914
1739209619.8775258;-45.120503652039325
1739209619.8775342;-45.120503652039325
1739209619.8775425;-30.49652367304973
1739209619.8775508;-38.13080360867914
1739209619.8775592;-45.120503652039325
1739209619.8775673;-45.120503652039325
1739209619.8775756;-45.120503652039325
1739209619.877584;-38.13080360867914
1739209619.8775923;-38.13080360867914
1739209619.8776007;-45.120503652039325
1739209619.877609;-45.120503652039325
1739209619.8776174;-33.981070128970906
1739209619.8776257;-38.13080360867914
1739209619.877634;-45.120503652039325
1739209619.8776422;-31.141103565318915
1739209619.8776505;-35.57807855764607
1739209619.8776588;-38.13080360867914
1739209619.8776672;-45.120503652039325
1739209619.8776755;-33.981070128970906
1739209619.8776839;-32.816014438256545
1739209619.8776922;-38.13080360867914
1739209619.8777006;-45.120503652039325
1739209619.877709;-45.120503652039325
1739209619.877717;-45.120503652039325
1739209619.8777254;-38.13080360867914
1739209619.8777337;-38.13080360867914
1739209619.877742;-38.13080360867914
1739209619.8777504;-35.57807855764607
1739209619.8777587;-38.13080360867914
1739209619.877767;-38.13080360867914
1739209619.8777754;-45.120503652039325
1739209619.8777838;-38.13080360867914
1739209619.8777921;-38.13080360867914
1739209619.8778002;-45.120503652039325
1739209619.8778086;-35.57807855764607
1739209619.877817;-38.13080360867914
1739209619.8778253;-38.13080360867914
1739209619.8778336;-38.13080360867914
1739209619.877842;-29.438486411369333
1739209619.8778503;-30.49652367304973
1739209619.8778586;-38.13080360867914
1739209619.877867;-32.816014438256545
1739209619.877875;-45.120503652039325
1739209619.8778834;-38.13080360867914
1739209619.8778918;-38.13080360867914
1739209619.8779001;-35.57807855764607
1739209619.8779085;-33.981070128970956
1739209619.8779168;-45.120503652039325
1739209619.8779252;-45.120503652039325
1739209619.8779335;-45.120503652039325
1739209619.8779418;-45.120503652039325
1739209619.8779502;-45.120503652039325
1739209619.8779583;-38.13080360867914
1739209619.8779666;-38.13080360867914
1739209619.877975;-35.57807855764607
1739209619.8779833;-32.816014438256545
1739209619.8779917;-45.120503652039325
1739209619.878;-38.13080360867914
1739209619.8780084;-38.13080360867914
1739209619.8780167;-38.13080360867914
1739209619.878025;-45.120503652039325
1739209619.8780332;-45.120503652039325
1739209619.8780415;-45.120503652039325
1739209619.8780499;-45.120503652039325
1739209619.8780582;-45.120503652039325
1739209619.8780665;-38.13080360867914
1739209619.878075;-38.13080360867914
1739209619.8780832;-38.13080360867914
1739209619.8780916;-45.120503652039325
1739209619.8781;-38.13080360867914
1739209619.878108;-45.120503652039325
1739209619.8781164;-45.120503652039325
1739209619.8781247;-38.13080360867914
1739209619.878133;-45.120503652039325
1739209619.8781414;-38.13080360867914
1739209619.8781497;-45.120503652039325
1739209619.878158;-38.13080360867914
1739209619.8781664;-45.120503652039325
1739209619.8781748;-30.49652367304973
1739209619.8781831;-26.035653463252796
1739209619.8781912;-45.120503652039325
1739209619.8781996;-45.120503652039325
1739209619.878208;-35.57807855764607
1739209619.8782163;-35.57807855764607
1739209619.8782246;-45.120503652039325
1739209619.878233;-45.120503652039325
1739209619.8782413;-45.120503652039325
1739209619.8782496;-45.120503652039325
1739209619.878258;-38.13080360867914
1739209619.878266;-45.120503652039325
1739209619.8782744;-45.120503652039325
1739209619.8782828;-38.13080360867914
1739209619.8782911;-38.13080360867914
1739209619.8782995;-45.120503652039325
1739209619.8783078;-33.981070128970906
1739209619.8783162;-26.991370085610736
1739209619.8783245;-45.120503652039325
1739209619.8783329;-45.120503652039325
1739209619.8783412;-45.120503652039325
1739209619.8783493;-45.120503652039325
1739209619.8783576;-45.120503652039325
1739209619.878366;-45.120503652039325
1739209619.8783743;-45.120503652039325
1739209619.8783827;-45.120503652039325
1739209619.878391;-45.120503652039325
1739209619.8783994;-45.120503652039325
1739209619.8784077;-45.120503652039325
1739209619.878416;-38.13080360867914
1739209619.8784242;-45.120503652039325
1739209619.8784325;-45.120503652039325
1739209619.8784409;-38.13080360867914
1739209619.8784492;-38.13080360867914
1739209619.8784575;-35.57807855764607
1739209619.878466;-38.13080360867914
1739209619.8784742;-45.120503652039325
1739209619.8784826;-45.120503652039325
1739209619.878491;-38.13080360867914
1739209619.878499;-35.57807855764607
1739209619.8785074;-38.13080360867914
1739209619.8785157;-35.57807855764607
1739209619.878524;-33.981070128970906
1739209619.8785324;-38.13080360867914
1739209619.8785408;-45.120503652039325
1739209619.878549;-35.57807855764607
1739209619.8785574;-38.13080360867914
1739209619.8785658;-38.13080360867914
1739209619.8785741;-38.13080360867914
1739209619.8785822;-45.120503652039325
1739209619.8785906;-45.120503652039325
1739209619.878599;-38.13080360867914
1739209619.8786073;-45.120503652039325
1739209619.8786156;-45.120503652039325
1739209619.878624;-38.13080360867914
1739209619.8786323;-35.57807855764607
1739209619.8786407;-38.13080360867914
1739209619.878649;-45.120503652039325
1739209619.878657;-31.141103565318915
1739209619.8786654;-35.57807855764607
1739209619.8786738;-38.13080360867914
1739209619.8786821;-38.13080360867914
1739209619.8786905;-33.981070128970906
1739209619.8786988;-38.13080360867914
1739209619.8787072;-45.120503652039325
1739209619.8787155;-45.120503652039325
1739209619.8787239;-45.120503652039325
1739209619.878732;-38.13080360867914
1739209619.8787403;-45.120503652039325
1739209619.8787487;-45.120503652039325
1739209619.878757;-38.13080360867914
1739209619.8787653;-45.120503652039325
1739209619.8787737;-38.13080360867914
1739209619.878782;-35.57807855764607
1739209619.8787904;-38.13080360867914
1739209619.8787987;-45.120503652039325
1739209619.878807;-45.120503652039325
1739209619.8788152;-45.120503652039325
1739209619.8788235;-33.981070128970906
1739209619.8788319;-45.120503652039325
1739209619.8788402;-45.120503652039325
1739209619.8788486;-38.13080360867914
1739209619.878857;-38.13080360867914
1739209619.8788652;-45.120503652039325
1739209619.8788736;-33.981070128970906
1739209619.878882;-35.57807855764607
1739209619.87889;-38.13080360867914
1739209619.8788984;-45.120503652039325
1739209619.8789067;-38.13080360867914
1739209619.878915;-38.13080360867914
1739209619.8789234;-45.120503652039325
1739209619.8789318;-45.120503652039325
1739209619.87894;-45.120503652039325
1739209619.8789485;-45.120503652039325
1739209619.8789568;-45.120503652039325
1739209619.8789651;-45.120503652039325
1739209619.8789732;-33.981070128970906
1739209619.8789816;-32.816014438256545
1739209619.87899;-38.13080360867914
1739209619.8789983;-45.120503652039325
1739209619.8790066;-38.13080360867914
1739209619.879015;-33.981070128970906
1739209619.8790233;-38.13080360867914
1739209619.8790317;-45.120503652039325
1739209619.87904;-38.13080360867914
1739209619.879048;-35.57807855764607
1739209619.8790565;-35.57807855764607
1739209619.8790648;-45.120503652039325
1739209619.8790731;-35.57807855764607
1739209619.8790815;-32.816014438256545
1739209619.8790898;-45.120503652039325
1739209619.8790982;-45.120503652039325
1739209619.8791065;-38.13080360867914
1739209619.8791149;-38.13080360867914
1739209619.879123;-31.141103565318915
1739209619.8791313;-35.57807855764607
1739209619.8791397;-45.120503652039325
1739209619.879148;-38.13080360867914
1739209619.8791564;-38.13080360867914
1739209619.8791647;-38.13080360867914
1739209619.879173;-45.120503652039325
1739209619.8791814;-38.13080360867914
1739209619.8791897;-38.13080360867914
1739209619.879198;-45.120503652039325
1739209619.8792062;-35.57807855764607
1739209619.8792145;-35.57807855764607
1739209619.8792229;-38.13080360867914
1739209619.8792312;-38.13080360867914
1739209619.8792396;-33.981070128970906
1739209619.879248;-38.13080360867914
1739209619.8792562;-38.13080360867914
1739209619.8792646;-38.13080360867914
1739209619.879273;-38.13080360867914
1739209619.879281;-45.120503652039325
1739209619.8792894;-33.981070128970906
1739209619.8792977;-38.13080360867914
1739209619.879306;-38.13080360867914
1739209619.8793144;-38.13080360867914
1739209619.8793228;-35.57807855764607
1739209619.879331;-35.57807855764607
1739209619.8793395;-45.120503652039325
1739209619.8793478;-35.57807855764607
1739209619.8793561;-38.13080360867914
1739209619.8793643;-45.120503652039325
1739209619.8793726;-45.120503652039325
1739209619.879381;-45.120503652039325
1739209619.8793893;-38.13080360867914
1739209619.8793976;-45.120503652039325
1739209619.879406;-38.13080360867914
1739209619.8794143;-45.120503652039325
1739209619.8794227;-38.13080360867914
1739209619.879431;-45.120503652039325
1739209619.879439;-33.981070128970906
1739209619.8794475;-45.120503652039325
1739209619.8794558;-28.58837851428586
1739209619.8794641;-27.8777449560314
1739209619.8794725;-45.120503652039325
1739209619.8794808;-45.120503652039325
1739209619.8794892;-35.57807855764607
1739209619.8794975;-35.57807855764607
1739209619.8795059;-45.120503652039325
1739209619.879514;-38.13080360867914
1739209619.8795223;-45.120503652039325
1739209619.8795307;-38.13080360867914
1739209619.879539;-38.13080360867914
1739209619.8795474;-45.120503652039325
1739209619.8795557;-45.120503652039325
1739209619.879564;-45.120503652039325
1739209619.8795724;-45.120503652039325
1739209619.8795807;-45.120503652039325
1739209619.879589;-35.57807855764607
1739209619.8795972;-31.141103565318893
1739209619.8796055;-45.120503652039325
1739209619.8796139;-45.120503652039325
1739209619.8796222;-38.13080360867914
1739209619.8796306;-35.57807855764607
1739209619.879639;-38.13080360867914
1739209619.8796473;-45.120503652039325
1739209619.8796556;-45.120503652039325
1739209619.879664;-45.120503652039325
1739209619.879672;-45.120503652039325
1739209619.8796804;-45.120503652039325
1739209619.8796887;-45.120503652039325
1739209619.879697;-45.120503652039325
1739209619.8797054;-38.13080360867914
1739209619.8797138;-32.816014438256545
1739209619.879722;-45.120503652039325
1739209619.8797305;-45.120503652039325
1739209619.8797388;-38.13080360867914
1739209619.8797472;-45.120503652039325
1739209619.8797553;-45.120503652039325
1739209619.8797636;-45.120503652039325
1739209619.879772;-45.120503652039325
1739209619.8797803;-45.120503652039325
1739209619.8797886;-32.816014438256545
1739209619.879797;-26.035653463252796
1739209619.8798053;-38.13080360867914
1739209619.8798137;-38.13080360867914
1739209619.879822;-38.13080360867914
1739209619.8798301;-38.13080360867914
1739209619.8798385;-38.13080360867914
1739209619.8798468;-45.120503652039325
1739209619.8798552;-45.120503652039325
1739209619.8798635;-45.120503652039325
1739209619.8798718;-45.120503652039325
1739209619.8798802;-45.120503652039325
1739209619.8798885;-38.13080360867914
1739209619.8798969;-45.120503652039325
1739209619.879905;-38.13080360867914
1739209619.8799133;-35.57807855764607
1739209619.8799217;-38.13080360867914
1739209619.87993;-45.120503652039325
1739209619.8799384;-38.13080360867914
1739209619.8799467;-33.981070128970906
1739209619.879955;-45.120503652039325
1739209619.8799634;-45.120503652039325
1739209619.8799717;-35.57807855764607
1739209619.87998;-38.13080360867914
1739209619.8799882;-38.13080360867914
1739209619.8799965;-35.57807855764607
1739209619.880005;-38.13080360867914
1739209619.8800132;-35.57807855764607
1739209619.8800216;-38.13080360867914
1739209619.88003;-45.120503652039325
1739209619.8800383;-33.981070128970906
1739209619.8800466;-33.981070128970906
1739209619.880055;-45.120503652039325
1739209619.880063;-45.120503652039325
1739209619.8800714;-38.13080360867914
1739209619.8800797;-38.13080360867914
1739209619.880088;-45.120503652039325
1739209619.8800964;-45.120503652039325
1739209619.8801048;-38.13080360867914
1739209619.8801131;-45.120503652039325
1739209619.8801215;-45.120503652039325
1739209619.8801298;-45.120503652039325
1739209619.8801382;-38.13080360867914
1739209619.8801463;-35.57807855764607
1739209619.8801546;-45.120503652039325
1739209619.880163;-45.120503652039325
1739209619.8801713;-38.13080360867914
1739209619.8801796;-38.13080360867914
1739209619.880188;-45.120503652039325
1739209619.8801963;-38.13080360867914
1739209619.8802047;-38.13080360867914
1739209619.880213;-45.120503652039325
1739209619.8802211;-45.120503652039325
1739209619.8802295;-38.13080360867914
1739209619.8802378;-35.57807855764607
1739209619.8802462;-45.120503652039325
1739209619.8802545;-33.981070128970906
1739209619.8802629;-38.13080360867914
1739209619.8802712;-38.13080360867914
1739209619.8802795;-45.120503652039325
1739209619.880288;-38.13080360867914
1739209619.880296;-45.120503652039325
1739209619.8803043;-45.120503652039325
1739209619.8803127;-45.120503652039325
1739209619.880321;-38.13080360867914
1739209619.8803294;-38.13080360867914
1739209619.8803377;-38.13080360867914
1739209619.880346;-38.13080360867914
1739209619.8803544;-45.120503652039325
1739209619.8803627;-32.816014438256545
1739209619.880371;-38.13080360867914
1739209619.8803792;-45.120503652039325
1739209619.8803875;-38.13080360867914
1739209619.880396;-38.13080360867914
1739209619.8804042;-38.13080360867914
1739209619.8804126;-45.120503652039325
1739209619.880421;-38.13080360867914
1739209619.8804293;-38.13080360867914
1739209619.8804376;-38.13080360867914
1739209619.880446;-45.120503652039325
1739209619.880454;-45.120503652039325
1739209619.8804624;-45.120503652039325
1739209619.8804708;-38.13080360867914
1739209619.880479;-45.120503652039325
1739209619.8804874;-38.13080360867914
1739209619.8804958;-45.120503652039325
1739209619.8805041;-45.120503652039325
1739209619.8805125;-38.13080360867914
1739209619.8805208;-38.13080360867914
1739209619.8805292;-35.57807855764607
1739209619.8805373;-33.981070128970906
1739209619.8805456;-45.120503652039325
1739209619.880554;-33.981070128970906
1739209619.8805623;-33.981070128970906
1739209619.8805707;-33.981070128970906
1739209619.880579;-45.120503652039325
1739209619.8805873;-45.120503652039325
1739209619.8805957;-38.13080360867914
1739209619.880604;-31.14110356531892
1739209619.8806121;-45.120503652039325
1739209619.8806205;-45.120503652039325
