CAN Message; 0x1a7:0000780dc5b77212
1739209796.3597965;-45.120503652039325
1739209796.3598006;-38.13080360867914
1739209796.3598046;-32.816014438256545
1739209796.3598087;-33.981070128970906
1739209796.3598127;-45.120503652039325
1739209796.3598168;-45.120503652039325
1739209796.3598208;-29.438486411369333
1739209796.3598247;-35.57807855764607
1739209796.3598287;-45.120503652039325
1739209796.3598328;-45.120503652039325
1739209796.3598368;-45.120503652039325
1739209796.3598409;-38.13080360867914
1739209796.359845;-45.120503652039325
1739209796.359849;-38.13080360867914
1739209796.359853;-45.120503652039325
1739209796.359857;-45.120503652039325
1739209796.3598611;-45.120503652039325
1739209796.3598652;-45.120503652039325
1739209796.3598692;-45.120503652039325
1739209796.3598733;-45.120503652039325
1739209796.3598773;-45.120503652039325
1739209796.3598814;-45.120503652039325
1739209796.3598855;-27.8777449560314
1739209796.3598895;-31.141103565318893
1739209796.3598936;-45.120503652039325
1739209796.3598976;-38.13080360867914
1739209796.3599017;-38.13080360867914
1739209796.3599057;-38.13080360867914
1739209796.3599098;-35.57807855764607
1739209796.3599136;-35.57807855764607
1739209796.3599176;-38.13080360867914
1739209796.3599217;-45.120503652039325
1739209796.3599257;-35.57807855764607
1739209796.3599298;-38.13080360867914
1739209796.3599339;-45.120503652039325
1739209796.359938;-45.120503652039325
1739209796.359942;-38.13080360867914
1739209796.359946;-45.120503652039325
1739209796.35995;-30.49652367304973
1739209796.359954;-32.816014438256545
1739209796.3599582;-45.120503652039325
1739209796.3599622;-35.57807855764607
1739209796.3599663;-35.57807855764607
1739209796.3599703;-33.981070128970906
1739209796.3599744;-45.120503652039325
1739209796.3599784;-38.13080360867914
1739209796.3599825;-45.120503652039325
1739209796.3599865;-38.13080360867914
1739209796.3599906;-38.13080360867914
1739209796.3599946;-38.13080360867914
1739209796.3599987;-38.13080360867914
1739209796.3600025;-33.981070128970906
1739209796.3600066;-45.120503652039325
1739209796.3600106;-45.120503652039325
1739209796.3600147;-45.120503652039325
1739209796.3600187;-45.120503652039325
1739209796.3600228;-45.120503652039325
1739209796.3600268;-45.120503652039325
1739209796.360031;-45.120503652039325
1739209796.360035;-38.13080360867914
1739209796.360039;-38.13080360867914
1739209796.360043;-45.120503652039325
1739209796.360047;-32.816014438256545
1739209796.3600512;-28.992665084841942
1739209796.3600552;-38.13080360867914
1739209796.3600593;-38.13080360867914
1739209796.3600633;-35.57807855764607
1739209796.3600674;-33.981070128970906
1739209796.3600714;-45.120503652039325
1739209796.3600755;-38.13080360867914
1739209796.3600795;-45.120503652039325
1739209796.3600836;-38.13080360867914
1739209796.3600874;-45.120503652039325
1739209796.3600914;-45.120503652039325
1739209796.3600955;-38.13080360867914
1739209796.3600996;-45.120503652039325
1739209796.3601036;-45.120503652039325
1739209796.3601077;-45.120503652039325
1739209796.3601117;-32.816014438256545
1739209796.3601158;-28.992665084841942
1739209796.3601198;-45.120503652039325
1739209796.3601239;-38.13080360867914
1739209796.360128;-35.57807855764607
1739209796.360132;-35.57807855764607
1739209796.360136;-38.13080360867914
1739209796.36014;-33.981070128970906
1739209796.3601441;-45.120503652039325
1739209796.3601482;-35.57807855764607
1739209796.3601522;-35.57807855764607
1739209796.3601563;-35.57807855764607
1739209796.3601604;-38.13080360867914
1739209796.3601644;-45.120503652039325
1739209796.3601685;-38.13080360867914
1739209796.3601725;-45.120503652039325
1739209796.3601763;-45.120503652039325
1739209796.3601804;-38.13080360867914
1739209796.3601844;-45.120503652039325
1739209796.3601885;-45.120503652039325
1739209796.3601925;-45.120503652039325
1739209796.3601966;-38.13080360867914
1739209796.3602006;-35.57807855764607
1739209796.3602047;-45.120503652039325
1739209796.3602087;-35.57807855764607
1739209796.3602128;-38.13080360867914
1739209796.3602169;-45.120503652039325
1739209796.360221;-38.13080360867914
1739209796.360225;-45.120503652039325
1739209796.360229;-45.120503652039325
1739209796.360233;-33.981070128970906
1739209796.3602371;-45.120503652039325
1739209796.3602412;-45.120503652039325
1739209796.3602452;-38.13080360867914
1739209796.3602493;-45.120503652039325
1739209796.3602533;-45.120503652039325
1739209796.3602574;-45.120503652039325
1739209796.3602614;-45.120503652039325
1739209796.3602653;-45.120503652039325
1739209796.3602693;-38.13080360867914
1739209796.3602734;-45.120503652039325
1739209796.3602774;-38.13080360867914
1739209796.3602815;-38.13080360867914
1739209796.3602855;-38.13080360867914
1739209796.3602896;-38.13080360867914
1739209796.3602936;-38.13080360867914
1739209796.3602977;-31.141103565318915
1739209796.3603017;-38.13080360867914
1739209796.3603058;-45.120503652039325
1739209796.3603098;-38.13080360867914
1739209796.360314;-45.120503652039325
1739209796.360318;-38.13080360867914
1739209796.360322;-45.120503652039325
1739209796.360326;-33.981070128970906
1739209796.36033;-45.120503652039325
1739209796.3603342;-45.120503652039325
1739209796.3603382;-38.13080360867914
1739209796.3603423;-33.981070128970906
1739209796.3603463;-45.120503652039325
1739209796.3603504;-38.13080360867914
1739209796.3603542;-35.57807855764607
1739209796.3603582;-38.13080360867914
1739209796.3603623;-45.120503652039325
1739209796.3603663;-45.120503652039325
1739209796.3603704;-38.13080360867914
1739209796.3603745;-38.13080360867914
1739209796.3603785;-38.13080360867914
1739209796.3603826;-45.120503652039325
1739209796.3603866;-35.57807855764607
1739209796.3603907;-38.13080360867914
1739209796.3603947;-35.57807855764607
1739209796.3603988;-38.13080360867914
1739209796.3604028;-35.57807855764607
1739209796.3604069;-38.13080360867914
1739209796.360411;-45.120503652039325
1739209796.360415;-38.13080360867914
1739209796.360419;-38.13080360867914
1739209796.360423;-45.120503652039325
1739209796.3604271;-38.13080360867914
1739209796.3604312;-38.13080360867914
1739209796.3604352;-45.120503652039325
1739209796.3604393;-45.120503652039325
1739209796.360443;-45.120503652039325
1739209796.3604472;-45.120503652039325
1739209796.3604512;-38.13080360867914
1739209796.3604553;-38.13080360867914
1739209796.3604593;-33.981070128970906
1739209796.3604634;-45.120503652039325
1739209796.3604674;-45.120503652039325
1739209796.3604715;-38.13080360867914
1739209796.3604755;-32.816014438256545
1739209796.3604796;-45.120503652039325
1739209796.3604836;-45.120503652039325
1739209796.3604877;-38.13080360867914
1739209796.3604918;-45.120503652039325
1739209796.3604958;-45.120503652039325
1739209796.3604999;-38.13080360867914
1739209796.360504;-45.120503652039325
1739209796.360508;-45.120503652039325
1739209796.360512;-45.120503652039325
1739209796.360516;-38.13080360867914
1739209796.3605201;-45.120503652039325
1739209796.3605242;-45.120503652039325
1739209796.360528;-33.981070128970906
1739209796.360532;-45.120503652039325
1739209796.360536;-38.13080360867914
1739209796.3605402;-25.826314394896354
1739209796.3605442;-38.13080360867914
1739209796.3605483;-45.120503652039325
1739209796.3605523;-45.120503652039325
1739209796.3605564;-32.816014438256545
1739209796.3605604;-45.120503652039325
1739209796.3605645;-38.13080360867914
1739209796.3605685;-45.120503652039325
1739209796.3605726;-38.13080360867914
1739209796.3605766;-45.120503652039325
1739209796.3605807;-45.120503652039325
1739209796.3605847;-45.120503652039325
1739209796.3605888;-45.120503652039325
1739209796.3605928;-45.120503652039325
1739209796.360597;-45.120503652039325
1739209796.360601;-45.120503652039325
1739209796.360605;-31.141103565318893
1739209796.360609;-38.13080360867914
1739209796.360613;-38.13080360867914
1739209796.360617;-38.13080360867914
1739209796.360621;-33.981070128970906
1739209796.360625;-38.13080360867914
1739209796.360629;-35.57807855764607
1739209796.3606331;-38.13080360867914
1739209796.3606372;-45.120503652039325
1739209796.3606412;-45.120503652039325
1739209796.3606453;-45.120503652039325
1739209796.3606493;-38.13080360867914
1739209796.3606534;-35.57807855764607
1739209796.3606575;-45.120503652039325
1739209796.3606615;-45.120503652039325
1739209796.3606656;-32.816014438256545
1739209796.3606696;-38.13080360867914
1739209796.3606737;-45.120503652039325
1739209796.3606777;-35.57807855764607
1739209796.3606818;-45.120503652039325
1739209796.3606858;-45.120503652039325
1739209796.3606899;-45.120503652039325
1739209796.360694;-35.57807855764607
1739209796.360698;-38.13080360867914
1739209796.360702;-29.438486411369333
1739209796.3607059;-31.141103565318893
1739209796.36071;-38.13080360867914
1739209796.360714;-33.981070128970906
1739209796.360718;-38.13080360867914
1739209796.360722;-33.981070128970906
1739209796.360726;-33.981070128970906
1739209796.3607302;-33.981070128970906
1739209796.3607342;-38.13080360867914
1739209796.3607383;-45.120503652039325
1739209796.3607423;-35.57807855764607
1739209796.3607464;-38.13080360867914
1739209796.3607504;-45.120503652039325
1739209796.3607545;-45.120503652039325
1739209796.3607585;-35.57807855764607
1739209796.3607626;-38.13080360867914
1739209796.3607666;-33.981070128970906
1739209796.3607707;-31.141103565318915
1739209796.3607748;-38.13080360867914
1739209796.3607788;-38.13080360867914
1739209796.3607829;-45.120503652039325
1739209796.360787;-38.13080360867914
1739209796.360791;-38.13080360867914
1739209796.3607948;-33.981070128970906
1739209796.3607988;-45.120503652039325
1739209796.360803;-38.13080360867914
1739209796.360807;-35.57807855764607
1739209796.360811;-38.13080360867914
1739209796.360815;-38.13080360867914
1739209796.360819;-38.13080360867914
1739209796.3608232;-38.13080360867914
1739209796.3608272;-38.13080360867914
1739209796.3608313;-45.120503652039325
1739209796.3608353;-38.13080360867914
1739209796.3608394;-38.13080360867914
1739209796.3608434;-38.13080360867914
1739209796.3608475;-45.120503652039325
1739209796.3608515;-38.13080360867914
1739209796.3608556;-45.120503652039325
1739209796.3608596;-45.120503652039325
1739209796.3608637;-32.816014438256545
1739209796.3608677;-32.816014438256545
1739209796.3608718;-45.120503652039325
1739209796.3608758;-38.13080360867914
1739209796.36088;-32.816014438256545
1739209796.3608837;-32.816014438256545
1739209796.3608878;-45.120503652039325
1739209796.3608918;-38.13080360867914
1739209796.3608959;-38.13080360867914
1739209796.3609;-45.120503652039325
1739209796.360904;-45.120503652039325
1739209796.360908;-45.120503652039325
1739209796.360912;-38.13080360867914
1739209796.3609161;-32.816014438256545
1739209796.3609202;-25.826314394896354
1739209796.3609242;-23.50682362968953
1739209796.3609283;-30.49652367304973
1739209796.3609324;-26.991370085610722
1739209796.3609364;-29.438486411369333
1739209796.3609405;-38.13080360867914
1739209796.3609445;-38.13080360867914
1739209796.3609486;-29.438486411369333
1739209796.3609526;-45.120503652039325
1739209796.3609567;-38.13080360867914
1739209796.3609607;-31.141103565318893
1739209796.3609648;-38.13080360867914
1739209796.3609686;-29.438486411369354
1739209796.3609726;-21.4469444417791
1739209796.3609767;-24.589719217205094
1739209796.3609807;-38.13080360867914
1739209796.3609848;-28.58837851428586
1739209796.3609889;-45.120503652039325
1739209796.360993;-31.14110356531892
1739209796.360997;-32.816014438256545
1739209796.361001;-45.120503652039325
1739209796.361005;-32.816014438256545
1739209796.3610091;-38.13080360867914
1739209796.3610132;-33.981070128970906
1739209796.3610172;-28.218542851754165
1739209796.3610213;-24.438645034577675
1739209796.3610253;-24.589719217205094
1739209796.3610294;-27.8777449560314
1739209796.3610334;-25.252786309376837
1739209796.3610375;-45.120503652039325
1739209796.3610415;-38.13080360867914
1739209796.3610456;-31.141103565318893
1739209796.3610497;-33.981070128970906
1739209796.3610537;-38.13080360867914
1739209796.3610575;-45.120503652039325
1739209796.3610616;-45.120503652039325
1739209796.3610656;-33.981070128970906
1739209796.3610697;-25.07728991421287
1739209796.3610737;-25.826314394896364
1739209796.3610778;-45.120503652039325
1739209796.3610818;-45.120503652039325
1739209796.361086;-31.141103565318943
1739209796.36109;-33.981070128970906
1739209796.361094;-31.141103565318915
1739209796.361098;-33.981070128970906
1739209796.361102;-31.141103565318915
1739209796.3611062;-45.120503652039325
1739209796.3611102;-32.816014438256545
1739209796.3611143;-45.120503652039325
1739209796.3611183;-24.15140352195872
1739209796.3611224;-23.16150712794696
1739209796.3611264;-28.588378514285886
1739209796.3611305;-28.992665084841942
1739209796.3611345;-38.13080360867914
1739209796.3611386;-33.981070128970906
1739209796.3611426;-35.57807855764607
1739209796.3611465;-45.120503652039325
1739209796.3611505;-45.120503652039325
1739209796.3611546;-35.57807855764607
1739209796.3611586;-35.57807855764607
1739209796.3611627;-45.120503652039325
1739209796.3611667;-28.992665084841967
1739209796.3611708;-22.54371790334745
1739209796.3611748;-25.62660358559016
1739209796.3611789;-38.13080360867914
1739209796.361183;-38.13080360867914
1739209796.361187;-35.57807855764607
1739209796.361191;-35.57807855764607
1739209796.361195;-35.57807855764607
1739209796.3611991;-38.13080360867914
1739209796.3612032;-38.13080360867914
1739209796.3612072;-38.13080360867914
1739209796.3612113;-38.13080360867914
1739209796.3612154;-28.58837851428586
1739209796.3612194;-28.218542851754187
1739209796.3612235;-21.676580915188197
1739209796.3612275;-28.588378514285886
1739209796.3612316;-38.13080360867914
1739209796.3612354;-31.141103565318915
1739209796.3612394;-31.141103565318915
1739209796.3612435;-45.120503652039325
1739209796.3612475;-28.58837851428586
1739209796.3612516;-38.13080360867914
1739209796.3612556;-31.141103565318893
1739209796.3612597;-24.589719217205094
1739209796.3612638;-33.981070128970956
1739209796.3612678;-26.991370085610754
1739209796.3612719;-20.954098578656478
1739209796.361276;-25.826314394896357
1739209796.36128;-38.13080360867914
1739209796.361284;-33.981070128970906
1739209796.361288;-38.13080360867914
1739209796.3612921;-38.13080360867914
1739209796.3612962;-38.13080360867914
1739209796.3613002;-45.120503652039325
1739209796.3613043;-33.981070128970906
1739209796.3613083;-45.120503652039325
1739209796.3613124;-32.816014438256545
1739209796.3613164;-28.588378514285886
1739209796.3613205;-27.267205301931607
1739209796.3613243;-28.58837851428586
1739209796.3613284;-38.13080360867914
1739209796.3613324;-31.141103565318943
1739209796.3613365;-45.120503652039325
1739209796.3613405;-45.120503652039325
1739209796.3613446;-38.13080360867914
1739209796.3613486;-45.120503652039325
1739209796.3613527;-38.13080360867914
1739209796.3613567;-26.991370085610736
1739209796.3613608;-32.816014438256545
1739209796.3613648;-45.120503652039325
1739209796.361369;-45.120503652039325
1739209796.361373;-38.13080360867914
1739209796.361377;-38.13080360867914
1739209796.361381;-45.120503652039325
1739209796.361385;-45.120503652039325
1739209796.3613892;-45.120503652039325
1739209796.3613932;-45.120503652039325
1739209796.3613973;-38.13080360867914
1739209796.3614013;-38.13080360867914
1739209796.3614054;-45.120503652039325
1739209796.3614092;-38.13080360867914
1739209796.3614132;-45.120503652039325
1739209796.3614173;-45.120503652039325
1739209796.3614213;-29.438486411369333
1739209796.3614254;-35.57807855764607
1739209796.3614295;-38.13080360867914
1739209796.3614335;-45.120503652039325
1739209796.3614376;-45.120503652039325
1739209796.3614416;-45.120503652039325
1739209796.3614457;-45.120503652039325
1739209796.3614497;-45.120503652039325
1739209796.3614538;-45.120503652039325
1739209796.3614578;-45.120503652039325
1739209796.3614619;-33.981070128970906
1739209796.361466;-38.13080360867914
1739209796.36147;-38.13080360867914
1739209796.361474;-38.13080360867914
1739209796.361478;-38.13080360867914
1739209796.3614821;-32.816014438256545
1739209796.3614862;-38.13080360867914
1739209796.3614902;-45.120503652039325
1739209796.3614943;-35.57807855764607
1739209796.361498;-33.981070128970906
1739209796.3615022;-45.120503652039325
1739209796.3615062;-33.981070128970906
1739209796.3615103;-45.120503652039325
1739209796.3615143;-45.120503652039325
1739209796.3615184;-32.816014438256545
1739209796.3615224;-30.49652367304973
1739209796.3615265;-45.120503652039325
1739209796.3615305;-45.120503652039325
1739209796.3615346;-38.13080360867914
1739209796.3615386;-33.981070128970906
1739209796.3615427;-45.120503652039325
1739209796.3615468;-33.981070128970906
1739209796.3615508;-38.13080360867914
1739209796.3615549;-45.120503652039325
1739209796.361559;-35.57807855764607
1739209796.361563;-45.120503652039325
1739209796.361567;-35.57807855764607
1739209796.361571;-38.13080360867914
1739209796.3615751;-45.120503652039325
1739209796.3615792;-45.120503652039325
1739209796.3615832;-38.13080360867914
1739209796.361587;-38.13080360867914
1739209796.361591;-45.120503652039325
1739209796.3615952;-38.13080360867914
1739209796.3615992;-33.981070128970906
1739209796.3616033;-38.13080360867914
1739209796.3616073;-38.13080360867914
1739209796.3616114;-38.13080360867914
1739209796.3616154;-45.120503652039325
1739209796.3616195;-38.13080360867914
1739209796.3616235;-45.120503652039325
1739209796.3616276;-38.13080360867914
1739209796.3616316;-35.57807855764607
1739209796.3616357;-32.816014438256545
1739209796.3616397;-38.13080360867914
1739209796.3616438;-38.13080360867914
1739209796.3616478;-38.13080360867914
1739209796.361652;-33.981070128970906
1739209796.361656;-38.13080360867914
1739209796.36166;-38.13080360867914
1739209796.361664;-38.13080360867914
1739209796.361668;-45.120503652039325
1739209796.3616722;-45.120503652039325
1739209796.361676;-38.13080360867914
1739209796.36168;-45.120503652039325
1739209796.361684;-45.120503652039325
1739209796.3616881;-28.992665084841942
1739209796.3616922;-28.58837851428586
1739209796.3616962;-45.120503652039325
1739209796.3617003;-28.21854285175415
1739209796.3617043;-28.58837851428586
1739209796.3617084;-38.13080360867914
1739209796.3617125;-25.077289914212862
1739209796.3617165;-38.13080360867914
1739209796.3617206;-31.141103565318915
1739209796.3617246;-25.252786309376837
1739209796.3617287;-38.13080360867914
1739209796.3617327;-38.13080360867914
1739209796.3617368;-45.120503652039325
1739209796.3617408;-32.816014438256545
1739209796.3617449;-38.13080360867914
1739209796.361749;-25.826314394896357
1739209796.361753;-28.992665084841967
1739209796.361757;-38.13080360867914
1739209796.3617609;-33.981070128970956
1739209796.361765;-30.49652367304973
1739209796.361769;-31.141103565318915
1739209796.361773;-38.13080360867914
1739209796.361777;-38.13080360867914
1739209796.3617811;-31.141103565318915
1739209796.3617852;-25.62660358559016
1739209796.3617892;-27.267205301931607
1739209796.3617933;-35.57807855764607
1739209796.3617973;-38.13080360867914
1739209796.3618014;-38.13080360867914
1739209796.3618054;-45.120503652039325
1739209796.3618095;-35.57807855764607
1739209796.3618135;-38.13080360867914
1739209796.3618176;-31.141103565318943
1739209796.3618217;-38.13080360867914
1739209796.3618257;-27.267205301931607
1739209796.3618298;-29.438486411369333
1739209796.3618338;-30.49652367304973
1739209796.3618379;-25.826314394896357
1739209796.361842;-30.49652367304976
1739209796.361846;-31.141103565318915
1739209796.3618498;-28.21854285175415
1739209796.3618538;-24.746238672633048
1739209796.361858;-28.218542851754165
1739209796.361862;-38.13080360867914
1739209796.361866;-27.8777449560314
1739209796.36187;-33.981070128970906
1739209796.361874;-38.13080360867914
1739209796.3618782;-32.81601443825658
1739209796.3618822;-27.267205301931607
1739209796.3618863;-38.13080360867914
1739209796.3618903;-25.826314394896364
1739209796.3618944;-25.077289914212862
1739209796.3618984;-45.120503652039325
1739209796.3619025;-28.992665084841942
1739209796.3619065;-33.981070128970906
1739209796.3619106;-31.141103565318915
1739209796.3619146;-27.267205301931607
1739209796.3619187;-45.120503652039325
1739209796.3619227;-25.077289914212862
1739209796.3619268;-23.75329798047523
1739209796.3619308;-27.267205301931607
1739209796.361935;-29.438486411369375
1739209796.3619387;-27.267205301931607
1739209796.3619428;-28.992665084841942
1739209796.3619468;-33.981070128970956
1739209796.3619509;-45.120503652039325
1739209796.361955;-33.981070128970906
1739209796.361959;-24.292649948874775
1739209796.361963;-25.25278630937684
1739209796.361967;-38.13080360867914
1739209796.3619711;-38.13080360867914
1739209796.3619752;-31.141103565318915
1739209796.3619792;-31.141103565318943
1739209796.3619833;-30.49652367304973
1739209796.3619874;-33.981070128970906
1739209796.3619914;-32.816014438256545
1739209796.3619955;-30.49652367304973
1739209796.3619995;-32.816014438256545
1739209796.3620036;-45.120503652039325
1739209796.3620076;-28.992665084841942
1739209796.3620117;-25.077289914212862
1739209796.3620157;-32.816014438256545
1739209796.3620198;-31.14110356531892
1739209796.3620238;-25.077289914212862
1739209796.3620276;-30.49652367304973
1739209796.3620317;-33.981070128970906
1739209796.3620358;-27.267205301931607
1739209796.3620398;-35.57807855764607
1739209796.3620439;-31.14110356531892
1739209796.362048;-31.141103565318915
1739209796.362052;-38.13080360867914
1739209796.362056;-38.13080360867914
1739209796.36206;-26.487275050834715
1739209796.3620641;-33.981070128970906
1739209796.3620682;-31.141103565318915
1739209796.3620722;-38.13080360867914
1739209796.3620763;-33.981070128970906
1739209796.3620803;-31.141103565318943
1739209796.3620844;-29.438486411369354
1739209796.3620884;-26.487275050834715
1739209796.3620925;-33.981070128970956
1739209796.3620965;-45.120503652039325
1739209796.3621006;-26.991370085610736
1739209796.3621047;-45.120503652039325
1739209796.3621087;-25.252786309376837
1739209796.3621128;-26.991370085610736
1739209796.3621166;-38.13080360867914
1739209796.3621206;-24.589719217205094
1739209796.3621247;-28.58837851428586
1739209796.3621287;-45.120503652039325
1739209796.3621328;-38.13080360867914
1739209796.3621368;-28.992665084841942
1739209796.362141;-45.120503652039325
1739209796.362145;-31.141103565318915
1739209796.362149;-25.826314394896357
1739209796.362153;-45.120503652039325
1739209796.362157;-38.13080360867914
1739209796.3621612;-31.141103565318915
1739209796.3621652;-27.8777449560314
1739209796.3621693;-33.981070128970906
1739209796.3621733;-28.58837851428586
1739209796.3621774;-38.13080360867914
1739209796.3621814;-29.438486411369333
1739209796.3621855;-25.07728991421287
1739209796.3621895;-29.438486411369375
1739209796.3621936;-38.13080360867914
1739209796.3621976;-38.13080360867914
1739209796.3622015;-33.981070128970906
1739209796.3622055;-45.120503652039325
1739209796.3622096;-33.981070128970906
1739209796.3622136;-45.120503652039325
1739209796.3622177;-38.13080360867914
1739209796.3622217;-27.267205301931607
1739209796.3622258;-29.438486411369333
1739209796.3622298;-33.981070128970906
1739209796.3622339;-26.03565346325281
1739209796.362238;-31.141103565318943
1739209796.362242;-38.13080360867914
1739209796.362246;-45.120503652039325
1739209796.36225;-28.992665084841942
1739209796.3622541;-31.141103565318915
1739209796.3622582;-38.13080360867914
1739209796.3622622;-33.981070128970906
1739209796.3622663;-35.57807855764607
1739209796.3622704;-27.267205301931607
1739209796.3622744;-25.826314394896357
1739209796.3622785;-33.981070128970956
1739209796.3622825;-26.991370085610747
1739209796.3622866;-23.50682362968953
1739209796.3622904;-33.981070128970906
1739209796.3622944;-28.218542851754165
1739209796.3622985;-22.740042620751332
1739209796.3623025;-31.14110356531892
1739209796.3623066;-24.15140352195873
1739209796.3623106;-38.13080360867914
1739209796.3623147;-26.991370085610736
1739209796.3623188;-25.826314394896364
1739209796.3623228;-28.992665084841967
1739209796.3623269;-27.267205301931607
1739209796.362331;-27.8777449560314
1739209796.362335;-29.438486411369333
1739209796.362339;-26.991370085610722
1739209796.362343;-33.981070128970906
1739209796.3623471;-35.57807855764607
1739209796.3623512;-45.120503652039325
1739209796.3623552;-33.981070128970906
1739209796.3623593;-32.816014438256545
1739209796.3623633;-38.13080360867914
1739209796.3623674;-33.981070128970906
1739209796.3623714;-31.141103565318943
1739209796.3623755;-23.50682362968953
1739209796.3623793;-33.981070128970906
1739209796.3623834;-28.992665084841967
1739209796.3623874;-25.826314394896354
1739209796.3623915;-28.588378514285886
1739209796.3623955;-29.438486411369354
1739209796.3623996;-29.438486411369333
1739209796.3624036;-38.13080360867914
1739209796.3624077;-26.991370085610736
1739209796.3624117;-32.816014438256545
1739209796.3624158;-45.120503652039325
1739209796.3624198;-45.120503652039325
