CAN Message; 0x150:0300f34eac54e2d1
1739209658.6331348;-45.120503652039325
1739209658.6331422;-45.120503652039325
1739209658.6331496;-45.120503652039325
1739209658.633157;-38.13080360867914
1739209658.6331646;-45.120503652039325
1739209658.633172;-38.13080360867914
1739209658.6331794;-38.13080360867914
1739209658.633187;-38.13080360867914
1739209658.6331944;-45.120503652039325
1739209658.6332018;-38.13080360867914
1739209658.6332092;-38.13080360867914
1739209658.6332169;-45.120503652039325
1739209658.6332242;-38.13080360867914
1739209658.6332316;-38.13080360867914
1739209658.633239;-38.13080360867914
1739209658.6332467;-38.13080360867914
1739209658.633254;-38.13080360867914
1739209658.6332614;-35.57807855764607
1739209658.633269;-38.13080360867914
1739209658.6332765;-45.120503652039325
1739209658.6332839;-45.120503652039325
1739209658.6332912;-45.120503652039325
1739209658.6332989;-45.120503652039325
1739209658.6333063;-35.57807855764607
1739209658.6333137;-35.57807855764607
1739209658.633321;-45.120503652039325
1739209658.6333287;-38.13080360867914
1739209658.633336;-45.120503652039325
1739209658.6333435;-45.120503652039325
1739209658.633351;-45.120503652039325
1739209658.6333585;-45.120503652039325
1739209658.6333659;-45.120503652039325
1739209658.6333733;-45.120503652039325
1739209658.633381;-38.13080360867914
1739209658.6333883;-32.816014438256545
1739209658.6333957;-35.57807855764607
1739209658.633403;-45.120503652039325
1739209658.6334107;-45.120503652039325
1739209658.633418;-35.57807855764607
1739209658.6334255;-33.981070128970906
1739209658.633433;-45.120503652039325
1739209658.6334405;-45.120503652039325
1739209658.633448;-45.120503652039325
1739209658.6334553;-38.13080360867914
1739209658.633463;-38.13080360867914
1739209658.6334703;-38.13080360867914
1739209658.6334777;-38.13080360867914
1739209658.6334853;-45.120503652039325
1739209658.6334927;-38.13080360867914
1739209658.6335;-45.120503652039325
1739209658.6335075;-30.49652367304973
1739209658.6335151;-31.141103565318893
1739209658.6335225;-38.13080360867914
1739209658.63353;-45.120503652039325
1739209658.6335373;-35.57807855764607
1739209658.633545;-35.57807855764607
1739209658.6335523;-45.120503652039325
1739209658.6335597;-38.13080360867914
1739209658.6335673;-45.120503652039325
1739209658.6335747;-45.120503652039325
1739209658.633582;-45.120503652039325
1739209658.6335895;-45.120503652039325
1739209658.6335971;-38.13080360867914
1739209658.6336045;-33.981070128970906
1739209658.633612;-33.981070128970906
1739209658.6336193;-38.13080360867914
1739209658.633627;-33.981070128970906
1739209658.6336343;-35.57807855764607
1739209658.6336417;-45.120503652039325
1739209658.6336493;-45.120503652039325
1739209658.6336567;-38.13080360867914
1739209658.6336641;-38.13080360867914
1739209658.6336715;-38.13080360867914
1739209658.6336792;-32.816014438256545
1739209658.6336865;-45.120503652039325
1739209658.633694;-38.13080360867914
1739209658.6337013;-38.13080360867914
1739209658.633709;-38.13080360867914
1739209658.6337163;-45.120503652039325
1739209658.6337237;-45.120503652039325
1739209658.6337314;-45.120503652039325
1739209658.6337388;-38.13080360867914
1739209658.6337461;-38.13080360867914
1739209658.6337535;-45.120503652039325
1739209658.6337612;-33.981070128970906
1739209658.6337686;-38.13080360867914
1739209658.633776;-38.13080360867914
1739209658.6337833;-38.13080360867914
1739209658.633791;-38.13080360867914
1739209658.6337984;-45.120503652039325
1739209658.6338058;-38.13080360867914
1739209658.6338134;-35.57807855764607
1739209658.6338208;-38.13080360867914
1739209658.6338282;-38.13080360867914
1739209658.6338356;-45.120503652039325
1739209658.6338432;-38.13080360867914
1739209658.6338506;-38.13080360867914
1739209658.633858;-35.57807855764607
1739209658.6338656;-45.120503652039325
1739209658.633873;-35.57807855764607
1739209658.6338804;-38.13080360867914
1739209658.6338878;-38.13080360867914
1739209658.6338954;-38.13080360867914
1739209658.6339028;-45.120503652039325
1739209658.6339102;-38.13080360867914
1739209658.6339176;-38.13080360867914
1739209658.6339252;-35.57807855764607
1739209658.6339326;-28.21854285175415
1739209658.63394;-35.57807855764607
1739209658.6339476;-38.13080360867914
1739209658.633955;-45.120503652039325
1739209658.6339624;-33.981070128970906
1739209658.6339698;-38.13080360867914
1739209658.6339774;-38.13080360867914
1739209658.6339848;-45.120503652039325
1739209658.6339922;-33.981070128970956
1739209658.6339996;-45.120503652039325
1739209658.6340072;-45.120503652039325
1739209658.6340146;-45.120503652039325
1739209658.634022;-45.120503652039325
1739209658.6340296;-45.120503652039325
1739209658.634037;-38.13080360867914
1739209658.6340444;-38.13080360867914
1739209658.6340518;-35.57807855764607
1739209658.6340594;-38.13080360867914
1739209658.6340668;-38.13080360867914
1739209658.6340742;-38.13080360867914
1739209658.6340816;-35.57807855764607
1739209658.6340892;-45.120503652039325
1739209658.6340966;-45.120503652039325
1739209658.634104;-45.120503652039325
1739209658.6341116;-31.141103565318915
1739209658.634119;-38.13080360867914
1739209658.6341264;-45.120503652039325
1739209658.6341338;-38.13080360867914
1739209658.6341414;-35.57807855764607
1739209658.6341488;-45.120503652039325
1739209658.6341562;-45.120503652039325
1739209658.6341636;-45.120503652039325
1739209658.6341712;-31.141103565318943
1739209658.6341786;-45.120503652039325
1739209658.634186;-45.120503652039325
1739209658.6341937;-45.120503652039325
1739209658.634201;-45.120503652039325
1739209658.6342084;-38.13080360867914
1739209658.6342158;-45.120503652039325
1739209658.6342235;-33.981070128970906
1739209658.6342309;-27.8777449560314
1739209658.6342382;-38.13080360867914
1739209658.6342459;-45.120503652039325
1739209658.6342533;-38.13080360867914
1739209658.6342607;-32.816014438256545
1739209658.634268;-45.120503652039325
1739209658.6342757;-45.120503652039325
1739209658.634283;-35.57807855764607
1739209658.6342905;-38.13080360867914
1739209658.6342978;-45.120503652039325
1739209658.6343055;-45.120503652039325
1739209658.6343129;-45.120503652039325
1739209658.6343203;-45.120503652039325
1739209658.634328;-38.13080360867914
1739209658.6343353;-45.120503652039325
1739209658.6343427;-38.13080360867914
1739209658.63435;-38.13080360867914
1739209658.6343577;-38.13080360867914
1739209658.634365;-45.120503652039325
1739209658.6343725;-38.13080360867914
1739209658.6343799;-38.13080360867914
1739209658.6343875;-45.120503652039325
1739209658.634395;-45.120503652039325
1739209658.6344023;-38.13080360867914
1739209658.63441;-38.13080360867914
1739209658.6344173;-33.981070128970906
1739209658.6344247;-38.13080360867914
1739209658.634432;-35.57807855764607
1739209658.6344397;-30.49652367304973
1739209658.634447;-35.57807855764607
1739209658.6344545;-45.120503652039325
1739209658.6344619;-38.13080360867914
1739209658.6344695;-38.13080360867914
1739209658.634477;-45.120503652039325
1739209658.6344843;-45.120503652039325
1739209658.634492;-45.120503652039325
1739209658.6344993;-38.13080360867914
1739209658.6345067;-38.13080360867914
1739209658.634514;-45.120503652039325
1739209658.6345217;-38.13080360867914
1739209658.634529;-32.816014438256545
1739209658.6345365;-38.13080360867914
1739209658.634544;-45.120503652039325
1739209658.6345515;-45.120503652039325
1739209658.634559;-38.13080360867914
1739209658.6345663;-45.120503652039325
1739209658.634574;-45.120503652039325
1739209658.6345813;-38.13080360867914
1739209658.6345887;-38.13080360867914
1739209658.634596;-45.120503652039325
1739209658.6346037;-45.120503652039325
1739209658.6346111;-45.120503652039325
1739209658.6346185;-45.120503652039325
1739209658.6346262;-45.120503652039325
1739209658.6346335;-45.120503652039325
1739209658.634641;-38.13080360867914
1739209658.6346483;-35.57807855764607
1739209658.634656;-38.13080360867914
1739209658.6346633;-45.120503652039325
1739209658.6346707;-38.13080360867914
1739209658.6346781;-38.13080360867914
1739209658.6346858;-38.13080360867914
1739209658.6346931;-45.120503652039325
1739209658.6347005;-45.120503652039325
1739209658.6347082;-38.13080360867914
1739209658.6347156;-35.57807855764607
1739209658.634723;-35.57807855764607
1739209658.6347303;-38.13080360867914
1739209658.634738;-45.120503652039325
1739209658.6347454;-38.13080360867914
1739209658.6347528;-45.120503652039325
1739209658.6347601;-38.13080360867914
1739209658.6347678;-38.13080360867914
1739209658.6347752;-45.120503652039325
1739209658.6347826;-33.981070128970906
1739209658.6347902;-33.981070128970906
1739209658.6347976;-35.57807855764607
1739209658.634805;-45.120503652039325
1739209658.6348124;-38.13080360867914
1739209658.63482;-38.13080360867914
1739209658.6348274;-45.120503652039325
1739209658.6348348;-30.49652367304973
1739209658.6348422;-33.981070128970906
1739209658.6348498;-45.120503652039325
1739209658.6348572;-45.120503652039325
1739209658.6348646;-38.13080360867914
1739209658.6348722;-35.57807855764607
1739209658.6348796;-45.120503652039325
1739209658.634887;-45.120503652039325
1739209658.6348944;-45.120503652039325
1739209658.634902;-45.120503652039325
1739209658.6349094;-45.120503652039325
1739209658.6349168;-45.120503652039325
1739209658.6349242;-45.120503652039325
1739209658.6349318;-45.120503652039325
1739209658.6349392;-45.120503652039325
1739209658.6349466;-45.120503652039325
1739209658.6349542;-30.49652367304973
1739209658.6349616;-32.816014438256545
1739209658.634969;-45.120503652039325
1739209658.6349764;-45.120503652039325
1739209658.634984;-38.13080360867914
1739209658.6349914;-45.120503652039325
1739209658.6349988;-38.13080360867914
1739209658.6350062;-38.13080360867914
1739209658.6350138;-45.120503652039325
1739209658.6350212;-38.13080360867914
1739209658.6350286;-38.13080360867914
1739209658.6350362;-38.13080360867914
1739209658.6350436;-45.120503652039325
1739209658.635051;-45.120503652039325
1739209658.6350584;-38.13080360867914
1739209658.635066;-45.120503652039325
1739209658.6350734;-45.120503652039325
1739209658.6350808;-45.120503652039325
1739209658.6350884;-38.13080360867914
1739209658.6350958;-45.120503652039325
1739209658.6351032;-38.13080360867914
1739209658.6351106;-45.120503652039325
1739209658.6351182;-35.57807855764607
1739209658.6351256;-45.120503652039325
1739209658.635133;-35.57807855764607
1739209658.6351404;-32.816014438256545
1739209658.635148;-38.13080360867914
1739209658.6351554;-35.57807855764607
1739209658.6351628;-38.13080360867914
1739209658.6351705;-38.13080360867914
1739209658.6351779;-45.120503652039325
1739209658.6351852;-31.141103565318893
1739209658.6351926;-45.120503652039325
1739209658.6352003;-38.13080360867914
1739209658.6352077;-33.981070128970906
1739209658.635215;-45.120503652039325
1739209658.6352224;-45.120503652039325
1739209658.63523;-45.120503652039325
1739209658.6352375;-38.13080360867914
1739209658.6352448;-45.120503652039325
1739209658.6352525;-32.816014438256545
1739209658.6352599;-31.141103565318893
1739209658.6352673;-38.13080360867914
1739209658.6352746;-38.13080360867914
1739209658.6352823;-45.120503652039325
1739209658.6352897;-38.13080360867914
1739209658.635297;-45.120503652039325
1739209658.6353045;-45.120503652039325
1739209658.635312;-45.120503652039325
1739209658.6353195;-45.120503652039325
1739209658.6353269;-38.13080360867914
1739209658.6353345;-30.49652367304973
1739209658.635342;-38.13080360867914
1739209658.6353493;-45.120503652039325
1739209658.6353567;-38.13080360867914
1739209658.6353643;-38.13080360867914
1739209658.6353717;-45.120503652039325
1739209658.635379;-45.120503652039325
1739209658.6353865;-33.981070128970906
1739209658.635394;-33.981070128970906
1739209658.6354015;-38.13080360867914
1739209658.6354089;-45.120503652039325
1739209658.6354165;-35.57807855764607
1739209658.635424;-35.57807855764607
1739209658.6354313;-38.13080360867914
1739209658.6354387;-30.49652367304973
1739209658.6354463;-45.120503652039325
1739209658.6354537;-38.13080360867914
1739209658.635461;-38.13080360867914
1739209658.6354687;-38.13080360867914
1739209658.635476;-45.120503652039325
1739209658.6354835;-38.13080360867914
1739209658.635491;-38.13080360867914
1739209658.6354985;-33.981070128970956
1739209658.635506;-45.120503652039325
1739209658.6355133;-45.120503652039325
1739209658.6355207;-45.120503652039325
1739209658.6355283;-45.120503652039325
1739209658.6355357;-38.13080360867914
1739209658.635543;-32.816014438256545
1739209658.6355507;-38.13080360867914
1739209658.6355581;-28.58837851428586
1739209658.6355655;-33.981070128970906
1739209658.635573;-38.13080360867914
1739209658.6355805;-38.13080360867914
1739209658.635588;-38.13080360867914
1739209658.6355953;-38.13080360867914
1739209658.6356027;-45.120503652039325
1739209658.640049;-38.13080360867914
1739209658.6400511;-38.13080360867914
1739209658.6400535;-38.13080360867914
1739209658.6400557;-33.981070128970906
1739209658.6400578;-38.13080360867914
1739209658.64006;-38.13080360867914
1739209658.6400623;-33.981070128970906
1739209658.6400645;-35.57807855764607
1739209658.6400666;-45.120503652039325
1739209658.6400688;-45.120503652039325
1739209658.6400712;-45.120503652039325
1739209658.6400733;-33.981070128970906
1739209658.6400754;-45.120503652039325
1739209658.6400776;-45.120503652039325
1739209658.64008;-45.120503652039325
1739209658.6400821;-45.120503652039325
1739209658.6400843;-45.120503652039325
1739209658.6400864;-45.120503652039325
1739209658.6400888;-45.120503652039325
1739209658.640091;-45.120503652039325
1739209658.640093;-45.120503652039325
1739209658.6400952;-45.120503652039325
1739209658.6400974;-38.13080360867914
1739209658.6400998;-32.816014438256545
1739209658.640102;-45.120503652039325
1739209658.640104;-45.120503652039325
1739209658.6401062;-35.57807855764607
1739209658.6401086;-26.991370085610722
1739209658.6401107;-38.13080360867914
1739209658.6401129;-45.120503652039325
1739209658.640115;-45.120503652039325
1739209658.6401174;-38.13080360867914
1739209658.6401196;-45.120503652039325
1739209658.6401217;-45.120503652039325
1739209658.6401238;-45.120503652039325
1739209658.6401262;-33.981070128970956
1739209658.6401284;-45.120503652039325
1739209658.6401305;-45.120503652039325
1739209658.6401327;-45.120503652039325
1739209658.6401348;-45.120503652039325
1739209658.6401372;-45.120503652039325
1739209658.6401393;-45.120503652039325
1739209658.6401415;-38.13080360867914
1739209658.6401436;-33.981070128970906
1739209658.640146;-38.13080360867914
1739209658.6401482;-45.120503652039325
1739209658.6401503;-45.120503652039325
1739209658.6401525;-38.13080360867914
1739209658.6401548;-38.13080360867914
1739209658.640157;-35.57807855764607
1739209658.6401591;-45.120503652039325
1739209658.6401613;-38.13080360867914
1739209658.6401637;-35.57807855764607
1739209658.6401658;-38.13080360867914
1739209658.640168;-45.120503652039325
1739209658.64017;-33.981070128970906
1739209658.6401725;-33.981070128970906
1739209658.6401746;-45.120503652039325
1739209658.6401768;-33.981070128970906
1739209658.640179;-33.981070128970906
1739209658.640181;-45.120503652039325
1739209658.6401834;-38.13080360867914
1739209658.6401856;-45.120503652039325
1739209658.6401877;-45.120503652039325
1739209658.64019;-45.120503652039325
1739209658.6401923;-38.13080360867914
1739209658.6401944;-38.13080360867914
1739209658.6401966;-33.981070128970906
1739209658.6401987;-33.981070128970906
1739209658.640201;-38.13080360867914
1739209658.6402032;-45.120503652039325
1739209658.6402054;-38.13080360867914
1739209658.6402075;-38.13080360867914
1739209658.64021;-38.13080360867914
1739209658.640212;-38.13080360867914
1739209658.6402142;-32.816014438256545
1739209658.6402164;-33.981070128970906
1739209658.6402187;-45.120503652039325
1739209658.6402209;-45.120503652039325
1739209658.640223;-38.13080360867914
1739209658.6402252;-45.120503652039325
1739209658.6402273;-45.120503652039325
1739209658.6402297;-45.120503652039325
1739209658.6402318;-33.981070128970906
1739209658.640234;-38.13080360867914
1739209658.6402361;-45.120503652039325
1739209658.6402385;-45.120503652039325
1739209658.6402407;-45.120503652039325
1739209658.6402428;-38.13080360867914
1739209658.640245;-38.13080360867914
1739209658.6402473;-38.13080360867914
1739209658.6402495;-38.13080360867914
1739209658.6402516;-38.13080360867914
1739209658.6402538;-45.120503652039325
1739209658.6402562;-45.120503652039325
1739209658.6402583;-38.13080360867914
1739209658.6402605;-38.13080360867914
1739209658.6402626;-38.13080360867914
1739209658.6402647;-38.13080360867914
1739209658.6402671;-35.57807855764607
1739209658.6402693;-45.120503652039325
1739209658.6402714;-38.13080360867914
1739209658.6402736;-45.120503652039325
1739209658.640276;-38.13080360867914
1739209658.640278;-38.13080360867914
1739209658.6402802;-45.120503652039325
1739209658.6402824;-33.981070128970906
1739209658.6402848;-38.13080360867914
1739209658.640287;-38.13080360867914
1739209658.640289;-38.13080360867914
1739209658.6402912;-38.13080360867914
1739209658.6402936;-45.120503652039325
1739209658.6402957;-35.57807855764607
1739209658.640298;-38.13080360867914
1739209658.6403;-38.13080360867914
1739209658.6403024;-38.13080360867914
1739209658.6403046;-38.13080360867914
1739209658.6403067;-38.13080360867914
1739209658.6403089;-45.120503652039325
1739209658.640311;-45.120503652039325
1739209658.6403134;-45.120503652039325
1739209658.6403155;-38.13080360867914
1739209658.6403177;-45.120503652039325
1739209658.6403198;-45.120503652039325
1739209658.6403222;-32.816014438256545
1739209658.6403244;-38.13080360867914
1739209658.6403265;-45.120503652039325
1739209658.6403286;-38.13080360867914
1739209658.640331;-38.13080360867914
1739209658.6403332;-45.120503652039325
1739209658.6403353;-45.120503652039325
1739209658.6403375;-45.120503652039325
1739209658.6403399;-35.57807855764607
1739209658.640342;-38.13080360867914
1739209658.6403441;-38.13080360867914
1739209658.6403463;-35.57807855764607
1739209658.6403487;-38.13080360867914
1739209658.6403508;-45.120503652039325
1739209658.640353;-45.120503652039325
1739209658.640355;-38.13080360867914
1739209658.6403573;-45.120503652039325
1739209658.6403596;-45.120503652039325
1739209658.6403618;-45.120503652039325
1739209658.640364;-45.120503652039325
1739209658.640366;-45.120503652039325
1739209658.6403685;-45.120503652039325
1739209658.6403706;-38.13080360867914
1739209658.6403728;-38.13080360867914
1739209658.640375;-35.57807855764607
1739209658.6403773;-38.13080360867914
1739209658.6403794;-38.13080360867914
1739209658.6403816;-38.13080360867914
1739209658.6403837;-35.57807855764607
1739209658.640386;-38.13080360867914
1739209658.6403883;-45.120503652039325
1739209658.6403904;-45.120503652039325
1739209658.6403925;-45.120503652039325
1739209658.6403947;-38.13080360867914
1739209658.640397;-38.13080360867914
1739209658.6403992;-33.981070128970906
1739209658.6404014;-38.13080360867914
1739209658.6404035;-45.120503652039325
1739209658.640406;-45.120503652039325
1739209658.640408;-35.57807855764607
1739209658.6404102;-45.120503652039325
1739209658.6404123;-45.120503652039325
1739209658.6404147;-38.13080360867914
1739209658.6404169;-38.13080360867914
1739209658.640419;-38.13080360867914
1739209658.6404212;-45.120503652039325
1739209658.6404235;-45.120503652039325
1739209658.6404257;-38.13080360867914
1739209658.6404278;-32.816014438256545
1739209658.64043;-31.141103565318893
1739209658.6404324;-38.13080360867914
1739209658.6404345;-45.120503652039325
1739209658.6404366;-45.120503652039325
1739209658.6404388;-45.120503652039325
1739209658.640441;-45.120503652039325
1739209658.6404433;-38.13080360867914
1739209658.6404455;-45.120503652039325
1739209658.6404476;-45.120503652039325
1739209658.6404498;-45.120503652039325
1739209658.6404521;-45.120503652039325
1739209658.6404543;-35.57807855764607
1739209658.6404564;-45.120503652039325
1739209658.6404586;-35.57807855764607
1739209658.640461;-45.120503652039325
1739209658.640463;-35.57807855764607
1739209658.6404653;-25.826314394896354
1739209658.6404674;-38.13080360867914
1739209658.6404698;-38.13080360867914
1739209658.640472;-45.120503652039325
1739209658.640474;-38.13080360867914
1739209658.6404762;-45.120503652039325
1739209658.6404786;-35.57807855764607
1739209658.6404808;-45.120503652039325
1739209658.640483;-38.13080360867914
1739209658.640485;-38.13080360867914
1739209658.6404872;-45.120503652039325
1739209658.6404896;-45.120503652039325
1739209658.6404917;-45.120503652039325
1739209658.6404939;-38.13080360867914
1739209658.640496;-45.120503652039325
1739209658.6404984;-45.120503652039325
1739209658.6405005;-26.991370085610722
1739209658.6405027;-45.120503652039325
1739209658.6405048;-45.120503652039325
1739209658.6405072;-38.13080360867914
1739209658.6405094;-33.981070128970906
1739209658.6405115;-45.120503652039325
1739209658.6405137;-45.120503652039325
1739209658.640516;-45.120503652039325
1739209658.6405182;-45.120503652039325
1739209658.6405203;-45.120503652039325
1739209658.6405225;-45.120503652039325
1739209658.6405246;-45.120503652039325
1739209658.640527;-38.13080360867914
1739209658.6405292;-35.57807855764607
1739209658.6405313;-45.120503652039325
1739209658.6405334;-45.120503652039325
1739209658.6405358;-45.120503652039325
1739209658.640538;-45.120503652039325
1739209658.6405401;-45.120503652039325
1739209658.6405423;-45.120503652039325
1739209658.6405447;-45.120503652039325
1739209658.6405468;-45.120503652039325
1739209658.640549;-35.57807855764607
1739209658.640551;-38.13080360867914
1739209658.6405535;-27.267205301931607
1739209658.6405556;-38.13080360867914
1739209658.6405578;-38.13080360867914
1739209658.64056;-38.13080360867914
1739209658.6405623;-32.816014438256545
1739209658.6405644;-33.981070128970906
1739209658.6405666;-38.13080360867914
1739209658.6405687;-33.981070128970906
1739209658.6405709;-32.81601443825658
1739209658.6405733;-38.13080360867914
1739209658.6405754;-33.981070128970906
1739209658.6405776;-45.120503652039325
1739209658.6405797;-45.120503652039325
1739209658.640582;-38.13080360867914
1739209658.6405842;-35.57807855764607
1739209658.6405864;-45.120503652039325
1739209658.6405885;-33.981070128970906
1739209658.640591;-35.57807855764607
1739209658.640593;-35.57807855764607
1739209658.6405952;-45.120503652039325
1739209658.6405973;-38.13080360867914
1739209658.6405997;-38.13080360867914
1739209658.6406019;-38.13080360867914
1739209658.640604;-38.13080360867914
1739209658.6406062;-45.120503652039325
1739209658.6406085;-38.13080360867914
1739209658.6406107;-32.816014438256545
1739209658.6406128;-38.13080360867914
1739209658.640615;-38.13080360867914
1739209658.6406171;-45.120503652039325
1739209658.6406195;-45.120503652039325
1739209658.6406217;-38.13080360867914
1739209658.6406238;-45.120503652039325
1739209658.640626;-45.120503652039325
1739209658.6406283;-38.13080360867914
1739209658.6406305;-38.13080360867914
1739209658.6406326;-38.13080360867914
1739209658.6406348;-45.120503652039325
1739209658.6406372;-38.13080360867914
1739209658.6406393;-38.13080360867914
1739209658.6406415;-38.13080360867914
1739209658.6406436;-35.57807855764607
1739209658.640646;-45.120503652039325
1739209658.6406481;-33.981070128970906
1739209658.6406503;-33.981070128970906
1739209658.6406524;-38.13080360867914
1739209658.6406546;-45.120503652039325
1739209658.640657;-35.57807855764607
1739209658.640659;-35.57807855764607
1739209658.6406612;-45.120503652039325
1739209658.6406634;-45.120503652039325
1739209658.6406658;-38.13080360867914
1739209658.640668;-38.13080360867914
1739209658.64067;-38.13080360867914
1739209658.6406722;-38.13080360867914
1739209658.6406746;-33.981070128970906
1739209658.6406767;-38.13080360867914
1739209658.640679;-38.13080360867914
1739209658.640681;-38.13080360867914
1739209658.6406834;-38.13080360867914
1739209658.6406856;-38.13080360867914
1739209658.6406877;-33.981070128970906
1739209658.6406898;-35.57807855764607
1739209658.6406922;-38.13080360867914
1739209658.6406944;-35.57807855764607
1739209658.6406965;-45.120503652039325
1739209658.6406987;-33.981070128970906
1739209658.6407008;-38.13080360867914
1739209658.6407032;-38.13080360867914
1739209658.6407053;-38.13080360867914
1739209658.6407075;-38.13080360867914
1739209658.6407096;-38.13080360867914
1739209658.640712;-38.13080360867914
1739209658.6407142;-38.13080360867914
1739209658.6407163;-45.120503652039325
1739209658.6407185;-45.120503652039325
1739209658.6407208;-45.120503652039325
1739209658.640723;-35.57807855764607
1739209658.6407251;-32.816014438256545
1739209658.6407273;-38.13080360867914
1739209658.6407297;-38.13080360867914
1739209658.6407318;-31.141103565318915
1739209658.640734;-45.120503652039325
1739209658.640736;-45.120503652039325
1739209658.6407385;-45.120503652039325
1739209658.6407406;-38.13080360867914
1739209658.6407428;-38.13080360867914
1739209658.640745;-45.120503652039325
1739209658.640747;-45.120503652039325
1739209658.6407495;-45.120503652039325
1739209658.6407516;-45.120503652039325
1739209658.6407537;-45.120503652039325
1739209658.640756;-45.120503652039325
1739209658.6407583;-35.57807855764607
1739209658.6407604;-31.141103565318893
1739209658.6407626;-45.120503652039325
1739209658.6407647;-38.13080360867914
1739209658.640767;-31.141103565318915
1739209658.6407692;-38.13080360867914
1739209658.6407714;-38.13080360867914
1739209658.6407735;-45.120503652039325
1739209658.640776;-33.981070128970906
1739209658.640778;-45.120503652039325
1739209658.6407802;-45.120503652039325
1739209658.6407824;-45.120503652039325
1739209658.6407845;-45.120503652039325
1739209658.640787;-33.981070128970906
1739209658.640789;-38.13080360867914
1739209658.6407912;-45.120503652039325
1739209658.6407933;-35.57807855764607
1739209658.6407957;-32.816014438256545
1739209658.6407979;-45.120503652039325
1739209658.6408;-45.120503652039325
1739209658.6408021;-35.57807855764607
1739209658.6408045;-35.57807855764607
1739209658.6408067;-38.13080360867914
1739209658.6408088;-45.120503652039325
1739209658.640811;-45.120503652039325
1739209658.6408134;-35.57807855764607
1739209658.6408155;-45.120503652039325
1739209658.6408176;-45.120503652039325
1739209658.6408198;-45.120503652039325
1739209658.6408222;-45.120503652039325
1739209658.6408243;-38.13080360867914
1739209658.6408265;-38.13080360867914
1739209658.6408286;-38.13080360867914
1739209658.6408308;-45.120503652039325
