CAN Message; 0x77:0126ad21b402c78d
1739209865.4664443;-38.13080360867914
1739209865.4664638;-45.120503652039325
1739209865.4664834;-45.120503652039325
1739209865.4665027;-38.13080360867914
1739209865.4665222;-38.13080360867914
1739209865.4665418;-35.57807855764607
1739209865.4665613;-35.57807855764607
1739209865.4665806;-45.120503652039325
1739209865.4666002;-33.981070128970906
1739209865.4666197;-33.981070128970906
1739209865.4666393;-33.981070128970906
1739209865.4666588;-45.120503652039325
1739209865.4666781;-45.120503652039325
1739209865.4666977;-35.57807855764607
1739209865.4667172;-35.57807855764607
1739209865.4667368;-45.120503652039325
1739209865.466756;-31.141103565318915
1739209865.4667757;-35.57807855764607
1739209865.4667952;-45.120503652039325
1739209865.4668148;-38.13080360867914
1739209865.4668343;-38.13080360867914
1739209865.4668536;-38.13080360867914
1739209865.4668732;-45.120503652039325
1739209865.4668927;-32.816014438256545
1739209865.4669123;-32.816014438256545
1739209865.4669318;-33.981070128970906
1739209865.4669511;-38.13080360867914
1739209865.4669707;-38.13080360867914
1739209865.4669902;-45.120503652039325
1739209865.4670098;-38.13080360867914
1739209865.467029;-45.120503652039325
1739209865.4670486;-45.120503652039325
1739209865.4670682;-45.120503652039325
1739209865.4670877;-45.120503652039325
1739209865.4671073;-45.120503652039325
1739209865.4671266;-38.13080360867914
1739209865.4671462;-38.13080360867914
1739209865.4671657;-38.13080360867914
1739209865.4671853;-38.13080360867914
1739209865.4672046;-38.13080360867914
1739209865.4672241;-38.13080360867914
1739209865.4672437;-35.57807855764607
1739209865.4672632;-38.13080360867914
1739209865.4672828;-32.816014438256545
1739209865.467302;-38.13080360867914
1739209865.4673216;-45.120503652039325
1739209865.4673412;-38.13080360867914
1739209865.4673607;-45.120503652039325
1739209865.46738;-33.981070128970906
1739209865.4673996;-28.992665084841942
1739209865.4674191;-45.120503652039325
1739209865.4674387;-45.120503652039325
1739209865.4674582;-35.57807855764607
1739209865.4674776;-38.13080360867914
1739209865.467497;-45.120503652039325
1739209865.4675167;-45.120503652039325
1739209865.4675362;-38.13080360867914
1739209865.4675555;-35.57807855764607
1739209865.467575;-45.120503652039325
1739209865.4675946;-45.120503652039325
1739209865.4676142;-45.120503652039325
1739209865.4676337;-33.981070128970906
1739209865.467653;-45.120503652039325
1739209865.4676726;-45.120503652039325
1739209865.4676921;-35.57807855764607
1739209865.4677117;-38.13080360867914
1739209865.4677312;-38.13080360867914
1739209865.4677505;-33.981070128970906
1739209865.46777;-35.57807855764607
1739209865.4677896;-45.120503652039325
1739209865.4678092;-45.120503652039325
1739209865.4678285;-38.13080360867914
1739209865.467848;-38.13080360867914
1739209865.4678676;-35.57807855764607
1739209865.4678872;-38.13080360867914
1739209865.4679067;-38.13080360867914
1739209865.467926;-38.13080360867914
1739209865.4679456;-31.141103565318915
1739209865.4679651;-45.120503652039325
1739209865.4679847;-45.120503652039325
1739209865.468004;-45.120503652039325
1739209865.4680235;-38.13080360867914
1739209865.468043;-38.13080360867914
1739209865.4680626;-35.57807855764607
1739209865.4680822;-45.120503652039325
1739209865.4681015;-45.120503652039325
1739209865.468121;-38.13080360867914
1739209865.4681406;-38.13080360867914
1739209865.4681602;-35.57807855764607
1739209865.4681797;-32.816014438256545
1739209865.468199;-45.120503652039325
1739209865.4682186;-38.13080360867914
1739209865.468238;-31.141103565318915
1739209865.4682577;-38.13080360867914
1739209865.468277;-45.120503652039325
1739209865.4682965;-32.816014438256545
1739209865.468316;-35.57807855764607
1739209865.4683356;-45.120503652039325
1739209865.4683552;-45.120503652039325
1739209865.4683745;-45.120503652039325
1739209865.468394;-45.120503652039325
1739209865.4684136;-38.13080360867914
1739209865.4684331;-33.981070128970906
1739209865.4684525;-45.120503652039325
1739209865.468472;-45.120503652039325
1739209865.4684916;-32.816014438256545
1739209865.468511;-32.816014438256545
1739209865.4685307;-45.120503652039325
1739209865.46855;-38.13080360867914
1739209865.4685695;-33.981070128970906
1739209865.468589;-45.120503652039325
1739209865.4686086;-45.120503652039325
1739209865.468628;-45.120503652039325
1739209865.4686475;-45.120503652039325
1739209865.468667;-38.13080360867914
1739209865.4686866;-32.816014438256545
1739209865.4687061;-38.13080360867914
1739209865.4687254;-38.13080360867914
1739209865.468745;-33.981070128970906
1739209865.4687645;-45.120503652039325
1739209865.468784;-33.981070128970906
1739209865.4688034;-45.120503652039325
1739209865.468823;-38.13080360867914
1739209865.4688425;-35.57807855764607
1739209865.468862;-38.13080360867914
1739209865.4688816;-45.120503652039325
1739209865.468901;-45.120503652039325
1739209865.4689205;-35.57807855764607
1739209865.46894;-38.13080360867914
1739209865.4689596;-45.120503652039325
1739209865.4689791;-45.120503652039325
1739209865.4689984;-38.13080360867914
1739209865.469018;-45.120503652039325
1739209865.4690375;-32.816014438256545
1739209865.469057;-35.57807855764607
1739209865.4690764;-38.13080360867914
1739209865.469096;-38.13080360867914
1739209865.4691155;-45.120503652039325
1739209865.469135;-33.981070128970906
1739209865.4691546;-45.120503652039325
1739209865.469174;-45.120503652039325
1739209865.4691935;-45.120503652039325
1739209865.469213;-38.13080360867914
1739209865.4692326;-45.120503652039325
1739209865.4692519;-45.120503652039325
1739209865.4692714;-38.13080360867914
1739209865.469291;-38.13080360867914
1739209865.4693105;-38.13080360867914
1739209865.46933;-45.120503652039325
1739209865.4693494;-45.120503652039325
1739209865.469369;-33.981070128970956
1739209865.4693885;-38.13080360867914
1739209865.469408;-38.13080360867914
1739209865.4694276;-45.120503652039325
1739209865.469447;-45.120503652039325
1739209865.4694664;-38.13080360867914
1739209865.469486;-38.13080360867914
1739209865.4695055;-38.13080360867914
1739209865.4695249;-35.57807855764607
1739209865.4695444;-45.120503652039325
1739209865.469564;-45.120503652039325
1739209865.4695835;-38.13080360867914
1739209865.469603;-28.992665084841942
1739209865.4696224;-33.981070128970906
1739209865.469642;-38.13080360867914
1739209865.4696615;-45.120503652039325
1739209865.469681;-45.120503652039325
1739209865.4697003;-45.120503652039325
1739209865.46972;-45.120503652039325
1739209865.4697394;-45.120503652039325
1739209865.469759;-32.81601443825658
1739209865.4697785;-38.13080360867914
1739209865.4697978;-38.13080360867914
1739209865.4698174;-45.120503652039325
1739209865.469837;-38.13080360867914
1739209865.4698565;-32.816014438256545
1739209865.4698758;-38.13080360867914
1739209865.4698954;-35.57807855764607
1739209865.469915;-38.13080360867914
1739209865.4699345;-38.13080360867914
1739209865.469954;-45.120503652039325
1739209865.4699733;-38.13080360867914
1739209865.4699929;-38.13080360867914
1739209865.4700124;-45.120503652039325
1739209865.470032;-38.13080360867914
1739209865.4700513;-35.57807855764607
1739209865.4700708;-35.57807855764607
1739209865.4700904;-45.120503652039325
1739209865.47011;-45.120503652039325
1739209865.4701295;-45.120503652039325
1739209865.4701488;-38.13080360867914
1739209865.4701684;-38.13080360867914
1739209865.470188;-45.120503652039325
1739209865.4702075;-38.13080360867914
1739209865.470227;-33.981070128970906
1739209865.4702463;-31.141103565318915
1739209865.4702659;-45.120503652039325
1739209865.4702854;-45.120503652039325
1739209865.470305;-38.13080360867914
1739209865.4703243;-38.13080360867914
1739209865.4703438;-31.141103565318915
1739209865.4703634;-45.120503652039325
1739209865.470383;-33.981070128970906
1739209865.4704025;-33.981070128970906
1739209865.4704218;-35.57807855764607
1739209865.4704413;-38.13080360867914
1739209865.470461;-38.13080360867914
1739209865.4704804;-35.57807855764607
1739209865.4704998;-45.120503652039325
1739209865.4705193;-45.120503652039325
1739209865.4705389;-38.13080360867914
1739209865.4705584;-33.981070128970906
1739209865.470578;-33.981070128970906
1739209865.4705973;-45.120503652039325
1739209865.4706168;-45.120503652039325
1739209865.4706364;-45.120503652039325
1739209865.470656;-38.13080360867914
1739209865.4706755;-38.13080360867914
1739209865.4706948;-33.981070128970906
1739209865.4707143;-38.13080360867914
1739209865.470734;-45.120503652039325
1739209865.4707534;-45.120503652039325
1739209865.4707727;-38.13080360867914
1739209865.4707923;-38.13080360867914
1739209865.4708118;-45.120503652039325
1739209865.4708314;-32.816014438256545
1739209865.470851;-38.13080360867914
1739209865.4708703;-45.120503652039325
1739209865.4708898;-38.13080360867914
1739209865.4709094;-38.13080360867914
1739209865.470929;-45.120503652039325
1739209865.4709482;-38.13080360867914
1739209865.4709678;-45.120503652039325
1739209865.4709873;-38.13080360867914
1739209865.4710069;-35.57807855764607
1739209865.4710264;-38.13080360867914
1739209865.4710457;-45.120503652039325
1739209865.4710653;-45.120503652039325
1739209865.4710848;-38.13080360867914
1739209865.4711044;-45.120503652039325
1739209865.4711237;-38.13080360867914
1739209865.4711432;-45.120503652039325
1739209865.4711628;-45.120503652039325
1739209865.4711823;-38.13080360867914
1739209865.471202;-38.13080360867914
1739209865.4712212;-38.13080360867914
1739209865.4712408;-38.13080360867914
1739209865.4712603;-38.13080360867914
1739209865.4712799;-38.13080360867914
1739209865.4712992;-33.981070128970906
1739209865.4713187;-38.13080360867914
1739209865.4713383;-38.13080360867914
1739209865.4713578;-45.120503652039325
1739209865.4713774;-35.57807855764607
1739209865.4713967;-38.13080360867914
1739209865.4714162;-45.120503652039325
1739209865.4714358;-45.120503652039325
1739209865.4714553;-38.13080360867914
1739209865.471475;-45.120503652039325
1739209865.4714942;-45.120503652039325
1739209865.4715137;-38.13080360867914
1739209865.4715333;-45.120503652039325
1739209865.4715528;-45.120503652039325
1739209865.4715722;-35.57807855764607
1739209865.4715917;-35.57807855764607
1739209865.4716113;-38.13080360867914
1739209865.4716308;-33.981070128970906
1739209865.4716504;-45.120503652039325
1739209865.4716697;-38.13080360867914
1739209865.4716892;-45.120503652039325
1739209865.4717088;-45.120503652039325
1739209865.4717283;-45.120503652039325
1739209865.4717476;-45.120503652039325
1739209865.4717672;-45.120503652039325
1739209865.4717867;-45.120503652039325
1739209865.4718063;-45.120503652039325
1739209865.4718258;-45.120503652039325
1739209865.4718451;-38.13080360867914
1739209865.4718647;-45.120503652039325
1739209865.4718843;-33.981070128970906
1739209865.4719038;-45.120503652039325
1739209865.4719234;-38.13080360867914
1739209865.4719427;-38.13080360867914
1739209865.4719622;-32.816014438256545
1739209865.4719818;-30.49652367304973
1739209865.4720013;-38.13080360867914
1739209865.4720206;-38.13080360867914
1739209865.4720402;-38.13080360867914
1739209865.4720597;-33.981070128970906
1739209865.4720793;-45.120503652039325
1739209865.4720988;-45.120503652039325
1739209865.4721181;-45.120503652039325
1739209865.4721377;-45.120503652039325
1739209865.4721572;-45.120503652039325
1739209865.4721768;-38.13080360867914
1739209865.472196;-33.981070128970906
1739209865.4722157;-38.13080360867914
1739209865.4722352;-45.120503652039325
1739209865.4722548;-45.120503652039325
1739209865.4722743;-38.13080360867914
1739209865.4722936;-35.57807855764607
1739209865.4723132;-38.13080360867914
1739209865.4723327;-38.13080360867914
1739209865.4723523;-38.13080360867914
1739209865.4723716;-33.981070128970906
1739209865.4723911;-38.13080360867914
1739209865.4724107;-45.120503652039325
1739209865.4724302;-38.13080360867914
1739209865.4724498;-45.120503652039325
1739209865.472469;-45.120503652039325
1739209865.4724886;-45.120503652039325
1739209865.4725082;-45.120503652039325
1739209865.4725277;-38.13080360867914
1739209865.472547;-45.120503652039325
1739209865.4725666;-45.120503652039325
1739209865.4725862;-45.120503652039325
1739209865.4726057;-45.120503652039325
1739209865.4726253;-38.13080360867914
1739209865.4726446;-38.13080360867914
1739209865.472664;-38.13080360867914
1739209865.4726837;-38.13080360867914
1739209865.4727032;-38.13080360867914
1739209865.4727228;-38.13080360867914
1739209865.472742;-38.13080360867914
1739209865.4727616;-27.267205301931607
1739209865.4727812;-35.57807855764607
1739209865.4728007;-35.57807855764607
1739209865.47282;-38.13080360867914
1739209865.4728396;-38.13080360867914
1739209865.4728591;-45.120503652039325
1739209865.4728787;-45.120503652039325
1739209865.4728982;-45.120503652039325
1739209865.4729176;-33.981070128970956
1739209865.472937;-38.13080360867914
1739209865.4729567;-38.13080360867914
1739209865.4729762;-38.13080360867914
1739209865.4729955;-38.13080360867914
1739209865.473015;-45.120503652039325
1739209865.4730346;-38.13080360867914
1739209865.4730542;-38.13080360867914
1739209865.4730737;-27.267205301931607
1739209865.473093;-38.13080360867914
1739209865.4731126;-38.13080360867914
1739209865.4731321;-35.57807855764607
1739209865.4731517;-31.141103565318915
1739209865.4731712;-45.120503652039325
1739209865.4731905;-45.120503652039325
1739209865.47321;-33.981070128970906
1739209865.4732296;-35.57807855764607
1739209865.4732492;-33.981070128970906
1739209865.4732685;-38.13080360867914
1739209865.473288;-45.120503652039325
1739209865.4733076;-45.120503652039325
1739209865.4733272;-38.13080360867914
1739209865.4733467;-38.13080360867914
1739209865.473366;-45.120503652039325
1739209865.4733856;-45.120503652039325
1739209865.4734051;-45.120503652039325
1739209865.4734247;-38.13080360867914
1739209865.473444;-38.13080360867914
1739209865.4734635;-38.13080360867914
1739209865.473483;-38.13080360867914
1739209865.4735026;-45.120503652039325
1739209865.4735222;-38.13080360867914
1739209865.4735415;-31.141103565318915
1739209865.473561;-45.120503652039325
1739209865.4735806;-33.981070128970906
1739209865.4736001;-45.120503652039325
1739209865.4736195;-45.120503652039325
1739209865.473639;-45.120503652039325
1739209865.4736586;-45.120503652039325
1739209865.473678;-35.57807855764607
1739209865.4736977;-33.981070128970906
1739209865.473717;-38.13080360867914
1739209865.4737365;-33.981070128970906
1739209865.473756;-38.13080360867914
1739209865.4737756;-38.13080360867914
1739209865.473795;-45.120503652039325
1739209865.4738145;-45.120503652039325
1739209865.473834;-45.120503652039325
1739209865.4738536;-33.981070128970906
1739209865.4738731;-38.13080360867914
1739209865.4738925;-45.120503652039325
1739209865.473912;-38.13080360867914
1739209865.4739316;-33.981070128970906
1739209865.473951;-35.57807855764607
1739209865.4739707;-38.13080360867914
1739209865.47399;-38.13080360867914
1739209865.4740095;-28.992665084841942
1739209865.474029;-28.992665084841942
1739209865.4740486;-45.120503652039325
1739209865.474068;-38.13080360867914
1739209865.4740875;-38.13080360867914
1739209865.474107;-45.120503652039325
1739209865.4741266;-45.120503652039325
1739209865.4741461;-38.13080360867914
1739209865.4741654;-33.981070128970906
1739209865.474185;-35.57807855764607
1739209865.4742045;-38.13080360867914
1739209865.474224;-45.120503652039325
1739209865.4742434;-45.120503652039325
1739209865.474263;-45.120503652039325
1739209865.4742825;-45.120503652039325
1739209865.474302;-45.120503652039325
1739209865.4743216;-33.981070128970906
1739209865.474341;-31.141103565318915
1739209865.4743605;-45.120503652039325
1739209865.47438;-45.120503652039325
1739209865.4743996;-38.13080360867914
1739209865.474419;-38.13080360867914
1739209865.4744384;-45.120503652039325
1739209865.474458;-38.13080360867914
1739209865.4744775;-38.13080360867914
1739209865.474497;-38.13080360867914
1739209865.4745164;-45.120503652039325
1739209865.474536;-38.13080360867914
1739209865.4745555;-38.13080360867914
1739209865.474575;-35.57807855764607
1739209865.4745946;-35.57807855764607
1739209865.474614;-45.120503652039325
1739209865.4746335;-38.13080360867914
1739209865.474653;-45.120503652039325
1739209865.4746726;-45.120503652039325
1739209865.4746919;-38.13080360867914
1739209865.4747114;-38.13080360867914
1739209865.474731;-38.13080360867914
1739209865.4747505;-38.13080360867914
1739209865.47477;-45.120503652039325
1739209865.4747894;-38.13080360867914
1739209865.474809;-38.13080360867914
1739209865.4748285;-45.120503652039325
1739209865.474848;-45.120503652039325
1739209865.4748673;-38.13080360867914
1739209865.474887;-35.57807855764607
1739209865.4749064;-38.13080360867914
1739209865.474926;-38.13080360867914
1739209865.4749455;-45.120503652039325
1739209865.4749649;-45.120503652039325
1739209865.4749844;-45.120503652039325
1739209865.475004;-45.120503652039325
1739209865.4750235;-45.120503652039325
1739209865.4750428;-38.13080360867914
1739209865.4750624;-38.13080360867914
1739209865.475082;-45.120503652039325
1739209865.4751015;-38.13080360867914
1739209865.475121;-31.141103565318915
1739209865.4751403;-45.120503652039325
1739209865.47516;-45.120503652039325
1739209865.4751794;-38.13080360867914
1739209865.475199;-33.981070128970906
1739209865.4752185;-38.13080360867914
1739209865.4752378;-38.13080360867914
1739209865.4752574;-45.120503652039325
1739209865.475277;-38.13080360867914
1739209865.4752965;-38.13080360867914
1739209865.4753158;-35.57807855764607
1739209865.4753354;-45.120503652039325
1739209865.475355;-38.13080360867914
1739209865.4753745;-38.13080360867914
1739209865.475394;-45.120503652039325
1739209865.4754133;-33.981070128970906
1739209865.4754329;-45.120503652039325
1739209865.4754524;-45.120503652039325
1739209865.475472;-38.13080360867914
1739209865.4754913;-38.13080360867914
1739209865.4755108;-45.120503652039325
1739209865.4755304;-45.120503652039325
1739209865.47555;-45.120503652039325
1739209865.4755695;-45.120503652039325
1739209865.4755888;-45.120503652039325
1739209865.4756083;-45.120503652039325
1739209865.475628;-45.120503652039325
1739209865.4756474;-38.13080360867914
1739209865.475667;-38.13080360867914
1739209865.4756863;-45.120503652039325
1739209865.4757059;-35.57807855764607
1739209865.4757254;-35.57807855764607
1739209865.475745;-38.13080360867914
1739209865.4757643;-35.57807855764607
1739209865.4757838;-45.120503652039325
1739209865.4758034;-45.120503652039325
1739209865.475823;-45.120503652039325
1739209865.4758425;-45.120503652039325
1739209865.4758618;-33.981070128970906
1739209865.4758813;-31.141103565318915
1739209865.475901;-38.13080360867914
1739209865.4759204;-38.13080360867914
1739209865.4759398;-29.438486411369333
1739209865.4759593;-35.57807855764607
1739209865.4759789;-38.13080360867914
1739209865.4759984;-38.13080360867914
1739209865.476018;-45.120503652039325
1739209865.4760373;-45.120503652039325
1739209865.4760568;-45.120503652039325
1739209865.4760764;-31.141103565318915
1739209865.476096;-45.120503652039325
1739209865.4761152;-38.13080360867914
1739209865.4761348;-38.13080360867914
1739209865.4761543;-38.13080360867914
1739209865.4761739;-38.13080360867914
1739209865.4761934;-35.57807855764607
1739209865.4762127;-45.120503652039325
1739209865.4762323;-35.57807855764607
1739209865.4762518;-45.120503652039325
1739209865.4762714;-38.13080360867914
1739209865.4762907;-45.120503652039325
1739209865.4763103;-38.13080360867914
