CAN Message; 0x1bb:0000afc017bd919a
Timestamp;Amplitude
1739209718.575715;-38.13080360867914
1739209718.575725;-35.57807855764607
1739209718.5757349;-38.13080360867914
1739209718.5757449;-45.120503652039325
1739209718.575755;-35.57807855764607
1739209718.575765;-38.13080360867914
1739209718.575775;-28.58837851428586
1739209718.575785;-30.49652367304973
1739209718.5757947;-35.57807855764607
1739209718.5758047;-45.120503652039325
1739209718.5758147;-31.141103565318915
1739209718.5758247;-38.13080360867914
1739209718.5758348;-45.120503652039325
1739209718.5758445;-38.13080360867914
1739209718.5758545;-45.120503652039325
1739209718.5758646;-45.120503652039325
1739209718.5758746;-38.13080360867914
1739209718.5758846;-38.13080360867914
1739209718.5758946;-45.120503652039325
1739209718.5759044;-45.120503652039325
1739209718.5759144;-45.120503652039325
1739209718.5759244;-45.120503652039325
1739209718.5759344;-38.13080360867914
1739209718.5759444;-38.13080360867914
1739209718.5759542;-45.120503652039325
1739209718.5759642;-45.120503652039325
1739209718.5759742;-33.981070128970906
1739209718.5759842;-38.13080360867914
1739209718.5759943;-45.120503652039325
1739209718.5760043;-45.120503652039325
1739209718.576014;-38.13080360867914
1739209718.576024;-45.120503652039325
1739209718.576034;-45.120503652039325
1739209718.576044;-38.13080360867914
1739209718.576054;-45.120503652039325
1739209718.5760639;-45.120503652039325
1739209718.576074;-45.120503652039325
1739209718.576084;-38.13080360867914
1739209718.576094;-45.120503652039325
1739209718.576104;-45.120503652039325
1739209718.576114;-45.120503652039325
1739209718.5761237;-45.120503652039325
1739209718.5761337;-35.57807855764607
1739209718.5761437;-38.13080360867914
1739209718.5761538;-45.120503652039325
1739209718.5761638;-38.13080360867914
1739209718.5761738;-28.58837851428586
1739209718.5761836;-33.981070128970906
1739209718.5761936;-45.120503652039325
1739209718.5762036;-38.13080360867914
1739209718.5762136;-35.57807855764607
1739209718.5762236;-38.13080360867914
1739209718.5762334;-45.120503652039325
1739209718.5762434;-38.13080360867914
1739209718.5762534;-35.57807855764607
1739209718.5762634;-45.120503652039325
1739209718.5762734;-38.13080360867914
1739209718.5762835;-45.120503652039325
1739209718.5762932;-45.120503652039325
1739209718.5763032;-45.120503652039325
1739209718.5763133;-38.13080360867914
1739209718.5763233;-33.981070128970906
1739209718.5763333;-28.992665084841942
1739209718.576343;-28.992665084841942
1739209718.576353;-45.120503652039325
1739209718.576363;-38.13080360867914
1739209718.576373;-38.13080360867914
1739209718.576383;-33.981070128970906
1739209718.5763931;-45.120503652039325
1739209718.576403;-45.120503652039325
1739209718.576413;-38.13080360867914
1739209718.576423;-33.981070128970906
1739209718.576433;-45.120503652039325
1739209718.576443;-38.13080360867914
1739209718.5764527;-38.13080360867914
1739209718.5764627;-45.120503652039325
1739209718.5764728;-45.120503652039325
1739209718.5764828;-45.120503652039325
1739209718.5764928;-38.13080360867914
1739209718.5765028;-38.13080360867914
1739209718.5765126;-45.120503652039325
1739209718.5765226;-38.13080360867914
1739209718.5765326;-38.13080360867914
1739209718.5765426;-45.120503652039325
1739209718.5765526;-45.120503652039325
1739209718.5765624;-45.120503652039325
1739209718.5765724;-38.13080360867914
1739209718.5765824;-33.981070128970906
1739209718.5765924;-45.120503652039325
1739209718.5766025;-45.120503652039325
1739209718.5766125;-38.13080360867914
1739209718.5766222;-38.13080360867914
1739209718.5766323;-45.120503652039325
1739209718.5766423;-45.120503652039325
1739209718.5766523;-38.13080360867914
1739209718.5766623;-31.141103565318915
1739209718.576672;-38.13080360867914
1739209718.576682;-38.13080360867914
1739209718.576692;-35.57807855764607
1739209718.576702;-38.13080360867914
1739209718.5767121;-45.120503652039325
1739209718.5767221;-38.13080360867914
1739209718.576732;-38.13080360867914
1739209718.576742;-30.49652367304973
1739209718.576752;-35.57807855764607
1739209718.576762;-45.120503652039325
1739209718.576772;-45.120503652039325
1739209718.5767817;-33.981070128970906
1739209718.5767918;-38.13080360867914
1739209718.5768018;-45.120503652039325
1739209718.5768118;-38.13080360867914
1739209718.5768218;-31.141103565318915
1739209718.5768318;-38.13080360867914
1739209718.5768416;-45.120503652039325
1739209718.5768516;-45.120503652039325
1739209718.5768616;-45.120503652039325
1739209718.5768716;-45.120503652039325
1739209718.5768816;-45.120503652039325
1739209718.5768917;-45.120503652039325
1739209718.5769014;-45.120503652039325
1739209718.5769114;-45.120503652039325
1739209718.5769215;-45.120503652039325
1739209718.5769315;-45.120503652039325
1739209718.5769415;-38.13080360867914
1739209718.5769513;-35.57807855764607
1739209718.5769613;-45.120503652039325
1739209718.5769713;-45.120503652039325
1739209718.5769813;-38.13080360867914
1739209718.5769913;-38.13080360867914
1739209718.5770013;-38.13080360867914
1739209718.577011;-45.120503652039325
1739209718.5770211;-38.13080360867914
1739209718.5770311;-45.120503652039325
1739209718.5770411;-45.120503652039325
1739209718.5770512;-45.120503652039325
1739209718.577061;-31.141103565318915
1739209718.577071;-38.13080360867914
1739209718.577081;-38.13080360867914
1739209718.577091;-38.13080360867914
1739209718.577101;-38.13080360867914
1739209718.577111;-45.120503652039325
1739209718.5771208;-38.13080360867914
1739209718.5771308;-45.120503652039325
1739209718.5771408;-38.13080360867914
1739209718.5771508;-33.981070128970906
1739209718.5771608;-45.120503652039325
1739209718.5771706;-38.13080360867914
1739209718.5771806;-38.13080360867914
1739209718.5771906;-35.57807855764607
1739209718.5772007;-38.13080360867914
1739209718.5772107;-45.120503652039325
1739209718.5772207;-33.981070128970906
1739209718.5772305;-45.120503652039325
1739209718.5772405;-45.120503652039325
1739209718.5772505;-45.120503652039325
1739209718.5772605;-45.120503652039325
1739209718.5772705;-45.120503652039325
1739209718.5772803;-45.120503652039325
1739209718.5772903;-38.13080360867914
1739209718.5773003;-38.13080360867914
1739209718.5773103;-45.120503652039325
1739209718.5773203;-38.13080360867914
1739209718.5773304;-38.13080360867914
1739209718.5773401;-45.120503652039325
1739209718.5773501;-45.120503652039325
1739209718.5773602;-38.13080360867914
1739209718.5773702;-32.816014438256545
1739209718.5773802;-45.120503652039325
1739209718.57739;-45.120503652039325
1739209718.5774;-45.120503652039325
1739209718.57741;-35.57807855764607
1739209718.57742;-38.13080360867914
1739209718.57743;-45.120503652039325
1739209718.57744;-38.13080360867914
1739209718.5774498;-38.13080360867914
1739209718.5774598;-38.13080360867914
1739209718.5774698;-45.120503652039325
1739209718.5774798;-38.13080360867914
1739209718.5774899;-35.57807855764607
1739209718.5774996;-35.57807855764607
1739209718.5775096;-45.120503652039325
1739209718.5775197;-33.981070128970906
1739209718.5775297;-35.57807855764607
1739209718.5775397;-38.13080360867914
1739209718.5775497;-32.816014438256545
1739209718.5775595;-38.13080360867914
1739209718.5775695;-38.13080360867914
1739209718.5775795;-38.13080360867914
1739209718.5775895;-38.13080360867914
1739209718.5775995;-38.13080360867914
1739209718.5776093;-45.120503652039325
1739209718.5776193;-38.13080360867914
1739209718.5776293;-45.120503652039325
1739209718.5776393;-38.13080360867914
1739209718.5776494;-35.57807855764607
1739209718.5776594;-38.13080360867914
1739209718.5776691;-45.120503652039325
1739209718.5776792;-38.13080360867914
1739209718.5776892;-35.57807855764607
1739209718.5776992;-38.13080360867914
1739209718.5777092;-38.13080360867914
1739209718.5777192;-38.13080360867914
1739209718.577729;-38.13080360867914
1739209718.577739;-45.120503652039325
1739209718.577749;-35.57807855764607
1739209718.577759;-38.13080360867914
1739209718.577769;-35.57807855764607
1739209718.5777788;-45.120503652039325
1739209718.5777888;-28.58837851428586
1739209718.5777988;-38.13080360867914
1739209718.5778089;-45.120503652039325
1739209718.5778189;-38.13080360867914
1739209718.577829;-38.13080360867914
1739209718.5778387;-38.13080360867914
1739209718.5778487;-45.120503652039325
1739209718.5778587;-45.120503652039325
1739209718.5778687;-33.981070128970956
1739209718.5778787;-45.120503652039325
1739209718.5778885;-45.120503652039325
1739209718.5778985;-45.120503652039325
1739209718.5779085;-45.120503652039325
1739209718.5779185;-38.13080360867914
1739209718.5779285;-38.13080360867914
1739209718.5779386;-45.120503652039325
1739209718.5779483;-28.58837851428586
1739209718.5779583;-33.981070128970906
1739209718.5779684;-45.120503652039325
1739209718.5779784;-38.13080360867914
1739209718.5779884;-38.13080360867914
1739209718.5779982;-35.57807855764607
1739209718.5780082;-38.13080360867914
1739209718.5780182;-38.13080360867914
1739209718.5780282;-45.120503652039325
1739209718.5780382;-38.13080360867914
1739209718.5780482;-38.13080360867914
1739209718.578058;-45.120503652039325
1739209718.578068;-45.120503652039325
1739209718.578078;-45.120503652039325
1739209718.578088;-38.13080360867914
1739209718.578098;-38.13080360867914
1739209718.5781078;-45.120503652039325
1739209718.5781178;-38.13080360867914
1739209718.5781279;-35.57807855764607
1739209718.5781379;-35.57807855764607
1739209718.578148;-45.120503652039325
1739209718.578158;-38.13080360867914
1739209718.5781677;-35.57807855764607
1739209718.5781777;-45.120503652039325
1739209718.5781877;-33.981070128970906
1739209718.5781977;-33.981070128970906
1739209718.5782077;-38.13080360867914
1739209718.5782175;-38.13080360867914
1739209718.5782275;-38.13080360867914
1739209718.5782375;-33.981070128970906
1739209718.5782475;-38.13080360867914
1739209718.5782576;-33.981070128970906
1739209718.5782676;-35.57807855764607
1739209718.5782773;-31.14110356531892
1739209718.5782874;-38.13080360867914
1739209718.5782974;-45.120503652039325
1739209718.5783074;-45.120503652039325
1739209718.5783174;-45.120503652039325
1739209718.5783272;-38.13080360867914
1739209718.5783372;-38.13080360867914
1739209718.5783472;-33.981070128970906
1739209718.5783572;-31.141103565318915
1739209718.5783672;-35.57807855764607
1739209718.5783772;-38.13080360867914
1739209718.578387;-45.120503652039325
1739209718.578397;-33.981070128970906
1739209718.578407;-45.120503652039325
1739209718.578417;-38.13080360867914
1739209718.578427;-38.13080360867914
1739209718.5784369;-38.13080360867914
1739209718.5784469;-38.13080360867914
1739209718.5784569;-45.120503652039325
1739209718.578467;-45.120503652039325
1739209718.578477;-38.13080360867914
1739209718.578487;-35.57807855764607
1739209718.5784967;-38.13080360867914
1739209718.5785067;-45.120503652039325
1739209718.5785167;-45.120503652039325
1739209718.5785267;-45.120503652039325
1739209718.5785367;-45.120503652039325
1739209718.5785468;-38.13080360867914
1739209718.5785565;-38.13080360867914
1739209718.5785666;-45.120503652039325
1739209718.5785766;-45.120503652039325
1739209718.5785866;-45.120503652039325
1739209718.5785966;-33.981070128970906
1739209718.5786064;-38.13080360867914
1739209718.5786164;-38.13080360867914
1739209718.5786264;-38.13080360867914
1739209718.5786364;-38.13080360867914
1739209718.5786464;-45.120503652039325
1739209718.5786564;-38.13080360867914
1739209718.5786662;-38.13080360867914
1739209718.5786762;-38.13080360867914
1739209718.5786862;-38.13080360867914
1739209718.5786963;-38.13080360867914
1739209718.5787063;-38.13080360867914
1739209718.578716;-45.120503652039325
1739209718.578726;-38.13080360867914
1739209718.578736;-35.57807855764607
1739209718.578746;-38.13080360867914
1739209718.578756;-38.13080360867914
1739209718.578766;-45.120503652039325
1739209718.578776;-38.13080360867914
1739209718.578786;-38.13080360867914
1739209718.578796;-35.57807855764607
1739209718.578806;-33.981070128970906
1739209718.578816;-45.120503652039325
1739209718.5788257;-45.120503652039325
1739209718.5788357;-38.13080360867914
1739209718.5788457;-45.120503652039325
1739209718.5788558;-38.13080360867914
1739209718.5788658;-45.120503652039325
1739209718.5788758;-45.120503652039325
1739209718.5788856;-35.57807855764607
1739209718.5788956;-45.120503652039325
1739209718.5789056;-45.120503652039325
1739209718.5789156;-45.120503652039325
1739209718.5789256;-45.120503652039325
1739209718.5789354;-38.13080360867914
1739209718.5789454;-45.120503652039325
1739209718.5789554;-38.13080360867914
1739209718.5789654;-45.120503652039325
1739209718.5789754;-33.981070128970906
1739209718.5789855;-45.120503652039325
1739209718.5789952;-33.981070128970906
1739209718.5790052;-31.141103565318893
1739209718.5790153;-45.120503652039325
1739209718.5790253;-45.120503652039325
1739209718.5790353;-45.120503652039325
1739209718.579045;-32.816014438256545
1739209718.579055;-38.13080360867914
1739209718.579065;-45.120503652039325
1739209718.579075;-45.120503652039325
1739209718.579085;-45.120503652039325
1739209718.5790951;-38.13080360867914
1739209718.579105;-38.13080360867914
1739209718.579115;-45.120503652039325
1739209718.579125;-45.120503652039325
1739209718.579135;-45.120503652039325
1739209718.579145;-38.13080360867914
1739209718.5791547;-45.120503652039325
1739209718.5791647;-38.13080360867914
1739209718.5791748;-38.13080360867914
1739209718.5791848;-45.120503652039325
1739209718.5791948;-33.981070128970906
1739209718.5792048;-45.120503652039325
1739209718.5792146;-45.120503652039325
1739209718.5792246;-38.13080360867914
1739209718.5792346;-38.13080360867914
1739209718.5792446;-32.816014438256545
1739209718.5792546;-45.120503652039325
1739209718.5792646;-38.13080360867914
1739209718.5792744;-38.13080360867914
1739209718.5792844;-45.120503652039325
1739209718.5792944;-38.13080360867914
1739209718.5793045;-45.120503652039325
1739209718.5793145;-45.120503652039325
1739209718.5793242;-38.13080360867914
1739209718.5793343;-45.120503652039325
1739209718.5793443;-45.120503652039325
1739209718.5793543;-38.13080360867914
1739209718.5793643;-45.120503652039325
1739209718.5793743;-45.120503652039325
1739209718.579384;-45.120503652039325
1739209718.579394;-35.57807855764607
1739209718.579404;-29.438486411369333
1739209718.5794141;-35.57807855764607
1739209718.5794241;-38.13080360867914
1739209718.579434;-45.120503652039325
1739209718.579444;-38.13080360867914
1739209718.579454;-38.13080360867914
1739209718.579464;-45.120503652039325
1739209718.579474;-45.120503652039325
1739209718.579484;-35.57807855764607
1739209718.5794938;-45.120503652039325
1739209718.5795038;-38.13080360867914
1739209718.5795138;-45.120503652039325
1739209718.5795238;-45.120503652039325
1739209718.5795338;-38.13080360867914
1739209718.5795436;-45.120503652039325
1739209718.5795536;-38.13080360867914
1739209718.5795636;-31.141103565318893
1739209718.5795736;-38.13080360867914
1739209718.5795836;-38.13080360867914
1739209718.5795937;-45.120503652039325
1739209718.5796034;-38.13080360867914
1739209718.5796134;-45.120503652039325
1739209718.5796235;-45.120503652039325
1739209718.5796335;-38.13080360867914
1739209718.5796435;-38.13080360867914
1739209718.5796533;-35.57807855764607
1739209718.5796633;-35.57807855764607
1739209718.5796733;-45.120503652039325
1739209718.5796833;-35.57807855764607
1739209718.5796933;-38.13080360867914
1739209718.5797033;-38.13080360867914
1739209718.579713;-45.120503652039325
1739209718.5797231;-33.981070128970956
1739209718.5797331;-38.13080360867914
1739209718.5797431;-35.57807855764607
1739209718.5797532;-45.120503652039325
1739209718.579763;-45.120503652039325
1739209718.579773;-38.13080360867914
1739209718.579783;-38.13080360867914
1739209718.579793;-45.120503652039325
1739209718.579803;-27.8777449560314
1739209718.579813;-38.13080360867914
1739209718.5798228;-45.120503652039325
1739209718.5798328;-45.120503652039325
1739209718.5798428;-45.120503652039325
1739209718.5798528;-38.13080360867914
1739209718.5798628;-38.13080360867914
1739209718.5798726;-33.981070128970906
1739209718.5798826;-38.13080360867914
1739209718.5798926;-45.120503652039325
1739209718.5799026;-38.13080360867914
1739209718.5799127;-33.981070128970906
1739209718.5799227;-35.57807855764607
1739209718.5799325;-38.13080360867914
1739209718.5799425;-38.13080360867914
1739209718.5799525;-38.13080360867914
1739209718.5799625;-45.120503652039325
1739209718.5799725;-38.13080360867914
1739209718.5799823;-35.57807855764607
1739209718.5799923;-38.13080360867914
1739209718.5800023;-45.120503652039325
1739209718.5800123;-45.120503652039325
1739209718.5800223;-45.120503652039325
1739209718.5800323;-45.120503652039325
1739209718.5800421;-38.13080360867914
