CAN Message; 0x1b8:0300ec7bc23dfa41
Timestamp;Amplitude
1739209839.8990328;-38.13080360867914
1739209839.899035;-32.816014438256545
1739209839.8990371;-38.13080360867914
1739209839.899039;-45.120503652039325
1739209839.8990412;-38.13080360867914
1739209839.8990433;-45.120503652039325
1739209839.8990455;-35.57807855764607
1739209839.8990476;-29.438486411369333
1739209839.8990498;-38.13080360867914
1739209839.8990517;-35.57807855764607
1739209839.8990538;-35.57807855764607
1739209839.899056;-45.120503652039325
1739209839.899058;-38.13080360867914
1739209839.8990602;-33.981070128970906
1739209839.8990624;-38.13080360867914
1739209839.8990643;-45.120503652039325
1739209839.8990664;-38.13080360867914
1739209839.8990686;-35.57807855764607
1739209839.8990707;-33.981070128970906
1739209839.899073;-31.141103565318915
1739209839.8990748;-45.120503652039325
1739209839.899077;-32.816014438256545
1739209839.899079;-33.981070128970906
1739209839.8990812;-45.120503652039325
1739209839.8990834;-45.120503652039325
1739209839.8990855;-45.120503652039325
1739209839.8990874;-38.13080360867914
1739209839.8990896;-45.120503652039325
1739209839.8990917;-38.13080360867914
1739209839.8990939;-35.57807855764607
1739209839.899096;-38.13080360867914
1739209839.899098;-32.816014438256545
1739209839.8991;-38.13080360867914
1739209839.8991022;-45.120503652039325
1739209839.8991044;-45.120503652039325
1739209839.8991065;-45.120503652039325
1739209839.8991086;-45.120503652039325
1739209839.8991106;-45.120503652039325
1739209839.8991127;-45.120503652039325
1739209839.8991148;-45.120503652039325
1739209839.899117;-45.120503652039325
1739209839.8991191;-45.120503652039325
1739209839.8991213;-45.120503652039325
1739209839.8991232;-35.57807855764607
1739209839.8991253;-38.13080360867914
1739209839.8991275;-45.120503652039325
1739209839.8991296;-45.120503652039325
1739209839.8991318;-38.13080360867914
1739209839.8991337;-33.981070128970906
1739209839.8991358;-38.13080360867914
1739209839.899138;-38.13080360867914
1739209839.8991401;-45.120503652039325
1739209839.8991423;-38.13080360867914
1739209839.8991444;-45.120503652039325
1739209839.8991463;-45.120503652039325
1739209839.8991485;-45.120503652039325
1739209839.8991506;-45.120503652039325
1739209839.8991528;-38.13080360867914
1739209839.899155;-35.57807855764607
1739209839.8991568;-35.57807855764607
1739209839.899159;-38.13080360867914
1739209839.899161;-38.13080360867914
1739209839.8991632;-38.13080360867914
1739209839.8991654;-35.57807855764607
1739209839.8991675;-38.13080360867914
1739209839.8991694;-38.13080360867914
1739209839.8991716;-38.13080360867914
1739209839.8991737;-38.13080360867914
1739209839.899176;-33.981070128970906
1739209839.899178;-45.120503652039325
1739209839.8991802;-38.13080360867914
1739209839.899182;-38.13080360867914
1739209839.8991842;-45.120503652039325
1739209839.8991864;-45.120503652039325
1739209839.8991885;-38.13080360867914
1739209839.8991907;-38.13080360867914
1739209839.8991926;-45.120503652039325
1739209839.8991947;-32.816014438256545
1739209839.8991969;-38.13080360867914
1739209839.899199;-45.120503652039325
1739209839.8992012;-33.981070128970906
1739209839.8992033;-35.57807855764607
1739209839.8992052;-38.13080360867914
1739209839.8992074;-45.120503652039325
1739209839.8992095;-38.13080360867914
1739209839.8992116;-35.57807855764607
1739209839.8992138;-38.13080360867914
1739209839.8992157;-38.13080360867914
1739209839.8992178;-28.992665084841942
1739209839.89922;-32.816014438256545
1739209839.8992221;-35.57807855764607
1739209839.8992243;-45.120503652039325
1739209839.8992264;-38.13080360867914
1739209839.8992283;-38.13080360867914
1739209839.8992305;-38.13080360867914
1739209839.8992326;-45.120503652039325
1739209839.8992348;-35.57807855764607
1739209839.899237;-35.57807855764607
1739209839.899239;-38.13080360867914
1739209839.899241;-45.120503652039325
1739209839.899243;-33.981070128970906
1739209839.8992453;-32.816014438256545
1739209839.8992474;-38.13080360867914
1739209839.8992496;-45.120503652039325
1739209839.8992515;-33.981070128970906
1739209839.8992536;-45.120503652039325
1739209839.8992558;-45.120503652039325
1739209839.899258;-38.13080360867914
1739209839.89926;-38.13080360867914
1739209839.8992622;-38.13080360867914
1739209839.899264;-38.13080360867914
1739209839.8992662;-38.13080360867914
1739209839.8992684;-38.13080360867914
1739209839.8992705;-45.120503652039325
1739209839.8992727;-45.120503652039325
1739209839.8992746;-45.120503652039325
1739209839.8992767;-45.120503652039325
1739209839.8992789;-45.120503652039325
1739209839.899281;-38.13080360867914
1739209839.8992832;-35.57807855764607
1739209839.8992853;-31.141103565318915
1739209839.8992872;-38.13080360867914
1739209839.8992894;-38.13080360867914
1739209839.8992915;-33.981070128970906
1739209839.8992937;-45.120503652039325
1739209839.8992958;-45.120503652039325
1739209839.899298;-45.120503652039325
1739209839.8992999;-35.57807855764607
1739209839.899302;-30.49652367304973
1739209839.8993042;-38.13080360867914
1739209839.8993063;-35.57807855764607
1739209839.8993084;-45.120503652039325
1739209839.8993104;-45.120503652039325
1739209839.8993125;-38.13080360867914
1739209839.8993146;-45.120503652039325
1739209839.8993168;-45.120503652039325
1739209839.899319;-45.120503652039325
1739209839.899321;-45.120503652039325
1739209839.899323;-45.120503652039325
1739209839.8993251;-45.120503652039325
1739209839.8993273;-45.120503652039325
1739209839.8993294;-38.13080360867914
1739209839.8993316;-45.120503652039325
1739209839.8993335;-45.120503652039325
1739209839.8993356;-33.981070128970906
1739209839.8993378;-38.13080360867914
1739209839.89934;-45.120503652039325
1739209839.899342;-45.120503652039325
1739209839.8993442;-38.13080360867914
1739209839.899346;-38.13080360867914
1739209839.8993483;-33.981070128970906
1739209839.8993504;-45.120503652039325
1739209839.8993526;-45.120503652039325
1739209839.8993547;-35.57807855764607
1739209839.8993568;-38.13080360867914
1739209839.8993587;-45.120503652039325
1739209839.899361;-45.120503652039325
1739209839.899363;-29.438486411369333
1739209839.8993652;-32.816014438256545
1739209839.8993673;-35.57807855764607
1739209839.8993692;-38.13080360867914
1739209839.8993714;-38.13080360867914
1739209839.8993735;-38.13080360867914
1739209839.8993757;-45.120503652039325
1739209839.8993778;-45.120503652039325
1739209839.89938;-45.120503652039325
1739209839.8993819;-45.120503652039325
1739209839.899384;-45.120503652039325
1739209839.8993862;-45.120503652039325
1739209839.8993883;-45.120503652039325
1739209839.8993905;-45.120503652039325
1739209839.8993924;-45.120503652039325
1739209839.8993945;-38.13080360867914
1739209839.8993967;-45.120503652039325
1739209839.8993988;-45.120503652039325
1739209839.899401;-45.120503652039325
1739209839.899403;-45.120503652039325
1739209839.899405;-32.816014438256545
1739209839.8994071;-38.13080360867914
1739209839.8994093;-35.57807855764607
1739209839.8994114;-38.13080360867914
1739209839.8994136;-38.13080360867914
1739209839.8994157;-38.13080360867914
1739209839.8994176;-45.120503652039325
1739209839.8994198;-45.120503652039325
1739209839.899422;-45.120503652039325
1739209839.899424;-45.120503652039325
1739209839.8994262;-38.13080360867914
1739209839.8994281;-38.13080360867914
1739209839.8994303;-45.120503652039325
1739209839.8994324;-38.13080360867914
1739209839.8994346;-35.57807855764607
1739209839.8994367;-38.13080360867914
1739209839.8994389;-38.13080360867914
1739209839.8994408;-45.120503652039325
1739209839.899443;-38.13080360867914
1739209839.899445;-38.13080360867914
1739209839.8994472;-32.816014438256545
1739209839.8994493;-33.981070128970906
1739209839.8994513;-38.13080360867914
1739209839.8994534;-38.13080360867914
1739209839.8994555;-38.13080360867914
1739209839.8994577;-38.13080360867914
1739209839.8994598;-45.120503652039325
1739209839.899462;-45.120503652039325
1739209839.899464;-45.120503652039325
1739209839.899466;-38.13080360867914
1739209839.8994682;-45.120503652039325
1739209839.8994703;-38.13080360867914
1739209839.8994725;-45.120503652039325
1739209839.8994744;-45.120503652039325
1739209839.8994765;-38.13080360867914
1739209839.8994787;-38.13080360867914
1739209839.8994808;-33.981070128970906
1739209839.899483;-38.13080360867914
1739209839.899485;-38.13080360867914
1739209839.899487;-45.120503652039325
1739209839.8994892;-27.8777449560314
1739209839.8994913;-32.816014438256545
1739209839.8994935;-45.120503652039325
1739209839.8994956;-38.13080360867914
1739209839.8994977;-31.141103565318893
1739209839.8994997;-38.13080360867914
1739209839.8995018;-45.120503652039325
1739209839.899504;-38.13080360867914
1739209839.899506;-45.120503652039325
1739209839.8995082;-45.120503652039325
1739209839.8995101;-45.120503652039325
1739209839.8995123;-38.13080360867914
1739209839.8995144;-38.13080360867914
1739209839.8995166;-45.120503652039325
1739209839.8995187;-45.120503652039325
1739209839.8995209;-45.120503652039325
1739209839.8995228;-35.57807855764607
1739209839.899525;-33.981070128970906
1739209839.899527;-45.120503652039325
1739209839.8995292;-38.13080360867914
1739209839.8995314;-38.13080360867914
1739209839.8995333;-38.13080360867914
1739209839.8995354;-38.13080360867914
1739209839.8995376;-38.13080360867914
1739209839.8995397;-32.816014438256545
1739209839.8995419;-31.141103565318915
1739209839.899544;-45.120503652039325
1739209839.899546;-45.120503652039325
1739209839.899548;-35.57807855764607
1739209839.8995502;-38.13080360867914
1739209839.8995523;-38.13080360867914
1739209839.8995545;-33.981070128970906
1739209839.8995566;-45.120503652039325
1739209839.8995585;-35.57807855764607
1739209839.8995607;-35.57807855764607
1739209839.8995628;-38.13080360867914
1739209839.899565;-45.120503652039325
1739209839.8995671;-45.120503652039325
1739209839.899569;-38.13080360867914
1739209839.8995712;-38.13080360867914
1739209839.8995733;-38.13080360867914
1739209839.8995755;-38.13080360867914
1739209839.8995776;-38.13080360867914
1739209839.8995798;-45.120503652039325
1739209839.8995817;-38.13080360867914
1739209839.8995838;-45.120503652039325
1739209839.899586;-45.120503652039325
1739209839.899588;-38.13080360867914
1739209839.8995903;-45.120503652039325
1739209839.8995922;-35.57807855764607
1739209839.8995943;-38.13080360867914
1739209839.8995965;-38.13080360867914
1739209839.8995986;-45.120503652039325
1739209839.8996007;-33.981070128970906
1739209839.899603;-31.141103565318915
1739209839.8996048;-33.981070128970906
1739209839.899607;-45.120503652039325
1739209839.899609;-38.13080360867914
1739209839.8996112;-38.13080360867914
1739209839.8996134;-45.120503652039325
1739209839.8996155;-45.120503652039325
1739209839.8996174;-38.13080360867914
1739209839.8996196;-38.13080360867914
1739209839.8996217;-38.13080360867914
1739209839.8996239;-45.120503652039325
1739209839.899626;-38.13080360867914
1739209839.899628;-38.13080360867914
1739209839.89963;-45.120503652039325
1739209839.8996322;-38.13080360867914
1739209839.8996344;-38.13080360867914
1739209839.8996365;-45.120503652039325
1739209839.8996387;-45.120503652039325
1739209839.8996406;-45.120503652039325
1739209839.8996427;-38.13080360867914
1739209839.8996449;-45.120503652039325
1739209839.899647;-38.13080360867914
1739209839.8996491;-38.13080360867914
1739209839.899651;-45.120503652039325
1739209839.8996532;-45.120503652039325
1739209839.8996553;-38.13080360867914
1739209839.8996575;-38.13080360867914
1739209839.8996596;-33.981070128970906
1739209839.8996618;-38.13080360867914
1739209839.8996637;-45.120503652039325
1739209839.8996658;-35.57807855764607
1739209839.899668;-38.13080360867914
1739209839.8996701;-45.120503652039325
1739209839.8996723;-45.120503652039325
1739209839.8996744;-45.120503652039325
1739209839.8996763;-35.57807855764607
1739209839.8996785;-38.13080360867914
1739209839.8996806;-45.120503652039325
1739209839.8996828;-45.120503652039325
1739209839.899685;-38.13080360867914
1739209839.8996868;-32.816014438256545
1739209839.899689;-38.13080360867914
1739209839.899691;-38.13080360867914
1739209839.8996933;-45.120503652039325
1739209839.8996954;-45.120503652039325
1739209839.8996975;-45.120503652039325
1739209839.8996994;-45.120503652039325
1739209839.8997016;-38.13080360867914
1739209839.8997037;-45.120503652039325
1739209839.899706;-38.13080360867914
1739209839.899708;-38.13080360867914
1739209839.89971;-35.57807855764607
1739209839.899712;-33.981070128970906
1739209839.8997142;-45.120503652039325
1739209839.8997164;-45.120503652039325
1739209839.8997185;-38.13080360867914
1739209839.8997207;-35.57807855764607
1739209839.8997226;-38.13080360867914
1739209839.8997247;-38.13080360867914
1739209839.8997269;-45.120503652039325
1739209839.899729;-38.13080360867914
1739209839.8997312;-35.57807855764607
1739209839.8997333;-38.13080360867914
1739209839.8997352;-45.120503652039325
1739209839.8997374;-45.120503652039325
1739209839.8997395;-45.120503652039325
1739209839.8997416;-35.57807855764607
1739209839.8997438;-38.13080360867914
1739209839.8997457;-35.57807855764607
1739209839.8997478;-38.13080360867914
1739209839.89975;-45.120503652039325
1739209839.8997521;-38.13080360867914
1739209839.8997543;-45.120503652039325
1739209839.8997564;-38.13080360867914
1739209839.8997583;-38.13080360867914
1739209839.8997605;-38.13080360867914
1739209839.8997626;-32.816014438256545
1739209839.8997648;-45.120503652039325
1739209839.899767;-35.57807855764607
1739209839.8997688;-38.13080360867914
1739209839.899771;-45.120503652039325
1739209839.8997731;-38.13080360867914
1739209839.8997753;-38.13080360867914
1739209839.8997774;-45.120503652039325
1739209839.8997796;-31.141103565318943
1739209839.8997815;-45.120503652039325
1739209839.8997836;-35.57807855764607
1739209839.8997858;-38.13080360867914
1739209839.899788;-45.120503652039325
1739209839.89979;-45.120503652039325
1739209839.8997922;-38.13080360867914
1739209839.899794;-33.981070128970906
1739209839.8997962;-27.8777449560314
1739209839.8997984;-45.120503652039325
1739209839.8998005;-38.13080360867914
1739209839.8998027;-38.13080360867914
1739209839.8998046;-45.120503652039325
1739209839.8998067;-45.120503652039325
1739209839.899809;-35.57807855764607
1739209839.899811;-38.13080360867914
1739209839.8998132;-32.81601443825658
1739209839.8998153;-45.120503652039325
1739209839.8998172;-38.13080360867914
1739209839.8998194;-45.120503652039325
1739209839.8998215;-45.120503652039325
1739209839.8998237;-45.120503652039325
1739209839.8998258;-35.57807855764607
1739209839.8998277;-38.13080360867914
1739209839.8998299;-31.141103565318893
1739209839.899832;-35.57807855764607
1739209839.8998342;-38.13080360867914
1739209839.8998363;-38.13080360867914
1739209839.8998384;-38.13080360867914
1739209839.8998404;-38.13080360867914
1739209839.8998425;-45.120503652039325
1739209839.8998446;-38.13080360867914
1739209839.8998468;-45.120503652039325
1739209839.899849;-45.120503652039325
1739209839.899851;-38.13080360867914
1739209839.899853;-45.120503652039325
1739209839.8998551;-45.120503652039325
1739209839.8998573;-45.120503652039325
1739209839.8998594;-38.13080360867914
1739209839.8998616;-45.120503652039325
1739209839.8998635;-45.120503652039325
1739209839.8998656;-45.120503652039325
1739209839.8998678;-38.13080360867914
1739209839.89987;-38.13080360867914
1739209839.899872;-38.13080360867914
1739209839.8998742;-38.13080360867914
1739209839.899876;-45.120503652039325
1739209839.8998783;-38.13080360867914
1739209839.8998804;-29.438486411369333
1739209839.8998826;-35.57807855764607
1739209839.8998847;-45.120503652039325
1739209839.8998866;-45.120503652039325
1739209839.8998888;-45.120503652039325
1739209839.899891;-38.13080360867914
1739209839.899893;-45.120503652039325
1739209839.8998952;-38.13080360867914
1739209839.8998973;-38.13080360867914
1739209839.8998992;-45.120503652039325
1739209839.8999014;-45.120503652039325
1739209839.8999035;-45.120503652039325
1739209839.8999057;-45.120503652039325
1739209839.8999078;-45.120503652039325
1739209839.89991;-38.13080360867914
1739209839.8999119;-45.120503652039325
1739209839.899914;-28.58837851428586
1739209839.8999162;-30.49652367304973
1739209839.8999183;-38.13080360867914
1739209839.8999205;-45.120503652039325
1739209839.8999224;-45.120503652039325
1739209839.8999245;-45.120503652039325
1739209839.8999267;-45.120503652039325
1739209839.8999288;-38.13080360867914
1739209839.899931;-45.120503652039325
1739209839.899933;-45.120503652039325
1739209839.899935;-35.57807855764607
1739209839.8999372;-45.120503652039325
1739209839.8999393;-45.120503652039325
1739209839.8999414;-38.13080360867914
1739209839.8999436;-38.13080360867914
1739209839.8999455;-38.13080360867914
1739209839.8999476;-45.120503652039325
1739209839.8999498;-38.13080360867914
1739209839.899952;-32.816014438256545
1739209839.899954;-33.981070128970906
1739209839.8999562;-45.120503652039325
1739209839.8999581;-45.120503652039325
1739209839.8999603;-45.120503652039325
1739209839.8999624;-45.120503652039325
1739209839.8999646;-45.120503652039325
1739209839.8999667;-38.13080360867914
1739209839.8999686;-38.13080360867914
1739209839.8999708;-45.120503652039325
1739209839.899973;-38.13080360867914
1739209839.899975;-38.13080360867914
1739209839.8999772;-35.57807855764607
1739209839.8999794;-33.981070128970906
1739209839.8999813;-45.120503652039325
1739209839.8999834;-38.13080360867914
1739209839.8999856;-38.13080360867914
1739209839.8999877;-45.120503652039325
1739209839.8999898;-45.120503652039325
1739209839.899992;-38.13080360867914
1739209839.899994;-38.13080360867914
1739209839.899996;-45.120503652039325
1739209839.8999982;-38.13080360867914
1739209839.9000003;-45.120503652039325
1739209839.9000025;-45.120503652039325
1739209839.9000044;-38.13080360867914
1739209839.9000065;-45.120503652039325
1739209839.9000087;-45.120503652039325
1739209839.9000108;-38.13080360867914
1739209839.900013;-38.13080360867914
1739209839.900015;-38.13080360867914
1739209839.900017;-32.816014438256545
1739209839.9000192;-38.13080360867914
1739209839.9000213;-38.13080360867914
1739209839.9000235;-35.57807855764607
1739209839.9000256;-35.57807855764607
1739209839.9000275;-38.13080360867914
1739209839.9000297;-45.120503652039325
1739209839.9000318;-45.120503652039325
1739209839.900034;-38.13080360867914
1739209839.900036;-38.13080360867914
1739209839.9000382;-38.13080360867914
1739209839.9000401;-45.120503652039325
1739209839.9000423;-38.13080360867914
1739209839.9000444;-38.13080360867914
1739209839.9000466;-33.981070128970906
1739209839.9000487;-32.816014438256545
1739209839.9000509;-38.13080360867914
1739209839.9000528;-45.120503652039325
1739209839.900055;-38.13080360867914
1739209839.900057;-38.13080360867914
1739209839.9000592;-38.13080360867914
1739209839.9000614;-45.120503652039325
1739209839.9000633;-38.13080360867914
1739209839.9000654;-38.13080360867914
1739209839.9000676;-45.120503652039325
1739209839.9000697;-45.120503652039325
1739209839.9000719;-45.120503652039325
1739209839.900074;-45.120503652039325
1739209839.900076;-38.13080360867914
1739209839.900078;-38.13080360867914
1739209839.9000802;-45.120503652039325
1739209839.9000823;-45.120503652039325
1739209839.9000845;-45.120503652039325
1739209839.9000864;-38.13080360867914
1739209839.9000885;-38.13080360867914
1739209839.9000907;-45.120503652039325
1739209839.9000928;-33.981070128970906
1739209839.900095;-38.13080360867914
1739209839.9000971;-38.13080360867914
1739209839.900099;-45.120503652039325
1739209839.9001012;-33.981070128970906
1739209839.9001033;-28.992665084841942
1739209839.9001055;-45.120503652039325
1739209839.9001076;-45.120503652039325
1739209839.9001098;-38.13080360867914
1739209839.9001117;-35.57807855764607
1739209839.9001138;-38.13080360867914
1739209839.900116;-45.120503652039325
1739209839.900118;-38.13080360867914
1739209839.9001203;-38.13080360867914
1739209839.9001222;-38.13080360867914
1739209839.9001243;-38.13080360867914
1739209839.9001265;-45.120503652039325
1739209839.9001286;-35.57807855764607
1739209839.9001307;-38.13080360867914
1739209839.900133;-45.120503652039325
1739209839.9001348;-33.981070128970906
1739209839.900137;-28.58837851428586
1739209839.900139;-38.13080360867914
1739209839.9001412;-45.120503652039325
1739209839.9001434;-38.13080360867914
1739209839.9001453;-38.13080360867914
1739209839.9001474;-45.120503652039325
1739209839.9001496;-38.13080360867914
1739209839.9001517;-45.120503652039325
1739209839.9001539;-38.13080360867914
1739209839.900156;-38.13080360867914
1739209839.900158;-35.57807855764607
1739209839.90016;-45.120503652039325
1739209839.9001622;-45.120503652039325
1739209839.9001644;-38.13080360867914
1739209839.9001665;-35.57807855764607
1739209839.9001687;-38.13080360867914
1739209839.9001706;-38.13080360867914
1739209839.9001727;-45.120503652039325
1739209839.9001749;-35.57807855764607
1739209839.900177;-38.13080360867914
1739209839.9001791;-38.13080360867914
1739209839.900181;-45.120503652039325
1739209839.9001832;-35.57807855764607
1739209839.9001853;-38.13080360867914
1739209839.9001875;-45.120503652039325
1739209839.9001896;-38.13080360867914
1739209839.9001918;-38.13080360867914
1739209839.9001937;-45.120503652039325
1739209839.9001958;-45.120503652039325
1739209839.900198;-45.120503652039325
1739209839.9002001;-45.120503652039325
1739209839.9002023;-45.120503652039325
1739209839.9002042;-45.120503652039325
1739209839.9002063;-38.13080360867914
1739209839.9002085;-38.13080360867914
1739209839.9002106;-38.13080360867914
1739209839.9002128;-38.13080360867914
1739209839.900215;-33.981070128970906
1739209839.9002168;-38.13080360867914
1739209839.900219;-38.13080360867914
1739209839.900221;-31.141103565318893
1739209839.9002233;-45.120503652039325
1739209839.9002254;-45.120503652039325
1739209839.9002275;-45.120503652039325
1739209839.9002295;-35.57807855764607
1739209839.9002316;-45.120503652039325
1739209839.9002337;-38.13080360867914
1739209839.900236;-38.13080360867914
1739209839.900238;-35.57807855764607
1739209839.90024;-45.120503652039325
1739209839.900242;-45.120503652039325
1739209839.9002442;-45.120503652039325
1739209839.9002464;-38.13080360867914
1739209839.9002485;-38.13080360867914
1739209839.9002507;-45.120503652039325
1739209839.9002526;-38.13080360867914
1739209839.9002547;-26.991370085610736
1739209839.9002569;-35.57807855764607
1739209839.900259;-45.120503652039325
1739209839.9002612;-38.13080360867914
1739209839.900263;-38.13080360867914
1739209839.9002652;-45.120503652039325
1739209839.9002674;-45.120503652039325
1739209839.9002695;-38.13080360867914
1739209839.9002717;-45.120503652039325
1739209839.9002738;-38.13080360867914
1739209839.9002757;-38.13080360867914
1739209839.9002779;-45.120503652039325
1739209839.90028;-38.13080360867914
1739209839.9002821;-38.13080360867914
1739209839.9002843;-45.120503652039325
1739209839.9002864;-45.120503652039325
1739209839.9002883;-38.13080360867914
1739209839.9002905;-33.981070128970906
1739209839.9002926;-45.120503652039325
1739209839.9002948;-38.13080360867914
1739209839.900297;-38.13080360867914
1739209839.9002988;-45.120503652039325
1739209839.900301;-45.120503652039325
1739209839.9003031;-45.120503652039325
1739209839.9003053;-38.13080360867914
1739209839.9003074;-32.816014438256545
1739209839.9003096;-45.120503652039325
1739209839.9003115;-45.120503652039325
1739209839.9003136;-32.816014438256545
1739209839.9003158;-33.981070128970906
1739209839.900318;-45.120503652039325
1739209839.90032;-38.13080360867914
1739209839.900322;-45.120503652039325
1739209839.900324;-45.120503652039325
1739209839.9003263;-45.120503652039325
1739209839.9003284;-45.120503652039325
1739209839.9003305;-45.120503652039325
1739209839.9003327;-38.13080360867914
1739209839.9003346;-35.57807855764607
1739209839.9003367;-38.13080360867914
1739209839.900339;-38.13080360867914
1739209839.900341;-38.13080360867914
1739209839.9003432;-33.981070128970906
1739209839.9003453;-38.13080360867914
1739209839.9003472;-45.120503652039325
1739209839.9003494;-38.13080360867914
1739209839.9003515;-35.57807855764607
1739209839.9003537;-33.981070128970906
1739209839.9003558;-45.120503652039325
1739209839.9003577;-33.981070128970906
1739209839.9003599;-38.13080360867914
1739209839.900362;-45.120503652039325
1739209839.9003642;-38.13080360867914
1739209839.9003663;-38.13080360867914
1739209839.9003685;-38.13080360867914
1739209839.9003704;-45.120503652039325
1739209839.9003725;-32.816014438256545
1739209839.9003747;-38.13080360867914
1739209839.9003768;-38.13080360867914
1739209839.900379;-38.13080360867914
1739209839.9003808;-38.13080360867914
1739209839.900383;-38.13080360867914
1739209839.9003851;-38.13080360867914
1739209839.9003873;-33.981070128970906
1739209839.9003894;-35.57807855764607
1739209839.9003916;-38.13080360867914
1739209839.9003935;-45.120503652039325
1739209839.9003956;-38.13080360867914
1739209839.9003978;-35.57807855764607
1739209839.9004;-35.57807855764607
1739209839.900402;-38.13080360867914
1739209839.9004042;-38.13080360867914
1739209839.9004061;-32.816014438256545
1739209839.9004083;-30.49652367304973
1739209839.9004104;-45.120503652039325
1739209839.9004126;-45.120503652039325
1739209839.9004147;-38.13080360867914
1739209839.9004166;-31.141103565318915
1739209839.9004188;-38.13080360867914
1739209839.900421;-33.981070128970906
1739209839.900423;-38.13080360867914
1739209839.9004252;-38.13080360867914
1739209839.9004273;-38.13080360867914
1739209839.9004292;-45.120503652039325
1739209839.9004314;-45.120503652039325
1739209839.9004335;-38.13080360867914
1739209839.9004357;-45.120503652039325
1739209839.9004378;-38.13080360867914
1739209839.9004397;-35.57807855764607
1739209839.900442;-35.57807855764607
1739209839.900444;-38.13080360867914
1739209839.9004462;-45.120503652039325
1739209839.9004483;-45.120503652039325
1739209839.9004505;-38.13080360867914
1739209839.9004524;-38.13080360867914
1739209839.9004545;-38.13080360867914
1739209839.9004567;-45.120503652039325
1739209839.9004588;-38.13080360867914
1739209839.900461;-38.13080360867914
1739209839.900463;-38.13080360867914
1739209839.900465;-38.13080360867914
1739209839.9004672;-45.120503652039325
1739209839.9004693;-38.13080360867914
1739209839.9004714;-45.120503652039325
1739209839.9004736;-45.120503652039325
1739209839.9004755;-28.992665084841942
1739209839.9004776;-33.981070128970906
1739209839.9004798;-38.13080360867914
1739209839.900482;-38.13080360867914
1739209839.900484;-35.57807855764607
1739209839.9004862;-33.981070128970906
1739209839.9004881;-45.120503652039325
1739209839.9004903;-38.13080360867914
1739209839.9004924;-45.120503652039325
1739209839.9004946;-38.13080360867914
1739209839.9004967;-45.120503652039325
1739209839.9004986;-45.120503652039325
1739209839.9005008;-45.120503652039325
1739209839.900503;-35.57807855764607
1739209839.900505;-38.13080360867914
1739209839.9005072;-45.120503652039325
1739209839.9005094;-33.981070128970906
1739209839.9005113;-38.13080360867914
1739209839.9005134;-45.120503652039325
1739209839.9005156;-45.120503652039325
1739209839.9005177;-38.13080360867914
1739209839.9005198;-45.120503652039325
1739209839.9005218;-45.120503652039325
1739209839.900524;-45.120503652039325
1739209839.900526;-35.57807855764607
1739209839.9005282;-33.981070128970906
1739209839.9005303;-38.13080360867914
1739209839.9005325;-38.13080360867914
1739209839.9005344;-45.120503652039325
1739209839.9005365;-45.120503652039325
1739209839.9005387;-45.120503652039325
