CAN Message; 0x62:05c2d5cfa91c8eaf
Timestamp;Amplitude
1739209853.4886389;-38.13080360867914
1739209853.4886491;-38.13080360867914
1739209853.4886596;-38.13080360867914
1739209853.48867;-38.13080360867914
1739209853.4886804;-35.57807855764607
1739209853.4886909;-45.120503652039325
1739209853.4887013;-45.120503652039325
1739209853.4887116;-45.120503652039325
1739209853.488722;-45.120503652039325
1739209853.4887326;-45.120503652039325
1739209853.4887428;-45.120503652039325
1739209853.4887533;-35.57807855764607
1739209853.4887636;-38.13080360867914
1739209853.488774;-45.120503652039325
1739209853.4887846;-45.120503652039325
1739209853.4887948;-35.57807855764607
1739209853.4888053;-38.13080360867914
1739209853.4888158;-31.141103565318893
1739209853.488826;-29.438486411369333
1739209853.4888365;-38.13080360867914
1739209853.488847;-38.13080360867914
1739209853.4888573;-38.13080360867914
1739209853.4888678;-38.13080360867914
1739209853.4888783;-38.13080360867914
1739209853.4888885;-32.816014438256545
1739209853.488899;-45.120503652039325
1739209853.4889095;-38.13080360867914
1739209853.4889197;-38.13080360867914
1739209853.4889302;-38.13080360867914
1739209853.4889407;-45.120503652039325
1739209853.488951;-45.120503652039325
1739209853.4889615;-38.13080360867914
1739209853.488972;-45.120503652039325
1739209853.4889822;-35.57807855764607
1739209853.4889927;-29.438486411369333
1739209853.489003;-45.120503652039325
1739209853.4890134;-45.120503652039325
1739209853.489024;-38.13080360867914
1739209853.4890342;-38.13080360867914
1739209853.4890447;-45.120503652039325
1739209853.4890552;-35.57807855764607
1739209853.4890654;-38.13080360867914
1739209853.489076;-35.57807855764607
1739209853.4890864;-45.120503652039325
1739209853.4890966;-38.13080360867914
1739209853.4891071;-33.981070128970906
1739209853.4891176;-32.816014438256545
1739209853.4891279;-38.13080360867914
1739209853.4891384;-38.13080360867914
1739209853.4891489;-45.120503652039325
1739209853.489159;-38.13080360867914
1739209853.4891696;-38.13080360867914
1739209853.48918;-35.57807855764607
1739209853.4891903;-45.120503652039325
1739209853.4892008;-45.120503652039325
1739209853.4892113;-38.13080360867914
1739209853.4892216;-35.57807855764607
1739209853.489232;-45.120503652039325
1739209853.4892423;-30.49652367304973
1739209853.4892528;-45.120503652039325
1739209853.4892633;-45.120503652039325
1739209853.4892735;-38.13080360867914
1739209853.489284;-38.13080360867914
1739209853.4892945;-33.981070128970906
1739209853.4893048;-32.816014438256545
1739209853.4893153;-38.13080360867914
1739209853.4893258;-45.120503652039325
1739209853.489336;-45.120503652039325
1739209853.4893465;-38.13080360867914
1739209853.489357;-45.120503652039325
1739209853.4893672;-45.120503652039325
1739209853.4893777;-38.13080360867914
1739209853.4893882;-38.13080360867914
1739209853.4893985;-38.13080360867914
1739209853.489409;-45.120503652039325
1739209853.4894195;-45.120503652039325
1739209853.4894297;-45.120503652039325
1739209853.4894402;-38.13080360867914
1739209853.4894507;-45.120503652039325
1739209853.489461;-38.13080360867914
1739209853.4894714;-45.120503652039325
1739209853.4894817;-38.13080360867914
1739209853.4894922;-38.13080360867914
1739209853.4895027;-38.13080360867914
1739209853.489513;-38.13080360867914
1739209853.4895234;-38.13080360867914
1739209853.489534;-45.120503652039325
1739209853.4895442;-38.13080360867914
1739209853.4895546;-35.57807855764607
1739209853.4895651;-38.13080360867914
1739209853.4895754;-35.57807855764607
1739209853.4895859;-45.120503652039325
1739209853.4895964;-45.120503652039325
1739209853.4896066;-38.13080360867914
1739209853.489617;-35.57807855764607
1739209853.4896276;-38.13080360867914
1739209853.4896379;-45.120503652039325
1739209853.4896483;-33.981070128970906
1739209853.4896588;-45.120503652039325
1739209853.489669;-38.13080360867914
1739209853.4896796;-38.13080360867914
1739209853.48969;-38.13080360867914
1739209853.4897003;-45.120503652039325
1739209853.4897108;-38.13080360867914
1739209853.489721;-38.13080360867914
1739209853.4897316;-38.13080360867914
1739209853.489742;-38.13080360867914
1739209853.4897523;-38.13080360867914
1739209853.4897628;-35.57807855764607
1739209853.4897733;-45.120503652039325
1739209853.4897835;-45.120503652039325
1739209853.489794;-38.13080360867914
1739209853.4898045;-38.13080360867914
1739209853.4898148;-45.120503652039325
1739209853.4898252;-45.120503652039325
1739209853.4898357;-33.981070128970906
1739209853.489846;-38.13080360867914
1739209853.4898565;-45.120503652039325
1739209853.489867;-38.13080360867914
1739209853.4898772;-35.57807855764607
1739209853.4898877;-38.13080360867914
1739209853.4898982;-45.120503652039325
1739209853.4899085;-45.120503652039325
1739209853.489919;-32.816014438256545
1739209853.4899294;-35.57807855764607
1739209853.4899397;-45.120503652039325
1739209853.4899502;-45.120503652039325
1739209853.4899607;-38.13080360867914
1739209853.489971;-45.120503652039325
1739209853.4899814;-38.13080360867914
1739209853.4899917;-38.13080360867914
1739209853.4900022;-31.141103565318915
1739209853.4900126;-45.120503652039325
1739209853.490023;-45.120503652039325
1739209853.4900334;-45.120503652039325
1739209853.4900439;-45.120503652039325
1739209853.4900541;-45.120503652039325
1739209853.4900646;-35.57807855764607
1739209853.490075;-35.57807855764607
1739209853.4900854;-33.981070128970906
1739209853.4900959;-45.120503652039325
1739209853.4901063;-38.13080360867914
1739209853.4901166;-35.57807855764607
1739209853.490127;-38.13080360867914
1739209853.4901376;-45.120503652039325
1739209853.4901478;-33.981070128970906
1739209853.4901583;-32.816014438256545
1739209853.4901688;-29.438486411369354
1739209853.490179;-38.13080360867914
1739209853.4901896;-38.13080360867914
1739209853.4902;-38.13080360867914
1739209853.4902103;-38.13080360867914
1739209853.4902208;-35.57807855764607
1739209853.490231;-45.120503652039325
1739209853.4902415;-38.13080360867914
1739209853.490252;-33.981070128970906
1739209853.4902623;-35.57807855764607
1739209853.4902728;-45.120503652039325
1739209853.4902833;-45.120503652039325
1739209853.4902935;-33.981070128970906
1739209853.490304;-45.120503652039325
1739209853.4903145;-45.120503652039325
1739209853.4903247;-38.13080360867914
1739209853.4903352;-33.981070128970906
1739209853.4903457;-45.120503652039325
1739209853.490356;-45.120503652039325
1739209853.4903665;-38.13080360867914
1739209853.490377;-33.981070128970906
1739209853.4903872;-38.13080360867914
1739209853.4903977;-38.13080360867914
1739209853.4904082;-45.120503652039325
1739209853.4904184;-38.13080360867914
1739209853.490429;-35.57807855764607
1739209853.4904394;-38.13080360867914
1739209853.4904497;-45.120503652039325
1739209853.4904602;-35.57807855764607
1739209853.4904704;-30.49652367304973
1739209853.490481;-45.120503652039325
1739209853.4904914;-45.120503652039325
1739209853.4905016;-38.13080360867914
1739209853.4905121;-35.57807855764607
1739209853.4905226;-38.13080360867914
1739209853.4905329;-45.120503652039325
1739209853.4905434;-38.13080360867914
1739209853.4905539;-32.816014438256545
1739209853.490564;-38.13080360867914
1739209853.4905746;-38.13080360867914
1739209853.490585;-45.120503652039325
1739209853.4905953;-45.120503652039325
1739209853.4906058;-45.120503652039325
1739209853.4906163;-45.120503652039325
1739209853.4906266;-38.13080360867914
1739209853.490637;-45.120503652039325
1739209853.4906476;-45.120503652039325
1739209853.4906578;-45.120503652039325
1739209853.4906683;-35.57807855764607
1739209853.4906788;-35.57807855764607
1739209853.490689;-38.13080360867914
1739209853.4906995;-38.13080360867914
1739209853.4907098;-35.57807855764607
1739209853.4907203;-45.120503652039325
1739209853.4907308;-38.13080360867914
1739209853.490741;-35.57807855764607
1739209853.4907515;-38.13080360867914
1739209853.490762;-31.141103565318893
1739209853.4907722;-45.120503652039325
1739209853.4907827;-32.816014438256545
1739209853.4907932;-45.120503652039325
1739209853.4908035;-45.120503652039325
1739209853.490814;-45.120503652039325
1739209853.4908245;-38.13080360867914
1739209853.4908347;-45.120503652039325
1739209853.4908452;-38.13080360867914
1739209853.4908557;-35.57807855764607
1739209853.490866;-38.13080360867914
1739209853.4908764;-38.13080360867914
1739209853.490887;-38.13080360867914
1739209853.4908972;-38.13080360867914
1739209853.4909077;-45.120503652039325
1739209853.4909182;-32.816014438256545
1739209853.4909284;-27.8777449560314
1739209853.490939;-45.120503652039325
1739209853.4909492;-38.13080360867914
1739209853.4909596;-35.57807855764607
1739209853.4909701;-30.49652367304973
1739209853.4909804;-38.13080360867914
1739209853.4909909;-45.120503652039325
1739209853.4910014;-45.120503652039325
1739209853.4910116;-45.120503652039325
1739209853.491022;-45.120503652039325
1739209853.4910326;-45.120503652039325
1739209853.4910429;-38.13080360867914
1739209853.4910533;-38.13080360867914
1739209853.4910638;-45.120503652039325
1739209853.491074;-45.120503652039325
1739209853.4910846;-38.13080360867914
1739209853.491095;-38.13080360867914
1739209853.4911053;-45.120503652039325
1739209853.4911158;-45.120503652039325
1739209853.4911263;-38.13080360867914
1739209853.4911366;-45.120503652039325
1739209853.491147;-45.120503652039325
1739209853.4911575;-45.120503652039325
1739209853.4911678;-38.13080360867914
1739209853.4911783;-28.58837851428586
1739209853.4911885;-38.13080360867914
1739209853.491199;-45.120503652039325
1739209853.4912095;-38.13080360867914
1739209853.4912198;-32.816014438256545
1739209853.4912302;-38.13080360867914
1739209853.4912407;-45.120503652039325
1739209853.491251;-38.13080360867914
1739209853.4912615;-31.141103565318943
1739209853.491272;-38.13080360867914
1739209853.4912822;-45.120503652039325
1739209853.4912927;-45.120503652039325
1739209853.4913032;-45.120503652039325
1739209853.4913135;-33.981070128970906
1739209853.491324;-35.57807855764607
1739209853.4913344;-45.120503652039325
1739209853.4913447;-33.981070128970906
1739209853.4913552;-38.13080360867914
1739209853.4913657;-45.120503652039325
1739209853.491376;-45.120503652039325
1739209853.4913864;-45.120503652039325
1739209853.491397;-38.13080360867914
1739209853.4914072;-45.120503652039325
1739209853.4914176;-45.120503652039325
1739209853.491428;-45.120503652039325
1739209853.4914384;-38.13080360867914
1739209853.4914489;-38.13080360867914
1739209853.4914591;-45.120503652039325
1739209853.4914696;-38.13080360867914
1739209853.49148;-35.57807855764607
1739209853.4914904;-38.13080360867914
1739209853.4915009;-45.120503652039325
1739209853.4915113;-45.120503652039325
1739209853.4915216;-45.120503652039325
1739209853.491532;-38.13080360867914
1739209853.4915426;-45.120503652039325
1739209853.4915528;-45.120503652039325
1739209853.4915633;-45.120503652039325
1739209853.4915738;-45.120503652039325
1739209853.491584;-38.13080360867914
1739209853.4915946;-33.981070128970906
1739209853.491605;-38.13080360867914
1739209853.4916153;-38.13080360867914
1739209853.4916258;-38.13080360867914
1739209853.4916363;-38.13080360867914
1739209853.4916465;-33.981070128970906
1739209853.491657;-38.13080360867914
1739209853.4916673;-38.13080360867914
1739209853.4916778;-35.57807855764607
1739209853.4916883;-45.120503652039325
1739209853.4916985;-45.120503652039325
1739209853.491709;-38.13080360867914
1739209853.4917195;-35.57807855764607
1739209853.4917297;-38.13080360867914
1739209853.4917402;-45.120503652039325
1739209853.4917507;-38.13080360867914
1739209853.491761;-38.13080360867914
1739209853.4917715;-38.13080360867914
1739209853.491782;-45.120503652039325
1739209853.4917922;-38.13080360867914
1739209853.4918027;-35.57807855764607
1739209853.4918132;-45.120503652039325
1739209853.4918234;-45.120503652039325
1739209853.491834;-33.981070128970906
1739209853.4918444;-35.57807855764607
1739209853.4918547;-33.981070128970906
1739209853.4918652;-45.120503652039325
1739209853.4918756;-45.120503652039325
1739209853.491886;-30.49652367304973
1739209853.4918964;-33.981070128970906
1739209853.4919066;-45.120503652039325
1739209853.4919171;-35.57807855764607
1739209853.4919276;-32.816014438256545
1739209853.4919379;-45.120503652039325
1739209853.4919484;-45.120503652039325
1739209853.4919589;-38.13080360867914
1739209853.491969;-38.13080360867914
1739209853.4919796;-45.120503652039325
1739209853.49199;-38.13080360867914
1739209853.4920003;-45.120503652039325
1739209853.4920108;-45.120503652039325
1739209853.4920213;-32.816014438256545
1739209853.4920316;-38.13080360867914
1739209853.492042;-45.120503652039325
1739209853.4920526;-35.57807855764607
1739209853.4920628;-35.57807855764607
1739209853.4920733;-35.57807855764607
1739209853.4920838;-45.120503652039325
1739209853.492094;-45.120503652039325
1739209853.4921045;-45.120503652039325
1739209853.492115;-45.120503652039325
1739209853.4921253;-38.13080360867914
1739209853.4921358;-45.120503652039325
1739209853.492146;-45.120503652039325
1739209853.4921565;-45.120503652039325
1739209853.492167;-45.120503652039325
1739209853.4921772;-45.120503652039325
1739209853.4921877;-45.120503652039325
1739209853.4921982;-45.120503652039325
1739209853.4922085;-38.13080360867914
1739209853.492219;-38.13080360867914
1739209853.4922295;-33.981070128970906
1739209853.4922397;-38.13080360867914
1739209853.4922502;-45.120503652039325
1739209853.4922607;-45.120503652039325
1739209853.492271;-26.991370085610722
1739209853.4922814;-31.141103565318893
1739209853.492292;-38.13080360867914
1739209853.4923022;-38.13080360867914
1739209853.4923127;-35.57807855764607
1739209853.4923232;-33.981070128970906
1739209853.4923334;-38.13080360867914
1739209853.492344;-32.816014438256545
1739209853.4923544;-33.981070128970956
1739209853.4923646;-45.120503652039325
1739209853.4923751;-38.13080360867914
1739209853.4923854;-38.13080360867914
1739209853.4923959;-38.13080360867914
1739209853.4924064;-45.120503652039325
1739209853.4924166;-38.13080360867914
1739209853.492427;-45.120503652039325
1739209853.4924376;-32.816014438256545
1739209853.4924479;-33.981070128970906
1739209853.4924583;-38.13080360867914
1739209853.4924688;-33.981070128970906
1739209853.492479;-33.981070128970906
1739209853.4924896;-38.13080360867914
1739209853.4925;-38.13080360867914
1739209853.4925103;-38.13080360867914
1739209853.4925208;-45.120503652039325
1739209853.4925313;-45.120503652039325
1739209853.4925416;-45.120503652039325
1739209853.492552;-38.13080360867914
1739209853.4925625;-38.13080360867914
1739209853.4925728;-45.120503652039325
1739209853.4925833;-45.120503652039325
1739209853.4925938;-35.57807855764607
1739209853.492604;-45.120503652039325
1739209853.4926145;-45.120503652039325
1739209853.4926248;-35.57807855764607
1739209853.4926353;-35.57807855764607
