CAN Message; 0x1d3:000071264a77cbce
1739209854.761494;-28.218542851754165
1739209854.7614973;-33.981070128970906
1739209854.7615006;-32.816014438256545
1739209854.761504;-30.49652367304973
1739209854.7615073;-45.120503652039325
1739209854.7615106;-33.981070128970906
1739209854.761514;-45.120503652039325
1739209854.761517;-45.120503652039325
1739209854.7615204;-38.13080360867914
1739209854.7615237;-45.120503652039325
1739209854.761527;-45.120503652039325
1739209854.7615304;-25.826314394896364
1739209854.7615337;-23.75329798047522
1739209854.761537;-26.991370085610722
1739209854.7615404;-38.13080360867914
1739209854.7615435;-28.992665084841942
1739209854.7615469;-45.120503652039325
1739209854.7615502;-38.13080360867914
1739209854.7615535;-38.13080360867914
1739209854.7615569;-45.120503652039325
1739209854.7615602;-38.13080360867914
1739209854.7615635;-45.120503652039325
1739209854.7615669;-33.981070128970906
1739209854.76157;-33.981070128970956
1739209854.7615733;-21.676580915188197
1739209854.7615767;-25.077289914212862
1739209854.76158;-35.57807855764607
1739209854.7615833;-45.120503652039325
1739209854.7615867;-45.120503652039325
1739209854.76159;-38.13080360867914
1739209854.7615933;-31.141103565318915
1739209854.7615964;-45.120503652039325
1739209854.7615998;-33.981070128970956
1739209854.761603;-31.141103565318893
1739209854.7616065;-33.981070128970906
1739209854.7616098;-33.981070128970906
1739209854.7616131;-24.589719217205094
1739209854.7616165;-24.438645034577675
1739209854.7616198;-31.14110356531892
1739209854.761623;-38.13080360867914
1739209854.7616262;-33.981070128970906
1739209854.7616296;-29.438486411369333
1739209854.761633;-33.981070128970906
1739209854.7616363;-38.13080360867914
1739209854.7616396;-35.57807855764607
1739209854.761643;-45.120503652039325
1739209854.7616463;-29.438486411369333
1739209854.7616496;-28.58837851428586
1739209854.7616527;-25.07728991421287
1739209854.761656;-23.16150712794696
1739209854.7616594;-26.035653463252796
1739209854.7616627;-45.120503652039325
1739209854.761666;-31.141103565318893
1739209854.7616694;-45.120503652039325
1739209854.7616727;-38.13080360867914
1739209854.761676;-35.57807855764607
1739209854.7616792;-38.13080360867914
1739209854.7616825;-33.981070128970906
1739209854.7616858;-33.981070128970906
1739209854.7616892;-30.49652367304973
1739209854.7616925;-27.267205301931607
1739209854.7616959;-24.292649948874775
1739209854.7616992;-33.981070128970906
1739209854.7617025;-27.267205301931607
1739209854.7617056;-45.120503652039325
1739209854.761709;-38.13080360867914
1739209854.7617123;-38.13080360867914
1739209854.7617157;-45.120503652039325
1739209854.761719;-33.981070128970906
1739209854.7617223;-38.13080360867914
1739209854.7617257;-45.120503652039325
1739209854.761729;-45.120503652039325
1739209854.761732;-45.120503652039325
1739209854.7617354;-45.120503652039325
1739209854.7617388;-45.120503652039325
1739209854.761742;-38.13080360867914
1739209854.7617455;-38.13080360867914
1739209854.7617488;-33.981070128970906
1739209854.7617521;-35.57807855764607
1739209854.7617555;-45.120503652039325
1739209854.7617586;-33.981070128970906
1739209854.761762;-45.120503652039325
1739209854.7617652;-45.120503652039325
1739209854.7617686;-45.120503652039325
1739209854.761772;-38.13080360867914
1739209854.7617753;-33.981070128970906
1739209854.7617786;-38.13080360867914
1739209854.761782;-45.120503652039325
1739209854.7617853;-45.120503652039325
1739209854.7617884;-35.57807855764607
1739209854.7617917;-33.981070128970906
1739209854.761795;-45.120503652039325
1739209854.7617984;-38.13080360867914
1739209854.7618017;-38.13080360867914
1739209854.761805;-38.13080360867914
1739209854.7618084;-38.13080360867914
1739209854.7618117;-45.120503652039325
1739209854.7618148;-45.120503652039325
1739209854.7618182;-38.13080360867914
1739209854.7618215;-45.120503652039325
1739209854.7618248;-38.13080360867914
1739209854.7618282;-45.120503652039325
1739209854.7618315;-31.141103565318915
1739209854.7618349;-38.13080360867914
1739209854.7618382;-35.57807855764607
1739209854.7618413;-33.981070128970906
1739209854.7618446;-45.120503652039325
1739209854.761848;-35.57807855764607
1739209854.7618513;-38.13080360867914
1739209854.7618546;-33.981070128970906
1739209854.761858;-45.120503652039325
1739209854.7618613;-35.57807855764607
1739209854.7618647;-38.13080360867914
1739209854.7618678;-45.120503652039325
1739209854.761871;-45.120503652039325
1739209854.7618744;-33.981070128970906
1739209854.7618778;-38.13080360867914
1739209854.761881;-38.13080360867914
1739209854.7618845;-38.13080360867914
1739209854.7618878;-45.120503652039325
1739209854.7618911;-45.120503652039325
1739209854.7618942;-45.120503652039325
1739209854.7618976;-45.120503652039325
1739209854.761901;-38.13080360867914
1739209854.7619042;-45.120503652039325
1739209854.7619076;-45.120503652039325
1739209854.761911;-45.120503652039325
1739209854.7619143;-35.57807855764607
1739209854.7619176;-38.13080360867914
1739209854.761921;-30.49652367304973
1739209854.761924;-33.981070128970906
1739209854.7619274;-38.13080360867914
1739209854.7619307;-45.120503652039325
1739209854.761934;-45.120503652039325
1739209854.7619374;-38.13080360867914
1739209854.7619407;-45.120503652039325
1739209854.761944;-38.13080360867914
1739209854.7619474;-38.13080360867914
1739209854.7619505;-45.120503652039325
1739209854.7619538;-45.120503652039325
1739209854.7619572;-45.120503652039325
1739209854.7619605;-38.13080360867914
1739209854.7619638;-38.13080360867914
1739209854.7619672;-45.120503652039325
1739209854.7619705;-45.120503652039325
1739209854.7619739;-27.8777449560314
1739209854.761977;-32.816014438256545
1739209854.7619803;-38.13080360867914
1739209854.7619836;-38.13080360867914
1739209854.761987;-32.816014438256545
1739209854.7619903;-33.981070128970906
1739209854.7619936;-32.81601443825658
1739209854.761997;-38.13080360867914
1739209854.7620003;-26.035653463252796
1739209854.7620034;-32.816014438256545
1739209854.7620068;-33.981070128970906
1739209854.76201;-31.141103565318915
1739209854.7620134;-45.120503652039325
1739209854.7620168;-23.506823629689542
1739209854.76202;-38.13080360867914
1739209854.7620234;-33.981070128970956
1739209854.7620268;-26.991370085610747
1739209854.76203;-33.981070128970906
1739209854.7620332;-45.120503652039325
1739209854.7620366;-38.13080360867914
1739209854.76204;-38.13080360867914
1739209854.7620432;-33.981070128970906
1739209854.7620466;-31.141103565318915
1739209854.76205;-28.58837851428586
1739209854.7620533;-33.981070128970906
1739209854.7620566;-33.981070128970956
1739209854.7620597;-29.438486411369347
1739209854.762063;-30.49652367304973
1739209854.7620664;-32.816014438256545
1739209854.7620697;-27.877744956031414
1739209854.762073;-45.120503652039325
1739209854.7620764;-26.991370085610722
1739209854.7620797;-24.746238672633048
1739209854.762083;-28.218542851754187
1739209854.7620862;-29.438486411369333
1739209854.7620895;-33.981070128970906
1739209854.7620928;-33.981070128970956
1739209854.7620962;-38.13080360867914
1739209854.7620995;-31.141103565318915
1739209854.7621028;-32.81601443825658
1739209854.7621062;-31.141103565318915
1739209854.7621095;-27.267205301931607
1739209854.7621126;-28.992665084841942
1739209854.762116;-25.252786309376837
1739209854.7621193;-26.991370085610722
1739209854.7621226;-32.81601443825658
1739209854.762126;-30.49652367304973
1739209854.7621293;-32.81601443825658
1739209854.7621326;-31.141103565318915
1739209854.762136;-27.877744956031414
1739209854.762139;-38.13080360867914
1739209854.7621424;-33.981070128970906
1739209854.7621458;-28.992665084841942
1739209854.762149;-30.49652367304973
1739209854.7621524;-27.267205301931607
1739209854.7621558;-45.120503652039325
1739209854.762159;-38.13080360867914
1739209854.7621624;-27.267205301931607
1739209854.7621655;-25.826314394896357
1739209854.762169;-33.981070128970906
1739209854.7621722;-35.57807855764607
1739209854.7621756;-45.120503652039325
1739209854.762179;-32.816014438256545
1739209854.7621822;-29.438486411369333
1739209854.7621856;-31.141103565318915
1739209854.762189;-31.141103565318915
1739209854.762192;-24.15140352195872
1739209854.7621953;-25.826314394896357
1739209854.7621987;-27.267205301931607
1739209854.762202;-33.981070128970956
1739209854.7622054;-31.141103565318893
1739209854.7622087;-28.992665084841967
1739209854.762212;-45.120503652039325
1739209854.7622154;-45.120503652039325
1739209854.7622187;-25.826314394896357
1739209854.7622218;-24.438645034577675
1739209854.7622252;-31.141103565318915
1739209854.7622285;-45.120503652039325
1739209854.7622318;-28.992665084841942
1739209854.7622352;-27.267205301931607
1739209854.7622385;-45.120503652039325
1739209854.7622418;-25.62660358559016
1739209854.7622452;-35.57807855764607
1739209854.7622483;-33.981070128970906
1739209854.7622516;-38.13080360867914
1739209854.762255;-33.981070128970906
1739209854.7622583;-33.981070128970956
1739209854.7622616;-31.141103565318915
1739209854.762265;-28.992665084841942
1739209854.7622683;-30.49652367304976
1739209854.7622716;-27.267205301931607
1739209854.7622747;-31.141103565318915
1739209854.762278;-38.13080360867914
1739209854.7622814;-25.826314394896354
1739209854.7622848;-31.141103565318943
1739209854.762288;-38.13080360867914
1739209854.7622914;-27.8777449560314
1739209854.7622948;-45.120503652039325
1739209854.762298;-38.13080360867914
1739209854.7623012;-27.267205301931607
1739209854.7623045;-31.141103565318915
1739209854.762308;-33.981070128970906
1739209854.7623112;-33.981070128970906
1739209854.7623146;-31.141103565318893
1739209854.762318;-29.438486411369347
1739209854.7623212;-28.218542851754187
1739209854.7623246;-26.991370085610722
1739209854.7623277;-28.992665084841942
1739209854.762331;-45.120503652039325
1739209854.7623343;-25.62660358559016
1739209854.7623377;-33.981070128970906
1739209854.762341;-26.991370085610747
1739209854.7623444;-28.992665084841942
1739209854.7623477;-38.13080360867914
1739209854.762351;-26.991370085610722
1739209854.7623544;-28.58837851428586
1739209854.7623575;-45.120503652039325
1739209854.7623608;-32.816014438256545
1739209854.7623641;-45.120503652039325
1739209854.7623675;-38.13080360867914
1739209854.7623708;-30.49652367304973
1739209854.7623742;-25.252786309376837
1739209854.7623775;-24.589719217205094
1739209854.7623808;-28.992665084841942
1739209854.762384;-45.120503652039325
1739209854.7623873;-28.992665084841942
1739209854.7623906;-32.816014438256545
1739209854.762394;-33.981070128970906
1739209854.7623973;-38.13080360867914
1739209854.7624006;-28.58837851428586
1739209854.762404;-27.267205301931607
1739209854.7624073;-31.14110356531892
1739209854.7624104;-33.981070128970906
1739209854.7624137;-33.981070128970906
1739209854.762417;-45.120503652039325
1739209854.7624204;-38.13080360867914
1739209854.7624238;-33.981070128970906
1739209854.762427;-32.816014438256545
1739209854.7624304;-38.13080360867914
1739209854.7624338;-33.981070128970956
1739209854.7624369;-28.992665084841942
1739209854.7624402;-28.58837851428586
1739209854.7624435;-24.438645034577675
1739209854.7624469;-30.49652367304976
1739209854.7624502;-33.981070128970906
1739209854.7624536;-45.120503652039325
1739209854.762457;-33.981070128970906
1739209854.7624602;-29.438486411369333
1739209854.7624633;-31.141103565318915
1739209854.7624667;-31.141103565318915
1739209854.76247;-32.816014438256545
1739209854.7624733;-38.13080360867914
1739209854.7624767;-26.487275050834715
1739209854.76248;-32.816014438256545
1739209854.7624834;-28.588378514285886
1739209854.7624867;-28.992665084841942
1739209854.76249;-33.981070128970956
1739209854.7624931;-24.589719217205094
1739209854.7624965;-33.981070128970906
1739209854.7624998;-30.49652367304973
1739209854.7625031;-45.120503652039325
1739209854.7625065;-25.826314394896357
1739209854.7625098;-25.62660358559016
1739209854.7625132;-38.13080360867914
1739209854.7625165;-45.120503652039325
1739209854.7625196;-45.120503652039325
1739209854.762523;-30.49652367304973
1739209854.7625263;-45.120503652039325
1739209854.7625296;-38.13080360867914
1739209854.762533;-33.981070128970906
1739209854.7625363;-38.13080360867914
1739209854.7625396;-33.981070128970906
1739209854.762543;-38.13080360867914
1739209854.762546;-32.816014438256545
1739209854.7625494;-45.120503652039325
1739209854.7625527;-45.120503652039325
1739209854.762556;-38.13080360867914
1739209854.7625594;-38.13080360867914
1739209854.7625628;-29.438486411369333
1739209854.762566;-35.57807855764607
1739209854.7625694;-25.252786309376837
1739209854.7625725;-26.035653463252796
1739209854.7625759;-38.13080360867914
1739209854.7625792;-25.826314394896357
1739209854.7625825;-28.58837851428586
1739209854.7625859;-38.13080360867914
1739209854.7625892;-28.21854285175415
1739209854.7625926;-28.992665084841942
1739209854.762596;-31.141103565318915
1739209854.762599;-28.58837851428586
1739209854.7626023;-26.487275050834715
1739209854.7626057;-33.981070128970906
1739209854.762609;-38.13080360867914
1739209854.7626123;-26.991370085610722
1739209854.7626157;-45.120503652039325
1739209854.762619;-38.13080360867914
1739209854.7626224;-27.267205301931607
1739209854.7626257;-28.21854285175415
1739209854.7626288;-35.57807855764607
1739209854.7626321;-28.992665084841942
1739209854.7626355;-38.13080360867914
1739209854.7626388;-32.816014438256545
1739209854.7626421;-45.120503652039325
1739209854.7626455;-33.981070128970906
1739209854.7626488;-26.991370085610722
1739209854.7626522;-38.13080360867914
1739209854.7626553;-31.141103565318943
1739209854.7626586;-38.13080360867914
1739209854.762662;-31.141103565318915
1739209854.7626653;-28.992665084841967
1739209854.7626686;-38.13080360867914
1739209854.762672;-45.120503652039325
1739209854.7626753;-29.438486411369333
1739209854.7626786;-33.981070128970906
1739209854.7626817;-38.13080360867914
1739209854.762685;-25.252786309376837
1739209854.7626884;-32.816014438256545
1739209854.7626917;-26.991370085610722
1739209854.762695;-38.13080360867914
1739209854.7626984;-31.141103565318943
1739209854.7627017;-26.991370085610736
1739209854.762705;-35.57807855764607
1739209854.7627082;-28.992665084841967
1739209854.7627115;-27.8777449560314
1739209854.7627149;-32.816014438256545
1739209854.7627182;-38.13080360867914
1739209854.7627215;-29.438486411369333
1739209854.7627249;-28.992665084841967
1739209854.7627282;-27.877744956031417
1739209854.7627316;-26.487275050834715
1739209854.7627347;-32.816014438256545
1739209854.762738;-38.13080360867914
1739209854.7627413;-27.267205301931607
1739209854.7627447;-26.991370085610722
1739209854.762748;-27.877744956031414
1739209854.7627513;-33.981070128970956
1739209854.7627547;-24.15140352195872
1739209854.762758;-25.826314394896357
1739209854.762761;-31.141103565318915
1739209854.7627645;-38.13080360867914
1739209854.7627678;-38.13080360867914
1739209854.7627711;-31.141103565318915
1739209854.7627745;-31.141103565318915
1739209854.7627778;-35.57807855764607
1739209854.7627811;-33.981070128970906
1739209854.7627845;-45.120503652039325
1739209854.7627878;-38.13080360867914
1739209854.762791;-33.981070128970906
1739209854.7627943;-45.120503652039325
1739209854.7627976;-45.120503652039325
1739209854.762801;-28.21854285175415
1739209854.7628043;-27.267205301931607
1739209854.7628076;-38.13080360867914
1739209854.762811;-32.816014438256545
1739209854.7628143;-32.816014438256545
1739209854.7628174;-29.438486411369354
1739209854.7628207;-33.981070128970906
1739209854.762824;-28.992665084841942
1739209854.7628274;-38.13080360867914
1739209854.7628307;-35.57807855764607
1739209854.762834;-28.58837851428586
1739209854.7628374;-38.13080360867914
1739209854.7628407;-38.13080360867914
1739209854.7628438;-45.120503652039325
1739209854.7628472;-32.816014438256545
1739209854.7628505;-45.120503652039325
1739209854.7628539;-45.120503652039325
1739209854.7628572;-28.992665084841942
1739209854.7628605;-38.13080360867914
1739209854.7628639;-38.13080360867914
1739209854.7628672;-45.120503652039325
1739209854.7628703;-45.120503652039325
1739209854.7628736;-45.120503652039325
1739209854.762877;-45.120503652039325
1739209854.7628803;-38.13080360867914
1739209854.7628837;-31.14110356531892
1739209854.762887;-38.13080360867914
1739209854.7628903;-38.13080360867914
1739209854.7628937;-45.120503652039325
1739209854.7628968;-38.13080360867914
1739209854.7629;-38.13080360867914
1739209854.7629035;-38.13080360867914
1739209854.7629068;-38.13080360867914
1739209854.7629101;-33.981070128970906
1739209854.7629135;-38.13080360867914
1739209854.7629168;-35.57807855764607
1739209854.7629201;-45.120503652039325
1739209854.7629235;-38.13080360867914
1739209854.7629266;-32.816014438256545
1739209854.76293;-38.13080360867914
1739209854.7629333;-45.120503652039325
1739209854.7629366;-38.13080360867914
1739209854.76294;-38.13080360867914
1739209854.7629433;-45.120503652039325
1739209854.7629466;-45.120503652039325
1739209854.76295;-45.120503652039325
1739209854.762953;-35.57807855764607
1739209854.7629564;-33.981070128970906
1739209854.7629597;-45.120503652039325
1739209854.762963;-33.981070128970906
1739209854.7629664;-45.120503652039325
1739209854.7629697;-45.120503652039325
1739209854.762973;-38.13080360867914
1739209854.7629764;-38.13080360867914
1739209854.7629795;-45.120503652039325
1739209854.7629828;-45.120503652039325
1739209854.7629862;-45.120503652039325
1739209854.7629895;-31.141103565318915
1739209854.7629929;-33.981070128970906
1739209854.7629962;-35.57807855764607
1739209854.7629995;-35.57807855764607
1739209854.7630029;-31.141103565318915
1739209854.763006;-38.13080360867914
1739209854.7630093;-38.13080360867914
1739209854.7630126;-35.57807855764607
1739209854.763016;-31.141103565318915
1739209854.7630193;-28.992665084841942
1739209854.7630227;-45.120503652039325
1739209854.763026;-45.120503652039325
1739209854.7630293;-38.13080360867914
1739209854.7630324;-38.13080360867914
1739209854.7630358;-45.120503652039325
1739209854.763039;-33.981070128970906
1739209854.7630424;-38.13080360867914
1739209854.7630458;-38.13080360867914
1739209854.7630491;-35.57807855764607
1739209854.7630525;-38.13080360867914
1739209854.7630558;-38.13080360867914
1739209854.7630591;-38.13080360867914
1739209854.7630622;-45.120503652039325
1739209854.7630656;-45.120503652039325
1739209854.763069;-45.120503652039325
1739209854.7630723;-38.13080360867914
1739209854.7630756;-38.13080360867914
1739209854.763079;-38.13080360867914
1739209854.7630823;-38.13080360867914
1739209854.7630856;-29.438486411369333
1739209854.7630887;-31.141103565318893
1739209854.763092;-45.120503652039325
1739209854.7630954;-33.981070128970906
1739209854.7630987;-38.13080360867914
1739209854.763102;-38.13080360867914
1739209854.7631054;-38.13080360867914
1739209854.7631087;-38.13080360867914
1739209854.763112;-45.120503652039325
1739209854.7631152;-45.120503652039325
1739209854.7631185;-45.120503652039325
1739209854.7631218;-45.120503652039325
1739209854.7631252;-38.13080360867914
1739209854.7631285;-38.13080360867914
1739209854.7631319;-38.13080360867914
1739209854.7631352;-45.120503652039325
1739209854.7631385;-35.57807855764607
1739209854.7631416;-38.13080360867914
1739209854.763145;-45.120503652039325
1739209854.7631483;-38.13080360867914
1739209854.7631516;-33.981070128970906
1739209854.763155;-38.13080360867914
1739209854.7631583;-38.13080360867914
1739209854.7631617;-45.120503652039325
1739209854.763165;-38.13080360867914
1739209854.763168;-38.13080360867914
1739209854.7631714;-45.120503652039325
1739209854.7631748;-38.13080360867914
1739209854.763178;-45.120503652039325
1739209854.7631814;-45.120503652039325
1739209854.7644598;-29.438486411369347
1739209854.7644641;-45.120503652039325
1739209854.7644687;-45.120503652039325
1739209854.764473;-45.120503652039325
1739209854.7644775;-45.120503652039325
1739209854.7644818;-38.13080360867914
1739209854.7644863;-35.57807855764607
1739209854.7644906;-38.13080360867914
1739209854.7644951;-38.13080360867914
1739209854.7644994;-38.13080360867914
1739209854.764504;-45.120503652039325
1739209854.7645082;-45.120503652039325
1739209854.7645128;-38.13080360867914
1739209854.764517;-45.120503652039325
1739209854.7645216;-45.120503652039325
1739209854.764526;-45.120503652039325
1739209854.7645304;-38.13080360867914
1739209854.764535;-35.57807855764607
1739209854.7645392;-45.120503652039325
1739209854.7645438;-45.120503652039325
1739209854.764548;-38.13080360867914
1739209854.7645526;-35.57807855764607
1739209854.764557;-38.13080360867914
1739209854.7645614;-45.120503652039325
1739209854.7645657;-38.13080360867914
1739209854.7645702;-38.13080360867914
1739209854.7645745;-33.981070128970906
1739209854.764579;-45.120503652039325
1739209854.7645833;-45.120503652039325
1739209854.7645879;-38.13080360867914
1739209854.7645922;-38.13080360867914
1739209854.7645967;-45.120503652039325
1739209854.7646012;-38.13080360867914
1739209854.7646055;-38.13080360867914
1739209854.76461;-45.120503652039325
1739209854.7646143;-45.120503652039325
1739209854.7646189;-38.13080360867914
1739209854.7646232;-35.57807855764607
1739209854.7646277;-38.13080360867914
1739209854.764632;-45.120503652039325
1739209854.7646365;-45.120503652039325
1739209854.7646408;-33.981070128970906
1739209854.7646453;-38.13080360867914
1739209854.7646496;-45.120503652039325
1739209854.7646542;-38.13080360867914
1739209854.7646585;-35.57807855764607
1739209854.764663;-38.13080360867914
1739209854.7646675;-38.13080360867914
1739209854.7646718;-38.13080360867914
1739209854.7646763;-45.120503652039325
1739209854.7646806;-38.13080360867914
1739209854.7646852;-45.120503652039325
1739209854.7646894;-35.57807855764607
1739209854.764694;-45.120503652039325
1739209854.7646983;-45.120503652039325
1739209854.7647028;-35.57807855764607
1739209854.764707;-35.57807855764607
1739209854.7647116;-45.120503652039325
1739209854.764716;-45.120503652039325
1739209854.7647204;-45.120503652039325
1739209854.7647247;-45.120503652039325
1739209854.7647293;-38.13080360867914
1739209854.7647336;-38.13080360867914
1739209854.764738;-38.13080360867914
1739209854.7647426;-35.57807855764607
1739209854.764747;-30.49652367304973
1739209854.7647514;-38.13080360867914
1739209854.7647557;-38.13080360867914
1739209854.7647603;-38.13080360867914
1739209854.7647645;-35.57807855764607
1739209854.764769;-38.13080360867914
1739209854.7647734;-35.57807855764607
1739209854.764778;-33.981070128970906
1739209854.7647822;-33.981070128970956
1739209854.7647867;-45.120503652039325
1739209854.764791;-38.13080360867914
1739209854.7647955;-38.13080360867914
1739209854.7647998;-45.120503652039325
1739209854.7648044;-38.13080360867914
1739209854.7648087;-35.57807855764607
1739209854.7648132;-38.13080360867914
1739209854.7648177;-45.120503652039325
1739209854.764822;-38.13080360867914
1739209854.7648265;-38.13080360867914
1739209854.7648308;-45.120503652039325
1739209854.7648354;-38.13080360867914
1739209854.7648396;-35.57807855764607
1739209854.7648442;-45.120503652039325
1739209854.7648485;-45.120503652039325
1739209854.764853;-27.8777449560314
1739209854.7648573;-38.13080360867914
1739209854.7648618;-45.120503652039325
1739209854.764866;-38.13080360867914
1739209854.7648706;-32.816014438256545
1739209854.764875;-45.120503652039325
1739209854.7648795;-45.120503652039325
1739209854.764884;-38.13080360867914
1739209854.7648883;-38.13080360867914
1739209854.7648928;-45.120503652039325
1739209854.764897;-38.13080360867914
1739209854.7649016;-45.120503652039325
1739209854.764906;-45.120503652039325
1739209854.7649105;-33.981070128970906
1739209854.7649148;-45.120503652039325
1739209854.7649193;-38.13080360867914
1739209854.7649236;-29.438486411369333
1739209854.764928;-33.981070128970906
1739209854.7649324;-45.120503652039325
1739209854.764937;-38.13080360867914
1739209854.7649412;-38.13080360867914
1739209854.7649457;-38.13080360867914
1739209854.7649503;-45.120503652039325
1739209854.7649546;-45.120503652039325
1739209854.764959;-31.141103565318893
1739209854.7649634;-38.13080360867914
1739209854.764968;-45.120503652039325
1739209854.7649722;-35.57807855764607
1739209854.7649767;-33.981070128970906
1739209854.764981;-45.120503652039325
1739209854.7649856;-45.120503652039325
1739209854.7649899;-38.13080360867914
1739209854.7649944;-45.120503652039325
1739209854.7649987;-45.120503652039325
1739209854.7650032;-38.13080360867914
1739209854.7650075;-45.120503652039325
1739209854.765012;-45.120503652039325
1739209854.7650163;-38.13080360867914
1739209854.7650208;-35.57807855764607
1739209854.7650254;-38.13080360867914
1739209854.7650297;-35.57807855764607
1739209854.7650342;-45.120503652039325
1739209854.7650385;-38.13080360867914
1739209854.765043;-38.13080360867914
1739209854.7650473;-45.120503652039325
1739209854.7650518;-45.120503652039325
1739209854.7650561;-38.13080360867914
1739209854.7650607;-38.13080360867914
1739209854.765065;-45.120503652039325
1739209854.7650695;-38.13080360867914
1739209854.7650738;-38.13080360867914
1739209854.7650783;-45.120503652039325
1739209854.7650826;-35.57807855764607
1739209854.7650871;-38.13080360867914
1739209854.7650914;-38.13080360867914
1739209854.765096;-35.57807855764607
1739209854.7651005;-38.13080360867914
