CAN Message; 0x1a7:0000622a39abd17c
1739209802.3398488;-38.13080360867914
1739209802.3398585;-38.13080360867914
1739209802.3398683;-45.120503652039325
1739209802.3398783;-45.120503652039325
1739209802.339888;-38.13080360867914
1739209802.3398979;-38.13080360867914
1739209802.3399076;-38.13080360867914
1739209802.3399174;-45.120503652039325
1739209802.3399272;-45.120503652039325
1739209802.3399372;-38.13080360867914
1739209802.339947;-38.13080360867914
1739209802.3399568;-45.120503652039325
1739209802.3399665;-45.120503652039325
1739209802.3399763;-38.13080360867914
1739209802.339986;-38.13080360867914
1739209802.3399959;-45.120503652039325
1739209802.3400059;-31.141103565318915
1739209802.3400156;-33.981070128970906
1739209802.3400254;-38.13080360867914
1739209802.3400352;-45.120503652039325
1739209802.340045;-38.13080360867914
1739209802.3400548;-38.13080360867914
1739209802.3400645;-45.120503652039325
1739209802.3400745;-45.120503652039325
1739209802.3400843;-45.120503652039325
1739209802.340094;-45.120503652039325
1739209802.3401039;-45.120503652039325
1739209802.3401136;-38.13080360867914
1739209802.3401234;-38.13080360867914
1739209802.3401332;-45.120503652039325
1739209802.3401432;-38.13080360867914
1739209802.340153;-38.13080360867914
1739209802.3401628;-33.981070128970906
1739209802.3401725;-38.13080360867914
1739209802.3401823;-45.120503652039325
1739209802.340192;-32.816014438256545
1739209802.340202;-33.981070128970906
1739209802.3402119;-45.120503652039325
1739209802.3402216;-45.120503652039325
1739209802.3402314;-32.816014438256545
1739209802.3402412;-45.120503652039325
1739209802.340251;-38.13080360867914
1739209802.3402607;-33.981070128970906
1739209802.3402708;-38.13080360867914
1739209802.3402805;-45.120503652039325
1739209802.3402903;-45.120503652039325
1739209802.3403;-45.120503652039325
1739209802.3403099;-45.120503652039325
1739209802.3403196;-38.13080360867914
1739209802.3403294;-38.13080360867914
1739209802.3403394;-45.120503652039325
1739209802.3403492;-35.57807855764607
1739209802.340359;-35.57807855764607
1739209802.3403687;-38.13080360867914
1739209802.3403785;-45.120503652039325
1739209802.3403883;-45.120503652039325
1739209802.340398;-45.120503652039325
1739209802.340408;-45.120503652039325
1739209802.3404179;-45.120503652039325
1739209802.3404276;-45.120503652039325
1739209802.3404374;-45.120503652039325
1739209802.3404472;-45.120503652039325
1739209802.340457;-38.13080360867914
1739209802.340467;-45.120503652039325
1739209802.3404768;-38.13080360867914
1739209802.3404865;-32.816014438256545
1739209802.3404963;-38.13080360867914
1739209802.340506;-45.120503652039325
1739209802.3405159;-33.981070128970906
1739209802.3405256;-33.981070128970906
1739209802.3405356;-38.13080360867914
1739209802.3405454;-45.120503652039325
1739209802.3405552;-45.120503652039325
1739209802.340565;-35.57807855764607
1739209802.3405747;-38.13080360867914
1739209802.3405845;-45.120503652039325
1739209802.3405943;-45.120503652039325
1739209802.3406043;-45.120503652039325
1739209802.340614;-38.13080360867914
1739209802.3406239;-38.13080360867914
1739209802.3406336;-45.120503652039325
1739209802.3406434;-45.120503652039325
1739209802.3406532;-45.120503652039325
1739209802.340663;-45.120503652039325
1739209802.340673;-33.981070128970906
1739209802.3406827;-32.816014438256545
1739209802.3406925;-38.13080360867914
1739209802.3407023;-45.120503652039325
1739209802.340712;-38.13080360867914
1739209802.3407218;-29.438486411369333
1739209802.3407319;-31.141103565318915
1739209802.3407416;-38.13080360867914
1739209802.3407514;-45.120503652039325
1739209802.3407612;-38.13080360867914
1739209802.340771;-38.13080360867914
1739209802.3407807;-38.13080360867914
1739209802.3407905;-45.120503652039325
1739209802.3408005;-33.981070128970956
1739209802.3408103;-45.120503652039325
1739209802.34082;-35.57807855764607
1739209802.3408298;-38.13080360867914
1739209802.3408396;-45.120503652039325
1739209802.3408494;-38.13080360867914
1739209802.3408592;-38.13080360867914
1739209802.3408692;-38.13080360867914
1739209802.340879;-26.035653463252796
1739209802.3408887;-35.57807855764607
1739209802.3408985;-45.120503652039325
1739209802.3409083;-38.13080360867914
1739209802.340918;-45.120503652039325
1739209802.340928;-45.120503652039325
1739209802.3409379;-45.120503652039325
1739209802.3409476;-38.13080360867914
1739209802.3409574;-32.81601443825658
1739209802.3409672;-45.120503652039325
1739209802.340977;-32.816014438256545
1739209802.3409867;-45.120503652039325
1739209802.3409967;-45.120503652039325
1739209802.3410065;-45.120503652039325
1739209802.3410163;-45.120503652039325
1739209802.341026;-38.13080360867914
1739209802.3410358;-29.438486411369333
1739209802.3410456;-38.13080360867914
1739209802.3410554;-45.120503652039325
1739209802.3410654;-38.13080360867914
1739209802.3410752;-35.57807855764607
1739209802.341085;-45.120503652039325
1739209802.3410947;-45.120503652039325
1739209802.3411045;-38.13080360867914
1739209802.3411143;-35.57807855764607
1739209802.341124;-35.57807855764607
1739209802.341134;-45.120503652039325
1739209802.3411438;-38.13080360867914
1739209802.3411536;-38.13080360867914
1739209802.3411634;-38.13080360867914
1739209802.3411732;-45.120503652039325
1739209802.341183;-38.13080360867914
1739209802.341193;-38.13080360867914
1739209802.3412027;-45.120503652039325
1739209802.3412125;-45.120503652039325
1739209802.3412223;-38.13080360867914
1739209802.341232;-38.13080360867914
1739209802.3412418;-45.120503652039325
1739209802.3412516;-38.13080360867914
1739209802.3412616;-45.120503652039325
1739209802.3412714;-30.49652367304973
1739209802.3412812;-33.981070128970906
1739209802.341291;-45.120503652039325
1739209802.3413007;-38.13080360867914
1739209802.3413105;-35.57807855764607
1739209802.3413203;-38.13080360867914
1739209802.3413303;-45.120503652039325
1739209802.34134;-38.13080360867914
1739209802.3413498;-45.120503652039325
1739209802.3413596;-45.120503652039325
1739209802.3413694;-33.981070128970906
1739209802.3413792;-35.57807855764607
1739209802.341389;-45.120503652039325
1739209802.341399;-33.981070128970906
1739209802.3414087;-38.13080360867914
1739209802.3414185;-45.120503652039325
1739209802.3414283;-31.141103565318915
1739209802.341438;-32.816014438256545
1739209802.3414478;-35.57807855764607
1739209802.3414578;-38.13080360867914
1739209802.3414676;-45.120503652039325
1739209802.3414774;-38.13080360867914
1739209802.3414872;-45.120503652039325
1739209802.341497;-38.13080360867914
1739209802.3415067;-45.120503652039325
1739209802.3415165;-35.57807855764607
1739209802.3415265;-32.816014438256545
1739209802.3415363;-45.120503652039325
1739209802.341546;-45.120503652039325
1739209802.3415558;-32.816014438256545
1739209802.3415656;-38.13080360867914
1739209802.3415754;-45.120503652039325
1739209802.3415852;-45.120503652039325
1739209802.3415952;-45.120503652039325
1739209802.341605;-45.120503652039325
1739209802.3416147;-45.120503652039325
1739209802.3416245;-45.120503652039325
1739209802.3416343;-45.120503652039325
1739209802.341644;-38.13080360867914
1739209802.3416538;-45.120503652039325
1739209802.3416638;-38.13080360867914
1739209802.3416736;-35.57807855764607
1739209802.3416834;-38.13080360867914
1739209802.3416932;-45.120503652039325
1739209802.341703;-38.13080360867914
1739209802.3417127;-35.57807855764607
1739209802.3417227;-45.120503652039325
1739209802.3417325;-45.120503652039325
1739209802.3417423;-45.120503652039325
1739209802.341752;-38.13080360867914
1739209802.3417618;-45.120503652039325
1739209802.3417716;-33.981070128970906
1739209802.3417814;-38.13080360867914
1739209802.3417914;-45.120503652039325
1739209802.3418012;-45.120503652039325
1739209802.341811;-38.13080360867914
1739209802.3418207;-38.13080360867914
1739209802.3418305;-32.816014438256545
1739209802.3418403;-38.13080360867914
1739209802.34185;-38.13080360867914
1739209802.34186;-38.13080360867914
1739209802.3418698;-38.13080360867914
1739209802.3418796;-45.120503652039325
1739209802.3418894;-38.13080360867914
1739209802.3418992;-38.13080360867914
1739209802.341909;-45.120503652039325
1739209802.341919;-38.13080360867914
1739209802.3419287;-38.13080360867914
1739209802.3419385;-38.13080360867914
1739209802.3419483;-33.981070128970906
1739209802.341958;-45.120503652039325
1739209802.3419678;-45.120503652039325
1739209802.3419776;-45.120503652039325
1739209802.3419876;-45.120503652039325
1739209802.3419974;-45.120503652039325
1739209802.3420072;-33.981070128970906
1739209802.342017;-38.13080360867914
1739209802.3420267;-38.13080360867914
1739209802.3420365;-32.816014438256545
1739209802.3420463;-31.141103565318915
1739209802.3420563;-45.120503652039325
1739209802.342066;-33.981070128970906
1739209802.3420758;-33.981070128970906
1739209802.3420856;-38.13080360867914
1739209802.3420954;-45.120503652039325
1739209802.3421052;-38.13080360867914
1739209802.342115;-38.13080360867914
1739209802.342125;-45.120503652039325
1739209802.3421347;-38.13080360867914
1739209802.3421445;-45.120503652039325
1739209802.3421543;-45.120503652039325
1739209802.342164;-45.120503652039325
1739209802.3421738;-38.13080360867914
1739209802.3421838;-38.13080360867914
1739209802.3421936;-38.13080360867914
1739209802.3422034;-38.13080360867914
1739209802.3422132;-38.13080360867914
1739209802.342223;-38.13080360867914
1739209802.3422327;-45.120503652039325
1739209802.3422425;-38.13080360867914
1739209802.3422525;-38.13080360867914
1739209802.3422623;-33.981070128970906
1739209802.342272;-45.120503652039325
1739209802.3422818;-45.120503652039325
1739209802.3422916;-38.13080360867914
1739209802.3423014;-31.141103565318915
1739209802.3423111;-28.992665084841942
1739209802.3423212;-45.120503652039325
1739209802.342331;-45.120503652039325
1739209802.3423407;-45.120503652039325
1739209802.3423505;-45.120503652039325
1739209802.3423603;-45.120503652039325
1739209802.34237;-38.13080360867914
1739209802.3423798;-45.120503652039325
1739209802.3423898;-33.981070128970956
1739209802.3423996;-38.13080360867914
1739209802.3424094;-38.13080360867914
1739209802.3424191;-45.120503652039325
1739209802.342429;-45.120503652039325
1739209802.3424387;-38.13080360867914
1739209802.3424487;-45.120503652039325
1739209802.3424585;-35.57807855764607
1739209802.3424683;-30.49652367304973
1739209802.342478;-38.13080360867914
1739209802.3424878;-38.13080360867914
1739209802.3424976;-38.13080360867914
1739209802.3425074;-35.57807855764607
1739209802.3425174;-45.120503652039325
1739209802.3425272;-38.13080360867914
1739209802.342537;-38.13080360867914
1739209802.3425467;-45.120503652039325
1739209802.3425565;-45.120503652039325
1739209802.3425663;-38.13080360867914
1739209802.342576;-38.13080360867914
1739209802.342586;-45.120503652039325
1739209802.3425958;-45.120503652039325
1739209802.3426056;-45.120503652039325
1739209802.3426154;-45.120503652039325
1739209802.3426251;-45.120503652039325
1739209802.342635;-38.13080360867914
1739209802.3426447;-45.120503652039325
1739209802.3426547;-45.120503652039325
1739209802.3426645;-45.120503652039325
1739209802.3426743;-45.120503652039325
1739209802.342684;-45.120503652039325
1739209802.3426938;-38.13080360867914
1739209802.3427036;-29.438486411369333
1739209802.3427136;-38.13080360867914
1739209802.3427234;-45.120503652039325
1739209802.3427331;-45.120503652039325
1739209802.342743;-32.816014438256545
1739209802.3427527;-45.120503652039325
1739209802.3427625;-45.120503652039325
1739209802.3427722;-38.13080360867914
1739209802.3427823;-38.13080360867914
1739209802.342792;-45.120503652039325
1739209802.3428018;-38.13080360867914
1739209802.3428116;-38.13080360867914
1739209802.3428214;-45.120503652039325
1739209802.3428311;-32.816014438256545
1739209802.342841;-38.13080360867914
1739209802.342851;-45.120503652039325
1739209802.3428607;-31.141103565318893
1739209802.3428705;-38.13080360867914
1739209802.3428802;-38.13080360867914
1739209802.34289;-35.57807855764607
1739209802.3428998;-45.120503652039325
1739209802.3429096;-45.120503652039325
1739209802.3429196;-32.816014438256545
1739209802.3429294;-45.120503652039325
1739209802.3429391;-45.120503652039325
1739209802.342949;-45.120503652039325
1739209802.3429587;-45.120503652039325
1739209802.3429685;-45.120503652039325
1739209802.3429785;-38.13080360867914
1739209802.3429883;-38.13080360867914
1739209802.342998;-38.13080360867914
1739209802.3430078;-38.13080360867914
1739209802.3430176;-45.120503652039325
1739209802.3430274;-38.13080360867914
1739209802.3430371;-38.13080360867914
1739209802.3430471;-45.120503652039325
1739209802.343057;-45.120503652039325
1739209802.3430667;-38.13080360867914
1739209802.3430765;-38.13080360867914
1739209802.3430862;-45.120503652039325
1739209802.343096;-38.13080360867914
1739209802.3431058;-38.13080360867914
1739209802.3431158;-45.120503652039325
1739209802.3431256;-38.13080360867914
1739209802.3431354;-45.120503652039325
1739209802.3431451;-38.13080360867914
1739209802.343155;-45.120503652039325
1739209802.3431647;-38.13080360867914
1739209802.3431745;-38.13080360867914
1739209802.3431845;-45.120503652039325
1739209802.3431942;-38.13080360867914
1739209802.343204;-45.120503652039325
1739209802.3432138;-38.13080360867914
1739209802.3432236;-38.13080360867914
1739209802.3432333;-45.120503652039325
1739209802.3432434;-38.13080360867914
1739209802.3432531;-45.120503652039325
1739209802.343263;-38.13080360867914
1739209802.3432727;-45.120503652039325
1739209802.3432825;-38.13080360867914
1739209802.3432922;-38.13080360867914
1739209802.343302;-45.120503652039325
1739209802.343312;-45.120503652039325
1739209802.3433218;-38.13080360867914
1739209802.3433316;-38.13080360867914
1739209802.3433414;-38.13080360867914
1739209802.3433511;-45.120503652039325
1739209802.343361;-45.120503652039325
1739209802.3433707;-35.57807855764607
1739209802.3433807;-38.13080360867914
1739209802.3433905;-45.120503652039325
1739209802.3434002;-38.13080360867914
1739209802.34341;-32.816014438256545
1739209802.3434198;-33.981070128970906
1739209802.3434296;-45.120503652039325
1739209802.3434396;-45.120503652039325
1739209802.3434494;-45.120503652039325
1739209802.3434591;-38.13080360867914
1739209802.343469;-45.120503652039325
1739209802.3434787;-38.13080360867914
1739209802.3434885;-45.120503652039325
1739209802.3434982;-38.13080360867914
1739209802.3435082;-38.13080360867914
1739209802.343518;-38.13080360867914
1739209802.3435278;-45.120503652039325
1739209802.3435376;-38.13080360867914
1739209802.3435473;-35.57807855764607
1739209802.3435571;-38.13080360867914
1739209802.343567;-45.120503652039325
1739209802.343577;-33.981070128970906
1739209802.3435867;-35.57807855764607
1739209802.3435965;-38.13080360867914
1739209802.3436062;-45.120503652039325
1739209802.343616;-38.13080360867914
1739209802.3436258;-38.13080360867914
1739209802.3436356;-38.13080360867914
1739209802.3436456;-45.120503652039325
1739209802.3436553;-33.981070128970906
1739209802.3436651;-38.13080360867914
1739209802.343675;-45.120503652039325
1739209802.3436847;-45.120503652039325
1739209802.3436944;-45.120503652039325
1739209802.3437045;-38.13080360867914
1739209802.3437142;-45.120503652039325
1739209802.343724;-45.120503652039325
1739209802.3437338;-30.49652367304973
1739209802.3437436;-33.981070128970906
1739209802.3437533;-45.120503652039325
1739209802.343763;-45.120503652039325
1739209802.3437731;-38.13080360867914
1739209802.343783;-38.13080360867914
1739209802.3437927;-45.120503652039325
1739209802.3438025;-38.13080360867914
1739209802.3438122;-31.141103565318915
1739209802.343822;-45.120503652039325
1739209802.3438318;-38.13080360867914
1739209802.3438418;-38.13080360867914
1739209802.3438516;-32.816014438256545
1739209802.3438613;-38.13080360867914
1739209802.343871;-38.13080360867914
1739209802.343881;-45.120503652039325
1739209802.3438907;-45.120503652039325
1739209802.3439004;-33.981070128970906
1739209802.3439105;-38.13080360867914
1739209802.3439202;-38.13080360867914
1739209802.34393;-38.13080360867914
1739209802.3439398;-45.120503652039325
1739209802.3439496;-45.120503652039325
1739209802.3439593;-38.13080360867914
1739209802.3439693;-28.992665084841942
1739209802.3439791;-33.981070128970906
1739209802.343989;-45.120503652039325
1739209802.3439987;-45.120503652039325
1739209802.3440084;-33.981070128970906
1739209802.3440182;-45.120503652039325
1739209802.344028;-45.120503652039325
1739209802.344038;-33.981070128970906
1739209802.3440478;-35.57807855764607
1739209802.3440576;-38.13080360867914
1739209802.3440673;-38.13080360867914
1739209802.344077;-45.120503652039325
1739209802.344087;-45.120503652039325
1739209802.3440967;-32.816014438256545
1739209802.3441067;-35.57807855764607
1739209802.3441164;-45.120503652039325
1739209802.3441262;-33.981070128970906
1739209802.344136;-30.49652367304973
1739209802.3441458;-38.13080360867914
1739209802.3441556;-45.120503652039325
1739209802.3441653;-45.120503652039325
1739209802.3441753;-45.120503652039325
1739209802.344185;-38.13080360867914
1739209802.344195;-45.120503652039325
1739209802.3442047;-45.120503652039325
1739209802.3442144;-45.120503652039325
1739209802.3442242;-38.13080360867914
1739209802.3442342;-45.120503652039325
1739209802.344244;-38.13080360867914
1739209802.3442538;-33.981070128970906
1739209802.3442636;-38.13080360867914
1739209802.3442733;-45.120503652039325
1739209802.344283;-38.13080360867914
1739209802.3442929;-38.13080360867914
1739209802.344303;-38.13080360867914
1739209802.3443127;-45.120503652039325
1739209802.3443224;-45.120503652039325
1739209802.3443322;-38.13080360867914
1739209802.344342;-45.120503652039325
1739209802.3443518;-45.120503652039325
1739209802.3443615;-38.13080360867914
1739209802.3443716;-38.13080360867914
1739209802.3443813;-45.120503652039325
1739209802.344391;-45.120503652039325
1739209802.344401;-38.13080360867914
1739209802.3444107;-45.120503652039325
1739209802.3444204;-38.13080360867914
1739209802.3444304;-33.981070128970906
1739209802.3444402;-45.120503652039325
1739209802.34445;-45.120503652039325
1739209802.3444598;-33.981070128970906
1739209802.3444695;-38.13080360867914
1739209802.3444793;-45.120503652039325
1739209802.344489;-33.981070128970906
1739209802.344499;-32.816014438256545
1739209802.344509;-38.13080360867914
1739209802.3445187;-38.13080360867914
1739209802.3445284;-45.120503652039325
1739209802.3445382;-38.13080360867914
1739209802.344548;-32.816014438256545
1739209802.3445578;-38.13080360867914
1739209802.3445678;-38.13080360867914
1739209802.3445776;-45.120503652039325
1739209802.3445873;-35.57807855764607
1739209802.344597;-38.13080360867914
1739209802.3446069;-45.120503652039325
1739209802.3446167;-38.13080360867914
1739209802.3446264;-35.57807855764607
1739209802.3446364;-38.13080360867914
1739209802.3446462;-45.120503652039325
1739209802.344656;-38.13080360867914
1739209802.3446658;-45.120503652039325
1739209802.3446755;-45.120503652039325
1739209802.3446853;-45.120503652039325
1739209802.3446953;-45.120503652039325
1739209802.344705;-45.120503652039325
1739209802.3447149;-45.120503652039325
1739209802.3447247;-45.120503652039325
1739209802.3447344;-45.120503652039325
1739209802.3447442;-38.13080360867914
1739209802.344754;-38.13080360867914
1739209802.344764;-38.13080360867914
1739209802.3447738;-45.120503652039325
1739209802.3447835;-45.120503652039325
1739209802.3447933;-45.120503652039325
1739209802.344803;-35.57807855764607
1739209802.3448129;-45.120503652039325
1739209802.3448226;-38.13080360867914
1739209802.3448327;-45.120503652039325
1739209802.3448424;-33.981070128970906
1739209802.3448522;-30.49652367304973
1739209802.344862;-45.120503652039325
1739209802.3448718;-45.120503652039325
1739209802.3448815;-35.57807855764607
1739209802.3448913;-33.981070128970906
1739209802.3449013;-38.13080360867914
1739209802.344911;-38.13080360867914
1739209802.3449209;-38.13080360867914
1739209802.3449306;-45.120503652039325
1739209802.3449404;-45.120503652039325
1739209802.3449502;-45.120503652039325
1739209802.3449602;-45.120503652039325
1739209802.34497;-45.120503652039325
1739209802.3449798;-45.120503652039325
1739209802.3449895;-38.13080360867914
1739209802.3449993;-35.57807855764607
1739209802.345009;-38.13080360867914
1739209802.3450189;-45.120503652039325
1739209802.3450289;-38.13080360867914
1739209802.3450387;-32.816014438256545
1739209802.3450484;-33.981070128970906
1739209802.3450582;-45.120503652039325
1739209802.345068;-45.120503652039325
1739209802.3450778;-33.981070128970906
1739209802.3450875;-31.141103565318915
1739209802.3450975;-38.13080360867914
1739209802.3451073;-38.13080360867914
1739209802.345117;-45.120503652039325
1739209802.3451269;-45.120503652039325
1739209802.3451366;-45.120503652039325
1739209802.3451464;-33.981070128970906
1739209802.3451562;-45.120503652039325
1739209802.3451662;-29.438486411369354
1739209802.345176;-45.120503652039325
1739209802.3451858;-38.13080360867914
1739209802.3451955;-45.120503652039325
1739209802.3452053;-38.13080360867914
1739209802.345215;-32.816014438256545
1739209802.345225;-45.120503652039325
1739209802.3452349;-45.120503652039325
1739209802.3452446;-31.141103565318915
1739209802.3452544;-38.13080360867914
1739209802.3452642;-45.120503652039325
1739209802.345274;-38.13080360867914
1739209802.3452837;-38.13080360867914
1739209802.3452938;-45.120503652039325
1739209802.3453035;-45.120503652039325
1739209802.3453133;-45.120503652039325
1739209802.345323;-38.13080360867914
1739209802.3453329;-38.13080360867914
1739209802.3453426;-45.120503652039325
1739209802.3453524;-45.120503652039325
1739209802.3453624;-45.120503652039325
1739209802.3453722;-45.120503652039325
1739209802.345382;-45.120503652039325
1739209802.3453918;-38.13080360867914
1739209802.3454015;-38.13080360867914
1739209802.3454113;-45.120503652039325
1739209802.345421;-45.120503652039325
1739209802.345431;-45.120503652039325
1739209802.3454409;-38.13080360867914
1739209802.3454506;-45.120503652039325
1739209802.3454604;-38.13080360867914
1739209802.3454702;-32.816014438256545
1739209802.34548;-26.991370085610722
1739209802.34549;-38.13080360867914
1739209802.3454998;-38.13080360867914
1739209802.3455095;-38.13080360867914
1739209802.3455193;-31.141103565318915
1739209802.345529;-45.120503652039325
1739209802.3455389;-45.120503652039325
1739209802.3455486;-38.13080360867914
1739209802.3455586;-31.141103565318915
1739209802.3455684;-45.120503652039325
1739209802.3455782;-38.13080360867914
1739209802.345588;-38.13080360867914
1739209802.3455977;-38.13080360867914
1739209802.3456075;-45.120503652039325
1739209802.3456173;-45.120503652039325
1739209802.3456273;-35.57807855764607
1739209802.345637;-29.438486411369347
1739209802.3456469;-38.13080360867914
1739209802.3456566;-38.13080360867914
1739209802.3456664;-38.13080360867914
1739209802.3456762;-38.13080360867914
1739209802.345686;-38.13080360867914
1739209802.345696;-38.13080360867914
1739209802.3457057;-35.57807855764607
1739209802.3457155;-38.13080360867914
1739209802.3457253;-38.13080360867914
1739209802.345735;-45.120503652039325
1739209802.3457448;-38.13080360867914
1739209802.3457549;-38.13080360867914
1739209802.3457646;-45.120503652039325
1739209802.3457744;-38.13080360867914
1739209802.3457842;-45.120503652039325
1739209802.345794;-45.120503652039325
1739209802.3458037;-35.57807855764607
1739209802.3458135;-45.120503652039325
1739209802.3458235;-45.120503652039325
1739209802.3458333;-38.13080360867914
1739209802.345843;-45.120503652039325
1739209802.3458529;-45.120503652039325
1739209802.3458626;-45.120503652039325
1739209802.3458724;-38.13080360867914
1739209802.3458822;-38.13080360867914
1739209802.3458922;-45.120503652039325
1739209802.345902;-45.120503652039325
1739209802.3459117;-45.120503652039325
1739209802.3459215;-32.816014438256545
1739209802.3459313;-35.57807855764607
1739209802.345941;-45.120503652039325
1739209802.345951;-33.981070128970906
1739209802.3459609;-45.120503652039325
1739209802.3459706;-45.120503652039325
1739209802.3459804;-45.120503652039325
1739209802.3459902;-38.13080360867914
1739209802.346;-45.120503652039325
1739209802.3460097;-45.120503652039325
1739209802.3460197;-38.13080360867914
1739209802.3460295;-45.120503652039325
1739209802.3460393;-45.120503652039325
1739209802.346049;-45.120503652039325
1739209802.3460588;-45.120503652039325
1739209802.3460686;-45.120503652039325
1739209802.3460784;-32.816014438256545
1739209802.3460884;-45.120503652039325
1739209802.3460982;-45.120503652039325
1739209802.346108;-38.13080360867914
1739209802.3461177;-35.57807855764607
1739209802.3461275;-38.13080360867914
1739209802.3461373;-45.120503652039325
1739209802.346147;-45.120503652039325
1739209802.346157;-45.120503652039325
1739209802.3461668;-45.120503652039325
1739209802.3461766;-45.120503652039325
1739209802.3461864;-45.120503652039325
1739209802.3461962;-45.120503652039325
1739209802.346206;-38.13080360867914
1739209802.346216;-35.57807855764607
1739209802.3462257;-38.13080360867914
1739209802.3462355;-45.120503652039325
1739209802.3462453;-45.120503652039325
1739209802.346255;-45.120503652039325
1739209802.3462648;-45.120503652039325
1739209802.3462746;-33.981070128970906
1739209802.3462846;-45.120503652039325
1739209802.3462944;-38.13080360867914
1739209802.3463042;-38.13080360867914
1739209802.346314;-45.120503652039325
1739209802.3463237;-38.13080360867914
1739209802.3463335;-45.120503652039325
1739209802.3463433;-33.981070128970906
1739209802.3463533;-45.120503652039325
1739209802.346363;-38.13080360867914
1739209802.3463728;-35.57807855764607
1739209802.3463826;-38.13080360867914
1739209802.3463924;-45.120503652039325
1739209802.3464022;-38.13080360867914
1739209802.346412;-32.816014438256545
1739209802.346422;-38.13080360867914
1739209802.3464317;-38.13080360867914
1739209802.3464415;-38.13080360867914
1739209802.3464513;-45.120503652039325
1739209802.346461;-45.120503652039325
1739209802.3464708;-45.120503652039325
1739209802.3464808;-38.13080360867914
