CAN Message; 0x1bb:000002ac159fc823
Timestamp;Amplitude
1739209885.5737216;-38.13080360867914
1739209885.5737243;-45.120503652039325
1739209885.5737271;-38.13080360867914
1739209885.57373;-45.120503652039325
1739209885.5737326;-45.120503652039325
1739209885.5737355;-38.13080360867914
1739209885.5737383;-38.13080360867914
1739209885.573741;-38.13080360867914
1739209885.5737438;-45.120503652039325
1739209885.5737467;-38.13080360867914
1739209885.5737495;-33.981070128970906
1739209885.5737522;-35.57807855764607
1739209885.573755;-38.13080360867914
1739209885.573758;-38.13080360867914
1739209885.5737605;-38.13080360867914
1739209885.5737634;-38.13080360867914
1739209885.5737662;-38.13080360867914
1739209885.5737689;-45.120503652039325
1739209885.5737717;-45.120503652039325
1739209885.5737746;-38.13080360867914
1739209885.5737772;-38.13080360867914
1739209885.57378;-45.120503652039325
1739209885.573783;-45.120503652039325
1739209885.5737855;-45.120503652039325
1739209885.5737884;-45.120503652039325
1739209885.5737913;-38.13080360867914
1739209885.573794;-45.120503652039325
1739209885.5737967;-38.13080360867914
1739209885.5737996;-38.13080360867914
1739209885.5738025;-45.120503652039325
1739209885.573805;-45.120503652039325
1739209885.573808;-38.13080360867914
1739209885.5738108;-38.13080360867914
1739209885.5738134;-38.13080360867914
1739209885.5738163;-33.981070128970906
1739209885.5738192;-38.13080360867914
1739209885.5738218;-45.120503652039325
1739209885.5738246;-38.13080360867914
1739209885.5738275;-35.57807855764607
1739209885.5738301;-38.13080360867914
1739209885.573833;-45.120503652039325
1739209885.5738358;-38.13080360867914
1739209885.5738385;-45.120503652039325
1739209885.5738413;-45.120503652039325
1739209885.5738442;-33.981070128970906
1739209885.5738468;-45.120503652039325
1739209885.5738497;-45.120503652039325
1739209885.5738525;-38.13080360867914
1739209885.5738554;-32.816014438256545
1739209885.573858;-45.120503652039325
1739209885.573861;-38.13080360867914
1739209885.5738637;-45.120503652039325
1739209885.5738664;-45.120503652039325
1739209885.5738692;-45.120503652039325
1739209885.573872;-45.120503652039325
1739209885.5738747;-31.141103565318915
1739209885.5738776;-32.816014438256545
1739209885.5738804;-45.120503652039325
1739209885.573883;-45.120503652039325
1739209885.573886;-38.13080360867914
1739209885.5738888;-35.57807855764607
1739209885.5738914;-38.13080360867914
1739209885.5738943;-45.120503652039325
1739209885.5738971;-45.120503652039325
1739209885.5738997;-38.13080360867914
1739209885.5739026;-38.13080360867914
1739209885.5739055;-45.120503652039325
1739209885.5739083;-45.120503652039325
1739209885.573911;-45.120503652039325
1739209885.5739138;-38.13080360867914
1739209885.5739167;-45.120503652039325
1739209885.5739193;-45.120503652039325
1739209885.5739222;-33.981070128970906
1739209885.573925;-35.57807855764607
1739209885.5739276;-35.57807855764607
1739209885.5739305;-33.981070128970906
1739209885.5739334;-45.120503652039325
1739209885.573936;-45.120503652039325
1739209885.5739388;-45.120503652039325
1739209885.5739417;-38.13080360867914
1739209885.5739443;-45.120503652039325
1739209885.5739472;-45.120503652039325
1739209885.57395;-45.120503652039325
1739209885.573953;-45.120503652039325
1739209885.5739555;-45.120503652039325
1739209885.5739584;-38.13080360867914
1739209885.5739613;-38.13080360867914
1739209885.5739639;-45.120503652039325
1739209885.5739667;-45.120503652039325
1739209885.5739696;-45.120503652039325
1739209885.5739722;-38.13080360867914
1739209885.573975;-45.120503652039325
1739209885.573978;-45.120503652039325
1739209885.5739806;-38.13080360867914
1739209885.5739834;-38.13080360867914
1739209885.5739863;-38.13080360867914
1739209885.573989;-45.120503652039325
1739209885.5739918;-38.13080360867914
1739209885.5739946;-38.13080360867914
1739209885.5739973;-30.49652367304973
1739209885.5740001;-38.13080360867914
1739209885.574003;-45.120503652039325
1739209885.5740058;-38.13080360867914
1739209885.5740085;-38.13080360867914
1739209885.5740113;-45.120503652039325
1739209885.5740142;-38.13080360867914
1739209885.5740168;-38.13080360867914
1739209885.5740197;-33.981070128970956
1739209885.5740225;-45.120503652039325
1739209885.5740252;-45.120503652039325
1739209885.574028;-45.120503652039325
1739209885.5740309;-45.120503652039325
1739209885.5740335;-45.120503652039325
1739209885.5740364;-45.120503652039325
1739209885.5740392;-45.120503652039325
1739209885.5740418;-27.8777449560314
1739209885.5740447;-33.981070128970906
1739209885.5740476;-45.120503652039325
1739209885.5740502;-45.120503652039325
1739209885.574053;-33.981070128970906
1739209885.574056;-45.120503652039325
1739209885.5740588;-38.13080360867914
1739209885.5740614;-35.57807855764607
1739209885.5740643;-45.120503652039325
1739209885.574067;-45.120503652039325
1739209885.5740697;-35.57807855764607
1739209885.5740726;-35.57807855764607
1739209885.5740755;-45.120503652039325
1739209885.574078;-38.13080360867914
1739209885.574081;-45.120503652039325
1739209885.5740838;-38.13080360867914
1739209885.5740864;-45.120503652039325
1739209885.5740893;-45.120503652039325
1739209885.5740921;-45.120503652039325
1739209885.5740948;-38.13080360867914
1739209885.5740976;-38.13080360867914
1739209885.5741005;-38.13080360867914
1739209885.574103;-38.13080360867914
1739209885.574106;-38.13080360867914
1739209885.5741088;-35.57807855764607
1739209885.5741117;-35.57807855764607
1739209885.5741143;-45.120503652039325
1739209885.5741172;-38.13080360867914
1739209885.57412;-32.816014438256545
1739209885.5741227;-38.13080360867914
1739209885.5741255;-45.120503652039325
1739209885.5741284;-33.981070128970906
1739209885.574131;-38.13080360867914
1739209885.5741339;-45.120503652039325
1739209885.5741367;-38.13080360867914
1739209885.5741394;-45.120503652039325
1739209885.5741422;-45.120503652039325
1739209885.574145;-45.120503652039325
1739209885.5741477;-38.13080360867914
1739209885.5741506;-38.13080360867914
1739209885.5741534;-35.57807855764607
1739209885.574156;-32.816014438256545
1739209885.574159;-38.13080360867914
1739209885.5741618;-38.13080360867914
1739209885.5741646;-45.120503652039325
1739209885.5741673;-45.120503652039325
1739209885.57417;-38.13080360867914
1739209885.574173;-45.120503652039325
1739209885.5741756;-45.120503652039325
1739209885.5741785;-35.57807855764607
1739209885.5741813;-45.120503652039325
1739209885.574184;-45.120503652039325
1739209885.5741868;-35.57807855764607
1739209885.5741897;-35.57807855764607
1739209885.5741923;-45.120503652039325
1739209885.5741951;-45.120503652039325
1739209885.574198;-38.13080360867914
1739209885.5742006;-45.120503652039325
1739209885.5742035;-45.120503652039325
1739209885.5742064;-45.120503652039325
1739209885.574209;-38.13080360867914
1739209885.5742118;-33.981070128970906
1739209885.5742147;-38.13080360867914
1739209885.5742176;-45.120503652039325
1739209885.5742202;-32.816014438256545
1739209885.574223;-32.816014438256545
1739209885.574226;-45.120503652039325
1739209885.5742285;-45.120503652039325
1739209885.5742314;-32.816014438256545
1739209885.5742342;-38.13080360867914
1739209885.5742369;-38.13080360867914
1739209885.5742397;-38.13080360867914
1739209885.5742426;-33.981070128970906
1739209885.5742452;-38.13080360867914
1739209885.574248;-45.120503652039325
1739209885.574251;-45.120503652039325
1739209885.5742536;-38.13080360867914
1739209885.5742564;-35.57807855764607
1739209885.5742593;-45.120503652039325
1739209885.574262;-45.120503652039325
1739209885.5742648;-38.13080360867914
1739209885.5742676;-31.141103565318915
1739209885.5742705;-38.13080360867914
1739209885.574273;-38.13080360867914
1739209885.574276;-38.13080360867914
1739209885.5742788;-45.120503652039325
1739209885.5742815;-45.120503652039325
1739209885.5742843;-45.120503652039325
1739209885.5742872;-38.13080360867914
1739209885.5742898;-38.13080360867914
1739209885.5742927;-38.13080360867914
1739209885.5742955;-38.13080360867914
1739209885.5742981;-33.981070128970906
1739209885.574301;-31.141103565318893
1739209885.5743039;-45.120503652039325
1739209885.5743065;-45.120503652039325
1739209885.5743093;-45.120503652039325
1739209885.5743122;-33.981070128970906
1739209885.5743148;-33.981070128970906
1739209885.5743177;-38.13080360867914
1739209885.5743206;-38.13080360867914
1739209885.5743234;-38.13080360867914
1739209885.574326;-35.57807855764607
1739209885.574329;-35.57807855764607
1739209885.5743318;-38.13080360867914
1739209885.5743344;-45.120503652039325
1739209885.5743372;-38.13080360867914
1739209885.57434;-35.57807855764607
1739209885.5743427;-38.13080360867914
1739209885.5743456;-45.120503652039325
1739209885.5743484;-33.981070128970906
1739209885.574351;-45.120503652039325
1739209885.574354;-45.120503652039325
1739209885.5743568;-45.120503652039325
1739209885.5743594;-33.981070128970906
1739209885.5743623;-45.120503652039325
1739209885.5743651;-38.13080360867914
1739209885.574368;-32.816014438256545
1739209885.5743706;-33.981070128970906
1739209885.5743735;-38.13080360867914
1739209885.5743763;-33.981070128970906
1739209885.574379;-31.141103565318915
1739209885.5743818;-33.981070128970906
1739209885.5743847;-45.120503652039325
1739209885.5743873;-45.120503652039325
1739209885.5743902;-45.120503652039325
1739209885.574393;-45.120503652039325
1739209885.5743957;-45.120503652039325
1739209885.5743985;-45.120503652039325
1739209885.5744014;-35.57807855764607
1739209885.574404;-33.981070128970906
1739209885.5744069;-38.13080360867914
1739209885.5744097;-45.120503652039325
1739209885.5744123;-38.13080360867914
1739209885.5744152;-33.981070128970906
1739209885.574418;-38.13080360867914
1739209885.574421;-38.13080360867914
1739209885.5744236;-38.13080360867914
1739209885.5744264;-38.13080360867914
1739209885.5744293;-45.120503652039325
1739209885.574432;-45.120503652039325
1739209885.5744348;-38.13080360867914
1739209885.5744376;-45.120503652039325
1739209885.5744402;-45.120503652039325
1739209885.574443;-38.13080360867914
1739209885.574446;-33.981070128970906
1739209885.5744486;-45.120503652039325
1739209885.5744514;-45.120503652039325
1739209885.5744543;-38.13080360867914
1739209885.574457;-35.57807855764607
1739209885.5744598;-45.120503652039325
1739209885.5744627;-45.120503652039325
1739209885.5744653;-33.981070128970906
1739209885.5744681;-32.816014438256545
1739209885.574471;-31.141103565318915
1739209885.5744739;-45.120503652039325
1739209885.5744765;-45.120503652039325
1739209885.5744793;-38.13080360867914
1739209885.5744822;-45.120503652039325
1739209885.5744848;-45.120503652039325
1739209885.5744877;-38.13080360867914
1739209885.5744905;-45.120503652039325
1739209885.5744932;-35.57807855764607
1739209885.574496;-45.120503652039325
1739209885.574499;-38.13080360867914
1739209885.5745015;-45.120503652039325
1739209885.5745044;-45.120503652039325
1739209885.5745072;-45.120503652039325
1739209885.5745099;-38.13080360867914
1739209885.5745127;-45.120503652039325
1739209885.5745156;-31.141103565318915
1739209885.5745182;-38.13080360867914
1739209885.574521;-45.120503652039325
1739209885.574524;-38.13080360867914
1739209885.5745268;-45.120503652039325
1739209885.5745294;-38.13080360867914
1739209885.5745323;-45.120503652039325
1739209885.5745351;-45.120503652039325
1739209885.5745378;-33.981070128970906
1739209885.5745406;-45.120503652039325
1739209885.5745435;-45.120503652039325
1739209885.574546;-38.13080360867914
1739209885.574549;-38.13080360867914
