CAN Message; 0x77:6f31c10391158389
Timestamp;Amplitude
1739209660.6415234;-45.120503652039325
1739209660.6415305;-38.13080360867914
1739209660.6415374;-33.981070128970906
1739209660.6415446;-38.13080360867914
1739209660.6415515;-38.13080360867914
1739209660.6415584;-45.120503652039325
1739209660.6415656;-38.13080360867914
1739209660.6415725;-45.120503652039325
1739209660.6415794;-45.120503652039325
1739209660.6415865;-45.120503652039325
1739209660.6415935;-45.120503652039325
1739209660.6416006;-45.120503652039325
1739209660.6416075;-38.13080360867914
1739209660.6416144;-33.981070128970906
1739209660.6416216;-38.13080360867914
1739209660.6416285;-45.120503652039325
1739209660.6416354;-45.120503652039325
1739209660.6416426;-45.120503652039325
1739209660.6416495;-38.13080360867914
1739209660.6416566;-45.120503652039325
1739209660.6416636;-45.120503652039325
1739209660.6416705;-38.13080360867914
1739209660.6416776;-33.981070128970906
1739209660.6416845;-38.13080360867914
1739209660.6416914;-45.120503652039325
1739209660.6416986;-33.981070128970906
1739209660.6417055;-45.120503652039325
1739209660.6417127;-45.120503652039325
1739209660.6417196;-38.13080360867914
1739209660.6417265;-45.120503652039325
1739209660.6417336;-45.120503652039325
1739209660.6417406;-45.120503652039325
1739209660.6417477;-45.120503652039325
1739209660.6417546;-38.13080360867914
1739209660.6417615;-38.13080360867914
1739209660.6417687;-32.816014438256545
1739209660.6417756;-38.13080360867914
1739209660.6417825;-45.120503652039325
1739209660.6417897;-38.13080360867914
1739209660.6417966;-35.57807855764607
1739209660.6418037;-38.13080360867914
1739209660.6418107;-45.120503652039325
1739209660.6418176;-38.13080360867914
1739209660.6418247;-45.120503652039325
1739209660.6418316;-33.981070128970906
1739209660.6418386;-45.120503652039325
1739209660.6418457;-45.120503652039325
1739209660.6418526;-35.57807855764607
1739209660.6418598;-38.13080360867914
1739209660.6418667;-45.120503652039325
1739209660.6418736;-38.13080360867914
1739209660.6418808;-35.57807855764607
1739209660.6418877;-38.13080360867914
1739209660.6418948;-45.120503652039325
1739209660.6419017;-45.120503652039325
1739209660.6419086;-35.57807855764607
1739209660.6419158;-38.13080360867914
1739209660.6419227;-45.120503652039325
1739209660.6419296;-45.120503652039325
1739209660.6419368;-38.13080360867914
1739209660.6419437;-38.13080360867914
1739209660.6419508;-45.120503652039325
1739209660.6419578;-45.120503652039325
1739209660.6419647;-45.120503652039325
1739209660.6419718;-45.120503652039325
1739209660.6419787;-45.120503652039325
1739209660.6419857;-38.13080360867914
1739209660.6419928;-38.13080360867914
1739209660.6419997;-45.120503652039325
1739209660.6420069;-45.120503652039325
1739209660.6420138;-45.120503652039325
1739209660.6420207;-32.816014438256545
1739209660.6420279;-35.57807855764607
1739209660.6420348;-31.141103565318915
1739209660.6420417;-45.120503652039325
1739209660.6420488;-33.981070128970906
1739209660.6420557;-31.141103565318915
1739209660.642063;-45.120503652039325
1739209660.6420698;-45.120503652039325
1739209660.6420767;-45.120503652039325
1739209660.642084;-38.13080360867914
1739209660.6420908;-38.13080360867914
1739209660.642098;-38.13080360867914
1739209660.6421049;-38.13080360867914
1739209660.6421118;-45.120503652039325
1739209660.642119;-38.13080360867914
1739209660.6421258;-45.120503652039325
1739209660.6421328;-32.816014438256545
1739209660.64214;-38.13080360867914
1739209660.6421468;-45.120503652039325
1739209660.642154;-38.13080360867914
1739209660.642161;-38.13080360867914
1739209660.6421678;-38.13080360867914
1739209660.642175;-45.120503652039325
1739209660.6421819;-45.120503652039325
1739209660.6421888;-35.57807855764607
1739209660.642196;-38.13080360867914
1739209660.6422029;-38.13080360867914
1739209660.64221;-38.13080360867914
1739209660.642217;-45.120503652039325
1739209660.6422238;-45.120503652039325
1739209660.642231;-38.13080360867914
1739209660.642238;-38.13080360867914
1739209660.642245;-45.120503652039325
1739209660.642252;-45.120503652039325
1739209660.642259;-38.13080360867914
1739209660.642266;-38.13080360867914
1739209660.642273;-38.13080360867914
1739209660.6422799;-45.120503652039325
1739209660.642287;-45.120503652039325
1739209660.642294;-45.120503652039325
1739209660.642301;-30.49652367304973
1739209660.642308;-32.816014438256545
1739209660.642315;-45.120503652039325
1739209660.642322;-45.120503652039325
1739209660.642329;-45.120503652039325
1739209660.642336;-38.13080360867914
1739209660.642343;-38.13080360867914
1739209660.64235;-35.57807855764607
1739209660.642357;-38.13080360867914
1739209660.642364;-45.120503652039325
1739209660.642371;-35.57807855764607
1739209660.642378;-45.120503652039325
1739209660.642385;-45.120503652039325
1739209660.642392;-38.13080360867914
1739209660.642399;-45.120503652039325
1739209660.642406;-38.13080360867914
