CAN Message; 0x1a7:0000ce4958370345
1739209639.7317019;-35.57807855764607
1739209639.7317078;-32.816014438256545
1739209639.731714;-45.120503652039325
1739209639.73172;-45.120503652039325
1739209639.7317262;-35.57807855764607
1739209639.7317321;-35.57807855764607
1739209639.7317383;-45.120503652039325
1739209639.7317443;-45.120503652039325
1739209639.7317502;-45.120503652039325
1739209639.7317564;-45.120503652039325
1739209639.7317624;-38.13080360867914
1739209639.7317686;-45.120503652039325
1739209639.7317746;-45.120503652039325
1739209639.7317808;-45.120503652039325
1739209639.7317867;-45.120503652039325
1739209639.731793;-45.120503652039325
1739209639.731799;-35.57807855764607
1739209639.7318048;-35.57807855764607
1739209639.731811;-38.13080360867914
1739209639.731817;-45.120503652039325
1739209639.7318232;-35.57807855764607
1739209639.7318292;-28.58837851428586
1739209639.7318354;-35.57807855764607
1739209639.7318413;-38.13080360867914
1739209639.7318475;-45.120503652039325
1739209639.7318535;-45.120503652039325
1739209639.7318594;-45.120503652039325
1739209639.7318656;-45.120503652039325
1739209639.7318716;-45.120503652039325
1739209639.7318778;-38.13080360867914
1739209639.7318838;-45.120503652039325
1739209639.73189;-45.120503652039325
1739209639.731896;-38.13080360867914
1739209639.7319021;-38.13080360867914
1739209639.731908;-35.57807855764607
1739209639.731914;-35.57807855764607
1739209639.7319202;-45.120503652039325
1739209639.7319262;-27.267205301931607
1739209639.7319324;-38.13080360867914
1739209639.7319384;-45.120503652039325
1739209639.7319446;-45.120503652039325
1739209639.7319505;-38.13080360867914
1739209639.7319567;-45.120503652039325
1739209639.7319627;-45.120503652039325
1739209639.7319686;-45.120503652039325
1739209639.7319748;-33.981070128970956
1739209639.7319808;-45.120503652039325
1739209639.731987;-45.120503652039325
1739209639.731993;-38.13080360867914
1739209639.7319992;-38.13080360867914
1739209639.7320051;-45.120503652039325
1739209639.732011;-33.981070128970906
1739209639.7320173;-45.120503652039325
1739209639.7320232;-27.267205301931607
1739209639.7320294;-33.981070128970906
1739209639.7320354;-45.120503652039325
1739209639.7320416;-38.13080360867914
1739209639.7320476;-33.981070128970906
1739209639.7320538;-38.13080360867914
1739209639.7320597;-45.120503652039325
1739209639.7320657;-38.13080360867914
1739209639.7320719;-45.120503652039325
1739209639.7320778;-38.13080360867914
1739209639.732084;-45.120503652039325
1739209639.73209;-38.13080360867914
1739209639.7320962;-35.57807855764607
1739209639.7321022;-45.120503652039325
1739209639.7321084;-45.120503652039325
1739209639.7321143;-38.13080360867914
1739209639.7321203;-38.13080360867914
1739209639.7321265;-38.13080360867914
1739209639.7321324;-45.120503652039325
1739209639.7321386;-38.13080360867914
1739209639.7321446;-35.57807855764607
1739209639.7321508;-45.120503652039325
1739209639.7321568;-45.120503652039325
1739209639.732163;-33.981070128970906
1739209639.732169;-31.141103565318915
1739209639.7321749;-31.141103565318915
1739209639.732181;-38.13080360867914
1739209639.732187;-45.120503652039325
1739209639.7321932;-33.981070128970906
1739209639.7321992;-38.13080360867914
1739209639.7322054;-45.120503652039325
1739209639.7322114;-45.120503652039325
1739209639.7322176;-38.13080360867914
1739209639.7322235;-31.141103565318915
1739209639.7322295;-38.13080360867914
1739209639.7322357;-45.120503652039325
1739209639.7322416;-38.13080360867914
1739209639.7322478;-45.120503652039325
1739209639.7322538;-45.120503652039325
1739209639.73226;-33.981070128970906
1739209639.732266;-31.141103565318915
1739209639.7322721;-30.49652367304973
1739209639.732278;-45.120503652039325
1739209639.732284;-33.981070128970906
1739209639.7322903;-38.13080360867914
1739209639.7322962;-45.120503652039325
1739209639.7323024;-45.120503652039325
1739209639.7323084;-45.120503652039325
1739209639.7323146;-38.13080360867914
1739209639.7323205;-33.981070128970906
1739209639.7323265;-45.120503652039325
1739209639.7323327;-45.120503652039325
1739209639.7323387;-38.13080360867914
1739209639.7323449;-45.120503652039325
1739209639.7323508;-45.120503652039325
1739209639.732357;-45.120503652039325
1739209639.732363;-45.120503652039325
1739209639.7323692;-45.120503652039325
1739209639.7323751;-45.120503652039325
1739209639.732381;-45.120503652039325
1739209639.7323873;-45.120503652039325
1739209639.7323933;-38.13080360867914
1739209639.7323995;-38.13080360867914
1739209639.7324054;-38.13080360867914
1739209639.7324116;-45.120503652039325
1739209639.7324176;-45.120503652039325
1739209639.7324238;-45.120503652039325
1739209639.7324297;-38.13080360867914
1739209639.7324357;-38.13080360867914
1739209639.732442;-38.13080360867914
1739209639.7324479;-38.13080360867914
1739209639.732454;-45.120503652039325
1739209639.73246;-38.13080360867914
1739209639.7373798;-35.57807855764607
1739209639.7373803;-35.57807855764607
1739209639.7373805;-31.141103565318915
1739209639.7373807;-38.13080360867914
1739209639.7373812;-38.13080360867914
1739209639.7373815;-45.120503652039325
1739209639.7373817;-45.120503652039325
1739209639.7373822;-45.120503652039325
1739209639.7373824;-45.120503652039325
1739209639.737383;-45.120503652039325
1739209639.7373831;-38.13080360867914
1739209639.7373834;-38.13080360867914
1739209639.7373838;-45.120503652039325
1739209639.737384;-45.120503652039325
1739209639.7373843;-45.120503652039325
1739209639.7373848;-45.120503652039325
1739209639.737385;-38.13080360867914
1739209639.7373853;-45.120503652039325
1739209639.7373857;-38.13080360867914
1739209639.737386;-38.13080360867914
1739209639.7373862;-31.141103565318915
1739209639.7373867;-38.13080360867914
1739209639.737387;-45.120503652039325
1739209639.7373872;-33.981070128970906
1739209639.7373877;-35.57807855764607
1739209639.737388;-38.13080360867914
1739209639.7373884;-33.981070128970906
1739209639.7373886;-31.141103565318915
1739209639.7373888;-38.13080360867914
1739209639.7373893;-45.120503652039325
1739209639.7373896;-45.120503652039325
1739209639.7373898;-38.13080360867914
1739209639.7373903;-38.13080360867914
1739209639.7373905;-45.120503652039325
1739209639.7373908;-45.120503652039325
1739209639.7373912;-38.13080360867914
1739209639.7373915;-35.57807855764607
1739209639.7373917;-45.120503652039325
1739209639.7373922;-45.120503652039325
1739209639.7373924;-38.13080360867914
1739209639.7373927;-38.13080360867914
1739209639.7373931;-38.13080360867914
1739209639.7373934;-38.13080360867914
1739209639.7373939;-35.57807855764607
1739209639.737394;-38.13080360867914
1739209639.7373943;-38.13080360867914
1739209639.7373948;-38.13080360867914
1739209639.737395;-38.13080360867914
1739209639.7373953;-38.13080360867914
1739209639.7373958;-45.120503652039325
1739209639.737396;-45.120503652039325
1739209639.7373962;-31.141103565318915
1739209639.7373967;-38.13080360867914
1739209639.737397;-38.13080360867914
1739209639.7373972;-38.13080360867914
1739209639.7373977;-33.981070128970906
1739209639.737398;-45.120503652039325
1739209639.7373981;-45.120503652039325
1739209639.7373986;-45.120503652039325
1739209639.7373989;-33.981070128970906
1739209639.7373993;-45.120503652039325
1739209639.7373996;-38.13080360867914
1739209639.7373998;-38.13080360867914
1739209639.7374003;-35.57807855764607
1739209639.7374005;-32.816014438256545
1739209639.7374008;-45.120503652039325
1739209639.7374012;-38.13080360867914
1739209639.7374015;-33.981070128970906
1739209639.7374017;-45.120503652039325
1739209639.7374022;-45.120503652039325
1739209639.7374024;-38.13080360867914
1739209639.7374027;-33.981070128970906
1739209639.7374032;-45.120503652039325
1739209639.7374034;-38.13080360867914
1739209639.7374036;-45.120503652039325
1739209639.737404;-38.13080360867914
1739209639.7374043;-35.57807855764607
1739209639.7374046;-45.120503652039325
1739209639.737405;-45.120503652039325
1739209639.7374053;-35.57807855764607
1739209639.7374058;-35.57807855764607
1739209639.737406;-45.120503652039325
1739209639.7374063;-38.13080360867914
1739209639.7374067;-33.981070128970906
1739209639.737407;-38.13080360867914
1739209639.7374072;-38.13080360867914
1739209639.7374077;-45.120503652039325
1739209639.737408;-45.120503652039325
1739209639.7374082;-38.13080360867914
1739209639.7374086;-38.13080360867914
1739209639.7374089;-45.120503652039325
1739209639.737409;-35.57807855764607
1739209639.7374096;-45.120503652039325
1739209639.7374098;-38.13080360867914
1739209639.73741;-38.13080360867914
1739209639.7374105;-31.141103565318915
1739209639.7374108;-45.120503652039325
1739209639.7374113;-45.120503652039325
1739209639.7374115;-45.120503652039325
1739209639.7374117;-35.57807855764607
1739209639.7374122;-32.816014438256545
1739209639.7374125;-45.120503652039325
1739209639.7374127;-38.13080360867914
1739209639.7374132;-45.120503652039325
1739209639.7374134;-33.981070128970906
1739209639.7374136;-45.120503652039325
1739209639.7374141;-45.120503652039325
1739209639.7374144;-38.13080360867914
1739209639.7374146;-45.120503652039325
1739209639.737415;-45.120503652039325
1739209639.7374153;-45.120503652039325
1739209639.7374156;-45.120503652039325
1739209639.737416;-38.13080360867914
1739209639.7374163;-38.13080360867914
1739209639.7374167;-45.120503652039325
1739209639.737417;-35.57807855764607
1739209639.7374172;-33.981070128970906
1739209639.7374177;-38.13080360867914
1739209639.737418;-35.57807855764607
1739209639.7374182;-35.57807855764607
1739209639.7374187;-32.816014438256545
1739209639.737419;-45.120503652039325
1739209639.7374191;-45.120503652039325
1739209639.7374196;-45.120503652039325
1739209639.7374198;-33.981070128970906
1739209639.73742;-45.120503652039325
1739209639.7374206;-38.13080360867914
1739209639.7374208;-45.120503652039325
1739209639.737421;-38.13080360867914
1739209639.7374215;-45.120503652039325
1739209639.7374218;-45.120503652039325
1739209639.7374222;-45.120503652039325
1739209639.7374225;-45.120503652039325
1739209639.7374227;-38.13080360867914
1739209639.7374232;-45.120503652039325
1739209639.7374234;-33.981070128970906
1739209639.7374237;-38.13080360867914
1739209639.7374241;-33.981070128970906
1739209639.7374244;-38.13080360867914
1739209639.7374246;-32.816014438256545
1739209639.737425;-25.62660358559016
1739209639.7374253;-38.13080360867914
1739209639.7374256;-38.13080360867914
1739209639.737426;-45.120503652039325
1739209639.7374263;-33.981070128970906
1739209639.7374265;-45.120503652039325
1739209639.737427;-38.13080360867914
1739209639.7374272;-45.120503652039325
1739209639.7374277;-33.981070128970956
1739209639.737428;-33.981070128970906
1739209639.7374282;-45.120503652039325
1739209639.7374287;-45.120503652039325
1739209639.737429;-45.120503652039325
1739209639.7374291;-38.13080360867914
1739209639.7374296;-38.13080360867914
1739209639.7374299;-45.120503652039325
1739209639.73743;-38.13080360867914
1739209639.7374306;-38.13080360867914
1739209639.7374308;-45.120503652039325
1739209639.737431;-38.13080360867914
1739209639.7374315;-45.120503652039325
1739209639.7374318;-45.120503652039325
1739209639.737432;-45.120503652039325
1739209639.7374325;-33.981070128970906
1739209639.7374327;-25.826314394896357
1739209639.7374332;-38.13080360867914
1739209639.7374334;-38.13080360867914
1739209639.7374337;-35.57807855764607
1739209639.7374341;-35.57807855764607
1739209639.7374344;-45.120503652039325
1739209639.7374346;-45.120503652039325
1739209639.737435;-45.120503652039325
1739209639.7374353;-35.57807855764607
1739209639.7374356;-38.13080360867914
1739209639.737436;-45.120503652039325
1739209639.7374363;-38.13080360867914
1739209639.7374365;-38.13080360867914
1739209639.737437;-45.120503652039325
1739209639.7374372;-45.120503652039325
1739209639.7374375;-45.120503652039325
1739209639.737438;-33.981070128970906
1739209639.7374382;-38.13080360867914
1739209639.7374387;-45.120503652039325
1739209639.737439;-35.57807855764607
1739209639.7374392;-35.57807855764607
1739209639.7374396;-45.120503652039325
1739209639.7374399;-45.120503652039325
1739209639.73744;-35.57807855764607
1739209639.7374406;-35.57807855764607
1739209639.7374408;-38.13080360867914
1739209639.737441;-45.120503652039325
1739209639.7374415;-45.120503652039325
1739209639.7374418;-38.13080360867914
1739209639.737442;-38.13080360867914
1739209639.7374425;-38.13080360867914
1739209639.7374427;-38.13080360867914
1739209639.737443;-38.13080360867914
1739209639.7374434;-45.120503652039325
1739209639.7374437;-45.120503652039325
1739209639.7374442;-38.13080360867914
1739209639.7374444;-45.120503652039325
1739209639.7374446;-38.13080360867914
1739209639.737445;-45.120503652039325
1739209639.7374454;-38.13080360867914
1739209639.7374456;-38.13080360867914
1739209639.737446;-38.13080360867914
1739209639.7374463;-38.13080360867914
1739209639.7374465;-45.120503652039325
1739209639.737447;-33.981070128970906
1739209639.7374473;-38.13080360867914
1739209639.7374475;-45.120503652039325
1739209639.737448;-45.120503652039325
1739209639.7374482;-33.981070128970906
1739209639.7374485;-45.120503652039325
1739209639.737449;-45.120503652039325
1739209639.7374492;-45.120503652039325
1739209639.7374496;-38.13080360867914
1739209639.73745;-45.120503652039325
1739209639.7374501;-38.13080360867914
1739209639.7374506;-45.120503652039325
1739209639.7374508;-45.120503652039325
1739209639.737451;-38.13080360867914
1739209639.7374516;-45.120503652039325
1739209639.7374518;-38.13080360867914
1739209639.737452;-35.57807855764607
1739209639.7374525;-33.981070128970906
1739209639.7374527;-45.120503652039325
1739209639.737453;-38.13080360867914
1739209639.7374535;-38.13080360867914
1739209639.7374537;-45.120503652039325
1739209639.737454;-45.120503652039325
1739209639.7374544;-38.13080360867914
1739209639.7374547;-38.13080360867914
1739209639.737455;-45.120503652039325
1739209639.7374554;-45.120503652039325
1739209639.7374556;-45.120503652039325
1739209639.737456;-45.120503652039325
1739209639.7374563;-38.13080360867914
1739209639.7374566;-38.13080360867914
1739209639.737457;-45.120503652039325
1739209639.7374573;-38.13080360867914
1739209639.7374575;-38.13080360867914
1739209639.737458;-35.57807855764607
1739209639.7374582;-45.120503652039325
1739209639.7374585;-38.13080360867914
1739209639.737459;-38.13080360867914
1739209639.7374592;-38.13080360867914
1739209639.7374594;-45.120503652039325
1739209639.73746;-45.120503652039325
1739209639.7374601;-45.120503652039325
1739209639.7374604;-45.120503652039325
1739209639.7374609;-38.13080360867914
1739209639.737461;-38.13080360867914
1739209639.7374616;-45.120503652039325
1739209639.7374618;-38.13080360867914
1739209639.737462;-38.13080360867914
1739209639.7374625;-45.120503652039325
1739209639.7374628;-38.13080360867914
1739209639.737463;-38.13080360867914
1739209639.7374635;-38.13080360867914
1739209639.7374637;-38.13080360867914
1739209639.737464;-38.13080360867914
1739209639.7374644;-45.120503652039325
1739209639.7374647;-45.120503652039325
1739209639.737465;-45.120503652039325
1739209639.7374654;-45.120503652039325
1739209639.7374656;-45.120503652039325
1739209639.7374659;-45.120503652039325
1739209639.7374663;-45.120503652039325
1739209639.7374666;-45.120503652039325
1739209639.737467;-45.120503652039325
1739209639.7374673;-45.120503652039325
1739209639.7374675;-45.120503652039325
1739209639.737468;-38.13080360867914
1739209639.7374682;-45.120503652039325
1739209639.7374685;-45.120503652039325
1739209639.737469;-38.13080360867914
1739209639.7374692;-38.13080360867914
1739209639.7374694;-33.981070128970906
1739209639.73747;-45.120503652039325
1739209639.7374701;-45.120503652039325
1739209639.7374704;-38.13080360867914
1739209639.7374709;-38.13080360867914
1739209639.737471;-45.120503652039325
1739209639.7374713;-38.13080360867914
1739209639.7374718;-38.13080360867914
1739209639.737472;-38.13080360867914
1739209639.7374725;-38.13080360867914
1739209639.7374728;-38.13080360867914
1739209639.737473;-32.816014438256545
1739209639.7374735;-35.57807855764607
1739209639.7374737;-45.120503652039325
1739209639.737474;-45.120503652039325
1739209639.7374744;-38.13080360867914
1739209639.7374747;-35.57807855764607
1739209639.737475;-38.13080360867914
1739209639.7374754;-38.13080360867914
1739209639.7374756;-35.57807855764607
1739209639.7374759;-38.13080360867914
1739209639.7374763;-45.120503652039325
1739209639.7374766;-38.13080360867914
1739209639.7374768;-38.13080360867914
1739209639.7374773;-45.120503652039325
1739209639.7374775;-45.120503652039325
1739209639.737478;-45.120503652039325
1739209639.7374783;-38.13080360867914
1739209639.7374785;-38.13080360867914
1739209639.737479;-45.120503652039325
1739209639.7374792;-38.13080360867914
1739209639.7374794;-35.57807855764607
1739209639.73748;-31.141103565318915
1739209639.7374802;-45.120503652039325
1739209639.7374804;-45.120503652039325
1739209639.7374809;-45.120503652039325
1739209639.737481;-45.120503652039325
1739209639.7374814;-45.120503652039325
1739209639.7374818;-38.13080360867914
1739209639.737482;-38.13080360867914
1739209639.7374823;-45.120503652039325
1739209639.7374828;-45.120503652039325
1739209639.737483;-38.13080360867914
1739209639.7374835;-45.120503652039325
1739209639.7374837;-45.120503652039325
1739209639.737484;-38.13080360867914
1739209639.7374845;-38.13080360867914
1739209639.7374847;-45.120503652039325
1739209639.737485;-38.13080360867914
1739209639.7374854;-45.120503652039325
1739209639.7374856;-45.120503652039325
1739209639.737486;-45.120503652039325
1739209639.7374864;-33.981070128970906
1739209639.7374866;-45.120503652039325
1739209639.7374868;-38.13080360867914
1739209639.7374873;-45.120503652039325
1739209639.7374876;-45.120503652039325
1739209639.7374878;-45.120503652039325
1739209639.7374883;-45.120503652039325
1739209639.7374885;-38.13080360867914
1739209639.737489;-38.13080360867914
1739209639.7374892;-38.13080360867914
1739209639.7374895;-33.981070128970906
1739209639.73749;-45.120503652039325
1739209639.7374902;-28.992665084841942
1739209639.7374904;-38.13080360867914
1739209639.737491;-45.120503652039325
1739209639.7374911;-45.120503652039325
1739209639.7374914;-45.120503652039325
1739209639.7374918;-38.13080360867914
1739209639.737492;-38.13080360867914
1739209639.7374923;-38.13080360867914
1739209639.7374928;-38.13080360867914
1739209639.737493;-38.13080360867914
1739209639.7374933;-45.120503652039325
1739209639.7374938;-45.120503652039325
1739209639.737494;-45.120503652039325
1739209639.7374945;-45.120503652039325
1739209639.7374947;-38.13080360867914
1739209639.737495;-45.120503652039325
1739209639.7374954;-38.13080360867914
1739209639.7374957;-45.120503652039325
1739209639.737496;-45.120503652039325
1739209639.7374964;-38.13080360867914
1739209639.7374966;-38.13080360867914
1739209639.7374969;-45.120503652039325
1739209639.7374973;-38.13080360867914
1739209639.7374976;-33.981070128970906
1739209639.7374978;-31.141103565318915
1739209639.7374983;-33.981070128970906
1739209639.7374985;-45.120503652039325
1739209639.7374988;-45.120503652039325
1739209639.7374992;-38.13080360867914
1739209639.7374995;-38.13080360867914
1739209639.7374997;-38.13080360867914
1739209639.7375002;-38.13080360867914
1739209639.7375004;-32.816014438256545
1739209639.737501;-33.981070128970906
1739209639.7375011;-38.13080360867914
1739209639.7375014;-45.120503652039325
1739209639.7375019;-38.13080360867914
1739209639.737502;-38.13080360867914
1739209639.7375023;-45.120503652039325
1739209639.7375028;-38.13080360867914
1739209639.737503;-38.13080360867914
1739209639.7375033;-35.57807855764607
1739209639.7375038;-45.120503652039325
1739209639.737504;-45.120503652039325
1739209639.7375042;-45.120503652039325
1739209639.7375047;-33.981070128970906
1739209639.737505;-38.13080360867914
1739209639.7375052;-45.120503652039325
1739209639.7375057;-38.13080360867914
1739209639.737506;-38.13080360867914
1739209639.7375064;-38.13080360867914
1739209639.7375066;-38.13080360867914
1739209639.7375069;-45.120503652039325
1739209639.7375073;-32.816014438256545
1739209639.7375076;-35.57807855764607
1739209639.7375078;-38.13080360867914
1739209639.7375083;-33.981070128970906
1739209639.7375085;-28.992665084841942
1739209639.7375088;-33.981070128970906
1739209639.7375093;-45.120503652039325
1739209639.7375095;-38.13080360867914
1739209639.7375097;-45.120503652039325
1739209639.7375102;-38.13080360867914
1739209639.7375104;-45.120503652039325
1739209639.7375107;-38.13080360867914
1739209639.7375112;-33.981070128970906
1739209639.7375114;-38.13080360867914
1739209639.7375119;-45.120503652039325
1739209639.737512;-45.120503652039325
1739209639.7375124;-35.57807855764607
1739209639.7375128;-35.57807855764607
1739209639.737513;-38.13080360867914
1739209639.7375133;-38.13080360867914
1739209639.7375138;-31.141103565318915
1739209639.737514;-38.13080360867914
1739209639.7375143;-45.120503652039325
1739209639.7375147;-38.13080360867914
1739209639.737515;-38.13080360867914
1739209639.7375152;-45.120503652039325
1739209639.7375157;-38.13080360867914
1739209639.737516;-45.120503652039325
1739209639.7375162;-38.13080360867914
1739209639.7375166;-45.120503652039325
1739209639.7375169;-45.120503652039325
1739209639.7375174;-45.120503652039325
1739209639.7375176;-45.120503652039325
1739209639.7375178;-38.13080360867914
1739209639.7375183;-38.13080360867914
1739209639.7375185;-45.120503652039325
1739209639.7375188;-35.57807855764607
1739209639.7375193;-35.57807855764607
1739209639.7375195;-45.120503652039325
1739209639.7375197;-38.13080360867914
1739209639.7375202;-38.13080360867914
1739209639.7375205;-45.120503652039325
1739209639.7375207;-45.120503652039325
1739209639.7375212;-38.13080360867914
1739209639.7375214;-38.13080360867914
1739209639.7375216;-38.13080360867914
1739209639.7375221;-45.120503652039325
1739209639.7375224;-38.13080360867914
1739209639.7375228;-38.13080360867914
1739209639.737523;-45.120503652039325
1739209639.7375233;-35.57807855764607
1739209639.7375238;-38.13080360867914
1739209639.737524;-45.120503652039325
1739209639.7375243;-38.13080360867914
1739209639.7375247;-45.120503652039325
1739209639.737525;-45.120503652039325
1739209639.7375252;-45.120503652039325
1739209639.7375257;-38.13080360867914
1739209639.737526;-45.120503652039325
1739209639.7375262;-38.13080360867914
1739209639.7375267;-35.57807855764607
1739209639.737527;-38.13080360867914
1739209639.7375271;-38.13080360867914
1739209639.7375276;-45.120503652039325
1739209639.7375278;-38.13080360867914
1739209639.7375283;-45.120503652039325
1739209639.7375286;-45.120503652039325
1739209639.7375288;-45.120503652039325
1739209639.7375293;-45.120503652039325
1739209639.7375295;-38.13080360867914
1739209639.7375298;-38.13080360867914
1739209639.7375302;-38.13080360867914
1739209639.7375305;-45.120503652039325
1739209639.7375307;-35.57807855764607
1739209639.7375312;-45.120503652039325
1739209639.7375314;-45.120503652039325
1739209639.7375317;-33.981070128970906
1739209639.7375321;-38.13080360867914
1739209639.7375324;-45.120503652039325
1739209639.7375326;-45.120503652039325
1739209639.737533;-38.13080360867914
1739209639.7375333;-45.120503652039325
1739209639.7375338;-38.13080360867914
1739209639.737534;-38.13080360867914
1739209639.7375343;-38.13080360867914
1739209639.7375348;-45.120503652039325
1739209639.737535;-45.120503652039325
1739209639.7375352;-45.120503652039325
1739209639.7375357;-38.13080360867914
1739209639.737536;-33.981070128970906
1739209639.7375362;-38.13080360867914
1739209639.7375367;-45.120503652039325
1739209639.737537;-45.120503652039325
1739209639.7375371;-38.13080360867914
1739209639.7375376;-45.120503652039325
1739209639.7375379;-38.13080360867914
1739209639.737538;-45.120503652039325
1739209639.7375386;-45.120503652039325
1739209639.7375388;-38.13080360867914
1739209639.7375393;-38.13080360867914
1739209639.7375395;-38.13080360867914
1739209639.7375398;-38.13080360867914
1739209639.7375402;-45.120503652039325
1739209639.7375405;-45.120503652039325
1739209639.7375407;-35.57807855764607
1739209639.7375412;-38.13080360867914
1739209639.7375414;-45.120503652039325
1739209639.7375417;-45.120503652039325
1739209639.7375422;-38.13080360867914
1739209639.7375424;-32.816014438256545
1739209639.7375426;-45.120503652039325
1739209639.737543;-38.13080360867914
1739209639.7375433;-38.13080360867914
1739209639.7375436;-38.13080360867914
1739209639.737544;-35.57807855764607
1739209639.7375443;-45.120503652039325
1739209639.7375445;-38.13080360867914
1739209639.737545;-35.57807855764607
1739209639.7375453;-38.13080360867914
1739209639.7375457;-38.13080360867914
1739209639.737546;-35.57807855764607
1739209639.7375462;-38.13080360867914
1739209639.7375467;-45.120503652039325
1739209639.737547;-33.981070128970906
1739209639.7375472;-45.120503652039325
1739209639.7375476;-33.981070128970906
1739209639.7375479;-35.57807855764607
1739209639.737548;-38.13080360867914
1739209639.7375486;-45.120503652039325
1739209639.7375488;-33.981070128970906
1739209639.737549;-38.13080360867914
1739209639.7375495;-33.981070128970906
1739209639.7375498;-38.13080360867914
1739209639.73755;-38.13080360867914
1739209639.7375505;-38.13080360867914
1739209639.7375507;-45.120503652039325
1739209639.7375512;-45.120503652039325
1739209639.7375515;-45.120503652039325
1739209639.7375517;-45.120503652039325
1739209639.7375522;-38.13080360867914
1739209639.7375524;-38.13080360867914
1739209639.7375526;-45.120503652039325
1739209639.7375531;-38.13080360867914
1739209639.7375534;-38.13080360867914
1739209639.7375536;-45.120503652039325
1739209639.737554;-38.13080360867914
1739209639.7375543;-45.120503652039325
1739209639.7375546;-45.120503652039325
1739209639.737555;-45.120503652039325
1739209639.7375553;-33.981070128970906
1739209639.7375555;-38.13080360867914
1739209639.737556;-35.57807855764607
1739209639.7375562;-45.120503652039325
1739209639.7375567;-38.13080360867914
1739209639.737557;-38.13080360867914
1739209639.7375572;-45.120503652039325
1739209639.7375576;-35.57807855764607
1739209639.737558;-29.438486411369347
1739209639.7375581;-38.13080360867914
1739209639.7375586;-38.13080360867914
1739209639.7375588;-45.120503652039325
1739209639.737559;-38.13080360867914
1739209639.7375596;-45.120503652039325
1739209639.7375598;-45.120503652039325
1739209639.73756;-38.13080360867914
1739209639.7375605;-31.141103565318915
1739209639.7375607;-33.981070128970906
1739209639.737561;-38.13080360867914
1739209639.7375615;-45.120503652039325
1739209639.7375617;-38.13080360867914
1739209639.7375622;-35.57807855764607
1739209639.7375624;-38.13080360867914
1739209639.7375627;-38.13080360867914
1739209639.7375631;-33.981070128970906
1739209639.7375634;-31.141103565318915
1739209639.7375636;-38.13080360867914
