CAN Message; 0x1bb:000008d0fd7db535
1739209856.857067;-28.992665084841942
1739209856.8570735;-38.13080360867914
1739209856.85708;-45.120503652039325
1739209856.8570864;-35.57807855764607
1739209856.8570926;-33.981070128970906
1739209856.857099;-29.438486411369347
1739209856.8571055;-28.992665084841967
1739209856.857112;-28.588378514285886
1739209856.8571181;-27.267205301931607
1739209856.8571246;-32.816014438256545
1739209856.857131;-35.57807855764607
1739209856.8571374;-25.252786309376837
1739209856.8571436;-27.267205301931607
1739209856.85715;-33.981070128970956
1739209856.8571565;-27.877744956031414
1739209856.857163;-27.8777449560314
1739209856.8571692;-45.120503652039325
1739209856.8571756;-27.267205301931607
1739209856.857182;-26.991370085610722
1739209856.8571885;-27.267205301931607
1739209856.8571947;-33.981070128970906
1739209856.857201;-27.267205301931607
1739209856.8572075;-31.141103565318943
1739209856.857214;-45.120503652039325
1739209856.8572204;-33.981070128970906
1739209856.8572266;-45.120503652039325
1739209856.857233;-31.141103565318893
1739209856.8572395;-26.487275050834715
1739209856.857246;-33.981070128970906
1739209856.8572521;-26.991370085610736
1739209856.8572586;-38.13080360867914
1739209856.857265;-38.13080360867914
1739209856.8572714;-38.13080360867914
1739209856.8572776;-31.141103565318915
1739209856.857284;-30.49652367304973
1739209856.8572905;-38.13080360867914
1739209856.857297;-38.13080360867914
1739209856.8573031;-28.992665084841942
1739209856.8573096;-45.120503652039325
1739209856.857316;-31.141103565318915
1739209856.8573225;-32.816014438256545
1739209856.8573287;-29.438486411369347
1739209856.857335;-20.27750525857143
1739209856.8573415;-27.877744956031414
1739209856.857348;-30.49652367304976
1739209856.8573542;-35.57807855764607
1739209856.8573606;-33.981070128970906
1739209856.857367;-26.487275050834715
1739209856.8573735;-38.13080360867914
1739209856.85738;-38.13080360867914
1739209856.857386;-33.981070128970906
1739209856.8573925;-35.57807855764607
1739209856.857399;-45.120503652039325
1739209856.8574054;-38.13080360867914
1739209856.8574116;-29.438486411369333
1739209856.857418;-32.81601443825658
1739209856.8574245;-38.13080360867914
1739209856.857431;-32.816014438256545
1739209856.8574371;-45.120503652039325
1739209856.8574436;-32.816014438256545
1739209856.85745;-31.141103565318915
1739209856.8574564;-33.981070128970906
1739209856.8574626;-38.13080360867914
1739209856.857469;-45.120503652039325
1739209856.8574755;-31.141103565318943
1739209856.857482;-30.49652367304973
1739209856.8574882;-28.58837851428586
1739209856.8574946;-38.13080360867914
1739209856.857501;-35.57807855764607
1739209856.8575075;-33.981070128970906
1739209856.857514;-45.120503652039325
1739209856.85752;-33.981070128970906
1739209856.8575265;-32.816014438256545
1739209856.857533;-31.141103565318915
1739209856.8575394;-26.991370085610736
1739209856.8575456;-28.21854285175415
1739209856.857552;-28.58837851428586
1739209856.8575585;-29.438486411369333
1739209856.857565;-45.120503652039325
1739209856.8575711;-38.13080360867914
1739209856.8575776;-26.991370085610736
1739209856.857584;-27.8777449560314
1739209856.8575904;-45.120503652039325
1739209856.8575966;-45.120503652039325
1739209856.857603;-33.981070128970906
1739209856.8576095;-45.120503652039325
1739209856.857616;-38.13080360867914
1739209856.8576221;-32.816014438256545
1739209856.8576286;-33.981070128970956
1739209856.857635;-45.120503652039325
1739209856.8576415;-38.13080360867914
1739209856.857648;-45.120503652039325
1739209856.857654;-45.120503652039325
1739209856.8576605;-38.13080360867914
1739209856.857667;-35.57807855764607
1739209856.8576734;-45.120503652039325
1739209856.8576796;-28.21854285175415
1739209856.857686;-31.141103565318893
1739209856.8576925;-45.120503652039325
1739209856.857699;-38.13080360867914
1739209856.857705;-38.13080360867914
1739209856.8577116;-38.13080360867914
1739209856.857718;-45.120503652039325
1739209856.8577244;-35.57807855764607
1739209856.8577306;-45.120503652039325
1739209856.857737;-45.120503652039325
1739209856.8577435;-33.981070128970906
1739209856.85775;-38.13080360867914
1739209856.8577561;-38.13080360867914
1739209856.8577626;-45.120503652039325
1739209856.857769;-38.13080360867914
1739209856.8577754;-45.120503652039325
1739209856.857782;-45.120503652039325
1739209856.857788;-45.120503652039325
1739209856.8577945;-45.120503652039325
1739209856.857801;-32.816014438256545
1739209856.8578074;-45.120503652039325
1739209856.8578136;-45.120503652039325
1739209856.85782;-45.120503652039325
1739209856.8578265;-45.120503652039325
1739209856.857833;-35.57807855764607
1739209856.857839;-35.57807855764607
1739209856.8578455;-38.13080360867914
1739209856.857852;-45.120503652039325
1739209856.8578584;-32.816014438256545
1739209856.8578646;-33.981070128970906
1739209856.857871;-45.120503652039325
1739209856.8578775;-38.13080360867914
1739209856.857884;-38.13080360867914
1739209856.8578901;-45.120503652039325
1739209856.8578966;-45.120503652039325
1739209856.857903;-38.13080360867914
1739209856.8579094;-45.120503652039325
1739209856.8579159;-45.120503652039325
1739209856.857922;-35.57807855764607
1739209856.8579285;-45.120503652039325
1739209856.857935;-38.13080360867914
1739209856.8579414;-38.13080360867914
1739209856.8579476;-45.120503652039325
1739209856.857954;-38.13080360867914
1739209856.8579605;-45.120503652039325
1739209856.857967;-38.13080360867914
1739209856.857973;-45.120503652039325
1739209856.8579795;-45.120503652039325
1739209856.857986;-33.981070128970906
1739209856.8579924;-38.13080360867914
1739209856.8579986;-38.13080360867914
1739209856.858005;-38.13080360867914
1739209856.8580115;-45.120503652039325
1739209856.858018;-33.981070128970906
1739209856.8580241;-38.13080360867914
1739209856.8580306;-45.120503652039325
1739209856.858037;-45.120503652039325
1739209856.8580434;-45.120503652039325
1739209856.8580499;-38.13080360867914
1739209856.858056;-38.13080360867914
1739209856.8580625;-45.120503652039325
1739209856.858069;-45.120503652039325
1739209856.8580754;-35.57807855764607
1739209856.8580816;-33.981070128970906
1739209856.858088;-33.981070128970906
1739209856.8580945;-38.13080360867914
1739209856.858101;-38.13080360867914
1739209856.858107;-35.57807855764607
1739209856.8581135;-38.13080360867914
1739209856.85812;-35.57807855764607
1739209856.8581264;-38.13080360867914
1739209856.8581326;-45.120503652039325
1739209856.858139;-31.141103565318915
1739209856.8581455;-38.13080360867914
1739209856.858152;-38.13080360867914
1739209856.858158;-38.13080360867914
1739209856.8581645;-38.13080360867914
1739209856.858171;-45.120503652039325
1739209856.8581774;-45.120503652039325
1739209856.8581839;-38.13080360867914
1739209856.85819;-38.13080360867914
1739209856.8581965;-38.13080360867914
1739209856.858203;-33.981070128970906
1739209856.8582094;-33.981070128970906
1739209856.8582156;-45.120503652039325
1739209856.858222;-45.120503652039325
1739209856.8582284;-33.981070128970906
1739209856.858235;-38.13080360867914
1739209856.858241;-38.13080360867914
1739209856.8582475;-38.13080360867914
1739209856.858254;-38.13080360867914
1739209856.8582604;-33.981070128970906
1739209856.8582666;-38.13080360867914
1739209856.858273;-33.981070128970906
1739209856.8582795;-38.13080360867914
1739209856.858286;-45.120503652039325
1739209856.858292;-38.13080360867914
1739209856.8582985;-45.120503652039325
1739209856.858305;-45.120503652039325
1739209856.8583114;-45.120503652039325
1739209856.8583179;-45.120503652039325
1739209856.858324;-38.13080360867914
1739209856.8583305;-38.13080360867914
1739209856.858337;-33.981070128970906
1739209856.8583434;-45.120503652039325
1739209856.8583496;-38.13080360867914
1739209856.858356;-38.13080360867914
1739209856.8583624;-45.120503652039325
1739209856.8583689;-45.120503652039325
1739209856.858375;-45.120503652039325
1739209856.8583815;-32.816014438256545
1739209856.858388;-35.57807855764607
1739209856.8583944;-45.120503652039325
1739209856.8584006;-45.120503652039325
1739209856.858407;-38.13080360867914
1739209856.8584135;-35.57807855764607
1739209856.85842;-35.57807855764607
1739209856.858426;-38.13080360867914
1739209856.8584325;-38.13080360867914
1739209856.858439;-45.120503652039325
1739209856.8584454;-45.120503652039325
1739209856.8584518;-38.13080360867914
1739209856.858458;-28.992665084841942
1739209856.8584645;-45.120503652039325
1739209856.858471;-45.120503652039325
1739209856.8584774;-45.120503652039325
1739209856.8584836;-33.981070128970906
1739209856.85849;-38.13080360867914
1739209856.8584964;-45.120503652039325
1739209856.8585029;-38.13080360867914
1739209856.858509;-38.13080360867914
1739209856.8585155;-45.120503652039325
1739209856.858522;-38.13080360867914
1739209856.8585284;-45.120503652039325
1739209856.8585346;-35.57807855764607
1739209856.858541;-38.13080360867914
1739209856.8585474;-45.120503652039325
1739209856.858554;-45.120503652039325
1739209856.85856;-28.992665084841942
1739209856.8585665;-38.13080360867914
1739209856.858573;-45.120503652039325
1739209856.8585794;-38.13080360867914
1739209856.8585858;-33.981070128970906
1739209856.858592;-45.120503652039325
1739209856.8585985;-38.13080360867914
1739209856.858605;-32.816014438256545
1739209856.8586113;-45.120503652039325
1739209856.8586175;-45.120503652039325
1739209856.858624;-45.120503652039325
1739209856.8586304;-45.120503652039325
1739209856.8586369;-38.13080360867914
1739209856.858643;-38.13080360867914
1739209856.8586495;-45.120503652039325
1739209856.858656;-45.120503652039325
1739209856.8586624;-38.13080360867914
1739209856.8586686;-38.13080360867914
1739209856.858675;-38.13080360867914
1739209856.8586814;-45.120503652039325
1739209856.8586879;-45.120503652039325
1739209856.858694;-45.120503652039325
1739209856.8587005;-38.13080360867914
1739209856.858707;-38.13080360867914
1739209856.8587134;-28.58837851428586
1739209856.8587198;-35.57807855764607
1739209856.858726;-38.13080360867914
1739209856.8587325;-32.816014438256545
1739209856.858739;-35.57807855764607
1739209856.8587453;-38.13080360867914
1739209856.8587515;-45.120503652039325
1739209856.858758;-38.13080360867914
1739209856.8587644;-38.13080360867914
1739209856.8587708;-45.120503652039325
1739209856.858777;-38.13080360867914
1739209856.8587835;-45.120503652039325
1739209856.85879;-38.13080360867914
1739209856.8587964;-30.49652367304973
1739209856.8588026;-38.13080360867914
1739209856.858809;-45.120503652039325
1739209856.8588154;-28.58837851428586
1739209856.8588219;-32.816014438256545
1739209856.858828;-45.120503652039325
1739209856.8588345;-38.13080360867914
1739209856.858841;-35.57807855764607
1739209856.8588474;-38.13080360867914
1739209856.8588538;-45.120503652039325
1739209856.85886;-38.13080360867914
1739209856.8588665;-45.120503652039325
1739209856.858873;-45.120503652039325
1739209856.8588793;-33.981070128970906
1739209856.8588855;-45.120503652039325
1739209856.858892;-38.13080360867914
1739209856.8588984;-33.981070128970906
1739209856.8589048;-38.13080360867914
1739209856.858911;-45.120503652039325
1739209856.8589175;-32.816014438256545
1739209856.858924;-29.438486411369333
1739209856.8589303;-45.120503652039325
1739209856.8589365;-45.120503652039325
1739209856.858943;-33.981070128970906
1739209856.8589494;-45.120503652039325
1739209856.8589559;-45.120503652039325
1739209856.858962;-45.120503652039325
1739209856.8589685;-32.816014438256545
1739209856.858975;-32.816014438256545
1739209856.8589814;-35.57807855764607
1739209856.8589878;-35.57807855764607
1739209856.858994;-38.13080360867914
1739209856.8590004;-38.13080360867914
1739209856.859007;-38.13080360867914
1739209856.8590133;-35.57807855764607
1739209856.8590195;-45.120503652039325
1739209856.859026;-38.13080360867914
1739209856.8590324;-38.13080360867914
1739209856.8590388;-38.13080360867914
1739209856.859045;-45.120503652039325
1739209856.8590515;-38.13080360867914
1739209856.859058;-38.13080360867914
1739209856.8590643;-38.13080360867914
1739209856.8590705;-35.57807855764607
1739209856.859077;-32.816014438256545
1739209856.8590834;-45.120503652039325
1739209856.8590899;-45.120503652039325
1739209856.859096;-38.13080360867914
1739209856.8591025;-38.13080360867914
1739209856.859109;-45.120503652039325
1739209856.8591154;-38.13080360867914
1739209856.8591216;-45.120503652039325
1739209856.859128;-45.120503652039325
1739209856.8591344;-32.816014438256545
1739209856.8591409;-38.13080360867914
1739209856.8591473;-45.120503652039325
1739209856.8591535;-45.120503652039325
1739209856.85916;-32.816014438256545
1739209856.8591664;-45.120503652039325
1739209856.8591728;-35.57807855764607
1739209856.859179;-35.57807855764607
1739209856.8591855;-45.120503652039325
1739209856.859192;-45.120503652039325
1739209856.8591983;-45.120503652039325
1739209856.8592045;-45.120503652039325
1739209856.859211;-45.120503652039325
1739209856.8592174;-45.120503652039325
1739209856.8592238;-38.13080360867914
1739209856.85923;-45.120503652039325
1739209856.8592365;-45.120503652039325
1739209856.859243;-38.13080360867914
1739209856.8592494;-38.13080360867914
1739209856.8592556;-33.981070128970906
1739209856.859262;-45.120503652039325
1739209856.8592684;-38.13080360867914
1739209856.8592749;-38.13080360867914
1739209856.8592813;-45.120503652039325
1739209856.8592875;-38.13080360867914
1739209856.859294;-35.57807855764607
1739209856.8593004;-38.13080360867914
1739209856.8593068;-45.120503652039325
1739209856.859313;-45.120503652039325
1739209856.8593194;-38.13080360867914
1739209856.859326;-38.13080360867914
1739209856.8593323;-33.981070128970906
1739209856.8593385;-38.13080360867914
1739209856.859345;-45.120503652039325
1739209856.8593514;-45.120503652039325
1739209856.8593578;-38.13080360867914
1739209856.859364;-38.13080360867914
1739209856.8593705;-45.120503652039325
1739209856.859377;-45.120503652039325
1739209856.8593833;-38.13080360867914
1739209856.8593895;-38.13080360867914
1739209856.859396;-38.13080360867914
1739209856.8594024;-45.120503652039325
1739209856.8594089;-45.120503652039325
1739209856.8594153;-38.13080360867914
1739209856.8594215;-38.13080360867914
1739209856.859428;-45.120503652039325
1739209856.8594344;-38.13080360867914
1739209856.8594408;-33.981070128970906
1739209856.859447;-45.120503652039325
1739209856.8594534;-38.13080360867914
1739209856.8594599;-38.13080360867914
1739209856.8594663;-45.120503652039325
1739209856.8594725;-45.120503652039325
1739209856.859479;-33.981070128970906
1739209856.8594854;-45.120503652039325
1739209856.8594918;-45.120503652039325
1739209856.859498;-38.13080360867914
1739209856.8595045;-45.120503652039325
1739209856.859511;-38.13080360867914
1739209856.8595173;-38.13080360867914
1739209856.8595235;-45.120503652039325
1739209856.85953;-45.120503652039325
1739209856.8595364;-45.120503652039325
1739209856.8595428;-38.13080360867914
1739209856.8595493;-38.13080360867914
1739209856.8595555;-45.120503652039325
1739209856.859562;-38.13080360867914
1739209856.8595684;-38.13080360867914
1739209856.8595748;-45.120503652039325
1739209856.859581;-45.120503652039325
1739209856.8595874;-38.13080360867914
1739209856.8595939;-38.13080360867914
1739209856.8596003;-45.120503652039325
1739209856.8596065;-35.57807855764607
1739209856.859613;-38.13080360867914
1739209856.8596194;-45.120503652039325
1739209856.8596258;-45.120503652039325
1739209856.859632;-38.13080360867914
1739209856.8596385;-45.120503652039325
1739209856.859645;-32.81601443825658
1739209856.8596513;-38.13080360867914
1739209856.8596575;-38.13080360867914
1739209856.859664;-45.120503652039325
1739209856.8596704;-45.120503652039325
1739209856.8596768;-38.13080360867914
1739209856.8596833;-38.13080360867914
1739209856.8596895;-35.57807855764607
1739209856.859696;-27.267205301931607
1739209856.8597023;-38.13080360867914
1739209856.8597088;-45.120503652039325
1739209856.859715;-38.13080360867914
1739209856.8597214;-33.981070128970906
1739209856.8597279;-38.13080360867914
1739209856.8597343;-38.13080360867914
1739209856.8597405;-38.13080360867914
1739209856.859747;-32.81601443825658
1739209856.8597534;-38.13080360867914
1739209856.8597598;-38.13080360867914
1739209856.859766;-38.13080360867914
1739209856.8597724;-35.57807855764607
1739209856.859779;-45.120503652039325
1739209856.8597853;-45.120503652039325
1739209856.8597915;-45.120503652039325
1739209856.859798;-33.981070128970906
1739209856.8598044;-32.816014438256545
1739209856.8598108;-45.120503652039325
1739209856.8598173;-45.120503652039325
1739209856.8598235;-33.981070128970906
1739209856.85983;-45.120503652039325
1739209856.8598363;-45.120503652039325
1739209856.8598428;-45.120503652039325
1739209856.859849;-45.120503652039325
1739209856.8598554;-45.120503652039325
1739209856.8598619;-38.13080360867914
1739209856.8598683;-35.57807855764607
1739209856.8598745;-38.13080360867914
1739209856.859881;-45.120503652039325
1739209856.8598874;-45.120503652039325
1739209856.8598938;-38.13080360867914
1739209856.8599;-32.816014438256545
1739209856.8599064;-38.13080360867914
1739209856.8599129;-38.13080360867914
1739209856.8599193;-38.13080360867914
1739209856.8599255;-38.13080360867914
1739209856.859932;-38.13080360867914
1739209856.8599384;-45.120503652039325
1739209856.8599448;-45.120503652039325
1739209856.8599513;-38.13080360867914
1739209856.8599575;-35.57807855764607
1739209856.859964;-38.13080360867914
1739209856.8599703;-45.120503652039325
1739209856.8599768;-33.981070128970906
1739209856.859983;-38.13080360867914
1739209856.8599894;-45.120503652039325
1739209856.8599958;-33.981070128970906
1739209856.8600023;-38.13080360867914
1739209856.8600085;-45.120503652039325
1739209856.860015;-32.816014438256545
1739209856.8600214;-35.57807855764607
1739209856.8600278;-45.120503652039325
1739209856.860034;-38.13080360867914
1739209856.8600404;-33.981070128970906
1739209856.8600469;-45.120503652039325
1739209856.8600533;-26.991370085610736
1739209856.8600595;-28.21854285175415
1739209856.860066;-45.120503652039325
1739209856.8600724;-38.13080360867914
1739209856.8600788;-38.13080360867914
1739209856.8600852;-38.13080360867914
1739209856.8600914;-38.13080360867914
1739209856.860098;-35.57807855764607
1739209856.8601043;-45.120503652039325
1739209856.8601108;-45.120503652039325
1739209856.860117;-33.981070128970906
1739209856.8601234;-45.120503652039325
1739209856.8601298;-38.13080360867914
1739209856.8601363;-45.120503652039325
1739209856.8601425;-35.57807855764607
1739209856.860149;-35.57807855764607
1739209856.8601553;-35.57807855764607
1739209856.8601618;-35.57807855764607
1739209856.860168;-45.120503652039325
1739209856.8601744;-35.57807855764607
1739209856.8601809;-33.981070128970906
1739209856.8601873;-45.120503652039325
1739209856.8601935;-45.120503652039325
1739209856.8602;-45.120503652039325
1739209856.8602064;-38.13080360867914
1739209856.8602128;-35.57807855764607
1739209856.8602192;-45.120503652039325
1739209856.8602254;-38.13080360867914
1739209856.8602319;-38.13080360867914
1739209856.8602383;-38.13080360867914
1739209856.8602448;-45.120503652039325
1739209856.860251;-38.13080360867914
1739209856.8602574;-38.13080360867914
1739209856.8602638;-45.120503652039325
1739209856.8602703;-38.13080360867914
1739209856.8602765;-38.13080360867914
1739209856.860283;-38.13080360867914
1739209856.8602893;-45.120503652039325
1739209856.8602958;-32.816014438256545
1739209856.860302;-38.13080360867914
1739209856.8603084;-45.120503652039325
1739209856.8603148;-35.57807855764607
1739209856.8603213;-38.13080360867914
1739209856.8603275;-45.120503652039325
1739209856.860334;-35.57807855764607
1739209856.8603404;-38.13080360867914
1739209856.8603468;-38.13080360867914
1739209856.8603532;-35.57807855764607
1739209856.8603594;-38.13080360867914
1739209856.8603659;-45.120503652039325
1739209856.8603723;-45.120503652039325
1739209856.8603787;-45.120503652039325
1739209856.860385;-45.120503652039325
1739209856.8603914;-45.120503652039325
1739209856.8603978;-38.13080360867914
1739209856.8604043;-38.13080360867914
1739209856.8604105;-38.13080360867914
1739209856.860417;-38.13080360867914
1739209856.8604233;-38.13080360867914
1739209856.8604298;-35.57807855764607
1739209856.860436;-45.120503652039325
1739209856.8604424;-38.13080360867914
1739209856.8604488;-45.120503652039325
1739209856.8604553;-45.120503652039325
1739209856.8604615;-45.120503652039325
1739209856.860468;-45.120503652039325
1739209856.8604743;-38.13080360867914
1739209856.8604808;-45.120503652039325
1739209856.8604872;-33.981070128970906
1739209856.8604934;-45.120503652039325
1739209856.8604999;-38.13080360867914
1739209856.8605063;-38.13080360867914
1739209856.8605127;-38.13080360867914
1739209856.860519;-45.120503652039325
1739209856.8605254;-38.13080360867914
1739209856.8605318;-38.13080360867914
1739209856.8605382;-45.120503652039325
1739209856.8605444;-45.120503652039325
1739209856.8605509;-38.13080360867914
1739209856.8605573;-45.120503652039325
1739209856.8605638;-45.120503652039325
1739209856.86057;-45.120503652039325
1739209856.8605764;-33.981070128970906
1739209856.8605828;-38.13080360867914
1739209856.8605893;-45.120503652039325
1739209856.8605955;-35.57807855764607
1739209856.860602;-45.120503652039325
1739209856.8606083;-45.120503652039325
1739209856.8606148;-38.13080360867914
1739209856.860621;-45.120503652039325
1739209856.8606274;-38.13080360867914
1739209856.8606339;-38.13080360867914
1739209856.8606403;-45.120503652039325
1739209856.8606467;-45.120503652039325
1739209856.860653;-45.120503652039325
1739209856.8606594;-38.13080360867914
1739209856.8606658;-38.13080360867914
1739209856.8606722;-38.13080360867914
1739209856.8606784;-33.981070128970906
1739209856.8606849;-33.981070128970906
1739209856.8606913;-45.120503652039325
1739209856.8606977;-45.120503652039325
1739209856.860704;-33.981070128970906
1739209856.8607104;-45.120503652039325
1739209856.8607168;-45.120503652039325
1739209856.8607233;-45.120503652039325
1739209856.8607295;-38.13080360867914
1739209856.860736;-45.120503652039325
1739209856.8607423;-45.120503652039325
1739209856.8607488;-38.13080360867914
1739209856.860755;-38.13080360867914
1739209856.8607614;-45.120503652039325
1739209856.8607678;-45.120503652039325
1739209856.8607743;-45.120503652039325
1739209856.8607807;-38.13080360867914
1739209856.860787;-38.13080360867914
1739209856.8607934;-38.13080360867914
1739209856.8607998;-45.120503652039325
1739209856.8608062;-33.981070128970906
1739209856.8608124;-35.57807855764607
1739209856.8608189;-45.120503652039325
1739209856.8608253;-45.120503652039325
1739209856.8608317;-28.992665084841942
1739209856.860838;-35.57807855764607
1739209856.8608444;-45.120503652039325
1739209856.8608508;-38.13080360867914
1739209856.8608572;-38.13080360867914
1739209856.8608634;-35.57807855764607
1739209856.86087;-38.13080360867914
1739209856.8608763;-38.13080360867914
1739209856.8608828;-35.57807855764607
1739209856.860889;-45.120503652039325
1739209856.8608954;-45.120503652039325
1739209856.8609018;-38.13080360867914
1739209856.8609083;-38.13080360867914
1739209856.8609147;-45.120503652039325
1739209856.860921;-35.57807855764607
1739209856.8609273;-35.57807855764607
1739209856.8609338;-25.62660358559016
1739209856.8609402;-32.816014438256545
1739209856.8609464;-38.13080360867914
1739209856.8609529;-38.13080360867914
1739209856.8609593;-33.981070128970906
1739209856.8609657;-45.120503652039325
1739209856.860972;-45.120503652039325
1739209856.8609784;-45.120503652039325
1739209856.8609848;-38.13080360867914
1739209856.8609912;-38.13080360867914
1739209856.8609974;-38.13080360867914
1739209856.8610039;-45.120503652039325
1739209856.8610103;-45.120503652039325
1739209856.8610168;-45.120503652039325
1739209856.861023;-45.120503652039325
1739209856.8610294;-45.120503652039325
1739209856.8610358;-32.816014438256545
1739209856.8610423;-38.13080360867914
1739209856.8610487;-38.13080360867914
1739209856.861055;-38.13080360867914
1739209856.8610613;-33.981070128970906
1739209856.8610678;-38.13080360867914
1739209856.8610742;-38.13080360867914
1739209856.8610804;-38.13080360867914
1739209856.8610868;-45.120503652039325
1739209856.8610933;-38.13080360867914
1739209856.8610997;-45.120503652039325
1739209856.861106;-45.120503652039325
1739209856.8611124;-35.57807855764607
1739209856.8611188;-35.57807855764607
1739209856.8611252;-45.120503652039325
1739209856.8611314;-45.120503652039325
1739209856.8611379;-38.13080360867914
1739209856.8611443;-45.120503652039325
1739209856.8611507;-45.120503652039325
1739209856.861157;-45.120503652039325
1739209856.8611634;-45.120503652039325
1739209856.8611698;-45.120503652039325
1739209856.8611763;-38.13080360867914
1739209856.8611827;-45.120503652039325
1739209856.861189;-26.991370085610736
1739209856.8611953;-29.438486411369333
1739209856.8612018;-45.120503652039325
1739209856.8612082;-38.13080360867914
1739209856.8612144;-35.57807855764607
1739209856.8612208;-38.13080360867914
1739209856.8612273;-45.120503652039325
1739209856.8612337;-38.13080360867914
1739209856.86124;-38.13080360867914
1739209856.8612463;-45.120503652039325
1739209856.8612528;-38.13080360867914
1739209856.8612592;-45.120503652039325
1739209856.8612654;-38.13080360867914
1739209856.8612719;-33.981070128970906
1739209856.8612783;-38.13080360867914
1739209856.8612847;-45.120503652039325
1739209856.861291;-29.438486411369333
1739209856.8612974;-29.438486411369333
1739209856.8613038;-45.120503652039325
1739209856.8613102;-45.120503652039325
1739209856.8613167;-35.57807855764607
1739209856.8613229;-38.13080360867914
1739209856.8613293;-45.120503652039325
1739209856.8613358;-35.57807855764607
1739209856.8613422;-45.120503652039325
1739209856.8613484;-45.120503652039325
1739209856.8613548;-38.13080360867914
1739209856.8613613;-45.120503652039325
1739209856.8613677;-45.120503652039325
1739209856.861374;-45.120503652039325
1739209856.8613803;-45.120503652039325
1739209856.8613868;-38.13080360867914
1739209856.8613932;-38.13080360867914
1739209856.8613994;-45.120503652039325
1739209856.8614058;-38.13080360867914
1739209856.8614123;-38.13080360867914
1739209856.8614187;-45.120503652039325
1739209856.861425;-45.120503652039325
1739209856.8614314;-33.981070128970906
1739209856.8614378;-38.13080360867914
1739209856.8614442;-45.120503652039325
1739209856.8614507;-35.57807855764607
1739209856.8614569;-45.120503652039325
1739209856.8614633;-38.13080360867914
1739209856.8614697;-35.57807855764607
1739209856.8614762;-38.13080360867914
1739209856.8614824;-38.13080360867914
1739209856.8614888;-33.981070128970906
1739209856.8614953;-38.13080360867914
1739209856.8615017;-45.120503652039325
1739209856.861508;-38.13080360867914
1739209856.8615143;-45.120503652039325
1739209856.8615208;-45.120503652039325
1739209856.8615272;-38.13080360867914
1739209856.8615334;-38.13080360867914
1739209856.8615398;-45.120503652039325
1739209856.8615463;-38.13080360867914
1739209856.8615527;-29.438486411369333
1739209856.861559;-45.120503652039325
1739209856.8615654;-45.120503652039325
