CAN Message; 0x39:03ae11234ab2e934
Timestamp;Amplitude
1739209724.561593;-38.13080360867914
1739209724.5615964;-38.13080360867914
1739209724.5615997;-45.120503652039325
1739209724.5616028;-45.120503652039325
1739209724.5616062;-32.816014438256545
1739209724.5616095;-29.438486411369333
1739209724.5616128;-45.120503652039325
1739209724.5616162;-45.120503652039325
1739209724.5616195;-45.120503652039325
1739209724.5616229;-45.120503652039325
1739209724.5616262;-45.120503652039325
1739209724.5616293;-45.120503652039325
1739209724.5616326;-45.120503652039325
1739209724.561636;-38.13080360867914
1739209724.5616393;-45.120503652039325
1739209724.5616426;-45.120503652039325
1739209724.561646;-45.120503652039325
1739209724.5616493;-45.120503652039325
1739209724.5616527;-38.13080360867914
1739209724.5616558;-38.13080360867914
1739209724.561659;-32.816014438256545
1739209724.5616624;-29.438486411369333
1739209724.5616658;-38.13080360867914
1739209724.561669;-38.13080360867914
1739209724.5616724;-35.57807855764607
1739209724.5616758;-35.57807855764607
1739209724.561679;-45.120503652039325
1739209724.5616822;-45.120503652039325
1739209724.5616856;-35.57807855764607
1739209724.561689;-30.49652367304973
1739209724.5616922;-38.13080360867914
1739209724.5616956;-45.120503652039325
1739209724.561699;-45.120503652039325
1739209724.5617023;-45.120503652039325
1739209724.5617054;-45.120503652039325
1739209724.5617087;-45.120503652039325
1739209724.561712;-45.120503652039325
1739209724.5617154;-45.120503652039325
1739209724.5617187;-45.120503652039325
1739209724.561722;-45.120503652039325
1739209724.5617254;-45.120503652039325
1739209724.5617287;-45.120503652039325
1739209724.5617318;-38.13080360867914
1739209724.5617352;-45.120503652039325
1739209724.5617385;-38.13080360867914
1739209724.5617418;-28.58837851428586
1739209724.5617452;-45.120503652039325
1739209724.5617485;-35.57807855764607
1739209724.5617518;-38.13080360867914
1739209724.5617552;-35.57807855764607
1739209724.5617583;-38.13080360867914
1739209724.5617616;-38.13080360867914
1739209724.561765;-45.120503652039325
1739209724.5617683;-33.981070128970956
1739209724.5617716;-45.120503652039325
1739209724.561775;-45.120503652039325
1739209724.5617783;-45.120503652039325
1739209724.5617814;-45.120503652039325
1739209724.5617847;-38.13080360867914
1739209724.561788;-35.57807855764607
1739209724.5617914;-45.120503652039325
1739209724.5617948;-33.981070128970906
1739209724.561798;-38.13080360867914
1739209724.5618014;-45.120503652039325
1739209724.5618048;-38.13080360867914
1739209724.5618079;-38.13080360867914
1739209724.5618112;-38.13080360867914
1739209724.5618145;-38.13080360867914
1739209724.561818;-45.120503652039325
1739209724.5618212;-45.120503652039325
1739209724.5618246;-33.981070128970906
1739209724.561828;-45.120503652039325
1739209724.5618312;-45.120503652039325
1739209724.5618343;-38.13080360867914
1739209724.5618377;-38.13080360867914
1739209724.561841;-45.120503652039325
1739209724.5618443;-38.13080360867914
1739209724.5618477;-38.13080360867914
1739209724.561851;-45.120503652039325
1739209724.5618544;-45.120503652039325
1739209724.5618575;-38.13080360867914
1739209724.5618608;-38.13080360867914
1739209724.5618641;-45.120503652039325
1739209724.5618675;-45.120503652039325
1739209724.5618708;-38.13080360867914
1739209724.5618742;-32.816014438256545
1739209724.5618775;-38.13080360867914
1739209724.5618808;-45.120503652039325
1739209724.561884;-38.13080360867914
1739209724.5618873;-38.13080360867914
1739209724.5618906;-38.13080360867914
1739209724.561894;-45.120503652039325
1739209724.5618973;-38.13080360867914
1739209724.5619006;-35.57807855764607
1739209724.561904;-45.120503652039325
1739209724.5619073;-45.120503652039325
1739209724.5619104;-35.57807855764607
1739209724.5619137;-38.13080360867914
1739209724.561917;-45.120503652039325
1739209724.5619204;-35.57807855764607
1739209724.5619237;-38.13080360867914
1739209724.561927;-33.981070128970906
1739209724.5619304;-38.13080360867914
1739209724.5619335;-45.120503652039325
1739209724.5619369;-45.120503652039325
1739209724.5619402;-38.13080360867914
1739209724.5619435;-32.816014438256545
1739209724.5619469;-45.120503652039325
1739209724.5619502;-38.13080360867914
1739209724.5619535;-38.13080360867914
1739209724.561957;-45.120503652039325
1739209724.56196;-38.13080360867914
1739209724.5619633;-45.120503652039325
1739209724.5619667;-45.120503652039325
1739209724.56197;-45.120503652039325
1739209724.5619733;-38.13080360867914
1739209724.5619767;-45.120503652039325
1739209724.56198;-45.120503652039325
1739209724.5619833;-38.13080360867914
1739209724.5619864;-45.120503652039325
1739209724.5619898;-38.13080360867914
1739209724.5619931;-38.13080360867914
1739209724.5619965;-38.13080360867914
1739209724.5619998;-38.13080360867914
1739209724.5620031;-38.13080360867914
1739209724.5620065;-45.120503652039325
1739209724.5620098;-33.981070128970906
1739209724.562013;-35.57807855764607
1739209724.5620162;-38.13080360867914
1739209724.5620196;-45.120503652039325
1739209724.562023;-38.13080360867914
1739209724.5620263;-45.120503652039325
1739209724.5620296;-45.120503652039325
1739209724.562033;-45.120503652039325
1739209724.562036;-45.120503652039325
1739209724.5620394;-45.120503652039325
1739209724.5620427;-45.120503652039325
1739209724.562046;-45.120503652039325
1739209724.5620494;-38.13080360867914
1739209724.5620527;-38.13080360867914
1739209724.562056;-38.13080360867914
1739209724.5620594;-45.120503652039325
1739209724.5620625;-31.141103565318915
1739209724.5620658;-35.57807855764607
1739209724.5620692;-38.13080360867914
1739209724.5620725;-45.120503652039325
1739209724.5620759;-35.57807855764607
1739209724.5620792;-38.13080360867914
1739209724.5620825;-38.13080360867914
1739209724.5620859;-45.120503652039325
1739209724.562089;-45.120503652039325
1739209724.5620923;-45.120503652039325
1739209724.5620956;-45.120503652039325
1739209724.562099;-45.120503652039325
1739209724.5621023;-45.120503652039325
1739209724.5621057;-38.13080360867914
1739209724.562109;-38.13080360867914
1739209724.562112;-45.120503652039325
1739209724.5621154;-35.57807855764607
1739209724.5621188;-38.13080360867914
1739209724.562122;-45.120503652039325
1739209724.5621254;-38.13080360867914
1739209724.5621288;-32.816014438256545
1739209724.5621321;-38.13080360867914
1739209724.5621355;-45.120503652039325
1739209724.5621386;-45.120503652039325
1739209724.562142;-33.981070128970906
1739209724.5621452;-32.816014438256545
1739209724.5621486;-45.120503652039325
1739209724.562152;-45.120503652039325
1739209724.5621552;-45.120503652039325
1739209724.5621586;-45.120503652039325
1739209724.562162;-45.120503652039325
1739209724.562165;-45.120503652039325
1739209724.5621684;-45.120503652039325
1739209724.5621717;-45.120503652039325
1739209724.562175;-45.120503652039325
1739209724.5621784;-45.120503652039325
1739209724.5621817;-33.981070128970906
1739209724.562185;-35.57807855764607
1739209724.5621881;-45.120503652039325
1739209724.5621915;-45.120503652039325
1739209724.5621948;-30.49652367304973
1739209724.5621982;-29.438486411369333
1739209724.5622015;-45.120503652039325
1739209724.5622048;-38.13080360867914
1739209724.5622082;-45.120503652039325
1739209724.5622115;-32.816014438256545
1739209724.5622146;-45.120503652039325
1739209724.562218;-45.120503652039325
1739209724.5622213;-45.120503652039325
1739209724.5622246;-45.120503652039325
1739209724.562228;-45.120503652039325
1739209724.5622313;-38.13080360867914
1739209724.5622346;-45.120503652039325
1739209724.562238;-38.13080360867914
1739209724.562241;-38.13080360867914
1739209724.5622444;-45.120503652039325
1739209724.5622478;-35.57807855764607
1739209724.562251;-29.438486411369333
1739209724.5622544;-45.120503652039325
1739209724.5622578;-33.981070128970906
1739209724.562261;-38.13080360867914
1739209724.5622644;-45.120503652039325
1739209724.5622675;-35.57807855764607
1739209724.5622709;-35.57807855764607
1739209724.5622742;-45.120503652039325
1739209724.5622776;-45.120503652039325
1739209724.562281;-45.120503652039325
1739209724.5622842;-38.13080360867914
1739209724.5622876;-38.13080360867914
1739209724.5622907;-45.120503652039325
1739209724.562294;-35.57807855764607
1739209724.5622973;-38.13080360867914
1739209724.5623007;-45.120503652039325
1739209724.562304;-38.13080360867914
1739209724.5623074;-38.13080360867914
1739209724.5623107;-38.13080360867914
1739209724.562314;-38.13080360867914
1739209724.5623171;-38.13080360867914
1739209724.5623205;-38.13080360867914
1739209724.5623238;-45.120503652039325
1739209724.5623271;-38.13080360867914
1739209724.5623305;-32.816014438256545
1739209724.5623338;-38.13080360867914
1739209724.5623372;-38.13080360867914
1739209724.5623405;-38.13080360867914
1739209724.5623436;-35.57807855764607
1739209724.562347;-45.120503652039325
1739209724.5623503;-38.13080360867914
1739209724.5623536;-45.120503652039325
1739209724.562357;-33.981070128970956
1739209724.5623603;-38.13080360867914
1739209724.5623636;-38.13080360867914
1739209724.5623667;-45.120503652039325
1739209724.56237;-45.120503652039325
1739209724.5623734;-38.13080360867914
1739209724.5623767;-35.57807855764607
1739209724.56238;-38.13080360867914
1739209724.5623834;-28.58837851428586
1739209724.5623868;-38.13080360867914
1739209724.56239;-45.120503652039325
1739209724.5623932;-35.57807855764607
1739209724.5623965;-38.13080360867914
1739209724.5623999;-38.13080360867914
1739209724.5624032;-45.120503652039325
1739209724.5624065;-38.13080360867914
1739209724.5624099;-45.120503652039325
1739209724.5624132;-38.13080360867914
1739209724.5624166;-38.13080360867914
1739209724.5624197;-45.120503652039325
1739209724.562423;-33.981070128970906
1739209724.5624263;-38.13080360867914
1739209724.5624297;-45.120503652039325
1739209724.562433;-45.120503652039325
1739209724.5624363;-38.13080360867914
1739209724.5624397;-38.13080360867914
1739209724.5624428;-38.13080360867914
1739209724.562446;-45.120503652039325
1739209724.5624495;-45.120503652039325
1739209724.5624528;-45.120503652039325
1739209724.5624561;-45.120503652039325
1739209724.5624595;-38.13080360867914
1739209724.5624628;-31.141103565318915
1739209724.5624661;-33.981070128970906
1739209724.5624692;-45.120503652039325
1739209724.5624726;-38.13080360867914
1739209724.562476;-32.816014438256545
1739209724.5624793;-38.13080360867914
1739209724.5624826;-45.120503652039325
1739209724.562486;-38.13080360867914
1739209724.5624893;-38.13080360867914
1739209724.5624926;-45.120503652039325
1739209724.5624957;-45.120503652039325
1739209724.562499;-45.120503652039325
1739209724.5625024;-38.13080360867914
1739209724.5625057;-33.981070128970906
1739209724.562509;-45.120503652039325
1739209724.5625124;-38.13080360867914
1739209724.5625157;-35.57807855764607
1739209724.562519;-38.13080360867914
1739209724.5625222;-45.120503652039325
1739209724.5625255;-45.120503652039325
1739209724.5625288;-45.120503652039325
1739209724.5625322;-45.120503652039325
1739209724.5625355;-45.120503652039325
1739209724.5625389;-38.13080360867914
1739209724.5625422;-35.57807855764607
1739209724.5625453;-38.13080360867914
1739209724.5625486;-45.120503652039325
1739209724.562552;-38.13080360867914
1739209724.5625553;-33.981070128970906
1739209724.5625587;-35.57807855764607
1739209724.562562;-38.13080360867914
1739209724.5625653;-38.13080360867914
1739209724.5625687;-38.13080360867914
1739209724.5625718;-30.49652367304973
1739209724.562575;-32.816014438256545
1739209724.5625784;-38.13080360867914
1739209724.5625818;-35.57807855764607
1739209724.562585;-38.13080360867914
1739209724.5625885;-38.13080360867914
1739209724.5625918;-38.13080360867914
1739209724.5625951;-38.13080360867914
1739209724.5625982;-38.13080360867914
1739209724.5626016;-38.13080360867914
