CAN Message; 0x150:0000109ce676c48e
1739209802.631196;-32.816014438256545
1739209802.6312015;-45.120503652039325
1739209802.6312068;-45.120503652039325
1739209802.631212;-38.13080360867914
1739209802.6312175;-35.57807855764607
1739209802.6312227;-45.120503652039325
1739209802.6312282;-38.13080360867914
1739209802.6312335;-38.13080360867914
1739209802.6312387;-45.120503652039325
1739209802.6312442;-38.13080360867914
1739209802.6312494;-38.13080360867914
1739209802.6312547;-45.120503652039325
1739209802.6312602;-45.120503652039325
1739209802.6312654;-45.120503652039325
1739209802.6312706;-45.120503652039325
1739209802.6312761;-45.120503652039325
1739209802.6312814;-45.120503652039325
1739209802.6312866;-45.120503652039325
1739209802.631292;-35.57807855764607
1739209802.6312973;-38.13080360867914
1739209802.6313028;-45.120503652039325
1739209802.631308;-38.13080360867914
1739209802.6313133;-32.816014438256545
1739209802.6313188;-38.13080360867914
1739209802.631324;-45.120503652039325
1739209802.6313293;-38.13080360867914
1739209802.6313348;-32.816014438256545
1739209802.63134;-38.13080360867914
1739209802.6313453;-45.120503652039325
1739209802.6313508;-38.13080360867914
1739209802.631356;-45.120503652039325
1739209802.6313615;-35.57807855764607
1739209802.6313667;-45.120503652039325
1739209802.631372;-38.13080360867914
1739209802.6313775;-38.13080360867914
1739209802.6313827;-38.13080360867914
1739209802.631388;-38.13080360867914
1739209802.6313934;-38.13080360867914
1739209802.6313987;-32.816014438256545
1739209802.631404;-45.120503652039325
1739209802.6314094;-33.981070128970906
1739209802.6314147;-38.13080360867914
1739209802.63142;-38.13080360867914
1739209802.6314254;-38.13080360867914
1739209802.6314306;-45.120503652039325
1739209802.631436;-35.57807855764607
1739209802.6314414;-38.13080360867914
1739209802.6314466;-38.13080360867914
1739209802.631452;-45.120503652039325
1739209802.6314573;-45.120503652039325
1739209802.6314626;-45.120503652039325
1739209802.631468;-38.13080360867914
1739209802.6314733;-35.57807855764607
1739209802.6314785;-45.120503652039325
1739209802.631484;-45.120503652039325
1739209802.6314893;-33.981070128970906
1739209802.6314948;-35.57807855764607
1739209802.6315;-38.13080360867914
1739209802.6315053;-45.120503652039325
1739209802.6315107;-38.13080360867914
1739209802.631516;-38.13080360867914
1739209802.6315212;-38.13080360867914
1739209802.6315267;-35.57807855764607
1739209802.631532;-38.13080360867914
1739209802.6315372;-35.57807855764607
1739209802.6315427;-45.120503652039325
1739209802.631548;-38.13080360867914
1739209802.6315532;-33.981070128970906
1739209802.6315587;-38.13080360867914
1739209802.631564;-38.13080360867914
1739209802.6315694;-38.13080360867914
1739209802.6315746;-35.57807855764607
1739209802.6315799;-38.13080360867914
1739209802.6315854;-38.13080360867914
1739209802.6315906;-38.13080360867914
1739209802.6315958;-30.49652367304973
1739209802.6316013;-45.120503652039325
1739209802.6316066;-45.120503652039325
1739209802.6316118;-33.981070128970906
1739209802.6316173;-38.13080360867914
1739209802.6316226;-38.13080360867914
1739209802.631628;-45.120503652039325
1739209802.6316333;-38.13080360867914
1739209802.6316385;-31.141103565318915
1739209802.631644;-45.120503652039325
1739209802.6316493;-38.13080360867914
1739209802.6316545;-45.120503652039325
1739209802.63166;-33.981070128970906
1739209802.6316652;-38.13080360867914
1739209802.6316705;-45.120503652039325
1739209802.631676;-38.13080360867914
1739209802.6316812;-38.13080360867914
1739209802.6316864;-45.120503652039325
1739209802.631692;-38.13080360867914
1739209802.6316972;-35.57807855764607
1739209802.6317027;-38.13080360867914
1739209802.631708;-45.120503652039325
1739209802.6317132;-38.13080360867914
1739209802.6317186;-38.13080360867914
1739209802.6317239;-38.13080360867914
1739209802.6317291;-45.120503652039325
1739209802.6317346;-45.120503652039325
1739209802.6317399;-38.13080360867914
1739209802.631745;-35.57807855764607
1739209802.6317506;-45.120503652039325
1739209802.6317558;-38.13080360867914
1739209802.631761;-35.57807855764607
1739209802.6317666;-30.49652367304973
1739209802.6317718;-45.120503652039325
1739209802.6317773;-38.13080360867914
1739209802.6317825;-32.816014438256545
1739209802.6317878;-33.981070128970906
1739209802.6317933;-45.120503652039325
1739209802.6317985;-33.981070128970906
1739209802.6318038;-45.120503652039325
1739209802.6318092;-28.992665084841942
1739209802.6318145;-38.13080360867914
1739209802.6318197;-38.13080360867914
1739209802.6318252;-35.57807855764607
1739209802.6318305;-33.981070128970906
1739209802.631836;-45.120503652039325
1739209802.6318412;-45.120503652039325
1739209802.6318464;-35.57807855764607
1739209802.631852;-31.14110356531892
1739209802.6318572;-45.120503652039325
1739209802.6318624;-38.13080360867914
1739209802.631868;-45.120503652039325
1739209802.6318731;-38.13080360867914
1739209802.6318784;-45.120503652039325
1739209802.6318839;-45.120503652039325
1739209802.631889;-45.120503652039325
1739209802.6318944;-28.992665084841942
1739209802.6318998;-33.981070128970906
1739209802.631905;-38.13080360867914
1739209802.6319106;-35.57807855764607
1739209802.6319158;-38.13080360867914
1739209802.631921;-45.120503652039325
1739209802.6319265;-38.13080360867914
1739209802.6319318;-38.13080360867914
1739209802.631937;-45.120503652039325
1739209802.6319425;-38.13080360867914
1739209802.6319478;-32.816014438256545
1739209802.631953;-38.13080360867914
1739209802.6319585;-45.120503652039325
1739209802.6319637;-38.13080360867914
1739209802.631969;-45.120503652039325
1739209802.6319745;-45.120503652039325
1739209802.6319797;-38.13080360867914
1739209802.6319852;-35.57807855764607
1739209802.6319904;-38.13080360867914
1739209802.6319957;-45.120503652039325
1739209802.6320012;-45.120503652039325
1739209802.6320064;-38.13080360867914
1739209802.6320117;-38.13080360867914
1739209802.6320171;-45.120503652039325
1739209802.6320224;-33.981070128970906
1739209802.6320276;-33.981070128970906
1739209802.632033;-38.13080360867914
1739209802.6320384;-35.57807855764607
1739209802.6320438;-35.57807855764607
1739209802.632049;-38.13080360867914
1739209802.6320543;-45.120503652039325
1739209802.6320598;-35.57807855764607
1739209802.632065;-38.13080360867914
1739209802.6320703;-45.120503652039325
1739209802.6320758;-35.57807855764607
1739209802.632081;-32.816014438256545
1739209802.6320863;-38.13080360867914
1739209802.6320918;-38.13080360867914
1739209802.632097;-38.13080360867914
1739209802.6321023;-32.816014438256545
1739209802.6321077;-38.13080360867914
1739209802.632113;-45.120503652039325
1739209802.6321185;-38.13080360867914
1739209802.6321237;-32.816014438256545
1739209802.632129;-33.981070128970906
1739209802.6321344;-45.120503652039325
1739209802.6321397;-38.13080360867914
1739209802.632145;-35.57807855764607
1739209802.6321504;-45.120503652039325
1739209802.6321557;-45.120503652039325
1739209802.632161;-38.13080360867914
1739209802.6321664;-38.13080360867914
1739209802.6321716;-33.981070128970906
1739209802.632177;-38.13080360867914
1739209802.6321824;-38.13080360867914
1739209802.6321876;-35.57807855764607
1739209802.632193;-38.13080360867914
1739209802.6321983;-38.13080360867914
1739209802.6322036;-38.13080360867914
1739209802.632209;-38.13080360867914
1739209802.6322143;-45.120503652039325
1739209802.6322196;-45.120503652039325
1739209802.632225;-38.13080360867914
1739209802.6322303;-45.120503652039325
1739209802.6322355;-38.13080360867914
1739209802.632241;-38.13080360867914
1739209802.6322463;-38.13080360867914
1739209802.6322517;-35.57807855764607
1739209802.632257;-45.120503652039325
1739209802.6322622;-38.13080360867914
1739209802.6322677;-45.120503652039325
1739209802.632273;-38.13080360867914
1739209802.6322782;-38.13080360867914
1739209802.6322837;-33.981070128970906
1739209802.632289;-38.13080360867914
1739209802.6322942;-38.13080360867914
1739209802.6322997;-45.120503652039325
1739209802.632305;-38.13080360867914
1739209802.6323104;-38.13080360867914
1739209802.6323156;-45.120503652039325
1739209802.632321;-35.57807855764607
1739209802.6323264;-38.13080360867914
1739209802.6323316;-45.120503652039325
1739209802.6323369;-45.120503652039325
1739209802.6323423;-45.120503652039325
1739209802.6323476;-45.120503652039325
1739209802.6323528;-45.120503652039325
1739209802.6323583;-45.120503652039325
1739209802.6323636;-38.13080360867914
1739209802.6323688;-45.120503652039325
1739209802.6323743;-45.120503652039325
1739209802.6323795;-45.120503652039325
1739209802.632385;-38.13080360867914
1739209802.6323903;-32.816014438256545
1739209802.6323955;-38.13080360867914
1739209802.632401;-45.120503652039325
1739209802.6324062;-45.120503652039325
1739209802.6324115;-28.992665084841942
1739209802.632417;-31.141103565318915
1739209802.6324222;-45.120503652039325
1739209802.6324275;-45.120503652039325
1739209802.632433;-38.13080360867914
1739209802.6324382;-38.13080360867914
1739209802.6324434;-45.120503652039325
1739209802.632449;-38.13080360867914
1739209802.6324542;-38.13080360867914
1739209802.6324596;-35.57807855764607
1739209802.632465;-35.57807855764607
1739209802.6324701;-38.13080360867914
1739209802.6324756;-45.120503652039325
1739209802.6324809;-38.13080360867914
1739209802.632486;-35.57807855764607
1739209802.6324916;-45.120503652039325
1739209802.6324968;-45.120503652039325
1739209802.632502;-38.13080360867914
1739209802.6325076;-35.57807855764607
1739209802.6325128;-38.13080360867914
1739209802.6325183;-45.120503652039325
1739209802.6325235;-45.120503652039325
1739209802.6325288;-45.120503652039325
1739209802.6325343;-45.120503652039325
1739209802.6325395;-33.981070128970906
1739209802.6325448;-33.981070128970906
1739209802.6325502;-38.13080360867914
1739209802.6325555;-38.13080360867914
1739209802.6325607;-38.13080360867914
1739209802.6325662;-35.57807855764607
1739209802.6325715;-32.816014438256545
1739209802.6325767;-38.13080360867914
1739209802.6325822;-45.120503652039325
1739209802.6325874;-32.816014438256545
1739209802.632593;-38.13080360867914
1739209802.6325982;-45.120503652039325
1739209802.6326034;-45.120503652039325
1739209802.632609;-45.120503652039325
1739209802.6326141;-33.981070128970906
1739209802.6326194;-45.120503652039325
1739209802.6326249;-38.13080360867914
1739209802.63263;-31.141103565318915
1739209802.6326354;-38.13080360867914
1739209802.6326408;-38.13080360867914
1739209802.632646;-45.120503652039325
1739209802.6326513;-38.13080360867914
1739209802.6326568;-45.120503652039325
1739209802.632662;-38.13080360867914
1739209802.6326675;-38.13080360867914
1739209802.6326728;-38.13080360867914
1739209802.632678;-45.120503652039325
1739209802.6326835;-38.13080360867914
1739209802.6326888;-38.13080360867914
1739209802.632694;-38.13080360867914
1739209802.6326995;-45.120503652039325
1739209802.6327047;-38.13080360867914
1739209802.63271;-45.120503652039325
1739209802.6327155;-33.981070128970906
1739209802.6327207;-45.120503652039325
1739209802.6327262;-38.13080360867914
1739209802.6327314;-35.57807855764607
1739209802.6327367;-45.120503652039325
1739209802.6327422;-45.120503652039325
1739209802.6327474;-38.13080360867914
1739209802.6327527;-38.13080360867914
1739209802.6327581;-33.981070128970906
1739209802.6327634;-45.120503652039325
1739209802.6327686;-38.13080360867914
1739209802.632774;-45.120503652039325
1739209802.6327794;-45.120503652039325
1739209802.6327846;-35.57807855764607
1739209802.63279;-38.13080360867914
1739209802.6327953;-35.57807855764607
1739209802.6328008;-38.13080360867914
1739209802.632806;-45.120503652039325
1739209802.6328113;-45.120503652039325
1739209802.6328168;-38.13080360867914
1739209802.632822;-45.120503652039325
1739209802.6328273;-38.13080360867914
1739209802.6328328;-38.13080360867914
1739209802.632838;-45.120503652039325
1739209802.6328433;-45.120503652039325
1739209802.6328487;-38.13080360867914
1739209802.632854;-38.13080360867914
1739209802.6328595;-45.120503652039325
1739209802.6328647;-33.981070128970906
1739209802.63287;-35.57807855764607
1739209802.6328754;-38.13080360867914
1739209802.6328807;-45.120503652039325
1739209802.632886;-35.57807855764607
1739209802.6328914;-29.438486411369333
1739209802.6328967;-45.120503652039325
1739209802.632902;-45.120503652039325
1739209802.6329074;-45.120503652039325
1739209802.6329126;-45.120503652039325
1739209802.632918;-45.120503652039325
1739209802.6329234;-45.120503652039325
1739209802.6329286;-45.120503652039325
1739209802.632934;-45.120503652039325
1739209802.6329393;-38.13080360867914
1739209802.6329446;-45.120503652039325
1739209802.63295;-45.120503652039325
1739209802.6329553;-45.120503652039325
1739209802.6329606;-38.13080360867914
1739209802.632966;-45.120503652039325
1739209802.6329713;-45.120503652039325
1739209802.6329765;-45.120503652039325
1739209802.632982;-45.120503652039325
1739209802.6329873;-45.120503652039325
1739209802.6329927;-33.981070128970906
1739209802.632998;-35.57807855764607
1739209802.6330032;-35.57807855764607
1739209802.6330087;-45.120503652039325
1739209802.633014;-32.816014438256545
1739209802.6330192;-29.438486411369333
1739209802.6330247;-45.120503652039325
1739209802.63303;-45.120503652039325
1739209802.6330352;-45.120503652039325
1739209802.6330407;-45.120503652039325
1739209802.633046;-38.13080360867914
1739209802.6330512;-38.13080360867914
1739209802.6330566;-45.120503652039325
1739209802.633062;-35.57807855764607
1739209802.6330674;-38.13080360867914
1739209802.6330726;-45.120503652039325
1739209802.6330779;-45.120503652039325
1739209802.6330833;-45.120503652039325
1739209802.6330886;-38.13080360867914
1739209802.6330938;-45.120503652039325
1739209802.6330993;-35.57807855764607
1739209802.6331046;-29.438486411369333
1739209802.6331098;-38.13080360867914
1739209802.6331153;-45.120503652039325
1739209802.6331205;-38.13080360867914
1739209802.6331258;-38.13080360867914
1739209802.6331313;-45.120503652039325
1739209802.6331365;-38.13080360867914
1739209802.633142;-45.120503652039325
1739209802.6331472;-45.120503652039325
1739209802.6331525;-45.120503652039325
1739209802.633158;-38.13080360867914
1739209802.6331632;-38.13080360867914
1739209802.6331685;-38.13080360867914
1739209802.633174;-45.120503652039325
1739209802.6331792;-45.120503652039325
1739209802.6331844;-38.13080360867914
1739209802.63319;-35.57807855764607
1739209802.6331952;-38.13080360867914
1739209802.6332006;-45.120503652039325
1739209802.633206;-45.120503652039325
1739209802.6332111;-38.13080360867914
1739209802.6332166;-33.981070128970906
1739209802.6332219;-45.120503652039325
1739209802.633227;-45.120503652039325
1739209802.6332326;-27.8777449560314
1739209802.6332378;-33.981070128970906
1739209802.633243;-45.120503652039325
1739209802.6332486;-38.13080360867914
1739209802.6332538;-32.816014438256545
1739209802.633259;-38.13080360867914
1739209802.6332645;-35.57807855764607
1739209802.6332698;-38.13080360867914
1739209802.6332753;-33.981070128970956
1739209802.6332805;-45.120503652039325
1739209802.6332858;-45.120503652039325
1739209802.6332912;-45.120503652039325
1739209802.6332965;-45.120503652039325
1739209802.6333017;-38.13080360867914
1739209802.6333072;-38.13080360867914
1739209802.6333125;-38.13080360867914
1739209802.6333177;-30.49652367304973
1739209802.6333232;-35.57807855764607
1739209802.6333284;-35.57807855764607
1739209802.6333337;-38.13080360867914
1739209802.6333392;-45.120503652039325
1739209802.6333444;-45.120503652039325
1739209802.63335;-38.13080360867914
1739209802.6333551;-45.120503652039325
1739209802.6333604;-45.120503652039325
1739209802.6333659;-45.120503652039325
1739209802.633371;-45.120503652039325
1739209802.6333764;-45.120503652039325
1739209802.6333818;-45.120503652039325
1739209802.633387;-45.120503652039325
1739209802.6333923;-45.120503652039325
1739209802.6333978;-38.13080360867914
1739209802.633403;-45.120503652039325
1739209802.6334085;-38.13080360867914
1739209802.6334138;-35.57807855764607
1739209802.633419;-38.13080360867914
1739209802.6334245;-45.120503652039325
1739209802.6334298;-45.120503652039325
1739209802.633435;-38.13080360867914
1739209802.6334405;-38.13080360867914
1739209802.6334457;-32.816014438256545
1739209802.633451;-35.57807855764607
1739209802.6334565;-38.13080360867914
1739209802.6334617;-38.13080360867914
1739209802.633467;-33.981070128970906
1739209802.6334724;-38.13080360867914
1739209802.6334777;-45.120503652039325
1739209802.6334832;-38.13080360867914
1739209802.6334884;-45.120503652039325
1739209802.6334937;-45.120503652039325
1739209802.6334991;-45.120503652039325
1739209802.6335044;-45.120503652039325
1739209802.6335096;-45.120503652039325
1739209802.6335151;-38.13080360867914
1739209802.6335204;-38.13080360867914
1739209802.6335256;-45.120503652039325
1739209802.633531;-38.13080360867914
1739209802.6335363;-38.13080360867914
1739209802.6335418;-38.13080360867914
1739209802.633547;-45.120503652039325
1739209802.6335523;-38.13080360867914
1739209802.6335578;-38.13080360867914
1739209802.633563;-45.120503652039325
1739209802.6335683;-38.13080360867914
1739209802.6335738;-45.120503652039325
1739209802.633579;-45.120503652039325
1739209802.6335843;-45.120503652039325
1739209802.6335897;-38.13080360867914
1739209802.633595;-35.57807855764607
1739209802.6336002;-38.13080360867914
1739209802.6336057;-45.120503652039325
1739209802.633611;-45.120503652039325
1739209802.6336164;-33.981070128970906
1739209802.6336217;-38.13080360867914
1739209802.633627;-45.120503652039325
1739209802.6336324;-45.120503652039325
1739209802.6336377;-38.13080360867914
1739209802.633643;-45.120503652039325
1739209802.6336484;-45.120503652039325
1739209802.6336536;-33.981070128970906
1739209802.633659;-45.120503652039325
1739209802.6336644;-33.981070128970906
1739209802.6336696;-38.13080360867914
1739209802.633675;-45.120503652039325
1739209802.6336803;-33.981070128970906
1739209802.6336856;-32.816014438256545
1739209802.633691;-38.13080360867914
1739209802.6336963;-33.981070128970906
1739209802.6337016;-38.13080360867914
1739209802.633707;-45.120503652039325
1739209802.6337123;-45.120503652039325
1739209802.6337175;-38.13080360867914
1739209802.633723;-38.13080360867914
1739209802.6337283;-45.120503652039325
1739209802.6337335;-38.13080360867914
1739209802.633739;-38.13080360867914
1739209802.6337442;-38.13080360867914
1739209802.6337497;-32.816014438256545
1739209802.633755;-38.13080360867914
1739209802.6337602;-45.120503652039325
1739209802.6337657;-45.120503652039325
1739209802.633771;-33.981070128970906
1739209802.6337762;-32.816014438256545
1739209802.6337817;-45.120503652039325
1739209802.633787;-45.120503652039325
1739209802.6337922;-38.13080360867914
1739209802.6337976;-32.816014438256545
1739209802.633803;-38.13080360867914
1739209802.6338081;-45.120503652039325
1739209802.6338136;-45.120503652039325
1739209802.6338189;-45.120503652039325
1739209802.6338243;-45.120503652039325
1739209802.6338296;-45.120503652039325
1739209802.6338348;-38.13080360867914
1739209802.6338403;-45.120503652039325
1739209802.6338456;-38.13080360867914
1739209802.6338508;-45.120503652039325
1739209802.6338563;-38.13080360867914
1739209802.6338615;-45.120503652039325
1739209802.6338668;-38.13080360867914
1739209802.6338723;-45.120503652039325
1739209802.6338775;-28.58837851428586
1739209802.633883;-31.141103565318915
1739209802.6338882;-38.13080360867914
1739209802.6338935;-35.57807855764607
1739209802.633899;-38.13080360867914
1739209802.6339042;-38.13080360867914
1739209802.6339095;-38.13080360867914
1739209802.633915;-45.120503652039325
1739209802.6339202;-33.981070128970906
1739209802.6339254;-45.120503652039325
1739209802.633931;-38.13080360867914
1739209802.6339362;-35.57807855764607
1739209802.6339414;-33.981070128970906
1739209802.633947;-38.13080360867914
1739209802.6339521;-38.13080360867914
1739209802.6339576;-45.120503652039325
1739209802.6339629;-38.13080360867914
1739209802.633968;-45.120503652039325
1739209802.6339736;-38.13080360867914
1739209802.6339788;-45.120503652039325
1739209802.633984;-45.120503652039325
1739209802.6339896;-38.13080360867914
1739209802.6339948;-38.13080360867914
1739209802.634;-45.120503652039325
1739209802.6340055;-32.816014438256545
1739209802.6340108;-29.438486411369333
1739209802.634016;-38.13080360867914
1739209802.6340215;-45.120503652039325
1739209802.6340268;-33.981070128970906
1739209802.6340322;-38.13080360867914
1739209802.6340375;-45.120503652039325
1739209802.6340427;-33.981070128970906
1739209802.6340482;-45.120503652039325
1739209802.6340535;-45.120503652039325
1739209802.6340587;-45.120503652039325
1739209802.6340642;-45.120503652039325
1739209802.6340694;-38.13080360867914
1739209802.6340747;-38.13080360867914
1739209802.6340802;-35.57807855764607
1739209802.6340854;-45.120503652039325
1739209802.634091;-38.13080360867914
1739209802.6340961;-29.438486411369333
1739209802.6341014;-38.13080360867914
1739209802.6341069;-45.120503652039325
1739209802.6341121;-38.13080360867914
1739209802.6341174;-45.120503652039325
1739209802.6341228;-45.120503652039325
1739209802.634128;-45.120503652039325
1739209802.6341333;-45.120503652039325
1739209802.6341388;-45.120503652039325
1739209802.634144;-45.120503652039325
1739209802.6341493;-45.120503652039325
1739209802.6341548;-38.13080360867914
1739209802.63416;-35.57807855764607
1739209802.6341655;-45.120503652039325
1739209802.6341708;-45.120503652039325
1739209802.634176;-38.13080360867914
1739209802.6341815;-38.13080360867914
1739209802.6341867;-38.13080360867914
1739209802.634192;-45.120503652039325
1739209802.6341975;-45.120503652039325
1739209802.6342027;-45.120503652039325
1739209802.634208;-38.13080360867914
1739209802.6342134;-45.120503652039325
1739209802.6342187;-45.120503652039325
1739209802.6342242;-35.57807855764607
1739209802.6342294;-33.981070128970906
1739209802.6342347;-35.57807855764607
1739209802.6342402;-38.13080360867914
1739209802.6342454;-35.57807855764607
1739209802.6342506;-33.981070128970906
1739209802.6342561;-35.57807855764607
1739209802.6342614;-45.120503652039325
1739209802.6342666;-45.120503652039325
1739209802.634272;-35.57807855764607
1739209802.6342773;-35.57807855764607
1739209802.6342826;-35.57807855764607
1739209802.634288;-45.120503652039325
1739209802.6342933;-38.13080360867914
1739209802.6342988;-38.13080360867914
1739209802.634304;-38.13080360867914
1739209802.6343093;-38.13080360867914
1739209802.6343148;-45.120503652039325
1739209802.63432;-45.120503652039325
1739209802.6343253;-38.13080360867914
1739209802.6343307;-38.13080360867914
1739209802.634336;-45.120503652039325
1739209802.6343412;-45.120503652039325
1739209802.6343467;-45.120503652039325
1739209802.634352;-45.120503652039325
1739209802.6343575;-38.13080360867914
1739209802.6343627;-38.13080360867914
1739209802.634368;-35.57807855764607
1739209802.6343734;-35.57807855764607
1739209802.6343787;-38.13080360867914
1739209802.634384;-35.57807855764607
1739209802.6343894;-45.120503652039325
1739209802.6343946;-45.120503652039325
1739209802.6344;-38.13080360867914
1739209802.6344054;-35.57807855764607
1739209802.6344106;-38.13080360867914
1739209802.6344159;-45.120503652039325
1739209802.6344213;-38.13080360867914
1739209802.6344266;-35.57807855764607
1739209802.634432;-38.13080360867914
1739209802.6344373;-38.13080360867914
1739209802.6344426;-33.981070128970906
1739209802.634448;-45.120503652039325
1739209802.6344533;-38.13080360867914
1739209802.6344585;-35.57807855764607
1739209802.634464;-38.13080360867914
1739209802.6344693;-38.13080360867914
1739209802.6344745;-33.981070128970906
1739209802.63448;-38.13080360867914
1739209802.6344852;-33.981070128970906
1739209802.6344905;-45.120503652039325
1739209802.634496;-38.13080360867914
1739209802.6345012;-45.120503652039325
1739209802.6345067;-38.13080360867914
1739209802.634512;-38.13080360867914
1739209802.6345172;-45.120503652039325
1739209802.6345227;-35.57807855764607
1739209802.634528;-38.13080360867914
1739209802.6345332;-45.120503652039325
1739209802.6345387;-45.120503652039325
1739209802.634544;-38.13080360867914
1739209802.6345491;-38.13080360867914
1739209802.6345546;-45.120503652039325
1739209802.6345599;-38.13080360867914
1739209802.6345654;-35.57807855764607
1739209802.6345706;-45.120503652039325
1739209802.6345758;-45.120503652039325
1739209802.6345813;-33.981070128970906
1739209802.6345866;-45.120503652039325
1739209802.6345918;-38.13080360867914
1739209802.6345973;-45.120503652039325
1739209802.6346025;-45.120503652039325
1739209802.6346078;-45.120503652039325
1739209802.6346133;-33.981070128970906
1739209802.6346185;-38.13080360867914
1739209802.6346238;-45.120503652039325
1739209802.6346292;-45.120503652039325
1739209802.6346345;-38.13080360867914
1739209802.63464;-38.13080360867914
1739209802.6346452;-45.120503652039325
1739209802.6346505;-45.120503652039325
1739209802.634656;-28.992665084841942
1739209802.6346612;-38.13080360867914
1739209802.6346664;-45.120503652039325
1739209802.634672;-45.120503652039325
1739209802.6346772;-33.981070128970906
1739209802.6346824;-38.13080360867914
1739209802.634688;-38.13080360867914
1739209802.6346931;-45.120503652039325
1739209802.6346984;-31.14110356531892
1739209802.6347039;-33.981070128970906
1739209802.6347091;-38.13080360867914
1739209802.6347146;-45.120503652039325
1739209802.6347198;-45.120503652039325
1739209802.634725;-35.57807855764607
1739209802.6347306;-38.13080360867914
1739209802.6347358;-45.120503652039325
1739209802.634741;-33.981070128970906
1739209802.6347466;-35.57807855764607
1739209802.6347518;-38.13080360867914
1739209802.634757;-45.120503652039325
1739209802.6347625;-45.120503652039325
1739209802.6347678;-32.816014438256545
1739209802.6347733;-38.13080360867914
1739209802.6347785;-45.120503652039325
1739209802.6347837;-28.992665084841942
1739209802.6347892;-33.981070128970906
1739209802.6347945;-38.13080360867914
1739209802.6347997;-45.120503652039325
1739209802.6348052;-38.13080360867914
1739209802.6348104;-45.120503652039325
1739209802.6348157;-38.13080360867914
1739209802.6348212;-38.13080360867914
1739209802.6348264;-38.13080360867914
1739209802.6348317;-45.120503652039325
1739209802.6348372;-35.57807855764607
1739209802.6348424;-35.57807855764607
1739209802.6348479;-45.120503652039325
1739209802.6348531;-38.13080360867914
1739209802.6348584;-31.141103565318915
1739209802.6348639;-38.13080360867914
1739209802.634869;-31.141103565318915
1739209802.6348743;-33.981070128970906
1739209802.6348798;-33.981070128970906
1739209802.634885;-32.816014438256545
1739209802.6348903;-35.57807855764607
1739209802.6348958;-45.120503652039325
1739209802.634901;-38.13080360867914
1739209802.6349065;-35.57807855764607
1739209802.6349118;-38.13080360867914
1739209802.634917;-45.120503652039325
1739209802.6349225;-38.13080360867914
1739209802.6349277;-38.13080360867914
1739209802.634933;-35.57807855764607
1739209802.6349385;-38.13080360867914
1739209802.6349437;-38.13080360867914
1739209802.634949;-32.816014438256545
1739209802.6349545;-45.120503652039325
1739209802.6349597;-45.120503652039325
