CAN Message; 0x150:0400cf5579ef41bd
Timestamp;Amplitude
1739209679.0692754;-45.120503652039325
1739209679.0692792;-45.120503652039325
1739209679.0692832;-45.120503652039325
1739209679.069287;-45.120503652039325
1739209679.069291;-45.120503652039325
1739209679.069295;-45.120503652039325
1739209679.069299;-45.120503652039325
1739209679.0693028;-45.120503652039325
1739209679.0693069;-45.120503652039325
1739209679.069311;-38.13080360867914
1739209679.0693147;-35.57807855764607
1739209679.0693188;-38.13080360867914
1739209679.0693226;-38.13080360867914
1739209679.0693266;-38.13080360867914
1739209679.0693305;-38.13080360867914
1739209679.0693345;-38.13080360867914
1739209679.0693383;-45.120503652039325
1739209679.0693424;-38.13080360867914
1739209679.0693464;-29.438486411369333
1739209679.0693502;-35.57807855764607
1739209679.0693543;-38.13080360867914
1739209679.069358;-38.13080360867914
1739209679.0693622;-38.13080360867914
1739209679.069366;-45.120503652039325
1739209679.06937;-38.13080360867914
1739209679.0693738;-38.13080360867914
1739209679.069378;-45.120503652039325
1739209679.069382;-38.13080360867914
1739209679.0693858;-45.120503652039325
1739209679.0693898;-38.13080360867914
1739209679.0693936;-45.120503652039325
1739209679.0693977;-45.120503652039325
1739209679.0694015;-45.120503652039325
1739209679.0694056;-38.13080360867914
1739209679.0694094;-26.991370085610736
1739209679.0694134;-35.57807855764607
1739209679.0694175;-38.13080360867914
1739209679.0694213;-38.13080360867914
1739209679.0694253;-32.816014438256545
1739209679.0694292;-38.13080360867914
1739209679.0694332;-45.120503652039325
1739209679.069437;-38.13080360867914
1739209679.069441;-45.120503652039325
1739209679.069445;-45.120503652039325
1739209679.069449;-38.13080360867914
1739209679.069453;-38.13080360867914
1739209679.0694568;-45.120503652039325
1739209679.0694609;-33.981070128970906
1739209679.0694647;-38.13080360867914
1739209679.0694687;-38.13080360867914
1739209679.0694726;-29.438486411369333
1739209679.0694766;-33.981070128970906
1739209679.0694804;-45.120503652039325
1739209679.0694845;-38.13080360867914
1739209679.0694885;-32.816014438256545
1739209679.0694923;-45.120503652039325
1739209679.0694964;-45.120503652039325
1739209679.0695002;-38.13080360867914
1739209679.0695043;-45.120503652039325
1739209679.069508;-38.13080360867914
1739209679.0695121;-45.120503652039325
1739209679.069516;-45.120503652039325
1739209679.06952;-35.57807855764607
1739209679.0695238;-38.13080360867914
1739209679.0695279;-45.120503652039325
1739209679.069532;-31.141103565318915
1739209679.0695357;-38.13080360867914
1739209679.0695398;-38.13080360867914
1739209679.0695436;-38.13080360867914
1739209679.0695477;-38.13080360867914
1739209679.0695515;-45.120503652039325
1739209679.0695555;-45.120503652039325
1739209679.0695593;-38.13080360867914
1739209679.0695634;-45.120503652039325
1739209679.0695674;-38.13080360867914
1739209679.0695713;-38.13080360867914
1739209679.0695753;-45.120503652039325
1739209679.0695791;-45.120503652039325
1739209679.0695832;-38.13080360867914
1739209679.069587;-33.981070128970906
1739209679.069591;-35.57807855764607
1739209679.0695949;-45.120503652039325
1739209679.069599;-45.120503652039325
1739209679.069603;-38.13080360867914
1739209679.0696068;-35.57807855764607
1739209679.0696108;-38.13080360867914
1739209679.0696146;-45.120503652039325
1739209679.0696187;-38.13080360867914
1739209679.0696225;-35.57807855764607
1739209679.0696266;-45.120503652039325
1739209679.0696304;-38.13080360867914
1739209679.0696344;-38.13080360867914
1739209679.0696385;-32.816014438256545
1739209679.0696423;-38.13080360867914
1739209679.0696464;-45.120503652039325
1739209679.0696502;-45.120503652039325
1739209679.0696542;-38.13080360867914
1739209679.069658;-38.13080360867914
1739209679.069662;-38.13080360867914
1739209679.069666;-33.981070128970906
1739209679.06967;-35.57807855764607
1739209679.069674;-45.120503652039325
1739209679.0696778;-38.13080360867914
1739209679.069682;-35.57807855764607
1739209679.0696857;-35.57807855764607
1739209679.0696898;-35.57807855764607
1739209679.0696936;-38.13080360867914
1739209679.0696976;-33.981070128970906
1739209679.0697014;-45.120503652039325
1739209679.0697055;-45.120503652039325
1739209679.0697095;-38.13080360867914
1739209679.0697134;-38.13080360867914
1739209679.0697174;-35.57807855764607
1739209679.0697212;-45.120503652039325
1739209679.0697253;-38.13080360867914
1739209679.069729;-33.981070128970906
1739209679.0697331;-45.120503652039325
1739209679.069737;-38.13080360867914
1739209679.069741;-45.120503652039325
1739209679.069745;-38.13080360867914
1739209679.0697489;-38.13080360867914
1739209679.069753;-45.120503652039325
1739209679.0697567;-45.120503652039325
1739209679.0697608;-45.120503652039325
1739209679.0697646;-45.120503652039325
1739209679.0697687;-38.13080360867914
1739209679.0697725;-45.120503652039325
1739209679.0697765;-38.13080360867914
1739209679.0697806;-45.120503652039325
1739209679.0697844;-45.120503652039325
1739209679.0697885;-32.816014438256545
1739209679.0697923;-38.13080360867914
1739209679.0697963;-45.120503652039325
1739209679.0698001;-45.120503652039325
1739209679.0698042;-38.13080360867914
1739209679.069808;-45.120503652039325
1739209679.069812;-45.120503652039325
1739209679.069816;-38.13080360867914
1739209679.06982;-45.120503652039325
1739209679.069824;-27.267205301931607
1739209679.0698278;-33.981070128970906
1739209679.0698318;-45.120503652039325
1739209679.0698357;-45.120503652039325
1739209679.0698397;-45.120503652039325
1739209679.0698435;-38.13080360867914
1739209679.0698476;-45.120503652039325
1739209679.0698516;-33.981070128970906
1739209679.0698555;-32.816014438256545
1739209679.0698595;-38.13080360867914
1739209679.0698633;-32.816014438256545
1739209679.0698674;-38.13080360867914
1739209679.0698712;-45.120503652039325
1739209679.0698752;-38.13080360867914
1739209679.069879;-35.57807855764607
1739209679.069883;-45.120503652039325
1739209679.0698872;-28.992665084841942
1739209679.069891;-33.981070128970906
1739209679.069895;-45.120503652039325
1739209679.0698988;-35.57807855764607
1739209679.069903;-38.13080360867914
1739209679.0699067;-38.13080360867914
1739209679.0699108;-45.120503652039325
1739209679.0699146;-35.57807855764607
1739209679.0699186;-38.13080360867914
1739209679.0699227;-33.981070128970906
1739209679.0699265;-35.57807855764607
1739209679.0699306;-35.57807855764607
1739209679.0699344;-33.981070128970906
1739209679.0699384;-45.120503652039325
1739209679.0699422;-45.120503652039325
1739209679.0699463;-45.120503652039325
1739209679.06995;-38.13080360867914
1739209679.0699542;-38.13080360867914
1739209679.0699582;-45.120503652039325
1739209679.069962;-45.120503652039325
1739209679.069966;-33.981070128970906
1739209679.06997;-45.120503652039325
1739209679.069974;-38.13080360867914
1739209679.0699778;-35.57807855764607
1739209679.0699818;-32.816014438256545
1739209679.0699856;-30.49652367304973
1739209679.0699897;-38.13080360867914
1739209679.0699937;-35.57807855764607
1739209679.0699975;-33.981070128970906
1739209679.0700016;-45.120503652039325
1739209679.0700054;-45.120503652039325
1739209679.0700095;-29.438486411369333
1739209679.0700133;-38.13080360867914
1739209679.0700173;-38.13080360867914
1739209679.0700212;-33.981070128970906
1739209679.0700252;-31.141103565318893
1739209679.0700293;-33.981070128970906
1739209679.070033;-45.120503652039325
1739209679.0700371;-38.13080360867914
1739209679.070041;-38.13080360867914
1739209679.070045;-33.981070128970906
1739209679.0700488;-30.49652367304973
1739209679.0700529;-38.13080360867914
1739209679.0700567;-38.13080360867914
1739209679.0700607;-38.13080360867914
1739209679.0700645;-45.120503652039325
1739209679.0700686;-38.13080360867914
1739209679.0700727;-45.120503652039325
1739209679.0700765;-33.981070128970906
1739209679.0700805;-38.13080360867914
