CAN Message; 0x1d3:00005a74dc933389
1739209668.3910632;-32.816014438256545
1739209668.3910644;-38.13080360867914
1739209668.3910658;-38.13080360867914
1739209668.391067;-38.13080360867914
1739209668.3910682;-45.120503652039325
1739209668.3910697;-38.13080360867914
1739209668.3910708;-35.57807855764607
1739209668.391072;-45.120503652039325
1739209668.3910732;-45.120503652039325
1739209668.3910747;-38.13080360867914
1739209668.3910758;-35.57807855764607
1739209668.391077;-38.13080360867914
1739209668.3910785;-35.57807855764607
1739209668.3910797;-45.120503652039325
1739209668.3910809;-38.13080360867914
1739209668.391082;-38.13080360867914
1739209668.3910835;-38.13080360867914
1739209668.3910847;-38.13080360867914
1739209668.3771942;-45.120503652039325
1739209668.3771944;-38.13080360867914
1739209668.3771946;-38.13080360867914
1739209668.377195;-38.13080360867914
1739209668.3771951;-33.981070128970906
1739209668.3771954;-45.120503652039325
1739209668.3771956;-45.120503652039325
1739209668.3771958;-38.13080360867914
1739209668.377196;-38.13080360867914
1739209668.3771963;-45.120503652039325
1739209668.3771966;-45.120503652039325
1739209668.3771968;-33.981070128970906
1739209668.3771973;-30.49652367304973
1739209668.3771975;-38.13080360867914
1739209668.3771977;-38.13080360867914
1739209668.377198;-38.13080360867914
1739209668.3771982;-45.120503652039325
1739209668.3771985;-45.120503652039325
1739209668.3771987;-38.13080360867914
1739209668.377199;-31.141103565318893
1739209668.3771992;-28.992665084841942
1739209668.3771994;-45.120503652039325
1739209668.3771996;-38.13080360867914
1739209668.3772;-38.13080360867914
1739209668.3772001;-33.981070128970906
1739209668.3772006;-45.120503652039325
1739209668.3772008;-38.13080360867914
1739209668.377201;-38.13080360867914
1739209668.3772013;-33.981070128970906
1739209668.3772016;-45.120503652039325
1739209668.3772018;-38.13080360867914
1739209668.377202;-35.57807855764607
1739209668.3772023;-38.13080360867914
1739209668.3772025;-38.13080360867914
1739209668.3772027;-38.13080360867914
1739209668.377203;-38.13080360867914
1739209668.3772032;-45.120503652039325
1739209668.3772035;-38.13080360867914
1739209668.377204;-38.13080360867914
1739209668.3772042;-35.57807855764607
1739209668.3772044;-38.13080360867914
1739209668.3772047;-45.120503652039325
1739209668.377205;-38.13080360867914
1739209668.3772051;-38.13080360867914
1739209668.3772054;-38.13080360867914
1739209668.3772056;-45.120503652039325
1739209668.3772058;-45.120503652039325
1739209668.377206;-45.120503652039325
1739209668.3772063;-33.981070128970906
1739209668.3772066;-45.120503652039325
1739209668.377207;-38.13080360867914
1739209668.3772073;-35.57807855764607
1739209668.3772075;-35.57807855764607
1739209668.3772078;-38.13080360867914
1739209668.377208;-35.57807855764607
1739209668.3772082;-38.13080360867914
1739209668.3772085;-38.13080360867914
1739209668.3772087;-45.120503652039325
1739209668.377209;-38.13080360867914
1739209668.3772092;-45.120503652039325
1739209668.3772094;-28.992665084841942
1739209668.3772097;-32.816014438256545
1739209668.37721;-45.120503652039325
1739209668.3772104;-35.57807855764607
1739209668.3772106;-35.57807855764607
1739209668.3772109;-45.120503652039325
1739209668.377211;-38.13080360867914
1739209668.3772113;-35.57807855764607
1739209668.3772116;-33.981070128970956
1739209668.3772118;-45.120503652039325
1739209668.377212;-38.13080360867914
1739209668.3772123;-45.120503652039325
1739209668.3772125;-45.120503652039325
1739209668.3772128;-45.120503652039325
1739209668.377213;-45.120503652039325
1739209668.3772132;-45.120503652039325
1739209668.3772137;-28.58837851428586
1739209668.377214;-33.981070128970906
1739209668.3772142;-45.120503652039325
1739209668.3772144;-38.13080360867914
1739209668.3772147;-45.120503652039325
1739209668.377215;-45.120503652039325
1739209668.3772151;-38.13080360867914
1739209668.3772154;-38.13080360867914
1739209668.3772156;-38.13080360867914
1739209668.3772159;-45.120503652039325
1739209668.377216;-38.13080360867914
1739209668.3772163;-45.120503652039325
1739209668.3772168;-45.120503652039325
1739209668.377217;-45.120503652039325
1739209668.3772173;-38.13080360867914
1739209668.3772175;-45.120503652039325
1739209668.3772178;-45.120503652039325
1739209668.377218;-38.13080360867914
1739209668.3772182;-35.57807855764607
1739209668.3772185;-38.13080360867914
1739209668.3772187;-45.120503652039325
1739209668.377219;-38.13080360867914
1739209668.3772192;-38.13080360867914
1739209668.3772194;-45.120503652039325
1739209668.3772197;-33.981070128970906
1739209668.3772202;-38.13080360867914
1739209668.3772204;-45.120503652039325
1739209668.3772206;-45.120503652039325
1739209668.3772209;-38.13080360867914
1739209668.377221;-38.13080360867914
1739209668.3772213;-45.120503652039325
1739209668.3772216;-45.120503652039325
1739209668.3772218;-45.120503652039325
1739209668.377222;-45.120503652039325
1739209668.3772223;-45.120503652039325
1739209668.3772225;-45.120503652039325
1739209668.3772228;-45.120503652039325
1739209668.377223;-38.13080360867914
1739209668.3772235;-38.13080360867914
1739209668.3772237;-45.120503652039325
1739209668.377224;-38.13080360867914
1739209668.3772242;-38.13080360867914
1739209668.3772244;-38.13080360867914
1739209668.3772247;-38.13080360867914
1739209668.377225;-38.13080360867914
1739209668.3772252;-45.120503652039325
1739209668.3772254;-38.13080360867914
1739209668.3772256;-45.120503652039325
1739209668.3772259;-45.120503652039325
1739209668.377226;-38.13080360867914
1739209668.3772266;-38.13080360867914
1739209668.3772268;-45.120503652039325
1739209668.377227;-45.120503652039325
1739209668.3772273;-33.981070128970906
1739209668.3772275;-38.13080360867914
1739209668.3772278;-45.120503652039325
1739209668.377228;-38.13080360867914
1739209668.3772283;-35.57807855764607
1739209668.3772285;-45.120503652039325
1739209668.3772287;-35.57807855764607
1739209668.377229;-38.13080360867914
1739209668.3772292;-45.120503652039325
1739209668.3772295;-38.13080360867914
1739209668.37723;-45.120503652039325
1739209668.3772302;-45.120503652039325
1739209668.3772304;-45.120503652039325
1739209668.3772306;-45.120503652039325
1739209668.377231;-38.13080360867914
1739209668.3772311;-45.120503652039325
1739209668.3772314;-35.57807855764607
1739209668.3772316;-38.13080360867914
1739209668.3772318;-38.13080360867914
1739209668.377232;-35.57807855764607
1739209668.3772323;-45.120503652039325
1739209668.3772326;-38.13080360867914
1739209668.3772328;-35.57807855764607
1739209668.3772333;-45.120503652039325
1739209668.3772335;-45.120503652039325
1739209668.3772337;-38.13080360867914
1739209668.377234;-45.120503652039325
1739209668.3772342;-38.13080360867914
1739209668.3772345;-38.13080360867914
1739209668.3772347;-45.120503652039325
1739209668.377235;-38.13080360867914
1739209668.3772352;-38.13080360867914
1739209668.3772354;-35.57807855764607
1739209668.3772357;-45.120503652039325
1739209668.377236;-45.120503652039325
1739209668.3772364;-45.120503652039325
1739209668.3772366;-38.13080360867914
1739209668.3772368;-38.13080360867914
1739209668.377237;-45.120503652039325
1739209668.3772373;-38.13080360867914
1739209668.3772376;-38.13080360867914
1739209668.3772378;-38.13080360867914
1739209668.3910859;-38.13080360867914
1739209668.3910873;-38.13080360867914
1739209668.3910885;-45.120503652039325
1739209668.3910897;-45.120503652039325
1739209668.391091;-45.120503652039325
1739209668.3910923;-45.120503652039325
1739209668.3910935;-45.120503652039325
1739209668.3910947;-38.13080360867914
1739209668.391096;-38.13080360867914
1739209668.3910973;-45.120503652039325
1739209668.3910985;-45.120503652039325
1739209668.3911;-38.13080360867914
1739209668.3911011;-45.120503652039325
1739209668.3911023;-38.13080360867914
1739209668.3911035;-35.57807855764607
1739209668.391105;-38.13080360867914
1739209668.3911061;-38.13080360867914
1739209668.3911073;-38.13080360867914
1739209668.3911088;-38.13080360867914
1739209668.39111;-45.120503652039325
1739209668.3911111;-45.120503652039325
1739209668.3911123;-38.13080360867914
1739209668.3911138;-35.57807855764607
1739209668.391115;-38.13080360867914
1739209668.3911161;-45.120503652039325
1739209668.3911176;-38.13080360867914
1739209668.3911188;-33.981070128970906
1739209668.39112;-38.13080360867914
1739209668.3911211;-45.120503652039325
1739209668.3911226;-38.13080360867914
1739209668.3911238;-45.120503652039325
1739209668.391125;-38.13080360867914
1739209668.3911264;-38.13080360867914
1739209668.3911276;-38.13080360867914
1739209668.3911288;-45.120503652039325
1739209668.3911302;-45.120503652039325
1739209668.3911314;-45.120503652039325
1739209668.3911326;-38.13080360867914
1739209668.3911338;-35.57807855764607
1739209668.3911352;-35.57807855764607
1739209668.3911364;-35.57807855764607
1739209668.3911376;-38.13080360867914
1739209668.391139;-35.57807855764607
1739209668.3911402;-38.13080360867914
1739209668.3911414;-45.120503652039325
1739209668.3911426;-38.13080360867914
1739209668.391144;-38.13080360867914
1739209668.3911452;-45.120503652039325
1739209668.3911464;-38.13080360867914
1739209668.3911479;-38.13080360867914
1739209668.391149;-45.120503652039325
1739209668.3911502;-45.120503652039325
1739209668.3911514;-45.120503652039325
1739209668.3911529;-38.13080360867914
1739209668.391154;-32.816014438256545
1739209668.3911552;-38.13080360867914
1739209668.3911567;-45.120503652039325
1739209668.3911579;-45.120503652039325
1739209668.391159;-33.981070128970906
1739209668.3911602;-38.13080360867914
1739209668.3911617;-45.120503652039325
1739209668.3911629;-33.981070128970906
1739209668.391164;-38.13080360867914
1739209668.3911655;-45.120503652039325
1739209668.3911667;-45.120503652039325
1739209668.3911679;-35.57807855764607
1739209668.3911693;-38.13080360867914
1739209668.3911705;-45.120503652039325
1739209668.3911717;-45.120503652039325
1739209668.391173;-45.120503652039325
1739209668.3911743;-31.141103565318915
1739209668.3911755;-32.816014438256545
1739209668.3911767;-38.13080360867914
1739209668.3911781;-45.120503652039325
1739209668.3911793;-33.981070128970906
1739209668.3911805;-35.57807855764607
1739209668.3911817;-45.120503652039325
1739209668.3911831;-38.13080360867914
1739209668.3911843;-38.13080360867914
1739209668.3911855;-38.13080360867914
1739209668.391187;-38.13080360867914
1739209668.3911881;-45.120503652039325
1739209668.3911893;-45.120503652039325
1739209668.3911905;-45.120503652039325
1739209668.391192;-38.13080360867914
1739209668.3911932;-45.120503652039325
1739209668.3911943;-38.13080360867914
1739209668.3911958;-32.816014438256545
1739209668.391197;-38.13080360867914
1739209668.3911982;-38.13080360867914
1739209668.3911994;-38.13080360867914
1739209668.3912008;-33.981070128970906
1739209668.391202;-45.120503652039325
1739209668.3912032;-38.13080360867914
1739209668.3912046;-32.816014438256545
1739209668.3912058;-45.120503652039325
1739209668.391207;-45.120503652039325
1739209668.3912082;-45.120503652039325
1739209668.3912096;-45.120503652039325
1739209668.3912108;-45.120503652039325
1739209668.391212;-45.120503652039325
1739209668.3912134;-38.13080360867914
1739209668.3912146;-32.816014438256545
1739209668.3912158;-38.13080360867914
1739209668.3912172;-45.120503652039325
1739209668.3912184;-45.120503652039325
1739209668.3912196;-33.981070128970906
1739209668.3912208;-38.13080360867914
1739209668.3912222;-45.120503652039325
1739209668.3912234;-33.981070128970906
1739209668.3912246;-35.57807855764607
1739209668.391226;-38.13080360867914
1739209668.3912272;-45.120503652039325
1739209668.3912284;-38.13080360867914
1739209668.3912296;-35.57807855764607
1739209668.391231;-38.13080360867914
1739209668.3912323;-45.120503652039325
1739209668.3912334;-33.981070128970906
1739209668.3912349;-38.13080360867914
1739209668.391236;-38.13080360867914
1739209668.3912373;-45.120503652039325
1739209668.3912385;-35.57807855764607
1739209668.39124;-35.57807855764607
1739209668.391241;-45.120503652039325
1739209668.3912423;-45.120503652039325
1739209668.3912437;-45.120503652039325
1739209668.391245;-38.13080360867914
1739209668.391246;-38.13080360867914
1739209668.3912473;-38.13080360867914
1739209668.3912487;-38.13080360867914
1739209668.39125;-38.13080360867914
1739209668.391251;-33.981070128970906
1739209668.3912525;-38.13080360867914
1739209668.3912537;-38.13080360867914
1739209668.391255;-38.13080360867914
1739209668.3912563;-45.120503652039325
1739209668.3912575;-45.120503652039325
1739209668.3912587;-33.981070128970906
1739209668.39126;-35.57807855764607
1739209668.3912613;-38.13080360867914
1739209668.3912625;-45.120503652039325
1739209668.3912637;-45.120503652039325
1739209668.3912652;-45.120503652039325
1739209668.3912663;-35.57807855764607
1739209668.3912675;-35.57807855764607
1739209668.3912687;-38.13080360867914
1739209668.3912702;-35.57807855764607
1739209668.3912714;-33.981070128970906
1739209668.3912725;-38.13080360867914
1739209668.391274;-45.120503652039325
1739209668.3912752;-45.120503652039325
1739209668.3912764;-45.120503652039325
1739209668.3912776;-45.120503652039325
1739209668.391279;-33.981070128970906
1739209668.3912802;-32.816014438256545
1739209668.3912814;-45.120503652039325
1739209668.3912828;-45.120503652039325
1739209668.391284;-33.981070128970906
1739209668.3912852;-33.981070128970906
1739209668.3912864;-38.13080360867914
1739209668.3912878;-38.13080360867914
1739209668.391289;-38.13080360867914
1739209668.3912902;-35.57807855764607
1739209668.3912916;-38.13080360867914
1739209668.3912928;-45.120503652039325
1739209668.391294;-38.13080360867914
1739209668.3912954;-35.57807855764607
1739209668.3912966;-45.120503652039325
1739209668.3912978;-45.120503652039325
1739209668.391299;-38.13080360867914
1739209668.3913004;-32.816014438256545
1739209668.3913016;-38.13080360867914
1739209668.3913028;-45.120503652039325
1739209668.3913043;-38.13080360867914
1739209668.3913054;-35.57807855764607
1739209668.3913066;-38.13080360867914
1739209668.3913078;-45.120503652039325
1739209668.3913093;-45.120503652039325
1739209668.3913105;-38.13080360867914
1739209668.3913116;-38.13080360867914
1739209668.391313;-38.13080360867914
1739209668.3913143;-38.13080360867914
1739209668.3913155;-45.120503652039325
1739209668.3913167;-38.13080360867914
1739209668.391318;-27.8777449560314
1739209668.3913193;-45.120503652039325
1739209668.3913205;-35.57807855764607
1739209668.391322;-45.120503652039325
1739209668.391323;-38.13080360867914
1739209668.3913243;-45.120503652039325
1739209668.3913255;-38.13080360867914
1739209668.391327;-45.120503652039325
1739209668.391328;-45.120503652039325
1739209668.3913293;-45.120503652039325
1739209668.3913307;-45.120503652039325
1739209668.391332;-38.13080360867914
1739209668.391333;-38.13080360867914
1739209668.3913343;-45.120503652039325
1739209668.3913357;-45.120503652039325
1739209668.391337;-33.981070128970906
1739209668.391338;-25.826314394896354
1739209668.3913395;-38.13080360867914
1739209668.3913407;-45.120503652039325
1739209668.391342;-45.120503652039325
1739209668.3913434;-35.57807855764607
1739209668.3913445;-38.13080360867914
1739209668.3913457;-45.120503652039325
1739209668.391347;-38.13080360867914
1739209668.3913484;-33.981070128970956
1739209668.3913496;-45.120503652039325
1739209668.3913507;-45.120503652039325
1739209668.3913522;-38.13080360867914
1739209668.3913534;-38.13080360867914
1739209668.3913546;-38.13080360867914
1739209668.3913558;-38.13080360867914
1739209668.3913572;-45.120503652039325
1739209668.3913584;-26.487275050834715
1739209668.3913596;-33.981070128970906
1739209668.391361;-45.120503652039325
1739209668.3913622;-38.13080360867914
1739209668.3913634;-32.816014438256545
1739209668.3913646;-38.13080360867914
1739209668.391366;-45.120503652039325
1739209668.3913672;-38.13080360867914
1739209668.3913684;-45.120503652039325
1739209668.3913698;-45.120503652039325
1739209668.391371;-45.120503652039325
1739209668.3913722;-38.13080360867914
1739209668.3913734;-45.120503652039325
1739209668.3913748;-45.120503652039325
1739209668.391376;-45.120503652039325
1739209668.3913772;-45.120503652039325
1739209668.3913786;-38.13080360867914
1739209668.3913798;-38.13080360867914
1739209668.391381;-38.13080360867914
1739209668.3913825;-45.120503652039325
1739209668.3913836;-35.57807855764607
1739209668.3913848;-45.120503652039325
1739209668.391386;-45.120503652039325
1739209668.3913875;-45.120503652039325
1739209668.3913887;-33.981070128970906
1739209668.3913898;-33.981070128970906
1739209668.3913913;-38.13080360867914
1739209668.3913925;-45.120503652039325
1739209668.3913937;-45.120503652039325
1739209668.3913949;-38.13080360867914
1739209668.3913963;-45.120503652039325
1739209668.3913975;-45.120503652039325
1739209668.3913987;-33.981070128970906
1739209668.3914;-45.120503652039325
1739209668.3914013;-33.981070128970906
1739209668.3914025;-45.120503652039325
1739209668.3914037;-45.120503652039325
1739209668.391405;-45.120503652039325
1739209668.3914063;-38.13080360867914
1739209668.3914075;-45.120503652039325
1739209668.391409;-33.981070128970906
1739209668.39141;-28.992665084841942
1739209668.3914113;-35.57807855764607
1739209668.3914125;-38.13080360867914
1739209668.391414;-38.13080360867914
1739209668.391415;-38.13080360867914
1739209668.3914163;-45.120503652039325
1739209668.3914177;-38.13080360867914
1739209668.391419;-38.13080360867914
1739209668.3914201;-30.49652367304973
1739209668.3914216;-45.120503652039325
1739209668.3914227;-45.120503652039325
1739209668.391424;-45.120503652039325
1739209668.3914251;-38.13080360867914
1739209668.3914266;-38.13080360867914
1739209668.3914278;-45.120503652039325
1739209668.391429;-38.13080360867914
1739209668.3914304;-30.49652367304973
1739209668.3914316;-35.57807855764607
1739209668.3914328;-45.120503652039325
1739209668.391434;-38.13080360867914
1739209668.3914354;-35.57807855764607
1739209668.3914366;-32.816014438256545
1739209668.3914378;-35.57807855764607
1739209668.3914392;-38.13080360867914
1739209668.3914404;-31.141103565318915
1739209668.3914416;-45.120503652039325
1739209668.3914428;-45.120503652039325
1739209668.3914442;-45.120503652039325
1739209668.3914454;-45.120503652039325
1739209668.3914466;-45.120503652039325
1739209668.391448;-45.120503652039325
1739209668.3914492;-45.120503652039325
1739209668.3914504;-33.981070128970906
1739209668.3914516;-45.120503652039325
1739209668.391453;-38.13080360867914
1739209668.3914542;-32.816014438256545
1739209668.3914554;-33.981070128970906
1739209668.3914568;-38.13080360867914
1739209668.391458;-38.13080360867914
1739209668.3914592;-45.120503652039325
1739209668.3914604;-33.981070128970906
1739209668.3914618;-35.57807855764607
1739209668.391463;-45.120503652039325
1739209668.3914642;-45.120503652039325
1739209668.3914657;-45.120503652039325
1739209668.3914669;-45.120503652039325
1739209668.391468;-38.13080360867914
1739209668.3914695;-35.57807855764607
1739209668.3914707;-45.120503652039325
1739209668.3914719;-45.120503652039325
1739209668.391473;-45.120503652039325
1739209668.3914745;-45.120503652039325
1739209668.3914757;-38.13080360867914
1739209668.3914769;-45.120503652039325
1739209668.3914783;-45.120503652039325
1739209668.3914795;-45.120503652039325
1739209668.3914807;-38.13080360867914
1739209668.3914819;-45.120503652039325
1739209668.3914833;-38.13080360867914
1739209668.3914845;-45.120503652039325
1739209668.3914857;-38.13080360867914
1739209668.3914871;-35.57807855764607
1739209668.3914883;-45.120503652039325
1739209668.3914895;-38.13080360867914
1739209668.3914907;-38.13080360867914
1739209668.3914921;-45.120503652039325
1739209668.3914933;-45.120503652039325
1739209668.3914945;-45.120503652039325
1739209668.391496;-45.120503652039325
1739209668.3914971;-45.120503652039325
1739209668.3914983;-38.13080360867914
1739209668.3914995;-35.57807855764607
1739209668.391501;-38.13080360867914
1739209668.3915021;-38.13080360867914
1739209668.3915033;-33.981070128970906
1739209668.3915048;-38.13080360867914
1739209668.391506;-38.13080360867914
1739209668.3915071;-35.57807855764607
1739209668.3915086;-45.120503652039325
1739209668.3915098;-38.13080360867914
1739209668.391511;-38.13080360867914
1739209668.3915122;-38.13080360867914
1739209668.3915136;-38.13080360867914
1739209668.3915148;-45.120503652039325
1739209668.391516;-45.120503652039325
1739209668.3915174;-45.120503652039325
1739209668.3915186;-45.120503652039325
1739209668.3915198;-38.13080360867914
1739209668.391521;-38.13080360867914
1739209668.3915224;-45.120503652039325
1739209668.3915236;-45.120503652039325
1739209668.3915248;-38.13080360867914
1739209668.3915262;-38.13080360867914
1739209668.3915274;-35.57807855764607
1739209668.3915286;-38.13080360867914
1739209668.3915298;-38.13080360867914
1739209668.3915312;-35.57807855764607
1739209668.3915324;-38.13080360867914
1739209668.3915336;-38.13080360867914
1739209668.391535;-38.13080360867914
1739209668.3915362;-38.13080360867914
1739209668.3915374;-45.120503652039325
1739209668.3915386;-38.13080360867914
1739209668.39154;-35.57807855764607
1739209668.3915412;-45.120503652039325
1739209668.3915424;-45.120503652039325
1739209668.3915439;-45.120503652039325
1739209668.391545;-45.120503652039325
1739209668.3915462;-35.57807855764607
1739209668.3915477;-38.13080360867914
1739209668.3915489;-45.120503652039325
1739209668.39155;-35.57807855764607
1739209668.3915513;-45.120503652039325
1739209668.3915527;-38.13080360867914
1739209668.3915539;-38.13080360867914
1739209668.391555;-38.13080360867914
1739209668.3915565;-45.120503652039325
1739209668.3915577;-45.120503652039325
1739209668.391559;-38.13080360867914
1739209668.39156;-45.120503652039325
1739209668.3915615;-45.120503652039325
1739209668.3915627;-45.120503652039325
1739209668.391564;-45.120503652039325
1739209668.3915653;-45.120503652039325
1739209668.3915665;-38.13080360867914
1739209668.3915677;-45.120503652039325
1739209668.391569;-38.13080360867914
1739209668.3915703;-45.120503652039325
1739209668.3915715;-38.13080360867914
1739209668.3915727;-35.57807855764607
1739209668.3915741;-35.57807855764607
1739209668.3915753;-35.57807855764607
1739209668.3915765;-45.120503652039325
1739209668.3915777;-45.120503652039325
1739209668.3915792;-38.13080360867914
1739209668.3915803;-45.120503652039325
1739209668.3915815;-45.120503652039325
1739209668.391583;-38.13080360867914
1739209668.3915842;-45.120503652039325
1739209668.3915854;-45.120503652039325
1739209668.3915868;-38.13080360867914
1739209668.391588;-35.57807855764607
1739209668.3915892;-35.57807855764607
1739209668.3915904;-32.816014438256545
1739209668.3915918;-38.13080360867914
1739209668.391593;-33.981070128970906
1739209668.3915942;-33.981070128970906
1739209668.3915956;-45.120503652039325
1739209668.3915968;-45.120503652039325
1739209668.391598;-38.13080360867914
1739209668.3915992;-38.13080360867914
1739209668.3916006;-45.120503652039325
1739209668.3916018;-38.13080360867914
1739209668.391603;-33.981070128970906
1739209668.3916044;-45.120503652039325
1739209668.3916056;-45.120503652039325
1739209668.3916068;-38.13080360867914
1739209668.391608;-38.13080360867914
1739209668.3916094;-45.120503652039325
1739209668.3916106;-45.120503652039325
1739209668.3916118;-38.13080360867914
1739209668.3916132;-38.13080360867914
1739209668.3916144;-38.13080360867914
1739209668.3916156;-45.120503652039325
1739209668.3916168;-38.13080360867914
1739209668.3916183;-38.13080360867914
1739209668.3916194;-33.981070128970906
1739209668.3916206;-38.13080360867914
1739209668.391622;-38.13080360867914
1739209668.3916233;-45.120503652039325
1739209668.3916245;-45.120503652039325
1739209668.3916256;-38.13080360867914
1739209668.391627;-45.120503652039325
1739209668.3916283;-38.13080360867914
1739209668.3916295;-38.13080360867914
1739209668.391631;-35.57807855764607
1739209668.391632;-38.13080360867914
1739209668.3916333;-45.120503652039325
1739209668.3916347;-38.13080360867914
1739209668.391636;-35.57807855764607
1739209668.391637;-38.13080360867914
1739209668.3916383;-38.13080360867914
1739209668.3916397;-45.120503652039325
1739209668.391641;-45.120503652039325
1739209668.391642;-45.120503652039325
1739209668.3916435;-45.120503652039325
1739209668.3916447;-38.13080360867914
1739209668.391646;-45.120503652039325
1739209668.391647;-45.120503652039325
1739209668.3916485;-45.120503652039325
1739209668.3916497;-45.120503652039325
1739209668.391651;-38.13080360867914
1739209668.3916523;-45.120503652039325
1739209668.3916535;-38.13080360867914
1739209668.3916547;-33.981070128970906
1739209668.391656;-45.120503652039325
1739209668.3916574;-38.13080360867914
1739209668.3916585;-35.57807855764607
1739209668.3916597;-45.120503652039325
1739209668.3916612;-45.120503652039325
1739209668.3916624;-33.981070128970906
1739209668.3916636;-38.13080360867914
1739209668.3916647;-28.58837851428586
1739209668.3916662;-45.120503652039325
1739209668.3916674;-38.13080360867914
1739209668.3916686;-35.57807855764607
1739209668.39167;-38.13080360867914
1739209668.3916712;-45.120503652039325
1739209668.3916724;-45.120503652039325
1739209668.3916738;-38.13080360867914
1739209668.391675;-33.981070128970906
1739209668.3916762;-45.120503652039325
1739209668.3916774;-38.13080360867914
1739209668.3916788;-35.57807855764607
1739209668.39168;-45.120503652039325
1739209668.3916812;-45.120503652039325
1739209668.3916826;-38.13080360867914
1739209668.3916838;-45.120503652039325
1739209668.391685;-32.816014438256545
1739209668.3916862;-45.120503652039325
1739209668.3916876;-45.120503652039325
1739209668.3916888;-38.13080360867914
1739209668.39169;-38.13080360867914
1739209668.3916914;-38.13080360867914
1739209668.3916926;-38.13080360867914
1739209668.3916938;-38.13080360867914
1739209668.391695;-38.13080360867914
1739209668.3916965;-45.120503652039325
1739209668.3916976;-45.120503652039325
1739209668.3916988;-38.13080360867914
1739209668.3917003;-38.13080360867914
1739209668.3917015;-45.120503652039325
1739209668.3917027;-45.120503652039325
1739209668.3917038;-45.120503652039325
1739209668.3917053;-38.13080360867914
1739209668.3917065;-38.13080360867914
1739209668.3917077;-38.13080360867914
1739209668.391709;-45.120503652039325
1739209668.3917103;-38.13080360867914
1739209668.3917115;-38.13080360867914
1739209668.391713;-45.120503652039325
1739209668.391714;-45.120503652039325
1739209668.3917153;-38.13080360867914
1739209668.3917165;-38.13080360867914
1739209668.391718;-38.13080360867914
1739209668.391719;-45.120503652039325
1739209668.3917203;-38.13080360867914
1739209668.3917217;-35.57807855764607
1739209668.391723;-38.13080360867914
1739209668.391724;-45.120503652039325
1739209668.3917253;-38.13080360867914
1739209668.3917267;-45.120503652039325
1739209668.391728;-45.120503652039325
1739209668.391729;-45.120503652039325
1739209668.3917305;-45.120503652039325
1739209668.3917317;-38.13080360867914
1739209668.391733;-45.120503652039325
1739209668.3917341;-45.120503652039325
1739209668.3917356;-45.120503652039325
1739209668.3917367;-45.120503652039325
1739209668.391738;-38.13080360867914
1739209668.3917394;-45.120503652039325
1739209668.3917406;-38.13080360867914
1739209668.3917418;-45.120503652039325
1739209668.391743;-38.13080360867914
1739209668.3917444;-45.120503652039325
1739209668.3917456;-45.120503652039325
1739209668.3917468;-45.120503652039325
1739209668.3917482;-38.13080360867914
1739209668.3917494;-38.13080360867914
1739209668.3917506;-45.120503652039325
1739209668.3917518;-45.120503652039325
1739209668.3917532;-38.13080360867914
1739209668.3917544;-35.57807855764607
1739209668.3917556;-45.120503652039325
1739209668.391757;-45.120503652039325
1739209668.3917582;-38.13080360867914
1739209668.3917594;-38.13080360867914
1739209668.3917608;-38.13080360867914
1739209668.391762;-45.120503652039325
1739209668.3917632;-38.13080360867914
1739209668.3917644;-35.57807855764607
1739209668.3917658;-38.13080360867914
1739209668.391767;-45.120503652039325
1739209668.3917682;-38.13080360867914
1739209668.3917696;-35.57807855764607
1739209668.3917708;-45.120503652039325
1739209668.391772;-45.120503652039325
1739209668.3917732;-33.981070128970906
1739209668.3917747;-35.57807855764607
1739209668.3917758;-38.13080360867914
1739209668.391777;-45.120503652039325
1739209668.3917785;-33.981070128970906
1739209668.3917797;-35.57807855764607
1739209668.3917809;-45.120503652039325
1739209668.391782;-45.120503652039325
1739209668.3917835;-45.120503652039325
1739209668.3917847;-45.120503652039325
1739209668.3917859;-35.57807855764607
1739209668.3917873;-29.438486411369333
1739209668.3917885;-38.13080360867914
1739209668.3917897;-38.13080360867914
1739209668.3917909;-45.120503652039325
1739209668.3917923;-38.13080360867914
1739209668.3917935;-45.120503652039325
1739209668.3917947;-38.13080360867914
1739209668.391796;-45.120503652039325
1739209668.3917973;-35.57807855764607
1739209668.3917985;-38.13080360867914
1739209668.3918;-38.13080360867914
1739209668.391801;-45.120503652039325
1739209668.3918023;-45.120503652039325
1739209668.3918035;-45.120503652039325
1739209668.391805;-45.120503652039325
1739209668.3918061;-38.13080360867914
1739209668.3918073;-26.991370085610736
1739209668.3918087;-45.120503652039325
1739209668.39181;-38.13080360867914
1739209668.3918111;-38.13080360867914
1739209668.3918123;-45.120503652039325
1739209668.3918138;-38.13080360867914
1739209668.391815;-35.57807855764607
1739209668.3918161;-38.13080360867914
1739209668.3918176;-31.141103565318943
1739209668.3918188;-45.120503652039325
1739209668.39182;-38.13080360867914
1739209668.3918211;-38.13080360867914
1739209668.3918226;-45.120503652039325
1739209668.3918238;-38.13080360867914
1739209668.391825;-35.57807855764607
1739209668.3918264;-38.13080360867914
1739209668.3918276;-27.8777449560314
1739209668.3918288;-38.13080360867914
1739209668.39183;-45.120503652039325
1739209668.3918314;-33.981070128970906
1739209668.3918326;-35.57807855764607
1739209668.3918338;-38.13080360867914
1739209668.3918352;-38.13080360867914
1739209668.3918364;-35.57807855764607
1739209668.3918376;-38.13080360867914
