CAN Message; 0x62:00cd2b39dad0bb3c
Timestamp;Amplitude
1739209910.7447052;-35.57807855764607
1739209910.744706;-38.13080360867914
1739209910.7447069;-35.57807855764607
1739209910.7447076;-38.13080360867914
1739209910.7447085;-45.120503652039325
1739209910.7447095;-45.120503652039325
1739209910.7447102;-38.13080360867914
1739209910.7447112;-33.981070128970906
1739209910.7447119;-45.120503652039325
1739209910.7447128;-33.981070128970906
1739209910.7447138;-33.981070128970906
1739209910.7447145;-45.120503652039325
1739209910.7447155;-45.120503652039325
1739209910.7447162;-45.120503652039325
1739209910.7447171;-38.13080360867914
1739209910.744718;-45.120503652039325
1739209910.7447188;-45.120503652039325
1739209910.7447197;-35.57807855764607
1739209910.7447205;-32.816014438256545
1739209910.7447214;-38.13080360867914
1739209910.7447224;-38.13080360867914
1739209910.744723;-38.13080360867914
1739209910.744724;-35.57807855764607
1739209910.7447248;-38.13080360867914
1739209910.7447257;-38.13080360867914
1739209910.7447267;-38.13080360867914
1739209910.7447274;-35.57807855764607
1739209910.7447283;-38.13080360867914
1739209910.744729;-38.13080360867914
1739209910.74473;-45.120503652039325
1739209910.744731;-32.816014438256545
1739209910.7447317;-45.120503652039325
1739209910.7447326;-45.120503652039325
1739209910.7447333;-38.13080360867914
1739209910.7447343;-45.120503652039325
1739209910.7447352;-38.13080360867914
1739209910.744736;-30.49652367304973
1739209910.744737;-38.13080360867914
1739209910.7447376;-38.13080360867914
1739209910.7447386;-38.13080360867914
1739209910.7447395;-35.57807855764607
1739209910.7447402;-38.13080360867914
1739209910.7447412;-45.120503652039325
1739209910.744742;-45.120503652039325
1739209910.7447429;-45.120503652039325
1739209910.7447438;-45.120503652039325
1739209910.7447445;-45.120503652039325
1739209910.7447455;-38.13080360867914
1739209910.7447462;-38.13080360867914
1739209910.7447472;-38.13080360867914
1739209910.744748;-38.13080360867914
1739209910.7447488;-45.120503652039325
1739209910.7447498;-38.13080360867914
1739209910.7447505;-45.120503652039325
1739209910.7447515;-35.57807855764607
1739209910.7447524;-38.13080360867914
1739209910.7447531;-45.120503652039325
1739209910.744754;-33.981070128970906
1739209910.7447548;-32.816014438256545
1739209910.7447557;-38.13080360867914
1739209910.7447567;-45.120503652039325
1739209910.7447574;-33.981070128970906
1739209910.7447584;-38.13080360867914
1739209910.744759;-45.120503652039325
1739209910.74476;-45.120503652039325
1739209910.744761;-33.981070128970906
1739209910.7447617;-35.57807855764607
1739209910.7447627;-38.13080360867914
1739209910.7447634;-45.120503652039325
1739209910.7447643;-38.13080360867914
1739209910.7447653;-33.981070128970906
1739209910.744766;-45.120503652039325
1739209910.744767;-45.120503652039325
1739209910.7447677;-45.120503652039325
1739209910.7447686;-38.13080360867914
1739209910.7447696;-38.13080360867914
1739209910.7447703;-38.13080360867914
1739209910.7447712;-31.141103565318915
1739209910.744772;-38.13080360867914
1739209910.744773;-45.120503652039325
1739209910.7447739;-38.13080360867914
1739209910.7447746;-38.13080360867914
1739209910.7447755;-45.120503652039325
1739209910.7447762;-38.13080360867914
1739209910.7447772;-38.13080360867914
1739209910.7447782;-32.816014438256545
1739209910.7447789;-45.120503652039325
1739209910.7447798;-38.13080360867914
1739209910.7447805;-35.57807855764607
1739209910.7447815;-38.13080360867914
1739209910.7447824;-45.120503652039325
1739209910.7447832;-38.13080360867914
1739209910.744784;-45.120503652039325
1739209910.7447848;-38.13080360867914
1739209910.7447858;-45.120503652039325
1739209910.7447867;-38.13080360867914
1739209910.7447875;-32.816014438256545
1739209910.7447884;-33.981070128970906
1739209910.7447891;-35.57807855764607
1739209910.74479;-35.57807855764607
1739209910.744791;-38.13080360867914
1739209910.7447917;-38.13080360867914
1739209910.7447927;-45.120503652039325
1739209910.7447934;-45.120503652039325
1739209910.7447944;-38.13080360867914
1739209910.7447953;-38.13080360867914
1739209910.744796;-33.981070128970906
1739209910.744797;-35.57807855764607
1739209910.7447977;-45.120503652039325
1739209910.7447987;-38.13080360867914
1739209910.7447996;-38.13080360867914
1739209910.7448003;-45.120503652039325
1739209910.7448013;-45.120503652039325
1739209910.744802;-33.981070128970906
1739209910.744803;-35.57807855764607
1739209910.744804;-38.13080360867914
1739209910.7448046;-38.13080360867914
1739209910.7448056;-33.981070128970906
1739209910.7448063;-33.981070128970906
1739209910.7448072;-45.120503652039325
1739209910.7448082;-45.120503652039325
1739209910.744809;-45.120503652039325
1739209910.7448099;-35.57807855764607
1739209910.7448106;-38.13080360867914
1739209910.7448115;-35.57807855764607
1739209910.7448125;-45.120503652039325
1739209910.7448132;-45.120503652039325
1739209910.7448142;-38.13080360867914
1739209910.7448149;-45.120503652039325
1739209910.7448158;-45.120503652039325
1739209910.7448168;-38.13080360867914
1739209910.7448175;-38.13080360867914
1739209910.7448184;-45.120503652039325
1739209910.7448192;-30.49652367304973
1739209910.74482;-30.49652367304973
1739209910.744821;-45.120503652039325
1739209910.7448218;-38.13080360867914
1739209910.7448227;-35.57807855764607
1739209910.7448235;-33.981070128970906
1739209910.7448244;-45.120503652039325
1739209910.7448254;-33.981070128970906
1739209910.744826;-38.13080360867914
1739209910.744827;-45.120503652039325
1739209910.7448277;-38.13080360867914
1739209910.7448287;-45.120503652039325
1739209910.7448297;-45.120503652039325
1739209910.7448304;-45.120503652039325
1739209910.7448313;-38.13080360867914
1739209910.744832;-45.120503652039325
1739209910.744833;-31.141103565318893
1739209910.744834;-28.58837851428586
1739209910.7448347;-45.120503652039325
1739209910.7448356;-45.120503652039325
1739209910.7448363;-38.13080360867914
1739209910.7448373;-31.141103565318893
1739209910.7448382;-38.13080360867914
1739209910.744839;-35.57807855764607
1739209910.74484;-38.13080360867914
1739209910.7448406;-45.120503652039325
1739209910.7448416;-38.13080360867914
1739209910.7448425;-38.13080360867914
1739209910.7448432;-45.120503652039325
1739209910.7448442;-45.120503652039325
1739209910.744845;-45.120503652039325
1739209910.7448459;-45.120503652039325
1739209910.7448468;-35.57807855764607
1739209910.7448475;-31.141103565318893
1739209910.7448485;-33.981070128970906
1739209910.7448492;-38.13080360867914
1739209910.7448502;-33.981070128970906
1739209910.744851;-31.141103565318893
1739209910.7448518;-45.120503652039325
1739209910.7448528;-45.120503652039325
1739209910.7448535;-45.120503652039325
1739209910.7448545;-45.120503652039325
1739209910.7448554;-38.13080360867914
1739209910.744856;-45.120503652039325
1739209910.744857;-45.120503652039325
1739209910.7448578;-45.120503652039325
1739209910.7448587;-45.120503652039325
1739209910.7448597;-45.120503652039325
1739209910.7448604;-38.13080360867914
1739209910.7448614;-35.57807855764607
1739209910.744862;-38.13080360867914
1739209910.744863;-45.120503652039325
1739209910.744864;-38.13080360867914
1739209910.7448647;-32.816014438256545
1739209910.7448657;-33.981070128970906
1739209910.7448664;-45.120503652039325
1739209910.7448673;-38.13080360867914
1739209910.7448683;-35.57807855764607
1739209910.744869;-38.13080360867914
1739209910.74487;-45.120503652039325
1739209910.7448707;-45.120503652039325
1739209910.7448716;-38.13080360867914
1739209910.7448726;-38.13080360867914
1739209910.7448733;-45.120503652039325
1739209910.7448742;-45.120503652039325
1739209910.744875;-45.120503652039325
1739209910.744876;-38.13080360867914
1739209910.7448769;-45.120503652039325
1739209910.7448776;-45.120503652039325
1739209910.7448785;-45.120503652039325
1739209910.7448792;-38.13080360867914
1739209910.7448802;-45.120503652039325
1739209910.7448812;-45.120503652039325
1739209910.7448819;-28.58837851428586
1739209910.7448828;-33.981070128970906
1739209910.7448835;-45.120503652039325
1739209910.7448845;-38.13080360867914
1739209910.7448854;-32.816014438256545
1739209910.7448862;-38.13080360867914
1739209910.744887;-45.120503652039325
1739209910.7448878;-33.981070128970906
1739209910.7448888;-38.13080360867914
1739209910.7448897;-45.120503652039325
1739209910.7448905;-33.981070128970906
1739209910.7448914;-38.13080360867914
1739209910.7448921;-45.120503652039325
1739209910.744893;-38.13080360867914
1739209910.744894;-45.120503652039325
1739209910.7448947;-38.13080360867914
1739209910.7448957;-28.58837851428586
1739209910.7448964;-31.141103565318915
1739209910.7448974;-45.120503652039325
1739209910.7448983;-45.120503652039325
1739209910.744899;-32.816014438256545
1739209910.7449;-38.13080360867914
1739209910.7449007;-45.120503652039325
1739209910.7449017;-38.13080360867914
1739209910.7449026;-35.57807855764607
1739209910.7449033;-45.120503652039325
1739209910.7449043;-45.120503652039325
1739209910.744905;-45.120503652039325
1739209910.744906;-45.120503652039325
1739209910.744907;-45.120503652039325
1739209910.7449076;-45.120503652039325
1739209910.7449086;-38.13080360867914
1739209910.7449093;-30.49652367304973
1739209910.7449102;-33.981070128970906
1739209910.7449112;-45.120503652039325
1739209910.744912;-38.13080360867914
1739209910.7449129;-35.57807855764607
1739209910.7449136;-38.13080360867914
1739209910.7449145;-45.120503652039325
1739209910.7449155;-38.13080360867914
1739209910.7449162;-35.57807855764607
1739209910.7449172;-38.13080360867914
1739209910.7449179;-38.13080360867914
1739209910.7449188;-38.13080360867914
1739209910.7449198;-38.13080360867914
1739209910.7449205;-38.13080360867914
1739209910.7449214;-45.120503652039325
1739209910.7449222;-45.120503652039325
1739209910.744923;-45.120503652039325
1739209910.744924;-45.120503652039325
1739209910.7449248;-38.13080360867914
1739209910.7449257;-35.57807855764607
1739209910.7449265;-38.13080360867914
1739209910.7449274;-45.120503652039325
1739209910.7449281;-45.120503652039325
1739209910.744929;-45.120503652039325
1739209910.74493;-33.981070128970906
1739209910.7449307;-33.981070128970906
1739209910.7449317;-45.120503652039325
1739209910.7449324;-38.13080360867914
1739209910.7449334;-32.816014438256545
1739209910.7449343;-35.57807855764607
1739209910.744935;-38.13080360867914
1739209910.744936;-38.13080360867914
1739209910.7449367;-38.13080360867914
1739209910.7449377;-45.120503652039325
1739209910.7449386;-45.120503652039325
1739209910.7449393;-38.13080360867914
1739209910.7449403;-35.57807855764607
1739209910.744941;-38.13080360867914
1739209910.744942;-45.120503652039325
1739209910.744943;-38.13080360867914
1739209910.7449436;-35.57807855764607
1739209910.7449446;-45.120503652039325
1739209910.7449453;-45.120503652039325
1739209910.7449462;-38.13080360867914
1739209910.7449472;-38.13080360867914
1739209910.744948;-45.120503652039325
1739209910.7449489;-45.120503652039325
1739209910.7449496;-38.13080360867914
1739209910.7449505;-35.57807855764607
1739209910.7449515;-35.57807855764607
1739209910.7449522;-35.57807855764607
1739209910.7449532;-38.13080360867914
1739209910.7449539;-38.13080360867914
1739209910.7449548;-38.13080360867914
1739209910.7449558;-45.120503652039325
1739209910.7449565;-45.120503652039325
1739209910.7449574;-35.57807855764607
1739209910.7449582;-45.120503652039325
1739209910.744959;-38.13080360867914
1739209910.74496;-38.13080360867914
1739209910.7449608;-35.57807855764607
1739209910.7449617;-45.120503652039325
1739209910.7449625;-45.120503652039325
1739209910.7449634;-33.981070128970906
1739209910.7449644;-45.120503652039325
1739209910.744965;-35.57807855764607
1739209910.744966;-33.981070128970906
1739209910.7449667;-45.120503652039325
1739209910.7449677;-38.13080360867914
1739209910.7449687;-35.57807855764607
1739209910.7449694;-32.816014438256545
1739209910.7449703;-38.13080360867914
1739209910.744971;-35.57807855764607
1739209910.744972;-38.13080360867914
1739209910.744973;-45.120503652039325
1739209910.7449737;-45.120503652039325
1739209910.7449746;-38.13080360867914
1739209910.7449753;-38.13080360867914
1739209910.7449763;-45.120503652039325
1739209910.7449772;-31.141103565318915
1739209910.744978;-35.57807855764607
1739209910.744979;-38.13080360867914
1739209910.7449796;-38.13080360867914
1739209910.7449806;-38.13080360867914
1739209910.7449815;-38.13080360867914
1739209910.7449822;-35.57807855764607
1739209910.7449832;-35.57807855764607
1739209910.744984;-38.13080360867914
1739209910.7449849;-45.120503652039325
1739209910.7449858;-33.981070128970906
1739209910.7449865;-45.120503652039325
1739209910.7449875;-33.981070128970906
1739209910.7449882;-32.816014438256545
1739209910.7449892;-38.13080360867914
1739209910.74499;-45.120503652039325
1739209910.7449908;-45.120503652039325
1739209910.7449918;-38.13080360867914
1739209910.7449925;-45.120503652039325
1739209910.7449934;-45.120503652039325
1739209910.7449944;-32.816014438256545
1739209910.744995;-35.57807855764607
1739209910.744996;-35.57807855764607
1739209910.7449968;-45.120503652039325
1739209910.7449977;-38.13080360867914
1739209910.7449987;-45.120503652039325
1739209910.7449994;-38.13080360867914
1739209910.7450004;-29.438486411369333
1739209910.745001;-45.120503652039325
1739209910.745002;-38.13080360867914
1739209910.745003;-35.57807855764607
1739209910.7450037;-38.13080360867914
1739209910.7450047;-38.13080360867914
1739209910.7450054;-35.57807855764607
1739209910.7450063;-45.120503652039325
1739209910.7450073;-35.57807855764607
1739209910.745008;-38.13080360867914
1739209910.745009;-45.120503652039325
1739209910.7450097;-38.13080360867914
1739209910.7450106;-45.120503652039325
1739209910.7450116;-45.120503652039325
1739209910.7450123;-45.120503652039325
1739209910.7450132;-35.57807855764607
1739209910.745014;-35.57807855764607
1739209910.745015;-45.120503652039325
1739209910.7450159;-45.120503652039325
1739209910.7450166;-45.120503652039325
1739209910.7450175;-38.13080360867914
1739209910.7450182;-35.57807855764607
1739209910.7450192;-35.57807855764607
1739209910.7450202;-35.57807855764607
1739209910.7450209;-32.816014438256545
1739209910.7450218;-45.120503652039325
1739209910.7450225;-45.120503652039325
1739209910.7450235;-38.13080360867914
1739209910.7450244;-35.57807855764607
1739209910.7450252;-45.120503652039325
1739209910.745026;-38.13080360867914
1739209910.7450268;-38.13080360867914
1739209910.7450278;-38.13080360867914
1739209910.7450287;-45.120503652039325
1739209910.7450294;-45.120503652039325
1739209910.7450304;-38.13080360867914
1739209910.745031;-45.120503652039325
1739209910.745032;-45.120503652039325
1739209910.745033;-38.13080360867914
1739209910.7450337;-38.13080360867914
1739209910.7450347;-28.58837851428586
1739209910.7450354;-35.57807855764607
1739209910.7450364;-38.13080360867914
1739209910.7450373;-33.981070128970906
1739209910.745038;-38.13080360867914
1739209910.745039;-33.981070128970906
1739209910.7450397;-35.57807855764607
1739209910.7450407;-38.13080360867914
1739209910.7450416;-38.13080360867914
1739209910.7450423;-45.120503652039325
1739209910.7450433;-33.981070128970906
1739209910.745044;-45.120503652039325
1739209910.745045;-45.120503652039325
1739209910.745046;-33.981070128970906
1739209910.7450466;-35.57807855764607
1739209910.7450476;-38.13080360867914
1739209910.7450483;-38.13080360867914
1739209910.7450492;-38.13080360867914
1739209910.7450502;-38.13080360867914
1739209910.745051;-33.981070128970906
1739209910.7450519;-45.120503652039325
1739209910.7450526;-45.120503652039325
1739209910.7450535;-38.13080360867914
1739209910.7450545;-38.13080360867914
1739209910.7450552;-45.120503652039325
1739209910.7450562;-33.981070128970906
1739209910.7450569;-35.57807855764607
1739209910.7450578;-38.13080360867914
1739209910.7450588;-45.120503652039325
1739209910.7450595;-38.13080360867914
1739209910.7450604;-38.13080360867914
1739209910.7450612;-38.13080360867914
1739209910.745062;-45.120503652039325
1739209910.745063;-45.120503652039325
1739209910.7450638;-35.57807855764607
1739209910.7450647;-45.120503652039325
1739209910.7450655;-45.120503652039325
1739209910.7450664;-45.120503652039325
1739209910.7450674;-38.13080360867914
1739209910.745068;-38.13080360867914
1739209910.745069;-38.13080360867914
1739209910.7450697;-32.816014438256545
1739209910.7450707;-38.13080360867914
1739209910.7450716;-45.120503652039325
1739209910.7450724;-45.120503652039325
1739209910.7450733;-31.141103565318915
1739209910.745074;-38.13080360867914
1739209910.745075;-45.120503652039325
1739209910.745076;-38.13080360867914
1739209910.7450767;-38.13080360867914
1739209910.7450776;-33.981070128970906
1739209910.7450783;-38.13080360867914
1739209910.7450793;-45.120503652039325
1739209910.7450802;-45.120503652039325
1739209910.745081;-35.57807855764607
1739209910.745082;-38.13080360867914
1739209910.7450826;-33.981070128970906
1739209910.7450836;-38.13080360867914
1739209910.7450845;-35.57807855764607
1739209910.7450852;-38.13080360867914
1739209910.7450862;-38.13080360867914
1739209910.745087;-32.816014438256545
1739209910.7450879;-45.120503652039325
1739209910.7450888;-38.13080360867914
1739209910.7450895;-38.13080360867914
1739209910.7450905;-33.981070128970906
1739209910.7450912;-38.13080360867914
1739209910.7450922;-45.120503652039325
1739209910.745093;-45.120503652039325
1739209910.7450938;-45.120503652039325
1739209910.7450948;-38.13080360867914
1739209910.7450955;-45.120503652039325
1739209910.7450964;-45.120503652039325
1739209910.7450974;-45.120503652039325
1739209910.745098;-35.57807855764607
1739209910.745099;-38.13080360867914
1739209910.7450998;-38.13080360867914
1739209910.7451007;-33.981070128970906
1739209910.7451017;-45.120503652039325
1739209910.7451024;-45.120503652039325
1739209910.7451034;-45.120503652039325
1739209910.745104;-33.981070128970906
1739209910.745105;-35.57807855764607
1739209910.745106;-38.13080360867914
1739209910.7451067;-45.120503652039325
1739209910.7451077;-38.13080360867914
1739209910.7451084;-38.13080360867914
1739209910.7451093;-45.120503652039325
1739209910.7451103;-45.120503652039325
1739209910.745111;-45.120503652039325
1739209910.745112;-38.13080360867914
1739209910.7451127;-38.13080360867914
1739209910.7451136;-45.120503652039325
1739209910.7451146;-45.120503652039325
1739209910.7451153;-35.57807855764607
1739209910.7451162;-38.13080360867914
1739209910.745117;-45.120503652039325
1739209910.745118;-38.13080360867914
1739209910.7451189;-38.13080360867914
1739209910.7451196;-45.120503652039325
1739209910.7451205;-45.120503652039325
1739209910.7451212;-33.981070128970906
1739209910.7451222;-35.57807855764607
1739209910.7451231;-38.13080360867914
1739209910.7451239;-45.120503652039325
1739209910.7451248;-38.13080360867914
1739209910.7451255;-35.57807855764607
1739209910.7451265;-45.120503652039325
1739209910.7451274;-45.120503652039325
1739209910.7451282;-38.13080360867914
1739209910.745129;-38.13080360867914
1739209910.7451298;-45.120503652039325
1739209910.7451308;-35.57807855764607
1739209910.7451317;-45.120503652039325
1739209910.7451324;-45.120503652039325
1739209910.7451334;-45.120503652039325
1739209910.745134;-45.120503652039325
1739209910.745135;-45.120503652039325
1739209910.745136;-45.120503652039325
1739209910.7451367;-38.13080360867914
1739209910.7451377;-38.13080360867914
1739209910.7451384;-30.49652367304973
1739209910.7451394;-28.58837851428586
1739209910.7451403;-45.120503652039325
1739209910.745141;-38.13080360867914
1739209910.745142;-35.57807855764607
1739209910.7451427;-38.13080360867914
1739209910.7451437;-38.13080360867914
1739209910.7451446;-45.120503652039325
1739209910.7451453;-38.13080360867914
1739209910.7451463;-38.13080360867914
1739209910.745147;-38.13080360867914
1739209910.745148;-38.13080360867914
1739209910.745149;-38.13080360867914
1739209910.7451496;-45.120503652039325
1739209910.7451506;-33.981070128970906
1739209910.7451513;-45.120503652039325
1739209910.7451522;-45.120503652039325
1739209910.7451532;-38.13080360867914
1739209910.745154;-45.120503652039325
