CAN Message; 0x62:00cd2b39dad0bb3c
1739209910.7451549;-33.981070128970906
1739209910.7451556;-33.981070128970906
1739209910.7451565;-35.57807855764607
1739209910.7451575;-38.13080360867914
1739209910.7451582;-35.57807855764607
1739209910.7451591;-38.13080360867914
1739209910.7451599;-38.13080360867914
1739209910.7451608;-45.120503652039325
1739209910.7451618;-38.13080360867914
1739209910.7451625;-45.120503652039325
1739209910.7451634;-38.13080360867914
1739209910.7451642;-45.120503652039325
1739209910.745165;-32.816014438256545
1739209910.745166;-45.120503652039325
1739209910.7451668;-45.120503652039325
1739209910.7451677;-38.13080360867914
1739209910.7451684;-45.120503652039325
1739209910.7451694;-45.120503652039325
1739209910.7451704;-45.120503652039325
1739209910.745171;-38.13080360867914
1739209910.745172;-45.120503652039325
1739209910.7451727;-35.57807855764607
1739209910.7451737;-26.991370085610736
1739209910.7451746;-38.13080360867914
1739209910.7451754;-45.120503652039325
1739209910.7451763;-38.13080360867914
1739209910.745177;-32.816014438256545
1739209910.745178;-45.120503652039325
1739209910.745179;-45.120503652039325
1739209910.7451797;-45.120503652039325
1739209910.7451806;-35.57807855764607
1739209910.7451813;-38.13080360867914
1739209910.7451823;-38.13080360867914
1739209910.7451832;-45.120503652039325
1739209910.745184;-45.120503652039325
1739209910.745185;-33.981070128970906
1739209910.7451856;-45.120503652039325
1739209910.7451866;-38.13080360867914
1739209910.7451875;-26.991370085610736
1739209910.7451882;-45.120503652039325
1739209910.7451892;-33.981070128970906
1739209910.74519;-33.981070128970906
1739209910.7451909;-35.57807855764607
1739209910.7451918;-38.13080360867914
1739209910.7451925;-35.57807855764607
1739209910.7451935;-45.120503652039325
1739209910.7451942;-38.13080360867914
1739209910.7451952;-38.13080360867914
1739209910.745196;-45.120503652039325
1739209910.7451968;-45.120503652039325
1739209910.7451978;-45.120503652039325
1739209910.7451985;-35.57807855764607
1739209910.7451994;-35.57807855764607
1739209910.7452004;-38.13080360867914
1739209910.745201;-35.57807855764607
1739209910.745202;-38.13080360867914
1739209910.7452028;-38.13080360867914
1739209910.7452037;-45.120503652039325
1739209910.7452047;-45.120503652039325
1739209910.7452054;-38.13080360867914
1739209910.7452064;-38.13080360867914
1739209910.745207;-33.981070128970906
1739209910.745208;-45.120503652039325
1739209910.745209;-45.120503652039325
1739209910.7452097;-32.816014438256545
1739209910.7452106;-45.120503652039325
1739209910.7452114;-45.120503652039325
1739209910.7452123;-45.120503652039325
1739209910.7452133;-45.120503652039325
1739209910.745214;-45.120503652039325
1739209910.745215;-45.120503652039325
1739209910.7452157;-45.120503652039325
1739209910.7452166;-38.13080360867914
1739209910.7452176;-45.120503652039325
1739209910.7452183;-45.120503652039325
1739209910.7452192;-38.13080360867914
1739209910.74522;-35.57807855764607
1739209910.745221;-45.120503652039325
1739209910.7452219;-38.13080360867914
1739209910.7452226;-38.13080360867914
1739209910.7452235;-45.120503652039325
1739209910.7452242;-38.13080360867914
1739209910.7452252;-30.49652367304973
1739209910.7452261;-38.13080360867914
1739209910.7452269;-45.120503652039325
1739209910.7452278;-33.981070128970906
1739209910.7452285;-38.13080360867914
1739209910.7452295;-45.120503652039325
1739209910.7452304;-45.120503652039325
1739209910.7452312;-38.13080360867914
1739209910.745232;-38.13080360867914
1739209910.7452328;-33.981070128970906
1739209910.7452338;-38.13080360867914
1739209910.7452347;-38.13080360867914
1739209910.7452354;-32.816014438256545
1739209910.7452364;-38.13080360867914
1739209910.745237;-45.120503652039325
1739209910.745238;-38.13080360867914
1739209910.745239;-45.120503652039325
1739209910.7452397;-38.13080360867914
1739209910.7452407;-45.120503652039325
1739209910.7452414;-45.120503652039325
1739209910.7452424;-38.13080360867914
1739209910.7452433;-35.57807855764607
1739209910.745244;-38.13080360867914
1739209910.745245;-38.13080360867914
1739209910.7452457;-38.13080360867914
1739209910.7452466;-33.981070128970906
1739209910.7452476;-45.120503652039325
1739209910.7452483;-38.13080360867914
1739209910.7452493;-45.120503652039325
1739209910.74525;-31.14110356531892
1739209910.745251;-38.13080360867914
1739209910.745252;-45.120503652039325
1739209910.7452526;-45.120503652039325
1739209910.7452536;-45.120503652039325
1739209910.7452543;-38.13080360867914
1739209910.7452552;-38.13080360867914
1739209910.7452562;-38.13080360867914
1739209910.745257;-33.981070128970906
1739209910.7452579;-35.57807855764607
1739209910.7452586;-38.13080360867914
1739209910.7452595;-45.120503652039325
1739209910.7452605;-38.13080360867914
1739209910.7452612;-38.13080360867914
1739209910.7452621;-45.120503652039325
1739209910.7452629;-45.120503652039325
1739209910.7452638;-38.13080360867914
1739209910.7452648;-38.13080360867914
1739209910.7452655;-38.13080360867914
1739209910.7452664;-38.13080360867914
1739209910.7452672;-38.13080360867914
1739209910.745268;-38.13080360867914
1739209910.745269;-38.13080360867914
1739209910.7452698;-38.13080360867914
1739209910.7452707;-33.981070128970906
1739209910.7452714;-38.13080360867914
1739209910.7452724;-45.120503652039325
1739209910.7452734;-38.13080360867914
1739209910.745274;-45.120503652039325
1739209910.745275;-45.120503652039325
1739209910.7452757;-38.13080360867914
1739209910.7452767;-38.13080360867914
1739209910.7452776;-35.57807855764607
1739209910.7452784;-35.57807855764607
1739209910.7452793;-45.120503652039325
1739209910.74528;-45.120503652039325
1739209910.745281;-38.13080360867914
1739209910.745282;-45.120503652039325
1739209910.7452826;-45.120503652039325
1739209910.7452836;-33.981070128970906
1739209910.7452843;-38.13080360867914
1739209910.7452853;-45.120503652039325
1739209910.7452862;-38.13080360867914
1739209910.745287;-35.57807855764607
1739209910.745288;-45.120503652039325
1739209910.7452886;-45.120503652039325
1739209910.7452896;-33.981070128970906
1739209910.7452905;-38.13080360867914
1739209910.7452912;-32.816014438256545
1739209910.7452922;-33.981070128970906
1739209910.745293;-45.120503652039325
1739209910.7452939;-35.57807855764607
1739209910.7452948;-38.13080360867914
1739209910.7452955;-45.120503652039325
1739209910.7452965;-38.13080360867914
1739209910.7452972;-32.816014438256545
1739209910.7452981;-32.81601443825658
1739209910.745299;-38.13080360867914
1739209910.7452998;-33.981070128970906
1739209910.7453008;-35.57807855764607
1739209910.7453015;-38.13080360867914
1739209910.7453024;-45.120503652039325
1739209910.7453034;-38.13080360867914
1739209910.745304;-38.13080360867914
1739209910.745305;-32.816014438256545
1739209910.7453058;-30.49652367304973
1739209910.7453067;-45.120503652039325
1739209910.7453077;-45.120503652039325
1739209910.7453084;-38.13080360867914
1739209910.7453094;-45.120503652039325
1739209910.74531;-45.120503652039325
1739209910.745311;-38.13080360867914
1739209910.745312;-38.13080360867914
1739209910.7453127;-45.120503652039325
1739209910.7453136;-45.120503652039325
1739209910.7453144;-38.13080360867914
1739209910.7453153;-45.120503652039325
1739209910.7453163;-45.120503652039325
1739209910.745317;-45.120503652039325
1739209910.745318;-38.13080360867914
1739209910.7453187;-38.13080360867914
1739209910.7453196;-45.120503652039325
1739209910.7453206;-38.13080360867914
1739209910.7453213;-35.57807855764607
1739209910.7453222;-45.120503652039325
1739209910.745323;-45.120503652039325
1739209910.745324;-33.981070128970906
1739209910.7453249;-45.120503652039325
1739209910.7453256;-35.57807855764607
1739209910.7453265;-31.141103565318893
1739209910.7453272;-38.13080360867914
1739209910.7453282;-35.57807855764607
1739209910.7453291;-38.13080360867914
1739209910.7453299;-38.13080360867914
1739209910.7453308;-45.120503652039325
1739209910.7453315;-35.57807855764607
1739209910.7453325;-45.120503652039325
1739209910.7453334;-32.81601443825658
1739209910.7453341;-38.13080360867914
1739209910.745335;-45.120503652039325
1739209910.7453358;-45.120503652039325
1739209910.7453368;-45.120503652039325
1739209910.7453377;-38.13080360867914
1739209910.7453384;-38.13080360867914
1739209910.7453394;-38.13080360867914
1739209910.74534;-26.991370085610736
1739209910.745341;-38.13080360867914
1739209910.745342;-45.120503652039325
1739209910.7453427;-38.13080360867914
1739209910.7453437;-38.13080360867914
1739209910.7453444;-45.120503652039325
1739209910.7453454;-38.13080360867914
1739209910.7453463;-38.13080360867914
1739209910.745347;-33.981070128970956
1739209910.745348;-38.13080360867914
1739209910.7453487;-38.13080360867914
1739209910.7453496;-45.120503652039325
1739209910.7453506;-45.120503652039325
1739209910.7453513;-38.13080360867914
1739209910.7453523;-38.13080360867914
1739209910.745353;-45.120503652039325
1739209910.745354;-30.49652367304973
1739209910.745355;-35.57807855764607
1739209910.7453556;-38.13080360867914
1739209910.7453566;-45.120503652039325
1739209910.7453573;-45.120503652039325
1739209910.7453582;-38.13080360867914
1739209910.7453592;-38.13080360867914
1739209910.74536;-45.120503652039325
1739209910.7453609;-45.120503652039325
1739209910.7453616;-45.120503652039325
1739209910.7453625;-45.120503652039325
1739209910.7453632;-38.13080360867914
1739209910.7453642;-38.13080360867914
1739209910.7453651;-38.13080360867914
1739209910.7453659;-35.57807855764607
1739209910.7453668;-38.13080360867914
1739209910.7453675;-45.120503652039325
1739209910.7453685;-45.120503652039325
1739209910.7453694;-38.13080360867914
1739209910.7453701;-38.13080360867914
1739209910.745371;-45.120503652039325
1739209910.7453718;-45.120503652039325
1739209910.7453728;-38.13080360867914
1739209910.7453737;-38.13080360867914
1739209910.7453744;-38.13080360867914
1739209910.7453754;-38.13080360867914
1739209910.745376;-45.120503652039325
1739209910.745377;-38.13080360867914
