CAN Message; 0x1d3:0000dbdb53700b57
1739209621.605686;-45.120503652039325
1739209621.6056886;-45.120503652039325
1739209621.605691;-45.120503652039325
1739209621.6056933;-35.57807855764607
1739209621.6056957;-35.57807855764607
1739209621.605698;-45.120503652039325
1739209621.6057005;-38.13080360867914
1739209621.6057029;-38.13080360867914
1739209621.6057055;-31.141103565318915
1739209621.605708;-35.57807855764607
1739209621.6057103;-38.13080360867914
1739209621.6057127;-45.120503652039325
1739209621.605715;-38.13080360867914
1739209621.6057174;-38.13080360867914
1739209621.6057198;-45.120503652039325
1739209621.6057222;-38.13080360867914
1739209621.6057248;-45.120503652039325
1739209621.6057272;-45.120503652039325
1739209621.6057296;-45.120503652039325
1739209621.605732;-33.981070128970906
1739209621.6057343;-33.981070128970906
1739209621.6057367;-45.120503652039325
1739209621.605739;-38.13080360867914
1739209621.6057415;-33.981070128970906
1739209621.6057441;-33.981070128970906
1739209621.6057465;-38.13080360867914
1739209621.605749;-45.120503652039325
1739209621.6057513;-45.120503652039325
1739209621.6057537;-33.981070128970906
1739209621.605756;-38.13080360867914
1739209621.6057584;-45.120503652039325
1739209621.605761;-35.57807855764607
1739209621.6057634;-38.13080360867914
1739209621.6057658;-45.120503652039325
1739209621.6057682;-45.120503652039325
1739209621.6057706;-45.120503652039325
1739209621.605773;-45.120503652039325
1739209621.6057754;-45.120503652039325
1739209621.6057777;-45.120503652039325
1739209621.6057804;-32.816014438256545
1739209621.6057827;-32.816014438256545
1739209621.6057851;-45.120503652039325
1739209621.6057875;-45.120503652039325
1739209621.60579;-38.13080360867914
1739209621.6057923;-33.981070128970906
1739209621.6057947;-38.13080360867914
1739209621.605797;-35.57807855764607
1739209621.6057997;-38.13080360867914
1739209621.605802;-33.981070128970906
1739209621.6058044;-38.13080360867914
1739209621.6058068;-38.13080360867914
1739209621.6058092;-38.13080360867914
1739209621.6058116;-45.120503652039325
1739209621.605814;-45.120503652039325
1739209621.6058166;-32.816014438256545
1739209621.605819;-38.13080360867914
1739209621.6058214;-38.13080360867914
1739209621.6058238;-38.13080360867914
1739209621.6058261;-38.13080360867914
1739209621.6058285;-45.120503652039325
1739209621.605831;-33.981070128970906
1739209621.6058333;-38.13080360867914
1739209621.605836;-38.13080360867914
1739209621.6058383;-45.120503652039325
1739209621.6058407;-45.120503652039325
1739209621.605843;-38.13080360867914
1739209621.6058455;-38.13080360867914
1739209621.6058478;-38.13080360867914
1739209621.6058502;-45.120503652039325
1739209621.6058526;-45.120503652039325
1739209621.6058552;-38.13080360867914
1739209621.6058576;-38.13080360867914
1739209621.60586;-38.13080360867914
1739209621.6058624;-31.141103565318915
1739209621.6058648;-45.120503652039325
1739209621.6058671;-45.120503652039325
1739209621.6058695;-38.13080360867914
1739209621.6058722;-38.13080360867914
1739209621.6058745;-33.981070128970906
1739209621.605877;-38.13080360867914
1739209621.6058793;-33.981070128970906
1739209621.6058817;-33.981070128970906
1739209621.605884;-38.13080360867914
1739209621.6058865;-38.13080360867914
1739209621.6058888;-45.120503652039325
1739209621.6058915;-38.13080360867914
1739209621.6058939;-35.57807855764607
1739209621.6058962;-45.120503652039325
1739209621.6058986;-38.13080360867914
1739209621.605901;-33.981070128970906
1739209621.6059034;-45.120503652039325
1739209621.6059058;-45.120503652039325
1739209621.6059082;-45.120503652039325
1739209621.6059108;-38.13080360867914
1739209621.6059132;-38.13080360867914
1739209621.6059155;-45.120503652039325
1739209621.605918;-45.120503652039325
1739209621.6059203;-38.13080360867914
1739209621.6059227;-45.120503652039325
1739209621.605925;-45.120503652039325
1739209621.6059277;-45.120503652039325
1739209621.60593;-38.13080360867914
1739209621.6059325;-45.120503652039325
1739209621.6059349;-45.120503652039325
1739209621.6059372;-45.120503652039325
1739209621.6059396;-38.13080360867914
1739209621.605942;-38.13080360867914
1739209621.6059444;-35.57807855764607
1739209621.605947;-38.13080360867914
1739209621.6059494;-38.13080360867914
1739209621.6059518;-32.816014438256545
1739209621.6059542;-45.120503652039325
1739209621.6059566;-38.13080360867914
1739209621.605959;-28.992665084841942
1739209621.6059613;-45.120503652039325
1739209621.605964;-45.120503652039325
1739209621.6059663;-38.13080360867914
1739209621.6059687;-33.981070128970906
1739209621.605971;-33.981070128970906
1739209621.6059735;-45.120503652039325
1739209621.6059759;-45.120503652039325
1739209621.6059783;-30.49652367304976
1739209621.6059806;-45.120503652039325
1739209621.6059833;-45.120503652039325
1739209621.6059856;-45.120503652039325
1739209621.605988;-33.981070128970906
1739209621.6059904;-38.13080360867914
1739209621.6059928;-45.120503652039325
1739209621.6059952;-38.13080360867914
1739209621.6059976;-27.267205301931607
1739209621.606;-38.13080360867914
1739209621.6060026;-45.120503652039325
1739209621.606005;-45.120503652039325
1739209621.6060073;-45.120503652039325
1739209621.6060097;-45.120503652039325
1739209621.606012;-45.120503652039325
1739209621.6060145;-38.13080360867914
1739209621.6060169;-33.981070128970956
1739209621.6060195;-45.120503652039325
1739209621.606022;-33.981070128970906
1739209621.6060243;-31.141103565318915
1739209621.6060266;-33.981070128970906
1739209621.606029;-38.13080360867914
1739209621.6060314;-35.57807855764607
1739209621.6060338;-32.816014438256545
1739209621.6060362;-30.49652367304973
1739209621.6060388;-31.141103565318893
1739209621.6060412;-38.13080360867914
1739209621.6060436;-38.13080360867914
1739209621.606046;-45.120503652039325
1739209621.6060483;-38.13080360867914
1739209621.6060507;-38.13080360867914
1739209621.606053;-38.13080360867914
1739209621.6060555;-45.120503652039325
1739209621.6060581;-45.120503652039325
1739209621.6060605;-45.120503652039325
1739209621.606063;-45.120503652039325
1739209621.6060653;-38.13080360867914
1739209621.6060677;-45.120503652039325
1739209621.60607;-35.57807855764607
1739209621.6060724;-35.57807855764607
1739209621.606075;-45.120503652039325
1739209621.6060774;-38.13080360867914
1739209621.6060798;-35.57807855764607
1739209621.6060822;-45.120503652039325
1739209621.6060846;-45.120503652039325
1739209621.606087;-38.13080360867914
1739209621.6060894;-35.57807855764607
1739209621.6060917;-45.120503652039325
1739209621.6060944;-32.816014438256545
1739209621.6060967;-35.57807855764607
1739209621.6060991;-45.120503652039325
1739209621.6061015;-45.120503652039325
1739209621.606104;-45.120503652039325
1739209621.6061063;-45.120503652039325
1739209621.6061087;-38.13080360867914
1739209621.606111;-38.13080360867914
1739209621.6061137;-45.120503652039325
1739209621.606116;-38.13080360867914
1739209621.6061184;-38.13080360867914
1739209621.6061208;-45.120503652039325
1739209621.6061232;-45.120503652039325
1739209621.6061256;-38.13080360867914
1739209621.606128;-38.13080360867914
1739209621.6061306;-45.120503652039325
1739209621.606133;-35.57807855764607
1739209621.6061354;-35.57807855764607
1739209621.6061378;-38.13080360867914
1739209621.6061401;-38.13080360867914
1739209621.6061425;-35.57807855764607
1739209621.606145;-38.13080360867914
1739209621.6061473;-45.120503652039325
1739209621.60615;-38.13080360867914
1739209621.6061523;-45.120503652039325
1739209621.6061547;-38.13080360867914
1739209621.606157;-38.13080360867914
1739209621.6061594;-45.120503652039325
1739209621.6061618;-45.120503652039325
1739209621.6061642;-33.981070128970906
1739209621.6061668;-38.13080360867914
1739209621.6061692;-45.120503652039325
1739209621.6061716;-33.981070128970906
1739209621.606174;-38.13080360867914
1739209621.6061764;-45.120503652039325
1739209621.6061788;-38.13080360867914
1739209621.6061811;-45.120503652039325
1739209621.6061835;-45.120503652039325
1739209621.6061862;-45.120503652039325
1739209621.6061885;-45.120503652039325
1739209621.606191;-45.120503652039325
1739209621.6061933;-38.13080360867914
1739209621.6061957;-38.13080360867914
1739209621.606198;-45.120503652039325
1739209621.6062005;-35.57807855764607
1739209621.6062028;-30.49652367304973
1739209621.6062055;-45.120503652039325
1739209621.6062078;-45.120503652039325
1739209621.6062102;-38.13080360867914
1739209621.6062126;-33.981070128970906
1739209621.606215;-38.13080360867914
1739209621.6062174;-38.13080360867914
1739209621.6062198;-38.13080360867914
1739209621.6062224;-38.13080360867914
1739209621.6062248;-38.13080360867914
1739209621.6062272;-45.120503652039325
1739209621.6062295;-45.120503652039325
1739209621.606232;-35.57807855764607
1739209621.6062343;-45.120503652039325
1739209621.6062367;-45.120503652039325
1739209621.606239;-38.13080360867914
1739209621.6062417;-32.816014438256545
1739209621.606244;-38.13080360867914
1739209621.6062465;-38.13080360867914
1739209621.6062489;-45.120503652039325
1739209621.6062512;-38.13080360867914
1739209621.6062536;-33.981070128970906
1739209621.606256;-45.120503652039325
1739209621.6062584;-33.981070128970906
1739209621.606261;-45.120503652039325
1739209621.6062634;-38.13080360867914
1739209621.6062658;-45.120503652039325
1739209621.6062682;-38.13080360867914
1739209621.6062706;-38.13080360867914
1739209621.606273;-45.120503652039325
1739209621.6062753;-38.13080360867914
1739209621.606278;-35.57807855764607
1739209621.6062803;-35.57807855764607
1739209621.6062827;-45.120503652039325
1739209621.606285;-45.120503652039325
1739209621.6062875;-38.13080360867914
1739209621.6062899;-33.981070128970906
1739209621.6062922;-38.13080360867914
1739209621.6062946;-45.120503652039325
1739209621.6062973;-35.57807855764607
1739209621.6062996;-38.13080360867914
1739209621.606302;-45.120503652039325
1739209621.6063044;-45.120503652039325
1739209621.6063068;-38.13080360867914
1739209621.6063092;-38.13080360867914
1739209621.6063116;-38.13080360867914
1739209621.606314;-45.120503652039325
1739209621.6063166;-38.13080360867914
1739209621.606319;-35.57807855764607
1739209621.6063213;-33.981070128970906
1739209621.6063237;-45.120503652039325
1739209621.606326;-38.13080360867914
1739209621.6063285;-45.120503652039325
1739209621.6063309;-45.120503652039325
1739209621.6063335;-45.120503652039325
1739209621.6063359;-35.57807855764607
1739209621.6063383;-38.13080360867914
1739209621.6063406;-45.120503652039325
1739209621.606343;-45.120503652039325
1739209621.6063454;-45.120503652039325
1739209621.6063478;-38.13080360867914
1739209621.6063502;-38.13080360867914
1739209621.6063528;-45.120503652039325
1739209621.6063552;-45.120503652039325
1739209621.6063576;-38.13080360867914
1739209621.60636;-38.13080360867914
1739209621.6063623;-45.120503652039325
1739209621.6063647;-38.13080360867914
1739209621.606367;-45.120503652039325
1739209621.6063695;-45.120503652039325
1739209621.606372;-38.13080360867914
1739209621.6063745;-38.13080360867914
1739209621.606377;-45.120503652039325
1739209621.6063793;-45.120503652039325
1739209621.6063817;-45.120503652039325
1739209621.606384;-38.13080360867914
1739209621.6063864;-35.57807855764607
1739209621.606389;-35.57807855764607
1739209621.6063914;-38.13080360867914
1739209621.6063938;-38.13080360867914
1739209621.6063962;-38.13080360867914
1739209621.6063986;-33.981070128970906
1739209621.606401;-38.13080360867914
1739209621.6064034;-45.120503652039325
1739209621.6064057;-45.120503652039325
1739209621.6064084;-33.981070128970906
1739209621.6064107;-38.13080360867914
1739209621.6064131;-45.120503652039325
1739209621.6064155;-45.120503652039325
1739209621.606418;-38.13080360867914
1739209621.6064203;-38.13080360867914
1739209621.6064227;-45.120503652039325
1739209621.6064253;-45.120503652039325
1739209621.6064277;-45.120503652039325
1739209621.60643;-45.120503652039325
1739209621.6064324;-45.120503652039325
1739209621.6064348;-38.13080360867914
1739209621.6064372;-38.13080360867914
1739209621.6064396;-45.120503652039325
1739209621.606442;-45.120503652039325
1739209621.6064446;-35.57807855764607
1739209621.606447;-27.267205301931607
1739209621.6064494;-35.57807855764607
1739209621.6064517;-38.13080360867914
1739209621.6064541;-45.120503652039325
1739209621.6064565;-33.981070128970906
1739209621.606459;-38.13080360867914
1739209621.6064613;-45.120503652039325
1739209621.606464;-45.120503652039325
1739209621.6064663;-38.13080360867914
1739209621.6064687;-45.120503652039325
1739209621.606471;-45.120503652039325
1739209621.6064734;-45.120503652039325
1739209621.6064758;-38.13080360867914
1739209621.6064782;-45.120503652039325
1739209621.6064808;-38.13080360867914
1739209621.6064832;-45.120503652039325
1739209621.6064856;-30.49652367304973
1739209621.606488;-35.57807855764607
1739209621.6064904;-45.120503652039325
1739209621.6064928;-38.13080360867914
1739209621.6064951;-32.816014438256545
1739209621.6064975;-35.57807855764607
1739209621.6065001;-45.120503652039325
1739209621.6065025;-38.13080360867914
1739209621.606505;-38.13080360867914
1739209621.6065073;-38.13080360867914
1739209621.6065097;-45.120503652039325
1739209621.606512;-45.120503652039325
1739209621.6065145;-45.120503652039325
1739209621.6065168;-45.120503652039325
1739209621.6065195;-38.13080360867914
1739209621.6065218;-45.120503652039325
1739209621.6065242;-45.120503652039325
1739209621.6065266;-45.120503652039325
1739209621.606529;-38.13080360867914
1739209621.6065314;-45.120503652039325
1739209621.6065338;-45.120503652039325
1739209621.6065364;-38.13080360867914
1739209621.6065388;-38.13080360867914
1739209621.6065412;-45.120503652039325
1739209621.6065435;-32.816014438256545
1739209621.606546;-32.816014438256545
1739209621.6065483;-45.120503652039325
1739209621.6065507;-45.120503652039325
1739209621.606553;-35.57807855764607
1739209621.6065557;-38.13080360867914
1739209621.606558;-45.120503652039325
1739209621.6065605;-35.57807855764607
1739209621.6065629;-45.120503652039325
1739209621.6065652;-33.981070128970956
1739209621.6065676;-38.13080360867914
1739209621.60657;-38.13080360867914
1739209621.6065724;-45.120503652039325
1739209621.606575;-33.981070128970906
1739209621.6065774;-33.981070128970906
1739209621.6065798;-45.120503652039325
1739209621.6065822;-30.49652367304973
1739209621.6065845;-30.49652367304973
1739209621.606587;-45.120503652039325
1739209621.6065893;-38.13080360867914
1739209621.606592;-35.57807855764607
1739209621.6065943;-38.13080360867914
1739209621.6065967;-45.120503652039325
1739209621.606599;-35.57807855764607
1739209621.6066015;-45.120503652039325
1739209621.6066039;-45.120503652039325
1739209621.6066062;-38.13080360867914
1739209621.6066086;-38.13080360867914
1739209621.6066113;-45.120503652039325
1739209621.6066136;-38.13080360867914
1739209621.606616;-45.120503652039325
1739209621.6066184;-45.120503652039325
1739209621.6066208;-45.120503652039325
1739209621.6066232;-45.120503652039325
1739209621.6066256;-45.120503652039325
1739209621.606628;-45.120503652039325
1739209621.6066306;-45.120503652039325
1739209621.606633;-45.120503652039325
1739209621.6066353;-45.120503652039325
1739209621.6066377;-45.120503652039325
1739209621.60664;-45.120503652039325
1739209621.6066425;-32.816014438256545
1739209621.6066449;-45.120503652039325
1739209621.6066475;-45.120503652039325
1739209621.6066499;-35.57807855764607
1739209621.6066523;-35.57807855764607
1739209621.6066546;-45.120503652039325
1739209621.606657;-38.13080360867914
1739209621.6066594;-45.120503652039325
1739209621.6066618;-45.120503652039325
1739209621.6066642;-45.120503652039325
1739209621.6066668;-45.120503652039325
1739209621.6066692;-45.120503652039325
1739209621.6066716;-38.13080360867914
1739209621.606674;-38.13080360867914
1739209621.6066763;-45.120503652039325
1739209621.6066787;-38.13080360867914
1739209621.606681;-32.816014438256545
1739209621.6066837;-45.120503652039325
1739209621.606686;-45.120503652039325
1739209621.6066885;-45.120503652039325
1739209621.606691;-38.13080360867914
1739209621.6066933;-38.13080360867914
1739209621.6066957;-38.13080360867914
1739209621.606698;-45.120503652039325
1739209621.6067004;-45.120503652039325
1739209621.606703;-45.120503652039325
1739209621.6067054;-45.120503652039325
1739209621.6067078;-45.120503652039325
1739209621.6067102;-45.120503652039325
1739209621.6067126;-38.13080360867914
1739209621.606715;-45.120503652039325
1739209621.6067173;-35.57807855764607
1739209621.6067197;-45.120503652039325
1739209621.6067224;-45.120503652039325
1739209621.6067247;-35.57807855764607
1739209621.6067271;-38.13080360867914
1739209621.6067295;-38.13080360867914
1739209621.606732;-45.120503652039325
1739209621.6067343;-38.13080360867914
1739209621.6067367;-45.120503652039325
1739209621.6067393;-38.13080360867914
1739209621.6067417;-28.992665084841942
1739209621.606744;-45.120503652039325
1739209621.6067464;-38.13080360867914
1739209621.6067488;-38.13080360867914
1739209621.6067512;-30.49652367304973
1739209621.6067536;-30.49652367304973
1739209621.606756;-45.120503652039325
1739209621.6067586;-45.120503652039325
1739209621.606761;-33.981070128970906
1739209621.6067634;-32.816014438256545
1739209621.6067657;-45.120503652039325
1739209621.6067681;-45.120503652039325
1739209621.6067705;-45.120503652039325
1739209621.606773;-45.120503652039325
1739209621.6067753;-45.120503652039325
1739209621.606778;-38.13080360867914
1739209621.6067803;-33.981070128970906
1739209621.6067827;-38.13080360867914
1739209621.606785;-38.13080360867914
1739209621.6067874;-38.13080360867914
1739209621.6067898;-38.13080360867914
1739209621.6067922;-33.981070128970906
1739209621.6067948;-38.13080360867914
1739209621.6067972;-45.120503652039325
1739209621.6067996;-45.120503652039325
1739209621.606802;-38.13080360867914
1739209621.6068044;-45.120503652039325
1739209621.6068068;-45.120503652039325
1739209621.6068091;-38.13080360867914
1739209621.6068115;-38.13080360867914
1739209621.6068141;-45.120503652039325
1739209621.6068165;-45.120503652039325
1739209621.606819;-45.120503652039325
1739209621.6068213;-38.13080360867914
1739209621.6068237;-45.120503652039325
1739209621.606826;-38.13080360867914
1739209621.6068285;-33.981070128970906
1739209621.6068308;-38.13080360867914
1739209621.6068335;-38.13080360867914
1739209621.6068358;-38.13080360867914
1739209621.6068382;-31.141103565318915
1739209621.6068406;-45.120503652039325
1739209621.606843;-45.120503652039325
1739209621.6068454;-38.13080360867914
1739209621.6068478;-38.13080360867914
1739209621.6068504;-38.13080360867914
1739209621.6068528;-38.13080360867914
1739209621.6068552;-45.120503652039325
1739209621.6068575;-38.13080360867914
1739209621.60686;-45.120503652039325
1739209621.6068623;-38.13080360867914
1739209621.6068647;-38.13080360867914
1739209621.606867;-33.981070128970906
1739209621.6068697;-33.981070128970906
1739209621.606872;-38.13080360867914
1739209621.6068745;-38.13080360867914
1739209621.6068769;-27.267205301931607
1739209621.6068792;-38.13080360867914
1739209621.6068816;-38.13080360867914
1739209621.606884;-38.13080360867914
1739209621.6068864;-35.57807855764607
1739209621.606889;-38.13080360867914
1739209621.6068914;-45.120503652039325
1739209621.6068938;-45.120503652039325
1739209621.6068962;-33.981070128970956
1739209621.6068985;-45.120503652039325
1739209621.606901;-38.13080360867914
1739209621.6069033;-45.120503652039325
1739209621.606906;-45.120503652039325
1739209621.6069083;-33.981070128970906
1739209621.6069107;-38.13080360867914
1739209621.606913;-45.120503652039325
1739209621.6069155;-26.991370085610722
1739209621.6069179;-31.141103565318893
1739209621.6069202;-45.120503652039325
1739209621.6069226;-45.120503652039325
1739209621.6069252;-33.981070128970906
1739209621.6069276;-38.13080360867914
1739209621.60693;-38.13080360867914
1739209621.6069324;-45.120503652039325
1739209621.6069348;-45.120503652039325
1739209621.6069372;-45.120503652039325
1739209621.6069396;-45.120503652039325
1739209621.6069422;-45.120503652039325
1739209621.6069446;-38.13080360867914
1739209621.606947;-35.57807855764607
1739209621.6069493;-45.120503652039325
1739209621.6069517;-45.120503652039325
1739209621.606954;-45.120503652039325
1739209621.6069565;-45.120503652039325
1739209621.6069589;-45.120503652039325
1739209621.6069615;-38.13080360867914
1739209621.6069639;-38.13080360867914
1739209621.6069663;-38.13080360867914
1739209621.6069686;-38.13080360867914
1739209621.606971;-45.120503652039325
1739209621.6069734;-29.438486411369333
1739209621.6069758;-32.816014438256545
1739209621.6069782;-45.120503652039325
1739209621.6069808;-45.120503652039325
1739209621.6069832;-32.816014438256545
1739209621.6069856;-38.13080360867914
1739209621.606988;-45.120503652039325
1739209621.6069903;-45.120503652039325
1739209621.6069927;-45.120503652039325
1739209621.606995;-35.57807855764607
1739209621.6069977;-31.141103565318915
1739209621.607;-38.13080360867914
1739209621.6070025;-45.120503652039325
1739209621.607005;-31.141103565318915
1739209621.6070073;-38.13080360867914
1739209621.6070096;-45.120503652039325
1739209621.607012;-29.438486411369333
1739209621.6070144;-29.438486411369333
1739209621.607017;-45.120503652039325
1739209621.6070194;-45.120503652039325
1739209621.6070218;-38.13080360867914
1739209621.6070242;-38.13080360867914
1739209621.6070266;-38.13080360867914
1739209621.607029;-35.57807855764607
1739209621.6070313;-45.120503652039325
1739209621.6070337;-45.120503652039325
1739209621.6070364;-38.13080360867914
1739209621.6070387;-38.13080360867914
1739209621.6070411;-45.120503652039325
1739209621.6070435;-38.13080360867914
1739209621.607046;-38.13080360867914
1739209621.6070483;-45.120503652039325
1739209621.6070507;-32.816014438256545
1739209621.6070533;-27.8777449560314
1739209621.6070557;-45.120503652039325
1739209621.607058;-38.13080360867914
1739209621.6070604;-38.13080360867914
1739209621.6070628;-38.13080360867914
1739209621.6070652;-38.13080360867914
1739209621.6070676;-38.13080360867914
1739209621.60707;-45.120503652039325
1739209621.6070726;-45.120503652039325
1739209621.607075;-45.120503652039325
1739209621.6070774;-45.120503652039325
1739209621.6070797;-45.120503652039325
1739209621.6070821;-38.13080360867914
1739209621.6070845;-45.120503652039325
1739209621.607087;-45.120503652039325
1739209621.6070893;-45.120503652039325
1739209621.607092;-45.120503652039325
1739209621.6070943;-45.120503652039325
1739209621.6070967;-45.120503652039325
1739209621.607099;-38.13080360867914
1739209621.6071014;-45.120503652039325
1739209621.6071038;-45.120503652039325
1739209621.6071062;-45.120503652039325
1739209621.6071088;-45.120503652039325
1739209621.6071112;-33.981070128970906
1739209621.6071136;-45.120503652039325
1739209621.607116;-38.13080360867914
1739209621.6071184;-45.120503652039325
1739209621.6071208;-38.13080360867914
1739209621.6071231;-45.120503652039325
1739209621.6071255;-45.120503652039325
1739209621.6071281;-45.120503652039325
1739209621.6071305;-45.120503652039325
1739209621.607133;-38.13080360867914
1739209621.6071353;-45.120503652039325
1739209621.6071377;-38.13080360867914
1739209621.60714;-38.13080360867914
1739209621.6071424;-38.13080360867914
1739209621.6071448;-45.120503652039325
1739209621.6071475;-38.13080360867914
1739209621.6071498;-35.57807855764607
1739209621.6071522;-38.13080360867914
1739209621.6071546;-45.120503652039325
1739209621.607157;-45.120503652039325
1739209621.6071594;-45.120503652039325
1739209621.6071618;-45.120503652039325
1739209621.6071644;-45.120503652039325
1739209621.6071668;-45.120503652039325
1739209621.6071692;-38.13080360867914
1739209621.6071715;-38.13080360867914
1739209621.607174;-45.120503652039325
1739209621.6071763;-45.120503652039325
1739209621.6071787;-38.13080360867914
1739209621.607181;-45.120503652039325
1739209621.6071837;-38.13080360867914
1739209621.607186;-38.13080360867914
1739209621.6071885;-45.120503652039325
1739209621.6071908;-38.13080360867914
1739209621.6071932;-38.13080360867914
1739209621.6071956;-45.120503652039325
1739209621.607198;-45.120503652039325
1739209621.6072006;-38.13080360867914
1739209621.607203;-35.57807855764607
1739209621.6072054;-45.120503652039325
1739209621.6072078;-38.13080360867914
1739209621.6072102;-31.141103565318915
1739209621.6072125;-38.13080360867914
1739209621.607215;-45.120503652039325
1739209621.6072173;-35.57807855764607
1739209621.60722;-38.13080360867914
1739209621.6072223;-38.13080360867914
1739209621.6072247;-38.13080360867914
1739209621.607227;-45.120503652039325
1739209621.6072295;-33.981070128970906
1739209621.6072319;-45.120503652039325
1739209621.6072342;-38.13080360867914
1739209621.6072366;-45.120503652039325
1739209621.6072392;-35.57807855764607
1739209621.6072416;-45.120503652039325
1739209621.607244;-45.120503652039325
1739209621.6072464;-45.120503652039325
1739209621.6072488;-33.981070128970906
1739209621.6072512;-38.13080360867914
1739209621.6072536;-45.120503652039325
1739209621.6072562;-38.13080360867914
1739209621.6072586;-33.981070128970906
1739209621.607261;-38.13080360867914
1739209621.6072633;-35.57807855764607
1739209621.6072657;-33.981070128970906
1739209621.607268;-38.13080360867914
1739209621.6072705;-45.120503652039325
1739209621.6072729;-35.57807855764607
1739209621.6072755;-38.13080360867914
1739209621.6072779;-45.120503652039325
1739209621.6072803;-38.13080360867914
1739209621.6072826;-38.13080360867914
1739209621.607285;-38.13080360867914
1739209621.6072874;-35.57807855764607
1739209621.6072898;-38.13080360867914
1739209621.6072922;-38.13080360867914
1739209621.6072948;-35.57807855764607
1739209621.6072972;-38.13080360867914
1739209621.6072996;-45.120503652039325
1739209621.607302;-38.13080360867914
1739209621.6073043;-38.13080360867914
1739209621.6073067;-38.13080360867914
1739209621.607309;-45.120503652039325
1739209621.6073117;-38.13080360867914
1739209621.607314;-38.13080360867914
1739209621.6073165;-45.120503652039325
1739209621.6073189;-45.120503652039325
1739209621.6073213;-35.57807855764607
1739209621.6073236;-38.13080360867914
1739209621.607326;-38.13080360867914
1739209621.6073284;-45.120503652039325
1739209621.607331;-38.13080360867914
1739209621.6073334;-38.13080360867914
1739209621.6073358;-38.13080360867914
1739209621.6073382;-45.120503652039325
1739209621.6073406;-38.13080360867914
1739209621.607343;-45.120503652039325
1739209621.6073453;-38.13080360867914
1739209621.6073477;-38.13080360867914
1739209621.6073503;-38.13080360867914
1739209621.6073527;-35.57807855764607
1739209621.607355;-38.13080360867914
1739209621.6073575;-38.13080360867914
1739209621.60736;-45.120503652039325
1739209621.6073623;-38.13080360867914
1739209621.6073647;-38.13080360867914
1739209621.6073673;-45.120503652039325
1739209621.6073697;-38.13080360867914
1739209621.607372;-45.120503652039325
1739209621.6073744;-45.120503652039325
1739209621.6073768;-45.120503652039325
1739209621.6073792;-38.13080360867914
1739209621.6073816;-45.120503652039325
1739209621.607384;-29.438486411369333
1739209621.6073866;-32.816014438256545
1739209621.607389;-45.120503652039325
1739209621.6073914;-35.57807855764607
1739209621.6073937;-45.120503652039325
1739209621.6073961;-45.120503652039325
1739209621.6073985;-45.120503652039325
1739209621.607401;-32.816014438256545
1739209621.6074033;-31.141103565318943
1739209621.607406;-45.120503652039325
1739209621.6074083;-33.981070128970906
1739209621.6074107;-35.57807855764607
1739209621.607413;-45.120503652039325
1739209621.6074154;-45.120503652039325
1739209621.6074178;-33.981070128970906
1739209621.6074202;-38.13080360867914
1739209621.6074228;-30.49652367304973
1739209621.6074252;-32.816014438256545
1739209621.6074276;-38.13080360867914
1739209621.60743;-45.120503652039325
1739209621.6074324;-45.120503652039325
1739209621.6074347;-45.120503652039325
1739209621.6074371;-38.13080360867914
1739209621.6074395;-33.981070128970906
1739209621.6074421;-45.120503652039325
