CAN Message; 0x77:f3d0071f1e98c470
1739209707.705581;-38.13080360867914
1739209707.7055907;-45.120503652039325
1739209707.7056005;-38.13080360867914
1739209707.7056103;-38.13080360867914
1739209707.70562;-35.57807855764607
1739209707.7056298;-45.120503652039325
1739209707.7056396;-45.120503652039325
1739209707.7056494;-33.981070128970906
1739209707.7056592;-45.120503652039325
1739209707.705669;-38.13080360867914
1739209707.7056787;-38.13080360867914
1739209707.7056885;-35.57807855764607
1739209707.7056983;-25.826314394896357
1739209707.705708;-45.120503652039325
1739209707.705718;-45.120503652039325
1739209707.7057278;-38.13080360867914
1739209707.7057376;-38.13080360867914
1739209707.7057474;-45.120503652039325
1739209707.7057571;-45.120503652039325
1739209707.705767;-45.120503652039325
1739209707.7057767;-32.816014438256545
1739209707.7057865;-33.981070128970906
1739209707.7057962;-33.981070128970906
1739209707.705806;-45.120503652039325
1739209707.7058158;-45.120503652039325
1739209707.7058256;-38.13080360867914
1739209707.7058353;-38.13080360867914
1739209707.705845;-38.13080360867914
1739209707.705855;-33.981070128970906
1739209707.705865;-38.13080360867914
1739209707.7058747;-38.13080360867914
1739209707.7058845;-45.120503652039325
1739209707.7058942;-38.13080360867914
1739209707.705904;-45.120503652039325
1739209707.7059138;-35.57807855764607
1739209707.7059236;-45.120503652039325
1739209707.7059333;-45.120503652039325
1739209707.705943;-35.57807855764607
1739209707.705953;-38.13080360867914
1739209707.7059627;-45.120503652039325
1739209707.7059724;-45.120503652039325
1739209707.7059822;-35.57807855764607
1739209707.705992;-35.57807855764607
1739209707.7060018;-45.120503652039325
1739209707.7060115;-38.13080360867914
1739209707.7060215;-38.13080360867914
1739209707.7060313;-38.13080360867914
1739209707.706041;-38.13080360867914
1739209707.7060509;-38.13080360867914
1739209707.7060606;-45.120503652039325
1739209707.7060704;-38.13080360867914
1739209707.7060802;-45.120503652039325
1739209707.70609;-38.13080360867914
1739209707.7060997;-35.57807855764607
1739209707.7061095;-38.13080360867914
1739209707.7061193;-45.120503652039325
1739209707.706129;-38.13080360867914
1739209707.7061388;-30.49652367304973
1739209707.7061486;-45.120503652039325
1739209707.7061584;-45.120503652039325
1739209707.7061684;-45.120503652039325
1739209707.7061782;-38.13080360867914
1739209707.706188;-38.13080360867914
1739209707.7061977;-38.13080360867914
1739209707.7062075;-38.13080360867914
1739209707.7062173;-45.120503652039325
1739209707.706227;-45.120503652039325
1739209707.7062368;-45.120503652039325
1739209707.7062466;-38.13080360867914
1739209707.7062564;-45.120503652039325
1739209707.7062662;-45.120503652039325
1739209707.706276;-45.120503652039325
1739209707.7062857;-45.120503652039325
1739209707.7062955;-38.13080360867914
1739209707.7063053;-45.120503652039325
1739209707.706315;-45.120503652039325
1739209707.706325;-45.120503652039325
1739209707.7063348;-38.13080360867914
1739209707.7063446;-45.120503652039325
1739209707.7063544;-45.120503652039325
1739209707.7063642;-45.120503652039325
1739209707.706374;-38.13080360867914
1739209707.7063837;-45.120503652039325
1739209707.7063935;-45.120503652039325
1739209707.7064033;-45.120503652039325
1739209707.706413;-45.120503652039325
1739209707.7064228;-38.13080360867914
1739209707.7064326;-45.120503652039325
1739209707.7064424;-38.13080360867914
1739209707.7064521;-38.13080360867914
1739209707.706462;-38.13080360867914
1739209707.706472;-45.120503652039325
1739209707.7064817;-45.120503652039325
1739209707.7064915;-32.816014438256545
1739209707.7065012;-38.13080360867914
1739209707.706511;-45.120503652039325
1739209707.7065208;-45.120503652039325
1739209707.7065306;-32.816014438256545
1739209707.7065403;-38.13080360867914
1739209707.7065501;-45.120503652039325
1739209707.70656;-45.120503652039325
1739209707.7065697;-38.13080360867914
1739209707.7065794;-33.981070128970906
1739209707.7065892;-45.120503652039325
1739209707.706599;-45.120503652039325
1739209707.7066088;-45.120503652039325
1739209707.7066185;-45.120503652039325
1739209707.7066286;-45.120503652039325
1739209707.7066383;-45.120503652039325
1739209707.706648;-35.57807855764607
1739209707.706658;-38.13080360867914
1739209707.7066677;-45.120503652039325
1739209707.7066774;-45.120503652039325
1739209707.7066872;-32.816014438256545
1739209707.706697;-38.13080360867914
1739209707.7067068;-38.13080360867914
1739209707.7067165;-38.13080360867914
1739209707.7067263;-32.816014438256545
1739209707.706736;-38.13080360867914
1739209707.7067459;-38.13080360867914
1739209707.7067556;-45.120503652039325
1739209707.7067654;-45.120503652039325
1739209707.7067754;-33.981070128970906
1739209707.7067852;-45.120503652039325
1739209707.706795;-45.120503652039325
1739209707.7068048;-45.120503652039325
1739209707.7068145;-45.120503652039325
1739209707.7068243;-38.13080360867914
1739209707.706834;-38.13080360867914
1739209707.7068439;-38.13080360867914
1739209707.7068536;-35.57807855764607
1739209707.7068634;-38.13080360867914
1739209707.7068732;-45.120503652039325
1739209707.706883;-28.21854285175415
1739209707.7068927;-31.141103565318893
1739209707.7069025;-45.120503652039325
1739209707.7069123;-38.13080360867914
1739209707.706922;-45.120503652039325
1739209707.706932;-45.120503652039325
1739209707.7069418;-45.120503652039325
1739209707.7069516;-33.981070128970906
1739209707.7069614;-45.120503652039325
1739209707.7069712;-45.120503652039325
1739209707.706981;-38.13080360867914
1739209707.7069907;-38.13080360867914
1739209707.7070005;-45.120503652039325
1739209707.7070103;-45.120503652039325
1739209707.70702;-38.13080360867914
1739209707.7070298;-38.13080360867914
1739209707.7070396;-45.120503652039325
1739209707.7070494;-45.120503652039325
1739209707.7070591;-38.13080360867914
1739209707.707069;-38.13080360867914
1739209707.707079;-45.120503652039325
1739209707.7070887;-38.13080360867914
1739209707.7070985;-45.120503652039325
1739209707.7071083;-45.120503652039325
1739209707.707118;-29.438486411369333
1739209707.7071278;-28.58837851428586
1739209707.7071376;-45.120503652039325
1739209707.7071474;-38.13080360867914
1739209707.7071571;-35.57807855764607
1739209707.707167;-38.13080360867914
1739209707.7071767;-45.120503652039325
1739209707.7071865;-38.13080360867914
1739209707.7071962;-38.13080360867914
1739209707.707206;-45.120503652039325
1739209707.7072158;-38.13080360867914
1739209707.7072256;-38.13080360867914
1739209707.7072356;-35.57807855764607
1739209707.7072453;-38.13080360867914
1739209707.7072551;-45.120503652039325
1739209707.707265;-45.120503652039325
1739209707.7072747;-38.13080360867914
1739209707.7072845;-38.13080360867914
1739209707.7072942;-45.120503652039325
1739209707.707304;-38.13080360867914
1739209707.7073138;-45.120503652039325
1739209707.7073236;-45.120503652039325
1739209707.7073333;-35.57807855764607
1739209707.707343;-45.120503652039325
1739209707.7073529;-38.13080360867914
1739209707.7073627;-35.57807855764607
1739209707.7073724;-45.120503652039325
1739209707.7073822;-45.120503652039325
1739209707.7073922;-45.120503652039325
1739209707.707402;-33.981070128970906
1739209707.7074118;-33.981070128970906
1739209707.7074215;-45.120503652039325
1739209707.7074313;-45.120503652039325
1739209707.707441;-45.120503652039325
1739209707.7074509;-45.120503652039325
1739209707.7074606;-38.13080360867914
1739209707.7074704;-38.13080360867914
1739209707.7074802;-38.13080360867914
1739209707.70749;-45.120503652039325
1739209707.7074997;-38.13080360867914
1739209707.7075095;-35.57807855764607
1739209707.7075193;-38.13080360867914
1739209707.707529;-45.120503652039325
1739209707.707539;-38.13080360867914
1739209707.7075489;-38.13080360867914
1739209707.7075586;-45.120503652039325
1739209707.7075684;-38.13080360867914
1739209707.7075782;-38.13080360867914
1739209707.707588;-33.981070128970906
1739209707.7075977;-38.13080360867914
1739209707.7076075;-45.120503652039325
1739209707.7076173;-45.120503652039325
1739209707.707627;-45.120503652039325
1739209707.7076368;-35.57807855764607
1739209707.7076466;-35.57807855764607
1739209707.7076564;-38.13080360867914
1739209707.7076662;-45.120503652039325
1739209707.707676;-38.13080360867914
1739209707.7076857;-38.13080360867914
1739209707.7076957;-38.13080360867914
1739209707.7077055;-45.120503652039325
1739209707.7077153;-45.120503652039325
1739209707.707725;-45.120503652039325
1739209707.7077348;-38.13080360867914
1739209707.7077446;-45.120503652039325
1739209707.7077544;-33.981070128970906
1739209707.7077641;-33.981070128970906
1739209707.707774;-38.13080360867914
1739209707.7077837;-35.57807855764607
1739209707.7077935;-32.816014438256545
1739209707.7078032;-38.13080360867914
1739209707.707813;-45.120503652039325
1739209707.7078228;-45.120503652039325
1739209707.7078326;-38.13080360867914
1739209707.7078426;-38.13080360867914
1739209707.7078524;-38.13080360867914
1739209707.7078621;-35.57807855764607
1739209707.707872;-38.13080360867914
1739209707.7078817;-45.120503652039325
1739209707.7078915;-45.120503652039325
1739209707.7079012;-38.13080360867914
1739209707.707911;-35.57807855764607
1739209707.7079208;-45.120503652039325
1739209707.7079306;-45.120503652039325
1739209707.7079403;-45.120503652039325
1739209707.70795;-38.13080360867914
1739209707.70796;-45.120503652039325
1739209707.7079697;-45.120503652039325
1739209707.7079794;-38.13080360867914
1739209707.7079892;-33.981070128970906
1739209707.7079992;-45.120503652039325
1739209707.708009;-38.13080360867914
1739209707.7080188;-33.981070128970906
1739209707.7080286;-38.13080360867914
1739209707.7080383;-38.13080360867914
1739209707.708048;-45.120503652039325
1739209707.7080579;-45.120503652039325
1739209707.7080677;-45.120503652039325
1739209707.7080774;-38.13080360867914
1739209707.7080872;-45.120503652039325
1739209707.708097;-45.120503652039325
1739209707.7081068;-38.13080360867914
1739209707.7081165;-38.13080360867914
1739209707.7081263;-38.13080360867914
1739209707.708136;-38.13080360867914
1739209707.708146;-35.57807855764607
1739209707.7081559;-28.58837851428586
1739209707.7081656;-45.120503652039325
1739209707.7081754;-45.120503652039325
1739209707.7081852;-38.13080360867914
1739209707.708195;-38.13080360867914
1739209707.7082047;-45.120503652039325
1739209707.7082145;-45.120503652039325
1739209707.7082243;-38.13080360867914
1739209707.708234;-35.57807855764607
1739209707.7082438;-45.120503652039325
1739209707.7082536;-38.13080360867914
1739209707.7082634;-45.120503652039325
1739209707.7082732;-38.13080360867914
1739209707.708283;-38.13080360867914
1739209707.7082927;-45.120503652039325
1739209707.7083027;-35.57807855764607
1739209707.7083125;-38.13080360867914
1739209707.7083223;-45.120503652039325
1739209707.708332;-35.57807855764607
1739209707.7083418;-38.13080360867914
1739209707.7083516;-45.120503652039325
1739209707.7083614;-45.120503652039325
1739209707.7083712;-45.120503652039325
1739209707.708381;-38.13080360867914
1739209707.7083907;-33.981070128970906
1739209707.7084005;-38.13080360867914
1739209707.7084103;-45.120503652039325
1739209707.70842;-38.13080360867914
1739209707.7084298;-32.816014438256545
1739209707.7084396;-45.120503652039325
1739209707.7084496;-38.13080360867914
1739209707.7084594;-38.13080360867914
1739209707.7084692;-33.981070128970956
1739209707.708479;-45.120503652039325
1739209707.7084887;-38.13080360867914
1739209707.7084985;-45.120503652039325
1739209707.7085083;-35.57807855764607
1739209707.708518;-33.981070128970906
1739209707.7085278;-45.120503652039325
1739209707.7085376;-45.120503652039325
1739209707.7085474;-25.826314394896354
1739209707.7085571;-35.57807855764607
1739209707.708567;-45.120503652039325
1739209707.7085767;-38.13080360867914
1739209707.7085865;-38.13080360867914
1739209707.7085962;-38.13080360867914
1739209707.7086062;-38.13080360867914
1739209707.708616;-35.57807855764607
1739209707.7086258;-45.120503652039325
1739209707.7086356;-45.120503652039325
1739209707.7086453;-32.816014438256545
1739209707.708655;-33.981070128970906
1739209707.708665;-45.120503652039325
1739209707.7086747;-38.13080360867914
1739209707.7086844;-32.816014438256545
1739209707.7086942;-38.13080360867914
1739209707.708704;-45.120503652039325
1739209707.7087138;-45.120503652039325
1739209707.7087235;-45.120503652039325
1739209707.7087333;-45.120503652039325
1739209707.708743;-45.120503652039325
1739209707.708753;-45.120503652039325
1739209707.708763;-38.13080360867914
1739209707.7087727;-45.120503652039325
1739209707.7087824;-35.57807855764607
1739209707.7087922;-35.57807855764607
1739209707.708802;-45.120503652039325
1739209707.7088118;-45.120503652039325
1739209707.7088215;-32.816014438256545
1739209707.7088313;-38.13080360867914
1739209707.708841;-45.120503652039325
1739209707.7088509;-38.13080360867914
1739209707.7088606;-45.120503652039325
1739209707.7088704;-38.13080360867914
1739209707.7088802;-45.120503652039325
1739209707.70889;-45.120503652039325
1739209707.7088997;-45.120503652039325
1739209707.7089097;-33.981070128970906
1739209707.7089195;-45.120503652039325
1739209707.7089293;-45.120503652039325
1739209707.708939;-32.816014438256545
1739209707.7089489;-35.57807855764607
1739209707.7089586;-45.120503652039325
1739209707.7089684;-45.120503652039325
1739209707.7089782;-45.120503652039325
1739209707.708988;-45.120503652039325
1739209707.7089977;-38.13080360867914
1739209707.7090075;-45.120503652039325
1739209707.7090173;-45.120503652039325
1739209707.709027;-38.13080360867914
1739209707.7090368;-38.13080360867914
1739209707.7090466;-45.120503652039325
1739209707.7090566;-38.13080360867914
1739209707.7090664;-38.13080360867914
1739209707.7090762;-38.13080360867914
1739209707.709086;-45.120503652039325
1739209707.7090957;-45.120503652039325
1739209707.7091055;-38.13080360867914
1739209707.7091153;-35.57807855764607
1739209707.709125;-45.120503652039325
1739209707.7091348;-45.120503652039325
1739209707.7091446;-45.120503652039325
1739209707.7091544;-38.13080360867914
1739209707.7091641;-45.120503652039325
1739209707.709174;-38.13080360867914
1739209707.7091837;-38.13080360867914
1739209707.7091935;-45.120503652039325
1739209707.7092032;-45.120503652039325
1739209707.7092133;-38.13080360867914
1739209707.709223;-35.57807855764607
1739209707.7092328;-45.120503652039325
1739209707.7092426;-38.13080360867914
1739209707.7092524;-45.120503652039325
1739209707.7092621;-33.981070128970906
1739209707.709272;-38.13080360867914
1739209707.7092817;-38.13080360867914
1739209707.7092915;-38.13080360867914
1739209707.7093012;-38.13080360867914
1739209707.709311;-45.120503652039325
1739209707.7093208;-38.13080360867914
1739209707.7093306;-38.13080360867914
1739209707.7093403;-38.13080360867914
1739209707.70935;-45.120503652039325
1739209707.7093601;-38.13080360867914
1739209707.70937;-38.13080360867914
1739209707.7093797;-45.120503652039325
1739209707.7093894;-38.13080360867914
1739209707.7093992;-38.13080360867914
1739209707.709409;-45.120503652039325
1739209707.7094188;-45.120503652039325
1739209707.7094285;-45.120503652039325
1739209707.7094383;-45.120503652039325
1739209707.709448;-45.120503652039325
1739209707.7094579;-38.13080360867914
1739209707.7094676;-38.13080360867914
1739209707.7094774;-45.120503652039325
1739209707.7094872;-45.120503652039325
1739209707.709497;-38.13080360867914
1739209707.7095068;-35.57807855764607
1739209707.7095168;-35.57807855764607
1739209707.7095265;-45.120503652039325
1739209707.7095363;-45.120503652039325
1739209707.709546;-38.13080360867914
1739209707.7095559;-45.120503652039325
1739209707.7095656;-38.13080360867914
1739209707.7095754;-28.58837851428586
1739209707.7095852;-31.141103565318915
1739209707.709595;-38.13080360867914
1739209707.7096047;-38.13080360867914
1739209707.7096145;-45.120503652039325
1739209707.7096243;-45.120503652039325
1739209707.709634;-38.13080360867914
1739209707.7096438;-33.981070128970906
1739209707.7096536;-30.49652367304973
1739209707.7096636;-32.81601443825658
1739209707.7096734;-38.13080360867914
1739209707.7096832;-35.57807855764607
1739209707.709693;-33.981070128970906
1739209707.7097027;-45.120503652039325
1739209707.7097125;-38.13080360867914
1739209707.7097223;-38.13080360867914
1739209707.709732;-33.981070128970906
1739209707.7097418;-33.981070128970906
1739209707.7097516;-38.13080360867914
1739209707.7097614;-45.120503652039325
1739209707.7097712;-38.13080360867914
1739209707.709781;-33.981070128970906
1739209707.7097907;-38.13080360867914
1739209707.7098005;-45.120503652039325
1739209707.7098103;-38.13080360867914
1739209707.7098203;-38.13080360867914
1739209707.70983;-38.13080360867914
1739209707.7098398;-45.120503652039325
1739209707.7098496;-45.120503652039325
1739209707.7098594;-35.57807855764607
1739209707.7098691;-38.13080360867914
1739209707.709879;-45.120503652039325
1739209707.7098887;-45.120503652039325
1739209707.7098985;-38.13080360867914
1739209707.7099082;-38.13080360867914
1739209707.709918;-45.120503652039325
1739209707.7099278;-45.120503652039325
1739209707.7099376;-38.13080360867914
1739209707.7099473;-35.57807855764607
1739209707.7099571;-45.120503652039325
1739209707.7099671;-33.981070128970906
1739209707.709977;-31.141103565318915
1739209707.7099867;-45.120503652039325
1739209707.7099965;-38.13080360867914
1739209707.7100062;-38.13080360867914
1739209707.710016;-45.120503652039325
1739209707.7100258;-45.120503652039325
1739209707.7100356;-32.816014438256545
1739209707.7100453;-33.981070128970906
1739209707.710055;-33.981070128970956
1739209707.710065;-38.13080360867914
1739209707.7100747;-38.13080360867914
1739209707.7100844;-45.120503652039325
1739209707.7100942;-45.120503652039325
1739209707.710104;-38.13080360867914
1739209707.7101138;-45.120503652039325
1739209707.7101238;-38.13080360867914
1739209707.7101336;-26.991370085610722
1739209707.7101433;-38.13080360867914
1739209707.710153;-45.120503652039325
1739209707.7101629;-38.13080360867914
1739209707.7101727;-38.13080360867914
1739209707.7101824;-45.120503652039325
1739209707.7101922;-45.120503652039325
1739209707.710202;-45.120503652039325
1739209707.7102118;-45.120503652039325
1739209707.7102215;-45.120503652039325
1739209707.7102313;-45.120503652039325
1739209707.710241;-45.120503652039325
1739209707.7102509;-45.120503652039325
1739209707.7102606;-45.120503652039325
1739209707.7102706;-38.13080360867914
1739209707.7102804;-45.120503652039325
1739209707.7102902;-45.120503652039325
1739209707.7103;-35.57807855764607
1739209707.7103097;-38.13080360867914
1739209707.7103195;-45.120503652039325
1739209707.7103293;-38.13080360867914
1739209707.710339;-38.13080360867914
1739209707.7103488;-45.120503652039325
1739209707.7103586;-38.13080360867914
1739209707.7103684;-38.13080360867914
1739209707.7103782;-45.120503652039325
1739209707.710388;-38.13080360867914
1739209707.7103977;-38.13080360867914
1739209707.7104075;-45.120503652039325
1739209707.7104173;-45.120503652039325
1739209707.7104273;-45.120503652039325
1739209707.710437;-38.13080360867914
1739209707.7104468;-45.120503652039325
1739209707.7104566;-38.13080360867914
1739209707.7104664;-45.120503652039325
1739209707.7104762;-38.13080360867914
1739209707.710486;-33.981070128970906
1739209707.7104957;-35.57807855764607
1739209707.7105055;-45.120503652039325
1739209707.7105153;-45.120503652039325
1739209707.710525;-38.13080360867914
1739209707.7105348;-33.981070128970906
1739209707.7105446;-45.120503652039325
1739209707.7105544;-38.13080360867914
1739209707.7105641;-45.120503652039325
1739209707.7105742;-33.981070128970906
1739209707.710584;-45.120503652039325
1739209707.7105937;-45.120503652039325
1739209707.7106035;-38.13080360867914
1739209707.7106133;-45.120503652039325
1739209707.710623;-38.13080360867914
1739209707.7106328;-38.13080360867914
1739209707.7106426;-38.13080360867914
1739209707.7106524;-38.13080360867914
1739209707.7106621;-38.13080360867914
1739209707.710672;-45.120503652039325
1739209707.7106817;-38.13080360867914
1739209707.7106915;-38.13080360867914
1739209707.7107012;-45.120503652039325
1739209707.710711;-45.120503652039325
1739209707.7107208;-45.120503652039325
1739209707.7107308;-38.13080360867914
1739209707.7107406;-32.816014438256545
1739209707.7107503;-38.13080360867914
1739209707.71076;-38.13080360867914
1739209707.71077;-38.13080360867914
1739209707.7107797;-45.120503652039325
1739209707.7107894;-45.120503652039325
1739209707.7107992;-45.120503652039325
1739209707.710809;-45.120503652039325
1739209707.7108188;-45.120503652039325
1739209707.7108285;-45.120503652039325
1739209707.7108383;-38.13080360867914
1739209707.710848;-38.13080360867914
1739209707.7108579;-45.120503652039325
1739209707.7108676;-45.120503652039325
1739209707.7108777;-38.13080360867914
1739209707.7108874;-38.13080360867914
1739209707.7108972;-45.120503652039325
1739209707.710907;-45.120503652039325
1739209707.7109168;-32.816014438256545
1739209707.7109265;-31.141103565318915
1739209707.7109363;-45.120503652039325
1739209707.710946;-38.13080360867914
1739209707.7109559;-38.13080360867914
1739209707.7109656;-45.120503652039325
1739209707.7109754;-45.120503652039325
1739209707.7109852;-38.13080360867914
1739209707.710995;-38.13080360867914
1739209707.7110047;-35.57807855764607
1739209707.7110145;-45.120503652039325
1739209707.7110243;-45.120503652039325
1739209707.7110343;-38.13080360867914
1739209707.711044;-45.120503652039325
1739209707.7110538;-38.13080360867914
1739209707.7110636;-38.13080360867914
1739209707.7110734;-35.57807855764607
1739209707.7110832;-28.992665084841942
1739209707.711093;-38.13080360867914
1739209707.7111027;-45.120503652039325
1739209707.7111125;-45.120503652039325
1739209707.7111223;-38.13080360867914
1739209707.711132;-38.13080360867914
1739209707.7111418;-38.13080360867914
1739209707.7111516;-45.120503652039325
1739209707.7111614;-31.14110356531892
1739209707.7111712;-33.981070128970906
1739209707.7111812;-45.120503652039325
1739209707.711191;-45.120503652039325
1739209707.7112007;-45.120503652039325
1739209707.7112105;-38.13080360867914
1739209707.7112203;-38.13080360867914
1739209707.71123;-45.120503652039325
1739209707.7112398;-38.13080360867914
1739209707.7112496;-45.120503652039325
1739209707.7112594;-45.120503652039325
1739209707.7112691;-45.120503652039325
1739209707.711279;-33.981070128970906
1739209707.7112887;-38.13080360867914
1739209707.7112985;-45.120503652039325
1739209707.7113082;-45.120503652039325
1739209707.711318;-38.13080360867914
1739209707.7113278;-38.13080360867914
1739209707.7113378;-45.120503652039325
1739209707.7113476;-45.120503652039325
1739209707.7113574;-38.13080360867914
1739209707.7113671;-45.120503652039325
1739209707.711377;-45.120503652039325
1739209707.7113867;-35.57807855764607
1739209707.7113965;-38.13080360867914
1739209707.7114062;-38.13080360867914
1739209707.711416;-45.120503652039325
1739209707.7114258;-35.57807855764607
1739209707.7114356;-35.57807855764607
1739209707.7114453;-45.120503652039325
1739209707.711455;-45.120503652039325
1739209707.711465;-38.13080360867914
1739209707.7114747;-33.981070128970906
1739209707.7114847;-33.981070128970906
1739209707.7114944;-38.13080360867914
1739209707.7115042;-45.120503652039325
1739209707.711514;-38.13080360867914
1739209707.7115238;-35.57807855764607
1739209707.7115335;-38.13080360867914
1739209707.7115433;-38.13080360867914
1739209707.711553;-31.141103565318915
1739209707.7115629;-31.141103565318915
1739209707.7115726;-38.13080360867914
1739209707.7115824;-45.120503652039325
1739209707.7115922;-38.13080360867914
1739209707.711602;-45.120503652039325
1739209707.7116117;-38.13080360867914
1739209707.7116215;-38.13080360867914
1739209707.7116313;-45.120503652039325
1739209707.7116413;-38.13080360867914
1739209707.711651;-45.120503652039325
1739209707.7116609;-45.120503652039325
1739209707.7116706;-45.120503652039325
1739209707.7116804;-38.13080360867914
1739209707.7116902;-45.120503652039325
1739209707.7117;-45.120503652039325
1739209707.7117097;-31.141103565318915
1739209707.7117195;-31.141103565318915
1739209707.7117293;-38.13080360867914
1739209707.711739;-32.816014438256545
1739209707.7117488;-35.57807855764607
1739209707.7117586;-45.120503652039325
1739209707.7117684;-38.13080360867914
1739209707.7117782;-38.13080360867914
1739209707.7117882;-38.13080360867914
1739209707.711798;-45.120503652039325
1739209707.7118077;-38.13080360867914
1739209707.7118175;-45.120503652039325
1739209707.7118273;-38.13080360867914
1739209707.711837;-38.13080360867914
1739209707.7118468;-45.120503652039325
1739209707.7118566;-38.13080360867914
1739209707.7118664;-38.13080360867914
1739209707.7118762;-45.120503652039325
1739209707.711886;-45.120503652039325
1739209707.7118957;-45.120503652039325
1739209707.7119055;-45.120503652039325
1739209707.7119153;-45.120503652039325
1739209707.711925;-45.120503652039325
1739209707.7119348;-45.120503652039325
1739209707.7119448;-38.13080360867914
1739209707.7119546;-38.13080360867914
1739209707.7119644;-45.120503652039325
1739209707.7119741;-45.120503652039325
1739209707.711984;-38.13080360867914
1739209707.7119937;-38.13080360867914
1739209707.7120035;-45.120503652039325
1739209707.7120132;-38.13080360867914
1739209707.712023;-45.120503652039325
1739209707.7120328;-38.13080360867914
1739209707.7120426;-35.57807855764607
1739209707.7120523;-38.13080360867914
1739209707.7120621;-45.120503652039325
1739209707.712072;-38.13080360867914
1739209707.7120817;-38.13080360867914
1739209707.7120917;-38.13080360867914
1739209707.7121015;-33.981070128970906
1739209707.7121112;-38.13080360867914
1739209707.712121;-45.120503652039325
1739209707.7121308;-38.13080360867914
1739209707.7121406;-35.57807855764607
1739209707.7121503;-38.13080360867914
1739209707.71216;-45.120503652039325
1739209707.71217;-32.816014438256545
1739209707.7121797;-38.13080360867914
1739209707.7121894;-45.120503652039325
1739209707.7121992;-38.13080360867914
1739209707.712209;-45.120503652039325
1739209707.7122188;-45.120503652039325
1739209707.7122285;-38.13080360867914
1739209707.7122383;-35.57807855764607
1739209707.7122483;-38.13080360867914
1739209707.712258;-35.57807855764607
1739209707.7122679;-38.13080360867914
1739209707.7122777;-45.120503652039325
1739209707.7122874;-45.120503652039325
1739209707.7122972;-45.120503652039325
1739209707.712307;-45.120503652039325
1739209707.7123168;-45.120503652039325
1739209707.7123265;-45.120503652039325
1739209707.7123363;-45.120503652039325
1739209707.712346;-38.13080360867914
1739209707.7123559;-38.13080360867914
1739209707.7123656;-45.120503652039325
1739209707.7123754;-35.57807855764607
1739209707.7123852;-35.57807855764607
1739209707.7123952;-33.981070128970906
1739209707.712405;-45.120503652039325
1739209707.7124147;-38.13080360867914
1739209707.7124245;-45.120503652039325
1739209707.7124343;-38.13080360867914
1739209707.712444;-35.57807855764607
1739209707.7124538;-38.13080360867914
1739209707.7124636;-33.981070128970906
1739209707.7124734;-45.120503652039325
1739209707.7124832;-45.120503652039325
1739209707.712493;-38.13080360867914
1739209707.7125027;-45.120503652039325
1739209707.7125125;-45.120503652039325
1739209707.7125223;-45.120503652039325
1739209707.712532;-45.120503652039325
1739209707.7125418;-35.57807855764607
1739209707.7125518;-35.57807855764607
