CAN Message; 0x77:9a49e2308fbe605c
1739209853.843434;-38.13080360867914
1739209853.8434398;-38.13080360867914
1739209853.8434455;-38.13080360867914
1739209853.8434513;-45.120503652039325
1739209853.843457;-38.13080360867914
1739209853.843463;-38.13080360867914
1739209853.8434687;-38.13080360867914
1739209853.8434744;-45.120503652039325
1739209853.84348;-32.816014438256545
1739209853.8434858;-32.816014438256545
1739209853.8434916;-38.13080360867914
1739209853.8434975;-38.13080360867914
1739209853.8435032;-35.57807855764607
1739209853.843509;-38.13080360867914
1739209853.8435147;-45.120503652039325
1739209853.8435204;-45.120503652039325
1739209853.8435264;-38.13080360867914
1739209853.843532;-45.120503652039325
1739209853.8435378;-45.120503652039325
1739209853.8435435;-38.13080360867914
1739209853.8435493;-45.120503652039325
1739209853.843555;-38.13080360867914
1739209853.843561;-33.981070128970906
1739209853.8435667;-32.816014438256545
1739209853.8435724;-45.120503652039325
1739209853.843578;-45.120503652039325
1739209853.8435838;-38.13080360867914
1739209853.8435898;-35.57807855764607
1739209853.8435955;-32.816014438256545
1739209853.8436012;-32.816014438256545
1739209853.843607;-38.13080360867914
1739209853.8436127;-38.13080360867914
1739209853.8436186;-33.981070128970906
1739209853.8436244;-45.120503652039325
1739209853.84363;-38.13080360867914
1739209853.8436358;-32.816014438256545
1739209853.8436415;-38.13080360867914
1739209853.8436475;-45.120503652039325
1739209853.8436532;-38.13080360867914
1739209853.843659;-38.13080360867914
1739209853.8436646;-33.981070128970906
1739209853.8436704;-38.13080360867914
1739209853.843676;-38.13080360867914
1739209853.843682;-35.57807855764607
1739209853.8436878;-45.120503652039325
1739209853.8436935;-45.120503652039325
1739209853.8436992;-38.13080360867914
1739209853.843705;-38.13080360867914
1739209853.843711;-45.120503652039325
1739209853.8437166;-38.13080360867914
1739209853.8437223;-35.57807855764607
1739209853.843728;-45.120503652039325
1739209853.8437338;-35.57807855764607
1739209853.8437395;-29.438486411369333
1739209853.8437455;-45.120503652039325
1739209853.8437512;-45.120503652039325
1739209853.843757;-45.120503652039325
1739209853.8437626;-45.120503652039325
1739209853.8437684;-35.57807855764607
1739209853.8437743;-38.13080360867914
1739209853.84378;-45.120503652039325
1739209853.8437858;-35.57807855764607
1739209853.8437915;-38.13080360867914
1739209853.8437972;-38.13080360867914
1739209853.8438032;-33.981070128970906
1739209853.843809;-33.981070128970906
1739209853.8438146;-45.120503652039325
1739209853.8438203;-45.120503652039325
1739209853.843826;-45.120503652039325
1739209853.843832;-45.120503652039325
1739209853.8438377;-45.120503652039325
1739209853.8438435;-45.120503652039325
1739209853.8438492;-45.120503652039325
1739209853.843855;-38.13080360867914
1739209853.8438606;-33.981070128970906
1739209853.8438666;-45.120503652039325
1739209853.8438723;-38.13080360867914
1739209853.843878;-35.57807855764607
1739209853.8438838;-45.120503652039325
1739209853.8438895;-38.13080360867914
1739209853.8438954;-33.981070128970906
1739209853.8439012;-45.120503652039325
1739209853.8439069;-38.13080360867914
1739209853.8439126;-45.120503652039325
1739209853.8439183;-38.13080360867914
1739209853.843924;-45.120503652039325
1739209853.84393;-45.120503652039325
1739209853.8439357;-38.13080360867914
1739209853.8439415;-38.13080360867914
1739209853.8439472;-38.13080360867914
1739209853.843953;-38.13080360867914
1739209853.8439589;-35.57807855764607
1739209853.8439646;-45.120503652039325
1739209853.8439703;-45.120503652039325
1739209853.843976;-38.13080360867914
1739209853.8439817;-32.816014438256545
1739209853.8439877;-38.13080360867914
1739209853.8439934;-45.120503652039325
1739209853.8439991;-45.120503652039325
1739209853.8440049;-38.13080360867914
1739209853.8440106;-45.120503652039325
1739209853.8440166;-38.13080360867914
1739209853.8440223;-38.13080360867914
1739209853.844028;-45.120503652039325
1739209853.8440337;-35.57807855764607
1739209853.8440394;-35.57807855764607
1739209853.8440452;-45.120503652039325
1739209853.8440511;-45.120503652039325
1739209853.8440568;-38.13080360867914
1739209853.8440626;-35.57807855764607
1739209853.8440683;-38.13080360867914
1739209853.844074;-45.120503652039325
1739209853.84408;-45.120503652039325
1739209853.8440857;-32.816014438256545
1739209853.8440914;-33.981070128970906
1739209853.8440971;-45.120503652039325
1739209853.8441029;-38.13080360867914
1739209853.8441086;-31.141103565318915
1739209853.8441145;-28.992665084841942
1739209853.8441203;-45.120503652039325
1739209853.844126;-38.13080360867914
1739209853.8441317;-33.981070128970906
1739209853.8441374;-33.981070128970906
1739209853.8441434;-45.120503652039325
1739209853.844149;-45.120503652039325
1739209853.8441548;-38.13080360867914
1739209853.8441606;-38.13080360867914
1739209853.8441663;-45.120503652039325
1739209853.8441722;-45.120503652039325
1739209853.844178;-45.120503652039325
1739209853.8441837;-45.120503652039325
1739209853.8441894;-45.120503652039325
1739209853.8441951;-38.13080360867914
1739209853.844201;-38.13080360867914
1739209853.8442068;-38.13080360867914
1739209853.8442125;-38.13080360867914
1739209853.8442183;-38.13080360867914
1739209853.844224;-45.120503652039325
1739209853.8442297;-33.981070128970906
1739209853.8442357;-38.13080360867914
1739209853.8442414;-45.120503652039325
1739209853.844247;-38.13080360867914
1739209853.8442528;-28.992665084841942
1739209853.8442585;-38.13080360867914
1739209853.8442645;-38.13080360867914
1739209853.8442702;-45.120503652039325
1739209853.844276;-38.13080360867914
1739209853.8442817;-35.57807855764607
1739209853.8442874;-38.13080360867914
1739209853.844293;-45.120503652039325
1739209853.844299;-38.13080360867914
1739209853.8443048;-38.13080360867914
1739209853.8443105;-45.120503652039325
1739209853.8443162;-45.120503652039325
1739209853.844322;-38.13080360867914
1739209853.844328;-45.120503652039325
1739209853.8443336;-38.13080360867914
1739209853.8443394;-38.13080360867914
1739209853.844345;-38.13080360867914
1739209853.8443508;-45.120503652039325
1739209853.8443568;-45.120503652039325
1739209853.8443625;-45.120503652039325
1739209853.8443682;-45.120503652039325
1739209853.844374;-45.120503652039325
1739209853.8443797;-38.13080360867914
1739209853.8443856;-35.57807855764607
1739209853.8443913;-33.981070128970906
1739209853.844397;-45.120503652039325
1739209853.8444028;-45.120503652039325
1739209853.8444085;-45.120503652039325
1739209853.8444142;-38.13080360867914
1739209853.8444202;-38.13080360867914
1739209853.844426;-45.120503652039325
1739209853.8444316;-38.13080360867914
1739209853.8444374;-45.120503652039325
1739209853.844443;-45.120503652039325
1739209853.844449;-45.120503652039325
1739209853.8444548;-38.13080360867914
1739209853.8444605;-38.13080360867914
1739209853.8444662;-38.13080360867914
1739209853.844472;-38.13080360867914
1739209853.8444777;-45.120503652039325
1739209853.8444836;-38.13080360867914
1739209853.8444893;-45.120503652039325
1739209853.844495;-45.120503652039325
1739209853.8445008;-45.120503652039325
1739209853.8445065;-38.13080360867914
1739209853.8445125;-38.13080360867914
1739209853.8445182;-38.13080360867914
1739209853.844524;-45.120503652039325
1739209853.8445296;-38.13080360867914
1739209853.8445354;-32.816014438256545
1739209853.8445413;-38.13080360867914
1739209853.844547;-45.120503652039325
1739209853.8445528;-38.13080360867914
1739209853.8445585;-32.816014438256545
1739209853.8445642;-45.120503652039325
1739209853.8445702;-38.13080360867914
1739209853.844576;-45.120503652039325
1739209853.8445816;-45.120503652039325
1739209853.8445873;-38.13080360867914
1739209853.844593;-45.120503652039325
1739209853.8445988;-45.120503652039325
1739209853.8446047;-38.13080360867914
1739209853.8446105;-38.13080360867914
1739209853.8446162;-38.13080360867914
1739209853.844622;-45.120503652039325
1739209853.8446276;-38.13080360867914
1739209853.8446336;-38.13080360867914
1739209853.8446393;-45.120503652039325
1739209853.844645;-33.981070128970906
1739209853.8446507;-35.57807855764607
1739209853.8446565;-38.13080360867914
1739209853.8446622;-45.120503652039325
1739209853.8446681;-33.981070128970906
1739209853.8446739;-29.438486411369333
1739209853.8446796;-38.13080360867914
1739209853.8446853;-45.120503652039325
1739209853.844691;-38.13080360867914
1739209853.844697;-38.13080360867914
1739209853.8447027;-38.13080360867914
1739209853.8447084;-35.57807855764607
1739209853.8447142;-45.120503652039325
1739209853.84472;-38.13080360867914
1739209853.8447258;-45.120503652039325
1739209853.8447316;-45.120503652039325
1739209853.8447373;-45.120503652039325
1739209853.844743;-45.120503652039325
1739209853.8447487;-38.13080360867914
1739209853.8447547;-38.13080360867914
1739209853.8447604;-38.13080360867914
1739209853.8447661;-35.57807855764607
1739209853.8447719;-38.13080360867914
1739209853.8447776;-35.57807855764607
1739209853.8447833;-38.13080360867914
1739209853.8447893;-45.120503652039325
1739209853.844795;-45.120503652039325
1739209853.8448007;-38.13080360867914
1739209853.8448064;-35.57807855764607
1739209853.8448122;-31.141103565318893
1739209853.844818;-38.13080360867914
1739209853.8448238;-45.120503652039325
1739209853.8448296;-33.981070128970906
1739209853.8448353;-38.13080360867914
1739209853.844841;-38.13080360867914
1739209853.8448467;-32.816014438256545
1739209853.8448527;-45.120503652039325
1739209853.8448584;-35.57807855764607
1739209853.8448641;-38.13080360867914
1739209853.8448699;-38.13080360867914
1739209853.8448756;-45.120503652039325
1739209853.8448815;-45.120503652039325
1739209853.8448873;-32.816014438256545
1739209853.844893;-45.120503652039325
1739209853.8448987;-38.13080360867914
1739209853.8449044;-26.991370085610736
1739209853.8449104;-35.57807855764607
1739209853.844916;-35.57807855764607
1739209853.8449218;-38.13080360867914
1739209853.8449275;-38.13080360867914
1739209853.8449333;-45.120503652039325
1739209853.8449392;-38.13080360867914
1739209853.844945;-38.13080360867914
1739209853.8449507;-45.120503652039325
1739209853.8449564;-45.120503652039325
1739209853.8449621;-45.120503652039325
1739209853.8449678;-45.120503652039325
1739209853.8449738;-35.57807855764607
1739209853.8449795;-38.13080360867914
1739209853.8449852;-45.120503652039325
1739209853.844991;-38.13080360867914
1739209853.8449967;-45.120503652039325
1739209853.8450027;-38.13080360867914
1739209853.8450084;-45.120503652039325
1739209853.845014;-38.13080360867914
1739209853.8450198;-45.120503652039325
1739209853.8450255;-33.981070128970906
1739209853.8450313;-45.120503652039325
1739209853.8450372;-38.13080360867914
1739209853.845043;-32.816014438256545
1739209853.8450487;-35.57807855764607
1739209853.8450544;-45.120503652039325
1739209853.84506;-33.981070128970906
1739209853.845066;-32.816014438256545
1739209853.8450718;-38.13080360867914
1739209853.8450775;-45.120503652039325
1739209853.8450832;-38.13080360867914
1739209853.845089;-38.13080360867914
1739209853.845095;-38.13080360867914
1739209853.8451006;-45.120503652039325
1739209853.8451064;-38.13080360867914
1739209853.845112;-45.120503652039325
1739209853.8451178;-33.981070128970906
1739209853.8451238;-45.120503652039325
1739209853.8451295;-45.120503652039325
1739209853.8451352;-38.13080360867914
1739209853.845141;-38.13080360867914
1739209853.8451467;-38.13080360867914
1739209853.8451524;-45.120503652039325
1739209853.8451583;-35.57807855764607
1739209853.845164;-38.13080360867914
1739209853.8451698;-45.120503652039325
1739209853.8451755;-45.120503652039325
1739209853.8451812;-45.120503652039325
1739209853.8451872;-45.120503652039325
1739209853.845193;-38.13080360867914
1739209853.8451986;-38.13080360867914
1739209853.8452044;-45.120503652039325
1739209853.84521;-35.57807855764607
1739209853.8452158;-35.57807855764607
1739209853.8452218;-38.13080360867914
1739209853.8452275;-45.120503652039325
1739209853.8452332;-45.120503652039325
1739209853.845239;-35.57807855764607
1739209853.8452446;-45.120503652039325
1739209853.8452506;-45.120503652039325
1739209853.8452563;-45.120503652039325
1739209853.845262;-45.120503652039325
1739209853.8452678;-38.13080360867914
1739209853.8452735;-38.13080360867914
1739209853.8452795;-33.981070128970906
1739209853.8452852;-35.57807855764607
1739209853.845291;-45.120503652039325
1739209853.8452966;-30.49652367304973
1739209853.8453023;-35.57807855764607
1739209853.8453083;-45.120503652039325
1739209853.845314;-38.13080360867914
1739209853.8453197;-38.13080360867914
1739209853.8453255;-38.13080360867914
1739209853.8453312;-45.120503652039325
1739209853.845337;-38.13080360867914
1739209853.8453429;-38.13080360867914
1739209853.8453486;-45.120503652039325
1739209853.8453543;-45.120503652039325
1739209853.84536;-45.120503652039325
1739209853.8453658;-45.120503652039325
1739209853.8453717;-45.120503652039325
1739209853.8453774;-45.120503652039325
1739209853.8453832;-45.120503652039325
1739209853.845389;-38.13080360867914
1739209853.8453946;-38.13080360867914
1739209853.8454003;-45.120503652039325
1739209853.8454063;-45.120503652039325
1739209853.845412;-45.120503652039325
1739209853.8454177;-33.981070128970906
1739209853.8454235;-45.120503652039325
1739209853.8454292;-38.13080360867914
1739209853.8454351;-35.57807855764607
1739209853.8454409;-38.13080360867914
1739209853.8454466;-45.120503652039325
1739209853.8454523;-45.120503652039325
1739209853.845458;-38.13080360867914
1739209853.845464;-35.57807855764607
1739209853.8454697;-45.120503652039325
1739209853.8454754;-45.120503652039325
1739209853.8454812;-38.13080360867914
1739209853.8454869;-45.120503652039325
1739209853.8454928;-38.13080360867914
1739209853.8454986;-35.57807855764607
1739209853.8455043;-35.57807855764607
1739209853.84551;-31.141103565318915
1739209853.8455157;-33.981070128970906
1739209853.8455215;-45.120503652039325
1739209853.8455274;-38.13080360867914
1739209853.8455331;-38.13080360867914
1739209853.8455389;-45.120503652039325
1739209853.8455446;-38.13080360867914
1739209853.8455503;-35.57807855764607
1739209853.8455563;-38.13080360867914
1739209853.845562;-45.120503652039325
1739209853.8455677;-33.981070128970906
1739209853.8455734;-45.120503652039325
1739209853.8455791;-45.120503652039325
1739209853.8455849;-45.120503652039325
1739209853.8455908;-45.120503652039325
1739209853.8455966;-38.13080360867914
1739209853.8456023;-45.120503652039325
1739209853.845608;-45.120503652039325
1739209853.8456137;-35.57807855764607
1739209853.8456197;-38.13080360867914
1739209853.8456254;-45.120503652039325
1739209853.8456311;-45.120503652039325
1739209853.8456368;-38.13080360867914
1739209853.8456426;-45.120503652039325
1739209853.8456485;-28.992665084841942
1739209853.8456542;-31.141103565318915
1739209853.84566;-45.120503652039325
1739209853.8456657;-45.120503652039325
1739209853.8456714;-38.13080360867914
1739209853.8456774;-38.13080360867914
1739209853.845683;-45.120503652039325
1739209853.8456888;-38.13080360867914
1739209853.8456945;-45.120503652039325
1739209853.8457003;-38.13080360867914
1739209853.845706;-38.13080360867914
1739209853.845712;-35.57807855764607
1739209853.8457177;-45.120503652039325
1739209853.8457234;-35.57807855764607
1739209853.845729;-33.981070128970906
1739209853.8457348;-38.13080360867914
1739209853.8457408;-32.816014438256545
1739209853.8457465;-32.816014438256545
1739209853.8457522;-45.120503652039325
1739209853.845758;-35.57807855764607
1739209853.8457637;-38.13080360867914
1739209853.8457694;-45.120503652039325
1739209853.8457754;-45.120503652039325
1739209853.845781;-45.120503652039325
1739209853.8457868;-45.120503652039325
1739209853.8457925;-45.120503652039325
1739209853.8457983;-45.120503652039325
1739209853.8458042;-38.13080360867914
1739209853.84581;-38.13080360867914
1739209853.8458157;-45.120503652039325
1739209853.8458214;-45.120503652039325
1739209853.845827;-35.57807855764607
1739209853.845833;-45.120503652039325
1739209853.8458388;-45.120503652039325
1739209853.8458445;-33.981070128970906
1739209853.8458502;-38.13080360867914
1739209853.845856;-45.120503652039325
1739209853.845862;-38.13080360867914
1739209853.8458676;-38.13080360867914
1739209853.8458734;-35.57807855764607
1739209853.845879;-38.13080360867914
1739209853.8458848;-38.13080360867914
1739209853.8458905;-45.120503652039325
1739209853.8458965;-45.120503652039325
1739209853.8459022;-45.120503652039325
1739209853.845908;-45.120503652039325
1739209853.8459136;-38.13080360867914
1739209853.8459194;-38.13080360867914
1739209853.8459253;-45.120503652039325
1739209853.845931;-45.120503652039325
1739209853.8459368;-33.981070128970906
1739209853.8459425;-38.13080360867914
1739209853.8459482;-38.13080360867914
1739209853.845954;-38.13080360867914
1739209853.84596;-38.13080360867914
1739209853.8459656;-38.13080360867914
1739209853.8459713;-45.120503652039325
1739209853.845977;-33.981070128970906
1739209853.8459828;-33.981070128970906
1739209853.8459888;-38.13080360867914
1739209853.8459945;-38.13080360867914
1739209853.8460002;-38.13080360867914
1739209853.846006;-38.13080360867914
1739209853.8460116;-45.120503652039325
1739209853.8460176;-38.13080360867914
1739209853.8460233;-45.120503652039325
1739209853.846029;-38.13080360867914
1739209853.8460348;-45.120503652039325
1739209853.8460405;-45.120503652039325
1739209853.8460464;-45.120503652039325
1739209853.8460522;-38.13080360867914
1739209853.846058;-38.13080360867914
1739209853.8460636;-45.120503652039325
1739209853.8460693;-38.13080360867914
1739209853.846075;-45.120503652039325
1739209853.846081;-45.120503652039325
1739209853.8460867;-45.120503652039325
1739209853.8460925;-33.981070128970906
1739209853.8460982;-38.13080360867914
1739209853.846104;-45.120503652039325
1739209853.8461099;-45.120503652039325
1739209853.8461156;-28.992665084841942
1739209853.8461213;-31.141103565318915
1739209853.846127;-45.120503652039325
1739209853.8461328;-45.120503652039325
1739209853.8461385;-45.120503652039325
1739209853.8461444;-38.13080360867914
1739209853.8461502;-38.13080360867914
1739209853.846156;-38.13080360867914
1739209853.8461616;-38.13080360867914
1739209853.8461673;-35.57807855764607
1739209853.8461733;-33.981070128970906
1739209853.846179;-38.13080360867914
1739209853.8461847;-45.120503652039325
