CAN Message; 0x1bb:0000e81b6bddfece
1739209826.2183766;-38.13080360867914
1739209826.2183855;-35.57807855764607
1739209826.2183943;-38.13080360867914
1739209826.218403;-33.981070128970906
1739209826.218412;-32.816014438256545
1739209826.2184205;-38.13080360867914
1739209826.2184293;-45.120503652039325
1739209826.2184381;-45.120503652039325
1739209826.218447;-45.120503652039325
1739209826.2184558;-45.120503652039325
1739209826.2184646;-38.13080360867914
1739209826.2184734;-38.13080360867914
1739209826.2184823;-45.120503652039325
1739209826.2184908;-38.13080360867914
1739209826.2184997;-45.120503652039325
1739209826.2185085;-45.120503652039325
1739209826.2185173;-45.120503652039325
1739209826.2185261;-38.13080360867914
1739209826.218535;-38.13080360867914
1739209826.2185438;-28.992665084841942
1739209826.2185526;-27.8777449560314
1739209826.2185612;-45.120503652039325
1739209826.21857;-45.120503652039325
1739209826.2185788;-33.981070128970906
1739209826.2185876;-33.981070128970906
1739209826.2185965;-45.120503652039325
1739209826.2186053;-38.13080360867914
1739209826.218614;-45.120503652039325
1739209826.2186227;-45.120503652039325
1739209826.2186315;-45.120503652039325
1739209826.2186403;-45.120503652039325
1739209826.2186491;-38.13080360867914
1739209826.218658;-35.57807855764607
1739209826.2186668;-38.13080360867914
1739209826.2186756;-38.13080360867914
1739209826.2186844;-45.120503652039325
1739209826.218693;-45.120503652039325
1739209826.2187018;-33.981070128970906
1739209826.2187107;-38.13080360867914
1739209826.2187195;-45.120503652039325
1739209826.2187283;-38.13080360867914
1739209826.2187371;-38.13080360867914
1739209826.218746;-45.120503652039325
1739209826.2187545;-31.141103565318915
1739209826.2187634;-26.487275050834715
1739209826.2187722;-45.120503652039325
1739209826.218781;-38.13080360867914
1739209826.2187898;-35.57807855764607
1739209826.2187986;-32.816014438256545
1739209826.2188075;-45.120503652039325
1739209826.2188163;-45.120503652039325
1739209826.2188249;-45.120503652039325
1739209826.2188337;-45.120503652039325
1739209826.2188425;-45.120503652039325
1739209826.2188513;-35.57807855764607
1739209826.2188601;-45.120503652039325
1739209826.218869;-38.13080360867914
1739209826.2188778;-32.816014438256545
1739209826.2188864;-45.120503652039325
1739209826.2188952;-35.57807855764607
1739209826.218904;-29.438486411369333
1739209826.2189128;-38.13080360867914
1739209826.2189217;-45.120503652039325
1739209826.2189305;-38.13080360867914
1739209826.2189393;-45.120503652039325
1739209826.2189481;-45.120503652039325
1739209826.2189567;-32.816014438256545
1739209826.2189655;-38.13080360867914
1739209826.2189744;-45.120503652039325
1739209826.2189832;-38.13080360867914
1739209826.218992;-32.816014438256545
1739209826.2190008;-45.120503652039325
1739209826.2190096;-45.120503652039325
1739209826.2190182;-45.120503652039325
1739209826.219027;-45.120503652039325
1739209826.2190359;-45.120503652039325
1739209826.2190447;-45.120503652039325
1739209826.2190535;-45.120503652039325
1739209826.2190623;-45.120503652039325
1739209826.2190711;-38.13080360867914
1739209826.21908;-45.120503652039325
1739209826.2190886;-38.13080360867914
1739209826.2190974;-45.120503652039325
1739209826.2191062;-33.981070128970906
1739209826.219115;-31.141103565318893
1739209826.2191238;-38.13080360867914
1739209826.2191327;-45.120503652039325
1739209826.2191415;-38.13080360867914
1739209826.21915;-32.816014438256545
1739209826.219159;-45.120503652039325
1739209826.2191677;-45.120503652039325
1739209826.2191765;-45.120503652039325
1739209826.2191854;-45.120503652039325
1739209826.2191942;-33.981070128970906
1739209826.219203;-45.120503652039325
1739209826.2192118;-38.13080360867914
1739209826.2192204;-38.13080360867914
1739209826.2192292;-38.13080360867914
1739209826.219238;-45.120503652039325
1739209826.2192469;-38.13080360867914
1739209826.2192557;-32.816014438256545
1739209826.2192645;-45.120503652039325
1739209826.2192733;-45.120503652039325
1739209826.219282;-38.13080360867914
1739209826.2192907;-45.120503652039325
1739209826.2192996;-45.120503652039325
1739209826.2193084;-45.120503652039325
1739209826.2193172;-45.120503652039325
1739209826.219326;-38.13080360867914
1739209826.2193348;-45.120503652039325
1739209826.2193437;-45.120503652039325
1739209826.2193522;-45.120503652039325
1739209826.219361;-38.13080360867914
1739209826.21937;-38.13080360867914
1739209826.2193787;-45.120503652039325
1739209826.2193875;-38.13080360867914
1739209826.2193964;-45.120503652039325
1739209826.2194052;-38.13080360867914
1739209826.2194138;-45.120503652039325
1739209826.2194226;-38.13080360867914
1739209826.2194314;-45.120503652039325
1739209826.2194402;-38.13080360867914
1739209826.219449;-33.981070128970906
1739209826.2194579;-38.13080360867914
1739209826.2194667;-45.120503652039325
1739209826.2194755;-33.981070128970906
1739209826.219484;-45.120503652039325
1739209826.219493;-38.13080360867914
1739209826.2195017;-45.120503652039325
1739209826.2195106;-45.120503652039325
1739209826.2195194;-38.13080360867914
1739209826.2195282;-38.13080360867914
1739209826.219537;-45.120503652039325
1739209826.2195458;-38.13080360867914
1739209826.2195544;-38.13080360867914
1739209826.2195632;-45.120503652039325
1739209826.219572;-45.120503652039325
1739209826.219581;-38.13080360867914
1739209826.2195897;-45.120503652039325
1739209826.2195985;-45.120503652039325
1739209826.2196074;-38.13080360867914
1739209826.219616;-38.13080360867914
1739209826.2196248;-45.120503652039325
1739209826.2196336;-38.13080360867914
1739209826.2196424;-38.13080360867914
1739209826.2196512;-45.120503652039325
1739209826.21966;-45.120503652039325
1739209826.2196689;-45.120503652039325
1739209826.2196777;-45.120503652039325
1739209826.2196863;-31.141103565318915
1739209826.219695;-35.57807855764607
1739209826.219704;-45.120503652039325
1739209826.2197127;-45.120503652039325
1739209826.2197216;-38.13080360867914
1739209826.2197304;-45.120503652039325
1739209826.2197392;-45.120503652039325
1739209826.2197478;-38.13080360867914
1739209826.2197566;-28.58837851428586
1739209826.2197654;-45.120503652039325
1739209826.2197742;-38.13080360867914
1739209826.219783;-38.13080360867914
1739209826.219792;-33.981070128970906
1739209826.2198007;-45.120503652039325
1739209826.2198095;-38.13080360867914
1739209826.219818;-38.13080360867914
1739209826.219827;-28.992665084841942
1739209826.2198358;-38.13080360867914
1739209826.2198446;-45.120503652039325
1739209826.2198534;-38.13080360867914
1739209826.2198622;-31.141103565318915
1739209826.219871;-35.57807855764607
1739209826.2198796;-38.13080360867914
1739209826.2198884;-45.120503652039325
1739209826.2198973;-45.120503652039325
1739209826.219906;-38.13080360867914
1739209826.219915;-45.120503652039325
1739209826.2199237;-45.120503652039325
1739209826.2199326;-38.13080360867914
1739209826.2199414;-45.120503652039325
1739209826.21995;-38.13080360867914
1739209826.2199588;-45.120503652039325
1739209826.2199676;-38.13080360867914
1739209826.2199764;-38.13080360867914
1739209826.2199852;-45.120503652039325
1739209826.219994;-45.120503652039325
1739209826.220003;-45.120503652039325
1739209826.2200115;-33.981070128970906
1739209826.2200203;-33.981070128970906
1739209826.220029;-45.120503652039325
1739209826.220038;-31.141103565318915
1739209826.2200468;-38.13080360867914
1739209826.2200556;-45.120503652039325
1739209826.2200644;-45.120503652039325
1739209826.2200732;-38.13080360867914
1739209826.2200818;-45.120503652039325
1739209826.2200906;-45.120503652039325
1739209826.2200994;-35.57807855764607
1739209826.2201083;-32.81601443825658
1739209826.220117;-45.120503652039325
1739209826.220126;-38.13080360867914
1739209826.2201347;-45.120503652039325
1739209826.2201433;-38.13080360867914
1739209826.2201521;-45.120503652039325
1739209826.220161;-38.13080360867914
1739209826.2201698;-38.13080360867914
1739209826.2201786;-32.816014438256545
1739209826.2201874;-33.981070128970906
1739209826.2201962;-38.13080360867914
1739209826.220205;-35.57807855764607
1739209826.2202137;-38.13080360867914
1739209826.2202225;-45.120503652039325
1739209826.2202313;-38.13080360867914
1739209826.22024;-38.13080360867914
1739209826.220249;-33.981070128970906
1739209826.2202578;-45.120503652039325
1739209826.2202666;-38.13080360867914
1739209826.2202752;-35.57807855764607
1739209826.220284;-45.120503652039325
1739209826.2202928;-38.13080360867914
1739209826.2203016;-45.120503652039325
1739209826.2203104;-35.57807855764607
1739209826.2203193;-45.120503652039325
1739209826.220328;-38.13080360867914
1739209826.220337;-38.13080360867914
1739209826.2203455;-38.13080360867914
1739209826.2203543;-38.13080360867914
1739209826.2203631;-38.13080360867914
1739209826.220372;-38.13080360867914
1739209826.2203808;-38.13080360867914
1739209826.2203896;-38.13080360867914
1739209826.2203984;-32.816014438256545
1739209826.220407;-45.120503652039325
1739209826.2204158;-45.120503652039325
1739209826.2204247;-33.981070128970906
1739209826.2204335;-38.13080360867914
1739209826.2204423;-45.120503652039325
1739209826.220451;-45.120503652039325
1739209826.22046;-45.120503652039325
1739209826.2204688;-38.13080360867914
1739209826.2204773;-38.13080360867914
1739209826.2204862;-45.120503652039325
1739209826.220495;-45.120503652039325
1739209826.2205038;-38.13080360867914
1739209826.2205126;-38.13080360867914
1739209826.2205215;-45.120503652039325
1739209826.2205303;-38.13080360867914
1739209826.2205389;-35.57807855764607
1739209826.2205477;-38.13080360867914
1739209826.2205565;-38.13080360867914
1739209826.2205653;-38.13080360867914
1739209826.2205741;-45.120503652039325
1739209826.220583;-38.13080360867914
1739209826.2205918;-45.120503652039325
1739209826.2206006;-38.13080360867914
1739209826.2206092;-45.120503652039325
1739209826.220618;-38.13080360867914
1739209826.2206268;-38.13080360867914
1739209826.2206357;-38.13080360867914
1739209826.2206445;-38.13080360867914
1739209826.2206533;-45.120503652039325
1739209826.220662;-33.981070128970906
1739209826.2206707;-45.120503652039325
1739209826.2206795;-45.120503652039325
1739209826.2206883;-35.57807855764607
1739209826.2206972;-32.816014438256545
1739209826.220706;-38.13080360867914
1739209826.2207148;-45.120503652039325
1739209826.2207236;-38.13080360867914
1739209826.2207325;-38.13080360867914
1739209826.220741;-38.13080360867914
1739209826.2207499;-45.120503652039325
1739209826.2207587;-38.13080360867914
1739209826.2207675;-35.57807855764607
1739209826.2207763;-35.57807855764607
1739209826.2207851;-35.57807855764607
1739209826.220794;-45.120503652039325
1739209826.2208028;-38.13080360867914
1739209826.2208114;-38.13080360867914
1739209826.2208202;-33.981070128970906
1739209826.220829;-33.981070128970906
1739209826.2208378;-45.120503652039325
1739209826.2208467;-45.120503652039325
1739209826.2208555;-32.816014438256545
1739209826.2208643;-38.13080360867914
1739209826.2208729;-45.120503652039325
1739209826.2208817;-38.13080360867914
1739209826.2208905;-38.13080360867914
1739209826.2208993;-45.120503652039325
1739209826.2209082;-45.120503652039325
1739209826.220917;-35.57807855764607
1739209826.2209258;-38.13080360867914
1739209826.2209346;-45.120503652039325
1739209826.2209432;-45.120503652039325
1739209826.220952;-38.13080360867914
1739209826.2209609;-32.816014438256545
1739209826.2209697;-45.120503652039325
1739209826.2209785;-45.120503652039325
1739209826.2209873;-38.13080360867914
1739209826.2209961;-32.816014438256545
1739209826.2210047;-38.13080360867914
1739209826.2210135;-45.120503652039325
1739209826.2210224;-38.13080360867914
1739209826.2210312;-45.120503652039325
1739209826.22104;-38.13080360867914
1739209826.2210488;-45.120503652039325
1739209826.2210577;-45.120503652039325
1739209826.2210665;-45.120503652039325
1739209826.221075;-45.120503652039325
1739209826.2210839;-45.120503652039325
1739209826.2210927;-45.120503652039325
1739209826.2211015;-38.13080360867914
1739209826.2211103;-30.49652367304973
1739209826.2211192;-35.57807855764607
1739209826.221128;-45.120503652039325
1739209826.2211366;-45.120503652039325
1739209826.2211454;-38.13080360867914
1739209826.2211542;-35.57807855764607
1739209826.221163;-45.120503652039325
1739209826.2211719;-38.13080360867914
1739209826.2211807;-31.141103565318915
1739209826.2211895;-45.120503652039325
1739209826.2211983;-45.120503652039325
1739209826.221207;-45.120503652039325
1739209826.2212157;-35.57807855764607
1739209826.2212245;-32.816014438256545
1739209826.2212334;-45.120503652039325
1739209826.2212422;-38.13080360867914
1739209826.221251;-30.49652367304973
1739209826.2212598;-38.13080360867914
1739209826.2212684;-45.120503652039325
1739209826.2212772;-45.120503652039325
1739209826.221286;-38.13080360867914
1739209826.2212949;-38.13080360867914
1739209826.2213037;-38.13080360867914
1739209826.2213125;-35.57807855764607
1739209826.2213213;-38.13080360867914
1739209826.2213302;-45.120503652039325
1739209826.2213387;-38.13080360867914
1739209826.2213476;-38.13080360867914
1739209826.2213564;-45.120503652039325
1739209826.2213652;-38.13080360867914
1739209826.221374;-45.120503652039325
1739209826.2213829;-45.120503652039325
1739209826.2213917;-33.981070128970906
1739209826.2214003;-45.120503652039325
1739209826.221409;-45.120503652039325
1739209826.221418;-45.120503652039325
1739209826.2214267;-38.13080360867914
1739209826.2214355;-45.120503652039325
1739209826.2214444;-38.13080360867914
1739209826.2214532;-38.13080360867914
1739209826.221462;-28.992665084841942
1739209826.2214706;-45.120503652039325
1739209826.2214794;-38.13080360867914
1739209826.2214882;-45.120503652039325
1739209826.221497;-45.120503652039325
1739209826.2215059;-45.120503652039325
1739209826.2215147;-38.13080360867914
1739209826.2215235;-45.120503652039325
1739209826.221532;-31.14110356531892
1739209826.221541;-38.13080360867914
1739209826.2215497;-38.13080360867914
1739209826.2215586;-45.120503652039325
1739209826.2215674;-38.13080360867914
1739209826.2215762;-45.120503652039325
1739209826.221585;-45.120503652039325
1739209826.2215939;-45.120503652039325
1739209826.2216024;-31.141103565318915
1739209826.2216113;-32.816014438256545
1739209826.22162;-38.13080360867914
1739209826.221629;-38.13080360867914
1739209826.2216377;-38.13080360867914
1739209826.2216465;-38.13080360867914
1739209826.2216554;-38.13080360867914
1739209826.221664;-45.120503652039325
1739209826.2216728;-38.13080360867914
1739209826.2216816;-45.120503652039325
1739209826.2216904;-45.120503652039325
1739209826.2216992;-45.120503652039325
1739209826.221708;-33.981070128970906
1739209826.221717;-45.120503652039325
1739209826.2217257;-45.120503652039325
1739209826.2217343;-45.120503652039325
1739209826.221743;-45.120503652039325
1739209826.221752;-38.13080360867914
1739209826.2217607;-38.13080360867914
1739209826.2217696;-45.120503652039325
1739209826.2217784;-45.120503652039325
1739209826.2217872;-38.13080360867914
1739209826.221796;-38.13080360867914
1739209826.2218046;-45.120503652039325
1739209826.2218134;-33.981070128970906
1739209826.2218223;-38.13080360867914
1739209826.221831;-45.120503652039325
1739209826.22184;-45.120503652039325
1739209826.2218487;-33.981070128970906
1739209826.2218575;-38.13080360867914
1739209826.2218661;-45.120503652039325
1739209826.221875;-45.120503652039325
1739209826.2218838;-45.120503652039325
1739209826.2218926;-38.13080360867914
1739209826.2219014;-38.13080360867914
1739209826.2219102;-45.120503652039325
1739209826.221919;-38.13080360867914
1739209826.221928;-35.57807855764607
1739209826.2219365;-45.120503652039325
1739209826.2219453;-45.120503652039325
1739209826.221954;-31.141103565318915
1739209826.221963;-32.816014438256545
1739209826.2219718;-38.13080360867914
1739209826.2219806;-45.120503652039325
1739209826.2219894;-38.13080360867914
1739209826.221998;-38.13080360867914
1739209826.2220068;-38.13080360867914
1739209826.2220156;-45.120503652039325
1739209826.2220244;-38.13080360867914
1739209826.2220333;-38.13080360867914
1739209826.222042;-38.13080360867914
1739209826.222051;-45.120503652039325
1739209826.2220597;-38.13080360867914
1739209826.2220683;-38.13080360867914
1739209826.2220771;-45.120503652039325
1739209826.222086;-38.13080360867914
1739209826.2220948;-38.13080360867914
1739209826.2221036;-38.13080360867914
1739209826.2221124;-45.120503652039325
1739209826.2221212;-38.13080360867914
1739209826.2221298;-45.120503652039325
1739209826.2221386;-38.13080360867914
1739209826.2221475;-38.13080360867914
1739209826.2221563;-45.120503652039325
1739209826.222165;-35.57807855764607
1739209826.222174;-45.120503652039325
1739209826.2221828;-38.13080360867914
1739209826.2221916;-35.57807855764607
1739209826.2222002;-33.981070128970906
1739209826.222209;-38.13080360867914
1739209826.2222178;-38.13080360867914
1739209826.2222266;-32.816014438256545
1739209826.2222354;-38.13080360867914
1739209826.2222443;-32.816014438256545
1739209826.222253;-35.57807855764607
1739209826.2222617;-35.57807855764607
1739209826.2222705;-38.13080360867914
1739209826.2222793;-45.120503652039325
1739209826.2222881;-35.57807855764607
1739209826.222297;-45.120503652039325
1739209826.2223058;-38.13080360867914
1739209826.2223146;-45.120503652039325
1739209826.2223234;-38.13080360867914
1739209826.222332;-38.13080360867914
1739209826.2223408;-45.120503652039325
1739209826.2223496;-38.13080360867914
1739209826.2223585;-45.120503652039325
1739209826.2223673;-45.120503652039325
1739209826.222376;-38.13080360867914
1739209826.222385;-45.120503652039325
1739209826.2223935;-45.120503652039325
1739209826.2224023;-38.13080360867914
1739209826.2224112;-38.13080360867914
1739209826.22242;-35.57807855764607
1739209826.2224288;-35.57807855764607
1739209826.2224376;-38.13080360867914
1739209826.2224464;-38.13080360867914
1739209826.2224553;-38.13080360867914
1739209826.2224638;-38.13080360867914
1739209826.2224727;-45.120503652039325
1739209826.2224815;-38.13080360867914
1739209826.2224903;-38.13080360867914
1739209826.2224991;-45.120503652039325
1739209826.222508;-45.120503652039325
1739209826.2225168;-35.57807855764607
1739209826.2225254;-38.13080360867914
1739209826.2225342;-38.13080360867914
1739209826.222543;-45.120503652039325
1739209826.2225518;-33.981070128970906
1739209826.2225606;-38.13080360867914
1739209826.2225695;-45.120503652039325
1739209826.2225783;-45.120503652039325
1739209826.222587;-38.13080360867914
1739209826.2225957;-28.58837851428586
1739209826.2226045;-28.992665084841942
1739209826.2226133;-45.120503652039325
1739209826.2226222;-38.13080360867914
1739209826.222631;-38.13080360867914
1739209826.2226398;-33.981070128970906
1739209826.2226486;-38.13080360867914
1739209826.2226572;-35.57807855764607
1739209826.222666;-35.57807855764607
1739209826.2226748;-35.57807855764607
1739209826.2226837;-38.13080360867914
1739209826.2226925;-45.120503652039325
1739209826.2227013;-45.120503652039325
1739209826.2227101;-38.13080360867914
1739209826.222719;-35.57807855764607
1739209826.2227275;-45.120503652039325
1739209826.2227364;-33.981070128970906
1739209826.2227452;-31.141103565318915
1739209826.222754;-45.120503652039325
1739209826.2227628;-38.13080360867914
1739209826.2227716;-45.120503652039325
1739209826.2227805;-33.981070128970906
1739209826.222789;-38.13080360867914
1739209826.2227979;-45.120503652039325
1739209826.2228067;-45.120503652039325
1739209826.2228155;-31.141103565318915
1739209826.2228243;-38.13080360867914
1739209826.2228332;-45.120503652039325
1739209826.222842;-45.120503652039325
1739209826.2228508;-33.981070128970906
1739209826.2228594;-45.120503652039325
1739209826.2228682;-45.120503652039325
1739209826.222877;-35.57807855764607
1739209826.2228858;-38.13080360867914
1739209826.2228947;-38.13080360867914
1739209826.2229035;-38.13080360867914
1739209826.2229123;-38.13080360867914
1739209826.222921;-45.120503652039325
1739209826.2229297;-45.120503652039325
1739209826.2229385;-38.13080360867914
1739209826.2229474;-45.120503652039325
1739209826.2229562;-33.981070128970906
1739209826.222965;-45.120503652039325
1739209826.2229738;-38.13080360867914
1739209826.2229826;-35.57807855764607
1739209826.2229912;-38.13080360867914
1739209826.223;-45.120503652039325
1739209826.2230089;-38.13080360867914
1739209826.2230177;-38.13080360867914
1739209826.2230265;-38.13080360867914
1739209826.2230353;-38.13080360867914
1739209826.2230442;-38.13080360867914
1739209826.223053;-35.57807855764607
1739209826.2230616;-38.13080360867914
1739209826.2230704;-45.120503652039325
1739209826.2230792;-45.120503652039325
1739209826.223088;-45.120503652039325
1739209826.2230968;-33.981070128970906
1739209826.2231057;-45.120503652039325
1739209826.2231145;-38.13080360867914
1739209826.223123;-38.13080360867914
1739209826.223132;-38.13080360867914
1739209826.2231407;-38.13080360867914
1739209826.2231495;-45.120503652039325
1739209826.2231584;-45.120503652039325
1739209826.2231672;-28.992665084841942
1739209826.223176;-38.13080360867914
1739209826.2231848;-45.120503652039325
1739209826.2231934;-38.13080360867914
1739209826.2232022;-38.13080360867914
1739209826.223211;-45.120503652039325
1739209826.2232199;-45.120503652039325
1739209826.2232287;-38.13080360867914
1739209826.2232375;-28.218542851754165
1739209826.2232463;-45.120503652039325
1739209826.223255;-45.120503652039325
1739209826.2232637;-45.120503652039325
1739209826.2232726;-45.120503652039325
1739209826.2232814;-32.816014438256545
1739209826.2232902;-38.13080360867914
1739209826.223299;-45.120503652039325
1739209826.2233078;-31.141103565318915
1739209826.2233167;-45.120503652039325
1739209826.2233253;-45.120503652039325
1739209826.223334;-45.120503652039325
1739209826.223343;-38.13080360867914
1739209826.2233517;-45.120503652039325
1739209826.2233605;-45.120503652039325
1739209826.2233694;-45.120503652039325
1739209826.2233782;-38.13080360867914
1739209826.2233868;-38.13080360867914
1739209826.2233956;-38.13080360867914
1739209826.2234044;-45.120503652039325
1739209826.2234132;-38.13080360867914
1739209826.223422;-38.13080360867914
1739209826.2234309;-45.120503652039325
1739209826.2234397;-45.120503652039325
1739209826.2234485;-33.981070128970906
1739209826.223457;-31.141103565318893
1739209826.223466;-45.120503652039325
1739209826.2234747;-45.120503652039325
1739209826.2234836;-45.120503652039325
1739209826.2234924;-45.120503652039325
1739209826.2235012;-38.13080360867914
1739209826.22351;-38.13080360867914
1739209826.2235186;-38.13080360867914
1739209826.2235274;-38.13080360867914
1739209826.2235363;-38.13080360867914
1739209826.223545;-45.120503652039325
1739209826.223554;-45.120503652039325
1739209826.2235627;-45.120503652039325
1739209826.2235715;-45.120503652039325
1739209826.2235804;-38.13080360867914
1739209826.223589;-38.13080360867914
1739209826.2235978;-45.120503652039325
1739209826.2236066;-35.57807855764607
1739209826.2236154;-35.57807855764607
1739209826.2236242;-38.13080360867914
1739209826.223633;-33.981070128970906
1739209826.2236419;-33.981070128970906
1739209826.2236505;-38.13080360867914
1739209826.2236593;-32.816014438256545
1739209826.223668;-33.981070128970906
1739209826.223677;-45.120503652039325
1739209826.2236857;-45.120503652039325
1739209826.2236946;-38.13080360867914
1739209826.2237034;-45.120503652039325
1739209826.2237122;-45.120503652039325
1739209826.2237208;-38.13080360867914
1739209826.2237296;-45.120503652039325
1739209826.2237384;-45.120503652039325
1739209826.2237473;-38.13080360867914
1739209826.223756;-45.120503652039325
1739209826.223765;-45.120503652039325
1739209826.2237737;-38.13080360867914
1739209826.2237823;-35.57807855764607
1739209826.2237911;-45.120503652039325
1739209826.2238;-33.981070128970906
1739209826.2238088;-33.981070128970906
1739209826.2238176;-45.120503652039325
1739209826.2238264;-38.13080360867914
1739209826.2238352;-35.57807855764607
1739209826.223844;-38.13080360867914
1739209826.2238526;-45.120503652039325
1739209826.2238615;-45.120503652039325
1739209826.2238703;-45.120503652039325
1739209826.223879;-45.120503652039325
1739209826.223888;-45.120503652039325
1739209826.2238967;-45.120503652039325
1739209826.2239056;-45.120503652039325
1739209826.2239141;-38.13080360867914
1739209826.223923;-38.13080360867914
1739209826.2239318;-45.120503652039325
1739209826.2239406;-38.13080360867914
1739209826.2239494;-35.57807855764607
1739209826.2239583;-38.13080360867914
1739209826.223967;-45.120503652039325
1739209826.223976;-45.120503652039325
1739209826.2239845;-45.120503652039325
1739209826.2239933;-45.120503652039325
1739209826.2240021;-45.120503652039325
1739209826.224011;-45.120503652039325
1739209826.2240198;-38.13080360867914
1739209826.2240286;-45.120503652039325
1739209826.2240374;-38.13080360867914
1739209826.2240462;-45.120503652039325
1739209826.2240548;-45.120503652039325
1739209826.2240636;-38.13080360867914
1739209826.2240725;-35.57807855764607
1739209826.2240813;-38.13080360867914
1739209826.22409;-45.120503652039325
1739209826.224099;-45.120503652039325
1739209826.2241077;-45.120503652039325
1739209826.2241163;-38.13080360867914
1739209826.2241251;-45.120503652039325
1739209826.224134;-45.120503652039325
1739209826.2241428;-45.120503652039325
1739209826.2241516;-38.13080360867914
1739209826.2241604;-45.120503652039325
1739209826.2241693;-33.981070128970906
1739209826.224178;-35.57807855764607
1739209826.2241867;-35.57807855764607
1739209826.2241955;-32.816014438256545
1739209826.2242043;-38.13080360867914
1739209826.2242131;-38.13080360867914
1739209826.224222;-38.13080360867914
1739209826.2242308;-38.13080360867914
1739209826.2242396;-35.57807855764607
1739209826.2242482;-35.57807855764607
1739209826.224257;-38.13080360867914
1739209826.2242658;-45.120503652039325
1739209826.2242746;-45.120503652039325
1739209826.2242835;-45.120503652039325
1739209826.2242923;-38.13080360867914
1739209826.224301;-38.13080360867914
1739209826.22431;-38.13080360867914
1739209826.2243185;-35.57807855764607
1739209826.2243273;-45.120503652039325
1739209826.2243361;-38.13080360867914
1739209826.224345;-38.13080360867914
1739209826.2243538;-45.120503652039325
1739209826.2243626;-45.120503652039325
1739209826.2243714;-38.13080360867914
1739209826.22438;-38.13080360867914
1739209826.2243888;-35.57807855764607
1739209826.2243977;-45.120503652039325
1739209826.2244065;-45.120503652039325
1739209826.2244153;-33.981070128970906
1739209826.2244241;-38.13080360867914
1739209826.224433;-45.120503652039325
1739209826.2244418;-35.57807855764607
1739209826.2244503;-38.13080360867914
1739209826.2244592;-45.120503652039325
1739209826.224468;-38.13080360867914
1739209826.2244768;-35.57807855764607
1739209826.2244856;-38.13080360867914
1739209826.2244945;-35.57807855764607
1739209826.2245033;-38.13080360867914
1739209826.2245119;-38.13080360867914
1739209826.2245207;-38.13080360867914
1739209826.2245295;-45.120503652039325
1739209826.2245383;-33.981070128970906
1739209826.2245471;-38.13080360867914
1739209826.224556;-38.13080360867914
1739209826.2245648;-38.13080360867914
1739209826.2245736;-38.13080360867914
1739209826.2245822;-38.13080360867914
1739209826.224591;-38.13080360867914
1739209826.2245998;-38.13080360867914
1739209826.2246087;-45.120503652039325
1739209826.2246175;-45.120503652039325
1739209826.2246263;-38.13080360867914
1739209826.2246351;-38.13080360867914
1739209826.2246437;-45.120503652039325
1739209826.2246525;-45.120503652039325
1739209826.2246614;-38.13080360867914
1739209826.2246702;-35.57807855764607
1739209826.224679;-38.13080360867914
1739209826.2246878;-45.120503652039325
1739209826.2246966;-38.13080360867914
1739209826.2247055;-38.13080360867914
1739209826.224714;-45.120503652039325
1739209826.2247229;-45.120503652039325
1739209826.2247317;-38.13080360867914
1739209826.2247405;-38.13080360867914
1739209826.2247493;-38.13080360867914
