CAN Message; 0x98:0000abe45fd71023
Timestamp;Amplitude
1739209847.8503976;-45.120503652039325
1739209847.8504038;-38.13080360867914
1739209847.85041;-33.981070128970906
1739209847.8504162;-45.120503652039325
1739209847.8504224;-45.120503652039325
1739209847.8504286;-38.13080360867914
1739209847.8504345;-38.13080360867914
1739209847.8504407;-45.120503652039325
1739209847.850447;-38.13080360867914
1739209847.8504531;-38.13080360867914
1739209847.8504593;-31.141103565318915
1739209847.8504655;-25.826314394896357
1739209847.8504717;-45.120503652039325
1739209847.850478;-38.13080360867914
1739209847.8504841;-35.57807855764607
1739209847.8504903;-38.13080360867914
1739209847.8504965;-45.120503652039325
1739209847.8505027;-45.120503652039325
1739209847.8505087;-38.13080360867914
1739209847.850515;-38.13080360867914
1739209847.850521;-45.120503652039325
1739209847.8505273;-45.120503652039325
1739209847.8505335;-45.120503652039325
1739209847.8505397;-35.57807855764607
1739209847.850546;-38.13080360867914
1739209847.850552;-45.120503652039325
1739209847.8505583;-45.120503652039325
1739209847.8505645;-45.120503652039325
1739209847.8505707;-45.120503652039325
1739209847.8505769;-45.120503652039325
1739209847.8505828;-38.13080360867914
1739209847.850589;-45.120503652039325
1739209847.8505952;-33.981070128970906
1739209847.8506014;-35.57807855764607
1739209847.8506076;-45.120503652039325
1739209847.8506138;-33.981070128970906
1739209847.85062;-38.13080360867914
1739209847.8506262;-45.120503652039325
1739209847.8506324;-38.13080360867914
1739209847.8506386;-35.57807855764607
1739209847.8506448;-35.57807855764607
1739209847.850651;-38.13080360867914
1739209847.850657;-45.120503652039325
1739209847.8506632;-45.120503652039325
1739209847.8506694;-38.13080360867914
1739209847.8506756;-38.13080360867914
1739209847.8506818;-45.120503652039325
1739209847.850688;-45.120503652039325
1739209847.8506942;-45.120503652039325
1739209847.8507004;-45.120503652039325
1739209847.8507066;-45.120503652039325
1739209847.8507128;-45.120503652039325
1739209847.850719;-45.120503652039325
1739209847.8507252;-45.120503652039325
1739209847.8507311;-45.120503652039325
1739209847.8507373;-45.120503652039325
1739209847.8507435;-45.120503652039325
1739209847.8507497;-38.13080360867914
1739209847.850756;-38.13080360867914
1739209847.8507621;-38.13080360867914
1739209847.8507683;-38.13080360867914
1739209847.8507745;-45.120503652039325
1739209847.8507807;-38.13080360867914
1739209847.850787;-38.13080360867914
1739209847.8507931;-38.13080360867914
1739209847.8507993;-45.120503652039325
1739209847.8508055;-45.120503652039325
1739209847.8508115;-45.120503652039325
1739209847.8508177;-45.120503652039325
1739209847.8508239;-38.13080360867914
1739209847.85083;-45.120503652039325
1739209847.8508363;-45.120503652039325
1739209847.8508425;-45.120503652039325
1739209847.8508487;-38.13080360867914
1739209847.8508549;-35.57807855764607
1739209847.850861;-38.13080360867914
1739209847.8508673;-38.13080360867914
1739209847.8508735;-35.57807855764607
1739209847.8508797;-38.13080360867914
1739209847.8508856;-38.13080360867914
1739209847.8508918;-38.13080360867914
1739209847.850898;-38.13080360867914
1739209847.8509042;-45.120503652039325
1739209847.8509104;-32.816014438256545
1739209847.8509166;-30.49652367304973
1739209847.8509228;-45.120503652039325
1739209847.850929;-35.57807855764607
1739209847.8509352;-38.13080360867914
1739209847.8509414;-38.13080360867914
1739209847.8509476;-38.13080360867914
1739209847.8509538;-38.13080360867914
1739209847.8509598;-45.120503652039325
1739209847.850966;-45.120503652039325
1739209847.8509722;-38.13080360867914
1739209847.8509784;-45.120503652039325
1739209847.8509846;-45.120503652039325
1739209847.8509908;-45.120503652039325
1739209847.850997;-38.13080360867914
1739209847.8510032;-45.120503652039325
1739209847.8510094;-33.981070128970906
1739209847.8510156;-29.438486411369333
1739209847.8510218;-33.981070128970906
1739209847.851028;-45.120503652039325
1739209847.851034;-45.120503652039325
1739209847.8510401;-45.120503652039325
1739209847.8510463;-38.13080360867914
1739209847.8510525;-38.13080360867914
1739209847.8510587;-38.13080360867914
1739209847.851065;-38.13080360867914
1739209847.8510711;-38.13080360867914
1739209847.8510773;-45.120503652039325
1739209847.8510835;-38.13080360867914
1739209847.8510897;-35.57807855764607
1739209847.851096;-38.13080360867914
1739209847.851102;-33.981070128970906
1739209847.851108;-45.120503652039325
1739209847.8511143;-33.981070128970956
1739209847.8511205;-45.120503652039325
1739209847.8511267;-38.13080360867914
1739209847.8511329;-45.120503652039325
1739209847.851139;-45.120503652039325
1739209847.8511453;-33.981070128970906
1739209847.8511515;-32.816014438256545
1739209847.8511577;-33.981070128970906
1739209847.8511639;-35.57807855764607
1739209847.85117;-38.13080360867914
1739209847.8511763;-38.13080360867914
1739209847.8511825;-38.13080360867914
1739209847.8511884;-45.120503652039325
1739209847.8511946;-38.13080360867914
1739209847.8512008;-35.57807855764607
1739209847.851207;-38.13080360867914
1739209847.8512132;-32.816014438256545
1739209847.8512194;-38.13080360867914
1739209847.8512256;-45.120503652039325
1739209847.8512318;-33.981070128970906
1739209847.851238;-38.13080360867914
1739209847.8512442;-45.120503652039325
1739209847.8512504;-33.981070128970906
1739209847.8512566;-38.13080360867914
1739209847.8512626;-45.120503652039325
1739209847.8512688;-38.13080360867914
1739209847.851275;-38.13080360867914
1739209847.8512812;-45.120503652039325
1739209847.8512874;-38.13080360867914
1739209847.8512936;-35.57807855764607
1739209847.8512998;-38.13080360867914
1739209847.851306;-35.57807855764607
1739209847.8513122;-32.816014438256545
1739209847.8513184;-45.120503652039325
1739209847.8513246;-38.13080360867914
1739209847.8513308;-38.13080360867914
1739209847.8513367;-35.57807855764607
1739209847.851343;-45.120503652039325
1739209847.851349;-38.13080360867914
1739209847.8513553;-38.13080360867914
1739209847.8513615;-45.120503652039325
1739209847.8513677;-45.120503652039325
1739209847.851374;-45.120503652039325
1739209847.85138;-45.120503652039325
1739209847.8513863;-31.141103565318893
1739209847.8513925;-45.120503652039325
1739209847.8513987;-45.120503652039325
1739209847.851405;-45.120503652039325
1739209847.8514109;-33.981070128970906
1739209847.851417;-31.141103565318915
1739209847.8514233;-45.120503652039325
1739209847.8514295;-35.57807855764607
1739209847.8514357;-45.120503652039325
1739209847.8514419;-38.13080360867914
1739209847.851448;-38.13080360867914
1739209847.8514543;-45.120503652039325
1739209847.8514605;-38.13080360867914
1739209847.8514667;-38.13080360867914
1739209847.8514729;-45.120503652039325
1739209847.851479;-45.120503652039325
1739209847.851485;-35.57807855764607
1739209847.8514912;-38.13080360867914
1739209847.8514974;-45.120503652039325
1739209847.8515036;-38.13080360867914
1739209847.8515098;-38.13080360867914
1739209847.851516;-33.981070128970906
1739209847.8515222;-45.120503652039325
1739209847.8515284;-45.120503652039325
1739209847.8515346;-35.57807855764607
1739209847.8515408;-38.13080360867914
1739209847.851547;-45.120503652039325
1739209847.8515532;-45.120503652039325
1739209847.8515592;-38.13080360867914
1739209847.8515654;-33.981070128970906
1739209847.8515716;-38.13080360867914
1739209847.8515778;-38.13080360867914
1739209847.851584;-45.120503652039325
1739209847.8515902;-38.13080360867914
1739209847.8515964;-35.57807855764607
1739209847.8516026;-35.57807855764607
1739209847.8516088;-38.13080360867914
1739209847.851615;-29.438486411369347
1739209847.8516212;-38.13080360867914
1739209847.8516273;-38.13080360867914
1739209847.8516335;-38.13080360867914
1739209847.8516395;-38.13080360867914
