CAN Message; 0x1b8:00000155f1b4985c
1739209903.373654;-38.13080360867914
1739209903.3736708;-28.58837851428586
1739209903.373688;-33.981070128970906
1739209903.373705;-45.120503652039325
1739209903.373722;-38.13080360867914
1739209903.373739;-38.13080360867914
1739209903.3737562;-33.981070128970906
1739209903.373773;-45.120503652039325
1739209903.3737903;-45.120503652039325
1739209903.3738072;-45.120503652039325
1739209903.3738244;-45.120503652039325
1739209903.3738413;-45.120503652039325
1739209903.3738585;-38.13080360867914
1739209903.3738754;-32.816014438256545
1739209903.3738925;-38.13080360867914
1739209903.3739095;-45.120503652039325
1739209903.3739266;-45.120503652039325
1739209903.3739436;-45.120503652039325
1739209903.3739605;-45.120503652039325
1739209903.3739777;-38.13080360867914
1739209903.3739946;-38.13080360867914
1739209903.3740118;-38.13080360867914
1739209903.3740287;-38.13080360867914
1739209903.3740458;-45.120503652039325
1739209903.3740628;-38.13080360867914
1739209903.37408;-38.13080360867914
1739209903.3740969;-45.120503652039325
1739209903.374114;-45.120503652039325
1739209903.374131;-38.13080360867914
1739209903.3741481;-45.120503652039325
1739209903.374165;-45.120503652039325
1739209903.3741822;-35.57807855764607
1739209903.3741992;-45.120503652039325
1739209903.3742163;-38.13080360867914
1739209903.3742332;-38.13080360867914
1739209903.3742502;-45.120503652039325
1739209903.3742673;-38.13080360867914
1739209903.3742843;-35.57807855764607
1739209903.3743014;-35.57807855764607
1739209903.3743184;-45.120503652039325
1739209903.3743355;-45.120503652039325
1739209903.3743525;-45.120503652039325
1739209903.3743696;-45.120503652039325
1739209903.3743865;-45.120503652039325
1739209903.3744037;-45.120503652039325
1739209903.3744206;-45.120503652039325
1739209903.3744378;-45.120503652039325
1739209903.3744547;-45.120503652039325
1739209903.374472;-38.13080360867914
1739209903.3744888;-38.13080360867914
1739209903.374506;-45.120503652039325
1739209903.374523;-45.120503652039325
1739209903.3745399;-33.981070128970906
1739209903.374557;-33.981070128970906
1739209903.374574;-45.120503652039325
1739209903.374591;-35.57807855764607
1739209903.374608;-45.120503652039325
1739209903.3746252;-32.816014438256545
1739209903.3746421;-32.816014438256545
1739209903.3746593;-38.13080360867914
1739209903.3746762;-35.57807855764607
1739209903.3746934;-38.13080360867914
1739209903.3747103;-33.981070128970906
1739209903.3747275;-45.120503652039325
1739209903.3747444;-45.120503652039325
1739209903.3747616;-45.120503652039325
1739209903.3747785;-45.120503652039325
1739209903.3747957;-45.120503652039325
1739209903.3748126;-45.120503652039325
1739209903.3748295;-45.120503652039325
1739209903.3748467;-45.120503652039325
1739209903.3748636;-45.120503652039325
1739209903.3748808;-38.13080360867914
1739209903.3748977;-38.13080360867914
1739209903.374915;-45.120503652039325
1739209903.3749318;-45.120503652039325
1739209903.374949;-45.120503652039325
1739209903.374966;-35.57807855764607
1739209903.374983;-35.57807855764607
1739209903.375;-45.120503652039325
1739209903.3750172;-45.120503652039325
1739209903.375034;-35.57807855764607
1739209903.3750513;-33.981070128970906
1739209903.3750682;-45.120503652039325
1739209903.3750854;-33.981070128970906
1739209903.3751023;-33.981070128970906
1739209903.3751192;-45.120503652039325
1739209903.3751364;-45.120503652039325
1739209903.3751533;-31.141103565318915
1739209903.3751705;-45.120503652039325
1739209903.3751874;-38.13080360867914
1739209903.3752046;-45.120503652039325
1739209903.3752215;-45.120503652039325
1739209903.3752387;-45.120503652039325
1739209903.3752556;-45.120503652039325
1739209903.3752728;-45.120503652039325
1739209903.3752897;-45.120503652039325
1739209903.3753068;-33.981070128970906
1739209903.3753238;-27.267205301931607
1739209903.375341;-45.120503652039325
1739209903.3753579;-45.120503652039325
1739209903.375375;-38.13080360867914
1739209903.375392;-32.816014438256545
1739209903.375409;-38.13080360867914
1739209903.375426;-45.120503652039325
1739209903.375443;-38.13080360867914
1739209903.3754601;-45.120503652039325
1739209903.375477;-45.120503652039325
1739209903.3754942;-45.120503652039325
1739209903.3755112;-45.120503652039325
1739209903.3755283;-45.120503652039325
1739209903.3755453;-38.13080360867914
1739209903.3755624;-38.13080360867914
1739209903.3755794;-35.57807855764607
1739209903.3755965;-38.13080360867914
1739209903.3756135;-45.120503652039325
1739209903.3756306;-45.120503652039325
1739209903.3756475;-45.120503652039325
1739209903.3756647;-45.120503652039325
1739209903.3756816;-38.13080360867914
1739209903.3756986;-38.13080360867914
1739209903.3757157;-38.13080360867914
1739209903.3757327;-28.992665084841942
1739209903.3757498;-45.120503652039325
1739209903.3757668;-45.120503652039325
1739209903.375784;-45.120503652039325
1739209903.3758008;-38.13080360867914
1739209903.375818;-38.13080360867914
1739209903.375835;-38.13080360867914
1739209903.375852;-45.120503652039325
1739209903.375869;-31.14110356531892
1739209903.3758862;-32.816014438256545
1739209903.3759031;-35.57807855764607
1739209903.3759203;-45.120503652039325
1739209903.3759372;-45.120503652039325
1739209903.3759544;-45.120503652039325
1739209903.3759713;-45.120503652039325
1739209903.3759882;-45.120503652039325
1739209903.3760054;-38.13080360867914
1739209903.3760223;-45.120503652039325
1739209903.3760395;-45.120503652039325
1739209903.3760564;-45.120503652039325
1739209903.3760736;-38.13080360867914
1739209903.3760905;-38.13080360867914
1739209903.3761077;-38.13080360867914
1739209903.3761246;-45.120503652039325
1739209903.3761418;-45.120503652039325
1739209903.3761587;-35.57807855764607
1739209903.3761759;-38.13080360867914
1739209903.3761928;-45.120503652039325
1739209903.37621;-38.13080360867914
1739209903.376227;-35.57807855764607
1739209903.376244;-38.13080360867914
1739209903.376261;-38.13080360867914
1739209903.376278;-38.13080360867914
1739209903.376295;-45.120503652039325
1739209903.376312;-38.13080360867914
1739209903.3763292;-45.120503652039325
1739209903.376346;-45.120503652039325
1739209903.3763633;-38.13080360867914
1739209903.3763802;-33.981070128970906
1739209903.3763974;-45.120503652039325
1739209903.3764143;-45.120503652039325
1739209903.3764315;-32.816014438256545
1739209903.3764484;-33.981070128970906
1739209903.3764656;-45.120503652039325
1739209903.3764825;-45.120503652039325
1739209903.3764997;-35.57807855764607
1739209903.3765166;-38.13080360867914
1739209903.3765337;-45.120503652039325
1739209903.3765507;-45.120503652039325
1739209903.3765678;-35.57807855764607
1739209903.3765848;-38.13080360867914
1739209903.3766017;-45.120503652039325
1739209903.3766189;-38.13080360867914
1739209903.3766358;-32.816014438256545
1739209903.376653;-38.13080360867914
1739209903.37667;-45.120503652039325
1739209903.376687;-45.120503652039325
1739209903.376704;-45.120503652039325
1739209903.3767211;-38.13080360867914
1739209903.376738;-45.120503652039325
1739209903.3767552;-38.13080360867914
1739209903.3767722;-45.120503652039325
1739209903.3767893;-38.13080360867914
1739209903.3768063;-45.120503652039325
1739209903.3768234;-38.13080360867914
1739209903.3768404;-31.141103565318915
1739209903.3768575;-45.120503652039325
1739209903.3768744;-45.120503652039325
1739209903.3768914;-38.13080360867914
1739209903.3769085;-32.816014438256545
1739209903.3769255;-33.981070128970906
1739209903.3769426;-38.13080360867914
1739209903.3769596;-38.13080360867914
1739209903.3769767;-38.13080360867914
1739209903.3769937;-38.13080360867914
1739209903.3770108;-45.120503652039325
1739209903.3770278;-45.120503652039325
1739209903.377045;-45.120503652039325
1739209903.3770618;-38.13080360867914
1739209903.377079;-45.120503652039325
1739209903.377096;-45.120503652039325
1739209903.377113;-45.120503652039325
1739209903.37713;-45.120503652039325
1739209903.3771472;-38.13080360867914
1739209903.3771641;-33.981070128970906
1739209903.377181;-33.981070128970906
1739209903.3771982;-38.13080360867914
1739209903.3772151;-45.120503652039325
1739209903.3772323;-38.13080360867914
1739209903.3772492;-27.8777449560314
1739209903.3772664;-33.981070128970906
1739209903.3772833;-38.13080360867914
1739209903.3773005;-45.120503652039325
1739209903.3773174;-38.13080360867914
1739209903.3773346;-38.13080360867914
1739209903.3773515;-45.120503652039325
1739209903.3773687;-38.13080360867914
1739209903.3773856;-38.13080360867914
1739209903.3774028;-38.13080360867914
1739209903.3774197;-35.57807855764607
1739209903.3774369;-45.120503652039325
1739209903.3774538;-45.120503652039325
1739209903.3774707;-38.13080360867914
1739209903.377488;-45.120503652039325
1739209903.3775048;-45.120503652039325
1739209903.377522;-27.8777449560314
1739209903.377539;-32.816014438256545
1739209903.377556;-45.120503652039325
1739209903.377573;-38.13080360867914
1739209903.3775902;-32.816014438256545
1739209903.377607;-38.13080360867914
1739209903.3776243;-35.57807855764607
1739209903.3776412;-45.120503652039325
1739209903.3776584;-45.120503652039325
1739209903.3776753;-38.13080360867914
1739209903.3776925;-45.120503652039325
1739209903.3777094;-45.120503652039325
1739209903.3777266;-32.816014438256545
1739209903.3777435;-38.13080360867914
1739209903.3777604;-45.120503652039325
1739209903.3777776;-35.57807855764607
1739209903.3777945;-45.120503652039325
1739209903.3778117;-45.120503652039325
1739209903.3778286;-38.13080360867914
1739209903.3778458;-45.120503652039325
1739209903.3778627;-45.120503652039325
1739209903.3778799;-33.981070128970906
1739209903.3778968;-45.120503652039325
1739209903.377914;-45.120503652039325
1739209903.3779309;-26.991370085610736
1739209903.377948;-30.49652367304973
1739209903.377965;-45.120503652039325
1739209903.3779821;-45.120503652039325
1739209903.377999;-32.816014438256545
1739209903.3780162;-38.13080360867914
1739209903.3780332;-45.120503652039325
1739209903.37805;-38.13080360867914
1739209903.3780673;-45.120503652039325
1739209903.3780842;-45.120503652039325
1739209903.3781013;-45.120503652039325
1739209903.3781183;-38.13080360867914
1739209903.3781354;-35.57807855764607
1739209903.3781524;-32.816014438256545
1739209903.3781695;-45.120503652039325
1739209903.3781865;-38.13080360867914
1739209903.3782036;-30.49652367304973
1739209903.3782206;-33.981070128970906
1739209903.3782377;-45.120503652039325
1739209903.3782547;-45.120503652039325
1739209903.3782718;-32.816014438256545
1739209903.3782887;-38.13080360867914
1739209903.378306;-35.57807855764607
1739209903.3783228;-38.13080360867914
1739209903.3783398;-35.57807855764607
1739209903.378357;-32.816014438256545
1739209903.3783739;-45.120503652039325
1739209903.378391;-45.120503652039325
1739209903.378408;-35.57807855764607
1739209903.3784251;-38.13080360867914
1739209903.378442;-45.120503652039325
1739209903.3784592;-38.13080360867914
1739209903.3784761;-38.13080360867914
1739209903.3784933;-38.13080360867914
1739209903.3785102;-45.120503652039325
1739209903.3785274;-38.13080360867914
1739209903.3785443;-38.13080360867914
1739209903.3785615;-38.13080360867914
1739209903.3785784;-38.13080360867914
1739209903.3785956;-45.120503652039325
1739209903.3786125;-38.13080360867914
1739209903.3786294;-38.13080360867914
1739209903.3786466;-38.13080360867914
1739209903.3786635;-38.13080360867914
1739209903.3786807;-38.13080360867914
1739209903.3786976;-45.120503652039325
1739209903.3787148;-45.120503652039325
1739209903.3787317;-38.13080360867914
1739209903.378749;-38.13080360867914
1739209903.3787658;-38.13080360867914
1739209903.378783;-45.120503652039325
1739209903.3788;-38.13080360867914
1739209903.378817;-35.57807855764607
1739209903.378834;-35.57807855764607
1739209903.3788512;-45.120503652039325
1739209903.378868;-45.120503652039325
1739209903.3788853;-38.13080360867914
1739209903.3789022;-33.981070128970906
1739209903.3789191;-38.13080360867914
1739209903.3789363;-45.120503652039325
1739209903.3789532;-35.57807855764607
1739209903.3789704;-38.13080360867914
1739209903.3789873;-38.13080360867914
1739209903.3790045;-38.13080360867914
1739209903.3790214;-32.816014438256545
1739209903.3790386;-31.141103565318915
1739209903.3790555;-45.120503652039325
1739209903.3790727;-45.120503652039325
1739209903.3790896;-38.13080360867914
1739209903.3791068;-35.57807855764607
1739209903.3791237;-45.120503652039325
1739209903.3791409;-45.120503652039325
1739209903.3791578;-38.13080360867914
1739209903.379175;-38.13080360867914
1739209903.3791919;-45.120503652039325
1739209903.3792088;-45.120503652039325
1739209903.379226;-35.57807855764607
1739209903.379243;-33.981070128970906
1739209903.37926;-45.120503652039325
1739209903.379277;-38.13080360867914
1739209903.3792942;-38.13080360867914
1739209903.379311;-38.13080360867914
1739209903.3793283;-38.13080360867914
1739209903.3793452;-38.13080360867914
1739209903.3793623;-45.120503652039325
1739209903.3793793;-45.120503652039325
1739209903.3793964;-45.120503652039325
1739209903.3794134;-45.120503652039325
1739209903.3794305;-35.57807855764607
1739209903.3794475;-33.981070128970906
1739209903.3794646;-33.981070128970906
1739209903.3794816;-45.120503652039325
1739209903.3794985;-35.57807855764607
1739209903.3795156;-38.13080360867914
1739209903.3795326;-45.120503652039325
1739209903.3795497;-45.120503652039325
1739209903.3795667;-33.981070128970906
1739209903.3795838;-32.816014438256545
1739209903.3796008;-35.57807855764607
1739209903.379618;-33.981070128970906
1739209903.3796349;-38.13080360867914
1739209903.379652;-38.13080360867914
1739209903.379669;-38.13080360867914
1739209903.379686;-38.13080360867914
1739209903.379703;-35.57807855764607
1739209903.3797202;-38.13080360867914
1739209903.3797371;-35.57807855764607
1739209903.3797543;-38.13080360867914
1739209903.3797712;-35.57807855764607
1739209903.3797882;-45.120503652039325
1739209903.3798053;-45.120503652039325
1739209903.3798223;-38.13080360867914
1739209903.3798394;-45.120503652039325
1739209903.3798563;-33.981070128970906
1739209903.3798735;-31.141103565318915
1739209903.3798904;-45.120503652039325
1739209903.3799076;-38.13080360867914
1739209903.3799245;-35.57807855764607
1739209903.3799417;-38.13080360867914
1739209903.3799586;-45.120503652039325
1739209903.3799758;-32.816014438256545
1739209903.3799927;-38.13080360867914
1739209903.38001;-33.981070128970956
1739209903.3800268;-38.13080360867914
1739209903.380044;-38.13080360867914
1739209903.380061;-45.120503652039325
1739209903.3800778;-45.120503652039325
1739209903.380095;-38.13080360867914
1739209903.380112;-35.57807855764607
1739209903.380129;-35.57807855764607
1739209903.380146;-28.58837851428586
1739209903.3801632;-38.13080360867914
1739209903.3801801;-38.13080360867914
1739209903.3801973;-32.816014438256545
1739209903.3802142;-45.120503652039325
1739209903.3802314;-45.120503652039325
1739209903.3802483;-33.981070128970906
1739209903.3802655;-45.120503652039325
1739209903.3802824;-33.981070128970956
1739209903.3802996;-45.120503652039325
1739209903.3803165;-45.120503652039325
1739209903.3803337;-38.13080360867914
1739209903.3803506;-38.13080360867914
1739209903.3803675;-38.13080360867914
1739209903.3803847;-32.816014438256545
1739209903.3804016;-38.13080360867914
1739209903.3804188;-35.57807855764607
1739209903.3804357;-45.120503652039325
1739209903.3804529;-38.13080360867914
1739209903.3804698;-38.13080360867914
1739209903.380487;-45.120503652039325
1739209903.380504;-38.13080360867914
1739209903.380521;-38.13080360867914
1739209903.380538;-38.13080360867914
1739209903.3805552;-35.57807855764607
1739209903.380572;-38.13080360867914
1739209903.3805892;-38.13080360867914
1739209903.3806062;-38.13080360867914
1739209903.3806233;-38.13080360867914
1739209903.3806403;-45.120503652039325
1739209903.380651;-32.816014438256545
1739209903.3806615;-38.13080360867914
1739209903.3806722;-45.120503652039325
1739209903.3806827;-38.13080360867914
1739209903.3806934;-35.57807855764607
1739209903.380704;-38.13080360867914
1739209903.3807147;-38.13080360867914
1739209903.3807251;-35.57807855764607
1739209903.3807359;-45.120503652039325
1739209903.3807466;-38.13080360867914
1739209903.380757;-32.816014438256545
1739209903.3807678;-38.13080360867914
1739209903.3807783;-38.13080360867914
1739209903.380789;-38.13080360867914
1739209903.3807995;-45.120503652039325
1739209903.3808103;-45.120503652039325
1739209903.3808208;-38.13080360867914
1739209903.3808315;-45.120503652039325
1739209903.3808422;-45.120503652039325
1739209903.3808527;-38.13080360867914
1739209903.3808634;-38.13080360867914
1739209903.380874;-38.13080360867914
1739209903.3808846;-33.981070128970906
1739209903.3808951;-33.981070128970906
1739209903.3809059;-38.13080360867914
1739209903.3809164;-45.120503652039325
1739209903.380927;-38.13080360867914
1739209903.3809376;-35.57807855764607
1739209903.3809483;-45.120503652039325
1739209903.380959;-38.13080360867914
1739209903.3809695;-45.120503652039325
1739209903.3809803;-38.13080360867914
1739209903.3809907;-38.13080360867914
1739209903.3810015;-38.13080360867914
1739209903.381012;-35.57807855764607
1739209903.3810227;-38.13080360867914
1739209903.3810332;-35.57807855764607
1739209903.381044;-38.13080360867914
1739209903.3810546;-32.816014438256545
1739209903.3810651;-38.13080360867914
1739209903.3810759;-35.57807855764607
1739209903.3810863;-35.57807855764607
1739209903.381097;-45.120503652039325
1739209903.3811076;-33.981070128970906
1739209903.3811183;-45.120503652039325
1739209903.3811288;-38.13080360867914
1739209903.3811395;-45.120503652039325
1739209903.3811502;-45.120503652039325
1739209903.3811607;-35.57807855764607
1739209903.3811715;-38.13080360867914
1739209903.381182;-45.120503652039325
1739209903.3811927;-38.13080360867914
1739209903.3812032;-38.13080360867914
1739209903.381214;-38.13080360867914
1739209903.3812244;-45.120503652039325
1739209903.3812351;-38.13080360867914
1739209903.3812459;-38.13080360867914
1739209903.3812563;-38.13080360867914
1739209903.381267;-45.120503652039325
1739209903.3812776;-38.13080360867914
1739209903.3812883;-38.13080360867914
1739209903.3812988;-45.120503652039325
1739209903.3813095;-38.13080360867914
1739209903.38132;-35.57807855764607
1739209903.3813307;-38.13080360867914
1739209903.3813412;-38.13080360867914
1739209903.381352;-38.13080360867914
1739209903.3813627;-33.981070128970906
1739209903.3813732;-35.57807855764607
1739209903.381384;-38.13080360867914
1739209903.3813944;-45.120503652039325
1739209903.381405;-38.13080360867914
1739209903.3814156;-35.57807855764607
1739209903.3814263;-38.13080360867914
1739209903.3814368;-45.120503652039325
1739209903.3814476;-31.14110356531892
1739209903.3814583;-38.13080360867914
1739209903.3814688;-38.13080360867914
1739209903.3814795;-45.120503652039325
1739209903.38149;-45.120503652039325
1739209903.3815007;-38.13080360867914
1739209903.3815112;-38.13080360867914
1739209903.381522;-45.120503652039325
1739209903.3815324;-27.267205301931607
1739209903.3815432;-38.13080360867914
1739209903.381554;-38.13080360867914
1739209903.3815644;-45.120503652039325
1739209903.381575;-38.13080360867914
1739209903.3815856;-35.57807855764607
1739209903.3815963;-38.13080360867914
1739209903.3816068;-45.120503652039325
1739209903.3816175;-33.981070128970906
1739209903.381628;-33.981070128970906
1739209903.3816388;-45.120503652039325
1739209903.3816495;-38.13080360867914
1739209903.38166;-45.120503652039325
1739209903.3816707;-45.120503652039325
1739209903.3816812;-45.120503652039325
1739209903.381692;-45.120503652039325
1739209903.3817024;-38.13080360867914
1739209903.3817132;-45.120503652039325
1739209903.3817236;-45.120503652039325
1739209903.3817344;-38.13080360867914
1739209903.3817449;-35.57807855764607
1739209903.3817556;-45.120503652039325
1739209903.3817663;-45.120503652039325
1739209903.3817768;-38.13080360867914
1739209903.3817875;-31.141103565318915
1739209903.381798;-33.981070128970906
1739209903.3818088;-38.13080360867914
1739209903.3818192;-45.120503652039325
1739209903.38183;-38.13080360867914
1739209903.3818405;-35.57807855764607
1739209903.3818512;-45.120503652039325
1739209903.381862;-38.13080360867914
1739209903.3818724;-33.981070128970906
1739209903.3818831;-33.981070128970906
1739209903.3818936;-45.120503652039325
1739209903.3819044;-45.120503652039325
1739209903.3819149;-33.981070128970906
1739209903.3819256;-45.120503652039325
1739209903.381936;-45.120503652039325
1739209903.3819468;-45.120503652039325
1739209903.3819575;-38.13080360867914
1739209903.381968;-38.13080360867914
1739209903.3819788;-45.120503652039325
1739209903.3819892;-45.120503652039325
1739209903.382;-38.13080360867914
1739209903.3820105;-45.120503652039325
1739209903.3820212;-45.120503652039325
1739209903.3820317;-38.13080360867914
1739209903.3820424;-38.13080360867914
1739209903.3820531;-45.120503652039325
1739209903.3820636;-38.13080360867914
1739209903.3820744;-45.120503652039325
1739209903.3820848;-45.120503652039325
1739209903.3820956;-35.57807855764607
1739209903.382106;-38.13080360867914
1739209903.3821168;-45.120503652039325
1739209903.3821273;-38.13080360867914
1739209903.382138;-38.13080360867914
1739209903.3821485;-45.120503652039325
1739209903.3821592;-38.13080360867914
1739209903.38217;-38.13080360867914
1739209903.3821805;-45.120503652039325
1739209903.3821912;-45.120503652039325
1739209903.3822017;-30.49652367304973
1739209903.3822124;-45.120503652039325
1739209903.382223;-45.120503652039325
1739209903.3822336;-38.13080360867914
1739209903.382244;-45.120503652039325
1739209903.3822548;-45.120503652039325
1739209903.3822656;-38.13080360867914
1739209903.382276;-45.120503652039325
1739209903.3822868;-45.120503652039325
1739209903.3822973;-38.13080360867914
1739209903.382308;-32.816014438256545
1739209903.3823185;-45.120503652039325
1739209903.3823292;-45.120503652039325
1739209903.3823397;-38.13080360867914
1739209903.3823504;-38.13080360867914
1739209903.3823612;-38.13080360867914
1739209903.3823717;-45.120503652039325
1739209903.3823824;-38.13080360867914
1739209903.382393;-45.120503652039325
1739209903.3824036;-45.120503652039325
1739209903.382414;-45.120503652039325
1739209903.3824248;-45.120503652039325
1739209903.3824353;-45.120503652039325
1739209903.382446;-45.120503652039325
1739209903.3824568;-38.13080360867914
1739209903.3824673;-45.120503652039325
1739209903.382478;-32.816014438256545
1739209903.3824885;-35.57807855764607
1739209903.3824992;-45.120503652039325
1739209903.3825097;-45.120503652039325
1739209903.3825204;-38.13080360867914
1739209903.382531;-35.57807855764607
1739209903.3825417;-45.120503652039325
1739209903.3825521;-33.981070128970906
1739209903.3825629;-45.120503652039325
1739209903.3825736;-45.120503652039325
1739209903.382584;-45.120503652039325
1739209903.3825948;-38.13080360867914
1739209903.3826053;-38.13080360867914
1739209903.382616;-45.120503652039325
1739209903.3826265;-45.120503652039325
1739209903.3826373;-45.120503652039325
1739209903.3826478;-32.816014438256545
1739209903.3826585;-38.13080360867914
1739209903.3826692;-45.120503652039325
1739209903.3826797;-38.13080360867914
1739209903.3826904;-35.57807855764607
1739209903.382701;-35.57807855764607
1739209903.3827116;-38.13080360867914
1739209903.3827221;-45.120503652039325
1739209903.3827329;-38.13080360867914
1739209903.3827434;-38.13080360867914
1739209903.382754;-45.120503652039325
1739209903.3827648;-45.120503652039325
1739209903.3827753;-45.120503652039325
1739209903.382786;-45.120503652039325
1739209903.3827965;-45.120503652039325
1739209903.3828073;-38.13080360867914
1739209903.3828177;-38.13080360867914
1739209903.3828285;-45.120503652039325
1739209903.382839;-38.13080360867914
1739209903.3828497;-45.120503652039325
1739209903.3828604;-32.816014438256545
1739209903.382871;-45.120503652039325
1739209903.3828816;-45.120503652039325
1739209903.3828921;-45.120503652039325
1739209903.3829029;-38.13080360867914
1739209903.3829134;-32.816014438256545
1739209903.382924;-45.120503652039325
1739209903.3829346;-45.120503652039325
1739209903.3829453;-45.120503652039325
1739209903.3829558;-45.120503652039325
1739209903.3829665;-45.120503652039325
1739209903.3829772;-35.57807855764607
1739209903.3829877;-45.120503652039325
1739209903.3829985;-45.120503652039325
1739209903.383009;-45.120503652039325
1739209903.3830197;-38.13080360867914
1739209903.3830302;-38.13080360867914
1739209903.383041;-45.120503652039325
1739209903.3830514;-45.120503652039325
1739209903.3830621;-45.120503652039325
1739209903.3830729;-32.816014438256545
1739209903.3830833;-28.58837851428586
1739209903.383094;-35.57807855764607
1739209903.3831046;-45.120503652039325
1739209903.3831153;-38.13080360867914
1739209903.3831258;-33.981070128970906
1739209903.3831365;-38.13080360867914
1739209903.383147;-35.57807855764607
1739209903.3831577;-45.120503652039325
1739209903.3831685;-38.13080360867914
1739209903.383179;-35.57807855764607
1739209903.3831897;-45.120503652039325
1739209903.3832002;-45.120503652039325
1739209903.383211;-45.120503652039325
1739209903.3832214;-38.13080360867914
1739209903.383232;-35.57807855764607
1739209903.3832426;-45.120503652039325
1739209903.3832533;-38.13080360867914
1739209903.383264;-38.13080360867914
1739209903.3832746;-38.13080360867914
1739209903.3832853;-38.13080360867914
1739209903.3832958;-45.120503652039325
1739209903.3833065;-45.120503652039325
1739209903.383317;-38.13080360867914
1739209903.3833277;-38.13080360867914
1739209903.3833382;-31.141103565318915
1739209903.383349;-45.120503652039325
1739209903.3833594;-38.13080360867914
1739209903.3833702;-38.13080360867914
1739209903.383381;-33.981070128970906
1739209903.3833914;-45.120503652039325
1739209903.383402;-45.120503652039325
1739209903.3834126;-38.13080360867914
1739209903.3834233;-35.57807855764607
1739209903.3834338;-45.120503652039325
1739209903.3834445;-45.120503652039325
1739209903.383455;-45.120503652039325
1739209903.3834658;-45.120503652039325
1739209903.3834765;-38.13080360867914
1739209903.383487;-35.57807855764607
1739209903.3834977;-38.13080360867914
1739209903.3835082;-31.141103565318915
1739209903.383519;-45.120503652039325
1739209903.3835294;-45.120503652039325
1739209903.3835402;-38.13080360867914
1739209903.3835506;-38.13080360867914
1739209903.3835614;-35.57807855764607
1739209903.383572;-38.13080360867914
1739209903.3835826;-45.120503652039325
1739209903.3835933;-38.13080360867914
1739209903.3836038;-38.13080360867914
1739209903.3836145;-45.120503652039325
1739209903.383625;-45.120503652039325
1739209903.3836358;-45.120503652039325
1739209903.3836462;-32.816014438256545
1739209903.383657;-38.13080360867914
1739209903.3836677;-45.120503652039325
1739209903.3836782;-38.13080360867914
1739209903.383689;-35.57807855764607
1739209903.3836994;-38.13080360867914
1739209903.3837101;-45.120503652039325
1739209903.3837206;-45.120503652039325
1739209903.3837314;-38.13080360867914
1739209903.3837419;-38.13080360867914
1739209903.3837526;-45.120503652039325
1739209903.3837633;-38.13080360867914
1739209903.3837738;-35.57807855764607
1739209903.3837845;-35.57807855764607
1739209903.383795;-45.120503652039325
1739209903.3838058;-38.13080360867914
1739209903.3838162;-33.981070128970906
1739209903.383827;-45.120503652039325
1739209903.3838375;-45.120503652039325
1739209903.3838482;-45.120503652039325
1739209903.3838587;-45.120503652039325
1739209903.3838694;-33.981070128970906
1739209903.3838801;-38.13080360867914
1739209903.3838906;-38.13080360867914
1739209903.3839014;-38.13080360867914
1739209903.3839118;-35.57807855764607
1739209903.3839226;-45.120503652039325
1739209903.383933;-45.120503652039325
1739209903.3839438;-38.13080360867914
1739209903.3839543;-45.120503652039325
1739209903.383965;-45.120503652039325
1739209903.3839757;-38.13080360867914
1739209903.3839862;-45.120503652039325
1739209903.383997;-38.13080360867914
1739209903.3840075;-45.120503652039325
1739209903.3840182;-38.13080360867914
1739209903.3840287;-30.49652367304973
1739209903.3840394;-38.13080360867914
1739209903.38405;-45.120503652039325
1739209903.3840606;-38.13080360867914
1739209903.3840714;-35.57807855764607
1739209903.3840818;-45.120503652039325
1739209903.3840926;-45.120503652039325
1739209903.384103;-45.120503652039325
1739209903.3841138;-45.120503652039325
1739209903.3841243;-45.120503652039325
1739209903.384135;-38.13080360867914
1739209903.3841455;-45.120503652039325
1739209903.3841562;-45.120503652039325
1739209903.384167;-45.120503652039325
1739209903.3841774;-45.120503652039325
1739209903.3841882;-38.13080360867914
1739209903.3841987;-35.57807855764607
1739209903.3842094;-45.120503652039325
1739209903.38422;-45.120503652039325
1739209903.3842306;-35.57807855764607
1739209903.384241;-38.13080360867914
1739209903.3842518;-45.120503652039325
1739209903.3842623;-45.120503652039325
1739209903.384273;-45.120503652039325
1739209903.3842838;-31.141103565318893
1739209903.3842943;-33.981070128970906
1739209903.384305;-45.120503652039325
1739209903.3843155;-45.120503652039325
1739209903.3843262;-38.13080360867914
1739209903.3843367;-38.13080360867914
1739209903.3843474;-45.120503652039325
1739209903.384358;-33.981070128970906
1739209903.3843687;-45.120503652039325
1739209903.3843794;-38.13080360867914
1739209903.3843899;-45.120503652039325
1739209903.3844006;-38.13080360867914
1739209903.384411;-32.816014438256545
1739209903.3844218;-38.13080360867914
1739209903.3844323;-38.13080360867914
1739209903.384443;-38.13080360867914
1739209903.3844535;-25.826314394896354
1739209903.3844643;-32.816014438256545
1739209903.384475;-45.120503652039325
1739209903.3844855;-45.120503652039325
1739209903.3844962;-30.49652367304973
1739209903.3845067;-45.120503652039325
1739209903.3845174;-45.120503652039325
1739209903.384528;-38.13080360867914
1739209903.3845387;-45.120503652039325
1739209903.3845491;-45.120503652039325
1739209903.3845599;-45.120503652039325
1739209903.3845706;-45.120503652039325
1739209903.384581;-38.13080360867914
1739209903.3845918;-45.120503652039325
1739209903.3846023;-45.120503652039325
1739209903.384613;-45.120503652039325
1739209903.3846235;-45.120503652039325
1739209903.3846343;-45.120503652039325
