CAN Message; 0x77:8cf56874856362df
Timestamp;Amplitude
1739209608.7059774;-38.13080360867914
1739209608.7059844;-38.13080360867914
1739209608.7059913;-38.13080360867914
1739209608.7059982;-38.13080360867914
1739209608.706005;-38.13080360867914
1739209608.706012;-45.120503652039325
1739209608.706019;-38.13080360867914
1739209608.7060258;-45.120503652039325
1739209608.7060328;-45.120503652039325
1739209608.7060397;-45.120503652039325
1739209608.7060466;-38.13080360867914
1739209608.7060535;-33.981070128970906
1739209608.7060604;-45.120503652039325
1739209608.7060673;-35.57807855764607
1739209608.7060742;-33.981070128970906
1739209608.7060812;-45.120503652039325
1739209608.706088;-45.120503652039325
1739209608.706095;-31.141103565318915
1739209608.706102;-31.141103565318915
1739209608.7061088;-31.14110356531892
1739209608.7061157;-38.13080360867914
1739209608.7061226;-38.13080360867914
1739209608.7061296;-45.120503652039325
1739209608.7061365;-45.120503652039325
1739209608.7061434;-45.120503652039325
1739209608.7061503;-38.13080360867914
1739209608.7061572;-35.57807855764607
1739209608.7061641;-31.141103565318915
1739209608.706171;-45.120503652039325
1739209608.706178;-45.120503652039325
1739209608.7061849;-45.120503652039325
1739209608.7061918;-45.120503652039325
1739209608.7061987;-45.120503652039325
1739209608.7062056;-38.13080360867914
1739209608.7062125;-45.120503652039325
1739209608.7062194;-38.13080360867914
1739209608.7062263;-38.13080360867914
1739209608.7062333;-38.13080360867914
1739209608.7062402;-45.120503652039325
1739209608.706247;-45.120503652039325
1739209608.706254;-38.13080360867914
1739209608.706261;-45.120503652039325
1739209608.7062678;-45.120503652039325
1739209608.7062747;-45.120503652039325
1739209608.7062817;-45.120503652039325
1739209608.7062886;-38.13080360867914
1739209608.7062955;-38.13080360867914
1739209608.7063024;-45.120503652039325
1739209608.7063093;-38.13080360867914
1739209608.7063162;-45.120503652039325
1739209608.7063231;-45.120503652039325
1739209608.70633;-30.49652367304973
1739209608.706337;-38.13080360867914
1739209608.706344;-45.120503652039325
1739209608.7063508;-38.13080360867914
1739209608.7063577;-33.981070128970906
1739209608.7063646;-45.120503652039325
1739209608.7063715;-45.120503652039325
1739209608.7063785;-45.120503652039325
1739209608.7063854;-33.981070128970956
1739209608.7063923;-38.13080360867914
1739209608.7063992;-38.13080360867914
1739209608.706406;-45.120503652039325
1739209608.706413;-38.13080360867914
1739209608.70642;-38.13080360867914
1739209608.7064269;-45.120503652039325
1739209608.7064338;-38.13080360867914
1739209608.7064407;-30.49652367304973
1739209608.7064476;-32.816014438256545
1739209608.7064545;-45.120503652039325
1739209608.7064614;-45.120503652039325
1739209608.7064683;-45.120503652039325
1739209608.7064753;-38.13080360867914
1739209608.7064822;-45.120503652039325
1739209608.706489;-45.120503652039325
1739209608.706496;-32.816014438256545
1739209608.706503;-38.13080360867914
1739209608.7065098;-45.120503652039325
1739209608.7065167;-45.120503652039325
1739209608.7065237;-33.981070128970906
1739209608.7065306;-45.120503652039325
1739209608.7065375;-45.120503652039325
1739209608.7065444;-45.120503652039325
1739209608.7065513;-45.120503652039325
1739209608.7065582;-45.120503652039325
1739209608.706565;-45.120503652039325
1739209608.7065718;-45.120503652039325
1739209608.7065787;-45.120503652039325
1739209608.7065856;-38.13080360867914
1739209608.7065926;-45.120503652039325
1739209608.7065995;-45.120503652039325
1739209608.7066064;-38.13080360867914
1739209608.7066133;-38.13080360867914
1739209608.7066202;-45.120503652039325
1739209608.7066271;-45.120503652039325
1739209608.706634;-38.13080360867914
1739209608.706641;-45.120503652039325
1739209608.7066479;-38.13080360867914
1739209608.7066548;-38.13080360867914
1739209608.7066617;-38.13080360867914
1739209608.7066686;-45.120503652039325
1739209608.7066755;-45.120503652039325
1739209608.7066824;-45.120503652039325
1739209608.7066894;-35.57807855764607
1739209608.7066963;-38.13080360867914
1739209608.7067032;-38.13080360867914
1739209608.70671;-45.120503652039325
1739209608.706717;-38.13080360867914
1739209608.706724;-28.992665084841942
1739209608.7067308;-38.13080360867914
1739209608.7067378;-45.120503652039325
1739209608.7067447;-35.57807855764607
1739209608.7067516;-33.981070128970906
1739209608.7067585;-45.120503652039325
1739209608.7067654;-45.120503652039325
1739209608.7067723;-38.13080360867914
1739209608.7067792;-45.120503652039325
1739209608.7067862;-38.13080360867914
1739209608.706793;-35.57807855764607
1739209608.7068;-45.120503652039325
1739209608.706807;-45.120503652039325
1739209608.7068138;-45.120503652039325
1739209608.7068207;-38.13080360867914
1739209608.7068276;-45.120503652039325
1739209608.7068346;-38.13080360867914
1739209608.7068415;-38.13080360867914
1739209608.7068484;-38.13080360867914
1739209608.7068553;-38.13080360867914
1739209608.7068622;-45.120503652039325
1739209608.7068691;-38.13080360867914
1739209608.706876;-45.120503652039325
1739209608.706883;-38.13080360867914
1739209608.7068899;-31.141103565318915
1739209608.7068968;-38.13080360867914
1739209608.7069037;-35.57807855764607
1739209608.7069106;-33.981070128970956
1739209608.7069175;-38.13080360867914
1739209608.7069244;-45.120503652039325
1739209608.7069314;-38.13080360867914
1739209608.7069383;-38.13080360867914
1739209608.7069452;-32.81601443825658
1739209608.706952;-38.13080360867914
1739209608.706959;-38.13080360867914
1739209608.706966;-45.120503652039325
1739209608.7069728;-45.120503652039325
1739209608.7069798;-38.13080360867914
1739209608.7069867;-38.13080360867914
1739209608.7069936;-45.120503652039325
1739209608.7070005;-38.13080360867914
1739209608.7070074;-38.13080360867914
1739209608.7070143;-33.981070128970906
1739209608.7070212;-38.13080360867914
1739209608.7070282;-38.13080360867914
1739209608.707035;-38.13080360867914
1739209608.707042;-38.13080360867914
1739209608.707049;-45.120503652039325
1739209608.7070558;-38.13080360867914
1739209608.7070627;-38.13080360867914
1739209608.7070696;-38.13080360867914
1739209608.7070765;-38.13080360867914
1739209608.7070835;-33.981070128970906
1739209608.7070904;-38.13080360867914
1739209608.7070973;-38.13080360867914
1739209608.7071042;-38.13080360867914
1739209608.7071111;-32.816014438256545
1739209608.707118;-45.120503652039325
1739209608.707125;-45.120503652039325
1739209608.7071319;-45.120503652039325
1739209608.7071388;-45.120503652039325
1739209608.7071457;-45.120503652039325
1739209608.7071526;-35.57807855764607
1739209608.7071595;-45.120503652039325
1739209608.7071664;-31.141103565318915
1739209608.7071733;-38.13080360867914
1739209608.7071803;-45.120503652039325
1739209608.7071872;-45.120503652039325
1739209608.707194;-45.120503652039325
1739209608.707201;-35.57807855764607
1739209608.707208;-35.57807855764607
1739209608.7072148;-45.120503652039325
1739209608.7072217;-45.120503652039325
1739209608.7072287;-33.981070128970906
1739209608.7072356;-38.13080360867914
1739209608.7072425;-38.13080360867914
1739209608.7072494;-45.120503652039325
1739209608.7072563;-45.120503652039325
1739209608.7072632;-32.816014438256545
1739209608.7072701;-45.120503652039325
1739209608.707277;-45.120503652039325
1739209608.707284;-38.13080360867914
1739209608.707291;-38.13080360867914
1739209608.7072978;-38.13080360867914
1739209608.7073047;-45.120503652039325
1739209608.7073116;-45.120503652039325
1739209608.7073185;-38.13080360867914
1739209608.7073255;-45.120503652039325
1739209608.7073324;-38.13080360867914
1739209608.7073393;-35.57807855764607
1739209608.7073462;-45.120503652039325
1739209608.707353;-45.120503652039325
1739209608.70736;-38.13080360867914
1739209608.707367;-35.57807855764607
1739209608.7073739;-45.120503652039325
1739209608.7073808;-38.13080360867914
1739209608.7073877;-32.816014438256545
1739209608.7073946;-45.120503652039325
1739209608.7074015;-45.120503652039325
1739209608.7074084;-45.120503652039325
1739209608.7074153;-38.13080360867914
1739209608.7074223;-45.120503652039325
1739209608.7074292;-38.13080360867914
1739209608.707436;-33.981070128970906
1739209608.707443;-45.120503652039325
1739209608.70745;-45.120503652039325
1739209608.7074568;-45.120503652039325
1739209608.7074637;-45.120503652039325
1739209608.7074707;-45.120503652039325
1739209608.7074776;-38.13080360867914
1739209608.7074845;-45.120503652039325
1739209608.7074914;-45.120503652039325
1739209608.7074983;-45.120503652039325
1739209608.7075052;-35.57807855764607
1739209608.7075121;-35.57807855764607
1739209608.707519;-38.13080360867914
1739209608.707526;-38.13080360867914
1739209608.707533;-38.13080360867914
1739209608.7075398;-33.981070128970906
1739209608.7075467;-38.13080360867914
1739209608.7075536;-33.981070128970906
1739209608.7075605;-45.120503652039325
1739209608.7075675;-45.120503652039325
1739209608.7075744;-45.120503652039325
1739209608.7075813;-45.120503652039325
1739209608.7075882;-45.120503652039325
1739209608.707595;-45.120503652039325
1739209608.707602;-38.13080360867914
1739209608.707609;-38.13080360867914
1739209608.7076159;-35.57807855764607
1739209608.7076228;-38.13080360867914
1739209608.7076297;-38.13080360867914
1739209608.7076366;-38.13080360867914
1739209608.7076435;-38.13080360867914
1739209608.7076504;-38.13080360867914
1739209608.7076573;-45.120503652039325
1739209608.7076643;-38.13080360867914
1739209608.7076712;-45.120503652039325
1739209608.707678;-45.120503652039325
1739209608.707685;-45.120503652039325
1739209608.707692;-45.120503652039325
1739209608.7076988;-45.120503652039325
1739209608.7077057;-45.120503652039325
1739209608.7077127;-45.120503652039325
1739209608.7077196;-45.120503652039325
1739209608.7077265;-45.120503652039325
1739209608.7077334;-45.120503652039325
1739209608.7077403;-45.120503652039325
1739209608.707747;-38.13080360867914
1739209608.707754;-38.13080360867914
1739209608.7077608;-38.13080360867914
1739209608.7077677;-38.13080360867914
1739209608.7077746;-45.120503652039325
1739209608.7077816;-28.21854285175415
1739209608.7077885;-29.438486411369333
1739209608.7077954;-45.120503652039325
1739209608.7078023;-45.120503652039325
1739209608.7078092;-32.816014438256545
1739209608.7078161;-38.13080360867914
1739209608.707823;-45.120503652039325
1739209608.70783;-38.13080360867914
1739209608.7078369;-45.120503652039325
1739209608.7078438;-45.120503652039325
1739209608.7078507;-38.13080360867914
1739209608.7078576;-38.13080360867914
1739209608.7078645;-38.13080360867914
1739209608.7078714;-45.120503652039325
1739209608.7078784;-45.120503652039325
1739209608.7078853;-45.120503652039325
1739209608.7078922;-35.57807855764607
1739209608.707899;-35.57807855764607
1739209608.707906;-45.120503652039325
1739209608.707913;-45.120503652039325
1739209608.7079198;-45.120503652039325
1739209608.7079268;-38.13080360867914
1739209608.7079337;-38.13080360867914
1739209608.7079406;-45.120503652039325
1739209608.7079475;-35.57807855764607
1739209608.7079544;-35.57807855764607
1739209608.7079613;-45.120503652039325
1739209608.7079682;-38.13080360867914
1739209608.7079751;-38.13080360867914
1739209608.707982;-38.13080360867914
1739209608.707989;-45.120503652039325
1739209608.707996;-38.13080360867914
1739209608.7080028;-45.120503652039325
1739209608.7080097;-38.13080360867914
1739209608.7080166;-38.13080360867914
1739209608.7080235;-38.13080360867914
1739209608.7080305;-45.120503652039325
1739209608.7080374;-45.120503652039325
1739209608.7080443;-35.57807855764607
1739209608.7080512;-38.13080360867914
1739209608.708058;-35.57807855764607
1739209608.708065;-30.49652367304973
1739209608.708072;-45.120503652039325
1739209608.7080789;-45.120503652039325
1739209608.7080858;-45.120503652039325
1739209608.7080927;-38.13080360867914
1739209608.7080996;-38.13080360867914
1739209608.7081065;-38.13080360867914
1739209608.7081134;-38.13080360867914
1739209608.7081203;-45.120503652039325
1739209608.7081273;-38.13080360867914
1739209608.7081342;-38.13080360867914
1739209608.708141;-45.120503652039325
1739209608.708148;-45.120503652039325
1739209608.708155;-33.981070128970906
1739209608.7081618;-45.120503652039325
1739209608.7081687;-45.120503652039325
1739209608.7081757;-45.120503652039325
1739209608.7081826;-35.57807855764607
1739209608.7081895;-38.13080360867914
1739209608.7081964;-45.120503652039325
1739209608.7082033;-45.120503652039325
1739209608.7082102;-35.57807855764607
1739209608.7082171;-38.13080360867914
1739209608.708224;-38.13080360867914
1739209608.708231;-35.57807855764607
1739209608.708238;-38.13080360867914
1739209608.7082448;-38.13080360867914
1739209608.7082517;-38.13080360867914
1739209608.7082586;-35.57807855764607
1739209608.7082655;-38.13080360867914
1739209608.7082725;-45.120503652039325
1739209608.7082794;-45.120503652039325
1739209608.7082863;-45.120503652039325
1739209608.7082932;-35.57807855764607
1739209608.7083;-45.120503652039325
1739209608.708307;-38.13080360867914
1739209608.708314;-45.120503652039325
1739209608.7083209;-33.981070128970906
1739209608.7083278;-35.57807855764607
1739209608.7083347;-38.13080360867914
1739209608.7083416;-45.120503652039325
1739209608.7083485;-33.981070128970906
1739209608.7083554;-38.13080360867914
1739209608.7083623;-45.120503652039325
1739209608.7083693;-38.13080360867914
1739209608.7083762;-38.13080360867914
1739209608.708383;-38.13080360867914
1739209608.70839;-45.120503652039325
1739209608.708397;-45.120503652039325
1739209608.7084038;-35.57807855764607
1739209608.7084107;-38.13080360867914
1739209608.7084177;-38.13080360867914
1739209608.7084246;-45.120503652039325
1739209608.7084315;-35.57807855764607
1739209608.7084384;-35.57807855764607
1739209608.7084453;-45.120503652039325
1739209608.7084522;-45.120503652039325
1739209608.7084591;-45.120503652039325
1739209608.708466;-45.120503652039325
1739209608.708473;-38.13080360867914
1739209608.70848;-45.120503652039325
1739209608.7084868;-45.120503652039325
1739209608.7084937;-45.120503652039325
1739209608.7085006;-45.120503652039325
1739209608.7085075;-38.13080360867914
1739209608.7085145;-38.13080360867914
1739209608.7085214;-45.120503652039325
1739209608.7085283;-38.13080360867914
1739209608.7085352;-33.981070128970906
1739209608.708542;-45.120503652039325
1739209608.708549;-45.120503652039325
1739209608.708556;-45.120503652039325
