CAN Message; 0x77:8cf56874856362df
1739209608.7085629;-45.120503652039325
1739209608.7085698;-38.13080360867914
1739209608.7085767;-45.120503652039325
1739209608.7085836;-38.13080360867914
1739209608.7085905;-45.120503652039325
1739209608.7085974;-45.120503652039325
1739209608.7086043;-38.13080360867914
1739209608.7086112;-33.981070128970906
1739209608.7086182;-35.57807855764607
1739209608.708625;-38.13080360867914
1739209608.708632;-45.120503652039325
1739209608.708639;-38.13080360867914
1739209608.7086458;-38.13080360867914
1739209608.7086527;-35.57807855764607
1739209608.7086596;-38.13080360867914
1739209608.7086666;-38.13080360867914
1739209608.7086735;-38.13080360867914
1739209608.7086804;-45.120503652039325
1739209608.7086873;-45.120503652039325
1739209608.7086942;-38.13080360867914
1739209608.7087011;-45.120503652039325
1739209608.708708;-38.13080360867914
1739209608.708715;-38.13080360867914
1739209608.7087219;-45.120503652039325
1739209608.7087288;-38.13080360867914
1739209608.7087357;-45.120503652039325
1739209608.7087426;-45.120503652039325
1739209608.7087495;-33.981070128970906
1739209608.7087564;-35.57807855764607
1739209608.7087634;-38.13080360867914
1739209608.7087703;-33.981070128970906
1739209608.7087772;-35.57807855764607
1739209608.708784;-32.816014438256545
1739209608.708791;-31.141103565318915
1739209608.708798;-45.120503652039325
1739209608.7088048;-38.13080360867914
1739209608.7088118;-38.13080360867914
1739209608.7088187;-45.120503652039325
1739209608.7088256;-38.13080360867914
1739209608.7088325;-45.120503652039325
1739209608.7088394;-45.120503652039325
1739209608.7088463;-32.81601443825658
1739209608.7088532;-45.120503652039325
1739209608.7088602;-33.981070128970906
1739209608.708867;-38.13080360867914
1739209608.708874;-45.120503652039325
1739209608.708881;-45.120503652039325
1739209608.7088878;-45.120503652039325
1739209608.7088947;-45.120503652039325
1739209608.7089016;-30.49652367304973
1739209608.7089086;-38.13080360867914
1739209608.7089155;-45.120503652039325
1739209608.7089221;-45.120503652039325
1739209608.708929;-32.816014438256545
1739209608.708936;-38.13080360867914
1739209608.708943;-45.120503652039325
1739209608.7089498;-35.57807855764607
1739209608.7089567;-45.120503652039325
1739209608.7089636;-45.120503652039325
1739209608.7089705;-45.120503652039325
1739209608.7089775;-45.120503652039325
1739209608.7089844;-45.120503652039325
1739209608.7089913;-45.120503652039325
1739209608.7089982;-45.120503652039325
1739209608.709005;-45.120503652039325
1739209608.709012;-38.13080360867914
1739209608.709019;-45.120503652039325
1739209608.7090259;-32.816014438256545
1739209608.7090328;-35.57807855764607
1739209608.7090397;-45.120503652039325
1739209608.7090466;-38.13080360867914
1739209608.7090535;-38.13080360867914
1739209608.7090604;-45.120503652039325
1739209608.7090673;-26.991370085610736
1739209608.7090743;-32.816014438256545
1739209608.7090812;-45.120503652039325
1739209608.709088;-38.13080360867914
1739209608.709095;-38.13080360867914
1739209608.709102;-45.120503652039325
1739209608.7091088;-38.13080360867914
1739209608.7091157;-38.13080360867914
1739209608.7091227;-38.13080360867914
1739209608.7091296;-45.120503652039325
1739209608.7091365;-45.120503652039325
1739209608.7091434;-45.120503652039325
1739209608.7091503;-38.13080360867914
1739209608.7091572;-45.120503652039325
1739209608.7091641;-45.120503652039325
1739209608.709171;-38.13080360867914
1739209608.709178;-38.13080360867914
1739209608.709185;-45.120503652039325
1739209608.7091918;-45.120503652039325
1739209608.7091987;-38.13080360867914
1739209608.7092056;-38.13080360867914
1739209608.7092125;-33.981070128970906
1739209608.7092195;-45.120503652039325
1739209608.7092264;-45.120503652039325
1739209608.7092333;-32.816014438256545
1739209608.7092402;-32.816014438256545
1739209608.709247;-45.120503652039325
1739209608.709254;-45.120503652039325
1739209608.709261;-35.57807855764607
1739209608.7092679;-38.13080360867914
1739209608.7092748;-45.120503652039325
1739209608.7092817;-38.13080360867914
1739209608.7092886;-45.120503652039325
1739209608.7092955;-45.120503652039325
1739209608.7093024;-45.120503652039325
1739209608.7093093;-45.120503652039325
1739209608.7093163;-45.120503652039325
1739209608.7093232;-38.13080360867914
1739209608.70933;-38.13080360867914
1739209608.709337;-45.120503652039325
1739209608.709344;-35.57807855764607
1739209608.7093508;-35.57807855764607
1739209608.7093577;-45.120503652039325
1739209608.7093647;-38.13080360867914
1739209608.7093716;-45.120503652039325
1739209608.7093785;-45.120503652039325
1739209608.7093854;-45.120503652039325
1739209608.7093923;-38.13080360867914
1739209608.7093992;-35.57807855764607
1739209608.7094061;-38.13080360867914
1739209608.709413;-45.120503652039325
1739209608.70942;-45.120503652039325
1739209608.7094269;-38.13080360867914
1739209608.7094338;-38.13080360867914
1739209608.7094407;-45.120503652039325
1739209608.7094476;-45.120503652039325
1739209608.7094545;-45.120503652039325
1739209608.7094615;-45.120503652039325
1739209608.7094684;-30.49652367304973
1739209608.7094753;-38.13080360867914
1739209608.7094822;-45.120503652039325
1739209608.709489;-45.120503652039325
1739209608.709496;-38.13080360867914
1739209608.709503;-45.120503652039325
1739209608.7095098;-45.120503652039325
1739209608.7095168;-38.13080360867914
1739209608.7095237;-38.13080360867914
1739209608.7095306;-38.13080360867914
1739209608.7095375;-45.120503652039325
1739209608.7095444;-33.981070128970906
1739209608.7095513;-38.13080360867914
1739209608.7095582;-33.981070128970906
1739209608.7095652;-45.120503652039325
1739209608.709572;-38.13080360867914
1739209608.709579;-35.57807855764607
1739209608.709586;-38.13080360867914
1739209608.7095928;-45.120503652039325
1739209608.7095997;-45.120503652039325
1739209608.7096066;-35.57807855764607
1739209608.7096136;-38.13080360867914
1739209608.7096205;-45.120503652039325
1739209608.7096274;-45.120503652039325
1739209608.7096343;-38.13080360867914
1739209608.7096412;-35.57807855764607
1739209608.7096481;-45.120503652039325
1739209608.709655;-45.120503652039325
1739209608.709662;-35.57807855764607
1739209608.7096689;-35.57807855764607
1739209608.7096758;-45.120503652039325
1739209608.7096827;-38.13080360867914
1739209608.7096896;-38.13080360867914
1739209608.7096965;-38.13080360867914
1739209608.7097034;-38.13080360867914
1739209608.7097104;-35.57807855764607
1739209608.7097173;-38.13080360867914
1739209608.7097242;-38.13080360867914
1739209608.709731;-33.981070128970906
1739209608.709738;-31.141103565318915
1739209608.709745;-38.13080360867914
1739209608.7097518;-38.13080360867914
1739209608.7097588;-45.120503652039325
1739209608.7097657;-38.13080360867914
1739209608.7097726;-35.57807855764607
1739209608.7097795;-38.13080360867914
1739209608.7097864;-45.120503652039325
1739209608.7097933;-38.13080360867914
1739209608.7098002;-45.120503652039325
1739209608.7098072;-45.120503652039325
1739209608.709814;-45.120503652039325
1739209608.709821;-38.13080360867914
1739209608.709828;-38.13080360867914
1739209608.7098348;-45.120503652039325
1739209608.7098417;-45.120503652039325
1739209608.7098486;-38.13080360867914
1739209608.7098556;-38.13080360867914
1739209608.7098625;-45.120503652039325
1739209608.7098694;-38.13080360867914
1739209608.7098763;-38.13080360867914
1739209608.7098832;-38.13080360867914
1739209608.7098901;-38.13080360867914
1739209608.709897;-45.120503652039325
1739209608.709904;-33.981070128970906
1739209608.7099109;-30.49652367304973
1739209608.7099178;-38.13080360867914
1739209608.7099247;-38.13080360867914
1739209608.7099316;-33.981070128970906
1739209608.7099385;-38.13080360867914
1739209608.7099454;-45.120503652039325
1739209608.7099524;-33.981070128970906
1739209608.7099593;-33.981070128970906
1739209608.7099662;-31.141103565318915
1739209608.709973;-38.13080360867914
1739209608.70998;-38.13080360867914
1739209608.709987;-35.57807855764607
1739209608.7099938;-45.120503652039325
1739209608.7100008;-45.120503652039325
1739209608.7100077;-45.120503652039325
1739209608.7100146;-45.120503652039325
1739209608.7100215;-38.13080360867914
1739209608.7100284;-45.120503652039325
1739209608.7100353;-45.120503652039325
1739209608.7100422;-45.120503652039325
1739209608.7100492;-38.13080360867914
1739209608.710056;-38.13080360867914
1739209608.710063;-45.120503652039325
1739209608.71007;-45.120503652039325
1739209608.7100768;-45.120503652039325
1739209608.7100837;-45.120503652039325
1739209608.7100906;-45.120503652039325
1739209608.7100976;-45.120503652039325
1739209608.7101042;-38.13080360867914
1739209608.7101111;-35.57807855764607
1739209608.710118;-45.120503652039325
1739209608.710125;-45.120503652039325
1739209608.710132;-33.981070128970906
1739209608.7101388;-38.13080360867914
1739209608.7101457;-38.13080360867914
1739209608.7101526;-38.13080360867914
1739209608.7101595;-33.981070128970906
1739209608.7101665;-45.120503652039325
1739209608.7101734;-45.120503652039325
1739209608.7101803;-45.120503652039325
1739209608.7101872;-38.13080360867914
1739209608.710194;-35.57807855764607
1739209608.710201;-45.120503652039325
1739209608.710208;-45.120503652039325
1739209608.7102149;-38.13080360867914
1739209608.7102218;-32.816014438256545
1739209608.7102287;-45.120503652039325
1739209608.7102356;-38.13080360867914
1739209608.7102425;-33.981070128970906
1739209608.7102494;-38.13080360867914
1739209608.7102563;-45.120503652039325
1739209608.7102633;-45.120503652039325
1739209608.7102702;-45.120503652039325
1739209608.710277;-45.120503652039325
1739209608.710284;-45.120503652039325
1739209608.710291;-45.120503652039325
1739209608.7102978;-38.13080360867914
1739209608.7103047;-45.120503652039325
1739209608.7103117;-45.120503652039325
1739209608.7103186;-45.120503652039325
1739209608.7103255;-33.981070128970906
1739209608.7103324;-38.13080360867914
1739209608.7103393;-38.13080360867914
1739209608.7103462;-45.120503652039325
1739209608.7103531;-35.57807855764607
1739209608.71036;-31.141103565318915
1739209608.710367;-45.120503652039325
1739209608.7103739;-45.120503652039325
1739209608.7103808;-45.120503652039325
1739209608.7103877;-33.981070128970906
1739209608.7103946;-45.120503652039325
1739209608.7104015;-45.120503652039325
1739209608.7104084;-45.120503652039325
1739209608.7104154;-45.120503652039325
1739209608.7104223;-45.120503652039325
1739209608.7104292;-45.120503652039325
1739209608.710436;-38.13080360867914
1739209608.710443;-45.120503652039325
1739209608.71045;-45.120503652039325
1739209608.7104568;-45.120503652039325
1739209608.7104638;-35.57807855764607
1739209608.7104707;-33.981070128970906
1739209608.7104776;-38.13080360867914
1739209608.7104845;-38.13080360867914
1739209608.7104914;-45.120503652039325
1739209608.7104983;-38.13080360867914
1739209608.7105052;-38.13080360867914
1739209608.7105122;-45.120503652039325
1739209608.710519;-38.13080360867914
1739209608.710526;-35.57807855764607
1739209608.710533;-45.120503652039325
1739209608.7105398;-33.981070128970906
1739209608.7105467;-45.120503652039325
1739209608.7105536;-45.120503652039325
1739209608.7105606;-35.57807855764607
1739209608.7105675;-45.120503652039325
1739209608.7105744;-45.120503652039325
1739209608.7105813;-45.120503652039325
1739209608.7105882;-45.120503652039325
1739209608.7105951;-38.13080360867914
1739209608.710602;-38.13080360867914
1739209608.710609;-45.120503652039325
1739209608.7106159;-38.13080360867914
1739209608.7106228;-35.57807855764607
1739209608.7106297;-38.13080360867914
1739209608.7106366;-28.58837851428586
1739209608.7106435;-38.13080360867914
1739209608.7106504;-45.120503652039325
1739209608.7106574;-45.120503652039325
1739209608.7106643;-35.57807855764607
1739209608.7106712;-38.13080360867914
1739209608.710678;-45.120503652039325
1739209608.710685;-38.13080360867914
1739209608.710692;-45.120503652039325
1739209608.7106988;-45.120503652039325
1739209608.7107058;-45.120503652039325
1739209608.7107127;-45.120503652039325
1739209608.7107196;-45.120503652039325
1739209608.7107265;-45.120503652039325
1739209608.7107334;-38.13080360867914
1739209608.7107403;-45.120503652039325
1739209608.7107472;-38.13080360867914
1739209608.7107542;-38.13080360867914
1739209608.710761;-35.57807855764607
1739209608.710768;-45.120503652039325
1739209608.710775;-38.13080360867914
1739209608.7107818;-45.120503652039325
1739209608.7107887;-45.120503652039325
1739209608.7107956;-38.13080360867914
1739209608.7108026;-28.992665084841942
1739209608.7108095;-35.57807855764607
1739209608.7108164;-38.13080360867914
1739209608.7108233;-35.57807855764607
1739209608.7108302;-35.57807855764607
1739209608.7108371;-45.120503652039325
1739209608.710844;-38.13080360867914
1739209608.710851;-38.13080360867914
1739209608.7108579;-32.816014438256545
1739209608.7108648;-33.981070128970906
1739209608.7108717;-38.13080360867914
1739209608.7108786;-38.13080360867914
1739209608.7108855;-45.120503652039325
1739209608.7108924;-45.120503652039325
1739209608.7108994;-45.120503652039325
1739209608.7109063;-45.120503652039325
1739209608.7109132;-45.120503652039325
1739209608.71092;-45.120503652039325
1739209608.710927;-38.13080360867914
1739209608.710934;-38.13080360867914
1739209608.7109408;-38.13080360867914
1739209608.7109478;-45.120503652039325
1739209608.7109547;-45.120503652039325
1739209608.7109616;-33.981070128970906
1739209608.7109685;-31.141103565318915
1739209608.7109754;-38.13080360867914
1739209608.7109823;-38.13080360867914
1739209608.7109892;-45.120503652039325
1739209608.7109962;-33.981070128970906
1739209608.711003;-38.13080360867914
1739209608.71101;-45.120503652039325
1739209608.711017;-45.120503652039325
1739209608.7110238;-45.120503652039325
1739209608.7110307;-45.120503652039325
1739209608.7110376;-45.120503652039325
1739209608.7110445;-45.120503652039325
1739209608.7110515;-45.120503652039325
1739209608.7110584;-45.120503652039325
1739209608.7110653;-38.13080360867914
1739209608.7110722;-38.13080360867914
1739209608.7110791;-33.981070128970906
1739209608.711086;-38.13080360867914
1739209608.711093;-38.13080360867914
1739209608.7110999;-45.120503652039325
1739209608.7111068;-38.13080360867914
1739209608.7111137;-35.57807855764607
1739209608.7111206;-38.13080360867914
1739209608.7111275;-45.120503652039325
1739209608.7111344;-38.13080360867914
1739209608.7111413;-45.120503652039325
1739209608.7111483;-45.120503652039325
1739209608.7111552;-35.57807855764607
1739209608.711162;-35.57807855764607
1739209608.711169;-45.120503652039325
1739209608.711176;-45.120503652039325
1739209608.7111828;-45.120503652039325
1739209608.7111897;-45.120503652039325
1739209608.7111967;-45.120503652039325
1739209608.7112036;-45.120503652039325
1739209608.7112105;-38.13080360867914
1739209608.7112174;-33.981070128970906
1739209608.7112243;-38.13080360867914
1739209608.7112312;-38.13080360867914
1739209608.7112381;-38.13080360867914
1739209608.711245;-38.13080360867914
1739209608.711252;-35.57807855764607
1739209608.711259;-38.13080360867914
1739209608.7112658;-45.120503652039325
1739209608.7112727;-45.120503652039325
1739209608.7112794;-35.57807855764607
1739209608.7112863;-45.120503652039325
1739209608.7112932;-38.13080360867914
1739209608.7113001;-45.120503652039325
1739209608.711307;-45.120503652039325
1739209608.711314;-38.13080360867914
1739209608.7113209;-45.120503652039325
1739209608.7113278;-45.120503652039325
1739209608.7113347;-45.120503652039325
1739209608.7113416;-38.13080360867914
1739209608.7113485;-38.13080360867914
1739209608.7113554;-38.13080360867914
1739209608.7113624;-30.49652367304973
1739209608.7113693;-35.57807855764607
1739209608.7113762;-45.120503652039325
1739209608.711383;-38.13080360867914
1739209608.71139;-33.981070128970906
1739209608.711397;-38.13080360867914
