CAN Message; 0x77:a4cd9a0e4d17182a
1739209590.9233065;-38.13080360867914
1739209590.9233122;-38.13080360867914
1739209590.923318;-45.120503652039325
1739209590.9233236;-33.981070128970906
1739209590.9233294;-45.120503652039325
1739209590.923335;-45.120503652039325
1739209590.9233406;-45.120503652039325
1739209590.9233463;-45.120503652039325
1739209590.923352;-38.13080360867914
1739209590.9233577;-38.13080360867914
1739209590.9233634;-38.13080360867914
1739209590.923369;-38.13080360867914
1739209590.9233747;-38.13080360867914
1739209590.9233804;-38.13080360867914
1739209590.923386;-45.120503652039325
1739209590.9233918;-38.13080360867914
1739209590.9233975;-45.120503652039325
1739209590.923403;-45.120503652039325
1739209590.9234087;-45.120503652039325
1739209590.9234145;-38.13080360867914
1739209590.9234202;-45.120503652039325
1739209590.923426;-45.120503652039325
1739209590.9234314;-45.120503652039325
1739209590.923437;-38.13080360867914
1739209590.9234428;-38.13080360867914
1739209590.9234486;-38.13080360867914
1739209590.9234543;-38.13080360867914
1739209590.9234598;-38.13080360867914
1739209590.9234655;-38.13080360867914
1739209590.9234712;-35.57807855764607
1739209590.923477;-38.13080360867914
1739209590.9234827;-38.13080360867914
1739209590.9234884;-33.981070128970906
1739209590.9234939;-38.13080360867914
1739209590.9234996;-38.13080360867914
1739209590.9235053;-45.120503652039325
1739209590.923511;-38.13080360867914
1739209590.9235168;-45.120503652039325
1739209590.9235222;-45.120503652039325
1739209590.923528;-45.120503652039325
1739209590.9235337;-33.981070128970906
1739209590.9235394;-33.981070128970906
1739209590.9235451;-33.981070128970906
1739209590.9235508;-38.13080360867914
1739209590.9235563;-38.13080360867914
1739209590.923562;-33.981070128970906
1739209590.9235678;-45.120503652039325
1739209590.9235735;-45.120503652039325
1739209590.9235792;-38.13080360867914
1739209590.9235847;-38.13080360867914
1739209590.9235904;-45.120503652039325
1739209590.9235961;-45.120503652039325
1739209590.9236019;-45.120503652039325
1739209590.9236076;-45.120503652039325
1739209590.9236133;-33.981070128970906
1739209590.9236188;-45.120503652039325
1739209590.9236245;-38.13080360867914
1739209590.9236302;-35.57807855764607
1739209590.923636;-35.57807855764607
1739209590.9236417;-45.120503652039325
1739209590.9236472;-38.13080360867914
1739209590.923653;-32.816014438256545
1739209590.9236586;-45.120503652039325
1739209590.9236643;-38.13080360867914
1739209590.92367;-35.57807855764607
1739209590.9236758;-45.120503652039325
1739209590.9236813;-45.120503652039325
1739209590.923687;-35.57807855764607
1739209590.9236927;-35.57807855764607
1739209590.9236984;-45.120503652039325
1739209590.9237041;-45.120503652039325
1739209590.9237096;-45.120503652039325
1739209590.9237154;-45.120503652039325
1739209590.923721;-45.120503652039325
1739209590.9237268;-45.120503652039325
1739209590.9237325;-38.13080360867914
1739209590.923738;-38.13080360867914
1739209590.9237437;-38.13080360867914
1739209590.9237494;-45.120503652039325
1739209590.9237552;-45.120503652039325
1739209590.923761;-38.13080360867914
1739209590.9237666;-38.13080360867914
1739209590.923772;-45.120503652039325
1739209590.9237778;-38.13080360867914
1739209590.9237835;-38.13080360867914
1739209590.9237893;-38.13080360867914
1739209590.923795;-38.13080360867914
1739209590.9238005;-38.13080360867914
1739209590.9238062;-38.13080360867914
1739209590.923812;-45.120503652039325
1739209590.9238176;-45.120503652039325
1739209590.9238234;-45.120503652039325
1739209590.923829;-38.13080360867914
1739209590.9238346;-38.13080360867914
1739209590.9238403;-45.120503652039325
1739209590.923846;-38.13080360867914
1739209590.9238517;-38.13080360867914
1739209590.9238575;-32.816014438256545
1739209590.923863;-32.816014438256545
1739209590.9238687;-45.120503652039325
1739209590.9238744;-45.120503652039325
1739209590.92388;-38.13080360867914
1739209590.9238858;-38.13080360867914
1739209590.9238915;-45.120503652039325
1739209590.923897;-38.13080360867914
1739209590.9239028;-45.120503652039325
1739209590.9239085;-45.120503652039325
1739209590.9239142;-38.13080360867914
1739209590.92392;-38.13080360867914
1739209590.9239254;-45.120503652039325
1739209590.9239311;-45.120503652039325
1739209590.9239368;-38.13080360867914
1739209590.9239426;-45.120503652039325
1739209590.9239483;-32.816014438256545
1739209590.923954;-35.57807855764607
1739209590.9239595;-45.120503652039325
1739209590.9239652;-38.13080360867914
1739209590.923971;-38.13080360867914
1739209590.9239767;-35.57807855764607
1739209590.9239824;-38.13080360867914
1739209590.9239879;-35.57807855764607
1739209590.9239936;-45.120503652039325
1739209590.9239993;-45.120503652039325
1739209590.924005;-38.13080360867914
1739209590.9240108;-38.13080360867914
1739209590.9240162;-38.13080360867914
1739209590.924022;-45.120503652039325
1739209590.9240277;-33.981070128970906
1739209590.9240334;-38.13080360867914
1739209590.9240391;-38.13080360867914
1739209590.9240448;-32.816014438256545
1739209590.9240503;-45.120503652039325
1739209590.924056;-45.120503652039325
1739209590.9240618;-38.13080360867914
1739209590.9240675;-38.13080360867914
1739209590.9240732;-45.120503652039325
1739209590.9240787;-38.13080360867914
1739209590.9240844;-45.120503652039325
1739209590.9240901;-45.120503652039325
1739209590.9240959;-35.57807855764607
1739209590.9241016;-38.13080360867914
1739209590.9241073;-38.13080360867914
1739209590.9241128;-45.120503652039325
1739209590.9241185;-45.120503652039325
1739209590.9241242;-45.120503652039325
1739209590.92413;-45.120503652039325
1739209590.9241357;-32.816014438256545
1739209590.9241412;-38.13080360867914
1739209590.924147;-45.120503652039325
1739209590.9241526;-45.120503652039325
1739209590.9241583;-45.120503652039325
1739209590.924164;-45.120503652039325
1739209590.9241698;-38.13080360867914
1739209590.9241753;-45.120503652039325
1739209590.924181;-45.120503652039325
1739209590.9241867;-45.120503652039325
1739209590.9241924;-45.120503652039325
1739209590.9241982;-32.816014438256545
1739209590.9242036;-38.13080360867914
1739209590.9242094;-38.13080360867914
1739209590.924215;-38.13080360867914
1739209590.9242208;-45.120503652039325
1739209590.9242265;-33.981070128970906
1739209590.9242322;-38.13080360867914
1739209590.9242377;-38.13080360867914
1739209590.9242435;-45.120503652039325
1739209590.9242492;-38.13080360867914
1739209590.924255;-38.13080360867914
1739209590.9242606;-38.13080360867914
1739209590.924266;-45.120503652039325
1739209590.9242718;-45.120503652039325
1739209590.9242775;-33.981070128970906
1739209590.9242833;-38.13080360867914
1739209590.924289;-45.120503652039325
1739209590.9242945;-45.120503652039325
1739209590.9243002;-45.120503652039325
1739209590.924306;-45.120503652039325
1739209590.9243116;-45.120503652039325
1739209590.9243174;-33.981070128970906
1739209590.924323;-45.120503652039325
1739209590.9243286;-38.13080360867914
1739209590.9243343;-38.13080360867914
1739209590.92434;-38.13080360867914
1739209590.9243457;-38.13080360867914
1739209590.9243515;-45.120503652039325
1739209590.924357;-45.120503652039325
1739209590.9243627;-38.13080360867914
1739209590.9243684;-38.13080360867914
1739209590.924374;-33.981070128970906
1739209590.9243798;-38.13080360867914
1739209590.9243855;-38.13080360867914
1739209590.924391;-38.13080360867914
1739209590.9243968;-45.120503652039325
1739209590.9244025;-45.120503652039325
1739209590.9244082;-38.13080360867914
1739209590.924414;-38.13080360867914
1739209590.9244194;-32.816014438256545
1739209590.9244251;-45.120503652039325
1739209590.9244308;-31.141103565318915
1739209590.9244366;-45.120503652039325
1739209590.9244423;-45.120503652039325
1739209590.924448;-38.13080360867914
1739209590.9244535;-38.13080360867914
1739209590.9244592;-45.120503652039325
1739209590.924465;-45.120503652039325
1739209590.9244707;-45.120503652039325
1739209590.9244764;-45.120503652039325
1739209590.9244819;-33.981070128970906
1739209590.9244876;-33.981070128970906
1739209590.9244933;-38.13080360867914
1739209590.924499;-45.120503652039325
1739209590.9245048;-35.57807855764607
1739209590.9245105;-33.981070128970906
1739209590.924516;-45.120503652039325
1739209590.9245217;-38.13080360867914
1739209590.9245274;-38.13080360867914
1739209590.9245331;-38.13080360867914
1739209590.9245389;-38.13080360867914
1739209590.9245443;-38.13080360867914
1739209590.92455;-45.120503652039325
1739209590.9245558;-45.120503652039325
1739209590.9245615;-45.120503652039325
1739209590.9245672;-45.120503652039325
1739209590.924573;-38.13080360867914
1739209590.9245784;-35.57807855764607
1739209590.9245842;-45.120503652039325
1739209590.9245899;-45.120503652039325
1739209590.9245956;-38.13080360867914
1739209590.9246013;-45.120503652039325
1739209590.9246068;-45.120503652039325
1739209590.9246125;-45.120503652039325
1739209590.9246182;-35.57807855764607
1739209590.924624;-38.13080360867914
1739209590.9246297;-45.120503652039325
1739209590.9246352;-38.13080360867914
1739209590.924641;-38.13080360867914
1739209590.9246466;-33.981070128970906
1739209590.9246523;-45.120503652039325
1739209590.924658;-45.120503652039325
1739209590.9246638;-45.120503652039325
1739209590.9246693;-45.120503652039325
1739209590.924675;-45.120503652039325
1739209590.9246807;-38.13080360867914
1739209590.9246864;-38.13080360867914
1739209590.9246922;-45.120503652039325
1739209590.9246976;-45.120503652039325
1739209590.9247034;-45.120503652039325
1739209590.924709;-35.57807855764607
1739209590.9247148;-38.13080360867914
1739209590.9247205;-38.13080360867914
1739209590.9247262;-38.13080360867914
1739209590.9247317;-38.13080360867914
1739209590.9247375;-38.13080360867914
1739209590.9247432;-35.57807855764607
1739209590.924749;-38.13080360867914
1739209590.9247546;-45.120503652039325
1739209590.92476;-45.120503652039325
1739209590.9247658;-38.13080360867914
1739209590.9247715;-35.57807855764607
1739209590.9247773;-28.992665084841942
1739209590.924783;-45.120503652039325
1739209590.9247887;-45.120503652039325
1739209590.9247942;-33.981070128970906
1739209590.9248;-45.120503652039325
1739209590.9248056;-45.120503652039325
1739209590.9248114;-38.13080360867914
1739209590.924817;-45.120503652039325
1739209590.9248226;-38.13080360867914
1739209590.9248283;-38.13080360867914
1739209590.924834;-38.13080360867914
1739209590.9248397;-38.13080360867914
1739209590.9248455;-38.13080360867914
1739209590.9248512;-45.120503652039325
1739209590.9248567;-45.120503652039325
1739209590.9248624;-45.120503652039325
1739209590.924868;-28.58837851428586
1739209590.9248738;-38.13080360867914
1739209590.9248796;-35.57807855764607
1739209590.924885;-35.57807855764607
1739209590.9248908;-45.120503652039325
1739209590.9248965;-38.13080360867914
1739209590.9249022;-38.13080360867914
1739209590.924908;-45.120503652039325
1739209590.9249134;-33.981070128970956
1739209590.9249191;-33.981070128970906
1739209590.9249249;-45.120503652039325
1739209590.9249306;-45.120503652039325
1739209590.9249363;-38.13080360867914
1739209590.924942;-38.13080360867914
1739209590.9249475;-35.57807855764607
1739209590.9249532;-38.13080360867914
1739209590.924959;-27.8777449560314
1739209590.9249647;-35.57807855764607
1739209590.9249704;-45.120503652039325
1739209590.9249759;-38.13080360867914
1739209590.9249816;-35.57807855764607
1739209590.9249873;-45.120503652039325
1739209590.924993;-38.13080360867914
1739209590.9249988;-33.981070128970906
1739209590.9250045;-33.981070128970956
1739209590.92501;-45.120503652039325
1739209590.9250157;-38.13080360867914
1739209590.9250214;-38.13080360867914
1739209590.9250271;-45.120503652039325
1739209590.9250329;-38.13080360867914
1739209590.9250383;-45.120503652039325
1739209590.925044;-45.120503652039325
1739209590.9250498;-29.438486411369333
1739209590.9250555;-29.438486411369333
1739209590.9250612;-45.120503652039325
1739209590.925067;-38.13080360867914
1739209590.9250724;-38.13080360867914
1739209590.9250782;-38.13080360867914
1739209590.9250839;-45.120503652039325
1739209590.9250896;-32.816014438256545
1739209590.9250953;-45.120503652039325
1739209590.9251008;-45.120503652039325
1739209590.9251065;-38.13080360867914
1739209590.9251122;-45.120503652039325
1739209590.925118;-45.120503652039325
1739209590.9251237;-45.120503652039325
1739209590.9251294;-38.13080360867914
1739209590.925135;-45.120503652039325
1739209590.9251406;-30.49652367304973
1739209590.9251463;-32.816014438256545
1739209590.925152;-45.120503652039325
1739209590.9251578;-38.13080360867914
1739209590.9251633;-35.57807855764607
1739209590.925169;-35.57807855764607
1739209590.9251747;-45.120503652039325
1739209590.9251804;-45.120503652039325
1739209590.9251862;-38.13080360867914
1739209590.9251916;-38.13080360867914
1739209590.9251974;-35.57807855764607
1739209590.925203;-38.13080360867914
1739209590.9252088;-45.120503652039325
1739209590.9252145;-35.57807855764607
1739209590.9252203;-38.13080360867914
1739209590.9252257;-45.120503652039325
1739209590.9252315;-45.120503652039325
1739209590.9252372;-38.13080360867914
1739209590.925243;-38.13080360867914
1739209590.9252486;-45.120503652039325
1739209590.925254;-45.120503652039325
1739209590.9252598;-45.120503652039325
1739209590.9252656;-38.13080360867914
1739209590.9252713;-45.120503652039325
1739209590.925277;-45.120503652039325
1739209590.9252827;-45.120503652039325
1739209590.9252882;-45.120503652039325
1739209590.925294;-38.13080360867914
1739209590.9252996;-45.120503652039325
1739209590.9253054;-38.13080360867914
1739209590.925311;-38.13080360867914
1739209590.9253166;-45.120503652039325
1739209590.9253223;-35.57807855764607
1739209590.925328;-35.57807855764607
1739209590.9253337;-38.13080360867914
1739209590.9253395;-38.13080360867914
1739209590.9253452;-38.13080360867914
1739209590.9253507;-38.13080360867914
1739209590.9253564;-45.120503652039325
1739209590.925362;-45.120503652039325
1739209590.9253678;-45.120503652039325
1739209590.9253736;-45.120503652039325
1739209590.925379;-38.13080360867914
1739209590.9253848;-35.57807855764607
1739209590.9253905;-45.120503652039325
1739209590.9253962;-45.120503652039325
1739209590.925402;-38.13080360867914
1739209590.9254076;-45.120503652039325
1739209590.9254131;-38.13080360867914
1739209590.9254189;-38.13080360867914
1739209590.9254246;-45.120503652039325
1739209590.9254303;-45.120503652039325
1739209590.925436;-38.13080360867914
1739209590.9254415;-38.13080360867914
1739209590.9254472;-38.13080360867914
1739209590.925453;-38.13080360867914
1739209590.9254587;-38.13080360867914
1739209590.9254644;-38.13080360867914
1739209590.9254699;-38.13080360867914
1739209590.9254756;-35.57807855764607
1739209590.9254813;-45.120503652039325
1739209590.925487;-45.120503652039325
1739209590.9254928;-45.120503652039325
1739209590.9254985;-38.13080360867914
1739209590.925504;-35.57807855764607
1739209590.9255097;-38.13080360867914
1739209590.9255154;-45.120503652039325
1739209590.9255211;-45.120503652039325
1739209590.9255269;-38.13080360867914
1739209590.9255323;-31.141103565318915
1739209590.925538;-45.120503652039325
1739209590.9255438;-45.120503652039325
1739209590.9255495;-38.13080360867914
1739209590.9255552;-31.141103565318915
1739209590.925561;-38.13080360867914
1739209590.9255664;-38.13080360867914
1739209590.9255722;-45.120503652039325
1739209590.9255779;-45.120503652039325
1739209590.9255836;-33.981070128970906
1739209590.9255893;-38.13080360867914
1739209590.9255948;-38.13080360867914
1739209590.9256005;-38.13080360867914
1739209590.9256063;-45.120503652039325
1739209590.925612;-45.120503652039325
1739209590.9256177;-38.13080360867914
1739209590.9256234;-38.13080360867914
1739209590.925629;-45.120503652039325
1739209590.9256346;-45.120503652039325
1739209590.9256403;-38.13080360867914
1739209590.925646;-28.992665084841942
1739209590.9256518;-33.981070128970906
1739209590.9256573;-45.120503652039325
1739209590.925663;-45.120503652039325
1739209590.9256687;-45.120503652039325
1739209590.9256744;-35.57807855764607
1739209590.9256802;-38.13080360867914
1739209590.925686;-38.13080360867914
1739209590.9256914;-31.141103565318915
1739209590.925697;-28.992665084841942
1739209590.9257028;-33.981070128970906
1739209590.9257085;-45.120503652039325
1739209590.9257143;-38.13080360867914
1739209590.9257197;-38.13080360867914
1739209590.9257255;-45.120503652039325
1739209590.9257312;-38.13080360867914
1739209590.925737;-28.992665084841942
1739209590.9257426;-31.141103565318915
1739209590.9257483;-38.13080360867914
1739209590.9257538;-38.13080360867914
1739209590.9257596;-33.981070128970906
1739209590.9257653;-38.13080360867914
1739209590.925771;-45.120503652039325
1739209590.9257767;-38.13080360867914
1739209590.9257822;-38.13080360867914
1739209590.925788;-31.141103565318915
1739209590.9257936;-38.13080360867914
1739209590.9257994;-45.120503652039325
1739209590.925805;-38.13080360867914
1739209590.9258106;-38.13080360867914
1739209590.9258163;-35.57807855764607
1739209590.925822;-45.120503652039325
1739209590.9258277;-45.120503652039325
1739209590.9258335;-38.13080360867914
1739209590.9258392;-45.120503652039325
1739209590.9258447;-35.57807855764607
1739209590.9258504;-33.981070128970906
1739209590.925856;-45.120503652039325
1739209590.9258618;-38.13080360867914
1739209590.9258676;-33.981070128970906
1739209590.925873;-38.13080360867914
1739209590.9258788;-38.13080360867914
1739209590.9258845;-38.13080360867914
1739209590.9258902;-38.13080360867914
1739209590.925896;-33.981070128970906
1739209590.9259017;-38.13080360867914
1739209590.9259071;-38.13080360867914
1739209590.9259129;-45.120503652039325
1739209590.9259186;-38.13080360867914
1739209590.9259243;-35.57807855764607
1739209590.92593;-38.13080360867914
1739209590.9259355;-38.13080360867914
1739209590.9259412;-35.57807855764607
1739209590.925947;-33.981070128970906
1739209590.9259527;-38.13080360867914
1739209590.9259584;-45.120503652039325
1739209590.925964;-45.120503652039325
1739209590.9259696;-45.120503652039325
1739209590.9259753;-45.120503652039325
1739209590.925981;-35.57807855764607
1739209590.9259868;-38.13080360867914
1739209590.9259925;-38.13080360867914
1739209590.925998;-38.13080360867914
1739209590.9260037;-33.981070128970906
1739209590.9260094;-45.120503652039325
1739209590.9260151;-31.141103565318915
1739209590.9260209;-38.13080360867914
1739209590.9260266;-38.13080360867914
1739209590.926032;-35.57807855764607
1739209590.9260378;-45.120503652039325
1739209590.9260435;-45.120503652039325
1739209590.9260492;-45.120503652039325
1739209590.926055;-45.120503652039325
1739209590.9260604;-38.13080360867914
1739209590.9260662;-38.13080360867914
1739209590.926072;-45.120503652039325
1739209590.9260776;-45.120503652039325
1739209590.9260833;-38.13080360867914
1739209590.9260888;-35.57807855764607
1739209590.9260945;-45.120503652039325
1739209590.9261003;-38.13080360867914
1739209590.926106;-45.120503652039325
1739209590.9261117;-45.120503652039325
1739209590.9261174;-45.120503652039325
1739209590.926123;-35.57807855764607
1739209590.9261286;-45.120503652039325
1739209590.9261343;-45.120503652039325
1739209590.92614;-38.13080360867914
1739209590.9261458;-45.120503652039325
1739209590.9261513;-45.120503652039325
1739209590.926157;-38.13080360867914
1739209590.9261627;-38.13080360867914
1739209590.9261684;-45.120503652039325
1739209590.9261742;-32.816014438256545
1739209590.92618;-31.141103565318915
1739209590.9261854;-38.13080360867914
1739209590.926191;-38.13080360867914
1739209590.9261968;-45.120503652039325
1739209590.9262025;-45.120503652039325
1739209590.9262083;-45.120503652039325
1739209590.9262137;-38.13080360867914
1739209590.9262195;-45.120503652039325
1739209590.9262252;-45.120503652039325
1739209590.926231;-38.13080360867914
1739209590.9262366;-33.981070128970906
1739209590.9262424;-45.120503652039325
1739209590.9262478;-45.120503652039325
1739209590.9262536;-45.120503652039325
1739209590.9262593;-45.120503652039325
1739209590.926265;-32.816014438256545
1739209590.9262707;-35.57807855764607
1739209590.9262762;-45.120503652039325
1739209590.926282;-45.120503652039325
1739209590.9262877;-35.57807855764607
1739209590.9262934;-30.49652367304973
1739209590.926299;-38.13080360867914
1739209590.9263048;-38.13080360867914
1739209590.9263103;-45.120503652039325
1739209590.926316;-38.13080360867914
1739209590.9263217;-45.120503652039325
1739209590.9263275;-45.120503652039325
1739209590.9263332;-45.120503652039325
1739209590.9263387;-38.13080360867914
1739209590.9263444;-38.13080360867914
1739209590.92635;-38.13080360867914
1739209590.9263558;-38.13080360867914
1739209590.9263616;-45.120503652039325
1739209590.926367;-45.120503652039325
1739209590.9263728;-38.13080360867914
1739209590.9263785;-38.13080360867914
1739209590.9263842;-38.13080360867914
1739209590.92639;-38.13080360867914
1739209590.9263957;-45.120503652039325
1739209590.9264011;-35.57807855764607
1739209590.9264069;-33.981070128970906
1739209590.9264126;-45.120503652039325
1739209590.9264183;-45.120503652039325
1739209590.926424;-45.120503652039325
1739209590.9264295;-38.13080360867914
1739209590.9264352;-35.57807855764607
1739209590.926441;-35.57807855764607
1739209590.9264467;-38.13080360867914
1739209590.9264524;-45.120503652039325
1739209590.9264581;-38.13080360867914
1739209590.9264636;-33.981070128970906
1739209590.9264693;-45.120503652039325
1739209590.926475;-45.120503652039325
1739209590.9264808;-38.13080360867914
1739209590.9264865;-45.120503652039325
1739209590.926492;-45.120503652039325
1739209590.9264977;-33.981070128970906
1739209590.9265034;-38.13080360867914
1739209590.9265091;-45.120503652039325
1739209590.9265149;-38.13080360867914
1739209590.9265206;-38.13080360867914
1739209590.926526;-45.120503652039325
1739209590.9265318;-45.120503652039325
1739209590.9265375;-45.120503652039325
1739209590.9265432;-45.120503652039325
1739209590.926549;-38.13080360867914
1739209590.9265544;-38.13080360867914
1739209590.9265602;-45.120503652039325
1739209590.926566;-45.120503652039325
