CAN Message; 0x98:0000ca9779d7a02a
1739209751.1808422;-35.57807855764607
1739209751.1808496;-33.981070128970906
1739209751.180857;-45.120503652039325
1739209751.1808643;-45.120503652039325
1739209751.1808717;-45.120503652039325
1739209751.180879;-45.120503652039325
1739209751.1808865;-38.13080360867914
1739209751.180894;-38.13080360867914
1739209751.1809013;-45.120503652039325
1739209751.1809087;-45.120503652039325
1739209751.1809158;-38.13080360867914
1739209751.1809232;-35.57807855764607
1739209751.1809306;-45.120503652039325
1739209751.180938;-45.120503652039325
1739209751.1809454;-45.120503652039325
1739209751.1809528;-38.13080360867914
1739209751.1809602;-35.57807855764607
1739209751.1809676;-45.120503652039325
1739209751.180975;-45.120503652039325
1739209751.1809824;-45.120503652039325
1739209751.1809895;-33.981070128970906
1739209751.180997;-27.267205301931607
1739209751.1810043;-38.13080360867914
1739209751.1810117;-38.13080360867914
1739209751.181019;-45.120503652039325
1739209751.1810265;-38.13080360867914
1739209751.1810338;-38.13080360867914
1739209751.1810412;-38.13080360867914
1739209751.1810486;-38.13080360867914
1739209751.181056;-32.81601443825658
1739209751.1810634;-38.13080360867914
1739209751.1810706;-38.13080360867914
1739209751.181078;-45.120503652039325
1739209751.1810853;-45.120503652039325
1739209751.1810927;-38.13080360867914
1739209751.1811001;-38.13080360867914
1739209751.1811075;-35.57807855764607
1739209751.181115;-31.141103565318915
1739209751.1811223;-45.120503652039325
1739209751.1811297;-38.13080360867914
1739209751.181137;-45.120503652039325
1739209751.1811445;-38.13080360867914
1739209751.1811516;-45.120503652039325
1739209751.181159;-45.120503652039325
1739209751.1811664;-33.981070128970906
1739209751.1811738;-45.120503652039325
1739209751.1811812;-45.120503652039325
1739209751.1811886;-38.13080360867914
1739209751.181196;-45.120503652039325
1739209751.1812034;-32.816014438256545
1739209751.1812108;-38.13080360867914
1739209751.1812181;-45.120503652039325
1739209751.1812255;-45.120503652039325
1739209751.1812327;-38.13080360867914
1739209751.18124;-45.120503652039325
1739209751.1812475;-45.120503652039325
1739209751.1812549;-45.120503652039325
1739209751.1812623;-45.120503652039325
1739209751.1812696;-38.13080360867914
1739209751.181277;-35.57807855764607
1739209751.1812844;-38.13080360867914
1739209751.1812918;-33.981070128970906
1739209751.1812992;-38.13080360867914
1739209751.1813064;-45.120503652039325
1739209751.1813138;-45.120503652039325
1739209751.1813211;-35.57807855764607
1739209751.1813285;-33.981070128970906
1739209751.181336;-45.120503652039325
1739209751.1813433;-35.57807855764607
1739209751.1813507;-38.13080360867914
1739209751.181358;-38.13080360867914
1739209751.1813655;-38.13080360867914
1739209751.181373;-38.13080360867914
1739209751.1813803;-38.13080360867914
1739209751.1813874;-38.13080360867914
1739209751.1813948;-38.13080360867914
1739209751.1814022;-38.13080360867914
1739209751.1814096;-45.120503652039325
1739209751.181417;-45.120503652039325
1739209751.1814244;-45.120503652039325
1739209751.1814318;-38.13080360867914
1739209751.1814392;-38.13080360867914
1739209751.1814466;-45.120503652039325
1739209751.181454;-45.120503652039325
1739209751.1814613;-45.120503652039325
1739209751.1814685;-38.13080360867914
1739209751.1814759;-32.816014438256545
1739209751.1814833;-38.13080360867914
1739209751.1814907;-38.13080360867914
1739209751.181498;-33.981070128970906
1739209751.1815054;-32.816014438256545
1739209751.1815128;-38.13080360867914
1739209751.1815202;-35.57807855764607
1739209751.1815276;-38.13080360867914
1739209751.181535;-38.13080360867914
1739209751.1815424;-45.120503652039325
1739209751.1815495;-38.13080360867914
1739209751.181557;-45.120503652039325
1739209751.1815643;-45.120503652039325
1739209751.1815717;-45.120503652039325
1739209751.181579;-38.13080360867914
1739209751.1815865;-35.57807855764607
1739209751.181594;-35.57807855764607
1739209751.1816013;-38.13080360867914
1739209751.1816087;-38.13080360867914
1739209751.181616;-35.57807855764607
1739209751.1816235;-38.13080360867914
1739209751.1816306;-38.13080360867914
1739209751.181638;-32.816014438256545
1739209751.1816454;-33.981070128970906
1739209751.1816528;-38.13080360867914
1739209751.1816602;-45.120503652039325
1739209751.1816676;-38.13080360867914
1739209751.181675;-38.13080360867914
1739209751.1816823;-45.120503652039325
1739209751.1816897;-38.13080360867914
1739209751.1816971;-35.57807855764607
1739209751.1817043;-31.141103565318915
1739209751.1817117;-45.120503652039325
1739209751.181719;-38.13080360867914
1739209751.1817265;-45.120503652039325
1739209751.1817338;-38.13080360867914
1739209751.1817412;-38.13080360867914
1739209751.1817486;-45.120503652039325
1739209751.181756;-45.120503652039325
1739209751.1817634;-45.120503652039325
1739209751.1817708;-32.816014438256545
1739209751.1817782;-38.13080360867914
1739209751.1817853;-38.13080360867914
1739209751.1817927;-45.120503652039325
1739209751.1818001;-45.120503652039325
1739209751.1818075;-38.13080360867914
1739209751.181815;-32.816014438256545
1739209751.1818223;-35.57807855764607
1739209751.1818297;-38.13080360867914
1739209751.181837;-45.120503652039325
1739209751.1818445;-32.816014438256545
1739209751.1818519;-45.120503652039325
1739209751.1818593;-45.120503652039325
1739209751.1818664;-45.120503652039325
1739209751.1818738;-32.816014438256545
1739209751.1818812;-38.13080360867914
1739209751.1818886;-28.21854285175415
1739209751.181896;-31.141103565318893
1739209751.1819034;-38.13080360867914
1739209751.1819108;-38.13080360867914
1739209751.1819181;-38.13080360867914
1739209751.1819255;-38.13080360867914
1739209751.181933;-38.13080360867914
1739209751.1819403;-45.120503652039325
1739209751.1819475;-45.120503652039325
1739209751.1819549;-45.120503652039325
1739209751.1819623;-38.13080360867914
1739209751.1819696;-38.13080360867914
1739209751.181977;-45.120503652039325
1739209751.1819844;-45.120503652039325
1739209751.1819918;-45.120503652039325
1739209751.1819992;-38.13080360867914
1739209751.1820066;-45.120503652039325
1739209751.182014;-45.120503652039325
1739209751.1820211;-45.120503652039325
1739209751.1820285;-45.120503652039325
1739209751.182036;-45.120503652039325
1739209751.1820433;-38.13080360867914
1739209751.1820507;-38.13080360867914
1739209751.182058;-45.120503652039325
1739209751.1820655;-29.438486411369333
1739209751.1820729;-27.8777449560314
1739209751.1820803;-45.120503652039325
1739209751.1820877;-38.13080360867914
1739209751.182095;-32.816014438256545
1739209751.1821022;-35.57807855764607
1739209751.1821096;-45.120503652039325
1739209751.182117;-38.13080360867914
1739209751.1821244;-45.120503652039325
1739209751.1821318;-45.120503652039325
1739209751.1821392;-38.13080360867914
1739209751.1821465;-45.120503652039325
1739209751.182154;-45.120503652039325
1739209751.1821613;-38.13080360867914
1739209751.1821687;-38.13080360867914
1739209751.182176;-45.120503652039325
1739209751.1821833;-31.141103565318893
1739209751.1821907;-30.49652367304973
1739209751.182198;-45.120503652039325
1739209751.1822054;-38.13080360867914
1739209751.1822128;-38.13080360867914
1739209751.1822202;-38.13080360867914
1739209751.1822276;-38.13080360867914
1739209751.182235;-45.120503652039325
1739209751.1822424;-45.120503652039325
1739209751.1822498;-45.120503652039325
1739209751.1822572;-45.120503652039325
1739209751.1822643;-45.120503652039325
1739209751.1822717;-35.57807855764607
1739209751.182279;-38.13080360867914
1739209751.1822865;-38.13080360867914
1739209751.182294;-38.13080360867914
1739209751.1823013;-45.120503652039325
1739209751.1823087;-45.120503652039325
1739209751.182316;-38.13080360867914
1739209751.1823235;-38.13080360867914
1739209751.1823308;-45.120503652039325
1739209751.1823382;-45.120503652039325
1739209751.1823454;-38.13080360867914
1739209751.1823528;-38.13080360867914
1739209751.1823602;-38.13080360867914
1739209751.1823676;-38.13080360867914
1739209751.182375;-38.13080360867914
1739209751.1823823;-33.981070128970906
1739209751.1823897;-45.120503652039325
1739209751.1823971;-38.13080360867914
1739209751.1824045;-38.13080360867914
1739209751.182412;-33.981070128970906
1739209751.182419;-45.120503652039325
1739209751.1824265;-45.120503652039325
1739209751.1824338;-38.13080360867914
1739209751.1824412;-38.13080360867914
1739209751.1824486;-45.120503652039325
1739209751.182456;-45.120503652039325
1739209751.1824634;-45.120503652039325
1739209751.1824708;-45.120503652039325
1739209751.1824782;-45.120503652039325
1739209751.1824856;-38.13080360867914
1739209751.182493;-45.120503652039325
1739209751.1825001;-38.13080360867914
1739209751.1825075;-38.13080360867914
1739209751.182515;-45.120503652039325
1739209751.1825223;-45.120503652039325
1739209751.1825297;-45.120503652039325
1739209751.182537;-38.13080360867914
1739209751.1825445;-35.57807855764607
1739209751.1825519;-45.120503652039325
1739209751.1825593;-38.13080360867914
1739209751.1825666;-38.13080360867914
1739209751.182574;-35.57807855764607
1739209751.1825812;-38.13080360867914
1739209751.1825886;-45.120503652039325
1739209751.182596;-33.981070128970906
1739209751.1826034;-38.13080360867914
1739209751.1826108;-38.13080360867914
1739209751.1826181;-45.120503652039325
1739209751.1826255;-38.13080360867914
1739209751.182633;-45.120503652039325
1739209751.1826403;-45.120503652039325
1739209751.1826477;-45.120503652039325
1739209751.182655;-38.13080360867914
1739209751.1826622;-35.57807855764607
1739209751.1826696;-45.120503652039325
1739209751.182677;-38.13080360867914
1739209751.1826844;-38.13080360867914
1739209751.1826918;-45.120503652039325
1739209751.1826992;-45.120503652039325
1739209751.1827066;-45.120503652039325
1739209751.182714;-45.120503652039325
1739209751.1827214;-45.120503652039325
1739209751.1827288;-38.13080360867914
1739209751.182736;-45.120503652039325
1739209751.1827433;-45.120503652039325
1739209751.1827507;-38.13080360867914
1739209751.182758;-38.13080360867914
1739209751.1827655;-38.13080360867914
1739209751.1827729;-38.13080360867914
1739209751.1827803;-45.120503652039325
1739209751.1827877;-45.120503652039325
1739209751.182795;-38.13080360867914
1739209751.1828024;-45.120503652039325
1739209751.1828098;-33.981070128970906
1739209751.182817;-33.981070128970906
1739209751.1828244;-38.13080360867914
1739209751.1828318;-45.120503652039325
1739209751.1828392;-38.13080360867914
1739209751.1828465;-33.981070128970906
1739209751.182854;-38.13080360867914
1739209751.1828613;-45.120503652039325
1739209751.1828687;-45.120503652039325
1739209751.182876;-38.13080360867914
1739209751.1828835;-38.13080360867914
1739209751.182891;-45.120503652039325
1739209751.182898;-45.120503652039325
1739209751.1829054;-38.13080360867914
1739209751.1829128;-38.13080360867914
1739209751.1829202;-45.120503652039325
1739209751.1829276;-45.120503652039325
1739209751.182935;-45.120503652039325
1739209751.1829424;-38.13080360867914
1739209751.1829498;-45.120503652039325
1739209751.1829572;-33.981070128970906
1739209751.1829646;-27.267205301931607
1739209751.182972;-35.57807855764607
1739209751.182979;-45.120503652039325
1739209751.1829865;-38.13080360867914
1739209751.182994;-38.13080360867914
1739209751.1830013;-45.120503652039325
1739209751.1830087;-38.13080360867914
1739209751.183016;-45.120503652039325
1739209751.1830235;-45.120503652039325
1739209751.1830308;-38.13080360867914
1739209751.1830382;-38.13080360867914
1739209751.1830456;-45.120503652039325
1739209751.183053;-45.120503652039325
1739209751.1830602;-38.13080360867914
1739209751.1830676;-35.57807855764607
1739209751.183075;-38.13080360867914
1739209751.1830823;-45.120503652039325
1739209751.1830897;-45.120503652039325
1739209751.1830971;-38.13080360867914
1739209751.1831045;-45.120503652039325
1739209751.183112;-45.120503652039325
1739209751.1831193;-45.120503652039325
1739209751.1831267;-45.120503652039325
1739209751.1831338;-45.120503652039325
1739209751.1831412;-28.58837851428586
1739209751.1831486;-35.57807855764607
1739209751.183156;-45.120503652039325
1739209751.1831634;-45.120503652039325
1739209751.1831708;-33.981070128970906
1739209751.1831782;-45.120503652039325
1739209751.1831856;-45.120503652039325
1739209751.183193;-45.120503652039325
1739209751.1832004;-33.981070128970956
1739209751.1832078;-38.13080360867914
1739209751.183215;-38.13080360867914
1739209751.1832223;-45.120503652039325
1739209751.1832297;-38.13080360867914
1739209751.183237;-32.816014438256545
1739209751.1832445;-45.120503652039325
1739209751.1832519;-38.13080360867914
1739209751.1832592;-35.57807855764607
1739209751.1832666;-38.13080360867914
1739209751.183274;-38.13080360867914
1739209751.1832814;-38.13080360867914
1739209751.1832888;-45.120503652039325
1739209751.183296;-38.13080360867914
1739209751.1833034;-38.13080360867914
1739209751.1833107;-38.13080360867914
1739209751.1833181;-35.57807855764607
1739209751.1833255;-38.13080360867914
1739209751.183333;-38.13080360867914
1739209751.1833403;-35.57807855764607
1739209751.1833477;-38.13080360867914
1739209751.183355;-45.120503652039325
1739209751.1833625;-38.13080360867914
1739209751.1833699;-38.13080360867914
1739209751.183377;-45.120503652039325
1739209751.1833844;-38.13080360867914
1739209751.1833918;-45.120503652039325
1739209751.1833992;-45.120503652039325
1739209751.1834066;-38.13080360867914
1739209751.183414;-38.13080360867914
1739209751.1834214;-35.57807855764607
1739209751.1834288;-38.13080360867914
1739209751.1834362;-38.13080360867914
1739209751.1834435;-38.13080360867914
1739209751.1834507;-35.57807855764607
1739209751.183458;-32.816014438256545
1739209751.1834655;-45.120503652039325
1739209751.1834729;-38.13080360867914
1739209751.1834803;-38.13080360867914
1739209751.1834877;-45.120503652039325
1739209751.183495;-38.13080360867914
1739209751.1835024;-38.13080360867914
1739209751.1835098;-35.57807855764607
1739209751.1835172;-38.13080360867914
1739209751.1835246;-45.120503652039325
1739209751.1835318;-33.981070128970906
1739209751.1835392;-45.120503652039325
1739209751.1835465;-38.13080360867914
1739209751.183554;-38.13080360867914
1739209751.1835613;-33.981070128970906
1739209751.1835687;-45.120503652039325
1739209751.183576;-38.13080360867914
1739209751.1835835;-45.120503652039325
1739209751.183591;-38.13080360867914
1739209751.1835983;-35.57807855764607
1739209751.1836057;-45.120503652039325
1739209751.1836128;-45.120503652039325
1739209751.1836202;-38.13080360867914
1739209751.1836276;-45.120503652039325
1739209751.183635;-45.120503652039325
1739209751.1836424;-45.120503652039325
1739209751.1836498;-38.13080360867914
1739209751.1836572;-45.120503652039325
1739209751.1836646;-45.120503652039325
1739209751.183672;-45.120503652039325
1739209751.1836793;-33.981070128970906
1739209751.1836867;-38.13080360867914
1739209751.183694;-35.57807855764607
1739209751.1837013;-45.120503652039325
1739209751.1837087;-45.120503652039325
1739209751.183716;-45.120503652039325
1739209751.1837234;-45.120503652039325
1739209751.1837308;-38.13080360867914
1739209751.1837382;-35.57807855764607
1739209751.1837456;-45.120503652039325
1739209751.183753;-45.120503652039325
1739209751.1837604;-45.120503652039325
1739209751.1837678;-45.120503652039325
1739209751.183775;-45.120503652039325
1739209751.1837823;-45.120503652039325
1739209751.1837897;-38.13080360867914
1739209751.1837971;-45.120503652039325
1739209751.1838045;-45.120503652039325
1739209751.183812;-45.120503652039325
1739209751.1838193;-32.816014438256545
1739209751.1838267;-31.141103565318915
1739209751.183834;-45.120503652039325
1739209751.1838415;-38.13080360867914
1739209751.1838486;-45.120503652039325
1739209751.183856;-38.13080360867914
1739209751.1838634;-38.13080360867914
1739209751.1838708;-45.120503652039325
1739209751.1838782;-38.13080360867914
1739209751.1838856;-38.13080360867914
1739209751.183893;-45.120503652039325
1739209751.1839004;-45.120503652039325
1739209751.1839077;-35.57807855764607
1739209751.1839151;-38.13080360867914
1739209751.1839225;-45.120503652039325
1739209751.1839297;-45.120503652039325
1739209751.183937;-45.120503652039325
1739209751.1839445;-38.13080360867914
1739209751.1839519;-38.13080360867914
1739209751.1839592;-38.13080360867914
1739209751.1839666;-38.13080360867914
1739209751.183974;-38.13080360867914
1739209751.1839814;-45.120503652039325
1739209751.1839888;-45.120503652039325
1739209751.1839962;-35.57807855764607
1739209751.1840036;-38.13080360867914
1739209751.1840107;-45.120503652039325
1739209751.1840181;-45.120503652039325
1739209751.1840255;-38.13080360867914
1739209751.184033;-31.141103565318915
1739209751.1840403;-33.981070128970906
1739209751.1840477;-45.120503652039325
1739209751.184055;-45.120503652039325
1739209751.1840625;-38.13080360867914
1739209751.1840699;-35.57807855764607
1739209751.1840773;-38.13080360867914
1739209751.1840847;-45.120503652039325
1739209751.1840918;-38.13080360867914
1739209751.1840992;-32.816014438256545
1739209751.1841066;-38.13080360867914
1739209751.184114;-45.120503652039325
1739209751.1841214;-45.120503652039325
1739209751.1841288;-38.13080360867914
1739209751.1841362;-35.57807855764607
1739209751.1841435;-45.120503652039325
1739209751.184151;-33.981070128970906
1739209751.1841583;-31.141103565318915
1739209751.1841655;-38.13080360867914
1739209751.1841729;-45.120503652039325
1739209751.1841803;-35.57807855764607
1739209751.1841877;-35.57807855764607
1739209751.184195;-45.120503652039325
1739209751.1842024;-38.13080360867914
1739209751.1842098;-38.13080360867914
1739209751.1842172;-45.120503652039325
1739209751.1842246;-45.120503652039325
1739209751.184232;-38.13080360867914
1739209751.1842394;-38.13080360867914
1739209751.1842465;-45.120503652039325
1739209751.184254;-45.120503652039325
1739209751.1842613;-45.120503652039325
1739209751.1842687;-38.13080360867914
1739209751.184276;-38.13080360867914
1739209751.1842835;-38.13080360867914
1739209751.184291;-32.816014438256545
1739209751.1842983;-38.13080360867914
1739209751.1843057;-38.13080360867914
1739209751.184313;-45.120503652039325
1739209751.1843204;-35.57807855764607
1739209751.1843276;-35.57807855764607
1739209751.184335;-31.141103565318915
1739209751.1843424;-45.120503652039325
1739209751.1843498;-38.13080360867914
1739209751.1843572;-38.13080360867914
1739209751.1843646;-45.120503652039325
1739209751.184372;-45.120503652039325
1739209751.1843793;-32.816014438256545
1739209751.1843867;-33.981070128970906
1739209751.1843941;-33.981070128970956
1739209751.1844015;-45.120503652039325
1739209751.1844087;-45.120503652039325
1739209751.184416;-45.120503652039325
1739209751.1844234;-38.13080360867914
1739209751.1844308;-38.13080360867914
1739209751.1844382;-45.120503652039325
1739209751.1844456;-38.13080360867914
1739209751.184453;-28.58837851428586
1739209751.1844604;-45.120503652039325
1739209751.1844678;-38.13080360867914
1739209751.1844752;-45.120503652039325
1739209751.1844826;-30.49652367304973
1739209751.1844897;-38.13080360867914
1739209751.184497;-45.120503652039325
1739209751.1845045;-45.120503652039325
1739209751.184512;-45.120503652039325
1739209751.1845193;-38.13080360867914
1739209751.1845267;-38.13080360867914
1739209751.184534;-38.13080360867914
1739209751.1845415;-38.13080360867914
1739209751.1845489;-45.120503652039325
1739209751.1845562;-45.120503652039325
1739209751.1845634;-38.13080360867914
1739209751.1845708;-35.57807855764607
1739209751.1845782;-38.13080360867914
1739209751.1845856;-45.120503652039325
1739209751.184593;-45.120503652039325
1739209751.1846004;-45.120503652039325
