CAN Message; 0x1bb:000044b899a566a2
1739209793.2942898;-45.120503652039325
1739209793.2943;-35.57807855764607
1739209793.2943106;-38.13080360867914
1739209793.2943208;-38.13080360867914
1739209793.2943313;-38.13080360867914
1739209793.2943416;-35.57807855764607
1739209793.2943518;-38.13080360867914
1739209793.2943623;-45.120503652039325
1739209793.2943726;-38.13080360867914
1739209793.294383;-35.57807855764607
1739209793.2943933;-31.141103565318915
1739209793.2944038;-38.13080360867914
1739209793.294414;-38.13080360867914
1739209793.2944243;-45.120503652039325
1739209793.2944348;-45.120503652039325
1739209793.294445;-45.120503652039325
1739209793.2944555;-45.120503652039325
1739209793.2944658;-45.120503652039325
1739209793.294476;-38.13080360867914
1739209793.2944865;-38.13080360867914
1739209793.2944968;-45.120503652039325
1739209793.2945073;-45.120503652039325
1739209793.2945175;-45.120503652039325
1739209793.2945278;-35.57807855764607
1739209793.2945383;-38.13080360867914
1739209793.2945485;-38.13080360867914
1739209793.294559;-45.120503652039325
1739209793.2945693;-45.120503652039325
1739209793.2945797;-38.13080360867914
1739209793.29459;-45.120503652039325
1739209793.2946002;-45.120503652039325
1739209793.2946107;-38.13080360867914
1739209793.294621;-45.120503652039325
1739209793.2946315;-45.120503652039325
1739209793.2946417;-33.981070128970906
1739209793.294652;-33.981070128970906
1739209793.2946625;-45.120503652039325
1739209793.2946727;-38.13080360867914
1739209793.2946832;-35.57807855764607
1739209793.2946935;-45.120503652039325
1739209793.2947037;-45.120503652039325
1739209793.2947142;-35.57807855764607
1739209793.2947245;-45.120503652039325
1739209793.294735;-33.981070128970906
1739209793.2947452;-30.49652367304973
1739209793.2947557;-32.816014438256545
1739209793.294766;-31.141103565318915
1739209793.2947762;-35.57807855764607
1739209793.2947867;-33.981070128970906
1739209793.294797;-38.13080360867914
1739209793.2948074;-35.57807855764607
1739209793.2948177;-45.120503652039325
1739209793.294828;-38.13080360867914
1739209793.2948384;-32.816014438256545
1739209793.2948487;-33.981070128970906
1739209793.2948592;-45.120503652039325
1739209793.2948694;-45.120503652039325
1739209793.29488;-45.120503652039325
1739209793.2948902;-45.120503652039325
1739209793.2949004;-45.120503652039325
1739209793.294911;-38.13080360867914
1739209793.2949212;-45.120503652039325
1739209793.2949317;-38.13080360867914
1739209793.294942;-38.13080360867914
1739209793.2949522;-45.120503652039325
1739209793.2949626;-35.57807855764607
1739209793.294973;-45.120503652039325
1739209793.2949834;-35.57807855764607
1739209793.2949936;-35.57807855764607
1739209793.295004;-45.120503652039325
1739209793.2950144;-45.120503652039325
1739209793.2950246;-38.13080360867914
1739209793.2950351;-38.13080360867914
1739209793.2950454;-45.120503652039325
1739209793.2950559;-35.57807855764607
1739209793.295066;-45.120503652039325
1739209793.2950764;-45.120503652039325
1739209793.2950869;-38.13080360867914
1739209793.295097;-38.13080360867914
1739209793.2951076;-45.120503652039325
1739209793.2951179;-45.120503652039325
1739209793.295128;-45.120503652039325
1739209793.2951386;-45.120503652039325
1739209793.2951488;-35.57807855764607
1739209793.2951593;-38.13080360867914
1739209793.2951696;-45.120503652039325
1739209793.2951798;-45.120503652039325
1739209793.2951903;-32.816014438256545
1739209793.2952006;-33.981070128970906
1739209793.295211;-45.120503652039325
1739209793.2952213;-38.13080360867914
1739209793.2952318;-38.13080360867914
1739209793.295242;-38.13080360867914
1739209793.2952523;-45.120503652039325
1739209793.2952628;-45.120503652039325
1739209793.295273;-45.120503652039325
1739209793.2952836;-45.120503652039325
1739209793.2952938;-45.120503652039325
1739209793.295304;-38.13080360867914
1739209793.2953146;-45.120503652039325
1739209793.2953248;-45.120503652039325
1739209793.2953353;-38.13080360867914
1739209793.2953455;-45.120503652039325
1739209793.295356;-45.120503652039325
1739209793.2953663;-45.120503652039325
1739209793.2953765;-35.57807855764607
1739209793.295387;-38.13080360867914
1739209793.2953973;-29.438486411369333
1739209793.2954078;-32.816014438256545
1739209793.295418;-45.120503652039325
1739209793.2954283;-38.13080360867914
1739209793.2954388;-31.141103565318893
1739209793.295449;-35.57807855764607
1739209793.2954595;-38.13080360867914
1739209793.2954698;-32.816014438256545
1739209793.29548;-45.120503652039325
1739209793.2954905;-45.120503652039325
1739209793.2955008;-35.57807855764607
1739209793.2955112;-35.57807855764607
1739209793.2955215;-45.120503652039325
1739209793.295532;-38.13080360867914
1739209793.2955422;-38.13080360867914
1739209793.2955525;-33.981070128970906
1739209793.295563;-45.120503652039325
1739209793.2955732;-38.13080360867914
1739209793.2955837;-33.981070128970906
1739209793.295594;-45.120503652039325
1739209793.2956042;-45.120503652039325
1739209793.2956147;-45.120503652039325
1739209793.295625;-35.57807855764607
1739209793.2956355;-45.120503652039325
1739209793.2956457;-33.981070128970906
1739209793.295656;-29.438486411369333
1739209793.2956665;-38.13080360867914
1739209793.2956767;-45.120503652039325
1739209793.2956872;-45.120503652039325
1739209793.2956975;-38.13080360867914
1739209793.295708;-35.57807855764607
1739209793.2957182;-38.13080360867914
1739209793.2957284;-45.120503652039325
1739209793.295739;-33.981070128970956
1739209793.2957492;-35.57807855764607
1739209793.2957597;-38.13080360867914
1739209793.29577;-45.120503652039325
1739209793.2957802;-45.120503652039325
1739209793.2957907;-35.57807855764607
1739209793.295801;-45.120503652039325
1739209793.2958114;-38.13080360867914
1739209793.2958217;-32.816014438256545
1739209793.2958322;-35.57807855764607
1739209793.2958424;-38.13080360867914
1739209793.2958527;-35.57807855764607
1739209793.2958632;-38.13080360867914
1739209793.2958734;-45.120503652039325
1739209793.295884;-38.13080360867914
1739209793.2958941;-45.120503652039325
1739209793.2959044;-35.57807855764607
1739209793.295915;-32.816014438256545
1739209793.2959251;-38.13080360867914
1739209793.2959356;-45.120503652039325
1739209793.295946;-38.13080360867914
1739209793.2959561;-35.57807855764607
1739209793.2959666;-35.57807855764607
1739209793.2959769;-45.120503652039325
1739209793.2959874;-38.13080360867914
1739209793.2959976;-45.120503652039325
1739209793.296008;-45.120503652039325
1739209793.2960184;-45.120503652039325
1739209793.2960286;-38.13080360867914
1739209793.296039;-38.13080360867914
1739209793.2960494;-45.120503652039325
1739209793.2960598;-35.57807855764607
1739209793.29607;-38.13080360867914
1739209793.2960804;-45.120503652039325
1739209793.2960908;-45.120503652039325
1739209793.296101;-45.120503652039325
1739209793.2961116;-33.981070128970906
1739209793.2961218;-38.13080360867914
1739209793.296132;-45.120503652039325
1739209793.2961426;-38.13080360867914
1739209793.2961528;-45.120503652039325
1739209793.2961633;-45.120503652039325
1739209793.2961736;-45.120503652039325
1739209793.296184;-45.120503652039325
1739209793.2961943;-45.120503652039325
1739209793.2962046;-45.120503652039325
1739209793.296215;-38.13080360867914
1739209793.2962253;-38.13080360867914
1739209793.2962358;-33.981070128970906
1739209793.296246;-45.120503652039325
1739209793.2962563;-45.120503652039325
1739209793.2962668;-45.120503652039325
1739209793.296277;-33.981070128970906
1739209793.2962875;-45.120503652039325
1739209793.2962978;-45.120503652039325
1739209793.2963083;-35.57807855764607
1739209793.2963185;-38.13080360867914
1739209793.2963288;-45.120503652039325
1739209793.2963393;-45.120503652039325
1739209793.2963495;-45.120503652039325
1739209793.29636;-45.120503652039325
1739209793.2963703;-45.120503652039325
1739209793.2963805;-45.120503652039325
1739209793.296391;-45.120503652039325
1739209793.2964013;-45.120503652039325
1739209793.2964118;-35.57807855764607
1739209793.296422;-38.13080360867914
1739209793.2964323;-45.120503652039325
1739209793.2964427;-38.13080360867914
1739209793.296453;-33.981070128970906
1739209793.2964635;-38.13080360867914
1739209793.2964737;-45.120503652039325
1739209793.2964842;-45.120503652039325
1739209793.2964945;-32.816014438256545
1739209793.2965047;-33.981070128970906
1739209793.2965152;-45.120503652039325
1739209793.2965255;-45.120503652039325
1739209793.296536;-32.816014438256545
1739209793.2965462;-33.981070128970906
1739209793.2965565;-45.120503652039325
1739209793.296567;-45.120503652039325
1739209793.2965772;-45.120503652039325
1739209793.2965877;-45.120503652039325
1739209793.296598;-45.120503652039325
1739209793.2966084;-38.13080360867914
1739209793.2966187;-45.120503652039325
1739209793.296629;-38.13080360867914
1739209793.2966394;-45.120503652039325
1739209793.2966497;-38.13080360867914
1739209793.2966602;-28.58837851428586
1739209793.2966704;-38.13080360867914
1739209793.2966807;-45.120503652039325
1739209793.2966912;-45.120503652039325
1739209793.2967014;-33.981070128970906
1739209793.296712;-45.120503652039325
1739209793.2967222;-45.120503652039325
1739209793.2967324;-45.120503652039325
1739209793.296743;-45.120503652039325
1739209793.2967532;-45.120503652039325
1739209793.2967637;-45.120503652039325
1739209793.296774;-38.13080360867914
1739209793.2967844;-45.120503652039325
1739209793.2967947;-38.13080360867914
1739209793.296805;-45.120503652039325
1739209793.2968154;-45.120503652039325
1739209793.2968256;-45.120503652039325
1739209793.2968361;-45.120503652039325
1739209793.2968464;-38.13080360867914
1739209793.2968566;-38.13080360867914
1739209793.2968671;-45.120503652039325
1739209793.2968774;-38.13080360867914
1739209793.2968879;-38.13080360867914
1739209793.2968981;-38.13080360867914
1739209793.2969084;-29.438486411369333
1739209793.2969189;-33.981070128970906
1739209793.2969291;-45.120503652039325
1739209793.2969396;-38.13080360867914
1739209793.2969499;-45.120503652039325
1739209793.2969604;-38.13080360867914
1739209793.2969706;-38.13080360867914
1739209793.2969809;-38.13080360867914
1739209793.2969913;-33.981070128970956
1739209793.2970016;-45.120503652039325
1739209793.297012;-32.816014438256545
1739209793.2970223;-38.13080360867914
1739209793.2970326;-45.120503652039325
1739209793.297043;-45.120503652039325
1739209793.2970533;-38.13080360867914
1739209793.2970638;-38.13080360867914
1739209793.297074;-35.57807855764607
1739209793.2970846;-38.13080360867914
1739209793.2970948;-38.13080360867914
1739209793.297105;-45.120503652039325
1739209793.2971156;-45.120503652039325
1739209793.2971258;-45.120503652039325
1739209793.2971363;-45.120503652039325
1739209793.2971466;-45.120503652039325
1739209793.2971568;-28.21854285175415
1739209793.2971673;-35.57807855764607
1739209793.2971776;-45.120503652039325
1739209793.297188;-38.13080360867914
1739209793.2971983;-32.816014438256545
1739209793.2972085;-38.13080360867914
1739209793.297219;-45.120503652039325
1739209793.2972293;-35.57807855764607
1739209793.2972398;-45.120503652039325
1739209793.29725;-45.120503652039325
1739209793.2972605;-38.13080360867914
1739209793.2972708;-45.120503652039325
1739209793.297281;-45.120503652039325
1739209793.2972915;-33.981070128970906
1739209793.2973018;-45.120503652039325
1739209793.2973123;-45.120503652039325
1739209793.2973225;-29.438486411369333
1739209793.2973328;-35.57807855764607
1739209793.2973433;-45.120503652039325
1739209793.2973535;-38.13080360867914
1739209793.297364;-33.981070128970906
1739209793.2973742;-38.13080360867914
1739209793.2973845;-45.120503652039325
1739209793.297395;-45.120503652039325
1739209793.2974052;-45.120503652039325
1739209793.2974157;-45.120503652039325
1739209793.297426;-45.120503652039325
1739209793.2974365;-45.120503652039325
1739209793.2974467;-35.57807855764607
1739209793.297457;-38.13080360867914
1739209793.2974675;-45.120503652039325
1739209793.2974777;-38.13080360867914
1739209793.2974882;-38.13080360867914
1739209793.2974985;-45.120503652039325
1739209793.2975087;-45.120503652039325
1739209793.2975192;-45.120503652039325
1739209793.2975295;-45.120503652039325
1739209793.29754;-45.120503652039325
1739209793.2975502;-38.13080360867914
1739209793.2975607;-45.120503652039325
1739209793.297571;-38.13080360867914
1739209793.2975812;-38.13080360867914
1739209793.2975917;-45.120503652039325
1739209793.297602;-45.120503652039325
1739209793.2976124;-45.120503652039325
1739209793.2976227;-38.13080360867914
1739209793.297633;-45.120503652039325
1739209793.2976434;-38.13080360867914
1739209793.2976537;-45.120503652039325
1739209793.2976642;-45.120503652039325
1739209793.2976744;-35.57807855764607
1739209793.2976847;-33.981070128970906
1739209793.2976952;-38.13080360867914
1739209793.2977054;-35.57807855764607
1739209793.297716;-38.13080360867914
1739209793.2977262;-38.13080360867914
1739209793.2977366;-45.120503652039325
1739209793.297747;-38.13080360867914
1739209793.2977571;-38.13080360867914
1739209793.2977676;-38.13080360867914
1739209793.297778;-45.120503652039325
1739209793.2977884;-38.13080360867914
1739209793.2977986;-38.13080360867914
1739209793.297809;-38.13080360867914
1739209793.2978194;-45.120503652039325
1739209793.2978296;-33.981070128970906
1739209793.29784;-38.13080360867914
1739209793.2978504;-45.120503652039325
1739209793.2978606;-45.120503652039325
1739209793.297871;-38.13080360867914
1739209793.2978814;-35.57807855764607
1739209793.2978919;-38.13080360867914
1739209793.297902;-45.120503652039325
1739209793.2979126;-38.13080360867914
1739209793.2979228;-45.120503652039325
1739209793.301911;-38.13080360867914
1739209793.3019145;-45.120503652039325
1739209793.3019178;-45.120503652039325
1739209793.3019211;-38.13080360867914
1739209793.3019245;-38.13080360867914
1739209793.3019278;-45.120503652039325
1739209793.3019311;-45.120503652039325
1739209793.3019345;-45.120503652039325
1739209793.3019378;-38.13080360867914
1739209793.3019412;-45.120503652039325
1739209793.3019445;-35.57807855764607
1739209793.3019478;-38.13080360867914
1739209793.3019512;-35.57807855764607
1739209793.3019545;-45.120503652039325
1739209793.3019578;-38.13080360867914
1739209793.3019612;-33.981070128970906
1739209793.3019645;-38.13080360867914
1739209793.3019679;-35.57807855764607
1739209793.3019712;-45.120503652039325
1739209793.3019745;-33.981070128970906
1739209793.3019779;-45.120503652039325
1739209793.3019812;-45.120503652039325
1739209793.3019845;-45.120503652039325
1739209793.301988;-45.120503652039325
1739209793.3019912;-38.13080360867914
1739209793.3019946;-38.13080360867914
1739209793.301998;-38.13080360867914
1739209793.3020012;-38.13080360867914
1739209793.3020046;-45.120503652039325
1739209793.302008;-45.120503652039325
1739209793.3020113;-38.13080360867914
1739209793.3020146;-33.981070128970906
1739209793.302018;-45.120503652039325
1739209793.3020213;-45.120503652039325
1739209793.3020246;-45.120503652039325
1739209793.302028;-38.13080360867914
1739209793.3020313;-45.120503652039325
1739209793.3020346;-38.13080360867914
1739209793.302038;-38.13080360867914
1739209793.3020413;-35.57807855764607
1739209793.3020446;-38.13080360867914
1739209793.302048;-38.13080360867914
1739209793.3020513;-32.816014438256545
1739209793.3020546;-38.13080360867914
1739209793.302058;-45.120503652039325
1739209793.3020613;-38.13080360867914
1739209793.3020647;-38.13080360867914
1739209793.302068;-28.992665084841942
1739209793.3020713;-45.120503652039325
1739209793.3020747;-45.120503652039325
1739209793.302078;-38.13080360867914
1739209793.3020813;-38.13080360867914
1739209793.3020847;-38.13080360867914
1739209793.302088;-38.13080360867914
1739209793.3020914;-45.120503652039325
1739209793.3020947;-38.13080360867914
1739209793.302098;-35.57807855764607
1739209793.3021014;-38.13080360867914
1739209793.3021047;-45.120503652039325
1739209793.302108;-38.13080360867914
1739209793.3021114;-38.13080360867914
1739209793.3021147;-45.120503652039325
1739209793.302118;-45.120503652039325
1739209793.3021214;-33.981070128970906
1739209793.3021247;-35.57807855764607
1739209793.302128;-45.120503652039325
1739209793.3021314;-38.13080360867914
1739209793.3021348;-38.13080360867914
1739209793.302138;-35.57807855764607
1739209793.3021414;-38.13080360867914
1739209793.3021448;-38.13080360867914
1739209793.302148;-45.120503652039325
1739209793.3021514;-45.120503652039325
1739209793.3021548;-38.13080360867914
1739209793.302158;-38.13080360867914
1739209793.3021615;-38.13080360867914
1739209793.3021648;-45.120503652039325
1739209793.3021681;-45.120503652039325
1739209793.3021715;-45.120503652039325
1739209793.3021748;-45.120503652039325
1739209793.3021781;-45.120503652039325
1739209793.3021815;-45.120503652039325
1739209793.3021848;-45.120503652039325
1739209793.3021882;-38.13080360867914
1739209793.3021915;-45.120503652039325
1739209793.3021948;-38.13080360867914
1739209793.3021982;-38.13080360867914
1739209793.3022015;-45.120503652039325
1739209793.3022048;-38.13080360867914
1739209793.3022082;-45.120503652039325
1739209793.3022115;-38.13080360867914
1739209793.3022149;-33.981070128970906
1739209793.3022182;-45.120503652039325
1739209793.3022215;-38.13080360867914
1739209793.3022249;-35.57807855764607
1739209793.3022282;-32.816014438256545
1739209793.3022316;-33.981070128970906
1739209793.302235;-38.13080360867914
1739209793.3022382;-38.13080360867914
1739209793.3022416;-33.981070128970906
1739209793.302245;-45.120503652039325
1739209793.3022482;-45.120503652039325
1739209793.3022516;-30.49652367304973
1739209793.302255;-31.141103565318915
1739209793.3022583;-33.981070128970956
1739209793.3022616;-33.981070128970906
1739209793.302265;-38.13080360867914
1739209793.3022683;-45.120503652039325
1739209793.3022716;-45.120503652039325
1739209793.302275;-38.13080360867914
1739209793.3022783;-38.13080360867914
1739209793.3022816;-31.141103565318915
1739209793.302285;-33.981070128970906
1739209793.3022883;-45.120503652039325
1739209793.3022916;-38.13080360867914
1739209793.302295;-38.13080360867914
1739209793.3022983;-38.13080360867914
1739209793.3023016;-45.120503652039325
1739209793.302305;-38.13080360867914
1739209793.3023083;-32.816014438256545
1739209793.3023117;-38.13080360867914
1739209793.302315;-45.120503652039325
1739209793.3023183;-35.57807855764607
1739209793.3023217;-38.13080360867914
1739209793.302325;-38.13080360867914
1739209793.3023283;-33.981070128970906
1739209793.3023317;-35.57807855764607
1739209793.302335;-30.49652367304973
1739209793.3023384;-28.992665084841942
1739209793.3023417;-45.120503652039325
1739209793.302345;-45.120503652039325
1739209793.3023484;-38.13080360867914
1739209793.3023517;-38.13080360867914
1739209793.302355;-45.120503652039325
1739209793.3023584;-38.13080360867914
1739209793.3023617;-38.13080360867914
1739209793.302365;-45.120503652039325
1739209793.3023684;-33.981070128970906
1739209793.3023717;-38.13080360867914
1739209793.302375;-45.120503652039325
1739209793.3023784;-45.120503652039325
1739209793.3023818;-45.120503652039325
1739209793.302385;-35.57807855764607
1739209793.3023884;-38.13080360867914
1739209793.3023918;-45.120503652039325
1739209793.302395;-45.120503652039325
