CAN Message; 0x1b8:0000075a8ff17a94
1739209904.7827842;-45.120503652039325
1739209904.7827895;-45.120503652039325
1739209904.7827947;-38.13080360867914
1739209904.7828;-45.120503652039325
1739209904.7828052;-38.13080360867914
1739209904.7828104;-38.13080360867914
1739209904.7828157;-45.120503652039325
1739209904.7828207;-35.57807855764607
1739209904.782826;-32.816014438256545
1739209904.7828312;-38.13080360867914
1739209904.7828364;-45.120503652039325
1739209904.7828417;-38.13080360867914
1739209904.782847;-45.120503652039325
1739209904.7828522;-38.13080360867914
1739209904.7828574;-35.57807855764607
1739209904.7828627;-38.13080360867914
1739209904.782868;-45.120503652039325
1739209904.7828732;-38.13080360867914
1739209904.7828782;-38.13080360867914
1739209904.7828834;-45.120503652039325
1739209904.7828887;-38.13080360867914
1739209904.782894;-45.120503652039325
1739209904.7828991;-45.120503652039325
1739209904.7829044;-38.13080360867914
1739209904.7829096;-32.816014438256545
1739209904.7829149;-38.13080360867914
1739209904.7829201;-45.120503652039325
1739209904.7829254;-45.120503652039325
1739209904.7829306;-45.120503652039325
1739209904.7829356;-38.13080360867914
1739209904.7829409;-38.13080360867914
1739209904.782946;-38.13080360867914
1739209904.7829514;-45.120503652039325
1739209904.7829566;-45.120503652039325
1739209904.7829618;-45.120503652039325
1739209904.782967;-38.13080360867914
1739209904.7829723;-32.816014438256545
1739209904.7829776;-45.120503652039325
1739209904.7829828;-45.120503652039325
1739209904.782988;-38.13080360867914
1739209904.782993;-35.57807855764607
1739209904.7829983;-38.13080360867914
1739209904.7830036;-45.120503652039325
1739209904.7830088;-45.120503652039325
1739209904.783014;-45.120503652039325
1739209904.7830193;-45.120503652039325
1739209904.7830245;-38.13080360867914
1739209904.7830298;-38.13080360867914
1739209904.783035;-38.13080360867914
1739209904.7830403;-38.13080360867914
1739209904.7830453;-38.13080360867914
1739209904.7830505;-38.13080360867914
1739209904.7830558;-45.120503652039325
1739209904.783061;-45.120503652039325
1739209904.7830663;-38.13080360867914
1739209904.7830715;-45.120503652039325
1739209904.7830768;-45.120503652039325
1739209904.783082;-45.120503652039325
1739209904.7830873;-45.120503652039325
1739209904.7830925;-45.120503652039325
1739209904.7830977;-45.120503652039325
1739209904.7831028;-33.981070128970906
1739209904.783108;-45.120503652039325
1739209904.7831132;-38.13080360867914
1739209904.7831185;-38.13080360867914
1739209904.7831237;-35.57807855764607
1739209904.783129;-45.120503652039325
1739209904.7831342;-45.120503652039325
1739209904.7831395;-45.120503652039325
1739209904.7831447;-45.120503652039325
1739209904.78315;-45.120503652039325
1739209904.783155;-45.120503652039325
1739209904.7831602;-45.120503652039325
1739209904.7831655;-45.120503652039325
1739209904.7831707;-38.13080360867914
1739209904.783176;-45.120503652039325
1739209904.7831812;-38.13080360867914
1739209904.7831864;-38.13080360867914
1739209904.7831917;-38.13080360867914
1739209904.783197;-45.120503652039325
1739209904.7832022;-38.13080360867914
1739209904.7832074;-33.981070128970906
1739209904.7832124;-45.120503652039325
1739209904.7832177;-38.13080360867914
1739209904.783223;-38.13080360867914
1739209904.7832282;-30.49652367304973
1739209904.7832334;-35.57807855764607
1739209904.7832386;-45.120503652039325
1739209904.783244;-45.120503652039325
1739209904.7832491;-45.120503652039325
1739209904.7832544;-45.120503652039325
1739209904.7832596;-38.13080360867914
1739209904.7832649;-38.13080360867914
1739209904.78327;-38.13080360867914
1739209904.7832751;-45.120503652039325
1739209904.7832804;-38.13080360867914
1739209904.7832856;-45.120503652039325
1739209904.7832909;-45.120503652039325
1739209904.783296;-38.13080360867914
1739209904.7833014;-45.120503652039325
1739209904.7833066;-45.120503652039325
1739209904.7833118;-26.487275050834715
1739209904.783317;-32.816014438256545
1739209904.7833223;-45.120503652039325
1739209904.7833273;-38.13080360867914
1739209904.7833326;-35.57807855764607
1739209904.7833378;-38.13080360867914
1739209904.783343;-45.120503652039325
1739209904.7833483;-45.120503652039325
1739209904.7833536;-38.13080360867914
1739209904.7833588;-45.120503652039325
1739209904.783364;-45.120503652039325
1739209904.7833693;-45.120503652039325
1739209904.7833745;-45.120503652039325
1739209904.7833796;-45.120503652039325
1739209904.7833848;-45.120503652039325
1739209904.78339;-45.120503652039325
1739209904.7833953;-32.816014438256545
1739209904.7834005;-33.981070128970906
1739209904.7834058;-38.13080360867914
1739209904.783411;-38.13080360867914
1739209904.7834163;-38.13080360867914
1739209904.7834215;-31.141103565318915
1739209904.7834268;-45.120503652039325
1739209904.783432;-45.120503652039325
1739209904.783437;-38.13080360867914
1739209904.7834423;-33.981070128970906
1739209904.7834475;-45.120503652039325
1739209904.7834527;-45.120503652039325
1739209904.783458;-35.57807855764607
1739209904.7834632;-35.57807855764607
1739209904.7834685;-45.120503652039325
1739209904.7834737;-38.13080360867914
1739209904.783479;-45.120503652039325
1739209904.7834842;-38.13080360867914
1739209904.7834892;-38.13080360867914
1739209904.7834945;-45.120503652039325
1739209904.7834997;-45.120503652039325
1739209904.783505;-45.120503652039325
1739209904.7835102;-38.13080360867914
1739209904.7835155;-45.120503652039325
1739209904.7835207;-32.816014438256545
1739209904.783526;-29.438486411369333
1739209904.7835312;-38.13080360867914
1739209904.7835364;-38.13080360867914
1739209904.7835417;-35.57807855764607
1739209904.7835467;-38.13080360867914
1739209904.783552;-45.120503652039325
1739209904.7835572;-38.13080360867914
1739209904.7835624;-45.120503652039325
1739209904.7835677;-45.120503652039325
1739209904.783573;-38.13080360867914
1739209904.7835782;-35.57807855764607
1739209904.7835834;-45.120503652039325
1739209904.7835886;-45.120503652039325
1739209904.783594;-38.13080360867914
1739209904.7835991;-45.120503652039325
1739209904.7836041;-35.57807855764607
1739209904.7836094;-32.816014438256545
1739209904.7836146;-45.120503652039325
1739209904.7836199;-45.120503652039325
1739209904.7836251;-45.120503652039325
1739209904.7836304;-45.120503652039325
1739209904.7836356;-45.120503652039325
1739209904.7836409;-45.120503652039325
1739209904.783646;-45.120503652039325
1739209904.7836514;-45.120503652039325
1739209904.7836566;-35.57807855764607
1739209904.7836616;-35.57807855764607
1739209904.7836668;-45.120503652039325
1739209904.783672;-35.57807855764607
1739209904.7836773;-38.13080360867914
1739209904.7836826;-38.13080360867914
1739209904.7836878;-45.120503652039325
1739209904.783693;-45.120503652039325
1739209904.7836983;-45.120503652039325
1739209904.7837036;-45.120503652039325
1739209904.7837088;-45.120503652039325
1739209904.7837138;-45.120503652039325
1739209904.783719;-33.981070128970906
1739209904.7837243;-38.13080360867914
1739209904.7837296;-38.13080360867914
1739209904.7837348;-32.816014438256545
1739209904.78374;-45.120503652039325
1739209904.7837453;-35.57807855764607
1739209904.7837505;-35.57807855764607
1739209904.7837558;-31.141103565318893
1739209904.783761;-38.13080360867914
1739209904.7837663;-33.981070128970906
1739209904.7837713;-38.13080360867914
1739209904.7837765;-45.120503652039325
1739209904.7837818;-45.120503652039325
1739209904.783787;-45.120503652039325
1739209904.7837923;-45.120503652039325
1739209904.7837975;-45.120503652039325
1739209904.7838027;-45.120503652039325
1739209904.783808;-45.120503652039325
1739209904.7838132;-45.120503652039325
1739209904.7838185;-45.120503652039325
1739209904.7838235;-45.120503652039325
1739209904.7838287;-38.13080360867914
1739209904.783834;-38.13080360867914
1739209904.7838392;-38.13080360867914
1739209904.7838445;-38.13080360867914
1739209904.7838497;-38.13080360867914
1739209904.783855;-38.13080360867914
1739209904.7838602;-45.120503652039325
1739209904.7838655;-35.57807855764607
1739209904.7838707;-38.13080360867914
1739209904.783876;-45.120503652039325
1739209904.783881;-38.13080360867914
1739209904.7838862;-45.120503652039325
1739209904.7838914;-45.120503652039325
1739209904.7838967;-45.120503652039325
1739209904.783902;-38.13080360867914
1739209904.7839072;-38.13080360867914
1739209904.7839124;-38.13080360867914
1739209904.7839177;-38.13080360867914
1739209904.783923;-38.13080360867914
1739209904.7839282;-45.120503652039325
1739209904.7839334;-45.120503652039325
1739209904.7839384;-35.57807855764607
1739209904.7839437;-35.57807855764607
1739209904.783949;-31.141103565318915
1739209904.7839541;-33.981070128970906
1739209904.7839594;-38.13080360867914
1739209904.7839646;-35.57807855764607
1739209904.7839699;-38.13080360867914
1739209904.7839751;-45.120503652039325
1739209904.7839804;-30.49652367304973
1739209904.7839856;-45.120503652039325
1739209904.7839909;-33.981070128970906
1739209904.7839959;-45.120503652039325
1739209904.784001;-45.120503652039325
1739209904.7840064;-45.120503652039325
1739209904.7840116;-45.120503652039325
1739209904.7840168;-38.13080360867914
1739209904.784022;-38.13080360867914
1739209904.7840273;-45.120503652039325
1739209904.7840326;-33.981070128970906
1739209904.7840378;-38.13080360867914
1739209904.784043;-38.13080360867914
1739209904.784048;-45.120503652039325
1739209904.7840533;-38.13080360867914
1739209904.7840586;-38.13080360867914
1739209904.7840638;-38.13080360867914
1739209904.784069;-38.13080360867914
1739209904.7840743;-38.13080360867914
1739209904.7840796;-45.120503652039325
1739209904.7840848;-35.57807855764607
1739209904.78409;-35.57807855764607
1739209904.7840953;-45.120503652039325
1739209904.7841005;-38.13080360867914
1739209904.7841055;-38.13080360867914
1739209904.7841108;-45.120503652039325
1739209904.784116;-45.120503652039325
1739209904.7841213;-45.120503652039325
1739209904.7841265;-45.120503652039325
1739209904.7841318;-38.13080360867914
1739209904.784137;-45.120503652039325
1739209904.7841423;-38.13080360867914
1739209904.7841475;-38.13080360867914
1739209904.7841527;-45.120503652039325
1739209904.7841578;-28.992665084841942
1739209904.784163;-38.13080360867914
1739209904.7841682;-45.120503652039325
1739209904.7841735;-38.13080360867914
1739209904.7841787;-38.13080360867914
1739209904.784184;-38.13080360867914
1739209904.7841892;-45.120503652039325
1739209904.7841945;-45.120503652039325
1739209904.7841997;-31.141103565318943
1739209904.784205;-45.120503652039325
1739209904.7842102;-38.13080360867914
1739209904.7842152;-45.120503652039325
1739209904.7842205;-45.120503652039325
1739209904.7842257;-45.120503652039325
1739209904.784231;-38.13080360867914
1739209904.7842362;-45.120503652039325
1739209904.7842414;-29.438486411369333
1739209904.7842467;-33.981070128970906
1739209904.784252;-33.981070128970906
1739209904.7842572;-35.57807855764607
1739209904.7842624;-35.57807855764607
1739209904.7842677;-45.120503652039325
1739209904.7842727;-45.120503652039325
1739209904.784278;-32.816014438256545
1739209904.7842832;-31.141103565318943
1739209904.7842884;-45.120503652039325
1739209904.7842937;-35.57807855764607
1739209904.784299;-38.13080360867914
1739209904.7843041;-45.120503652039325
1739209904.7843094;-45.120503652039325
1739209904.7843146;-45.120503652039325
1739209904.7843199;-45.120503652039325
1739209904.7843251;-29.438486411369333
1739209904.7843301;-32.816014438256545
1739209904.7843354;-45.120503652039325
1739209904.7843406;-38.13080360867914
1739209904.7843459;-38.13080360867914
1739209904.784351;-38.13080360867914
1739209904.7843564;-35.57807855764607
1739209904.7843616;-32.816014438256545
1739209904.7843668;-45.120503652039325
1739209904.784372;-45.120503652039325
1739209904.7843773;-38.13080360867914
1739209904.7843823;-45.120503652039325
1739209904.7843876;-45.120503652039325
1739209904.7843928;-33.981070128970906
1739209904.784398;-38.13080360867914
1739209904.7844033;-38.13080360867914
1739209904.7844086;-45.120503652039325
1739209904.7844138;-38.13080360867914
1739209904.784419;-45.120503652039325
1739209904.7844243;-45.120503652039325
1739209904.7844296;-38.13080360867914
1739209904.7844348;-38.13080360867914
1739209904.7844398;-38.13080360867914
1739209904.784445;-45.120503652039325
1739209904.7844503;-32.816014438256545
1739209904.7844555;-32.816014438256545
1739209904.7844608;-38.13080360867914
1739209904.784466;-38.13080360867914
1739209904.7844713;-45.120503652039325
1739209904.7844765;-38.13080360867914
1739209904.7844818;-38.13080360867914
1739209904.784487;-45.120503652039325
1739209904.784492;-38.13080360867914
1739209904.7844973;-38.13080360867914
1739209904.7845025;-45.120503652039325
1739209904.7845078;-45.120503652039325
1739209904.784513;-38.13080360867914
1739209904.7845182;-45.120503652039325
1739209904.7845235;-35.57807855764607
1739209904.7845287;-45.120503652039325
1739209904.784534;-32.816014438256545
1739209904.7845392;-28.21854285175415
1739209904.7845445;-38.13080360867914
1739209904.7845495;-45.120503652039325
1739209904.7845547;-38.13080360867914
1739209904.78456;-35.57807855764607
1739209904.7845652;-45.120503652039325
1739209904.7845705;-45.120503652039325
1739209904.7845757;-45.120503652039325
1739209904.784581;-45.120503652039325
1739209904.7845862;-38.13080360867914
1739209904.7845914;-45.120503652039325
1739209904.7845967;-38.13080360867914
1739209904.784602;-38.13080360867914
1739209904.784607;-38.13080360867914
1739209904.7846122;-38.13080360867914
1739209904.7846174;-35.57807855764607
1739209904.7846227;-38.13080360867914
1739209904.784628;-38.13080360867914
1739209904.7846332;-38.13080360867914
1739209904.7846384;-45.120503652039325
1739209904.7846437;-45.120503652039325
1739209904.784649;-38.13080360867914
1739209904.7846541;-45.120503652039325
1739209904.7846594;-45.120503652039325
1739209904.7846644;-38.13080360867914
1739209904.7846696;-38.13080360867914
1739209904.784675;-45.120503652039325
1739209904.7846801;-38.13080360867914
1739209904.7846854;-35.57807855764607
1739209904.7846906;-38.13080360867914
1739209904.7846959;-38.13080360867914
1739209904.784701;-38.13080360867914
1739209904.7847064;-38.13080360867914
1739209904.7847116;-38.13080360867914
1739209904.7847166;-38.13080360867914
1739209904.7847219;-45.120503652039325
1739209904.784727;-45.120503652039325
1739209904.7847323;-38.13080360867914
1739209904.7847376;-45.120503652039325
1739209904.7847428;-45.120503652039325
1739209904.784748;-32.816014438256545
1739209904.7847533;-38.13080360867914
1739209904.7847586;-38.13080360867914
1739209904.7847638;-45.120503652039325
1739209904.784769;-35.57807855764607
1739209904.784774;-33.981070128970906
1739209904.7847793;-38.13080360867914
1739209904.7847846;-45.120503652039325
1739209904.7847898;-38.13080360867914
1739209904.784795;-38.13080360867914
1739209904.7848003;-35.57807855764607
1739209904.7848055;-45.120503652039325
1739209904.7848108;-45.120503652039325
1739209904.784816;-35.57807855764607
1739209904.7848213;-35.57807855764607
1739209904.7848263;-38.13080360867914
1739209904.7848315;-38.13080360867914
1739209904.7848368;-35.57807855764607
1739209904.784842;-35.57807855764607
1739209904.7848473;-38.13080360867914
1739209904.7848525;-38.13080360867914
1739209904.7848577;-35.57807855764607
1739209904.784863;-38.13080360867914
1739209904.7848682;-45.120503652039325
1739209904.7848735;-38.13080360867914
1739209904.7848787;-35.57807855764607
1739209904.7848837;-38.13080360867914
1739209904.784889;-45.120503652039325
1739209904.7848942;-38.13080360867914
1739209904.7848995;-38.13080360867914
1739209904.7849047;-45.120503652039325
1739209904.78491;-45.120503652039325
1739209904.7849152;-45.120503652039325
1739209904.7849205;-45.120503652039325
1739209904.7849257;-45.120503652039325
1739209904.784931;-45.120503652039325
1739209904.7849362;-45.120503652039325
1739209904.7849412;-45.120503652039325
1739209904.7849464;-38.13080360867914
1739209904.7849517;-45.120503652039325
1739209904.784957;-45.120503652039325
1739209904.7849622;-32.816014438256545
1739209904.7849674;-38.13080360867914
1739209904.7849727;-38.13080360867914
1739209904.784978;-33.981070128970906
1739209904.7849832;-38.13080360867914
1739209904.7849884;-38.13080360867914
1739209904.7849936;-45.120503652039325
1739209904.7849987;-38.13080360867914
1739209904.785004;-45.120503652039325
1739209904.7850091;-45.120503652039325
1739209904.7850144;-35.57807855764607
1739209904.7850196;-38.13080360867914
1739209904.785025;-45.120503652039325
1739209904.7850301;-45.120503652039325
1739209904.7850354;-38.13080360867914
1739209904.7850406;-45.120503652039325
1739209904.7850459;-32.816014438256545
1739209904.7850509;-38.13080360867914
1739209904.785056;-45.120503652039325
1739209904.7850614;-45.120503652039325
1739209904.7850666;-38.13080360867914
1739209904.7850718;-38.13080360867914
1739209904.785077;-38.13080360867914
1739209904.7850823;-33.981070128970906
1739209904.7850876;-38.13080360867914
1739209904.7850928;-45.120503652039325
1739209904.785098;-45.120503652039325
1739209904.7851033;-33.981070128970906
1739209904.7851083;-45.120503652039325
1739209904.7851136;-45.120503652039325
1739209904.7851188;-38.13080360867914
1739209904.785124;-33.981070128970906
1739209904.7851293;-38.13080360867914
1739209904.7851346;-38.13080360867914
1739209904.7851398;-38.13080360867914
1739209904.785145;-35.57807855764607
1739209904.7851503;-38.13080360867914
1739209904.7851555;-45.120503652039325
1739209904.7851605;-33.981070128970906
1739209904.7851658;-38.13080360867914
1739209904.785171;-45.120503652039325
1739209904.7851763;-45.120503652039325
1739209904.7851815;-33.981070128970906
1739209904.7851868;-38.13080360867914
1739209904.785192;-45.120503652039325
1739209904.7851973;-45.120503652039325
1739209904.7852025;-35.57807855764607
1739209904.7852077;-35.57807855764607
1739209904.785213;-45.120503652039325
1739209904.785218;-45.120503652039325
1739209904.7852232;-38.13080360867914
1739209904.7852285;-45.120503652039325
1739209904.7852337;-35.57807855764607
1739209904.785239;-38.13080360867914
1739209904.7852442;-33.981070128970906
1739209904.7852495;-38.13080360867914
1739209904.7852547;-45.120503652039325
1739209904.78526;-38.13080360867914
1739209904.7852652;-35.57807855764607
1739209904.7852705;-38.13080360867914
1739209904.7852755;-45.120503652039325
1739209904.7852807;-45.120503652039325
1739209904.785286;-45.120503652039325
1739209904.7852912;-38.13080360867914
1739209904.7852964;-45.120503652039325
1739209904.7853017;-45.120503652039325
1739209904.785307;-38.13080360867914
1739209904.7853122;-45.120503652039325
1739209904.7853174;-38.13080360867914
1739209904.7853227;-45.120503652039325
1739209904.785328;-38.13080360867914
1739209904.785333;-38.13080360867914
1739209904.7853382;-32.816014438256545
1739209904.7853434;-32.816014438256545
1739209904.7853487;-45.120503652039325
1739209904.785354;-45.120503652039325
1739209904.7853591;-45.120503652039325
1739209904.7853644;-45.120503652039325
1739209904.7853696;-38.13080360867914
1739209904.7853749;-32.816014438256545
1739209904.7853801;-45.120503652039325
1739209904.7853851;-45.120503652039325
1739209904.7853904;-45.120503652039325
1739209904.7853956;-45.120503652039325
1739209904.7854009;-38.13080360867914
1739209904.785406;-45.120503652039325
1739209904.7854114;-35.57807855764607
1739209904.7854166;-45.120503652039325
1739209904.7854218;-32.816014438256545
1739209904.785427;-31.141103565318893
1739209904.7854323;-38.13080360867914
1739209904.7854376;-45.120503652039325
1739209904.7854426;-38.13080360867914
1739209904.7854478;-38.13080360867914
1739209904.785453;-38.13080360867914
1739209904.7854583;-35.57807855764607
1739209904.7854636;-45.120503652039325
1739209904.7854688;-38.13080360867914
1739209904.785474;-38.13080360867914
1739209904.7854793;-45.120503652039325
1739209904.7854846;-45.120503652039325
1739209904.7854898;-45.120503652039325
1739209904.7854948;-38.13080360867914
1739209904.7855;-45.120503652039325
1739209904.7855053;-31.141103565318893
1739209904.7855105;-28.58837851428586
1739209904.7855158;-45.120503652039325
1739209904.785521;-35.57807855764607
1739209904.7855263;-38.13080360867914
1739209904.7855315;-38.13080360867914
1739209904.7855368;-38.13080360867914
1739209904.785542;-33.981070128970906
1739209904.7855473;-45.120503652039325
1739209904.7855523;-45.120503652039325
1739209904.7855575;-35.57807855764607
1739209904.7855628;-38.13080360867914
1739209904.785568;-35.57807855764607
1739209904.7855732;-35.57807855764607
1739209904.7855785;-38.13080360867914
1739209904.7855837;-35.57807855764607
1739209904.785589;-35.57807855764607
1739209904.7855942;-27.267205301931607
1739209904.7855995;-38.13080360867914
1739209904.7856047;-38.13080360867914
1739209904.7856097;-38.13080360867914
1739209904.785615;-38.13080360867914
1739209904.7856202;-38.13080360867914
1739209904.7856255;-32.816014438256545
1739209904.7856307;-45.120503652039325
1739209904.785636;-45.120503652039325
1739209904.7856412;-45.120503652039325
1739209904.7856464;-45.120503652039325
1739209904.7856517;-45.120503652039325
1739209904.785657;-45.120503652039325
1739209904.7856622;-38.13080360867914
1739209904.7856672;-38.13080360867914
1739209904.7856724;-35.57807855764607
1739209904.7856777;-38.13080360867914
1739209904.785683;-38.13080360867914
1739209904.7856882;-33.981070128970906
1739209904.7856934;-45.120503652039325
1739209904.7856987;-45.120503652039325
1739209904.785704;-38.13080360867914
1739209904.7857091;-33.981070128970906
1739209904.7857144;-45.120503652039325
1739209904.7857194;-45.120503652039325
1739209904.7857246;-38.13080360867914
1739209904.78573;-38.13080360867914
1739209904.7857351;-38.13080360867914
1739209904.7857404;-38.13080360867914
1739209904.7857456;-38.13080360867914
1739209904.7857509;-38.13080360867914
1739209904.785756;-38.13080360867914
1739209904.7857614;-35.57807855764607
1739209904.7857666;-45.120503652039325
1739209904.7857718;-38.13080360867914
1739209904.7857769;-45.120503652039325
1739209904.785782;-45.120503652039325
1739209904.7857873;-38.13080360867914
1739209904.7857926;-38.13080360867914
1739209904.7857978;-45.120503652039325
1739209904.785803;-31.141103565318915
1739209904.7858083;-33.981070128970906
1739209904.7858136;-38.13080360867914
1739209904.7858188;-45.120503652039325
1739209904.785824;-38.13080360867914
1739209904.785829;-35.57807855764607
1739209904.7858343;-35.57807855764607
1739209904.7858396;-45.120503652039325
1739209904.7858448;-33.981070128970906
1739209904.78585;-38.13080360867914
1739209904.7858553;-38.13080360867914
1739209904.7858605;-45.120503652039325
1739209904.7858658;-38.13080360867914
1739209904.785871;-38.13080360867914
1739209904.7858763;-38.13080360867914
1739209904.7858815;-45.120503652039325
1739209904.7858865;-33.981070128970906
1739209904.7858918;-33.981070128970906
1739209904.785897;-38.13080360867914
1739209904.7859023;-45.120503652039325
1739209904.7859075;-45.120503652039325
1739209904.7859128;-32.816014438256545
1739209904.785918;-38.13080360867914
1739209904.7859232;-38.13080360867914
1739209904.7859285;-33.981070128970906
1739209904.7859337;-33.981070128970906
1739209904.785939;-38.13080360867914
1739209904.785944;-45.120503652039325
1739209904.7859492;-45.120503652039325
1739209904.7859545;-45.120503652039325
1739209904.7859597;-45.120503652039325
1739209904.785965;-45.120503652039325
1739209904.7859702;-38.13080360867914
1739209904.7859755;-38.13080360867914
1739209904.7859807;-45.120503652039325
1739209904.785986;-38.13080360867914
1739209904.7859912;-38.13080360867914
1739209904.7859964;-38.13080360867914
1739209904.7860014;-38.13080360867914
1739209904.7860067;-38.13080360867914
1739209904.786012;-45.120503652039325
1739209904.7860172;-45.120503652039325
1739209904.7860224;-38.13080360867914
1739209904.7860277;-45.120503652039325
1739209904.786033;-38.13080360867914
1739209904.7860382;-38.13080360867914
1739209904.7860434;-38.13080360867914
1739209904.7860487;-38.13080360867914
1739209904.7860537;-38.13080360867914
1739209904.786059;-38.13080360867914
1739209904.7860641;-45.120503652039325
1739209904.7860694;-38.13080360867914
1739209904.7860746;-38.13080360867914
1739209904.78608;-38.13080360867914
1739209904.7860851;-38.13080360867914
1739209904.7860904;-38.13080360867914
1739209904.7860956;-38.13080360867914
1739209904.7861009;-38.13080360867914
1739209904.786106;-45.120503652039325
1739209904.786111;-38.13080360867914
1739209904.7861164;-45.120503652039325
1739209904.7861216;-32.816014438256545
1739209904.7861269;-31.141103565318893
1739209904.786132;-45.120503652039325
1739209904.7861373;-45.120503652039325
1739209904.7861426;-31.141103565318915
1739209904.7861478;-38.13080360867914
1739209904.786153;-45.120503652039325
1739209904.7861583;-38.13080360867914
1739209904.7861633;-33.981070128970906
