CAN Message; 0x150:02001a81b3d946da
1739209715.064659;-45.120503652039325
1739209715.0646634;-45.120503652039325
1739209715.064668;-38.13080360867914
1739209715.0646722;-38.13080360867914
1739209715.0646765;-45.120503652039325
1739209715.0646808;-45.120503652039325
1739209715.0646853;-32.816014438256545
1739209715.0646896;-38.13080360867914
1739209715.064694;-38.13080360867914
1739209715.0646982;-35.57807855764607
1739209715.0647027;-38.13080360867914
1739209715.064707;-35.57807855764607
1739209715.0647113;-45.120503652039325
1739209715.0647156;-45.120503652039325
1739209715.0647202;-38.13080360867914
1739209715.0647244;-38.13080360867914
1739209715.0647287;-45.120503652039325
1739209715.064733;-45.120503652039325
1739209715.0647376;-35.57807855764607
1739209715.0647418;-33.981070128970906
1739209715.0647461;-45.120503652039325
1739209715.0647504;-45.120503652039325
1739209715.064755;-38.13080360867914
1739209715.0647593;-45.120503652039325
1739209715.0647635;-38.13080360867914
1739209715.0647678;-33.981070128970906
1739209715.0647724;-38.13080360867914
1739209715.0647767;-45.120503652039325
1739209715.064781;-35.57807855764607
1739209715.0647852;-35.57807855764607
1739209715.0647898;-38.13080360867914
1739209715.064794;-35.57807855764607
1739209715.0647984;-38.13080360867914
1739209715.0648026;-33.981070128970906
1739209715.0648072;-38.13080360867914
1739209715.0648115;-33.981070128970906
1739209715.0648158;-45.120503652039325
1739209715.06482;-45.120503652039325
1739209715.0648246;-45.120503652039325
1739209715.0648289;-38.13080360867914
1739209715.0648332;-45.120503652039325
1739209715.0648375;-33.981070128970956
1739209715.064842;-45.120503652039325
1739209715.0648463;-38.13080360867914
1739209715.0648506;-45.120503652039325
1739209715.0648549;-45.120503652039325
1739209715.0648594;-35.57807855764607
1739209715.0648637;-45.120503652039325
1739209715.064868;-35.57807855764607
1739209715.0648723;-26.991370085610722
1739209715.0648768;-38.13080360867914
1739209715.064881;-45.120503652039325
1739209715.0648854;-45.120503652039325
1739209715.0648897;-33.981070128970906
1739209715.0648942;-45.120503652039325
1739209715.0648985;-45.120503652039325
1739209715.0649028;-45.120503652039325
1739209715.064907;-45.120503652039325
1739209715.0649116;-45.120503652039325
1739209715.064916;-38.13080360867914
1739209715.0649202;-38.13080360867914
1739209715.0649245;-38.13080360867914
1739209715.064929;-45.120503652039325
1739209715.0649333;-38.13080360867914
1739209715.0649376;-38.13080360867914
1739209715.064942;-45.120503652039325
1739209715.0649464;-38.13080360867914
1739209715.0649507;-38.13080360867914
1739209715.064955;-38.13080360867914
1739209715.0649593;-45.120503652039325
1739209715.0649638;-38.13080360867914
1739209715.064968;-35.57807855764607
1739209715.0649724;-38.13080360867914
1739209715.0649767;-28.992665084841942
1739209715.0649812;-38.13080360867914
1739209715.0649855;-45.120503652039325
1739209715.0649898;-35.57807855764607
1739209715.064994;-32.816014438256545
1739209715.0649986;-45.120503652039325
1739209715.065003;-45.120503652039325
1739209715.0650072;-35.57807855764607
1739209715.0650115;-32.816014438256545
1739209715.065016;-45.120503652039325
1739209715.0650203;-45.120503652039325
1739209715.0650246;-38.13080360867914
1739209715.065029;-45.120503652039325
1739209715.0650334;-38.13080360867914
1739209715.0650377;-35.57807855764607
1739209715.065042;-38.13080360867914
1739209715.0650463;-31.141103565318915
1739209715.0650508;-38.13080360867914
1739209715.0650551;-45.120503652039325
1739209715.0650594;-38.13080360867914
1739209715.0650637;-32.816014438256545
1739209715.0650682;-45.120503652039325
1739209715.0650725;-45.120503652039325
1739209715.0650768;-45.120503652039325
1739209715.0650811;-38.13080360867914
1739209715.0650856;-38.13080360867914
1739209715.06509;-45.120503652039325
1739209715.0650942;-35.57807855764607
1739209715.0650985;-38.13080360867914
1739209715.065103;-45.120503652039325
1739209715.0651073;-38.13080360867914
1739209715.0651116;-38.13080360867914
1739209715.065116;-35.57807855764607
1739209715.0651202;-38.13080360867914
1739209715.0651248;-45.120503652039325
1739209715.065129;-38.13080360867914
1739209715.0651333;-35.57807855764607
1739209715.0651376;-38.13080360867914
1739209715.0651422;-33.981070128970906
1739209715.0651464;-32.816014438256545
1739209715.0651507;-45.120503652039325
1739209715.065155;-45.120503652039325
1739209715.0651596;-38.13080360867914
1739209715.0651639;-45.120503652039325
1739209715.0651681;-45.120503652039325
1739209715.0651724;-33.981070128970906
1739209715.065177;-45.120503652039325
1739209715.0651813;-45.120503652039325
1739209715.0651855;-38.13080360867914
1739209715.0651898;-38.13080360867914
1739209715.0651944;-45.120503652039325
1739209715.0651987;-45.120503652039325
1739209715.065203;-38.13080360867914
1739209715.0652072;-45.120503652039325
1739209715.0652118;-45.120503652039325
1739209715.065216;-45.120503652039325
1739209715.0652204;-45.120503652039325
1739209715.0652246;-35.57807855764607
1739209715.0652292;-35.57807855764607
1739209715.0652335;-45.120503652039325
1739209715.0652378;-45.120503652039325
1739209715.065242;-35.57807855764607
1739209715.0652466;-38.13080360867914
1739209715.0652509;-45.120503652039325
1739209715.0652552;-33.981070128970906
1739209715.0652595;-33.981070128970906
1739209715.065264;-45.120503652039325
1739209715.0652683;-38.13080360867914
1739209715.0652726;-38.13080360867914
1739209715.0652769;-45.120503652039325
1739209715.0652814;-45.120503652039325
1739209715.0652857;-45.120503652039325
1739209715.06529;-45.120503652039325
1739209715.0652943;-45.120503652039325
1739209715.0652988;-45.120503652039325
1739209715.065303;-45.120503652039325
1739209715.0653074;-45.120503652039325
1739209715.0653117;-32.816014438256545
1739209715.0653162;-38.13080360867914
1739209715.0653205;-45.120503652039325
1739209715.0653248;-38.13080360867914
1739209715.065329;-38.13080360867914
1739209715.0653336;-45.120503652039325
1739209715.065338;-45.120503652039325
1739209715.0653422;-45.120503652039325
1739209715.0653465;-45.120503652039325
1739209715.065351;-38.13080360867914
1739209715.0653553;-38.13080360867914
1739209715.0653596;-45.120503652039325
1739209715.065364;-38.13080360867914
1739209715.0653684;-38.13080360867914
1739209715.0653727;-38.13080360867914
1739209715.065377;-45.120503652039325
1739209715.0653813;-33.981070128970906
1739209715.0653858;-38.13080360867914
1739209715.06539;-38.13080360867914
1739209715.0653944;-45.120503652039325
1739209715.0653987;-35.57807855764607
1739209715.0654032;-33.981070128970906
1739209715.0654075;-45.120503652039325
1739209715.0654118;-35.57807855764607
1739209715.065416;-38.13080360867914
1739209715.0654206;-35.57807855764607
1739209715.065425;-45.120503652039325
1739209715.0654292;-38.13080360867914
1739209715.0654335;-38.13080360867914
1739209715.065438;-38.13080360867914
1739209715.0654423;-38.13080360867914
1739209715.0654466;-45.120503652039325
1739209715.065451;-33.981070128970906
1739209715.0654554;-45.120503652039325
1739209715.0654597;-45.120503652039325
1739209715.065464;-45.120503652039325
1739209715.0654683;-38.13080360867914
1739209715.0654728;-32.816014438256545
1739209715.0654771;-45.120503652039325
1739209715.0654814;-45.120503652039325
1739209715.0654857;-45.120503652039325
1739209715.0654902;-31.141103565318915
1739209715.0654945;-45.120503652039325
1739209715.0654988;-38.13080360867914
1739209715.0655031;-38.13080360867914
1739209715.0655077;-45.120503652039325
1739209715.065512;-45.120503652039325
1739209715.0655162;-38.13080360867914
1739209715.0655205;-38.13080360867914
1739209715.065525;-45.120503652039325
1739209715.0655293;-35.57807855764607
1739209715.0655336;-38.13080360867914
1739209715.065538;-38.13080360867914
1739209715.0655425;-31.141103565318893
1739209715.0655468;-45.120503652039325
1739209715.065551;-45.120503652039325
1739209715.0655553;-45.120503652039325
1739209715.0655599;-38.13080360867914
1739209715.0655642;-45.120503652039325
1739209715.0655684;-45.120503652039325
1739209715.0655727;-45.120503652039325
1739209715.0655773;-45.120503652039325
1739209715.0655816;-45.120503652039325
1739209715.0655859;-45.120503652039325
1739209715.0655901;-35.57807855764607
1739209715.0655947;-38.13080360867914
1739209715.065599;-45.120503652039325
1739209715.0656033;-45.120503652039325
1739209715.0656075;-38.13080360867914
1739209715.065612;-38.13080360867914
1739209715.0656164;-45.120503652039325
1739209715.0656207;-45.120503652039325
1739209715.065625;-38.13080360867914
1739209715.0656295;-33.981070128970906
1739209715.0656338;-45.120503652039325
1739209715.065638;-45.120503652039325
1739209715.0656424;-45.120503652039325
1739209715.065647;-45.120503652039325
1739209715.0656512;-45.120503652039325
1739209715.0656555;-45.120503652039325
1739209715.0656598;-38.13080360867914
1739209715.065664;-45.120503652039325
1739209715.0656686;-45.120503652039325
1739209715.0656729;-45.120503652039325
1739209715.0656772;-38.13080360867914
1739209715.0656815;-38.13080360867914
1739209715.065686;-45.120503652039325
1739209715.0656903;-35.57807855764607
1739209715.0656946;-35.57807855764607
1739209715.0656989;-38.13080360867914
1739209715.0657034;-35.57807855764607
1739209715.0657077;-38.13080360867914
1739209715.065712;-38.13080360867914
1739209715.0657163;-28.992665084841942
1739209715.0657208;-38.13080360867914
1739209715.065725;-38.13080360867914
1739209715.0657294;-45.120503652039325
1739209715.0657337;-45.120503652039325
1739209715.0657382;-33.981070128970906
1739209715.0657425;-45.120503652039325
1739209715.0657468;-45.120503652039325
1739209715.065751;-32.81601443825658
1739209715.0657556;-33.981070128970906
1739209715.06576;-45.120503652039325
1739209715.0657642;-38.13080360867914
1739209715.0657685;-38.13080360867914
1739209715.065773;-45.120503652039325
1739209715.0657773;-45.120503652039325
1739209715.0657816;-45.120503652039325
1739209715.065786;-33.981070128970906
1739209715.0657904;-45.120503652039325
1739209715.0657947;-38.13080360867914
1739209715.065799;-38.13080360867914
1739209715.0658033;-35.57807855764607
1739209715.0658078;-38.13080360867914
1739209715.065812;-38.13080360867914
1739209715.0658164;-38.13080360867914
1739209715.0658207;-33.981070128970906
1739209715.0658252;-38.13080360867914
1739209715.0658295;-45.120503652039325
1739209715.0658338;-33.981070128970906
1739209715.065838;-33.981070128970906
1739209715.0658426;-38.13080360867914
1739209715.065847;-38.13080360867914
1739209715.0658512;-35.57807855764607
1739209715.0658555;-33.981070128970906
1739209715.06586;-45.120503652039325
1739209715.0658643;-45.120503652039325
1739209715.0658686;-38.13080360867914
1739209715.065873;-45.120503652039325
1739209715.0658774;-45.120503652039325
1739209715.0658817;-45.120503652039325
1739209715.065886;-33.981070128970906
1739209715.0658903;-28.992665084841942
1739209715.0658948;-33.981070128970906
1739209715.0658991;-38.13080360867914
1739209715.0659034;-45.120503652039325
1739209715.0659077;-33.981070128970906
1739209715.0659122;-38.13080360867914
1739209715.0659165;-38.13080360867914
1739209715.0659208;-35.57807855764607
1739209715.0659251;-33.981070128970906
1739209715.0659297;-31.141103565318915
1739209715.065934;-45.120503652039325
1739209715.0659382;-38.13080360867914
1739209715.0659425;-33.981070128970906
1739209715.065947;-45.120503652039325
1739209715.0659513;-45.120503652039325
1739209715.0659556;-45.120503652039325
1739209715.06596;-31.141103565318915
1739209715.0659645;-33.981070128970906
1739209715.0659688;-38.13080360867914
1739209715.065973;-38.13080360867914
1739209715.0659773;-32.816014438256545
1739209715.0659819;-45.120503652039325
1739209715.0659862;-45.120503652039325
1739209715.0659904;-38.13080360867914
1739209715.0659947;-45.120503652039325
1739209715.0659993;-38.13080360867914
1739209715.0660036;-38.13080360867914
1739209715.0660079;-38.13080360867914
1739209715.0660121;-38.13080360867914
1739209715.0660167;-38.13080360867914
1739209715.066021;-38.13080360867914
1739209715.0660253;-35.57807855764607
1739209715.0660295;-38.13080360867914
1739209715.066034;-38.13080360867914
1739209715.0660384;-38.13080360867914
1739209715.0660427;-35.57807855764607
1739209715.066047;-32.816014438256545
1739209715.0660515;-38.13080360867914
1739209715.0660558;-45.120503652039325
1739209715.06606;-45.120503652039325
1739209715.0660644;-45.120503652039325
1739209715.066069;-35.57807855764607
1739209715.0660732;-35.57807855764607
1739209715.0660775;-45.120503652039325
1739209715.0660818;-45.120503652039325
1739209715.0660863;-45.120503652039325
1739209715.0660906;-45.120503652039325
1739209715.0660949;-45.120503652039325
1739209715.0660992;-45.120503652039325
1739209715.0661037;-33.981070128970906
1739209715.066108;-38.13080360867914
1739209715.0661123;-45.120503652039325
1739209715.0661166;-38.13080360867914
1739209715.066121;-38.13080360867914
1739209715.0661254;-38.13080360867914
1739209715.0661297;-38.13080360867914
1739209715.066134;-45.120503652039325
1739209715.0661385;-38.13080360867914
1739209715.0661428;-38.13080360867914
1739209715.066147;-45.120503652039325
1739209715.0661514;-45.120503652039325
1739209715.066156;-35.57807855764607
1739209715.0661602;-32.816014438256545
1739209715.0661645;-45.120503652039325
1739209715.0661688;-45.120503652039325
1739209715.0661733;-45.120503652039325
1739209715.0661776;-45.120503652039325
1739209715.066182;-38.13080360867914
1739209715.0661862;-38.13080360867914
1739209715.0661907;-45.120503652039325
1739209715.066195;-45.120503652039325
1739209715.0661993;-45.120503652039325
1739209715.0662036;-45.120503652039325
1739209715.0662081;-45.120503652039325
1739209715.0662124;-45.120503652039325
1739209715.0662167;-45.120503652039325
1739209715.066221;-45.120503652039325
1739209715.0662253;-33.981070128970906
1739209715.0662298;-35.57807855764607
1739209715.066234;-45.120503652039325
1739209715.0662384;-38.13080360867914
1739209715.0662427;-35.57807855764607
1739209715.0662472;-35.57807855764607
1739209715.0662515;-38.13080360867914
1739209715.0662558;-35.57807855764607
1739209715.06626;-38.13080360867914
1739209715.0662646;-38.13080360867914
1739209715.066269;-45.120503652039325
1739209715.0662732;-45.120503652039325
1739209715.0662775;-45.120503652039325
1739209715.066282;-45.120503652039325
1739209715.0662863;-38.13080360867914
1739209715.0662906;-38.13080360867914
1739209715.066295;-45.120503652039325
1739209715.0662994;-45.120503652039325
1739209715.0663037;-35.57807855764607
1739209715.066308;-38.13080360867914
1739209715.0663123;-35.57807855764607
1739209715.0663168;-35.57807855764607
1739209715.0663211;-38.13080360867914
1739209715.0663254;-45.120503652039325
1739209715.0663297;-38.13080360867914
1739209715.0663342;-35.57807855764607
1739209715.0663385;-45.120503652039325
1739209715.0663428;-38.13080360867914
1739209715.0663471;-38.13080360867914
1739209715.0663517;-38.13080360867914
1739209715.066356;-38.13080360867914
1739209715.0663602;-38.13080360867914
1739209715.0663645;-45.120503652039325
1739209715.066369;-45.120503652039325
1739209715.0663733;-45.120503652039325
1739209715.0663776;-38.13080360867914
1739209715.066382;-38.13080360867914
1739209715.0663865;-45.120503652039325
1739209715.0663908;-38.13080360867914
1739209715.066395;-38.13080360867914
1739209715.0663993;-32.816014438256545
1739209715.0664039;-38.13080360867914
1739209715.0664082;-45.120503652039325
1739209715.0664124;-45.120503652039325
1739209715.0664167;-33.981070128970906
1739209715.0664213;-27.8777449560314
1739209715.0664256;-38.13080360867914
1739209715.0664299;-33.981070128970906
1739209715.0664341;-45.120503652039325
1739209715.0664387;-45.120503652039325
1739209715.066443;-38.13080360867914
1739209715.0664473;-31.141103565318915
1739209715.0664515;-45.120503652039325
1739209715.066456;-33.981070128970956
1739209715.0664604;-32.816014438256545
1739209715.0664647;-45.120503652039325
1739209715.066469;-45.120503652039325
1739209715.0664735;-45.120503652039325
1739209715.0664778;-38.13080360867914
1739209715.066482;-38.13080360867914
1739209715.0664864;-38.13080360867914
1739209715.066491;-26.991370085610722
1739209715.0664952;-35.57807855764607
1739209715.0664995;-45.120503652039325
1739209715.0665038;-45.120503652039325
1739209715.0665083;-33.981070128970906
1739209715.0665126;-45.120503652039325
1739209715.0665169;-45.120503652039325
1739209715.0665212;-45.120503652039325
1739209715.0665257;-38.13080360867914
1739209715.06653;-45.120503652039325
1739209715.0665343;-45.120503652039325
1739209715.0665386;-33.981070128970906
1739209715.066543;-45.120503652039325
1739209715.0665474;-45.120503652039325
1739209715.0665517;-45.120503652039325
1739209715.066556;-38.13080360867914
1739209715.0665605;-38.13080360867914
1739209715.0665648;-45.120503652039325
1739209715.066569;-38.13080360867914
1739209715.0665734;-38.13080360867914
1739209715.066578;-45.120503652039325
1739209715.0665822;-45.120503652039325
1739209715.0665865;-45.120503652039325
1739209715.0665908;-45.120503652039325
1739209715.0665953;-28.992665084841942
1739209715.0665996;-45.120503652039325
1739209715.066604;-38.13080360867914
1739209715.0666082;-32.816014438256545
1739209715.0666127;-33.981070128970906
1739209715.066617;-38.13080360867914
1739209715.0666213;-38.13080360867914
1739209715.0666256;-38.13080360867914
1739209715.0666301;-32.816014438256545
1739209715.0666344;-38.13080360867914
1739209715.0666387;-45.120503652039325
1739209715.066643;-33.981070128970906
1739209715.0666475;-45.120503652039325
1739209715.0666518;-45.120503652039325
1739209715.066656;-45.120503652039325
1739209715.0666604;-45.120503652039325
1739209715.066665;-28.992665084841942
1739209715.0666692;-38.13080360867914
1739209715.0666735;-38.13080360867914
1739209715.0666778;-45.120503652039325
1739209715.0666823;-45.120503652039325
1739209715.0666866;-38.13080360867914
1739209715.066691;-38.13080360867914
1739209715.0666952;-38.13080360867914
1739209715.0666997;-45.120503652039325
1739209715.066704;-35.57807855764607
1739209715.0667083;-32.816014438256545
1739209715.0667126;-45.120503652039325
1739209715.0667171;-45.120503652039325
1739209715.0667214;-38.13080360867914
1739209715.0667257;-38.13080360867914
1739209715.06673;-38.13080360867914
1739209715.0667346;-38.13080360867914
1739209715.0667388;-38.13080360867914
1739209715.0667431;-38.13080360867914
1739209715.0667474;-45.120503652039325
1739209715.066752;-38.13080360867914
1739209715.0667562;-45.120503652039325
1739209715.0667605;-38.13080360867914
1739209715.0667648;-38.13080360867914
1739209715.0667694;-33.981070128970906
1739209715.0667737;-38.13080360867914
1739209715.066778;-45.120503652039325
1739209715.0667822;-35.57807855764607
1739209715.0667865;-33.981070128970906
1739209715.066791;-35.57807855764607
1739209715.0667953;-38.13080360867914
1739209715.0667996;-35.57807855764607
1739209715.066804;-35.57807855764607
1739209715.0668085;-45.120503652039325
1739209715.0668128;-45.120503652039325
1739209715.066817;-38.13080360867914
1739209715.0668213;-45.120503652039325
1739209715.0668259;-45.120503652039325
1739209715.0668302;-45.120503652039325
1739209715.0668344;-35.57807855764607
1739209715.0668387;-35.57807855764607
1739209715.0668433;-45.120503652039325
1739209715.0668476;-45.120503652039325
1739209715.0668519;-45.120503652039325
1739209715.0668561;-38.13080360867914
1739209715.0668607;-45.120503652039325
1739209715.066865;-45.120503652039325
1739209715.0668693;-38.13080360867914
1739209715.0668736;-38.13080360867914
1739209715.066878;-38.13080360867914
1739209715.0668824;-45.120503652039325
1739209715.0668867;-38.13080360867914
1739209715.066891;-38.13080360867914
1739209715.0668955;-38.13080360867914
1739209715.0668998;-38.13080360867914
1739209715.066904;-45.120503652039325
1739209715.0669084;-45.120503652039325
1739209715.066913;-45.120503652039325
1739209715.0669172;-45.120503652039325
1739209715.0669215;-45.120503652039325
1739209715.0669258;-38.13080360867914
1739209715.0669303;-38.13080360867914
1739209715.0669346;-45.120503652039325
1739209715.0669389;-38.13080360867914
1739209715.0669432;-38.13080360867914
1739209715.0669477;-32.816014438256545
1739209715.066952;-32.816014438256545
1739209715.0669563;-45.120503652039325
1739209715.0669606;-45.120503652039325
1739209715.066965;-32.816014438256545
1739209715.0669694;-38.13080360867914
1739209715.0669737;-45.120503652039325
1739209715.066978;-38.13080360867914
1739209715.0669825;-45.120503652039325
1739209715.0669868;-45.120503652039325
1739209715.066991;-45.120503652039325
1739209715.0669954;-38.13080360867914
1739209715.067;-33.981070128970906
1739209715.0670042;-45.120503652039325
1739209715.0670085;-38.13080360867914
1739209715.0670128;-45.120503652039325
1739209715.0670173;-32.816014438256545
1739209715.0670216;-32.816014438256545
1739209715.067026;-45.120503652039325
1739209715.0670302;-38.13080360867914
1739209715.0670347;-35.57807855764607
1739209715.067039;-35.57807855764607
1739209715.0670433;-45.120503652039325
1739209715.0670476;-38.13080360867914
1739209715.0670521;-38.13080360867914
1739209715.0670564;-38.13080360867914
1739209715.0670607;-38.13080360867914
1739209715.067065;-45.120503652039325
1739209715.0670695;-45.120503652039325
1739209715.0670738;-45.120503652039325
1739209715.067078;-45.120503652039325
1739209715.0670824;-45.120503652039325
1739209715.067087;-32.816014438256545
1739209715.0670912;-38.13080360867914
1739209715.0670955;-38.13080360867914
1739209715.0670998;-45.120503652039325
1739209715.0671043;-32.816014438256545
1739209715.0671086;-38.13080360867914
1739209715.067113;-38.13080360867914
1739209715.0671172;-38.13080360867914
1739209715.0671217;-32.816014438256545
1739209715.067126;-29.438486411369333
1739209715.0671303;-45.120503652039325
1739209715.0671346;-45.120503652039325
1739209715.0671391;-45.120503652039325
1739209715.0671434;-45.120503652039325
1739209715.0671477;-45.120503652039325
1739209715.067152;-38.13080360867914
1739209715.0671566;-45.120503652039325
1739209715.0671608;-38.13080360867914
1739209715.0671651;-38.13080360867914
1739209715.0671694;-45.120503652039325
1739209715.067174;-45.120503652039325
1739209715.0671782;-45.120503652039325
1739209715.0671825;-35.57807855764607
1739209715.0671868;-45.120503652039325
1739209715.0671914;-35.57807855764607
1739209715.0671957;-31.141103565318893
1739209715.0672;-45.120503652039325
1739209715.0672042;-38.13080360867914
1739209715.0672088;-38.13080360867914
1739209715.067213;-45.120503652039325
1739209715.0672174;-35.57807855764607
1739209715.0672216;-38.13080360867914
1739209715.0672262;-45.120503652039325
1739209715.0672305;-45.120503652039325
1739209715.0672348;-45.120503652039325
1739209715.067239;-45.120503652039325
1739209715.0672436;-45.120503652039325
1739209715.0672479;-38.13080360867914
1739209715.0672522;-45.120503652039325
1739209715.0672565;-38.13080360867914
1739209715.067261;-45.120503652039325
1739209715.0672653;-33.981070128970956
1739209715.0672696;-45.120503652039325
1739209715.0672739;-38.13080360867914
1739209715.0672784;-38.13080360867914
1739209715.0672827;-45.120503652039325
1739209715.067287;-38.13080360867914
1739209715.0672913;-45.120503652039325
1739209715.0672958;-38.13080360867914
1739209715.0673;-28.58837851428586
1739209715.0673044;-38.13080360867914
1739209715.0673087;-38.13080360867914
1739209715.0673132;-38.13080360867914
1739209715.0673175;-33.981070128970906
1739209715.0673218;-45.120503652039325
1739209715.067326;-38.13080360867914
1739209715.0673304;-38.13080360867914
1739209715.067335;-32.81601443825658
1739209715.0673392;-38.13080360867914
1739209715.0673435;-45.120503652039325
1739209715.0673478;-38.13080360867914
1739209715.0673523;-45.120503652039325
1739209715.0673566;-38.13080360867914
1739209715.0673609;-38.13080360867914
1739209715.0673652;-35.57807855764607
1739209715.0673697;-31.141103565318915
1739209715.067374;-45.120503652039325
1739209715.0673783;-38.13080360867914
1739209715.0673826;-35.57807855764607
1739209715.067387;-35.57807855764607
1739209715.0673914;-45.120503652039325
1739209715.0673957;-38.13080360867914
1739209715.0674;-38.13080360867914
1739209715.0674045;-38.13080360867914
1739209715.0674088;-45.120503652039325
1739209715.067413;-45.120503652039325
1739209715.0674174;-45.120503652039325
1739209715.067422;-33.981070128970906
1739209715.0674262;-45.120503652039325
1739209715.0674305;-45.120503652039325
1739209715.0674348;-38.13080360867914
1739209715.0674393;-45.120503652039325
1739209715.0674436;-45.120503652039325
1739209715.067448;-45.120503652039325
1739209715.0674522;-38.13080360867914
1739209715.0674567;-45.120503652039325
1739209715.067461;-45.120503652039325
1739209715.0674653;-38.13080360867914
1739209715.0674696;-45.120503652039325
1739209715.0674741;-31.141103565318915
1739209715.0674784;-38.13080360867914
1739209715.0674827;-38.13080360867914
1739209715.067487;-38.13080360867914
1739209715.0674915;-32.816014438256545
1739209715.0674958;-45.120503652039325
1739209715.0675;-45.120503652039325
1739209715.0675044;-38.13080360867914
1739209715.067509;-38.13080360867914
1739209715.0675132;-45.120503652039325
1739209715.0675175;-45.120503652039325
1739209715.0675218;-38.13080360867914
1739209715.0675263;-38.13080360867914
1739209715.0675306;-45.120503652039325
1739209715.067535;-38.13080360867914
1739209715.0675392;-38.13080360867914
1739209715.0675437;-33.981070128970906
1739209715.067548;-45.120503652039325
1739209715.0675523;-38.13080360867914
1739209715.0675566;-38.13080360867914
1739209715.0675611;-35.57807855764607
1739209715.0675654;-33.981070128970906
1739209715.0675697;-45.120503652039325
1739209715.067574;-38.13080360867914
1739209715.0675786;-38.13080360867914
1739209715.0675828;-45.120503652039325
1739209715.0675871;-45.120503652039325
1739209715.0675914;-45.120503652039325
1739209715.067596;-38.13080360867914
1739209715.0676003;-38.13080360867914
1739209715.0676045;-45.120503652039325
1739209715.0676088;-35.57807855764607
1739209715.0676134;-35.57807855764607
1739209715.0676177;-38.13080360867914
1739209715.067622;-45.120503652039325
1739209715.0676262;-45.120503652039325
1739209715.0676308;-38.13080360867914
1739209715.067635;-45.120503652039325
1739209715.0676394;-45.120503652039325
1739209715.0676436;-38.13080360867914
1739209715.0676482;-45.120503652039325
1739209715.0676525;-38.13080360867914
1739209715.0676568;-45.120503652039325
1739209715.067661;-45.120503652039325
1739209715.0676656;-38.13080360867914
1739209715.0676699;-38.13080360867914
1739209715.0676742;-45.120503652039325
1739209715.0676785;-45.120503652039325
1739209715.067683;-45.120503652039325
1739209715.0676873;-33.981070128970956
1739209715.0676916;-45.120503652039325
1739209715.0676959;-38.13080360867914
1739209715.0677004;-35.57807855764607
1739209715.0677047;-45.120503652039325
1739209715.067709;-45.120503652039325
1739209715.0677133;-35.57807855764607
1739209715.0677178;-38.13080360867914
1739209715.067722;-33.981070128970906
1739209715.0677264;-35.57807855764607
1739209715.0677307;-38.13080360867914
1739209715.0677352;-35.57807855764607
1739209715.0677395;-38.13080360867914
1739209715.0677438;-45.120503652039325
1739209715.067748;-38.13080360867914
1739209715.0677526;-35.57807855764607
1739209715.067757;-45.120503652039325
1739209715.0677612;-45.120503652039325
1739209715.0677655;-45.120503652039325
1739209715.06777;-45.120503652039325
1739209715.0677743;-45.120503652039325
1739209715.0677786;-45.120503652039325
1739209715.0677829;-45.120503652039325
1739209715.0677874;-45.120503652039325
1739209715.0677917;-45.120503652039325
1739209715.067796;-38.13080360867914
1739209715.0678003;-45.120503652039325
1739209715.0678048;-38.13080360867914
1739209715.067809;-31.141103565318915
1739209715.0678134;-33.981070128970906
1739209715.0678177;-45.120503652039325
1739209715.0678222;-45.120503652039325
1739209715.0678265;-29.438486411369333
1739209715.0678308;-35.57807855764607
1739209715.067835;-45.120503652039325
1739209715.0678396;-45.120503652039325
1739209715.067844;-38.13080360867914
1739209715.0678482;-38.13080360867914
1739209715.0678525;-45.120503652039325
1739209715.067857;-38.13080360867914
1739209715.0678613;-45.120503652039325
1739209715.0678656;-45.120503652039325
1739209715.06787;-45.120503652039325
1739209715.0678744;-45.120503652039325
1739209715.0678787;-38.13080360867914
1739209715.067883;-45.120503652039325
1739209715.0678873;-38.13080360867914
1739209715.0678916;-45.120503652039325
1739209715.0678961;-28.21854285175415
1739209715.0679004;-31.141103565318893
1739209715.0679047;-38.13080360867914
1739209715.067909;-45.120503652039325
1739209715.0679135;-45.120503652039325
1739209715.0679178;-45.120503652039325
1739209715.067922;-45.120503652039325
1739209715.0679264;-32.816014438256545
1739209715.067931;-45.120503652039325
1739209715.0679352;-45.120503652039325
1739209715.0679395;-35.57807855764607
1739209715.0679438;-38.13080360867914
1739209715.0679483;-45.120503652039325
1739209715.0679526;-45.120503652039325
1739209715.067957;-38.13080360867914
1739209715.0679612;-45.120503652039325
1739209715.0679657;-35.57807855764607
1739209715.06797;-32.816014438256545
1739209715.0679743;-45.120503652039325
1739209715.0679786;-45.120503652039325
1739209715.0679832;-38.13080360867914
1739209715.0679874;-38.13080360867914
1739209715.0679917;-38.13080360867914
1739209715.067996;-45.120503652039325
1739209715.0680006;-32.816014438256545
1739209715.0680048;-32.816014438256545
1739209715.0680091;-38.13080360867914
1739209715.0680134;-38.13080360867914
1739209715.068018;-38.13080360867914
1739209715.0680223;-35.57807855764607
1739209715.0680265;-45.120503652039325
1739209715.0680308;-33.981070128970906
1739209715.0680354;-45.120503652039325
1739209715.0680397;-38.13080360867914
1739209715.068044;-45.120503652039325
1739209715.0680482;-45.120503652039325
1739209715.0680528;-45.120503652039325
1739209715.068057;-45.120503652039325
1739209715.0680614;-38.13080360867914
1739209715.0680656;-45.120503652039325
1739209715.0680702;-38.13080360867914
1739209715.0680745;-28.58837851428586
1739209715.0680788;-38.13080360867914
