CAN Message; 0x1a7:00009820d17d2b28
1739209644.428;-45.120503652039325
1739209644.4280088;-45.120503652039325
1739209644.4280174;-38.13080360867914
1739209644.4280262;-38.13080360867914
1739209644.4280348;-45.120503652039325
1739209644.4280434;-38.13080360867914
1739209644.4280522;-27.267205301931607
1739209644.4280608;-38.13080360867914
1739209644.4280694;-38.13080360867914
1739209644.4280782;-35.57807855764607
1739209644.4280868;-38.13080360867914
1739209644.4280956;-45.120503652039325
1739209644.4281042;-45.120503652039325
1739209644.4281127;-45.120503652039325
1739209644.4281216;-33.981070128970956
1739209644.4281301;-45.120503652039325
1739209644.428139;-38.13080360867914
1739209644.4281476;-38.13080360867914
1739209644.4281561;-38.13080360867914
1739209644.428165;-45.120503652039325
1739209644.4281735;-38.13080360867914
1739209644.4281824;-38.13080360867914
1739209644.428191;-38.13080360867914
1739209644.4281995;-45.120503652039325
1739209644.4282084;-45.120503652039325
1739209644.428217;-38.13080360867914
1739209644.4282258;-45.120503652039325
1739209644.4282343;-45.120503652039325
1739209644.428243;-45.120503652039325
1739209644.4282517;-45.120503652039325
1739209644.4282603;-45.120503652039325
1739209644.4282691;-45.120503652039325
1739209644.4282777;-45.120503652039325
1739209644.4282863;-45.120503652039325
1739209644.4282951;-33.981070128970906
1739209644.4283037;-32.816014438256545
1739209644.4283125;-45.120503652039325
1739209644.4283211;-38.13080360867914
1739209644.4283297;-45.120503652039325
1739209644.4283385;-45.120503652039325
1739209644.428347;-45.120503652039325
1739209644.428356;-45.120503652039325
1739209644.4283645;-45.120503652039325
1739209644.428373;-45.120503652039325
1739209644.428382;-38.13080360867914
1739209644.4283905;-45.120503652039325
1739209644.4283993;-28.58837851428586
1739209644.428408;-33.981070128970906
1739209644.4284165;-45.120503652039325
1739209644.4284253;-45.120503652039325
1739209644.428434;-32.816014438256545
1739209644.4284425;-38.13080360867914
1739209644.4284513;-45.120503652039325
1739209644.42846;-38.13080360867914
1739209644.4284687;-38.13080360867914
1739209644.4284773;-45.120503652039325
1739209644.4284859;-38.13080360867914
1739209644.4284947;-45.120503652039325
1739209644.4285033;-45.120503652039325
1739209644.428512;-45.120503652039325
1739209644.4285207;-38.13080360867914
1739209644.4285293;-38.13080360867914
1739209644.428538;-45.120503652039325
1739209644.4285467;-38.13080360867914
1739209644.4285555;-38.13080360867914
1739209644.428564;-45.120503652039325
1739209644.4285727;-45.120503652039325
1739209644.4285815;-38.13080360867914
1739209644.42859;-38.13080360867914
1739209644.4285989;-45.120503652039325
1739209644.4286075;-35.57807855764607
1739209644.428616;-35.57807855764607
1739209644.4286249;-45.120503652039325
1739209644.4286335;-45.120503652039325
1739209644.4286423;-32.816014438256545
1739209644.4286509;-38.13080360867914
1739209644.4286594;-45.120503652039325
1739209644.4286683;-45.120503652039325
1739209644.4286768;-45.120503652039325
1739209644.4286857;-38.13080360867914
1739209644.4286942;-38.13080360867914
1739209644.4287028;-38.13080360867914
1739209644.4287117;-38.13080360867914
1739209644.4287202;-38.13080360867914
1739209644.428729;-38.13080360867914
1739209644.4287376;-45.120503652039325
1739209644.4287462;-35.57807855764607
1739209644.428755;-32.816014438256545
1739209644.4287636;-38.13080360867914
1739209644.4287724;-38.13080360867914
1739209644.428781;-45.120503652039325
1739209644.4287896;-45.120503652039325
1739209644.4287984;-45.120503652039325
1739209644.428807;-45.120503652039325
1739209644.4288156;-33.981070128970906
1739209644.4288244;-38.13080360867914
1739209644.428833;-45.120503652039325
1739209644.4288418;-45.120503652039325
1739209644.4288504;-45.120503652039325
1739209644.428859;-32.816014438256545
1739209644.4288678;-45.120503652039325
1739209644.4288764;-38.13080360867914
1739209644.4288852;-38.13080360867914
1739209644.4288938;-31.141103565318915
1739209644.4289024;-33.981070128970906
1739209644.4289112;-45.120503652039325
1739209644.4289198;-45.120503652039325
1739209644.4289286;-38.13080360867914
1739209644.4289372;-38.13080360867914
1739209644.4289458;-45.120503652039325
1739209644.4289546;-33.981070128970906
1739209644.4289632;-38.13080360867914
1739209644.428972;-45.120503652039325
1739209644.4289806;-45.120503652039325
1739209644.4289892;-38.13080360867914
1739209644.428998;-45.120503652039325
1739209644.4290066;-45.120503652039325
1739209644.4290154;-45.120503652039325
1739209644.429024;-45.120503652039325
1739209644.4290326;-45.120503652039325
1739209644.4290414;-45.120503652039325
1739209644.42905;-45.120503652039325
1739209644.4290588;-38.13080360867914
1739209644.4290674;-31.141103565318915
1739209644.429076;-45.120503652039325
1739209644.4290848;-45.120503652039325
1739209644.4290934;-38.13080360867914
1739209644.4291022;-28.992665084841942
1739209644.4291108;-38.13080360867914
1739209644.4291193;-45.120503652039325
1739209644.4291282;-38.13080360867914
1739209644.4291368;-38.13080360867914
1739209644.4291456;-45.120503652039325
1739209644.4291542;-45.120503652039325
1739209644.4291627;-45.120503652039325
1739209644.4291716;-38.13080360867914
1739209644.4291801;-38.13080360867914
1739209644.429189;-45.120503652039325
1739209644.4291975;-33.981070128970906
1739209644.4292061;-45.120503652039325
1739209644.429215;-45.120503652039325
1739209644.4292235;-45.120503652039325
1739209644.4292321;-45.120503652039325
1739209644.429241;-31.141103565318915
1739209644.4292495;-33.981070128970906
1739209644.4292583;-45.120503652039325
1739209644.429267;-38.13080360867914
1739209644.4292755;-38.13080360867914
1739209644.4292843;-38.13080360867914
1739209644.429293;-45.120503652039325
1739209644.4293017;-38.13080360867914
1739209644.4293103;-38.13080360867914
1739209644.429319;-38.13080360867914
1739209644.4293277;-38.13080360867914
1739209644.4293363;-38.13080360867914
1739209644.4293451;-38.13080360867914
1739209644.4293537;-38.13080360867914
1739209644.4293623;-33.981070128970906
1739209644.429371;-38.13080360867914
1739209644.4293797;-45.120503652039325
1739209644.4293885;-45.120503652039325
1739209644.429397;-45.120503652039325
1739209644.4294057;-38.13080360867914
1739209644.4294145;-38.13080360867914
1739209644.429423;-45.120503652039325
1739209644.429432;-38.13080360867914
1739209644.4294405;-35.57807855764607
1739209644.429449;-38.13080360867914
1739209644.429458;-38.13080360867914
1739209644.4294665;-45.120503652039325
1739209644.4294753;-45.120503652039325
1739209644.429484;-45.120503652039325
1739209644.4294925;-45.120503652039325
1739209644.4295013;-45.120503652039325
1739209644.4295099;-38.13080360867914
1739209644.4295187;-33.981070128970906
1739209644.4295273;-31.141103565318915
1739209644.4295359;-45.120503652039325
1739209644.4295447;-38.13080360867914
1739209644.4295533;-35.57807855764607
1739209644.429562;-38.13080360867914
1739209644.4295707;-45.120503652039325
1739209644.4295793;-45.120503652039325
1739209644.429588;-38.13080360867914
1739209644.4295967;-31.14110356531892
1739209644.4296052;-45.120503652039325
1739209644.429614;-35.57807855764607
1739209644.4296227;-45.120503652039325
1739209644.4296315;-38.13080360867914
1739209644.42964;-35.57807855764607
1739209644.4296486;-38.13080360867914
1739209644.4296575;-38.13080360867914
1739209644.429666;-28.992665084841942
1739209644.4296749;-45.120503652039325
1739209644.4296834;-45.120503652039325
1739209644.429692;-45.120503652039325
1739209644.4297009;-45.120503652039325
1739209644.4297094;-45.120503652039325
1739209644.4297183;-33.981070128970906
1739209644.4297268;-38.13080360867914
1739209644.4297354;-38.13080360867914
1739209644.4297442;-45.120503652039325
1739209644.4297528;-45.120503652039325
1739209644.4297616;-38.13080360867914
1739209644.4297702;-35.57807855764607
1739209644.4297788;-45.120503652039325
1739209644.4297876;-45.120503652039325
1739209644.4297962;-38.13080360867914
1739209644.429805;-38.13080360867914
1739209644.4298136;-45.120503652039325
1739209644.4298222;-45.120503652039325
1739209644.429831;-45.120503652039325
1739209644.4298396;-38.13080360867914
1739209644.4298484;-38.13080360867914
1739209644.429857;-45.120503652039325
1739209644.4298656;-38.13080360867914
1739209644.4298744;-33.981070128970906
1739209644.429883;-45.120503652039325
1739209644.4298918;-45.120503652039325
1739209644.4299004;-45.120503652039325
1739209644.429909;-45.120503652039325
1739209644.4299178;-45.120503652039325
1739209644.4299264;-38.13080360867914
1739209644.4299352;-45.120503652039325
1739209644.4299438;-45.120503652039325
1739209644.4299524;-38.13080360867914
1739209644.4299612;-38.13080360867914
1739209644.4299698;-45.120503652039325
1739209644.4299784;-35.57807855764607
1739209644.4299872;-35.57807855764607
1739209644.4299958;-45.120503652039325
1739209644.4300046;-45.120503652039325
1739209644.4300132;-45.120503652039325
1739209644.4300218;-45.120503652039325
1739209644.4300306;-38.13080360867914
1739209644.4300392;-38.13080360867914
1739209644.430048;-38.13080360867914
1739209644.4300566;-38.13080360867914
1739209644.4300652;-38.13080360867914
1739209644.430074;-33.981070128970906
1739209644.4300826;-38.13080360867914
1739209644.4300914;-45.120503652039325
1739209644.4301;-45.120503652039325
1739209644.4301085;-38.13080360867914
1739209644.4301174;-35.57807855764607
1739209644.430126;-45.120503652039325
1739209644.4301348;-38.13080360867914
1739209644.4301434;-45.120503652039325
1739209644.430152;-38.13080360867914
1739209644.4301608;-32.816014438256545
1739209644.4301693;-45.120503652039325
1739209644.4301782;-45.120503652039325
1739209644.4301867;-38.13080360867914
1739209644.4301953;-38.13080360867914
1739209644.4302042;-45.120503652039325
1739209644.4302127;-38.13080360867914
1739209644.4302216;-38.13080360867914
1739209644.4302301;-38.13080360867914
1739209644.4302387;-38.13080360867914
1739209644.4302475;-38.13080360867914
1739209644.4302561;-45.120503652039325
1739209644.430265;-45.120503652039325
1739209644.4302735;-45.120503652039325
1739209644.430282;-33.981070128970906
1739209644.430291;-45.120503652039325
1739209644.4302995;-45.120503652039325
1739209644.4303083;-45.120503652039325
1739209644.430317;-38.13080360867914
1739209644.4303255;-38.13080360867914
1739209644.4303343;-35.57807855764607
1739209644.430343;-45.120503652039325
1739209644.4303517;-38.13080360867914
1739209644.4303603;-38.13080360867914
1739209644.430369;-29.438486411369333
1739209644.4303777;-45.120503652039325
1739209644.4303863;-45.120503652039325
1739209644.430395;-38.13080360867914
1739209644.4304037;-38.13080360867914
1739209644.4304123;-45.120503652039325
1739209644.430421;-45.120503652039325
1739209644.4304297;-45.120503652039325
1739209644.4304383;-33.981070128970956
1739209644.430447;-45.120503652039325
1739209644.4304557;-45.120503652039325
1739209644.4304645;-45.120503652039325
1739209644.430473;-45.120503652039325
1739209644.4304817;-35.57807855764607
1739209644.4304905;-38.13080360867914
1739209644.430499;-45.120503652039325
1739209644.430508;-28.992665084841942
1739209644.4305165;-38.13080360867914
1739209644.430525;-45.120503652039325
1739209644.430534;-33.981070128970906
1739209644.4305425;-30.49652367304973
1739209644.4305513;-45.120503652039325
1739209644.4305599;-45.120503652039325
1739209644.4305685;-35.57807855764607
1739209644.4305773;-35.57807855764607
1739209644.4305859;-38.13080360867914
1739209644.4305947;-45.120503652039325
1739209644.4306033;-38.13080360867914
1739209644.4306118;-38.13080360867914
1739209644.4306207;-45.120503652039325
1739209644.4306293;-45.120503652039325
1739209644.430638;-38.13080360867914
1739209644.4306467;-38.13080360867914
1739209644.4306552;-45.120503652039325
1739209644.430664;-45.120503652039325
1739209644.4306726;-38.13080360867914
1739209644.4306815;-45.120503652039325
1739209644.43069;-45.120503652039325
1739209644.4306986;-45.120503652039325
1739209644.4307075;-45.120503652039325
1739209644.430716;-28.992665084841942
1739209644.4307249;-38.13080360867914
1739209644.4307334;-45.120503652039325
1739209644.430742;-38.13080360867914
1739209644.4307508;-35.57807855764607
1739209644.4307594;-38.13080360867914
1739209644.430768;-35.57807855764607
1739209644.4307768;-45.120503652039325
1739209644.435964;-33.981070128970906
1739209644.435971;-45.120503652039325
1739209644.435978;-35.57807855764607
1739209644.4359848;-38.13080360867914
1739209644.4359915;-38.13080360867914
1739209644.4359984;-32.816014438256545
1739209644.4360054;-38.13080360867914
1739209644.4360123;-38.13080360867914
1739209644.4360192;-45.120503652039325
1739209644.436026;-45.120503652039325
1739209644.436033;-38.13080360867914
1739209644.43604;-38.13080360867914
1739209644.4360466;-45.120503652039325
1739209644.4360535;-45.120503652039325
1739209644.4360604;-45.120503652039325
1739209644.4360673;-35.57807855764607
1739209644.4360743;-38.13080360867914
1739209644.4360812;-45.120503652039325
1739209644.436088;-33.981070128970906
1739209644.436095;-38.13080360867914
1739209644.4361017;-38.13080360867914
1739209644.4361086;-38.13080360867914
1739209644.4361155;-45.120503652039325
1739209644.4361224;-32.816014438256545
1739209644.4361293;-38.13080360867914
1739209644.4361362;-38.13080360867914
1739209644.4361432;-38.13080360867914
1739209644.43615;-45.120503652039325
1739209644.4361567;-45.120503652039325
1739209644.4361637;-45.120503652039325
1739209644.4361706;-45.120503652039325
1739209644.4361775;-38.13080360867914
1739209644.4361844;-45.120503652039325
1739209644.4361913;-45.120503652039325
1739209644.4361982;-32.816014438256545
1739209644.4362051;-38.13080360867914
1739209644.4362118;-45.120503652039325
1739209644.4362187;-38.13080360867914
1739209644.4362257;-38.13080360867914
1739209644.4362326;-38.13080360867914
1739209644.4362395;-45.120503652039325
1739209644.4362464;-38.13080360867914
1739209644.4362533;-38.13080360867914
1739209644.4362602;-45.120503652039325
1739209644.4362671;-38.13080360867914
1739209644.4362738;-28.992665084841942
1739209644.4362807;-38.13080360867914
1739209644.4362876;-45.120503652039325
1739209644.4362946;-45.120503652039325
1739209644.4363015;-45.120503652039325
1739209644.4363084;-38.13080360867914
1739209644.4363153;-35.57807855764607
1739209644.4363222;-38.13080360867914
1739209644.436329;-38.13080360867914
1739209644.4363358;-38.13080360867914
1739209644.4363427;-45.120503652039325
1739209644.4363496;-45.120503652039325
1739209644.4363565;-45.120503652039325
1739209644.4363635;-38.13080360867914
1739209644.4363704;-45.120503652039325
1739209644.4363773;-32.816014438256545
1739209644.436384;-26.487275050834715
1739209644.4363909;-38.13080360867914
1739209644.4363978;-38.13080360867914
1739209644.4364047;-45.120503652039325
1739209644.4364116;-38.13080360867914
1739209644.4364185;-38.13080360867914
1739209644.4364254;-45.120503652039325
1739209644.4364324;-45.120503652039325
1739209644.436439;-45.120503652039325
1739209644.436446;-38.13080360867914
1739209644.4364529;-38.13080360867914
1739209644.4364598;-45.120503652039325
1739209644.4364667;-45.120503652039325
1739209644.4364736;-38.13080360867914
1739209644.4364805;-33.981070128970906
1739209644.4364874;-35.57807855764607
1739209644.436494;-38.13080360867914
1739209644.436501;-45.120503652039325
1739209644.436508;-45.120503652039325
1739209644.4365149;-45.120503652039325
1739209644.4365218;-45.120503652039325
1739209644.4365287;-45.120503652039325
1739209644.4365356;-45.120503652039325
1739209644.4365425;-45.120503652039325
1739209644.4365494;-31.141103565318915
1739209644.436556;-33.981070128970906
1739209644.436563;-38.13080360867914
1739209644.43657;-38.13080360867914
1739209644.4365768;-38.13080360867914
1739209644.4365838;-35.57807855764607
1739209644.4365907;-33.981070128970906
1739209644.4365976;-38.13080360867914
1739209644.4366045;-31.14110356531892
1739209644.4366112;-31.141103565318915
1739209644.436618;-33.981070128970906
1739209644.436625;-45.120503652039325
1739209644.436632;-38.13080360867914
1739209644.4366388;-45.120503652039325
1739209644.4366457;-38.13080360867914
1739209644.4366527;-45.120503652039325
1739209644.4366596;-31.141103565318915
1739209644.4366663;-33.981070128970906
1739209644.4366732;-38.13080360867914
1739209644.43668;-45.120503652039325
1739209644.436687;-45.120503652039325
1739209644.436694;-38.13080360867914
1739209644.4367008;-38.13080360867914
1739209644.4367077;-45.120503652039325
1739209644.4367146;-38.13080360867914
1739209644.4367213;-33.981070128970906
1739209644.4367282;-38.13080360867914
1739209644.4367352;-38.13080360867914
1739209644.436742;-38.13080360867914
1739209644.436749;-45.120503652039325
1739209644.436756;-45.120503652039325
1739209644.4367628;-38.13080360867914
1739209644.4367697;-38.13080360867914
1739209644.4367764;-45.120503652039325
1739209644.4367833;-45.120503652039325
1739209644.4367902;-35.57807855764607
1739209644.4367971;-35.57807855764607
1739209644.436804;-38.13080360867914
1739209644.436811;-38.13080360867914
1739209644.436818;-32.816014438256545
1739209644.4368248;-38.13080360867914
1739209644.4368315;-45.120503652039325
1739209644.4368384;-45.120503652039325
1739209644.4368453;-45.120503652039325
1739209644.4368522;-33.981070128970906
1739209644.4368591;-33.981070128970906
1739209644.436866;-38.13080360867914
1739209644.436873;-38.13080360867914
1739209644.4368799;-35.57807855764607
1739209644.4368868;-38.13080360867914
1739209644.4368935;-38.13080360867914
1739209644.4369004;-45.120503652039325
1739209644.4369073;-38.13080360867914
1739209644.4369142;-45.120503652039325
1739209644.4369211;-45.120503652039325
1739209644.436928;-35.57807855764607
1739209644.436935;-38.13080360867914
1739209644.4369419;-38.13080360867914
1739209644.4369485;-38.13080360867914
1739209644.4369555;-35.57807855764607
1739209644.4369624;-38.13080360867914
1739209644.4369693;-45.120503652039325
1739209644.4369762;-38.13080360867914
1739209644.436983;-45.120503652039325
1739209644.43699;-38.13080360867914
1739209644.436997;-45.120503652039325
1739209644.4370036;-38.13080360867914
1739209644.4370105;-38.13080360867914
1739209644.4370174;-38.13080360867914
1739209644.4370244;-38.13080360867914
1739209644.4370313;-45.120503652039325
1739209644.4370382;-35.57807855764607
1739209644.437045;-35.57807855764607
1739209644.437052;-45.120503652039325
1739209644.4370587;-45.120503652039325
1739209644.4370656;-38.13080360867914
1739209644.4370725;-38.13080360867914
1739209644.4370794;-38.13080360867914
1739209644.4370863;-35.57807855764607
1739209644.4370933;-33.981070128970906
1739209644.4371002;-38.13080360867914
1739209644.437107;-35.57807855764607
1739209644.4371138;-45.120503652039325
1739209644.4371207;-45.120503652039325
1739209644.4371276;-35.57807855764607
1739209644.4371345;-38.13080360867914
1739209644.4371414;-38.13080360867914
1739209644.4371483;-38.13080360867914
1739209644.4371552;-32.816014438256545
1739209644.4371622;-45.120503652039325
1739209644.437169;-45.120503652039325
1739209644.4371758;-35.57807855764607
1739209644.4371827;-38.13080360867914
1739209644.4371896;-45.120503652039325
1739209644.4371965;-45.120503652039325
1739209644.4372034;-45.120503652039325
1739209644.4372103;-45.120503652039325
1739209644.4372172;-45.120503652039325
1739209644.4372241;-38.13080360867914
1739209644.4372308;-45.120503652039325
1739209644.4372377;-45.120503652039325
1739209644.4372447;-33.981070128970906
1739209644.4372516;-38.13080360867914
1739209644.4372585;-45.120503652039325
1739209644.4372654;-38.13080360867914
1739209644.4372723;-45.120503652039325
1739209644.4372792;-38.13080360867914
1739209644.437286;-45.120503652039325
1739209644.4372928;-38.13080360867914
1739209644.4372997;-45.120503652039325
1739209644.4373066;-45.120503652039325
1739209644.4373136;-45.120503652039325
1739209644.4373205;-45.120503652039325
1739209644.4373274;-45.120503652039325
1739209644.4373343;-45.120503652039325
1739209644.437341;-35.57807855764607
1739209644.437348;-38.13080360867914
1739209644.4373548;-45.120503652039325
1739209644.4373617;-45.120503652039325
1739209644.4373686;-45.120503652039325
1739209644.4373755;-45.120503652039325
1739209644.4373825;-29.438486411369333
1739209644.4373894;-27.8777449560314
1739209644.437396;-45.120503652039325
1739209644.437403;-45.120503652039325
1739209644.4374099;-38.13080360867914
1739209644.4374168;-38.13080360867914
1739209644.4374237;-45.120503652039325
1739209644.4374306;-45.120503652039325
1739209644.4374375;-45.120503652039325
1739209644.4374444;-45.120503652039325
1739209644.4374514;-45.120503652039325
1739209644.437458;-45.120503652039325
1739209644.437465;-38.13080360867914
1739209644.4374719;-45.120503652039325
1739209644.4374788;-38.13080360867914
1739209644.4374857;-45.120503652039325
1739209644.4374926;-35.57807855764607
1739209644.4374995;-31.141103565318915
1739209644.4375064;-38.13080360867914
1739209644.437513;-45.120503652039325
1739209644.43752;-38.13080360867914
1739209644.437527;-35.57807855764607
1739209644.4375339;-38.13080360867914
1739209644.4375408;-45.120503652039325
1739209644.4375477;-32.816014438256545
1739209644.4375546;-32.816014438256545
1739209644.4375615;-45.120503652039325
1739209644.4375682;-45.120503652039325
1739209644.437575;-38.13080360867914
1739209644.437582;-33.981070128970906
1739209644.437589;-45.120503652039325
1739209644.4375958;-45.120503652039325
1739209644.4376028;-38.13080360867914
1739209644.4376097;-35.57807855764607
1739209644.4376166;-45.120503652039325
1739209644.4376233;-45.120503652039325
1739209644.4376302;-45.120503652039325
1739209644.437637;-45.120503652039325
1739209644.437644;-45.120503652039325
1739209644.437651;-38.13080360867914
1739209644.4376578;-38.13080360867914
1739209644.4376647;-25.826314394896357
1739209644.4376717;-38.13080360867914
1739209644.4376783;-38.13080360867914
1739209644.4376853;-35.57807855764607
1739209644.4376922;-35.57807855764607
1739209644.437699;-45.120503652039325
1739209644.437706;-38.13080360867914
1739209644.437713;-38.13080360867914
1739209644.4377198;-35.57807855764607
1739209644.4377267;-45.120503652039325
1739209644.4377337;-45.120503652039325
1739209644.4377403;-45.120503652039325
1739209644.4377472;-38.13080360867914
1739209644.4377542;-38.13080360867914
1739209644.437761;-45.120503652039325
1739209644.437768;-45.120503652039325
1739209644.437775;-33.981070128970906
1739209644.4377818;-38.13080360867914
1739209644.4377887;-45.120503652039325
1739209644.4377954;-31.141103565318915
1739209644.4378023;-38.13080360867914
1739209644.4378092;-45.120503652039325
1739209644.4378161;-45.120503652039325
1739209644.437823;-45.120503652039325
1739209644.43783;-33.981070128970906
1739209644.437837;-35.57807855764607
1739209644.4378438;-38.13080360867914
1739209644.4378505;-38.13080360867914
1739209644.4378574;-33.981070128970906
1739209644.4378643;-45.120503652039325
1739209644.4378712;-45.120503652039325
1739209644.4378781;-38.13080360867914
1739209644.437885;-38.13080360867914
1739209644.437892;-45.120503652039325
1739209644.4378989;-45.120503652039325
1739209644.4379056;-38.13080360867914
1739209644.4379125;-45.120503652039325
1739209644.4379194;-35.57807855764607
1739209644.4379263;-45.120503652039325
1739209644.4379332;-38.13080360867914
1739209644.4379401;-38.13080360867914
1739209644.437947;-38.13080360867914
1739209644.437954;-45.120503652039325
1739209644.4379606;-45.120503652039325
1739209644.4379675;-45.120503652039325
1739209644.4379745;-38.13080360867914
1739209644.4379814;-38.13080360867914
1739209644.4379883;-45.120503652039325
1739209644.4379952;-38.13080360867914
1739209644.438002;-45.120503652039325
1739209644.438009;-45.120503652039325
1739209644.438016;-45.120503652039325
1739209644.4380226;-45.120503652039325
1739209644.4380295;-38.13080360867914
1739209644.4380364;-45.120503652039325
1739209644.4380434;-45.120503652039325
1739209644.4380503;-38.13080360867914
1739209644.4380572;-38.13080360867914
1739209644.438064;-45.120503652039325
1739209644.438071;-45.120503652039325
1739209644.4380777;-45.120503652039325
1739209644.4380846;-45.120503652039325
1739209644.4380915;-38.13080360867914
1739209644.4380984;-45.120503652039325
1739209644.4381053;-45.120503652039325
1739209644.4381123;-32.816014438256545
1739209644.4381192;-38.13080360867914
1739209644.438126;-45.120503652039325
1739209644.4381328;-45.120503652039325
1739209644.4381397;-35.57807855764607
1739209644.4381466;-38.13080360867914
1739209644.4381535;-45.120503652039325
1739209644.4381604;-38.13080360867914
1739209644.4381673;-45.120503652039325
1739209644.4381742;-45.120503652039325
1739209644.4381812;-45.120503652039325
1739209644.4381878;-45.120503652039325
1739209644.4381948;-38.13080360867914
1739209644.4382017;-38.13080360867914
1739209644.4382086;-38.13080360867914
1739209644.4382155;-38.13080360867914
1739209644.4382224;-45.120503652039325
1739209644.4382293;-45.120503652039325
1739209644.4382362;-45.120503652039325
1739209644.438243;-45.120503652039325
1739209644.4382498;-45.120503652039325
1739209644.4382567;-45.120503652039325
1739209644.4382637;-45.120503652039325
1739209644.4382706;-45.120503652039325
1739209644.4382775;-28.58837851428586
1739209644.4382844;-35.57807855764607
1739209644.4382913;-38.13080360867914
1739209644.438298;-38.13080360867914
1739209644.438305;-38.13080360867914
1739209644.4383118;-38.13080360867914
1739209644.4383187;-45.120503652039325
1739209644.4383256;-32.816014438256545
1739209644.4383326;-31.141103565318943
1739209644.4383395;-45.120503652039325
1739209644.4383464;-33.981070128970906
1739209644.4383533;-38.13080360867914
1739209644.43836;-45.120503652039325
1739209644.438367;-45.120503652039325
1739209644.4383738;-38.13080360867914
1739209644.4383807;-45.120503652039325
1739209644.4383876;-27.8777449560314
1739209644.4383945;-35.57807855764607
1739209644.4384015;-38.13080360867914
1739209644.4384084;-35.57807855764607
1739209644.438415;-38.13080360867914
1739209644.438422;-38.13080360867914
