CAN Message; 0x39:08f51742250a2f0d
1739209674.4780204;-38.13080360867914
1739209674.478026;-45.120503652039325
1739209674.4780316;-35.57807855764607
1739209674.478037;-45.120503652039325
1739209674.4780426;-45.120503652039325
1739209674.4780483;-38.13080360867914
1739209674.4780538;-45.120503652039325
1739209674.4780595;-45.120503652039325
1739209674.478065;-38.13080360867914
1739209674.4780707;-45.120503652039325
1739209674.4780762;-45.120503652039325
1739209674.4780817;-31.141103565318915
1739209674.4780874;-32.816014438256545
1739209674.478093;-45.120503652039325
1739209674.4780986;-45.120503652039325
1739209674.478104;-38.13080360867914
1739209674.4781096;-45.120503652039325
1739209674.4781153;-45.120503652039325
1739209674.4781208;-38.13080360867914
1739209674.4781265;-45.120503652039325
1739209674.478132;-45.120503652039325
1739209674.4781375;-38.13080360867914
1739209674.4781432;-38.13080360867914
1739209674.4781487;-38.13080360867914
1739209674.4781544;-38.13080360867914
1739209674.47816;-38.13080360867914
1739209674.4781656;-45.120503652039325
1739209674.478171;-38.13080360867914
1739209674.4781766;-35.57807855764607
1739209674.4781823;-45.120503652039325
1739209674.4781878;-35.57807855764607
1739209674.4781935;-45.120503652039325
1739209674.478199;-45.120503652039325
1739209674.4782045;-38.13080360867914
1739209674.4782102;-35.57807855764607
1739209674.4782157;-38.13080360867914
1739209674.4782214;-45.120503652039325
1739209674.478227;-45.120503652039325
1739209674.4782326;-45.120503652039325
1739209674.478238;-45.120503652039325
1739209674.4782436;-45.120503652039325
1739209674.4782493;-45.120503652039325
1739209674.4782548;-45.120503652039325
1739209674.4782605;-45.120503652039325
1739209674.478266;-45.120503652039325
1739209674.4782715;-38.13080360867914
1739209674.4782772;-35.57807855764607
1739209674.4782827;-38.13080360867914
1739209674.4782884;-45.120503652039325
1739209674.478294;-35.57807855764607
1739209674.4782994;-35.57807855764607
1739209674.478305;-38.13080360867914
1739209674.4783106;-45.120503652039325
1739209674.4783163;-38.13080360867914
1739209674.4783218;-35.57807855764607
1739209674.4783275;-45.120503652039325
1739209674.478333;-45.120503652039325
1739209674.4783385;-38.13080360867914
1739209674.4783442;-45.120503652039325
1739209674.4783497;-38.13080360867914
1739209674.4783554;-45.120503652039325
1739209674.478361;-45.120503652039325
1739209674.4783664;-35.57807855764607
1739209674.478372;-38.13080360867914
1739209674.4783776;-45.120503652039325
1739209674.4783833;-38.13080360867914
1739209674.4783888;-35.57807855764607
1739209674.4783945;-38.13080360867914
1739209674.4784;-35.57807855764607
1739209674.4784055;-38.13080360867914
1739209674.4784112;-35.57807855764607
1739209674.4784167;-45.120503652039325
1739209674.4784224;-31.141103565318893
1739209674.478428;-38.13080360867914
1739209674.4784334;-38.13080360867914
1739209674.478439;-38.13080360867914
1739209674.4784446;-45.120503652039325
1739209674.4784503;-38.13080360867914
1739209674.4784558;-38.13080360867914
1739209674.4784613;-38.13080360867914
1739209674.478467;-38.13080360867914
1739209674.4784725;-38.13080360867914
1739209674.4784782;-38.13080360867914
1739209674.4784837;-45.120503652039325
1739209674.4784894;-32.816014438256545
1739209674.478495;-38.13080360867914
1739209674.4785004;-45.120503652039325
1739209674.478506;-45.120503652039325
1739209674.4785116;-38.13080360867914
1739209674.4785173;-38.13080360867914
1739209674.4785228;-45.120503652039325
1739209674.4785283;-38.13080360867914
1739209674.478534;-45.120503652039325
1739209674.4785395;-45.120503652039325
1739209674.4785452;-45.120503652039325
1739209674.4785507;-38.13080360867914
1739209674.4785564;-45.120503652039325
1739209674.4785619;-33.981070128970906
1739209674.4785674;-38.13080360867914
1739209674.478573;-35.57807855764607
1739209674.4785786;-35.57807855764607
1739209674.4785843;-38.13080360867914
1739209674.4785898;-45.120503652039325
1739209674.4785953;-38.13080360867914
1739209674.478601;-38.13080360867914
1739209674.4786065;-45.120503652039325
1739209674.4786122;-45.120503652039325
1739209674.4786177;-38.13080360867914
1739209674.4786232;-35.57807855764607
1739209674.4786289;-38.13080360867914
1739209674.4786344;-45.120503652039325
1739209674.47864;-38.13080360867914
1739209674.4786456;-32.816014438256545
1739209674.4786513;-38.13080360867914
1739209674.4786568;-45.120503652039325
1739209674.4786623;-45.120503652039325
1739209674.478668;-35.57807855764607
1739209674.4786735;-38.13080360867914
1739209674.4786792;-45.120503652039325
1739209674.4786847;-38.13080360867914
1739209674.4786901;-38.13080360867914
1739209674.4786959;-45.120503652039325
1739209674.4787014;-45.120503652039325
1739209674.478707;-38.13080360867914
1739209674.4787126;-38.13080360867914
1739209674.4787183;-38.13080360867914
1739209674.4787238;-45.120503652039325
1739209674.4787292;-45.120503652039325
1739209674.478735;-38.13080360867914
1739209674.4787405;-33.981070128970906
1739209674.4787462;-45.120503652039325
1739209674.4787517;-45.120503652039325
1739209674.4787571;-45.120503652039325
1739209674.4787629;-45.120503652039325
1739209674.4787683;-38.13080360867914
1739209674.478774;-38.13080360867914
1739209674.4787796;-35.57807855764607
1739209674.478785;-45.120503652039325
1739209674.4787908;-45.120503652039325
1739209674.4787962;-38.13080360867914
1739209674.478802;-45.120503652039325
1739209674.4788074;-45.120503652039325
1739209674.4788132;-45.120503652039325
1739209674.4788187;-38.13080360867914
1739209674.4788241;-38.13080360867914
1739209674.4788299;-38.13080360867914
1739209674.4788353;-38.13080360867914
1739209674.478841;-45.120503652039325
1739209674.4788465;-32.816014438256545
1739209674.478852;-45.120503652039325
1739209674.4788578;-45.120503652039325
1739209674.4788632;-38.13080360867914
1739209674.478869;-45.120503652039325
1739209674.4788744;-45.120503652039325
1739209674.4788802;-45.120503652039325
1739209674.4788857;-45.120503652039325
1739209674.4788911;-45.120503652039325
1739209674.4788969;-31.141103565318915
1739209674.4789023;-33.981070128970906
1739209674.478908;-38.13080360867914
1739209674.4789135;-45.120503652039325
1739209674.478919;-38.13080360867914
1739209674.4789248;-38.13080360867914
1739209674.4789302;-45.120503652039325
1739209674.478936;-45.120503652039325
1739209674.4789414;-45.120503652039325
1739209674.4789472;-45.120503652039325
1739209674.4789526;-45.120503652039325
1739209674.4789581;-45.120503652039325
1739209674.4789639;-45.120503652039325
1739209674.4789693;-45.120503652039325
1739209674.478975;-38.13080360867914
1739209674.4789805;-45.120503652039325
1739209674.478986;-32.816014438256545
1739209674.4789917;-30.49652367304973
1739209674.4789972;-38.13080360867914
1739209674.479003;-45.120503652039325
1739209674.4790084;-45.120503652039325
1739209674.479014;-38.13080360867914
1739209674.4790196;-38.13080360867914
1739209674.4790251;-45.120503652039325
1739209674.4790308;-45.120503652039325
1739209674.4790363;-45.120503652039325
1739209674.479042;-38.13080360867914
1739209674.4790475;-45.120503652039325
1739209674.479053;-38.13080360867914
1739209674.4790587;-45.120503652039325
1739209674.4790642;-38.13080360867914
1739209674.47907;-45.120503652039325
1739209674.4790754;-38.13080360867914
1739209674.479081;-29.438486411369333
1739209674.4790866;-38.13080360867914
1739209674.4790921;-45.120503652039325
1739209674.4790978;-33.981070128970906
1739209674.4791033;-31.141103565318893
1739209674.479109;-45.120503652039325
1739209674.4791145;-45.120503652039325
1739209674.47912;-38.13080360867914
1739209674.4791257;-35.57807855764607
1739209674.4791312;-38.13080360867914
1739209674.479137;-45.120503652039325
1739209674.4791424;-38.13080360867914
1739209674.479148;-38.13080360867914
1739209674.4791536;-38.13080360867914
1739209674.479159;-38.13080360867914
1739209674.4791648;-45.120503652039325
1739209674.4791703;-45.120503652039325
1739209674.4791758;-33.981070128970906
1739209674.4791815;-45.120503652039325
1739209674.479187;-35.57807855764607
1739209674.4791927;-32.816014438256545
1739209674.4791982;-38.13080360867914
1739209674.479204;-45.120503652039325
1739209674.4792094;-35.57807855764607
1739209674.479215;-28.21854285175415
1739209674.4792206;-45.120503652039325
1739209674.479226;-45.120503652039325
1739209674.4792318;-45.120503652039325
1739209674.4792373;-38.13080360867914
1739209674.4792428;-35.57807855764607
1739209674.4792485;-38.13080360867914
1739209674.479254;-45.120503652039325
1739209674.4792597;-38.13080360867914
1739209674.4792652;-45.120503652039325
1739209674.479271;-38.13080360867914
1739209674.4792764;-45.120503652039325
1739209674.479282;-45.120503652039325
1739209674.4792876;-45.120503652039325
1739209674.479293;-38.13080360867914
1739209674.4792988;-38.13080360867914
1739209674.4793043;-29.438486411369333
1739209674.4793098;-35.57807855764607
1739209674.4793155;-38.13080360867914
1739209674.479321;-45.120503652039325
1739209674.4793267;-45.120503652039325
1739209674.4793322;-38.13080360867914
1739209674.4793377;-38.13080360867914
1739209674.4793434;-38.13080360867914
1739209674.479349;-32.81601443825658
1739209674.4793546;-45.120503652039325
1739209674.47936;-32.816014438256545
1739209674.4793658;-38.13080360867914
1739209674.4793713;-45.120503652039325
1739209674.4793768;-38.13080360867914
1739209674.4793825;-35.57807855764607
1739209674.479388;-38.13080360867914
1739209674.4793937;-26.487275050834715
1739209674.4793992;-32.816014438256545
1739209674.4794047;-35.57807855764607
1739209674.4794104;-38.13080360867914
1739209674.479416;-38.13080360867914
1739209674.4794216;-38.13080360867914
1739209674.479427;-38.13080360867914
1739209674.4794328;-33.981070128970906
1739209674.4794383;-38.13080360867914
1739209674.4794438;-38.13080360867914
1739209674.4794495;-35.57807855764607
1739209674.479455;-45.120503652039325
1739209674.4794607;-45.120503652039325
1739209674.4794662;-38.13080360867914
1739209674.4794717;-32.816014438256545
1739209674.4794774;-45.120503652039325
1739209674.479483;-31.141103565318915
1739209674.4794886;-38.13080360867914
1739209674.479494;-45.120503652039325
1739209674.4794998;-38.13080360867914
1739209674.4795053;-38.13080360867914
1739209674.4795108;-38.13080360867914
1739209674.4795165;-38.13080360867914
1739209674.479522;-45.120503652039325
1739209674.4795277;-45.120503652039325
1739209674.4795332;-45.120503652039325
1739209674.4795387;-45.120503652039325
1739209674.4795444;-45.120503652039325
1739209674.47955;-45.120503652039325
1739209674.4795556;-45.120503652039325
1739209674.479561;-45.120503652039325
1739209674.4795666;-38.13080360867914
1739209674.4795723;-35.57807855764607
1739209674.4795778;-45.120503652039325
1739209674.4795835;-45.120503652039325
1739209674.479589;-38.13080360867914
1739209674.4795947;-45.120503652039325
1739209674.4796002;-45.120503652039325
1739209674.4796057;-45.120503652039325
1739209674.4796114;-38.13080360867914
1739209674.4796169;-30.49652367304973
1739209674.4796226;-33.981070128970906
1739209674.479628;-45.120503652039325
1739209674.4796336;-38.13080360867914
1739209674.4796393;-45.120503652039325
1739209674.4796448;-33.981070128970906
1739209674.4796505;-45.120503652039325
1739209674.479656;-45.120503652039325
1739209674.4796617;-33.981070128970906
1739209674.4796672;-45.120503652039325
1739209674.4796727;-45.120503652039325
1739209674.4796784;-45.120503652039325
1739209674.4796839;-45.120503652039325
1739209674.4796896;-45.120503652039325
1739209674.479695;-45.120503652039325
1739209674.4797006;-45.120503652039325
1739209674.4797063;-33.981070128970906
1739209674.4797118;-26.991370085610722
1739209674.4797175;-45.120503652039325
1739209674.479723;-38.13080360867914
1739209674.4797285;-33.981070128970906
1739209674.4797342;-32.816014438256545
1739209674.4797397;-38.13080360867914
1739209674.4797454;-45.120503652039325
1739209674.4797509;-35.57807855764607
1739209674.4797566;-33.981070128970906
1739209674.479762;-45.120503652039325
1739209674.4797676;-35.57807855764607
1739209674.4797733;-38.13080360867914
1739209674.4797788;-45.120503652039325
1739209674.4797845;-45.120503652039325
1739209674.47979;-33.981070128970906
1739209674.4797955;-38.13080360867914
1739209674.4798012;-27.877744956031414
1739209674.4798067;-45.120503652039325
1739209674.4798124;-38.13080360867914
1739209674.4798179;-38.13080360867914
1739209674.4798236;-33.981070128970906
1739209674.479829;-38.13080360867914
1739209674.4798346;-45.120503652039325
1739209674.4798403;-38.13080360867914
1739209674.4798458;-28.58837851428586
1739209674.4798515;-45.120503652039325
1739209674.479857;-38.13080360867914
1739209674.4798625;-35.57807855764607
1739209674.4798682;-45.120503652039325
1739209674.4798737;-45.120503652039325
1739209674.4798794;-45.120503652039325
1739209674.4798849;-32.816014438256545
1739209674.4798903;-30.49652367304973
1739209674.479896;-45.120503652039325
1739209674.4799016;-45.120503652039325
1739209674.4799073;-38.13080360867914
1739209674.4799128;-32.816014438256545
1739209674.4799185;-45.120503652039325
1739209674.479924;-38.13080360867914
1739209674.4799294;-38.13080360867914
1739209674.4799352;-38.13080360867914
1739209674.4799407;-38.13080360867914
1739209674.4799464;-33.981070128970906
1739209674.4799519;-33.981070128970906
1739209674.4799573;-45.120503652039325
1739209674.479963;-33.981070128970906
1739209674.4799685;-38.13080360867914
1739209674.4799743;-38.13080360867914
1739209674.4799798;-38.13080360867914
1739209674.4799855;-45.120503652039325
1739209674.479991;-45.120503652039325
1739209674.4799964;-45.120503652039325
1739209674.4800022;-38.13080360867914
1739209674.4800076;-35.57807855764607
1739209674.4800134;-38.13080360867914
1739209674.4800189;-45.120503652039325
1739209674.4800243;-45.120503652039325
1739209674.48003;-38.13080360867914
1739209674.4800355;-38.13080360867914
1739209674.4800413;-45.120503652039325
1739209674.4800467;-38.13080360867914
1739209674.4800522;-35.57807855764607
1739209674.480058;-45.120503652039325
1739209674.4800634;-45.120503652039325
1739209674.4800692;-33.981070128970906
1739209674.4800746;-45.120503652039325
1739209674.4800804;-38.13080360867914
1739209674.4800858;-38.13080360867914
1739209674.4800913;-33.981070128970906
1739209674.480097;-45.120503652039325
1739209674.4801025;-45.120503652039325
1739209674.4801083;-45.120503652039325
1739209674.4801137;-38.13080360867914
1739209674.4801192;-33.981070128970906
1739209674.480125;-45.120503652039325
1739209674.4801304;-38.13080360867914
1739209674.4801362;-38.13080360867914
1739209674.4801416;-31.141103565318893
1739209674.4801474;-38.13080360867914
1739209674.4801528;-45.120503652039325
1739209674.4801583;-35.57807855764607
1739209674.480164;-38.13080360867914
1739209674.4801695;-45.120503652039325
1739209674.4801753;-45.120503652039325
1739209674.4801807;-45.120503652039325
1739209674.4801862;-45.120503652039325
1739209674.480192;-38.13080360867914
1739209674.4801974;-45.120503652039325
1739209674.4802032;-45.120503652039325
1739209674.4802086;-38.13080360867914
1739209674.480214;-45.120503652039325
1739209674.4802198;-45.120503652039325
1739209674.4802253;-45.120503652039325
1739209674.480231;-38.13080360867914
1739209674.4802365;-38.13080360867914
1739209674.4802423;-38.13080360867914
1739209674.4802477;-35.57807855764607
1739209674.4802532;-38.13080360867914
1739209674.480259;-45.120503652039325
1739209674.4802644;-38.13080360867914
1739209674.4802701;-45.120503652039325
1739209674.4802756;-45.120503652039325
1739209674.480281;-33.981070128970906
1739209674.4802868;-38.13080360867914
1739209674.4802923;-38.13080360867914
1739209674.480298;-45.120503652039325
1739209674.4803035;-38.13080360867914
1739209674.4803092;-38.13080360867914
1739209674.4803147;-38.13080360867914
1739209674.4803202;-38.13080360867914
1739209674.480326;-38.13080360867914
1739209674.4803314;-38.13080360867914
1739209674.4803371;-45.120503652039325
1739209674.4803426;-38.13080360867914
1739209674.480348;-35.57807855764607
1739209674.4803538;-35.57807855764607
1739209674.4803593;-38.13080360867914
1739209674.480365;-45.120503652039325
1739209674.4803705;-33.981070128970906
1739209674.4803762;-38.13080360867914
1739209674.4803817;-38.13080360867914
1739209674.4803872;-45.120503652039325
1739209674.480393;-38.13080360867914
1739209674.4803984;-32.816014438256545
1739209674.4804041;-38.13080360867914
1739209674.4804096;-38.13080360867914
1739209674.480415;-38.13080360867914
1739209674.4804208;-35.57807855764607
1739209674.4804263;-38.13080360867914
1739209674.480432;-32.816014438256545
1739209674.4804375;-38.13080360867914
1739209674.480443;-35.57807855764607
1739209674.4804487;-38.13080360867914
1739209674.4804542;-45.120503652039325
1739209674.48046;-38.13080360867914
1739209674.4804654;-45.120503652039325
1739209674.4804711;-45.120503652039325
1739209674.4804766;-45.120503652039325
1739209674.480482;-38.13080360867914
1739209674.4804878;-38.13080360867914
1739209674.4804933;-38.13080360867914
1739209674.480499;-45.120503652039325
1739209674.4805045;-38.13080360867914
1739209674.48051;-38.13080360867914
1739209674.4805157;-45.120503652039325
1739209674.4805212;-33.981070128970906
1739209674.480527;-32.816014438256545
1739209674.4805324;-45.120503652039325
1739209674.4805381;-45.120503652039325
1739209674.4805436;-38.13080360867914
1739209674.480549;-38.13080360867914
1739209674.4805548;-45.120503652039325
1739209674.4805603;-38.13080360867914
1739209674.480566;-45.120503652039325
1739209674.4805715;-33.981070128970906
1739209674.480577;-32.816014438256545
1739209674.4805827;-38.13080360867914
1739209674.4805882;-33.981070128970906
1739209674.480594;-45.120503652039325
1739209674.4805994;-38.13080360867914
1739209674.480605;-38.13080360867914
1739209674.4806106;-33.981070128970906
1739209674.480616;-33.981070128970906
1739209674.4806218;-45.120503652039325
1739209674.4806273;-45.120503652039325
1739209674.480633;-38.13080360867914
1739209674.4806385;-38.13080360867914
1739209674.480644;-45.120503652039325
1739209674.4806497;-38.13080360867914
1739209674.4806552;-45.120503652039325
1739209674.480661;-45.120503652039325
1739209674.4806664;-45.120503652039325
1739209674.480672;-38.13080360867914
1739209674.4806776;-38.13080360867914
1739209674.480683;-38.13080360867914
1739209674.4806888;-38.13080360867914
1739209674.4806943;-38.13080360867914
1739209674.4807;-33.981070128970906
1739209674.4807055;-33.981070128970906
1739209674.480711;-38.13080360867914
1739209674.4807167;-38.13080360867914
1739209674.4807222;-33.981070128970906
1739209674.480728;-38.13080360867914
1739209674.4807334;-45.120503652039325
1739209674.4807389;-45.120503652039325
1739209674.4807446;-45.120503652039325
1739209674.48075;-45.120503652039325
1739209674.4807558;-45.120503652039325
1739209674.4807613;-45.120503652039325
1739209674.4807668;-45.120503652039325
1739209674.4807725;-38.13080360867914
1739209674.480778;-45.120503652039325
1739209674.4807837;-45.120503652039325
1739209674.4807892;-35.57807855764607
1739209674.480795;-33.981070128970906
1739209674.4808004;-45.120503652039325
1739209674.4808059;-38.13080360867914
1739209674.4808116;-32.816014438256545
1739209674.480817;-33.981070128970906
1739209674.4808228;-45.120503652039325
1739209674.4808283;-45.120503652039325
1739209674.4808338;-45.120503652039325
1739209674.4808395;-38.13080360867914
1739209674.480845;-30.49652367304973
1739209674.4808507;-35.57807855764607
1739209674.4808562;-45.120503652039325
1739209674.480862;-38.13080360867914
1739209674.4808674;-38.13080360867914
1739209674.4808729;-45.120503652039325
1739209674.4808786;-45.120503652039325
1739209674.480884;-31.141103565318915
1739209674.4808898;-35.57807855764607
1739209674.4808953;-38.13080360867914
1739209674.4809008;-45.120503652039325
1739209674.4809065;-38.13080360867914
1739209674.480912;-35.57807855764607
1739209674.4809177;-38.13080360867914
1739209674.4809232;-38.13080360867914
1739209674.480929;-32.816014438256545
1739209674.4809344;-33.981070128970906
1739209674.4809399;-38.13080360867914
1739209674.4809456;-45.120503652039325
1739209674.480951;-45.120503652039325
1739209674.4809568;-35.57807855764607
1739209674.4809623;-38.13080360867914
1739209674.4809678;-45.120503652039325
1739209674.4809735;-27.267205301931607
1739209674.480979;-30.49652367304973
1739209674.4809847;-45.120503652039325
1739209674.4809902;-45.120503652039325
1739209674.4809957;-31.141103565318915
1739209674.4810014;-33.981070128970906
1739209674.4810069;-38.13080360867914
1739209674.4810126;-45.120503652039325
1739209674.481018;-38.13080360867914
1739209674.4810238;-38.13080360867914
1739209674.4810293;-35.57807855764607
1739209674.4810348;-45.120503652039325
1739209674.4810405;-45.120503652039325
1739209674.481046;-38.13080360867914
1739209674.4810517;-45.120503652039325
1739209674.4810572;-38.13080360867914
1739209674.4810627;-35.57807855764607
1739209674.4810684;-32.816014438256545
1739209674.4810739;-38.13080360867914
1739209674.4810796;-45.120503652039325
1739209674.481085;-38.13080360867914
1739209674.4810908;-35.57807855764607
1739209674.4810963;-38.13080360867914
1739209674.4811018;-45.120503652039325
1739209674.4811075;-33.981070128970906
1739209674.481113;-33.981070128970906
1739209674.4811187;-45.120503652039325
1739209674.4811242;-45.120503652039325
1739209674.4811296;-38.13080360867914
1739209674.4811354;-38.13080360867914
1739209674.4811409;-45.120503652039325
1739209674.4811466;-45.120503652039325
1739209674.481152;-45.120503652039325
1739209674.4811575;-38.13080360867914
1739209674.4811633;-38.13080360867914
1739209674.4811687;-38.13080360867914
1739209674.4811745;-38.13080360867914
1739209674.48118;-38.13080360867914
1739209674.4811857;-38.13080360867914
1739209674.4811912;-45.120503652039325
1739209674.4811966;-33.981070128970906
1739209674.4812024;-32.816014438256545
1739209674.4812078;-45.120503652039325
1739209674.4812136;-45.120503652039325
1739209674.481219;-38.13080360867914
1739209674.4812245;-32.816014438256545
1739209674.4812303;-45.120503652039325
1739209674.4812357;-45.120503652039325
1739209674.4812415;-45.120503652039325
1739209674.481247;-45.120503652039325
1739209674.4812527;-38.13080360867914
1739209674.4812582;-38.13080360867914
1739209674.4812636;-38.13080360867914
1739209674.4812694;-33.981070128970906
1739209674.4812748;-33.981070128970906
1739209674.4812806;-45.120503652039325
1739209674.481286;-32.816014438256545
1739209674.4812915;-27.8777449560314
1739209674.4812973;-45.120503652039325
1739209674.4813027;-45.120503652039325
1739209674.4813085;-38.13080360867914
1739209674.481314;-38.13080360867914
1739209674.4813194;-38.13080360867914
1739209674.4813251;-35.57807855764607
1739209674.4813306;-45.120503652039325
1739209674.4813364;-38.13080360867914
1739209674.4813418;-45.120503652039325
1739209674.4813476;-45.120503652039325
1739209674.481353;-45.120503652039325
1739209674.4813585;-38.13080360867914
1739209674.4813643;-35.57807855764607
1739209674.4813697;-45.120503652039325
1739209674.4813755;-38.13080360867914
1739209674.481381;-26.991370085610736
1739209674.4813864;-38.13080360867914
1739209674.4813921;-38.13080360867914
1739209674.4813976;-35.57807855764607
1739209674.4814034;-35.57807855764607
1739209674.4814088;-45.120503652039325
1739209674.4814146;-35.57807855764607
1739209674.48142;-35.57807855764607
1739209674.4814255;-45.120503652039325
1739209674.4814312;-45.120503652039325
1739209674.4814367;-45.120503652039325
1739209674.4814425;-45.120503652039325
1739209674.481448;-45.120503652039325
1739209674.4814534;-35.57807855764607
1739209674.4814591;-38.13080360867914
1739209674.4814646;-45.120503652039325
1739209674.4814703;-38.13080360867914
1739209674.4814758;-35.57807855764607
1739209674.4814813;-35.57807855764607
1739209674.481487;-45.120503652039325
1739209674.4814925;-45.120503652039325
1739209674.4814982;-38.13080360867914
1739209674.4815037;-35.57807855764607
1739209674.4815094;-38.13080360867914
1739209674.481515;-45.120503652039325
1739209674.4815204;-38.13080360867914
1739209674.4815261;-45.120503652039325
1739209674.4815316;-45.120503652039325
1739209674.4815373;-45.120503652039325
1739209674.4815428;-45.120503652039325
1739209674.4815483;-45.120503652039325
1739209674.481554;-38.13080360867914
1739209674.4815595;-35.57807855764607
1739209674.4815652;-38.13080360867914
1739209674.4815707;-38.13080360867914
1739209674.4815764;-45.120503652039325
1739209674.481582;-45.120503652039325
1739209674.4815874;-38.13080360867914
1739209674.4815931;-33.981070128970906
1739209674.4815986;-38.13080360867914
1739209674.4816043;-45.120503652039325
1739209674.4816098;-38.13080360867914
1739209674.4816153;-35.57807855764607
1739209674.481621;-38.13080360867914
1739209674.4816265;-45.120503652039325
1739209674.4816322;-33.981070128970906
1739209674.4816377;-38.13080360867914
1739209674.4816432;-45.120503652039325
1739209674.481649;-45.120503652039325
1739209674.4816544;-38.13080360867914
1739209674.4816601;-45.120503652039325
1739209674.4816656;-38.13080360867914
1739209674.4816713;-45.120503652039325
1739209674.4816768;-38.13080360867914
1739209674.4816823;-38.13080360867914
1739209674.481688;-38.13080360867914
1739209674.4816935;-35.57807855764607
1739209674.4816992;-33.981070128970906
1739209674.4817047;-35.57807855764607
1739209674.4817102;-38.13080360867914
1739209674.481716;-38.13080360867914
1739209674.4817214;-35.57807855764607
1739209674.4817271;-45.120503652039325
1739209674.4817326;-33.981070128970906
1739209674.4817383;-45.120503652039325
1739209674.4817438;-45.120503652039325
1739209674.4817493;-38.13080360867914
1739209674.481755;-45.120503652039325
1739209674.4817605;-38.13080360867914
1739209674.4817662;-45.120503652039325
1739209674.4817717;-45.120503652039325
1739209674.4817772;-38.13080360867914
1739209674.481783;-38.13080360867914
1739209674.4817884;-38.13080360867914
1739209674.481794;-45.120503652039325
1739209674.4817996;-45.120503652039325
1739209674.4818053;-33.981070128970906
1739209674.4818108;-38.13080360867914
1739209674.4818163;-45.120503652039325
1739209674.481822;-38.13080360867914
1739209674.4818275;-35.57807855764607
1739209674.4818332;-45.120503652039325
1739209674.4818387;-45.120503652039325
1739209674.4818442;-38.13080360867914
1739209674.48185;-38.13080360867914
1739209674.4818554;-38.13080360867914
1739209674.481861;-38.13080360867914
1739209674.4818666;-45.120503652039325
1739209674.481872;-33.981070128970906
1739209674.4818778;-31.141103565318915
1739209674.4818833;-45.120503652039325
1739209674.481889;-38.13080360867914
1739209674.4818945;-38.13080360867914
1739209674.4819002;-35.57807855764607
1739209674.4819057;-45.120503652039325
1739209674.4819112;-45.120503652039325
1739209674.481917;-33.981070128970906
1739209674.4819224;-45.120503652039325
1739209674.481928;-45.120503652039325
1739209674.4819336;-38.13080360867914
1739209674.481939;-35.57807855764607
1739209674.4819448;-45.120503652039325
1739209674.4819503;-45.120503652039325
1739209674.481956;-38.13080360867914
1739209674.4819615;-33.981070128970906
1739209674.4819672;-33.981070128970906
1739209674.4819727;-45.120503652039325
1739209674.4819782;-38.13080360867914
1739209674.481984;-35.57807855764607
1739209674.4819894;-35.57807855764607
1739209674.481995;-45.120503652039325
1739209674.4820006;-38.13080360867914
1739209674.482006;-45.120503652039325
1739209674.4820118;-45.120503652039325
1739209674.4820173;-38.13080360867914
1739209674.482023;-45.120503652039325
1739209674.4820285;-45.120503652039325
1739209674.482034;-45.120503652039325
1739209674.4820397;-45.120503652039325
1739209674.4820452;-45.120503652039325
1739209674.482051;-38.13080360867914
1739209674.4820564;-38.13080360867914
1739209674.482062;-45.120503652039325
1739209674.4820676;-45.120503652039325
1739209674.482073;-45.120503652039325
1739209674.4820788;-45.120503652039325
1739209674.4820843;-25.62660358559016
1739209674.48209;-38.13080360867914
