CAN Message; 0x98:0000e2999a5cfede
Timestamp;Amplitude
1739209916.074175;-45.120503652039325
1739209916.0741825;-45.120503652039325
1739209916.0741901;-45.120503652039325
1739209916.0741978;-45.120503652039325
1739209916.0742054;-45.120503652039325
1739209916.074213;-45.120503652039325
1739209916.0742207;-45.120503652039325
1739209916.0742283;-45.120503652039325
1739209916.074236;-45.120503652039325
1739209916.0742435;-45.120503652039325
1739209916.0742512;-45.120503652039325
1739209916.0742588;-45.120503652039325
1739209916.0742662;-45.120503652039325
1739209916.0742738;-35.57807855764607
1739209916.0742815;-35.57807855764607
1739209916.074289;-38.13080360867914
1739209916.0742967;-38.13080360867914
1739209916.0743043;-45.120503652039325
1739209916.074312;-38.13080360867914
1739209916.0743196;-38.13080360867914
1739209916.0743272;-45.120503652039325
1739209916.0743349;-45.120503652039325
1739209916.0743425;-33.981070128970956
1739209916.07435;-45.120503652039325
1739209916.0743577;-31.141103565318915
1739209916.0743654;-45.120503652039325
1739209916.074373;-45.120503652039325
1739209916.0743806;-38.13080360867914
1739209916.0743883;-38.13080360867914
1739209916.074396;-45.120503652039325
1739209916.0744035;-28.58837851428586
1739209916.0744112;-35.57807855764607
1739209916.0744188;-45.120503652039325
1739209916.0744264;-45.120503652039325
1739209916.074434;-45.120503652039325
1739209916.0744417;-45.120503652039325
1739209916.0744493;-45.120503652039325
1739209916.074457;-45.120503652039325
1739209916.0744646;-45.120503652039325
1739209916.0744722;-38.13080360867914
1739209916.0744798;-32.816014438256545
1739209916.0744874;-45.120503652039325
1739209916.074495;-38.13080360867914
1739209916.0745027;-38.13080360867914
1739209916.0745103;-38.13080360867914
1739209916.074518;-38.13080360867914
1739209916.0745256;-45.120503652039325
1739209916.0745332;-45.120503652039325
1739209916.0745409;-33.981070128970906
1739209916.0745485;-45.120503652039325
1739209916.074556;-45.120503652039325
1739209916.0745637;-38.13080360867914
1739209916.0745714;-38.13080360867914
1739209916.074579;-45.120503652039325
1739209916.0745866;-32.816014438256545
1739209916.0745943;-38.13080360867914
1739209916.0746017;-38.13080360867914
1739209916.0746093;-38.13080360867914
1739209916.074617;-32.816014438256545
1739209916.0746245;-38.13080360867914
1739209916.0746322;-38.13080360867914
1739209916.0746398;-38.13080360867914
1739209916.0746474;-45.120503652039325
1739209916.074655;-45.120503652039325
1739209916.0746627;-32.816014438256545
1739209916.0746703;-38.13080360867914
1739209916.074678;-45.120503652039325
1739209916.0746856;-45.120503652039325
1739209916.0746932;-45.120503652039325
1739209916.0747008;-38.13080360867914
1739209916.0747085;-35.57807855764607
1739209916.074716;-45.120503652039325
1739209916.0747237;-45.120503652039325
1739209916.0747313;-31.141103565318915
1739209916.074739;-38.13080360867914
1739209916.0747466;-45.120503652039325
1739209916.0747542;-45.120503652039325
1739209916.0747619;-38.13080360867914
1739209916.0747695;-38.13080360867914
1739209916.0747771;-33.981070128970906
1739209916.0747848;-38.13080360867914
1739209916.0747924;-38.13080360867914
1739209916.0748;-30.49652367304973
1739209916.0748076;-35.57807855764607
1739209916.0748153;-38.13080360867914
1739209916.074823;-33.981070128970906
1739209916.0748305;-35.57807855764607
1739209916.0748382;-45.120503652039325
1739209916.0748458;-45.120503652039325
1739209916.0748534;-38.13080360867914
1739209916.074861;-38.13080360867914
1739209916.0748687;-33.981070128970906
1739209916.0748763;-45.120503652039325
1739209916.074884;-45.120503652039325
1739209916.0748916;-33.981070128970906
1739209916.0748992;-38.13080360867914
1739209916.0749068;-38.13080360867914
1739209916.0749145;-45.120503652039325
1739209916.074922;-45.120503652039325
1739209916.0749297;-45.120503652039325
1739209916.0749373;-45.120503652039325
1739209916.0749447;-38.13080360867914
1739209916.0749524;-38.13080360867914
1739209916.07496;-33.981070128970906
1739209916.0749676;-45.120503652039325
1739209916.0749753;-38.13080360867914
1739209916.074983;-38.13080360867914
1739209916.0749905;-38.13080360867914
1739209916.0749981;-45.120503652039325
1739209916.0750058;-45.120503652039325
1739209916.0750134;-35.57807855764607
1739209916.075021;-45.120503652039325
1739209916.0750287;-45.120503652039325
1739209916.0750363;-35.57807855764607
1739209916.075044;-35.57807855764607
1739209916.0750515;-45.120503652039325
1739209916.0750592;-45.120503652039325
1739209916.0750668;-38.13080360867914
1739209916.0750744;-35.57807855764607
1739209916.075082;-30.49652367304973
1739209916.0750897;-38.13080360867914
1739209916.0750973;-45.120503652039325
1739209916.075105;-38.13080360867914
1739209916.0751126;-38.13080360867914
1739209916.0751202;-38.13080360867914
1739209916.0751278;-38.13080360867914
1739209916.0751355;-45.120503652039325
1739209916.075143;-33.981070128970956
1739209916.0751507;-45.120503652039325
1739209916.0751584;-33.981070128970906
1739209916.075166;-38.13080360867914
1739209916.0751736;-38.13080360867914
1739209916.0751812;-38.13080360867914
1739209916.0751889;-38.13080360867914
1739209916.0751965;-35.57807855764607
1739209916.0752041;-28.58837851428586
1739209916.0752118;-38.13080360867914
1739209916.0752194;-45.120503652039325
1739209916.075227;-35.57807855764607
1739209916.0752347;-32.816014438256545
1739209916.0752423;-38.13080360867914
1739209916.07525;-45.120503652039325
1739209916.0752575;-32.816014438256545
1739209916.0752652;-33.981070128970956
1739209916.0752728;-45.120503652039325
1739209916.0752802;-45.120503652039325
1739209916.0752878;-45.120503652039325
1739209916.0752954;-45.120503652039325
1739209916.075303;-45.120503652039325
1739209916.0753107;-38.13080360867914
1739209916.0753183;-45.120503652039325
1739209916.075326;-32.816014438256545
1739209916.0753336;-35.57807855764607
1739209916.0753412;-45.120503652039325
1739209916.0753489;-38.13080360867914
1739209916.0753565;-35.57807855764607
1739209916.075364;-38.13080360867914
1739209916.0753717;-38.13080360867914
1739209916.0753794;-45.120503652039325
1739209916.075387;-45.120503652039325
1739209916.0753946;-45.120503652039325
1739209916.0754023;-38.13080360867914
1739209916.07541;-38.13080360867914
1739209916.0754175;-45.120503652039325
1739209916.0754251;-45.120503652039325
1739209916.0754328;-33.981070128970906
1739209916.0754404;-32.816014438256545
1739209916.075448;-45.120503652039325
1739209916.0754557;-45.120503652039325
1739209916.0754633;-38.13080360867914
1739209916.075471;-38.13080360867914
1739209916.0754786;-45.120503652039325
1739209916.0754862;-45.120503652039325
1739209916.0754938;-45.120503652039325
1739209916.0755014;-45.120503652039325
1739209916.075509;-32.816014438256545
1739209916.0755167;-31.141103565318893
1739209916.0755243;-33.981070128970906
1739209916.075532;-38.13080360867914
1739209916.0755396;-45.120503652039325
1739209916.0755472;-45.120503652039325
1739209916.0755548;-45.120503652039325
1739209916.0755625;-38.13080360867914
1739209916.07557;-45.120503652039325
1739209916.0755777;-35.57807855764607
1739209916.0755854;-38.13080360867914
1739209916.075593;-38.13080360867914
1739209916.0756006;-45.120503652039325
1739209916.0756083;-45.120503652039325
1739209916.075616;-33.981070128970906
1739209916.0756233;-45.120503652039325
1739209916.075631;-38.13080360867914
1739209916.0756385;-45.120503652039325
1739209916.0756462;-45.120503652039325
1739209916.0756538;-45.120503652039325
1739209916.0756614;-45.120503652039325
1739209916.075669;-45.120503652039325
1739209916.0756767;-31.141103565318915
1739209916.0756843;-38.13080360867914
1739209916.075692;-38.13080360867914
1739209916.0756996;-35.57807855764607
1739209916.0757072;-38.13080360867914
1739209916.0757148;-45.120503652039325
1739209916.0757225;-35.57807855764607
1739209916.07573;-35.57807855764607
1739209916.0757377;-45.120503652039325
1739209916.0757453;-35.57807855764607
1739209916.075753;-45.120503652039325
1739209916.0757606;-45.120503652039325
1739209916.0757682;-35.57807855764607
1739209916.0757759;-35.57807855764607
1739209916.0757835;-45.120503652039325
1739209916.0757911;-45.120503652039325
1739209916.0757987;-32.816014438256545
1739209916.0758064;-35.57807855764607
1739209916.075814;-38.13080360867914
1739209916.0758216;-38.13080360867914
1739209916.0758293;-33.981070128970906
1739209916.075837;-32.816014438256545
1739209916.0758445;-38.13080360867914
1739209916.0758522;-45.120503652039325
1739209916.0758598;-38.13080360867914
1739209916.0758674;-33.981070128970906
1739209916.075875;-38.13080360867914
1739209916.0758827;-45.120503652039325
1739209916.0758903;-38.13080360867914
1739209916.075898;-38.13080360867914
1739209916.0759056;-38.13080360867914
1739209916.0759132;-45.120503652039325
1739209916.0759208;-38.13080360867914
1739209916.0759284;-38.13080360867914
1739209916.075936;-45.120503652039325
1739209916.0759437;-45.120503652039325
1739209916.0759513;-33.981070128970906
1739209916.0759587;-32.816014438256545
1739209916.0759664;-38.13080360867914
1739209916.075974;-38.13080360867914
1739209916.0759816;-38.13080360867914
1739209916.0759892;-38.13080360867914
1739209916.0759969;-45.120503652039325
1739209916.0760045;-38.13080360867914
1739209916.0760121;-31.141103565318915
1739209916.0760198;-45.120503652039325
1739209916.0760274;-45.120503652039325
1739209916.076035;-32.816014438256545
1739209916.0760427;-33.981070128970906
1739209916.0760503;-38.13080360867914
1739209916.076058;-38.13080360867914
1739209916.0760655;-45.120503652039325
1739209916.0760732;-38.13080360867914
1739209916.0760808;-33.981070128970906
1739209916.0760884;-38.13080360867914
1739209916.076096;-45.120503652039325
1739209916.0761037;-45.120503652039325
1739209916.0761113;-38.13080360867914
1739209916.076119;-38.13080360867914
1739209916.0761266;-38.13080360867914
1739209916.063956;-45.120503652039325
1739209916.0639572;-45.120503652039325
1739209916.0639584;-45.120503652039325
1739209916.0639596;-45.120503652039325
1739209916.0639608;-45.120503652039325
1739209916.0639622;-38.13080360867914
1739209916.0639634;-45.120503652039325
1739209916.0639646;-38.13080360867914
1739209916.0639658;-35.57807855764607
1739209916.063967;-45.120503652039325
1739209916.0639684;-35.57807855764607
1739209916.0639696;-32.816014438256545
1739209916.0639708;-45.120503652039325
1739209916.063972;-45.120503652039325
1739209916.0639732;-45.120503652039325
1739209916.0639746;-45.120503652039325
1739209916.0639758;-38.13080360867914
1739209916.063977;-35.57807855764607
1739209916.0639782;-45.120503652039325
1739209916.0639794;-45.120503652039325
1739209916.0639808;-45.120503652039325
1739209916.063982;-38.13080360867914
1739209916.0639832;-45.120503652039325
1739209916.0639844;-38.13080360867914
1739209916.0639856;-35.57807855764607
1739209916.0639868;-35.57807855764607
1739209916.0639882;-38.13080360867914
1739209916.0639894;-38.13080360867914
1739209916.0639906;-45.120503652039325
1739209916.0639918;-45.120503652039325
1739209916.063993;-38.13080360867914
1739209916.0639944;-38.13080360867914
1739209916.0639956;-38.13080360867914
1739209916.0639968;-38.13080360867914
1739209916.063998;-45.120503652039325
1739209916.0639992;-45.120503652039325
1739209916.0640006;-45.120503652039325
1739209916.0640018;-33.981070128970906
1739209916.064003;-38.13080360867914
1739209916.0640042;-45.120503652039325
1739209916.0640054;-38.13080360867914
1739209916.0640068;-45.120503652039325
1739209916.064008;-38.13080360867914
1739209916.0640092;-33.981070128970906
1739209916.0640104;-38.13080360867914
1739209916.0640116;-45.120503652039325
1739209916.0640128;-38.13080360867914
1739209916.0640142;-45.120503652039325
1739209916.0640154;-45.120503652039325
1739209916.0640166;-45.120503652039325
1739209916.0640178;-33.981070128970906
1739209916.064019;-30.49652367304973
1739209916.0640204;-38.13080360867914
1739209916.0640216;-38.13080360867914
1739209916.0640228;-35.57807855764607
1739209916.064024;-30.49652367304973
1739209916.0640252;-38.13080360867914
1739209916.0640266;-38.13080360867914
1739209916.0640278;-38.13080360867914
1739209916.064029;-45.120503652039325
1739209916.0640302;-45.120503652039325
1739209916.0640314;-45.120503652039325
1739209916.0640326;-45.120503652039325
1739209916.064034;-45.120503652039325
1739209916.0640352;-45.120503652039325
1739209916.0640364;-45.120503652039325
1739209916.0640376;-33.981070128970906
1739209916.0640388;-30.49652367304973
1739209916.0640402;-38.13080360867914
1739209916.0640414;-45.120503652039325
1739209916.0640426;-35.57807855764607
1739209916.0640438;-35.57807855764607
1739209916.064045;-38.13080360867914
1739209916.0640464;-45.120503652039325
1739209916.0640476;-35.57807855764607
1739209916.0640488;-35.57807855764607
1739209916.06405;-45.120503652039325
1739209916.0640512;-45.120503652039325
1739209916.0640526;-33.981070128970906
1739209916.0640538;-35.57807855764607
1739209916.064055;-38.13080360867914
1739209916.0640562;-45.120503652039325
1739209916.0640574;-33.981070128970906
1739209916.0640585;-32.816014438256545
1739209916.06406;-45.120503652039325
1739209916.0640612;-45.120503652039325
1739209916.0640624;-38.13080360867914
1739209916.0640635;-38.13080360867914
1739209916.0640647;-45.120503652039325
1739209916.0640662;-35.57807855764607
1739209916.0640674;-33.981070128970906
1739209916.0640686;-35.57807855764607
1739209916.0640697;-38.13080360867914
1739209916.064071;-38.13080360867914
1739209916.0640724;-38.13080360867914
1739209916.0640736;-38.13080360867914
1739209916.0640748;-35.57807855764607
1739209916.064076;-38.13080360867914
1739209916.0640771;-38.13080360867914
1739209916.0640783;-33.981070128970906
1739209916.0640798;-38.13080360867914
1739209916.064081;-45.120503652039325
1739209916.0640821;-35.57807855764607
1739209916.0640833;-35.57807855764607
1739209916.0640845;-45.120503652039325
1739209916.064086;-45.120503652039325
1739209916.0640872;-38.13080360867914
1739209916.0640883;-35.57807855764607
1739209916.0640895;-33.981070128970906
1739209916.0640907;-38.13080360867914
1739209916.0640922;-38.13080360867914
1739209916.0640934;-38.13080360867914
1739209916.0640945;-35.57807855764607
1739209916.0640957;-38.13080360867914
1739209916.064097;-38.13080360867914
1739209916.0640984;-38.13080360867914
1739209916.0640996;-45.120503652039325
1739209916.0641007;-45.120503652039325
1739209916.064102;-38.13080360867914
1739209916.0641031;-35.57807855764607
1739209916.0641043;-45.120503652039325
1739209916.0641057;-45.120503652039325
1739209916.064107;-38.13080360867914
1739209916.0641081;-38.13080360867914
1739209916.0641093;-35.57807855764607
1739209916.0641105;-38.13080360867914
1739209916.064112;-45.120503652039325
1739209916.0641131;-38.13080360867914
1739209916.0641143;-32.816014438256545
1739209916.0641155;-38.13080360867914
1739209916.0641167;-45.120503652039325
1739209916.0641181;-38.13080360867914
1739209916.0641193;-45.120503652039325
1739209916.0641205;-45.120503652039325
1739209916.0641217;-45.120503652039325
1739209916.064123;-38.13080360867914
1739209916.064124;-45.120503652039325
1739209916.0641255;-38.13080360867914
1739209916.0641267;-45.120503652039325
1739209916.064128;-45.120503652039325
1739209916.064129;-45.120503652039325
1739209916.0641303;-38.13080360867914
1739209916.0641317;-38.13080360867914
1739209916.064133;-38.13080360867914
1739209916.0641341;-31.141103565318915
1739209916.0641353;-38.13080360867914
1739209916.0641365;-45.120503652039325
1739209916.064138;-45.120503652039325
1739209916.0641391;-32.816014438256545
1739209916.0641403;-32.816014438256545
1739209916.0641415;-45.120503652039325
1739209916.0641427;-45.120503652039325
1739209916.0641441;-45.120503652039325
1739209916.0641453;-38.13080360867914
1739209916.0641465;-45.120503652039325
1739209916.0641477;-45.120503652039325
1739209916.064149;-45.120503652039325
1739209916.06415;-45.120503652039325
1739209916.0641515;-45.120503652039325
1739209916.0641527;-45.120503652039325
1739209916.064154;-38.13080360867914
1739209916.064155;-45.120503652039325
1739209916.0641563;-38.13080360867914
1739209916.0641577;-45.120503652039325
1739209916.064159;-28.58837851428586
1739209916.06416;-29.438486411369333
1739209916.0641613;-45.120503652039325
1739209916.0641625;-45.120503652039325
1739209916.064164;-38.13080360867914
1739209916.064165;-38.13080360867914
1739209916.0641663;-45.120503652039325
1739209916.0641675;-35.57807855764607
1739209916.0641687;-45.120503652039325
1739209916.0641701;-45.120503652039325
1739209916.0641713;-45.120503652039325
1739209916.0641725;-38.13080360867914
1739209916.0641737;-38.13080360867914
1739209916.064175;-45.120503652039325
1739209916.064176;-33.981070128970906
1739209916.0641775;-45.120503652039325
1739209916.0641787;-45.120503652039325
1739209916.06418;-45.120503652039325
1739209916.064181;-45.120503652039325
1739209916.0641823;-45.120503652039325
1739209916.0641837;-45.120503652039325
1739209916.064185;-45.120503652039325
1739209916.064186;-45.120503652039325
1739209916.0641873;-45.120503652039325
1739209916.0641885;-32.816014438256545
1739209916.06419;-27.8777449560314
1739209916.064191;-45.120503652039325
1739209916.0641923;-45.120503652039325
1739209916.0641935;-38.13080360867914
1739209916.0641947;-38.13080360867914
1739209916.0641959;-45.120503652039325
1739209916.0641973;-45.120503652039325
1739209916.0641985;-45.120503652039325
1739209916.0641997;-38.13080360867914
1739209916.0642009;-45.120503652039325
1739209916.064202;-45.120503652039325
1739209916.0642035;-45.120503652039325
1739209916.0642047;-45.120503652039325
1739209916.064206;-38.13080360867914
1739209916.064207;-45.120503652039325
1739209916.0642083;-32.816014438256545
1739209916.0642097;-26.487275050834715
1739209916.064211;-38.13080360867914
1739209916.064212;-45.120503652039325
1739209916.0642133;-38.13080360867914
1739209916.0642145;-35.57807855764607
1739209916.064216;-45.120503652039325
1739209916.064217;-38.13080360867914
1739209916.0642183;-35.57807855764607
1739209916.0642195;-45.120503652039325
1739209916.0642207;-45.120503652039325
1739209916.0642219;-38.13080360867914
1739209916.0642233;-45.120503652039325
1739209916.0642245;-38.13080360867914
1739209916.0642257;-45.120503652039325
1739209916.0642269;-38.13080360867914
1739209916.064228;-38.13080360867914
1739209916.0642295;-45.120503652039325
1739209916.0642307;-45.120503652039325
1739209916.0642319;-38.13080360867914
1739209916.064233;-45.120503652039325
1739209916.0642343;-45.120503652039325
1739209916.0642357;-38.13080360867914
1739209916.0642369;-38.13080360867914
1739209916.064238;-45.120503652039325
1739209916.0642393;-45.120503652039325
1739209916.0642405;-38.13080360867914
1739209916.0642416;-45.120503652039325
1739209916.064243;-45.120503652039325
1739209916.0642443;-38.13080360867914
1739209916.0642455;-38.13080360867914
1739209916.0642467;-38.13080360867914
1739209916.0642478;-38.13080360867914
1739209916.0642493;-35.57807855764607
1739209916.0642505;-38.13080360867914
1739209916.0642517;-38.13080360867914
1739209916.0642529;-45.120503652039325
1739209916.064254;-45.120503652039325
1739209916.0642555;-45.120503652039325
1739209916.0642567;-45.120503652039325
1739209916.0642579;-45.120503652039325
1739209916.064259;-38.13080360867914
1739209916.0642602;-45.120503652039325
1739209916.0642617;-38.13080360867914
1739209916.0642629;-38.13080360867914
1739209916.064264;-45.120503652039325
1739209916.0642653;-31.141103565318915
1739209916.0642664;-32.816014438256545
1739209916.0642676;-45.120503652039325
1739209916.064269;-45.120503652039325
1739209916.0642703;-45.120503652039325
1739209916.0642715;-45.120503652039325
1739209916.0642726;-33.981070128970906
1739209916.0642738;-38.13080360867914
1739209916.0642753;-38.13080360867914
1739209916.0642765;-45.120503652039325
1739209916.0642776;-45.120503652039325
1739209916.0642788;-38.13080360867914
1739209916.06428;-45.120503652039325
1739209916.0642815;-45.120503652039325
1739209916.0642827;-45.120503652039325
1739209916.0642838;-45.120503652039325
1739209916.064285;-45.120503652039325
1739209916.0642862;-45.120503652039325
1739209916.0642877;-45.120503652039325
1739209916.0642889;-45.120503652039325
1739209916.06429;-33.981070128970906
1739209916.0642912;-45.120503652039325
1739209916.0642924;-45.120503652039325
1739209916.0642936;-38.13080360867914
1739209916.064295;-35.57807855764607
1739209916.0642962;-38.13080360867914
1739209916.0642974;-45.120503652039325
1739209916.0642986;-45.120503652039325
1739209916.0642998;-38.13080360867914
1739209916.0643013;-45.120503652039325
1739209916.0643024;-35.57807855764607
1739209916.0643036;-32.816014438256545
1739209916.0643048;-45.120503652039325
1739209916.064306;-38.13080360867914
1739209916.0643075;-45.120503652039325
1739209916.0643086;-45.120503652039325
1739209916.0643098;-31.141103565318915
1739209916.064311;-38.13080360867914
1739209916.0643122;-45.120503652039325
1739209916.0643134;-38.13080360867914
1739209916.0643148;-32.816014438256545
1739209916.064316;-35.57807855764607
1739209916.0643172;-38.13080360867914
1739209916.0643184;-45.120503652039325
1739209916.0643196;-45.120503652039325
1739209916.064321;-45.120503652039325
1739209916.0643222;-45.120503652039325
1739209916.0643234;-45.120503652039325
1739209916.0643246;-45.120503652039325
1739209916.0643258;-38.13080360867914
1739209916.0643272;-35.57807855764607
1739209916.0643284;-38.13080360867914
1739209916.0643296;-33.981070128970906
1739209916.0643308;-38.13080360867914
1739209916.064332;-45.120503652039325
1739209916.0643334;-45.120503652039325
1739209916.0643346;-31.141103565318915
1739209916.0643358;-35.57807855764607
1739209916.064337;-45.120503652039325
1739209916.0643382;-45.120503652039325
1739209916.0643394;-38.13080360867914
1739209916.0643408;-35.57807855764607
1739209916.064342;-38.13080360867914
1739209916.0643432;-45.120503652039325
1739209916.0643444;-45.120503652039325
1739209916.0643456;-38.13080360867914
1739209916.064347;-38.13080360867914
1739209916.0643482;-38.13080360867914
1739209916.0643494;-45.120503652039325
1739209916.0643506;-38.13080360867914
1739209916.0643518;-45.120503652039325
1739209916.0643532;-45.120503652039325
1739209916.0643544;-31.141103565318915
1739209916.0643556;-32.816014438256545
1739209916.0643568;-45.120503652039325
1739209916.064358;-45.120503652039325
1739209916.0643592;-28.58837851428586
1739209916.0643606;-32.816014438256545
1739209916.0643618;-38.13080360867914
1739209916.064363;-45.120503652039325
1739209916.0643642;-38.13080360867914
1739209916.0643654;-35.57807855764607
1739209916.0643668;-45.120503652039325
1739209916.064368;-38.13080360867914
1739209916.0643692;-38.13080360867914
1739209916.0643704;-45.120503652039325
1739209916.0643716;-38.13080360867914
1739209916.064373;-45.120503652039325
1739209916.0643742;-45.120503652039325
1739209916.0643754;-38.13080360867914
1739209916.0643766;-38.13080360867914
1739209916.0643778;-45.120503652039325
1739209916.0643792;-27.8777449560314
1739209916.0643804;-28.21854285175415
1739209916.0643816;-45.120503652039325
1739209916.0643828;-45.120503652039325
1739209916.064384;-38.13080360867914
1739209916.0643852;-35.57807855764607
1739209916.0643866;-45.120503652039325
1739209916.0643878;-45.120503652039325
1739209916.064389;-45.120503652039325
1739209916.0643902;-38.13080360867914
1739209916.0643914;-45.120503652039325
1739209916.0643928;-35.57807855764607
1739209916.064394;-38.13080360867914
1739209916.0643952;-38.13080360867914
1739209916.0643964;-45.120503652039325
1739209916.0643976;-38.13080360867914
1739209916.064399;-45.120503652039325
1739209916.0644002;-45.120503652039325
1739209916.0644014;-38.13080360867914
1739209916.0644026;-45.120503652039325
1739209916.0644038;-38.13080360867914
1739209916.0644052;-38.13080360867914
1739209916.0644064;-38.13080360867914
1739209916.0644076;-45.120503652039325
1739209916.0644088;-30.49652367304973
1739209916.06441;-26.991370085610736
1739209916.0644112;-45.120503652039325
1739209916.0644126;-45.120503652039325
1739209916.0644138;-35.57807855764607
1739209916.064415;-35.57807855764607
1739209916.0644162;-45.120503652039325
1739209916.0644174;-45.120503652039325
1739209916.0644188;-45.120503652039325
1739209916.06442;-38.13080360867914
1739209916.0644212;-38.13080360867914
1739209916.0644224;-45.120503652039325
1739209916.0644236;-45.120503652039325
1739209916.064425;-45.120503652039325
1739209916.0644262;-33.981070128970906
1739209916.0644274;-45.120503652039325
1739209916.0644286;-35.57807855764607
1739209916.0644298;-26.991370085610722
1739209916.064431;-38.13080360867914
1739209916.0644324;-45.120503652039325
1739209916.0644336;-31.141103565318893
1739209916.0644348;-31.141103565318893
1739209916.064436;-45.120503652039325
1739209916.0644372;-38.13080360867914
1739209916.0644386;-33.981070128970906
1739209916.0644398;-45.120503652039325
1739209916.064441;-45.120503652039325
1739209916.0644422;-45.120503652039325
1739209916.0644433;-38.13080360867914
1739209916.0644448;-38.13080360867914
1739209916.064446;-38.13080360867914
1739209916.0644472;-45.120503652039325
1739209916.0644484;-35.57807855764607
1739209916.0644495;-35.57807855764607
1739209916.064451;-45.120503652039325
1739209916.0644522;-45.120503652039325
1739209916.0644534;-38.13080360867914
1739209916.0644546;-45.120503652039325
1739209916.0644557;-45.120503652039325
1739209916.064457;-45.120503652039325
1739209916.0644584;-45.120503652039325
1739209916.0644596;-33.981070128970906
1739209916.0644608;-38.13080360867914
1739209916.064462;-45.120503652039325
1739209916.0644631;-38.13080360867914
1739209916.0644646;-32.816014438256545
1739209916.0644658;-45.120503652039325
1739209916.064467;-45.120503652039325
1739209916.0644681;-38.13080360867914
1739209916.0644693;-45.120503652039325
1739209916.0644708;-45.120503652039325
1739209916.064472;-38.13080360867914
1739209916.0644732;-38.13080360867914
1739209916.0644743;-45.120503652039325
1739209916.0644755;-38.13080360867914
1739209916.0644767;-45.120503652039325
1739209916.0644782;-45.120503652039325
1739209916.0644794;-33.981070128970906
1739209916.0644805;-45.120503652039325
1739209916.0644817;-45.120503652039325
1739209916.064483;-38.13080360867914
1739209916.0644844;-35.57807855764607
1739209916.0644855;-33.981070128970906
1739209916.0644867;-45.120503652039325
1739209916.064488;-45.120503652039325
1739209916.0644891;-38.13080360867914
1739209916.0644906;-38.13080360867914
1739209916.0644917;-38.13080360867914
1739209916.064493;-45.120503652039325
1739209916.0644941;-45.120503652039325
1739209916.0644953;-35.57807855764607
1739209916.0644968;-38.13080360867914
1739209916.064498;-45.120503652039325
1739209916.0644991;-45.120503652039325
1739209916.0645003;-35.57807855764607
1739209916.0645015;-35.57807855764607
1739209916.0645027;-45.120503652039325
1739209916.0645041;-45.120503652039325
1739209916.0645053;-38.13080360867914
1739209916.0645065;-32.816014438256545
1739209916.0645077;-45.120503652039325
1739209916.064509;-45.120503652039325
1739209916.0645103;-31.141103565318915
1739209916.0645115;-45.120503652039325
1739209916.0645127;-45.120503652039325
1739209916.064514;-33.981070128970906
1739209916.064515;-35.57807855764607
1739209916.0645165;-45.120503652039325
1739209916.0645177;-38.13080360867914
1739209916.064519;-38.13080360867914
1739209916.0645201;-35.57807855764607
1739209916.0645213;-45.120503652039325
1739209916.0645227;-45.120503652039325
1739209916.064524;-45.120503652039325
1739209916.0645251;-45.120503652039325
1739209916.0645263;-45.120503652039325
1739209916.0645275;-45.120503652039325
1739209916.0645287;-33.981070128970906
1739209916.0645301;-33.981070128970906
1739209916.0645313;-45.120503652039325
1739209916.0645325;-33.981070128970906
1739209916.0645337;-35.57807855764607
1739209916.064535;-45.120503652039325
1739209916.0645363;-38.13080360867914
1739209916.0645375;-38.13080360867914
1739209916.0645387;-38.13080360867914
1739209916.06454;-38.13080360867914
1739209916.064541;-38.13080360867914
1739209916.0645425;-33.981070128970906
1739209916.0645437;-38.13080360867914
1739209916.064545;-38.13080360867914
1739209916.064546;-38.13080360867914
1739209916.0645473;-38.13080360867914
1739209916.0645485;-38.13080360867914
1739209916.06455;-32.81601443825658
1739209916.064551;-45.120503652039325
1739209916.0645523;-38.13080360867914
1739209916.0645535;-38.13080360867914
1739209916.0645547;-45.120503652039325
1739209916.0645561;-38.13080360867914
1739209916.0645573;-35.57807855764607
1739209916.0645585;-38.13080360867914
1739209916.0645597;-27.267205301931607
1739209916.064561;-38.13080360867914
1739209916.0645623;-45.120503652039325
1739209916.0645635;-38.13080360867914
1739209916.0645647;-33.981070128970906
1739209916.064566;-38.13080360867914
1739209916.064567;-38.13080360867914
1739209916.0645685;-38.13080360867914
1739209916.0645697;-38.13080360867914
1739209916.064571;-45.120503652039325
1739209916.064572;-38.13080360867914
1739209916.0645733;-45.120503652039325
1739209916.0645745;-45.120503652039325
1739209916.064576;-38.13080360867914
1739209916.064577;-33.981070128970906
1739209916.0645783;-38.13080360867914
1739209916.0645795;-32.816014438256545
1739209916.0645807;-38.13080360867914
1739209916.064582;-38.13080360867914
1739209916.0645833;-35.57807855764607
1739209916.0645845;-38.13080360867914
1739209916.0645857;-38.13080360867914
1739209916.0645869;-45.120503652039325
1739209916.0645883;-38.13080360867914
1739209916.0645895;-45.120503652039325
1739209916.0645907;-38.13080360867914
1739209916.064592;-38.13080360867914
1739209916.064593;-45.120503652039325
1739209916.0645943;-38.13080360867914
1739209916.0645957;-45.120503652039325
1739209916.064597;-45.120503652039325
1739209916.064598;-32.816014438256545
1739209916.0645993;-33.981070128970956
1739209916.0646005;-45.120503652039325
1739209916.064602;-32.816014438256545
1739209916.064603;-35.57807855764607
1739209916.0646043;-45.120503652039325
1739209916.0646055;-45.120503652039325
1739209916.0646067;-35.57807855764607
1739209916.064608;-38.13080360867914
1739209916.0646093;-31.141103565318893
