CAN Message; 0x150:0700e823d87f2d2e
1739209717.5062988;-38.13080360867914
1739209717.5063035;-29.438486411369354
1739209717.5063083;-45.120503652039325
1739209717.5063128;-31.141103565318915
1739209717.5063176;-35.57807855764607
1739209717.5063224;-38.13080360867914
1739209717.5063272;-35.57807855764607
1739209717.5063317;-38.13080360867914
1739209717.5063365;-45.120503652039325
1739209717.5063412;-45.120503652039325
1739209717.5063457;-45.120503652039325
1739209717.5063505;-45.120503652039325
1739209717.5063553;-32.816014438256545
1739209717.50636;-38.13080360867914
1739209717.5063646;-45.120503652039325
1739209717.5063694;-38.13080360867914
1739209717.5063741;-45.120503652039325
1739209717.506379;-38.13080360867914
1739209717.5063834;-45.120503652039325
1739209717.5063882;-45.120503652039325
1739209717.506393;-45.120503652039325
1739209717.5063977;-38.13080360867914
1739209717.5064023;-45.120503652039325
1739209717.506407;-45.120503652039325
1739209717.5064118;-45.120503652039325
1739209717.5064166;-45.120503652039325
1739209717.506421;-45.120503652039325
1739209717.5064259;-45.120503652039325
1739209717.5064306;-45.120503652039325
1739209717.5064352;-45.120503652039325
1739209717.50644;-38.13080360867914
1739209717.5064447;-38.13080360867914
1739209717.5064495;-45.120503652039325
1739209717.506454;-32.816014438256545
1739209717.5064588;-35.57807855764607
1739209717.5064635;-45.120503652039325
1739209717.5064683;-45.120503652039325
1739209717.5064728;-45.120503652039325
1739209717.5064776;-45.120503652039325
1739209717.5064824;-45.120503652039325
1739209717.5064871;-45.120503652039325
1739209717.5064917;-38.13080360867914
1739209717.5064964;-38.13080360867914
1739209717.5065012;-45.120503652039325
1739209717.506506;-45.120503652039325
1739209717.5065105;-33.981070128970906
1739209717.5065153;-38.13080360867914
1739209717.50652;-45.120503652039325
1739209717.5065248;-45.120503652039325
1739209717.5065293;-45.120503652039325
1739209717.506534;-33.981070128970906
1739209717.5065389;-38.13080360867914
1739209717.5065434;-45.120503652039325
1739209717.5065482;-45.120503652039325
1739209717.506553;-45.120503652039325
1739209717.5065577;-33.981070128970906
1739209717.5065622;-38.13080360867914
1739209717.506567;-38.13080360867914
1739209717.5065718;-45.120503652039325
1739209717.5065765;-38.13080360867914
1739209717.506581;-35.57807855764607
1739209717.5065858;-38.13080360867914
1739209717.5065906;-45.120503652039325
1739209717.5065954;-38.13080360867914
1739209717.5066;-45.120503652039325
1739209717.5066047;-45.120503652039325
1739209717.5066094;-45.120503652039325
1739209717.5066142;-38.13080360867914
1739209717.5066187;-35.57807855764607
1739209717.5066235;-38.13080360867914
1739209717.5066283;-38.13080360867914
1739209717.5066328;-45.120503652039325
1739209717.5066376;-33.981070128970906
1739209717.5066423;-38.13080360867914
1739209717.506647;-33.981070128970906
1739209717.5066516;-35.57807855764607
1739209717.5066564;-45.120503652039325
1739209717.5066612;-45.120503652039325
1739209717.506666;-38.13080360867914
1739209717.5066705;-38.13080360867914
1739209717.5066752;-45.120503652039325
1739209717.50668;-38.13080360867914
1739209717.5066848;-45.120503652039325
1739209717.5066893;-45.120503652039325
1739209717.506694;-45.120503652039325
1739209717.5066988;-38.13080360867914
1739209717.5067036;-45.120503652039325
1739209717.5067081;-45.120503652039325
1739209717.506713;-45.120503652039325
1739209717.5067177;-45.120503652039325
1739209717.5067225;-27.267205301931607
1739209717.506727;-33.981070128970906
1739209717.5067317;-38.13080360867914
1739209717.5067365;-38.13080360867914
1739209717.506741;-35.57807855764607
1739209717.5067458;-38.13080360867914
1739209717.5067506;-35.57807855764607
1739209717.5067554;-45.120503652039325
1739209717.50676;-45.120503652039325
1739209717.5067647;-45.120503652039325
1739209717.5067694;-38.13080360867914
1739209717.5067742;-45.120503652039325
1739209717.5067787;-45.120503652039325
1739209717.5067835;-38.13080360867914
1739209717.5067883;-38.13080360867914
1739209717.506793;-38.13080360867914
1739209717.5067976;-35.57807855764607
1739209717.5068023;-38.13080360867914
1739209717.506807;-38.13080360867914
1739209717.5068119;-38.13080360867914
1739209717.5068164;-45.120503652039325
1739209717.5068212;-38.13080360867914
1739209717.506826;-32.816014438256545
1739209717.5068307;-38.13080360867914
1739209717.5068352;-28.992665084841942
1739209717.50684;-31.141103565318915
1739209717.5068448;-32.816014438256545
1739209717.5068493;-45.120503652039325
1739209717.506854;-45.120503652039325
1739209717.5068588;-35.57807855764607
1739209717.5068636;-35.57807855764607
1739209717.5068681;-38.13080360867914
1739209717.506873;-38.13080360867914
1739209717.5068777;-31.141103565318915
1739209717.5068824;-32.816014438256545
1739209717.506887;-38.13080360867914
1739209717.5068917;-38.13080360867914
1739209717.5068965;-45.120503652039325
1739209717.5069013;-38.13080360867914
1739209717.5069058;-45.120503652039325
1739209717.5069106;-38.13080360867914
1739209717.5069153;-38.13080360867914
1739209717.50692;-38.13080360867914
1739209717.5069246;-35.57807855764607
1739209717.5069294;-38.13080360867914
1739209717.5069342;-38.13080360867914
1739209717.5069387;-35.57807855764607
1739209717.5069435;-45.120503652039325
1739209717.5069482;-45.120503652039325
1739209717.506953;-38.13080360867914
1739209717.5069575;-33.981070128970906
1739209717.5069623;-33.981070128970906
1739209717.506967;-38.13080360867914
1739209717.5069718;-35.57807855764607
1739209717.5069764;-45.120503652039325
1739209717.5069811;-38.13080360867914
1739209717.506986;-38.13080360867914
1739209717.5069907;-38.13080360867914
1739209717.5069952;-38.13080360867914
1739209717.507;-38.13080360867914
1739209717.5070047;-45.120503652039325
1739209717.5070095;-45.120503652039325
1739209717.507014;-33.981070128970906
1739209717.5070188;-38.13080360867914
1739209717.5070236;-35.57807855764607
1739209717.5070283;-45.120503652039325
1739209717.5070329;-35.57807855764607
1739209717.5070376;-45.120503652039325
1739209717.5070424;-45.120503652039325
1739209717.507047;-38.13080360867914
1739209717.5070517;-35.57807855764607
1739209717.5070565;-38.13080360867914
1739209717.5070612;-38.13080360867914
1739209717.5070658;-32.816014438256545
1739209717.5070705;-38.13080360867914
1739209717.5070753;-33.981070128970906
1739209717.50708;-35.57807855764607
1739209717.5070846;-38.13080360867914
1739209717.5070894;-38.13080360867914
1739209717.5070941;-45.120503652039325
1739209717.507099;-45.120503652039325
1739209717.5071034;-45.120503652039325
1739209717.5071082;-38.13080360867914
1739209717.507113;-38.13080360867914
1739209717.5071177;-38.13080360867914
1739209717.5071223;-45.120503652039325
1739209717.507127;-38.13080360867914
1739209717.5071318;-45.120503652039325
1739209717.5071363;-45.120503652039325
1739209717.507141;-38.13080360867914
1739209717.507146;-35.57807855764607
1739209717.5071507;-38.13080360867914
1739209717.5071552;-45.120503652039325
1739209717.50716;-33.981070128970906
1739209717.5071647;-38.13080360867914
1739209717.5071695;-38.13080360867914
1739209717.507174;-45.120503652039325
1739209717.5071788;-38.13080360867914
1739209717.5071836;-45.120503652039325
1739209717.5071883;-45.120503652039325
1739209717.5071929;-38.13080360867914
1739209717.5071976;-38.13080360867914
1739209717.5072024;-45.120503652039325
1739209717.5072072;-45.120503652039325
1739209717.5072117;-35.57807855764607
1739209717.5072165;-33.981070128970956
1739209717.5072212;-38.13080360867914
1739209717.507226;-38.13080360867914
1739209717.5072305;-45.120503652039325
1739209717.5072353;-45.120503652039325
1739209717.50724;-45.120503652039325
1739209717.5072446;-38.13080360867914
1739209717.5072494;-45.120503652039325
1739209717.5072541;-30.49652367304973
1739209717.507259;-30.49652367304973
1739209717.5072634;-45.120503652039325
1739209717.5072682;-35.57807855764607
1739209717.507273;-45.120503652039325
1739209717.5072777;-38.13080360867914
1739209717.5072823;-45.120503652039325
1739209717.507287;-38.13080360867914
1739209717.5072918;-45.120503652039325
1739209717.5072966;-45.120503652039325
1739209717.507301;-33.981070128970906
1739209717.5073059;-35.57807855764607
1739209717.5073106;-45.120503652039325
1739209717.5073154;-45.120503652039325
1739209717.50732;-35.57807855764607
1739209717.5073247;-45.120503652039325
1739209717.5073295;-45.120503652039325
1739209717.507334;-35.57807855764607
1739209717.5073388;-38.13080360867914
1739209717.5073435;-45.120503652039325
1739209717.5073483;-32.816014438256545
1739209717.5073528;-35.57807855764607
1739209717.5073576;-45.120503652039325
1739209717.5073624;-45.120503652039325
1739209717.5073671;-32.816014438256545
1739209717.5073717;-32.816014438256545
1739209717.5073764;-38.13080360867914
1739209717.5073812;-45.120503652039325
1739209717.507386;-35.57807855764607
1739209717.5073905;-35.57807855764607
1739209717.5073953;-38.13080360867914
1739209717.5074;-38.13080360867914
1739209717.5074048;-45.120503652039325
1739209717.5074093;-45.120503652039325
1739209717.507414;-38.13080360867914
1739209717.5074189;-45.120503652039325
1739209717.5074236;-45.120503652039325
1739209717.5074282;-45.120503652039325
1739209717.507433;-38.13080360867914
1739209717.5074377;-45.120503652039325
1739209717.5074422;-38.13080360867914
1739209717.507447;-26.991370085610736
1739209717.5074518;-45.120503652039325
1739209717.5074565;-45.120503652039325
1739209717.507461;-45.120503652039325
1739209717.5074658;-45.120503652039325
1739209717.5074706;-45.120503652039325
1739209717.5074754;-45.120503652039325
1739209717.50748;-38.13080360867914
1739209717.5074847;-45.120503652039325
1739209717.5074894;-45.120503652039325
1739209717.5074942;-45.120503652039325
1739209717.5074987;-38.13080360867914
1739209717.5075035;-38.13080360867914
1739209717.5075083;-45.120503652039325
1739209717.507513;-38.13080360867914
1739209717.5075176;-45.120503652039325
1739209717.5075223;-45.120503652039325
1739209717.507527;-45.120503652039325
1739209717.507532;-45.120503652039325
1739209717.5075364;-38.13080360867914
1739209717.5075412;-45.120503652039325
1739209717.507546;-38.13080360867914
1739209717.5075505;-45.120503652039325
1739209717.5075552;-38.13080360867914
1739209717.50756;-30.49652367304973
1739209717.5075648;-38.13080360867914
1739209717.5075693;-45.120503652039325
1739209717.507574;-38.13080360867914
1739209717.5075788;-35.57807855764607
1739209717.5075836;-45.120503652039325
1739209717.5075881;-45.120503652039325
1739209717.507593;-38.13080360867914
1739209717.5075977;-38.13080360867914
1739209717.5076025;-45.120503652039325
1739209717.507607;-45.120503652039325
1739209717.5076118;-45.120503652039325
1739209717.5076165;-38.13080360867914
1739209717.5076213;-38.13080360867914
1739209717.5076258;-45.120503652039325
1739209717.5076306;-38.13080360867914
1739209717.5076354;-38.13080360867914
1739209717.50764;-38.13080360867914
1739209717.5076447;-45.120503652039325
1739209717.5076494;-45.120503652039325
1739209717.5076542;-45.120503652039325
1739209717.5076587;-38.13080360867914
1739209717.5076635;-45.120503652039325
1739209717.5076683;-38.13080360867914
1739209717.507673;-35.57807855764607
1739209717.5076776;-33.981070128970906
1739209717.5076823;-45.120503652039325
1739209717.507687;-33.981070128970906
1739209717.5076919;-31.141103565318893
1739209717.5076964;-38.13080360867914
1739209717.5077012;-45.120503652039325
1739209717.507706;-38.13080360867914
1739209717.5077107;-38.13080360867914
1739209717.5077152;-33.981070128970906
1739209717.50772;-45.120503652039325
1739209717.5077248;-33.981070128970906
1739209717.5077295;-45.120503652039325
1739209717.507734;-45.120503652039325
1739209717.5077388;-45.120503652039325
1739209717.5077436;-38.13080360867914
1739209717.5077481;-38.13080360867914
1739209717.507753;-45.120503652039325
1739209717.5077577;-45.120503652039325
1739209717.5077624;-45.120503652039325
1739209717.507767;-35.57807855764607
1739209717.5077717;-45.120503652039325
1739209717.5077765;-45.120503652039325
1739209717.5077813;-45.120503652039325
1739209717.5077858;-38.13080360867914
1739209717.5077906;-38.13080360867914
1739209717.5077953;-45.120503652039325
1739209717.5078;-38.13080360867914
1739209717.5078046;-38.13080360867914
1739209717.5078094;-38.13080360867914
1739209717.5078142;-45.120503652039325
1739209717.507819;-45.120503652039325
1739209717.5078235;-38.13080360867914
1739209717.5078282;-29.438486411369347
1739209717.507833;-45.120503652039325
1739209717.5078375;-45.120503652039325
1739209717.5078423;-45.120503652039325
1739209717.507847;-38.13080360867914
1739209717.5078518;-38.13080360867914
1739209717.5078564;-45.120503652039325
1739209717.5078611;-38.13080360867914
1739209717.507866;-28.992665084841942
1739209717.5078707;-38.13080360867914
1739209717.5078752;-38.13080360867914
1739209717.50788;-45.120503652039325
1739209717.5078847;-33.981070128970906
1739209717.5078895;-38.13080360867914
1739209717.507894;-45.120503652039325
1739209717.5078988;-45.120503652039325
1739209717.5079036;-32.816014438256545
1739209717.5079083;-45.120503652039325
1739209717.5079129;-45.120503652039325
1739209717.5079176;-45.120503652039325
1739209717.5079224;-38.13080360867914
1739209717.5079272;-45.120503652039325
1739209717.5079317;-45.120503652039325
1739209717.5079365;-45.120503652039325
1739209717.5079412;-45.120503652039325
1739209717.5079458;-38.13080360867914
1739209717.5079505;-45.120503652039325
1739209717.5079553;-45.120503652039325
1739209717.50796;-38.13080360867914
1739209717.5079646;-35.57807855764607
1739209717.5079694;-38.13080360867914
1739209717.5079741;-45.120503652039325
1739209717.507979;-27.267205301931607
1739209717.5079834;-45.120503652039325
1739209717.5079882;-45.120503652039325
1739209717.507993;-45.120503652039325
1739209717.5079978;-33.981070128970906
1739209717.5080023;-45.120503652039325
1739209717.508007;-45.120503652039325
1739209717.5080118;-45.120503652039325
1739209717.5080166;-38.13080360867914
1739209717.508021;-38.13080360867914
1739209717.508026;-38.13080360867914
1739209717.5080307;-45.120503652039325
1739209717.5080352;-38.13080360867914
1739209717.50804;-38.13080360867914
1739209717.5080447;-38.13080360867914
1739209717.5080495;-45.120503652039325
1739209717.508054;-30.49652367304973
1739209717.5080588;-32.816014438256545
1739209717.5080636;-38.13080360867914
1739209717.5080683;-35.57807855764607
1739209717.5080729;-38.13080360867914
1739209717.5080776;-38.13080360867914
1739209717.5080824;-38.13080360867914
1739209717.5080872;-38.13080360867914
1739209717.5080917;-38.13080360867914
1739209717.5080965;-45.120503652039325
1739209717.5081012;-45.120503652039325
1739209717.508106;-38.13080360867914
1739209717.5081105;-38.13080360867914
1739209717.5081153;-45.120503652039325
1739209717.50812;-38.13080360867914
1739209717.5081248;-38.13080360867914
1739209717.5081294;-45.120503652039325
1739209717.5081341;-45.120503652039325
1739209717.508139;-38.13080360867914
1739209717.5081434;-33.981070128970906
1739209717.5081482;-45.120503652039325
1739209717.508153;-32.816014438256545
1739209717.5081577;-31.141103565318915
1739209717.5081623;-32.816014438256545
1739209717.508167;-35.57807855764607
1739209717.5081718;-45.120503652039325
1739209717.5081766;-35.57807855764607
1739209717.508181;-31.141103565318893
1739209717.5081859;-38.13080360867914
1739209717.5081906;-45.120503652039325
1739209717.5081954;-38.13080360867914
1739209717.5082;-38.13080360867914
1739209717.5082047;-38.13080360867914
1739209717.5082095;-45.120503652039325
1739209717.5082142;-45.120503652039325
1739209717.5082188;-45.120503652039325
1739209717.5082235;-38.13080360867914
1739209717.5082283;-45.120503652039325
1739209717.508233;-38.13080360867914
1739209717.5082376;-45.120503652039325
1739209717.5082424;-45.120503652039325
1739209717.5082471;-29.438486411369333
1739209717.5082517;-38.13080360867914
1739209717.5082564;-45.120503652039325
1739209717.5082612;-38.13080360867914
1739209717.508266;-33.981070128970906
1739209717.5082705;-35.57807855764607
1739209717.5082753;-38.13080360867914
1739209717.50828;-45.120503652039325
1739209717.5082848;-38.13080360867914
1739209717.5082893;-38.13080360867914
1739209717.508294;-45.120503652039325
1739209717.5082989;-45.120503652039325
1739209717.5083036;-45.120503652039325
1739209717.5083082;-38.13080360867914
1739209717.508313;-45.120503652039325
1739209717.5083177;-45.120503652039325
1739209717.5083225;-45.120503652039325
1739209717.508327;-45.120503652039325
1739209717.5083318;-45.120503652039325
1739209717.5083365;-38.13080360867914
1739209717.508341;-35.57807855764607
1739209717.5083458;-45.120503652039325
1739209717.5083506;-38.13080360867914
1739209717.5083554;-38.13080360867914
1739209717.50836;-28.58837851428586
1739209717.5083647;-35.57807855764607
1739209717.5083694;-38.13080360867914
1739209717.5083742;-38.13080360867914
1739209717.5083787;-45.120503652039325
1739209717.5083835;-45.120503652039325
1739209717.5083883;-35.57807855764607
1739209717.508393;-38.13080360867914
1739209717.5083976;-33.981070128970956
1739209717.5084023;-38.13080360867914
1739209717.508407;-35.57807855764607
1739209717.508412;-45.120503652039325
1739209717.5084164;-45.120503652039325
1739209717.5084212;-45.120503652039325
1739209717.508426;-45.120503652039325
1739209717.5084307;-45.120503652039325
1739209717.5084352;-33.981070128970906
1739209717.50844;-45.120503652039325
1739209717.5084448;-38.13080360867914
1739209717.5084493;-38.13080360867914
1739209717.508454;-45.120503652039325
1739209717.5084589;-38.13080360867914
1739209717.5084636;-38.13080360867914
1739209717.5084682;-38.13080360867914
1739209717.508473;-38.13080360867914
1739209717.5084777;-38.13080360867914
1739209717.5084825;-35.57807855764607
1739209717.508487;-45.120503652039325
1739209717.5084918;-45.120503652039325
1739209717.5084965;-33.981070128970906
1739209717.5085013;-38.13080360867914
1739209717.5085058;-38.13080360867914
1739209717.5085106;-32.81601443825658
1739209717.5085154;-33.981070128970906
1739209717.5085201;-33.981070128970906
1739209717.5085247;-38.13080360867914
1739209717.5085294;-45.120503652039325
1739209717.5085342;-38.13080360867914
1739209717.5085387;-33.981070128970906
1739209717.5085435;-45.120503652039325
1739209717.5085483;-28.992665084841942
1739209717.508553;-31.141103565318915
1739209717.5085576;-45.120503652039325
1739209717.5085623;-38.13080360867914
1739209717.508567;-45.120503652039325
1739209717.5085719;-38.13080360867914
1739209717.5085764;-45.120503652039325
1739209717.5085812;-38.13080360867914
1739209717.508586;-35.57807855764607
1739209717.5085907;-33.981070128970906
1739209717.5085952;-38.13080360867914
1739209717.5086;-38.13080360867914
1739209717.5086048;-45.120503652039325
1739209717.5086095;-38.13080360867914
1739209717.508614;-38.13080360867914
1739209717.5086188;-45.120503652039325
1739209717.5086236;-45.120503652039325
1739209717.5086284;-33.981070128970906
1739209717.508633;-38.13080360867914
1739209717.5086377;-45.120503652039325
1739209717.5086448;-45.120503652039325
1739209717.5086517;-45.120503652039325
1739209717.508659;-38.13080360867914
1739209717.5086658;-38.13080360867914
1739209717.508673;-45.120503652039325
1739209717.5086799;-35.57807855764607
1739209717.508687;-35.57807855764607
1739209717.508694;-38.13080360867914
1739209717.508701;-38.13080360867914
1739209717.508708;-35.57807855764607
1739209717.5087152;-45.120503652039325
1739209717.508722;-38.13080360867914
1739209717.5087292;-38.13080360867914
1739209717.5087361;-38.13080360867914
1739209717.5087433;-45.120503652039325
1739209717.5087502;-38.13080360867914
1739209717.5087574;-33.981070128970906
1739209717.5087643;-45.120503652039325
1739209717.5087714;-45.120503652039325
1739209717.5087783;-38.13080360867914
1739209717.5087855;-38.13080360867914
1739209717.5087924;-38.13080360867914
1739209717.5087996;-38.13080360867914
1739209717.5088065;-45.120503652039325
1739209717.5088136;-38.13080360867914
1739209717.5088205;-45.120503652039325
1739209717.5088277;-45.120503652039325
1739209717.5088346;-38.13080360867914
1739209717.5088418;-45.120503652039325
1739209717.5088487;-38.13080360867914
1739209717.5088558;-38.13080360867914
1739209717.5088627;-35.57807855764607
1739209717.50887;-32.816014438256545
1739209717.5088768;-35.57807855764607
1739209717.508884;-35.57807855764607
1739209717.5088909;-38.13080360867914
1739209717.508898;-35.57807855764607
1739209717.508905;-45.120503652039325
1739209717.508912;-45.120503652039325
1739209717.508919;-38.13080360867914
1739209717.5089262;-38.13080360867914
1739209717.508933;-45.120503652039325
1739209717.5089402;-45.120503652039325
1739209717.5089471;-45.120503652039325
1739209717.5089543;-45.120503652039325
1739209717.5089612;-35.57807855764607
1739209717.5089684;-35.57807855764607
1739209717.5089753;-45.120503652039325
1739209717.5089824;-45.120503652039325
1739209717.5089893;-33.981070128970906
1739209717.5089965;-32.816014438256545
1739209717.5090034;-38.13080360867914
1739209717.5090106;-38.13080360867914
1739209717.5090175;-45.120503652039325
1739209717.5090246;-45.120503652039325
1739209717.5090315;-45.120503652039325
1739209717.5090387;-45.120503652039325
1739209717.5090456;-45.120503652039325
1739209717.5090528;-38.13080360867914
1739209717.5090597;-45.120503652039325
1739209717.5090668;-45.120503652039325
1739209717.5090737;-45.120503652039325
1739209717.509081;-38.13080360867914
1739209717.5090878;-45.120503652039325
1739209717.509095;-45.120503652039325
1739209717.5091019;-31.141103565318915
1739209717.509109;-38.13080360867914
1739209717.509116;-45.120503652039325
1739209717.509123;-45.120503652039325
1739209717.50913;-28.58837851428586
1739209717.5091372;-26.991370085610736
1739209717.509144;-45.120503652039325
1739209717.5091512;-45.120503652039325
1739209717.5091581;-38.13080360867914
1739209717.5091653;-35.57807855764607
1739209717.5091722;-45.120503652039325
1739209717.5091794;-38.13080360867914
1739209717.5091863;-45.120503652039325
1739209717.5091934;-45.120503652039325
1739209717.5092003;-38.13080360867914
1739209717.5092075;-45.120503652039325
1739209717.5092144;-38.13080360867914
1739209717.5092216;-35.57807855764607
1739209717.5092285;-45.120503652039325
1739209717.5092356;-38.13080360867914
1739209717.5092425;-45.120503652039325
1739209717.5092497;-45.120503652039325
1739209717.5092566;-38.13080360867914
1739209717.5092638;-38.13080360867914
1739209717.5092707;-45.120503652039325
1739209717.5092778;-38.13080360867914
1739209717.5092847;-38.13080360867914
1739209717.509292;-38.13080360867914
1739209717.5092988;-28.21854285175415
1739209717.509306;-26.035653463252796
1739209717.5093129;-38.13080360867914
1739209717.50932;-32.816014438256545
1739209717.509327;-35.57807855764607
1739209717.509334;-35.57807855764607
1739209717.509341;-45.120503652039325
1739209717.5093482;-38.13080360867914
1739209717.509355;-38.13080360867914
1739209717.5093622;-45.120503652039325
1739209717.5093691;-45.120503652039325
1739209717.5093763;-45.120503652039325
1739209717.5093832;-45.120503652039325
1739209717.5093904;-38.13080360867914
1739209717.5093973;-38.13080360867914
1739209717.5094044;-45.120503652039325
1739209717.5094113;-38.13080360867914
1739209717.5094185;-35.57807855764607
1739209717.5094254;-45.120503652039325
1739209717.5094326;-38.13080360867914
1739209717.5094395;-38.13080360867914
1739209717.5094466;-45.120503652039325
1739209717.5094535;-38.13080360867914
1739209717.5094607;-35.57807855764607
1739209717.5094676;-38.13080360867914
1739209717.5094748;-35.57807855764607
1739209717.5094817;-45.120503652039325
1739209717.5094888;-45.120503652039325
1739209717.5094957;-38.13080360867914
1739209717.509503;-38.13080360867914
1739209717.5095098;-38.13080360867914
1739209717.509517;-45.120503652039325
1739209717.5095239;-38.13080360867914
1739209717.509531;-45.120503652039325
1739209717.5095382;-38.13080360867914
1739209717.509545;-45.120503652039325
1739209717.5095522;-38.13080360867914
1739209717.5095592;-35.57807855764607
1739209717.5095663;-38.13080360867914
1739209717.5095732;-45.120503652039325
1739209717.5095804;-38.13080360867914
1739209717.5095873;-33.981070128970906
1739209717.5095944;-38.13080360867914
1739209717.5096014;-45.120503652039325
1739209717.5096085;-33.981070128970906
1739209717.5096154;-38.13080360867914
1739209717.5096226;-33.981070128970906
1739209717.5096295;-45.120503652039325
1739209717.5096366;-45.120503652039325
1739209717.5096436;-38.13080360867914
1739209717.5096507;-45.120503652039325
1739209717.5096576;-45.120503652039325
1739209717.5096648;-38.13080360867914
1739209717.5096717;-35.57807855764607
1739209717.5096788;-38.13080360867914
1739209717.5096858;-45.120503652039325
1739209717.509693;-45.120503652039325
1739209717.5096998;-38.13080360867914
1739209717.509707;-38.13080360867914
1739209717.509714;-45.120503652039325
1739209717.509721;-45.120503652039325
1739209717.509728;-45.120503652039325
1739209717.509735;-38.13080360867914
1739209717.509742;-45.120503652039325
1739209717.5097492;-38.13080360867914
1739209717.509756;-45.120503652039325
1739209717.5097632;-45.120503652039325
1739209717.5097702;-45.120503652039325
1739209717.5097773;-45.120503652039325
1739209717.5097842;-38.13080360867914
1739209717.5097914;-38.13080360867914
1739209717.5097983;-38.13080360867914
1739209717.5098054;-38.13080360867914
1739209717.5098124;-38.13080360867914
1739209717.5098195;-33.981070128970906
1739209717.5098264;-33.981070128970906
1739209717.5098336;-45.120503652039325
1739209717.5098405;-45.120503652039325
1739209717.5098476;-38.13080360867914
1739209717.5098546;-38.13080360867914
1739209717.5098617;-45.120503652039325
1739209717.5098686;-38.13080360867914
1739209717.5098758;-31.141103565318915
1739209717.5098827;-45.120503652039325
1739209717.5098898;-38.13080360867914
1739209717.5098968;-38.13080360867914
1739209717.509904;-45.120503652039325
1739209717.5099108;-38.13080360867914
1739209717.509918;-38.13080360867914
1739209717.509925;-38.13080360867914
1739209717.509932;-26.991370085610722
1739209717.509939;-35.57807855764607
1739209717.509946;-38.13080360867914
1739209717.509953;-38.13080360867914
1739209717.5099602;-38.13080360867914
1739209717.509967;-38.13080360867914
1739209717.5099742;-38.13080360867914
1739209717.5099812;-45.120503652039325
1739209717.5099883;-33.981070128970906
1739209717.5099952;-32.816014438256545
1739209717.5100024;-38.13080360867914
1739209717.5100093;-45.120503652039325
1739209717.5100164;-31.141103565318893
1739209717.5100234;-32.816014438256545
1739209717.5100305;-45.120503652039325
1739209717.5100374;-45.120503652039325
1739209717.5100446;-38.13080360867914
1739209717.5100515;-38.13080360867914
1739209717.5100586;-38.13080360867914
1739209717.5100656;-38.13080360867914
1739209717.5100727;-38.13080360867914
1739209717.5100796;-45.120503652039325
1739209717.5100868;-38.13080360867914
1739209717.5100937;-35.57807855764607
1739209717.5101008;-38.13080360867914
1739209717.5101078;-45.120503652039325
1739209717.510115;-45.120503652039325
1739209717.5101218;-45.120503652039325
1739209717.510129;-33.981070128970906
1739209717.510136;-38.13080360867914
1739209717.510143;-38.13080360867914
1739209717.51015;-45.120503652039325
1739209717.510157;-38.13080360867914
1739209717.510164;-45.120503652039325
1739209717.5101712;-45.120503652039325
1739209717.510178;-45.120503652039325
1739209717.5101852;-45.120503652039325
1739209717.5101922;-45.120503652039325
1739209717.5101993;-45.120503652039325
1739209717.5102062;-45.120503652039325
1739209717.5102134;-27.267205301931607
1739209717.5102203;-38.13080360867914
1739209717.5102274;-45.120503652039325
1739209717.5102344;-45.120503652039325
1739209717.5102415;-33.981070128970906
1739209717.5102484;-45.120503652039325
1739209717.5102556;-38.13080360867914
1739209717.5102625;-35.57807855764607
1739209717.5102696;-33.981070128970956
1739209717.5102766;-45.120503652039325
1739209717.5102837;-38.13080360867914
1739209717.5102906;-45.120503652039325
1739209717.5102978;-38.13080360867914
1739209717.5103047;-38.13080360867914
1739209717.5103118;-38.13080360867914
1739209717.5103188;-45.120503652039325
1739209717.510326;-31.141103565318915
1739209717.5103328;-33.981070128970906
1739209717.51034;-45.120503652039325
1739209717.510347;-33.981070128970906
1739209717.510354;-45.120503652039325
1739209717.510361;-45.120503652039325
1739209717.510368;-38.13080360867914
1739209717.510375;-38.13080360867914
1739209717.5103822;-38.13080360867914
1739209717.510389;-45.120503652039325
1739209717.5103962;-38.13080360867914
1739209717.5104032;-38.13080360867914
1739209717.5104103;-38.13080360867914
1739209717.5104172;-38.13080360867914
1739209717.5104244;-45.120503652039325
1739209717.5104313;-38.13080360867914
1739209717.5104384;-38.13080360867914
1739209717.5104456;-45.120503652039325
1739209717.5104525;-38.13080360867914
1739209717.5104597;-35.57807855764607
1739209717.5104666;-45.120503652039325
1739209717.5104737;-45.120503652039325
1739209717.5104806;-33.981070128970906
1739209717.5104878;-32.816014438256545
1739209717.5104947;-38.13080360867914
1739209717.5105019;-45.120503652039325
1739209717.5105088;-45.120503652039325
1739209717.510516;-38.13080360867914
1739209717.5105228;-35.57807855764607
1739209717.51053;-38.13080360867914
1739209717.510537;-38.13080360867914
1739209717.510544;-38.13080360867914
1739209717.510551;-38.13080360867914
1739209717.5105581;-45.120503652039325
1739209717.510565;-33.981070128970906
1739209717.5105722;-38.13080360867914
1739209717.510579;-45.120503652039325
1739209717.5105863;-38.13080360867914
1739209717.5105932;-35.57807855764607
1739209717.5106003;-38.13080360867914
1739209717.5106072;-35.57807855764607
1739209717.5106144;-38.13080360867914
1739209717.5106213;-38.13080360867914
1739209717.5106285;-35.57807855764607
1739209717.5106354;-35.57807855764607
1739209717.5106425;-45.120503652039325
1739209717.5106494;-38.13080360867914
1739209717.5106566;-35.57807855764607
1739209717.5106635;-45.120503652039325
1739209717.5106707;-45.120503652039325
