CAN Message; 0x1b8:02003074c21cc7e8
1739209624.079833;-45.120503652039325
1739209624.079838;-38.13080360867914
1739209624.0798433;-35.57807855764607
1739209624.0798483;-32.816014438256545
1739209624.0798535;-38.13080360867914
1739209624.0798585;-45.120503652039325
1739209624.0798638;-38.13080360867914
1739209624.0798688;-38.13080360867914
1739209624.079874;-38.13080360867914
1739209624.079879;-45.120503652039325
1739209624.079884;-38.13080360867914
1739209624.0798893;-35.57807855764607
1739209624.0798943;-38.13080360867914
1739209624.0798995;-33.981070128970906
1739209624.0799046;-38.13080360867914
1739209624.0799098;-38.13080360867914
1739209624.0799148;-38.13080360867914
1739209624.0799198;-38.13080360867914
1739209624.079925;-38.13080360867914
1739209624.07993;-38.13080360867914
1739209624.0799353;-45.120503652039325
1739209624.0799403;-38.13080360867914
1739209624.0799456;-35.57807855764607
1739209624.0799506;-35.57807855764607
1739209624.0799556;-45.120503652039325
1739209624.0799608;-45.120503652039325
1739209624.0799658;-32.816014438256545
1739209624.079971;-45.120503652039325
1739209624.079976;-45.120503652039325
1739209624.0799813;-45.120503652039325
1739209624.0799863;-38.13080360867914
1739209624.0799913;-38.13080360867914
1739209624.0799966;-33.981070128970906
1739209624.0800016;-32.816014438256545
1739209624.0800068;-38.13080360867914
1739209624.0800118;-38.13080360867914
1739209624.080017;-38.13080360867914
1739209624.080022;-31.141103565318915
1739209624.080027;-45.120503652039325
1739209624.0800323;-45.120503652039325
1739209624.0800374;-45.120503652039325
1739209624.0800426;-45.120503652039325
1739209624.0800476;-38.13080360867914
1739209624.0800529;-38.13080360867914
1739209624.0800579;-38.13080360867914
1739209624.080063;-30.49652367304976
1739209624.080068;-35.57807855764607
1739209624.080073;-38.13080360867914
1739209624.0800784;-45.120503652039325
1739209624.0800834;-33.981070128970906
1739209624.0800886;-32.816014438256545
1739209624.0800936;-33.981070128970906
1739209624.0800989;-33.981070128970906
1739209624.0801039;-25.826314394896357
1739209624.080109;-32.816014438256545
1739209624.0801141;-38.13080360867914
1739209624.0801191;-45.120503652039325
1739209624.0801244;-45.120503652039325
1739209624.0801294;-45.120503652039325
1739209624.0801346;-38.13080360867914
1739209624.0801396;-45.120503652039325
1739209624.0801446;-38.13080360867914
1739209624.08015;-38.13080360867914
1739209624.080155;-38.13080360867914
1739209624.0801601;-45.120503652039325
1739209624.0801651;-38.13080360867914
1739209624.0801704;-38.13080360867914
1739209624.0801754;-45.120503652039325
1739209624.0801804;-45.120503652039325
1739209624.0801857;-38.13080360867914
1739209624.0801907;-38.13080360867914
1739209624.080196;-38.13080360867914
1739209624.080201;-38.13080360867914
1739209624.0802062;-38.13080360867914
1739209624.0802112;-38.13080360867914
1739209624.0802162;-45.120503652039325
1739209624.0802214;-45.120503652039325
1739209624.0802264;-38.13080360867914
1739209624.0802317;-38.13080360867914
1739209624.0802367;-35.57807855764607
1739209624.080242;-38.13080360867914
1739209624.080247;-45.120503652039325
1739209624.0802522;-35.57807855764607
1739209624.0802572;-38.13080360867914
1739209624.0802622;-38.13080360867914
1739209624.0802674;-30.49652367304973
1739209624.0802724;-33.981070128970906
1739209624.0802777;-33.981070128970906
1739209624.0802827;-45.120503652039325
1739209624.080288;-38.13080360867914
1739209624.080293;-45.120503652039325
1739209624.080298;-33.981070128970906
1739209624.0803032;-45.120503652039325
1739209624.0803082;-33.981070128970906
1739209624.0803134;-38.13080360867914
1739209624.0803185;-38.13080360867914
1739209624.0803237;-45.120503652039325
1739209624.0803287;-45.120503652039325
1739209624.0803337;-35.57807855764607
1739209624.080339;-45.120503652039325
1739209624.080344;-45.120503652039325
1739209624.0803492;-33.981070128970906
1739209624.0803542;-31.141103565318915
1739209624.0803595;-38.13080360867914
1739209624.0803645;-45.120503652039325
1739209624.0803695;-45.120503652039325
1739209624.0803747;-45.120503652039325
1739209624.0803797;-45.120503652039325
1739209624.080385;-45.120503652039325
1739209624.08039;-38.13080360867914
1739209624.0803952;-45.120503652039325
1739209624.0804002;-38.13080360867914
1739209624.0804052;-45.120503652039325
1739209624.0804105;-38.13080360867914
1739209624.0804155;-33.981070128970906
1739209624.0804207;-38.13080360867914
1739209624.0804257;-45.120503652039325
1739209624.080431;-45.120503652039325
1739209624.080436;-45.120503652039325
1739209624.0804412;-45.120503652039325
1739209624.0804462;-45.120503652039325
1739209624.0804513;-45.120503652039325
1739209624.0804565;-32.816014438256545
1739209624.0804615;-38.13080360867914
1739209624.0804667;-38.13080360867914
1739209624.0804718;-38.13080360867914
1739209624.080477;-38.13080360867914
1739209624.080482;-45.120503652039325
1739209624.080487;-38.13080360867914
1739209624.0804923;-38.13080360867914
1739209624.0804973;-45.120503652039325
1739209624.0805025;-38.13080360867914
1739209624.0805075;-35.57807855764607
1739209624.0805128;-38.13080360867914
1739209624.0805178;-38.13080360867914
1739209624.0805228;-38.13080360867914
1739209624.080528;-38.13080360867914
1739209624.080533;-45.120503652039325
1739209624.0805383;-45.120503652039325
1739209624.0805433;-45.120503652039325
1739209624.0805485;-45.120503652039325
1739209624.0805535;-45.120503652039325
1739209624.0805585;-45.120503652039325
1739209624.0805638;-38.13080360867914
1739209624.0805688;-38.13080360867914
1739209624.080574;-38.13080360867914
1739209624.080579;-45.120503652039325
1739209624.0805843;-45.120503652039325
1739209624.0805893;-45.120503652039325
1739209624.0805945;-45.120503652039325
1739209624.0805995;-45.120503652039325
1739209624.0806046;-45.120503652039325
1739209624.0806098;-35.57807855764607
1739209624.0806148;-32.816014438256545
1739209624.08062;-33.981070128970906
1739209624.080625;-38.13080360867914
1739209624.0806303;-38.13080360867914
1739209624.0806353;-45.120503652039325
1739209624.0806403;-32.816014438256545
1739209624.0806456;-35.57807855764607
1739209624.0806506;-45.120503652039325
1739209624.0806558;-45.120503652039325
1739209624.0806608;-38.13080360867914
1739209624.080666;-38.13080360867914
1739209624.080671;-45.120503652039325
1739209624.080676;-38.13080360867914
1739209624.0806813;-45.120503652039325
1739209624.0806863;-45.120503652039325
1739209624.0806916;-45.120503652039325
1739209624.0806966;-45.120503652039325
1739209624.0807018;-45.120503652039325
1739209624.0807068;-38.13080360867914
1739209624.0807118;-38.13080360867914
1739209624.080717;-45.120503652039325
1739209624.080722;-33.981070128970906
1739209624.0807273;-38.13080360867914
1739209624.0807323;-45.120503652039325
1739209624.0807376;-45.120503652039325
1739209624.0807426;-31.141103565318893
1739209624.0807476;-38.13080360867914
1739209624.0807528;-45.120503652039325
1739209624.0807579;-38.13080360867914
1739209624.080763;-31.141103565318893
1739209624.080768;-32.816014438256545
1739209624.0807734;-45.120503652039325
1739209624.0807784;-38.13080360867914
1739209624.0807836;-45.120503652039325
1739209624.0807886;-38.13080360867914
1739209624.0807936;-45.120503652039325
1739209624.0807989;-38.13080360867914
1739209624.0808039;-45.120503652039325
1739209624.080809;-45.120503652039325
1739209624.0808141;-38.13080360867914
1739209624.0808194;-38.13080360867914
1739209624.0808244;-32.816014438256545
1739209624.0808294;-38.13080360867914
1739209624.0808346;-45.120503652039325
1739209624.0808396;-45.120503652039325
1739209624.0808449;-32.816014438256545
1739209624.08085;-30.49652367304973
1739209624.0808551;-45.120503652039325
1739209624.0808601;-38.13080360867914
1739209624.0808651;-35.57807855764607
1739209624.0808704;-38.13080360867914
1739209624.0808754;-38.13080360867914
1739209624.0808806;-45.120503652039325
1739209624.0808856;-45.120503652039325
1739209624.080891;-45.120503652039325
1739209624.080896;-38.13080360867914
1739209624.080901;-45.120503652039325
1739209624.0809062;-45.120503652039325
1739209624.0809112;-45.120503652039325
1739209624.0809164;-45.120503652039325
1739209624.0809214;-38.13080360867914
1739209624.0809267;-45.120503652039325
1739209624.0809317;-33.981070128970906
1739209624.0809367;-45.120503652039325
1739209624.080942;-45.120503652039325
1739209624.080947;-45.120503652039325
1739209624.0809522;-45.120503652039325
1739209624.0809572;-33.981070128970906
1739209624.0809624;-33.981070128970906
1739209624.0809674;-38.13080360867914
1739209624.0809727;-30.49652367304973
1739209624.0809777;-38.13080360867914
1739209624.0809827;-45.120503652039325
1739209624.080988;-45.120503652039325
1739209624.080993;-38.13080360867914
1739209624.0809982;-38.13080360867914
1739209624.0810032;-45.120503652039325
1739209624.0810084;-45.120503652039325
1739209624.0810134;-35.57807855764607
1739209624.0810184;-38.13080360867914
1739209624.0810237;-38.13080360867914
1739209624.0810287;-45.120503652039325
1739209624.081034;-38.13080360867914
1739209624.081039;-35.57807855764607
1739209624.0810442;-38.13080360867914
1739209624.0810492;-45.120503652039325
1739209624.0810542;-31.141103565318915
1739209624.0810595;-38.13080360867914
1739209624.0810645;-38.13080360867914
1739209624.0810697;-35.57807855764607
1739209624.0810747;-38.13080360867914
1739209624.08108;-35.57807855764607
1739209624.081085;-45.120503652039325
1739209624.08109;-45.120503652039325
1739209624.0810952;-45.120503652039325
1739209624.0811002;-45.120503652039325
1739209624.0811055;-45.120503652039325
1739209624.0811105;-38.13080360867914
1739209624.0811157;-33.981070128970906
1739209624.0811207;-35.57807855764607
1739209624.0811257;-38.13080360867914
1739209624.081131;-45.120503652039325
1739209624.081136;-38.13080360867914
1739209624.0811412;-45.120503652039325
1739209624.0811462;-45.120503652039325
1739209624.0811515;-45.120503652039325
1739209624.0811565;-45.120503652039325
1739209624.0811617;-38.13080360867914
1739209624.0811667;-33.981070128970906
1739209624.0811718;-45.120503652039325
1739209624.081177;-33.981070128970906
1739209624.081182;-38.13080360867914
1739209624.0811872;-45.120503652039325
1739209624.0811923;-38.13080360867914
1739209624.0811975;-38.13080360867914
1739209624.0812025;-38.13080360867914
1739209624.0812075;-45.120503652039325
1739209624.0812128;-35.57807855764607
1739209624.0812178;-38.13080360867914
1739209624.081223;-38.13080360867914
1739209624.081228;-38.13080360867914
1739209624.0812333;-45.120503652039325
1739209624.0812383;-38.13080360867914
1739209624.0812433;-45.120503652039325
1739209624.0812485;-45.120503652039325
1739209624.0812535;-45.120503652039325
1739209624.0812588;-38.13080360867914
1739209624.0812638;-45.120503652039325
1739209624.081269;-45.120503652039325
1739209624.081274;-45.120503652039325
1739209624.081279;-38.13080360867914
1739209624.0812843;-45.120503652039325
1739209624.0812893;-45.120503652039325
1739209624.0812945;-45.120503652039325
1739209624.0812995;-38.13080360867914
1739209624.0813048;-33.981070128970906
1739209624.0813098;-45.120503652039325
1739209624.081315;-35.57807855764607
1739209624.08132;-33.981070128970906
1739209624.081325;-35.57807855764607
1739209624.0813303;-45.120503652039325
1739209624.0813353;-32.816014438256545
1739209624.0813406;-38.13080360867914
1739209624.0813456;-45.120503652039325
1739209624.0813508;-45.120503652039325
1739209624.0813558;-45.120503652039325
1739209624.0813608;-45.120503652039325
1739209624.081366;-38.13080360867914
1739209624.081371;-38.13080360867914
1739209624.0813763;-38.13080360867914
1739209624.0813813;-35.57807855764607
1739209624.0813866;-38.13080360867914
1739209624.0813916;-45.120503652039325
1739209624.0813966;-45.120503652039325
1739209624.0814018;-38.13080360867914
1739209624.0814068;-38.13080360867914
1739209624.081412;-45.120503652039325
1739209624.081417;-38.13080360867914
1739209624.0814223;-38.13080360867914
1739209624.0814273;-35.57807855764607
1739209624.0814323;-38.13080360867914
1739209624.0814376;-33.981070128970906
1739209624.0814426;-38.13080360867914
1739209624.0814478;-45.120503652039325
1739209624.0814528;-45.120503652039325
1739209624.081458;-38.13080360867914
1739209624.081463;-45.120503652039325
1739209624.081468;-33.981070128970956
1739209624.0814734;-45.120503652039325
1739209624.0814784;-32.816014438256545
1739209624.0814836;-35.57807855764607
1739209624.0814886;-45.120503652039325
1739209624.0814939;-35.57807855764607
1739209624.0814989;-38.13080360867914
1739209624.081504;-38.13080360867914
1739209624.081509;-30.49652367304973
1739209624.0815141;-38.13080360867914
1739209624.0815194;-38.13080360867914
1739209624.0815244;-38.13080360867914
1739209624.0815296;-38.13080360867914
1739209624.0815346;-38.13080360867914
1739209624.0815399;-35.57807855764607
1739209624.0815449;-38.13080360867914
1739209624.08155;-45.120503652039325
1739209624.0815551;-38.13080360867914
1739209624.0815601;-45.120503652039325
1739209624.0815654;-38.13080360867914
1739209624.0815704;-35.57807855764607
1739209624.0815756;-38.13080360867914
1739209624.0815806;-35.57807855764607
1739209624.0815856;-38.13080360867914
1739209624.081591;-45.120503652039325
1739209624.081596;-45.120503652039325
1739209624.0816011;-45.120503652039325
1739209624.0816061;-45.120503652039325
1739209624.0816114;-45.120503652039325
1739209624.0816164;-45.120503652039325
1739209624.0816214;-45.120503652039325
1739209624.0816267;-45.120503652039325
1739209624.0816317;-25.826314394896354
1739209624.081637;-32.816014438256545
1739209624.081642;-33.981070128970906
1739209624.0816472;-38.13080360867914
1739209624.0816522;-32.816014438256545
1739209624.0816572;-38.13080360867914
1739209624.0816624;-45.120503652039325
1739209624.0816674;-45.120503652039325
1739209624.0816727;-38.13080360867914
1739209624.0816777;-45.120503652039325
1739209624.081683;-45.120503652039325
1739209624.081688;-45.120503652039325
1739209624.0816932;-38.13080360867914
1739209624.0816982;-35.57807855764607
1739209624.0817032;-38.13080360867914
1739209624.0817084;-38.13080360867914
1739209624.0817134;-32.816014438256545
1739209624.0817187;-33.981070128970906
1739209624.0817237;-45.120503652039325
1739209624.081729;-38.13080360867914
1739209624.081734;-45.120503652039325
1739209624.081739;-45.120503652039325
1739209624.0817442;-45.120503652039325
1739209624.0817492;-33.981070128970906
1739209624.0817544;-35.57807855764607
1739209624.0817595;-38.13080360867914
1739209624.0817647;-38.13080360867914
1739209624.0817697;-45.120503652039325
1739209624.0817747;-32.816014438256545
1739209624.08178;-45.120503652039325
1739209624.081785;-45.120503652039325
1739209624.0817902;-33.981070128970906
1739209624.0817952;-45.120503652039325
1739209624.0818005;-45.120503652039325
1739209624.0818055;-45.120503652039325
1739209624.0818105;-38.13080360867914
1739209624.0818157;-38.13080360867914
1739209624.0818207;-33.981070128970906
1739209624.081826;-45.120503652039325
1739209624.081831;-45.120503652039325
1739209624.0818362;-32.816014438256545
1739209624.0818412;-38.13080360867914
1739209624.0818462;-45.120503652039325
1739209624.0818515;-45.120503652039325
1739209624.0818565;-38.13080360867914
1739209624.0818617;-45.120503652039325
1739209624.0818667;-45.120503652039325
1739209624.081872;-45.120503652039325
1739209624.081877;-45.120503652039325
1739209624.0818822;-45.120503652039325
1739209624.0818872;-33.981070128970906
1739209624.0818923;-38.13080360867914
1739209624.0818975;-33.981070128970906
1739209624.0819025;-38.13080360867914
1739209624.0819077;-45.120503652039325
1739209624.0819128;-38.13080360867914
1739209624.081918;-35.57807855764607
1739209624.081923;-33.981070128970906
1739209624.081928;-45.120503652039325
1739209624.0819333;-45.120503652039325
1739209624.0819383;-35.57807855764607
1739209624.0819435;-38.13080360867914
1739209624.0819485;-35.57807855764607
1739209624.0819538;-38.13080360867914
1739209624.0819588;-45.120503652039325
1739209624.0819638;-38.13080360867914
1739209624.081969;-45.120503652039325
1739209624.081974;-45.120503652039325
1739209624.0819793;-45.120503652039325
1739209624.0819843;-38.13080360867914
1739209624.0819895;-45.120503652039325
1739209624.0819945;-45.120503652039325
1739209624.0819995;-33.981070128970906
1739209624.0820048;-33.981070128970906
1739209624.0820098;-45.120503652039325
1739209624.082015;-45.120503652039325
1739209624.08202;-45.120503652039325
1739209624.0820253;-45.120503652039325
1739209624.0820303;-45.120503652039325
1739209624.0820355;-45.120503652039325
1739209624.0820405;-33.981070128970906
1739209624.0820456;-31.141103565318915
1739209624.0820508;-38.13080360867914
1739209624.0820558;-45.120503652039325
1739209624.082061;-38.13080360867914
1739209624.082066;-38.13080360867914
1739209624.0820713;-45.120503652039325
1739209624.0820763;-45.120503652039325
1739209624.0820813;-45.120503652039325
1739209624.0820866;-38.13080360867914
1739209624.0820916;-35.57807855764607
1739209624.0820968;-35.57807855764607
1739209624.0821018;-45.120503652039325
1739209624.082107;-33.981070128970906
1739209624.082112;-45.120503652039325
1739209624.082117;-38.13080360867914
1739209624.0821223;-38.13080360867914
1739209624.0821273;-45.120503652039325
1739209624.0821326;-32.816014438256545
1739209624.0821376;-35.57807855764607
1739209624.0821428;-45.120503652039325
1739209624.0821478;-38.13080360867914
1739209624.0821528;-45.120503652039325
1739209624.082158;-38.13080360867914
1739209624.082163;-38.13080360867914
1739209624.0821683;-31.141103565318915
1739209624.0821733;-33.981070128970906
1739209624.0821786;-33.981070128970906
1739209624.0821836;-45.120503652039325
1739209624.0821886;-38.13080360867914
1739209624.0821939;-35.57807855764607
1739209624.0821989;-35.57807855764607
1739209624.082204;-33.981070128970906
1739209624.082209;-38.13080360867914
1739209624.0822144;-38.13080360867914
1739209624.0822194;-38.13080360867914
1739209624.0822246;-45.120503652039325
1739209624.0822296;-45.120503652039325
1739209624.0822346;-35.57807855764607
1739209624.0822399;-33.981070128970906
1739209624.0822449;-45.120503652039325
1739209624.08225;-31.141103565318915
1739209624.0822551;-28.992665084841942
1739209624.0822604;-45.120503652039325
1739209624.0822654;-45.120503652039325
1739209624.0822704;-38.13080360867914
1739209624.0822756;-33.981070128970906
1739209624.0822806;-31.141103565318915
1739209624.082286;-45.120503652039325
1739209624.082291;-45.120503652039325
1739209624.0822961;-38.13080360867914
1739209624.0823011;-32.816014438256545
1739209624.0823061;-45.120503652039325
1739209624.0823114;-45.120503652039325
1739209624.0823164;-38.13080360867914
1739209624.0823216;-38.13080360867914
1739209624.0823267;-45.120503652039325
1739209624.082332;-33.981070128970906
1739209624.082337;-28.58837851428586
1739209624.082342;-38.13080360867914
1739209624.0823472;-45.120503652039325
1739209624.0823522;-38.13080360867914
1739209624.0823574;-32.816014438256545
1739209624.0823624;-33.981070128970906
1739209624.0823677;-45.120503652039325
1739209624.0823727;-38.13080360867914
1739209624.0823777;-30.49652367304973
1739209624.082383;-38.13080360867914
1739209624.082388;-45.120503652039325
1739209624.0823932;-38.13080360867914
1739209624.0823982;-30.49652367304973
1739209624.0824034;-38.13080360867914
1739209624.0824084;-45.120503652039325
1739209624.0824137;-45.120503652039325
1739209624.0824187;-35.57807855764607
1739209624.0824237;-38.13080360867914
1739209624.082429;-45.120503652039325
1739209624.082434;-45.120503652039325
1739209624.0824392;-38.13080360867914
1739209624.0824442;-38.13080360867914
1739209624.0824494;-45.120503652039325
1739209624.0824544;-38.13080360867914
1739209624.0824594;-26.487275050834715
1739209624.0824647;-35.57807855764607
1739209624.0824697;-45.120503652039325
1739209624.082475;-38.13080360867914
1739209624.08248;-38.13080360867914
1739209624.0824852;-45.120503652039325
1739209624.0824902;-38.13080360867914
1739209624.0824952;-45.120503652039325
1739209624.0825005;-33.981070128970956
1739209624.0825055;-32.816014438256545
1739209624.0825107;-38.13080360867914
1739209624.0825157;-45.120503652039325
1739209624.082521;-45.120503652039325
1739209624.082526;-38.13080360867914
1739209624.082531;-45.120503652039325
1739209624.0825362;-38.13080360867914
1739209624.0825412;-32.816014438256545
1739209624.0825465;-33.981070128970906
1739209624.0825515;-45.120503652039325
1739209624.0825567;-35.57807855764607
1739209624.0825617;-45.120503652039325
1739209624.0825667;-45.120503652039325
1739209624.082572;-45.120503652039325
1739209624.082577;-45.120503652039325
1739209624.0825822;-35.57807855764607
1739209624.0825872;-38.13080360867914
1739209624.0825925;-45.120503652039325
1739209624.0825975;-38.13080360867914
1739209624.0826027;-45.120503652039325
1739209624.0826077;-45.120503652039325
1739209624.0826128;-33.981070128970906
1739209624.082618;-38.13080360867914
1739209624.082623;-45.120503652039325
1739209624.0826283;-45.120503652039325
1739209624.0826333;-45.120503652039325
1739209624.0826385;-45.120503652039325
1739209624.0826435;-38.13080360867914
1739209624.0826485;-33.981070128970906
1739209624.0826538;-35.57807855764607
1739209624.0826588;-38.13080360867914
1739209624.082664;-38.13080360867914
1739209624.082669;-38.13080360867914
1739209624.0826743;-38.13080360867914
1739209624.0826793;-38.13080360867914
1739209624.0826843;-45.120503652039325
1739209624.0826895;-45.120503652039325
1739209624.0826945;-38.13080360867914
1739209624.0826998;-38.13080360867914
1739209624.0827048;-45.120503652039325
1739209624.08271;-45.120503652039325
1739209624.082715;-35.57807855764607
1739209624.08272;-38.13080360867914
1739209624.0827253;-38.13080360867914
1739209624.0827303;-45.120503652039325
1739209624.0827355;-38.13080360867914
1739209624.0827405;-45.120503652039325
1739209624.0827458;-38.13080360867914
1739209624.0827508;-30.49652367304973
1739209624.0827558;-35.57807855764607
1739209624.082761;-38.13080360867914
1739209624.082766;-45.120503652039325
1739209624.0827713;-38.13080360867914
1739209624.0827763;-45.120503652039325
1739209624.0827816;-38.13080360867914
1739209624.0827866;-45.120503652039325
1739209624.0827918;-45.120503652039325
1739209624.0827968;-38.13080360867914
1739209624.0828018;-38.13080360867914
1739209624.082807;-35.57807855764607
1739209624.082812;-38.13080360867914
1739209624.0828173;-45.120503652039325
1739209624.0828223;-38.13080360867914
1739209624.0828276;-38.13080360867914
1739209624.0828326;-45.120503652039325
1739209624.0828376;-45.120503652039325
1739209624.0828428;-45.120503652039325
1739209624.0828478;-38.13080360867914
1739209624.082853;-33.981070128970906
1739209624.082858;-45.120503652039325
1739209624.0828633;-35.57807855764607
1739209624.0828683;-35.57807855764607
1739209624.0828733;-31.141103565318915
1739209624.0828786;-45.120503652039325
1739209624.0828836;-45.120503652039325
1739209624.0828888;-45.120503652039325
1739209624.0828938;-45.120503652039325
1739209624.082899;-45.120503652039325
1739209624.082904;-45.120503652039325
1739209624.082909;-38.13080360867914
1739209624.0829144;-35.57807855764607
1739209624.0829194;-45.120503652039325
1739209624.0829246;-45.120503652039325
1739209624.0829296;-38.13080360867914
1739209624.0829349;-45.120503652039325
1739209624.0829399;-45.120503652039325
1739209624.082945;-45.120503652039325
1739209624.08295;-38.13080360867914
1739209624.0829551;-27.267205301931607
1739209624.0829604;-38.13080360867914
1739209624.0829654;-38.13080360867914
1739209624.0829706;-38.13080360867914
1739209624.0829756;-33.981070128970906
1739209624.0829809;-45.120503652039325
1739209624.0829859;-45.120503652039325
1739209624.082991;-38.13080360867914
1739209624.0829961;-38.13080360867914
1739209624.0830011;-45.120503652039325
1739209624.0830064;-38.13080360867914
1739209624.0830114;-35.57807855764607
1739209624.0830166;-35.57807855764607
1739209624.0830216;-45.120503652039325
1739209624.0830266;-45.120503652039325
1739209624.083032;-38.13080360867914
1739209624.083037;-45.120503652039325
1739209624.0830421;-45.120503652039325
1739209624.0830472;-45.120503652039325
1739209624.0830524;-35.57807855764607
1739209624.0830574;-38.13080360867914
1739209624.0830624;-45.120503652039325
1739209624.0830677;-45.120503652039325
1739209624.0830727;-35.57807855764607
1739209624.083078;-38.13080360867914
1739209624.083083;-45.120503652039325
1739209624.0830882;-38.13080360867914
1739209624.0830932;-38.13080360867914
1739209624.0830982;-38.13080360867914
1739209624.0831034;-35.57807855764607
1739209624.0831084;-38.13080360867914
1739209624.0831137;-38.13080360867914
1739209624.0831187;-28.992665084841942
1739209624.083124;-33.981070128970906
1739209624.083129;-45.120503652039325
1739209624.0831342;-33.981070128970906
1739209624.0831392;-45.120503652039325
1739209624.0831442;-38.13080360867914
1739209624.0831494;-38.13080360867914
1739209624.0831544;-38.13080360867914
1739209624.0831597;-45.120503652039325
1739209624.0831647;-33.981070128970906
1739209624.08317;-38.13080360867914
1739209624.083175;-45.120503652039325
1739209624.08318;-33.981070128970906
1739209624.0831852;-45.120503652039325
1739209624.0831902;-45.120503652039325
1739209624.0831954;-45.120503652039325
1739209624.0832005;-33.981070128970906
1739209624.0832057;-32.816014438256545
1739209624.0832107;-33.981070128970906
1739209624.0832157;-45.120503652039325
1739209624.083221;-38.13080360867914
1739209624.083226;-38.13080360867914
1739209624.0832312;-45.120503652039325
1739209624.0832362;-45.120503652039325
1739209624.0832415;-45.120503652039325
1739209624.0832465;-38.13080360867914
1739209624.0832515;-45.120503652039325
1739209624.0832567;-45.120503652039325
1739209624.0832617;-38.13080360867914
1739209624.083267;-38.13080360867914
1739209624.083272;-38.13080360867914
1739209624.0832772;-45.120503652039325
1739209624.0832822;-45.120503652039325
1739209624.0832872;-38.13080360867914
1739209624.0832925;-38.13080360867914
1739209624.0832975;-38.13080360867914
1739209624.0833027;-45.120503652039325
1739209624.0833077;-32.816014438256545
1739209624.083313;-33.981070128970906
1739209624.083318;-45.120503652039325
1739209624.0833232;-38.13080360867914
1739209624.0833282;-45.120503652039325
1739209624.0833333;-45.120503652039325
1739209624.0833385;-38.13080360867914
1739209624.0833435;-38.13080360867914
1739209624.0833488;-32.816014438256545
1739209624.0833538;-28.992665084841942
1739209624.083359;-45.120503652039325
1739209624.083364;-33.981070128970906
1739209624.083369;-35.57807855764607
1739209624.0833743;-31.141103565318915
1739209624.0833793;-45.120503652039325
1739209624.0833845;-45.120503652039325
1739209624.0833895;-33.981070128970906
1739209624.0833948;-38.13080360867914
1739209624.0833998;-38.13080360867914
1739209624.0834048;-38.13080360867914
1739209624.08341;-45.120503652039325
1739209624.083415;-45.120503652039325
1739209624.0834203;-38.13080360867914
1739209624.0834253;-45.120503652039325
