CAN Message; 0x1b8:03005a0266706cdb
1739209901.6840012;-33.981070128970906
1739209901.6840062;-45.120503652039325
1739209901.6840112;-45.120503652039325
1739209901.6840165;-45.120503652039325
1739209901.6840215;-38.13080360867914
1739209901.6840265;-45.120503652039325
1739209901.6840317;-45.120503652039325
1739209901.6840367;-33.981070128970906
1739209901.6840417;-45.120503652039325
1739209901.684047;-45.120503652039325
1739209901.684052;-38.13080360867914
1739209901.684057;-38.13080360867914
1739209901.684062;-38.13080360867914
1739209901.6840672;-45.120503652039325
1739209901.6840723;-38.13080360867914
1739209901.6840773;-35.57807855764607
1739209901.6840825;-31.141103565318915
1739209901.6840875;-45.120503652039325
1739209901.6840925;-38.13080360867914
1739209901.6840978;-35.57807855764607
1739209901.6841028;-33.981070128970906
1739209901.6841078;-45.120503652039325
1739209901.684113;-45.120503652039325
1739209901.684118;-38.13080360867914
1739209901.684123;-38.13080360867914
1739209901.684128;-38.13080360867914
1739209901.6841333;-38.13080360867914
1739209901.6841383;-35.57807855764607
1739209901.6841433;-38.13080360867914
1739209901.6841486;-45.120503652039325
1739209901.6841536;-38.13080360867914
1739209901.6841586;-35.57807855764607
1739209901.6841638;-38.13080360867914
1739209901.6841688;-45.120503652039325
1739209901.6841738;-38.13080360867914
1739209901.6841788;-31.141103565318893
1739209901.684184;-31.141103565318915
1739209901.684189;-45.120503652039325
1739209901.684194;-38.13080360867914
1739209901.6841993;-35.57807855764607
1739209901.6842043;-28.992665084841942
1739209901.6842093;-45.120503652039325
1739209901.6842146;-38.13080360867914
1739209901.6842196;-38.13080360867914
1739209901.6842246;-38.13080360867914
1739209901.6842296;-38.13080360867914
1739209901.6842349;-38.13080360867914
1739209901.6842399;-38.13080360867914
1739209901.6842449;-33.981070128970906
1739209901.68425;-45.120503652039325
1739209901.6842551;-45.120503652039325
1739209901.6842601;-35.57807855764607
1739209901.6842654;-38.13080360867914
1739209901.6842704;-45.120503652039325
1739209901.6842754;-38.13080360867914
1739209901.6842804;-32.816014438256545
1739209901.6842856;-27.267205301931607
1739209901.6842906;-38.13080360867914
1739209901.6842957;-38.13080360867914
1739209901.684301;-35.57807855764607
1739209901.684306;-33.981070128970906
1739209901.684311;-45.120503652039325
1739209901.6843162;-45.120503652039325
1739209901.6843212;-45.120503652039325
1739209901.6843262;-45.120503652039325
1739209901.6843314;-45.120503652039325
1739209901.6843364;-38.13080360867914
1739209901.6843414;-38.13080360867914
1739209901.6843464;-45.120503652039325
1739209901.6843517;-45.120503652039325
1739209901.6843567;-45.120503652039325
1739209901.6843617;-45.120503652039325
1739209901.684367;-33.981070128970906
1739209901.684372;-38.13080360867914
1739209901.684377;-45.120503652039325
1739209901.6843822;-38.13080360867914
1739209901.6843872;-38.13080360867914
1739209901.6843922;-45.120503652039325
1739209901.6843972;-45.120503652039325
1739209901.6844025;-45.120503652039325
1739209901.6844075;-33.981070128970906
1739209901.6844125;-38.13080360867914
1739209901.6844177;-38.13080360867914
1739209901.6844227;-45.120503652039325
1739209901.6844277;-33.981070128970906
1739209901.684433;-32.816014438256545
1739209901.684438;-45.120503652039325
1739209901.684443;-45.120503652039325
1739209901.684448;-31.141103565318915
1739209901.6844532;-38.13080360867914
1739209901.6844583;-45.120503652039325
1739209901.6844633;-38.13080360867914
1739209901.6844685;-38.13080360867914
1739209901.6844735;-45.120503652039325
1739209901.6844785;-45.120503652039325
1739209901.6844838;-38.13080360867914
1739209901.6844888;-38.13080360867914
1739209901.6844938;-38.13080360867914
1739209901.684499;-38.13080360867914
1739209901.684504;-45.120503652039325
1739209901.684509;-35.57807855764607
1739209901.684514;-38.13080360867914
1739209901.6845193;-38.13080360867914
1739209901.6845243;-35.57807855764607
1739209901.6845293;-38.13080360867914
1739209901.6845345;-45.120503652039325
1739209901.6845396;-33.981070128970906
1739209901.6845446;-32.816014438256545
1739209901.6845498;-38.13080360867914
1739209901.6845548;-38.13080360867914
1739209901.6845598;-38.13080360867914
1739209901.6845648;-35.57807855764607
1739209901.68457;-35.57807855764607
1739209901.684575;-45.120503652039325
1739209901.68458;-45.120503652039325
1739209901.6845853;-38.13080360867914
1739209901.6845903;-45.120503652039325
1739209901.6845953;-45.120503652039325
1739209901.6846006;-38.13080360867914
1739209901.6846056;-38.13080360867914
1739209901.6846106;-38.13080360867914
1739209901.6846156;-38.13080360867914
1739209901.6846209;-38.13080360867914
1739209901.6846259;-33.981070128970906
1739209901.6846309;-38.13080360867914
1739209901.684636;-38.13080360867914
1739209901.6846411;-35.57807855764607
1739209901.6846461;-38.13080360867914
1739209901.6846514;-35.57807855764607
1739209901.6846564;-38.13080360867914
1739209901.6846614;-45.120503652039325
1739209901.6846666;-32.816014438256545
1739209901.6846716;-38.13080360867914
1739209901.6846766;-45.120503652039325
1739209901.6846817;-45.120503652039325
1739209901.684687;-38.13080360867914
1739209901.684692;-38.13080360867914
1739209901.684697;-45.120503652039325
1739209901.6847022;-45.120503652039325
1739209901.6847072;-45.120503652039325
1739209901.6847122;-35.57807855764607
1739209901.6847174;-45.120503652039325
1739209901.6847224;-45.120503652039325
1739209901.6847274;-32.816014438256545
1739209901.6847324;-38.13080360867914
1739209901.6847377;-35.57807855764607
1739209901.6847427;-45.120503652039325
1739209901.6847477;-38.13080360867914
1739209901.684753;-38.13080360867914
1739209901.684758;-45.120503652039325
1739209901.684763;-38.13080360867914
1739209901.6847682;-45.120503652039325
1739209901.6847732;-45.120503652039325
1739209901.6847782;-45.120503652039325
1739209901.6847832;-45.120503652039325
1739209901.6847885;-38.13080360867914
1739209901.6847935;-38.13080360867914
1739209901.6847985;-38.13080360867914
1739209901.6848037;-45.120503652039325
1739209901.6848087;-45.120503652039325
1739209901.6848137;-45.120503652039325
1739209901.684819;-32.816014438256545
1739209901.684824;-38.13080360867914
1739209901.684829;-45.120503652039325
1739209901.684834;-38.13080360867914
1739209901.6848392;-38.13080360867914
1739209901.6848443;-38.13080360867914
1739209901.6848493;-35.57807855764607
1739209901.6848545;-35.57807855764607
1739209901.6848595;-45.120503652039325
1739209901.6848645;-45.120503652039325
1739209901.6848698;-35.57807855764607
1739209901.6848748;-38.13080360867914
1739209901.6848798;-45.120503652039325
1739209901.684885;-45.120503652039325
1739209901.68489;-45.120503652039325
1739209901.684895;-33.981070128970906
1739209901.6849;-38.13080360867914
1739209901.6849053;-45.120503652039325
1739209901.6849103;-38.13080360867914
1739209901.6849153;-33.981070128970906
1739209901.6849205;-45.120503652039325
1739209901.6849256;-45.120503652039325
1739209901.6849306;-35.57807855764607
1739209901.6849358;-38.13080360867914
1739209901.6849408;-30.49652367304973
1739209901.6849458;-32.816014438256545
1739209901.6849508;-45.120503652039325
1739209901.684956;-33.981070128970906
1739209901.684961;-38.13080360867914
1739209901.684966;-38.13080360867914
1739209901.6849713;-35.57807855764607
1739209901.6849763;-35.57807855764607
1739209901.6849813;-45.120503652039325
1739209901.6849866;-38.13080360867914
1739209901.6849916;-35.57807855764607
1739209901.6849966;-33.981070128970906
1739209901.6850016;-45.120503652039325
1739209901.6850069;-45.120503652039325
1739209901.6850119;-35.57807855764607
1739209901.6850169;-33.981070128970906
1739209901.685022;-45.120503652039325
1739209901.6850271;-45.120503652039325
1739209901.6850321;-38.13080360867914
1739209901.6850374;-38.13080360867914
1739209901.6850424;-45.120503652039325
1739209901.6850474;-38.13080360867914
1739209901.6850526;-35.57807855764607
1739209901.6850576;-38.13080360867914
1739209901.6850626;-33.981070128970906
1739209901.6850677;-31.141103565318915
1739209901.685073;-38.13080360867914
1739209901.685078;-38.13080360867914
1739209901.685083;-38.13080360867914
1739209901.6850882;-33.981070128970906
1739209901.6850932;-38.13080360867914
1739209901.6850982;-33.981070128970906
1739209901.6851034;-45.120503652039325
1739209901.6851084;-38.13080360867914
1739209901.6851134;-35.57807855764607
1739209901.6851184;-38.13080360867914
1739209901.6851237;-45.120503652039325
1739209901.6851287;-45.120503652039325
1739209901.6851337;-45.120503652039325
1739209901.685139;-38.13080360867914
1739209901.685144;-38.13080360867914
1739209901.685149;-31.141103565318915
1739209901.6851542;-38.13080360867914
1739209901.6851592;-38.13080360867914
1739209901.6851642;-45.120503652039325
1739209901.6851692;-38.13080360867914
1739209901.6851745;-45.120503652039325
1739209901.6851795;-45.120503652039325
1739209901.6851845;-45.120503652039325
1739209901.6851897;-38.13080360867914
1739209901.6851947;-35.57807855764607
1739209901.6851997;-38.13080360867914
1739209901.685205;-45.120503652039325
1739209901.68521;-38.13080360867914
1739209901.685215;-38.13080360867914
1739209901.6852202;-31.141103565318915
1739209901.6852252;-45.120503652039325
1739209901.6852303;-45.120503652039325
1739209901.6852353;-35.57807855764607
1739209901.6852405;-38.13080360867914
1739209901.6852455;-45.120503652039325
1739209901.6852505;-45.120503652039325
1739209901.6852558;-38.13080360867914
1739209901.6852608;-45.120503652039325
1739209901.6852658;-45.120503652039325
1739209901.685271;-38.13080360867914
1739209901.685276;-45.120503652039325
1739209901.685281;-45.120503652039325
1739209901.685286;-45.120503652039325
1739209901.6852913;-38.13080360867914
1739209901.6852963;-32.816014438256545
1739209901.6853013;-38.13080360867914
1739209901.6853065;-45.120503652039325
1739209901.6853116;-38.13080360867914
1739209901.6853166;-38.13080360867914
1739209901.6853218;-45.120503652039325
1739209901.6853268;-45.120503652039325
1739209901.6853318;-38.13080360867914
1739209901.6853368;-38.13080360867914
1739209901.685342;-45.120503652039325
1739209901.685347;-45.120503652039325
1739209901.685352;-45.120503652039325
1739209901.6853573;-45.120503652039325
1739209901.6853623;-45.120503652039325
1739209901.6853673;-35.57807855764607
1739209901.6853726;-38.13080360867914
1739209901.6853776;-45.120503652039325
1739209901.6853826;-35.57807855764607
1739209901.6853876;-45.120503652039325
1739209901.6853929;-33.981070128970906
1739209901.6853979;-31.141103565318915
1739209901.6854029;-33.981070128970906
1739209901.685408;-45.120503652039325
1739209901.6854131;-45.120503652039325
1739209901.6854181;-33.981070128970906
1739209901.6854234;-38.13080360867914
1739209901.6854284;-38.13080360867914
1739209901.6854334;-45.120503652039325
1739209901.6854386;-45.120503652039325
1739209901.6854436;-45.120503652039325
1739209901.6854486;-45.120503652039325
1739209901.6854537;-38.13080360867914
1739209901.685459;-38.13080360867914
1739209901.685464;-38.13080360867914
1739209901.685469;-45.120503652039325
1739209901.6854742;-38.13080360867914
1739209901.6854792;-38.13080360867914
1739209901.6854842;-45.120503652039325
1739209901.6854894;-45.120503652039325
1739209901.6854944;-38.13080360867914
1739209901.6854994;-38.13080360867914
1739209901.6855044;-38.13080360867914
1739209901.6855097;-45.120503652039325
1739209901.6855147;-38.13080360867914
1739209901.6855197;-32.816014438256545
1739209901.685525;-38.13080360867914
1739209901.68553;-45.120503652039325
1739209901.685535;-38.13080360867914
1739209901.6855402;-35.57807855764607
1739209901.6855452;-38.13080360867914
1739209901.6855502;-45.120503652039325
1739209901.6855552;-45.120503652039325
1739209901.6855605;-38.13080360867914
1739209901.6855655;-33.981070128970906
1739209901.6855705;-38.13080360867914
1739209901.6855757;-35.57807855764607
1739209901.6855807;-38.13080360867914
1739209901.6855857;-38.13080360867914
1739209901.685591;-45.120503652039325
1739209901.685596;-38.13080360867914
1739209901.685601;-35.57807855764607
1739209901.6856062;-38.13080360867914
1739209901.6856112;-45.120503652039325
1739209901.6856163;-38.13080360867914
1739209901.6856213;-32.816014438256545
1739209901.6856265;-38.13080360867914
1739209901.6856315;-45.120503652039325
1739209901.6856365;-38.13080360867914
1739209901.6856418;-30.49652367304973
1739209901.6856468;-45.120503652039325
1739209901.6856518;-45.120503652039325
1739209901.685657;-38.13080360867914
1739209901.685662;-33.981070128970906
1739209901.685667;-45.120503652039325
1739209901.685672;-38.13080360867914
1739209901.6856773;-45.120503652039325
1739209901.6856823;-33.981070128970956
1739209901.6856873;-38.13080360867914
1739209901.6856925;-38.13080360867914
1739209901.6856976;-45.120503652039325
1739209901.6857026;-38.13080360867914
1739209901.6857078;-38.13080360867914
1739209901.6857128;-45.120503652039325
1739209901.6857178;-38.13080360867914
1739209901.6857228;-26.487275050834715
1739209901.685728;-38.13080360867914
1739209901.685733;-45.120503652039325
1739209901.685738;-35.57807855764607
1739209901.6857433;-32.816014438256545
1739209901.6857483;-38.13080360867914
1739209901.6857533;-45.120503652039325
1739209901.6857586;-45.120503652039325
1739209901.6857636;-45.120503652039325
1739209901.6857686;-45.120503652039325
1739209901.6857738;-45.120503652039325
1739209901.6857789;-45.120503652039325
1739209901.6857839;-35.57807855764607
1739209901.6857889;-38.13080360867914
1739209901.685794;-45.120503652039325
1739209901.6857991;-38.13080360867914
1739209901.6858041;-29.438486411369333
1739209901.6858094;-32.816014438256545
1739209901.6858144;-45.120503652039325
1739209901.6858194;-38.13080360867914
1739209901.6858246;-38.13080360867914
1739209901.6858296;-45.120503652039325
1739209901.6858346;-45.120503652039325
1739209901.6858397;-45.120503652039325
1739209901.685845;-45.120503652039325
1739209901.68585;-45.120503652039325
1739209901.685855;-45.120503652039325
1739209901.6858602;-45.120503652039325
1739209901.6858652;-32.816014438256545
1739209901.6858702;-35.57807855764607
1739209901.6858754;-45.120503652039325
1739209901.6858804;-33.981070128970906
1739209901.6858854;-38.13080360867914
1739209901.6858904;-33.981070128970906
1739209901.6858957;-38.13080360867914
1739209901.6859007;-38.13080360867914
1739209901.6859057;-45.120503652039325
1739209901.685911;-38.13080360867914
1739209901.685916;-45.120503652039325
1739209901.685921;-45.120503652039325
1739209901.6859262;-31.141103565318893
1739209901.6859312;-33.981070128970906
1739209901.6859362;-45.120503652039325
1739209901.6859412;-45.120503652039325
1739209901.6859465;-32.816014438256545
1739209901.6859515;-38.13080360867914
1739209901.6859565;-45.120503652039325
1739209901.6859617;-38.13080360867914
1739209901.6859667;-45.120503652039325
1739209901.6859717;-45.120503652039325
1739209901.685977;-45.120503652039325
1739209901.685982;-38.13080360867914
1739209901.685987;-38.13080360867914
1739209901.6859922;-38.13080360867914
1739209901.6859972;-45.120503652039325
1739209901.6860023;-45.120503652039325
1739209901.6860073;-35.57807855764607
1739209901.6860125;-33.981070128970906
1739209901.6860175;-45.120503652039325
1739209901.6860225;-45.120503652039325
1739209901.6860278;-45.120503652039325
1739209901.6860328;-45.120503652039325
1739209901.6860378;-45.120503652039325
1739209901.686043;-38.13080360867914
1739209901.686048;-38.13080360867914
1739209901.686053;-45.120503652039325
1739209901.686058;-45.120503652039325
1739209901.6860633;-45.120503652039325
1739209901.6860683;-38.13080360867914
1739209901.6860733;-38.13080360867914
1739209901.6860785;-45.120503652039325
1739209901.6860836;-38.13080360867914
1739209901.6860886;-35.57807855764607
1739209901.6860938;-27.267205301931607
1739209901.6860988;-45.120503652039325
1739209901.6861038;-38.13080360867914
1739209901.6861088;-45.120503652039325
1739209901.686114;-45.120503652039325
1739209901.686119;-38.13080360867914
1739209901.686124;-45.120503652039325
1739209901.6861293;-45.120503652039325
1739209901.6861343;-33.981070128970906
1739209901.6861393;-45.120503652039325
1739209901.6861446;-45.120503652039325
1739209901.6861496;-35.57807855764607
1739209901.6861546;-35.57807855764607
1739209901.6861598;-45.120503652039325
1739209901.6861649;-38.13080360867914
1739209901.6861699;-45.120503652039325
1739209901.6861749;-33.981070128970906
1739209901.68618;-38.13080360867914
1739209901.6861851;-38.13080360867914
1739209901.6861901;-38.13080360867914
1739209901.6861954;-38.13080360867914
1739209901.6862004;-38.13080360867914
1739209901.6862054;-45.120503652039325
1739209901.6862106;-38.13080360867914
1739209901.6862156;-38.13080360867914
1739209901.6862206;-45.120503652039325
1739209901.6862257;-38.13080360867914
1739209901.686231;-45.120503652039325
1739209901.686236;-38.13080360867914
1739209901.686241;-35.57807855764607
1739209901.6862462;-38.13080360867914
1739209901.6862512;-45.120503652039325
1739209901.6862562;-33.981070128970906
1739209901.6862614;-38.13080360867914
1739209901.6862664;-45.120503652039325
1739209901.6862714;-45.120503652039325
1739209901.6862764;-33.981070128970906
1739209901.6862817;-38.13080360867914
1739209901.6862867;-45.120503652039325
1739209901.6862917;-38.13080360867914
1739209901.686297;-32.816014438256545
1739209901.686302;-38.13080360867914
1739209901.686307;-45.120503652039325
1739209901.6863122;-45.120503652039325
1739209901.6863172;-45.120503652039325
1739209901.6863222;-33.981070128970906
1739209901.6863275;-38.13080360867914
1739209901.6863325;-45.120503652039325
1739209901.6863375;-28.992665084841942
1739209901.6863425;-33.981070128970906
1739209901.6863477;-45.120503652039325
1739209901.6863527;-38.13080360867914
1739209901.6863577;-38.13080360867914
1739209901.686363;-38.13080360867914
1739209901.686368;-38.13080360867914
1739209901.686373;-45.120503652039325
1739209901.6863782;-38.13080360867914
1739209901.6863832;-38.13080360867914
1739209901.6863883;-38.13080360867914
1739209901.6863933;-45.120503652039325
1739209901.6863985;-45.120503652039325
1739209901.6864035;-45.120503652039325
1739209901.6864085;-38.13080360867914
1739209901.6864138;-45.120503652039325
1739209901.6864188;-45.120503652039325
1739209901.6864238;-38.13080360867914
1739209901.686429;-35.57807855764607
1739209901.686434;-45.120503652039325
1739209901.686439;-45.120503652039325
1739209901.686444;-35.57807855764607
1739209901.6864493;-35.57807855764607
1739209901.6864543;-45.120503652039325
1739209901.6864593;-33.981070128970906
1739209901.6864645;-28.58837851428586
1739209901.6864696;-38.13080360867914
1739209901.6864746;-38.13080360867914
1739209901.6864798;-33.981070128970906
1739209901.6864848;-38.13080360867914
1739209901.6864898;-38.13080360867914
1739209901.6864948;-45.120503652039325
1739209901.6865;-45.120503652039325
1739209901.686505;-33.981070128970956
1739209901.68651;-45.120503652039325
1739209901.6865153;-45.120503652039325
1739209901.6865203;-45.120503652039325
1739209901.6865253;-38.13080360867914
1739209901.6865306;-45.120503652039325
1739209901.6865356;-45.120503652039325
1739209901.6865406;-38.13080360867914
1739209901.6865458;-35.57807855764607
1739209901.6865509;-35.57807855764607
1739209901.6865559;-45.120503652039325
1739209901.6865609;-45.120503652039325
1739209901.686566;-38.13080360867914
1739209901.6865711;-38.13080360867914
1739209901.6865761;-45.120503652039325
1739209901.6865814;-35.57807855764607
1739209901.6865864;-38.13080360867914
1739209901.6865914;-45.120503652039325
1739209901.6865966;-45.120503652039325
1739209901.6866016;-38.13080360867914
1739209901.6866066;-38.13080360867914
1739209901.6866117;-33.981070128970906
1739209901.686617;-45.120503652039325
1739209901.686622;-45.120503652039325
1739209901.686627;-45.120503652039325
1739209901.6866322;-33.981070128970906
1739209901.6866372;-45.120503652039325
1739209901.6866422;-45.120503652039325
1739209901.6866474;-38.13080360867914
1739209901.6866524;-38.13080360867914
1739209901.6866574;-45.120503652039325
1739209901.6866624;-38.13080360867914
1739209901.6866677;-38.13080360867914
1739209901.6866727;-45.120503652039325
1739209901.6866777;-45.120503652039325
1739209901.686683;-45.120503652039325
1739209901.686688;-38.13080360867914
1739209901.686693;-38.13080360867914
1739209901.6866982;-45.120503652039325
1739209901.6867032;-38.13080360867914
1739209901.6867082;-45.120503652039325
1739209901.6867135;-45.120503652039325
1739209901.6867185;-45.120503652039325
1739209901.6867235;-38.13080360867914
1739209901.6867285;-33.981070128970906
1739209901.6867337;-45.120503652039325
1739209901.6867387;-45.120503652039325
1739209901.6867437;-45.120503652039325
1739209901.686749;-30.49652367304973
1739209901.686754;-32.816014438256545
1739209901.686759;-45.120503652039325
1739209901.6867642;-38.13080360867914
1739209901.6867692;-35.57807855764607
1739209901.6867743;-38.13080360867914
1739209901.6867793;-45.120503652039325
1739209901.6867845;-38.13080360867914
1739209901.6867895;-32.816014438256545
1739209901.6867945;-33.981070128970906
1739209901.6867998;-38.13080360867914
1739209901.6868048;-38.13080360867914
1739209901.6868098;-45.120503652039325
1739209901.686815;-35.57807855764607
1739209901.68682;-38.13080360867914
1739209901.686825;-38.13080360867914
1739209901.68683;-45.120503652039325
1739209901.6868353;-38.13080360867914
1739209901.6868403;-32.816014438256545
1739209901.6868453;-38.13080360867914
1739209901.6868505;-45.120503652039325
1739209901.6868556;-45.120503652039325
1739209901.6868606;-38.13080360867914
1739209901.6868658;-38.13080360867914
1739209901.6868708;-33.981070128970906
1739209901.6868758;-31.141103565318915
1739209901.686881;-35.57807855764607
1739209901.686886;-38.13080360867914
1739209901.686891;-38.13080360867914
1739209901.686896;-35.57807855764607
1739209901.6869013;-38.13080360867914
1739209901.6869063;-38.13080360867914
1739209901.6869113;-45.120503652039325
1739209901.6869166;-45.120503652039325
1739209901.6869216;-45.120503652039325
1739209901.6869266;-38.13080360867914
1739209901.6869318;-45.120503652039325
1739209901.6869369;-38.13080360867914
1739209901.6869419;-35.57807855764607
1739209901.6869469;-38.13080360867914
1739209901.686952;-45.120503652039325
1739209901.6869571;-45.120503652039325
1739209901.6869621;-32.816014438256545
